season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090024,3,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,1.0,1.0,4.0,5.0,,,3.0,,,,1.0,,,2.0,3.0,,,,,,,,,,,,19.0,1.0,,,,,,,,5.0,,6.4,,,,,,,,2.0,,2.0,5.0,7.0,1,,12.0,,,,
2016-17,7090024,3,91,Bournemouth,Away,13159,15885,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090024,3,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,4.0,9.0,21.0,30.0,4.0,,5.0,,,,1.0,,,2.0,7.0,2.0,,,,,,,,2.0,,,90.0,,2.0,,,,,,,6.0,,6.9,,,1.0,8.0,,2.0,,5.0,,12.0,22.0,32.0,1,,52.0,,2.0,,
2016-17,7090024,3,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,14.0,16.0,30.0,2.0,3.0,8.0,,,,,,,,4.0,4.0,,,2.0,,,,,,,,90.0,,,,,,,,,11.0,,7.1,,,,22.0,,,,12.0,,20.0,21.0,41.0,0,,65.0,,1.0,,
2016-17,7090024,3,91,Bournemouth,Away,16590,59741,Max Gradel,max-gradel,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090024,3,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,4.0,5.0,9.0,1.0,,,,,,2.0,,,,4.0,3.0,,,1.0,,,,,,,,31.0,,,,,,,,,1.0,,6.6,,,,1.0,,,,,,4.0,6.0,10.0,0,3.0,15.0,,,,1.0
2016-17,7090024,3,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,16.0,10.0,25.0,1.0,1.0,3.0,,,,1.0,,,,3.0,5.0,,,1.0,,,,,1.0,,,90.0,,1.0,,1.0,,,,,10.0,,6.7,,,1.0,,,2.0,,5.0,,23.0,12.0,33.0,1,4.0,46.0,,,,2.0
2016-17,7090024,3,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,False,,,2.0,18.0,13.0,31.0,,,5.0,,,,1.0,1.0,,,1.0,5.0,,,,1.0,,,,1.0,1.0,,90.0,,2.0,,,,,,,6.0,,8.0,,,,2.0,1.0,,,3.0,,21.0,15.0,36.0,0,4.0,47.0,,,1.0,2.0
2016-17,7090024,3,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,5.0,8.0,12.0,20.0,8.0,3.0,1.0,,,,,,,,8.0,3.0,,,,,,,,,1.0,,90.0,,3.0,,,,,,,4.0,,7.4,,,,12.0,,,,6.0,,9.0,14.0,23.0,0,,39.0,,,,
2016-17,7090024,3,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,2.0,8.0,17.0,24.0,,,7.0,,,,1.0,,,2.0,4.0,8.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,,,11.0,,6.7,,,,1.0,3.0,1.0,,7.0,,15.0,17.0,31.0,0,3.0,57.0,1.0,3.0,2.0,2.0
2016-17,7090024,3,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090024,3,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,14.0,7.0,21.0,3.0,1.0,7.0,1.0,,1.0,4.0,,,3.0,12.0,4.0,,,2.0,,1.0,,,1.0,2.0,,90.0,1.0,,,,,,,,12.0,,7.6,,,,2.0,2.0,,,,,16.0,10.0,26.0,2,1.0,43.0,3.0,,2.0,1.0
2016-17,7090024,3,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,False,,,,5.0,3.0,8.0,3.0,,,,1.0,,,,,3.0,11.0,3.0,,,3.0,,,,,,,,71.0,1.0,,,,,,,,10.0,,6.0,,,,,3.0,1.0,,,1.0,7.0,3.0,9.0,1,,22.0,3.0,2.0,1.0,
2016-17,7090024,3,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,False,,,2.0,15.0,3.0,18.0,1.0,,1.0,,,,,,,,1.0,3.0,,,,,,,,1.0,1.0,,88.0,,,,,,,,,14.0,,6.9,,,1.0,1.0,,5.0,,3.0,1.0,25.0,5.0,25.0,1,,38.0,1.0,3.0,,
2016-17,7090024,3,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,1.0
2016-17,7090024,3,91,Bournemouth,Away,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090024,3,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,False,,,,11.0,2.0,13.0,,,1.0,,,2.0,2.0,,,4.0,6.0,5.0,,,,,,,,1.0,1.0,,59.0,,,,,,,,,12.0,,6.6,,,1.0,1.0,1.0,1.0,,1.0,,15.0,5.0,19.0,3,1.0,35.0,1.0,3.0,1.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,False,,,6.0,2.0,11.0,13.0,,,5.0,,,,,,,,,,,1.0,,,,,,1.0,,,90.0,,,,,,,,,8.0,1.0,7.2,2.0,2.0,,2.0,,,,13.0,,9.0,11.0,20.0,0,,28.0,,,,
2016-17,7090036,4,91,Bournemouth,Home,9104,32318,Marc Wilson,marc-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,91,Bournemouth,Home,13159,15885,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,11.0,44.0,27.0,71.0,3.0,4.0,6.0,,,,1.0,,,,6.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,,10.0,,7.2,,,,3.0,,1.0,,12.0,,52.0,29.0,80.0,0,1.0,85.0,,,,1.0
2016-17,7090036,4,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,1.0,14.0,25.0,39.0,2.0,4.0,8.0,,,,,,,1.0,4.0,6.0,,,1.0,,,,,1.0,,,90.0,,2.0,,,,,,,13.0,,7.6,,,1.0,11.0,1.0,1.0,,8.0,,20.0,31.0,50.0,1,1.0,71.0,,,1.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,16590,59741,Max Gradel,max-gradel,M,True,,,1.0,8.0,4.0,12.0,,,6.0,,,,,,,1.0,2.0,4.0,,,,,,,,2.0,,,16.0,,,,,,,,,5.0,,6.9,,,,1.0,3.0,1.0,,2.0,1.0,10.0,4.0,13.0,0,1.0,24.0,,1.0,2.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,8.0,4.0,12.0,,,2.0,,,,,,,1.0,2.0,3.0,,,1.0,,,,,,,,16.0,,,,,,,,,3.0,,6.8,,,1.0,,1.0,,,,,9.0,4.0,13.0,1,1.0,19.0,1.0,1.0,1.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,17.0,14.0,30.0,1.0,2.0,3.0,,,,1.0,,,,3.0,7.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,,14.0,,7.5,,,,2.0,5.0,4.0,,4.0,,25.0,16.0,37.0,0,1.0,63.0,,,4.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,38094,54102,Jack Wilshere,jack-wilshere,M,True,,,1.0,12.0,6.0,18.0,,,4.0,,,,,,,,,,,,,,,,,,1.0,,27.0,,,,,,,,,3.0,,6.8,,,,,,,,2.0,,14.0,6.0,20.0,0,,24.0,1.0,,,
2016-17,7090036,4,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,3.0,35.0,22.0,57.0,1.0,,3.0,,,,1.0,,,1.0,3.0,6.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,,13.0,,7.3,,,,,1.0,1.0,,6.0,,41.0,24.0,64.0,0,3.0,80.0,3.0,2.0,1.0,3.0
2016-17,7090036,4,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,5.0,12.0,18.0,30.0,1.0,4.0,6.0,,,,,,,,1.0,7.0,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,,9.0,,7.5,,,,11.0,,,,11.0,,19.0,19.0,38.0,0,3.0,57.0,1.0,,,2.0
2016-17,7090036,4,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,2.0,,1.0,35.0,15.0,48.0,,,6.0,,,,1.0,,,1.0,3.0,3.0,,,2.0,1.0,,,,2.0,1.0,,90.0,,1.0,,,,,,,17.0,,7.4,,,,2.0,1.0,5.0,,8.0,,47.0,17.0,59.0,0,1.0,85.0,,1.0,1.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,44823,56872,Junior Stanislas,junior-stanislas,M,False,1.0,,2.0,19.0,7.0,25.0,5.0,,2.0,,,,1.0,,,,6.0,1.0,,,,,,,,,,,74.0,3.0,,,,,,,,9.0,,7.3,,,1.0,,,5.0,,2.0,,26.0,9.0,30.0,4,1.0,42.0,,,,1.0
2016-17,7090036,4,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,9.0,3.0,12.0,3.0,2.0,3.0,,,,,,,1.0,8.0,8.0,,,2.0,,,,,,,,74.0,1.0,,,,,,,,12.0,,6.9,,,,5.0,5.0,,,,,10.0,5.0,15.0,1,1.0,40.0,4.0,2.0,3.0,1.0
2016-17,7090036,4,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,12.0,3.0,15.0,,1.0,4.0,,1.0,1.0,,,,2.0,3.0,5.0,,,,,1.0,,,1.0,2.0,,90.0,1.0,,,,,,,,14.0,,7.2,,,1.0,,1.0,,,,,16.0,3.0,19.0,3,1.0,41.0,6.0,3.0,,1.0
2016-17,7090036,4,91,Bournemouth,Home,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090036,4,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,False,1.0,,,13.0,5.0,17.0,,,6.0,,,1.0,,,,1.0,4.0,3.0,,,1.0,,,,,1.0,2.0,,63.0,,,,,,,,,13.0,,6.8,,,1.0,,4.0,9.0,,,,23.0,5.0,19.0,2,,38.0,,1.0,2.0,
2016-17,7090046,5,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,False,,,13.0,5.0,19.0,24.0,,,11.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,10.0,1.0,7.2,3.0,7.0,,1.0,,,,22.0,,10.0,24.0,34.0,0,,49.0,,,,
2016-17,7090046,5,91,Bournemouth,Away,13159,15885,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090046,5,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,1.0,7.0,19.0,26.0,,,3.0,,,,1.0,,,,1.0,,,,,,,,,4.0,1.0,,90.0,,,,,,,,,5.0,,6.4,,,,1.0,,1.0,,2.0,,11.0,20.0,30.0,0,,36.0,,,,
2016-17,7090046,5,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,4.0,8.0,29.0,37.0,2.0,,8.0,,,,2.0,,,2.0,7.0,8.0,,1.0,1.0,,,,,3.0,,,90.0,,1.0,,,,,,,13.0,,6.4,,,,1.0,2.0,,,11.0,,13.0,35.0,48.0,0,6.0,65.0,,,2.0,4.0
2016-17,7090046,5,91,Bournemouth,Away,16590,59741,Max Gradel,max-gradel,M,True,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,2.0,,6.5,,,,,,,,,1.0,4.0,,4.0,0,,5.0,,,,
2016-17,7090046,5,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,1.0,11.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,1.0,,22.0,,,,,,,,,2.0,,6.6,,,,,,,,1.0,,12.0,3.0,15.0,0,,16.0,1.0,,,
2016-17,7090046,5,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,2.0,14.0,9.0,22.0,,2.0,7.0,,,,2.0,,,4.0,6.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,,18.0,,5.5,,,,1.0,,3.0,,5.0,,23.0,13.0,33.0,0,2.0,56.0,,,,2.0
2016-17,7090046,5,91,Bournemouth,Away,38094,54102,Jack Wilshere,jack-wilshere,M,False,,,1.0,6.0,4.0,10.0,,,4.0,,,,3.0,,,2.0,7.0,4.0,,,2.0,,,,,,1.0,,68.0,,,,,,,,,5.0,,6.2,,,,1.0,2.0,1.0,,1.0,,7.0,4.0,10.0,0,2.0,22.0,1.0,,2.0,1.0
2016-17,7090046,5,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,False,,,2.0,14.0,11.0,25.0,,,4.0,,,1.0,3.0,,,1.0,5.0,4.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,,9.0,,6.4,,,1.0,1.0,2.0,,,2.0,,17.0,14.0,31.0,2,1.0,45.0,2.0,1.0,2.0,
