season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089873,1,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,False,,,4.0,3.0,11.0,14.0,,,5.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,,4.0,,6.6,3.0,4.0,,,,,,7.0,,6.0,11.0,17.0,0,,29.0,,,,
2016-17,7089873,1,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,23.0,,,,,,,,,5.0,,6.8,,,,,,1.0,,,,6.0,2.0,7.0,0,,10.0,,,,
2016-17,7089873,1,91,Bournemouth,Home,13159,15885,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089873,1,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,5.0,30.0,31.0,61.0,,1.0,13.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,4.0,,,90.0,1.0,,,,,,,,5.0,,7.0,,,,,,,,7.0,,33.0,33.0,66.0,1,1.0,73.0,,,,1.0
2016-17,7089873,1,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,1.0,,6.0,19.0,39.0,57.0,2.0,1.0,8.0,,,,,,,1.0,4.0,7.0,1.0,,,,,,,1.0,,,90.0,,,,,,,,,18.0,,6.2,,,,1.0,3.0,3.0,,10.0,,30.0,42.0,69.0,0,3.0,87.0,1.0,1.0,2.0,3.0
2016-17,7089873,1,91,Bournemouth,Home,16590,59741,Max Gradel,max-gradel,M,True,,,,7.0,1.0,8.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,9.0,1.0,,,,,,,,6.0,,6.8,,,,,,4.0,,,,11.0,1.0,8.0,1,1.0,16.0,1.0,,,1.0
2016-17,7089873,1,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089873,1,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,4.0,35.0,16.0,50.0,,1.0,4.0,,,,,,,,1.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,,7.0,,6.9,,,,2.0,1.0,7.0,,4.0,,41.0,16.0,50.0,0,1.0,71.0,,2.0,1.0,1.0
2016-17,7089873,1,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,7.0,32.0,11.0,43.0,,1.0,6.0,,,,2.0,,,4.0,6.0,5.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,14.0,,6.7,,,1.0,,1.0,,,12.0,,41.0,12.0,53.0,1,3.0,65.0,,,1.0,3.0
2016-17,7089873,1,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,7.0,19.0,32.0,51.0,,1.0,5.0,,,,,,,,,4.0,,,,,,,,2.0,,,90.0,,,,,,,,,9.0,,6.6,,,,3.0,1.0,,,11.0,,25.0,35.0,60.0,0,,69.0,,2.0,1.0,
2016-17,7089873,1,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,25.0,14.0,39.0,1.0,1.0,3.0,,,1.0,2.0,,,1.0,5.0,8.0,,,,,1.0,,,,,,90.0,1.0,1.0,,,,,,,15.0,,7.0,,,,,3.0,3.0,,2.0,,36.0,14.0,47.0,2,2.0,84.0,,4.0,2.0,
2016-17,7089873,1,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,2.0,,2.0,,1.0,,,,,1.0,,,3.0,4.0,1.0,,,,,,,,,1.0,,22.0,,,,,,,,,5.0,,6.3,,,,,,,,,2.0,4.0,,4.0,0,,8.0,,,,
2016-17,7089873,1,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,18.0,4.0,22.0,1.0,1.0,7.0,,,2.0,,,,4.0,7.0,6.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,,16.0,,6.7,,,,,2.0,1.0,,,,23.0,4.0,26.0,2,2.0,48.0,7.0,1.0,2.0,1.0
2016-17,7089873,1,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,3.0,5.0,8.0,2.0,,,,,,1.0,,,1.0,8.0,,,,3.0,,,,,,1.0,,67.0,,,,,,,,,9.0,,6.3,,,1.0,,1.0,,,1.0,1.0,6.0,6.0,12.0,1,,18.0,3.0,,,
2016-17,7089873,1,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089873,1,91,Bournemouth,Home,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089873,1,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,False,1.0,,1.0,24.0,8.0,31.0,,,5.0,,,1.0,,,,3.0,6.0,3.0,,,,,,,,1.0,,,68.0,,,,,,,,,20.0,,6.4,,,,,6.0,3.0,,1.0,,31.0,8.0,36.0,1,,58.0,6.0,,3.0,
2016-17,7089873,1,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,False,,,2.0,14.0,8.0,22.0,2.0,,5.0,,,,1.0,,,1.0,6.0,3.0,,,,,,,,,1.0,,81.0,,,,,,,,,13.0,,6.3,,,,1.0,3.0,2.0,,3.0,,22.0,8.0,28.0,0,2.0,41.0,1.0,,1.0,2.0
2016-17,7090018,2,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,False,,1.0,8.0,5.0,10.0,15.0,,,9.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,,18.0,,6.5,1.0,1.0,,,,,1.0,26.0,,22.0,11.0,33.0,0,,40.0,,,,
2016-17,7090018,2,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,2.0,5.0,,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,15.0,,,,,,,,,2.0,,6.5,,,,,,,,,,3.0,2.0,5.0,0,1.0,9.0,,,,1.0
2016-17,7090018,2,91,Bournemouth,Away,13159,15885,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,1.0,,6.0,26.0,27.0,52.0,1.0,1.0,7.0,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,,9.0,,6.9,,,,,,1.0,,12.0,,33.0,29.0,61.0,0,1.0,66.0,,2.0,,
2016-17,7090018,2,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,1.0,9.0,24.0,33.0,2.0,6.0,1.0,,,1.0,1.0,,,,5.0,10.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,,11.0,,7.0,,,,6.0,,1.0,,7.0,,14.0,30.0,43.0,1,3.0,57.0,,2.0,,3.0
2016-17,7090018,2,91,Bournemouth,Away,16590,59741,Max Gradel,max-gradel,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,3.0,,3.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,1.0,,4.0,,,,,,,,,2.0,,,,,,,,,,,,4.0,,4.0,0,,7.0,1.0,2.0,,
2016-17,7090018,2,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,4.0,22.0,12.0,34.0,2.0,3.0,4.0,,,,2.0,,,2.0,7.0,3.0,,,1.0,,,,,3.0,2.0,,90.0,,,,,,,,,16.0,,6.4,,,,4.0,,3.0,,10.0,,29.0,15.0,41.0,0,,67.0,1.0,,,
2016-17,7090018,2,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,False,,,6.0,17.0,19.0,36.0,,,8.0,,,,3.0,,,1.0,5.0,,,,2.0,,,,,1.0,1.0,,77.0,,,,,,,,,9.0,,6.0,,,,,,,,7.0,,23.0,21.0,44.0,0,,49.0,,,,
2016-17,7090018,2,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,4.0,14.0,27.0,41.0,,7.0,2.0,,,,,,,,,8.0,,,,,,,,,1.0,,90.0,1.0,3.0,,,,,,,11.0,,7.7,,,,11.0,1.0,,,10.0,,21.0,29.0,50.0,1,,70.0,,,1.0,
2016-17,7090018,2,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,18.0,22.0,40.0,,3.0,5.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,1.0,1.0,,,,,,,8.0,,7.0,,,,6.0,1.0,1.0,,2.0,,21.0,23.0,43.0,1,,70.0,1.0,3.0,,
2016-17,7090018,2,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,7.0,7.0,14.0,5.0,3.0,3.0,,,,1.0,,,3.0,10.0,8.0,,,1.0,,,,,1.0,,,90.0,2.0,,,,,,,,16.0,,7.1,,,,1.0,,1.0,,,,13.0,7.0,19.0,2,4.0,39.0,7.0,1.0,,3.0
2016-17,7090018,2,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,False,,,,4.0,,4.0,5.0,,1.0,,,1.0,,,,2.0,9.0,3.0,,,3.0,,,,,,,,75.0,,1.0,,,,,,,8.0,,6.5,,,,,,,,,1.0,8.0,1.0,9.0,1,1.0,17.0,1.0,2.0,,1.0
2016-17,7090018,2,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,False,1.0,,1.0,12.0,11.0,22.0,2.0,,6.0,,,,,,,,4.0,3.0,,,3.0,,,,,1.0,1.0,,86.0,,,,,,,,,14.0,,7.0,,,1.0,1.0,1.0,5.0,,1.0,,21.0,14.0,30.0,1,,44.0,2.0,2.0,1.0,
2016-17,7090018,2,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,6.4,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2016-17,7090018,2,91,Bournemouth,Away,149814,120447,Bradley Smith,bradley-smith,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090018,2,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,False,1.0,,,12.0,9.0,20.0,,,5.0,,,,2.0,,,4.0,7.0,3.0,,,,,,,,3.0,1.0,,79.0,1.0,,,,,,,,14.0,,6.8,,,,1.0,3.0,3.0,,,,20.0,10.0,27.0,1,,46.0,,1.0,2.0,
2016-17,7090024,3,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,False,,,8.0,5.0,7.0,12.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,1.0,,1.0,,23.0,1.0,7.2,2.0,3.0,,2.0,,,,30.0,,27.0,7.0,34.0,0,,42.0,,,,
