season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437800,5,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,6.0,2.0,8.0,2.0,,2.0,,,,,,,1.0,7.0,3.0,,,2.0,,,,,,,,12.0,,,,,,,,7.0,,6.5,,,,,4.0,,,,1.0,8.0,2.0,10.0,0,,18.0,2.0,1.0,2.0,
2017-18,7437800,5,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,19.0,5.0,24.0,2.0,1.0,5.0,,,2.0,1.0,,,2.0,5.0,6.0,,,,,,,,1.0,,,89.0,,,,,,,,13.0,,6.9,,,,,2.0,1.0,,,,24.0,5.0,28.0,2,2.0,46.0,5.0,1.0,2.0,
2017-18,7437800,5,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,False,,,,26.0,6.0,32.0,,,1.0,,,1.0,1.0,,,,4.0,1.0,,,,,,,,,1.0,,65.0,,,,,,,,11.0,,6.3,,,,,4.0,4.0,,,,32.0,8.0,36.0,1,,47.0,,,1.0,
2017-18,7437800,5,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,27.0,43.0,70.0,1.0,5.0,6.0,,,,,,,,1.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,4.0,,7.2,,,,6.0,,,,1.0,,28.0,45.0,73.0,0,1.0,85.0,,,,
2017-18,7437800,5,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,True,,,,8.0,4.0,12.0,,,2.0,2.0,,1.0,1.0,,,1.0,2.0,3.0,,,,2.0,,,,,2.0,,25.0,,,,,,,,3.0,,8.2,,,1.0,,2.0,1.0,,,,10.0,4.0,13.0,2,,20.0,,1.0,2.0,
2017-18,7437800,5,91,Bournemouth,Home,303638,149484,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437800,5,91,Bournemouth,Home,377108,178304,Lys Mousset,lys-mousset,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437800,5,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,91,Bournemouth,Away,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,3.0,3.0,6.0,1.0,,1.0,,,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,75.0,1.0,,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,6.0,3.0,8.0,1,1.0,12.0,1.0,,,
2017-18,7437758,6,91,Bournemouth,Away,11764,20037,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,91,Bournemouth,Away,13918,40349,Asmir Begović,asmir-begovic,G,False,,,7.0,5.0,10.0,15.0,,1.0,13.0,,,,,,,,,1.0,,,,,,3.0,,,,,90.0,,,,,,,,16.0,1.0,6.3,,,,1.0,,,,22.0,,17.0,13.0,30.0,0,,39.0,,,,
2017-18,7437758,6,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,5.0,23.0,20.0,43.0,,,7.0,,,1.0,,1.0,,,,6.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,7.6,,,1.0,2.0,3.0,,,7.0,,33.0,22.0,55.0,2,1.0,70.0,1.0,2.0,3.0,
2017-18,7437758,6,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,16.0,25.0,41.0,1.0,6.0,8.0,,,,,,,,2.0,6.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,6.0,,6.9,,,,4.0,,,,7.0,,21.0,26.0,47.0,0,,54.0,,,,
2017-18,7437758,6,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,4.0,22.0,17.0,39.0,2.0,,10.0,,,,,,,,4.0,5.0,,,3.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,11.0,,6.9,,,,,,,,6.0,,28.0,21.0,49.0,1,2.0,61.0,,3.0,,
2017-18,7437758,6,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,,17.0,13.0,30.0,2.0,1.0,6.0,,,,,,,1.0,5.0,6.0,,,,1.0,,,,,1.0,,90.0,,,,,,,,25.0,,6.9,,,,6.0,3.0,5.0,,3.0,,30.0,16.0,41.0,0,4.0,79.0,1.0,,1.0,
2017-18,7437758,6,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,True,,,4.0,4.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,,,,,,4.0,,6.6,,,,1.0,,,,4.0,,4.0,8.0,12.0,0,,15.0,1.0,,,
2017-18,7437758,6,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,4.0,22.0,12.0,34.0,3.0,,5.0,,,,,,,,5.0,6.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,14.0,,6.8,,,,2.0,2.0,2.0,,4.0,,28.0,13.0,39.0,0,2.0,62.0,2.0,3.0,1.0,
2017-18,7437758,6,91,Bournemouth,Away,44823,56872,Junior Stanislas,junior-stanislas,M,False,2.0,,,23.0,9.0,30.0,1.0,,8.0,,,,,,,3.0,4.0,3.0,,,,,,,,,1.0,,90.0,1.0,1.0,,,,,,19.0,,6.9,,,,2.0,,6.0,,1.0,,30.0,14.0,38.0,1,3.0,62.0,3.0,,,
2017-18,7437758,6,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,1.0,1.0,2.0,1.0,2.0,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,15.0,,,,,,,,3.0,,6.4,,,,,,,,,,3.0,2.0,5.0,0,,6.0,,,,
2017-18,7437758,6,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,1.0,,,16.0,1.0,16.0,2.0,1.0,3.0,,,,1.0,,,5.0,15.0,3.0,,,4.0,,1.0,,,,2.0,,79.0,1.0,,,,,,,16.0,,6.8,,,,1.0,4.0,2.0,,,,20.0,2.0,20.0,1,,39.0,1.0,1.0,1.0,
2017-18,7437758,6,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,10.0,17.0,27.0,1.0,3.0,,,,,,,,,1.0,4.0,,,,,,,,1.0,1.0,,83.0,,,,,,,,8.0,,6.5,,,,3.0,,,,4.0,,14.0,21.0,35.0,0,,41.0,,1.0,,
2017-18,7437758,6,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,False,2.0,,1.0,23.0,6.0,27.0,1.0,,,,,1.0,,,,2.0,6.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,14.0,,6.5,,,,,5.0,5.0,,1.0,,29.0,7.0,31.0,1,,51.0,2.0,2.0,3.0,
2017-18,7437758,6,91,Bournemouth,Away,377108,178304,Lys Mousset,lys-mousset,F,True,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,3.0,,6.8,,,1.0,,1.0,,,,,4.0,1.0,5.0,1,,7.0,,,1.0,
2017-18,7437758,6,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,91,Bournemouth,Away,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437794,7,91,Bournemouth,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,9.0,1.0,10.0,,,1.0,,1.0,,,,,4.0,6.0,3.0,,,,,,,1.0,,3.0,,82.0,,,,,,,,12.0,,6.4,,,2.0,,2.0,,,1.0,,10.0,2.0,12.0,2,2.0,29.0,4.0,1.0,,
2017-18,7437794,7,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437794,7,91,Bournemouth,Home,11764,20037,Marc Pugh,marc-pugh,M,False,,,3.0,21.0,13.0,34.0,,,3.0,,,1.0,,,,1.0,5.0,3.0,,,1.0,,,,,,1.0,,69.0,,,,,,,,12.0,,6.8,,,4.0,,4.0,2.0,,3.0,,26.0,14.0,38.0,5,1.0,57.0,2.0,1.0,1.0,
2017-18,7437794,7,91,Bournemouth,Home,13918,40349,Asmir Begović,asmir-begovic,G,False,,,3.0,,8.0,8.0,,1.0,6.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,7.0,3.0,7.2,,1.0,,3.0,,,,10.0,,6.0,9.0,15.0,0,,24.0,,,,
2017-18,7437794,7,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,4.0,25.0,28.0,53.0,7.0,2.0,9.0,,,,2.0,,,1.0,10.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,16.0,,7.0,,,1.0,2.0,,1.0,,5.0,,34.0,32.0,65.0,2,2.0,78.0,2.0,,,
2017-18,7437794,7,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,,,6.0,12.0,29.0,41.0,5.0,10.0,7.0,,,,1.0,,,,8.0,11.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,21.0,,7.3,,,,6.0,,1.0,,14.0,,26.0,36.0,61.0,0,1.0,76.0,,,,
2017-18,7437794,7,91,Bournemouth,Home,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437794,7,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,False,1.0,,1.0,33.0,20.0,52.0,1.0,2.0,11.0,,,,2.0,,,,4.0,5.0,,,1.0,,,,,,3.0,,90.0,,,,,,,,22.0,,7.3,,,1.0,4.0,1.0,7.0,,2.0,,46.0,23.0,62.0,1,1.0,93.0,2.0,1.0,1.0,
2017-18,7437794,7,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437794,7,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,5.0,28.0,23.0,51.0,1.0,,5.0,,,,2.0,,,,3.0,2.0,,,,,,,,,2.0,,90.0,,,,,,,,13.0,,6.8,,,,4.0,,1.0,,10.0,,38.0,25.0,62.0,0,,81.0,,2.0,,
2017-18,7437794,7,91,Bournemouth,Home,44823,56872,Junior Stanislas,junior-stanislas,M,False,,,2.0,35.0,9.0,44.0,4.0,2.0,4.0,,,,,,,1.0,5.0,4.0,,,,,,,,1.0,,,88.0,2.0,,,,,,,22.0,,7.4,,,1.0,,1.0,10.0,,3.0,,51.0,10.0,51.0,3,1.0,73.0,3.0,,1.0,
2017-18,7437794,7,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,True,,,,5.0,,5.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,8.0,,,,,,,,1.0,,6.8,,,,,1.0,,,,1.0,5.0,,5.0,0,,7.0,1.0,,1.0,
2017-18,7437794,7,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,1.0,19.0,5.0,24.0,3.0,1.0,3.0,1.0,,1.0,1.0,,,,8.0,9.0,,,,,,,,,4.0,,90.0,1.0,1.0,,,,,,21.0,,7.7,,,1.0,,7.0,1.0,,1.0,,30.0,6.0,35.0,3,1.0,60.0,4.0,4.0,3.0,
2017-18,7437794,7,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,3.0,,3.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,3.0,,6.6,,,,,,3.0,,,,6.0,,3.0,1,,8.0,,1.0,,
2017-18,7437794,7,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,5.0,16.0,28.0,44.0,2.0,5.0,12.0,,,,,,,,2.0,6.0,,,,,,,,,,,90.0,,1.0,,,,,,8.0,,7.6,,,,10.0,,,,7.0,,19.0,33.0,52.0,0,1.0,64.0,,,,
2017-18,7437794,7,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,True,,,,8.0,2.0,10.0,,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,21.0,,,,,,,,6.0,,7.0,,,,,1.0,,,,,11.0,2.0,13.0,0,1.0,18.0,,,1.0,
2017-18,7437794,7,91,Bournemouth,Home,377108,178304,Lys Mousset,lys-mousset,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437794,7,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,False,,,3.0,37.0,20.0,57.0,3.0,1.0,12.0,,,2.0,2.0,,,2.0,8.0,8.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,7.3,,,,2.0,6.0,1.0,,4.0,,44.0,23.0,66.0,2,1.0,85.0,1.0,,6.0,
2017-18,7437770,8,91,Bournemouth,Away,946,7958,Jermain Defoe,jermain-defoe,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,,,,,,,,,6.7,,,,,,,,,1.0,1.0,,1.0,1,,2.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437770,8,91,Bournemouth,Away,11764,20037,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437770,8,91,Bournemouth,Away,13918,40349,Asmir Begović,asmir-begovic,G,False,,,5.0,4.0,1.0,5.0,,,9.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,90.0,,,,,,,,21.0,1.0,7.3,3.0,5.0,,2.0,,,,26.0,,24.0,2.0,26.0,0,,38.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,5.0,5.0,16.0,21.0,,,1.0,,,,1.0,,,1.0,5.0,1.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,8.0,,6.3,,,,2.0,1.0,,,10.0,,8.0,18.0,26.0,0,,34.0,1.0,1.0,,
2017-18,7437770,8,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,2.0,8.0,9.0,17.0,4.0,2.0,,,,,,,,,5.0,4.0,,,1.0,,,,,2.0,,,90.0,,2.0,,,,,,10.0,,6.8,,,,7.0,,,,5.0,,15.0,11.0,26.0,0,1.0,42.0,1.0,1.0,,
2017-18,7437770,8,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,False,,,,3.0,14.0,17.0,5.0,3.0,7.0,,,,2.0,,,4.0,11.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,13.0,,6.2,,,,,,,,1.0,,10.0,15.0,25.0,0,2.0,35.0,1.0,,,
2017-18,7437770,8,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,3.0,10.0,12.0,22.0,1.0,2.0,5.0,,,,1.0,,,1.0,4.0,3.0,,,,,,,,,,,90.0,,,,,,,,12.0,,6.5,,,,2.0,1.0,1.0,,5.0,,13.0,14.0,26.0,0,1.0,45.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437770,8,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,False,,,,,8.0,8.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,3.0,,,90.0,,4.0,,,,,,6.0,,7.3,,,,5.0,,,,2.0,,3.0,10.0,13.0,0,,28.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,1.0,9.0,6.0,14.0,1.0,,1.0,,,,1.0,,,1.0,5.0,4.0,,,1.0,,,,,,1.0,,75.0,,,,,,,,8.0,,6.5,,,,1.0,1.0,1.0,,4.0,,13.0,6.0,18.0,0,3.0,35.0,2.0,1.0,,
2017-18,7437770,8,91,Bournemouth,Away,44823,56872,Junior Stanislas,junior-stanislas,M,False,1.0,,,5.0,8.0,12.0,2.0,,2.0,,,1.0,,,,1.0,5.0,,,,,,,,,,,,75.0,,1.0,,,,,,11.0,,6.3,,,,,2.0,4.0,,,,12.0,9.0,17.0,1,,30.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437770,8,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,1.0,,1.0,5.0,5.0,9.0,4.0,6.0,3.0,,,,2.0,,,4.0,10.0,11.0,,,,,,,,,,,90.0,,,,,,,,19.0,,6.9,,,2.0,1.0,1.0,1.0,,1.0,,14.0,6.0,19.0,2,2.0,41.0,5.0,2.0,1.0,
2017-18,7437770,8,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,11.0,8.0,19.0,1.0,2.0,5.0,,,,,,,,1.0,4.0,,,,,,,,2.0,,,90.0,,,,,,,,7.0,,6.9,,,,9.0,,,,3.0,,13.0,13.0,26.0,0,1.0,40.0,,1.0,,
2017-18,7437770,8,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,True,,,1.0,5.0,,5.0,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,15.0,,,,,,,,4.0,,6.8,,,,,,2.0,,1.0,,8.0,1.0,7.0,0,,11.0,,2.0,,
2017-18,7437770,8,91,Bournemouth,Away,377108,178304,Lys Mousset,lys-mousset,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2017-18,7437770,8,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,1.0,,,9.0,10.0,18.0,1.0,,7.0,,,,1.0,,,2.0,4.0,2.0,,,,,,,,,2.0,,83.0,,,,,,,,9.0,,6.7,,,1.0,2.0,1.0,2.0,,1.0,,12.0,13.0,23.0,1,1.0,36.0,1.0,,1.0,
2017-18,7437826,9,91,Bournemouth,Away,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,91,Bournemouth,Away,11764,20037,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,6.4,,,,,,,,,,1.0,,1.0,0,,4.0,1.0,,,
2017-18,7437826,9,91,Bournemouth,Away,13918,40349,Asmir Begović,asmir-begovic,G,False,,,11.0,10.0,4.0,14.0,,2.0,8.0,,,,,,,,,2.0,,,,,,1.0,,,,,90.0,,,,,,,,14.0,1.0,6.7,2.0,2.0,,2.0,,,,25.0,,23.0,5.0,28.0,0,,36.0,,,,
2017-18,7437826,9,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,2.0,20.0,28.0,48.0,2.0,1.0,6.0,,,,1.0,,,1.0,4.0,3.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,17.0,,7.0,,,,2.0,,,,7.0,,31.0,31.0,62.0,1,1.0,75.0,2.0,1.0,,
2017-18,7437826,9,91,Bournemouth,Away,15152,15149,Simon Francis,simon-francis,D,False,,,5.0,10.0,35.0,45.0,2.0,2.0,4.0,,,,,,,1.0,5.0,2.0,,,2.0,,,,,1.0,,,90.0,,1.0,,,,,,15.0,,6.8,,,,15.0,,,,15.0,,21.0,38.0,59.0,0,,77.0,,,,
2017-18,7437826,9,91,Bournemouth,Away,19343,40387,Dan Gosling,dan-gosling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,91,Bournemouth,Away,21501,41320,Charlie Daniels,charlie-daniels,D,False,,,,8.0,18.0,26.0,1.0,2.0,5.0,,,,1.0,,,,3.0,6.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,17.0,,7.0,,,,6.0,1.0,2.0,,3.0,,13.0,22.0,33.0,0,4.0,63.0,1.0,1.0,,
2017-18,7437826,9,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,True,,,1.0,,5.0,5.0,,,4.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,13.0,,,,,,,,3.0,,6.3,,,,,1.0,,,2.0,,2.0,5.0,7.0,0,,9.0,,1.0,,
2017-18,7437826,9,91,Bournemouth,Away,42707,56917,Steve Cook,steve-cook,D,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,28.0,,1.0,,,,,,4.0,,6.5,,,,2.0,,,,2.0,,3.0,2.0,5.0,0,,10.0,,,,
2017-18,7437826,9,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,9.0,21.0,30.0,2.0,1.0,5.0,,,,1.0,,,1.0,4.0,10.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,20.0,,7.2,,,1.0,2.0,1.0,1.0,,4.0,,16.0,27.0,42.0,1,5.0,72.0,,3.0,1.0,
2017-18,7437826,9,91,Bournemouth,Away,44823,56872,Junior Stanislas,junior-stanislas,M,False,2.0,,,12.0,5.0,15.0,5.0,,7.0,,,,,,,2.0,8.0,4.0,,,1.0,1.0,1.0,,,,3.0,,90.0,1.0,,,,,,,13.0,,8.2,,,,2.0,2.0,5.0,,1.0,,21.0,6.0,22.0,1,1.0,42.0,1.0,1.0,2.0,
2017-18,7437826,9,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,,4.0,5.0,9.0,4.0,5.0,1.0,,,1.0,2.0,,,,7.0,11.0,,,2.0,,,,,,,,90.0,,,,,,,1.0,13.0,,7.0,,,,1.0,,,,,1.0,9.0,6.0,15.0,1,2.0,32.0,7.0,4.0,,
2017-18,7437826,9,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437826,9,91,Bournemouth,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,,3.0,35.0,38.0,3.0,6.0,4.0,,,,,,,,4.0,9.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,8.0,,7.2,,,,9.0,1.0,,,3.0,,9.0,37.0,46.0,0,2.0,63.0,,,1.0,
2017-18,7437826,9,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,False,,,1.0,6.0,8.0,14.0,2.0,,6.0,,,,,,,1.0,4.0,5.0,,,,,,,,,,,87.0,1.0,,,,,,,11.0,,6.7,,,1.0,1.0,2.0,1.0,,1.0,,11.0,10.0,20.0,2,,34.0,2.0,4.0,1.0,
2017-18,7437826,9,91,Bournemouth,Away,377108,178304,Lys Mousset,lys-mousset,F,False,,,,5.0,1.0,6.0,1.0,,2.0,,,,2.0,,,,5.0,1.0,,,1.0,,,,,,,,62.0,,,,,,,,8.0,,6.4,,,1.0,,1.0,,,1.0,,9.0,1.0,10.0,1,1.0,19.0,2.0,,,
2017-18,7437826,9,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,,,,13.0,18.0,31.0,,1.0,7.0,,,,2.0,,,1.0,6.0,5.0,,,3.0,,,,,1.0,,,77.0,,,,,,,,12.0,,6.5,,,,,1.0,,,2.0,,21.0,20.0,41.0,0,1.0,50.0,1.0,2.0,1.0,
2017-18,7437792,10,91,Bournemouth,Home,946,7958,Jermain Defoe,jermain-defoe,F,False,,,,2.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,5.0,1.0,,,,,,,,1.0,,,45.0,,,,,,,,2.0,,6.4,,,,,1.0,,,,,2.0,1.0,3.0,0,1.0,8.0,,,,
2017-18,7437792,10,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437792,10,91,Bournemouth,Home,11764,20037,Marc Pugh,marc-pugh,M,True,,,,10.0,8.0,18.0,2.0,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,27.0,,,,,,,,6.0,,6.4,,,1.0,,2.0,,,,,13.0,8.0,21.0,1,,28.0,1.0,,1.0,
2017-18,7437792,10,91,Bournemouth,Home,13918,40349,Asmir Begović,asmir-begovic,G,False,,1.0,8.0,6.0,7.0,13.0,,,10.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,90.0,,,,,,,,14.0,,6.7,3.0,4.0,,,,,1.0,20.0,,15.0,12.0,27.0,0,,42.0,,,,
2017-18,7437792,10,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,,,2.0,30.0,22.0,52.0,1.0,,6.0,,,,1.0,,,,3.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,,1.0,,,,,,5.0,,7.1,,,,2.0,1.0,,,3.0,,31.0,26.0,57.0,0,1.0,66.0,,1.0,1.0,
2017-18,7437792,10,91,Bournemouth,Home,15152,15149,Simon Francis,simon-francis,D,False,2.0,,6.0,26.0,28.0,52.0,2.0,1.0,9.0,,,,,,,1.0,3.0,2.0,1.0,,,,,,,4.0,,,90.0,,1.0,,,,,,16.0,,7.1,,,,3.0,,4.0,,12.0,,38.0,29.0,63.0,0,1.0,82.0,1.0,,,
