season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025283,10,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,False,,,1.0,12.0,2.0,14.0,,,,4.0,,,,,,,,,4.0,,,0.0552137,0.0118,0.0107,,0.0,,,,,,1.0,,,,,,,62.0,1.0,,,,,,,5.0,,,6.6,,,,,1.0,,1.0,,1.0,,14.0,2.0,16.0,,,1,2.0,26.0,1.0,2.0,,
2025-26,14025283,10,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,1.0,2.0,,24.0,24.0,,,,7.0,,,,2.0,,,,2.0,,,,5.967e-05,,,,0.0,,-1.6073,1.0,,,,,,,,,,90.0,,,,,,,,2.0,,2.0,5.4,3.0,4.0,,,3.0,,,1.0,4.0,,1.0,25.0,26.0,,,0,,41.0,,,,
2025-26,14025283,10,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,,24.0,10.0,34.0,1.0,,,3.0,,,1.0,,,,1.0,4.0,,,,0.029517,0.0191,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,9.0,,,5.9,,,,,3.0,1.0,2.0,,,,26.0,11.0,37.0,,,1,,50.0,2.0,,,
2025-26,14025283,10,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,1.0,,2.0,17.0,8.0,25.0,,2.0,,5.0,,,,1.0,,,1.0,8.0,5.0,,,0.0233515,0.0338,0.3747,3.0,0.0,,,,,,,,,,,,,90.0,2.0,,,,,,,19.0,,,6.4,,,,,,4.0,3.0,,2.0,,20.0,8.0,28.0,,,2,2.0,55.0,7.0,,1.0,
2025-26,14025283,10,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,False,,,7.0,16.0,46.0,62.0,1.0,2.0,,2.0,,,,2.0,,,,3.0,5.0,,,0.00578983,,,,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,4.0,,,6.7,,,,,3.0,,,,9.0,1.0,18.0,48.0,66.0,,,0,3.0,76.0,,,,2.0
2025-26,14025283,10,91,Bournemouth,Away,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025283,10,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025283,10,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,True,,,,,1.0,1.0,2.0,,,,,,,,,,,3.0,,,,1.749e-05,,,1.0,0.0,,,,,,,,,,,,,28.0,,,,,,,,,,,6.3,,,,,,,,,,1.0,,1.0,1.0,,,0,,1.0,,,,
2025-26,14025283,10,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,1.0,26.0,31.0,57.0,,3.0,,6.0,,,,2.0,,,,4.0,9.0,,,0.011364,0.0473,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,16.0,,,6.7,,,1.0,,4.0,2.0,6.0,,3.0,,31.0,34.0,65.0,,,1,4.0,93.0,,1.0,1.0,3.0
2025-26,14025283,10,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,1.0,12.0,19.0,31.0,,,,1.0,,,,,,,,,3.0,,,0.0583616,,,,0.0,,,,,,1.0,,,,,,,73.0,,,,,,,,10.0,,,6.6,,,,,2.0,1.0,3.0,,2.0,,15.0,21.0,36.0,,,0,,47.0,2.0,2.0,1.0,
2025-26,14025283,10,91,Bournemouth,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,6.0,,6.0,1.0,,,,,,,,,,,2.0,1.0,,,0.00725798,,,1.0,0.0,,,,,,,,,,,,,10.0,,,,,,,,5.0,,,6.3,,,,,,,1.0,,,,9.0,1.0,10.0,,,0,1.0,13.0,,,,
2025-26,14025283,10,91,Bournemouth,Away,1184308,551483,Álex Jiménez,alex-jimenez,D,False,,,2.0,11.0,14.0,25.0,,,,4.0,,,,4.0,1.0,,1.0,5.0,5.0,,,0.00611585,,,,0.0,,,,,,,,,,,,,62.0,,1.0,,,,,,10.0,,,6.7,,,,,1.0,,,,4.0,,13.0,18.0,31.0,,,0,3.0,43.0,2.0,2.0,,3.0
2025-26,14025283,10,91,Bournemouth,Away,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025283,10,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,,4.0,1.0,5.0,1.0,,,1.0,,,,,,,1.0,3.0,2.0,,,0.058305,0.2527,0.2421,1.0,0.0,,,,,1.0,1.0,,,,,,,62.0,1.0,,,,,,,2.0,,,6.4,,,1.0,,,,,,,1.0,5.0,1.0,6.0,,,2,1.0,13.0,,1.0,,
2025-26,14025014,11,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,1.0,,,6.7,,,,,,,,,,,,,,,,0,,1.0,,,,
2025-26,14025014,11,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,True,,,2.0,10.0,2.0,12.0,,,,4.0,,,,,,,,3.0,4.0,,,0.00685157,,,1.0,0.0,,,,,,,,,,,,,27.0,,,,,,,,6.0,,,6.6,,,,,,6.0,,,3.0,,13.0,3.0,16.0,,,0,,24.0,,,4.0,
2025-26,14025014,11,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,True,,,1.0,10.0,6.0,16.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,0.00340435,0.0217,,2.0,0.0,,,,,3.0,,,,,,,,45.0,,,,,,,,9.0,,,6.2,,,1.0,,1.0,,2.0,,2.0,,14.0,6.0,20.0,,,1,,34.0,1.0,,,
2025-26,14025014,11,91,Bournemouth,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,,18.0,15.0,33.0,,,,1.0,,,,2.0,,,,7.0,2.0,,,0.0130192,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,,,,5.0,,,6.2,,,,,1.0,2.0,,,,,18.0,16.0,34.0,,,0,2.0,44.0,2.0,,,
2025-26,14025014,11,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,,,5.0,12.0,22.0,34.0,2.0,3.0,,3.0,,,,,,,,3.0,4.0,,,0.208558,,,1.0,0.0,,,,,,,,,,,,,90.0,,,,,,,,10.0,,,6.3,,,,,13.0,,,,11.0,,18.0,26.0,44.0,,,0,1.0,59.0,,,,1.0
2025-26,14025014,11,91,Bournemouth,Away,851596,222683,Justin Kluivert,justin-kluivert,M,False,,,,9.0,7.0,16.0,1.0,1.0,,3.0,,,,,,,2.0,3.0,2.0,,,0.00736387,0.0308,,,0.0,,,,,,1.0,,,,,,,63.0,,1.0,,,,,,7.0,,,6.4,,,1.0,,,,2.0,,1.0,1.0,11.0,7.0,18.0,,,1,1.0,27.0,1.0,,,
2025-26,14025014,11,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,True,,,,3.0,,3.0,,,,,,,1.0,2.0,,,,2.0,,,,0.00099538,0.0898,,,0.0,,,,,,,,,,,,,13.0,,,,,,,,1.0,,,6.2,,,,,,,,,,,4.0,,4.0,,,1,,6.0,,,,
2025-26,14025014,11,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,2.0,2.0,7.0,9.0,,,,7.0,,,,,,,,,,,,0.00032649,,,,0.0,,-1.7249,,,,,,,,,,,90.0,,,,,,,,3.0,,1.0,7.0,2.0,4.0,,,2.0,,,1.0,5.0,,5.0,7.0,12.0,,,0,,23.0,,,,
2025-26,14025014,11,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,2.0,,1.0,24.0,4.0,28.0,,1.0,,3.0,1.0,,2.0,,,,,6.0,7.0,,,0.188247,0.2851,,4.0,0.0,,,,,2.0,3.0,,,,,,,90.0,,,,,,,,11.0,,,6.8,,,1.0,,2.0,7.0,5.0,,1.0,,26.0,6.0,32.0,,,3,1.0,59.0,1.0,1.0,4.0,
2025-26,14025014,11,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,2.0,7.0,5.0,12.0,2.0,2.0,,4.0,,1.0,,1.0,,,,8.0,6.0,,1.0,0.00123407,0.7884,0.7809,,0.0,,,,,1.0,,,,,,,,90.0,1.0,,,,,1.0,,12.0,,,5.4,,,,,,5.0,1.0,,2.0,1.0,9.0,6.0,15.0,,,1,2.0,35.0,1.0,2.0,,1.0
2025-26,14025014,11,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,91,Bournemouth,Away,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,7.0,3.0,10.0,,,,1.0,,,,,,,,1.0,,,,0.00549262,,,1.0,0.0,,,,,,,,,,,,,27.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,8.0,3.0,11.0,,,0,,14.0,1.0,,,
2025-26,14025014,11,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,6.0,3.0,9.0,2.0,,,,,1.0,,,,,,4.0,1.0,,,0.0564408,0.2552,,2.0,0.0,,,,1.0,,1.0,,,,,,,77.0,,,,,,,,9.0,,,6.3,,,2.0,,2.0,,1.0,,,,12.0,3.0,15.0,,,2,,23.0,2.0,1.0,,
2025-26,14025014,11,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,,5.0,7.0,12.0,,1.0,,4.0,,,1.0,,,,1.0,4.0,5.0,,,0.00626697,0.0544,,3.0,0.0,,,,,,2.0,,,,,,,63.0,,,,,,,,14.0,,,6.2,,,,,4.0,1.0,2.0,,2.0,,10.0,11.0,21.0,,,1,2.0,42.0,1.0,1.0,1.0,2.0
2025-26,14025014,11,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,1.0,8.0,9.0,17.0,,,,4.0,,,,,,,2.0,2.0,6.0,,,0.00307668,0.056,0.1237,,0.0,,,,,1.0,,,,,,,,63.0,1.0,,,,,,,13.0,,,7.3,,,,,3.0,2.0,7.0,,2.0,,10.0,10.0,20.0,,,1,2.0,44.0,1.0,2.0,2.0,2.0
2025-26,14025014,11,91,Bournemouth,Away,1154861,496208,Ben Gannon-Doak,ben-doak,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025014,11,91,Bournemouth,Away,1184308,551483,Álex Jiménez,alex-jimenez,D,True,,,,3.0,4.0,7.0,,1.0,,1.0,,,,1.0,,,,4.0,3.0,,,0.00357223,0.0285,0.1546,1.0,0.0,,,,,1.0,,,,,,,,35.0,1.0,,,,,,,7.0,,,5.9,,,,,2.0,3.0,,,,,4.0,5.0,9.0,,,1,1.0,26.0,2.0,,1.0,
2025-26,14025014,11,91,Bournemouth,Away,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,False,,,3.0,7.0,23.0,30.0,1.0,1.0,,6.0,,,,1.0,,,1.0,3.0,5.0,,,0.00177686,,,,0.0,,,,,2.0,,,,,,,,90.0,,3.0,,,,,,11.0,,,6.7,,,,,5.0,,,,9.0,,12.0,25.0,37.0,,,0,4.0,57.0,3.0,,,3.0
2025-26,14025014,11,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,5.0,5.0,,,,1.0,,,,,,,,2.0,1.0,,,6.679e-05,,,2.0,0.0,,,,,,,,,,,,,27.0,,,,,,,,5.0,,,6.4,,,,,,1.0,1.0,,,,2.0,6.0,8.0,,,0,,13.0,1.0,,1.0,
2025-26,14025063,12,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.00332353,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,2.0,,,6.6,,,,,,,,,,,1.0,,1.0,,,0,,4.0,2.0,,,
2025-26,14025063,12,91,Bournemouth,Home,322391,158499,Ryan Christie,ryan-christie,M,True,2.0,,1.0,28.0,2.0,30.0,,,,,,,2.0,,,,,2.0,2.0,,,0.0813664,0.2925,0.1581,2.0,0.0,,,,,,1.0,,,,,,,45.0,1.0,,,,,,,9.0,,,7.0,,,1.0,,,2.0,4.0,,2.0,,33.0,3.0,36.0,,,4,,48.0,1.0,,2.0,
2025-26,14025063,12,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,1.0,2.0,,,,0.00521684,0.493,1.4523,,0.0,1.0,,,,,,,,,,,,10.0,2.0,,,,,,,2.0,,,7.9,,,,,,,1.0,,,,1.0,1.0,2.0,,,2,,6.0,,,,
2025-26,14025063,12,91,Bournemouth,Home,548188,155408,Lewis Cook,lewis-cook,M,False,2.0,,2.0,60.0,24.0,84.0,2.0,,,8.0,,,,,,,,2.0,5.0,,,0.083249,0.0205,,,0.0,,,,,3.0,5.0,,,,,,,90.0,,,,,,,,17.0,,,7.6,,,1.0,,,1.0,6.0,,7.0,,69.0,27.0,96.0,,,1,4.0,118.0,,,1.0,3.0
2025-26,14025063,12,91,Bournemouth,Home,800419,200785,Tyler Adams,tyler-adams,M,False,,,3.0,50.0,17.0,67.0,2.0,,,4.0,,,,1.0,,,,5.0,2.0,,,0.0472245,,,2.0,0.0,,,,,2.0,,,,,,,,80.0,,,,,,,,6.0,,,6.6,,,,,2.0,1.0,,,4.0,,55.0,17.0,72.0,,,0,1.0,82.0,1.0,,1.0,
2025-26,14025063,12,91,Bournemouth,Home,830659,221466,Marcos Senesi,marcos-senesi,D,False,2.0,,6.0,46.0,28.0,74.0,3.0,2.0,,5.0,2.0,,1.0,1.0,,,,5.0,5.0,,,0.407555,0.0179,,1.0,1.0,,,,,,3.0,,,,,,,90.0,,,,,,,,21.0,,,8.1,,,,,3.0,,4.0,,13.0,,59.0,31.0,90.0,,,1,2.0,106.0,1.0,1.0,,1.0
2025-26,14025063,12,91,Bournemouth,Home,855731,111317,David Brooks,david-brooks,M,False,1.0,,,17.0,4.0,21.0,2.0,1.0,,3.0,,,,1.0,,,,5.0,5.0,,,0.206833,0.3179,,1.0,0.0,,,,,,2.0,,,,,,,61.0,,,,,,,,12.0,,,6.2,,,3.0,,1.0,2.0,2.0,,,,22.0,5.0,27.0,,,3,3.0,46.0,4.0,,1.0,1.0
2025-26,14025063,12,91,Bournemouth,Home,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,1.0,,13.0,13.0,,,,5.0,,,,,,,,,,,,7.042e-05,,,,0.0,,-1.2777,,,,,,,,,,,90.0,,,,,,,,,,,6.1,,,,,,,,,1.0,,,13.0,13.0,,,0,,18.0,,,,
2025-26,14025063,12,91,Bournemouth,Home,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,2.0,,,39.0,4.0,43.0,,,,4.0,,,1.0,2.0,,,2.0,7.0,6.0,,,0.119964,1.1538,0.966,,0.0,1.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,22.0,,,7.4,,,1.0,,1.0,4.0,9.0,,1.0,,44.0,5.0,49.0,,,3,2.0,83.0,4.0,3.0,1.0,1.0
2025-26,14025063,12,91,Bournemouth,Home,962408,242882,Bafodé Diakité,bafode-diakite,D,False,,,,28.0,18.0,46.0,,,,3.0,,,,,,,,,,,,0.0301167,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,3.0,,,6.4,,,,,1.0,,,,1.0,,28.0,21.0,49.0,,,0,,50.0,,,,
2025-26,14025063,12,91,Bournemouth,Home,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025063,12,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,9.0,4.0,13.0,1.0,1.0,,1.0,,1.0,2.0,,,,,2.0,1.0,,,0.105041,0.4758,0.5517,1.0,0.0,,,,,1.0,,,,,,,,29.0,1.0,,,,,,,4.0,,,7.1,,,,,,,1.0,,1.0,,11.0,5.0,16.0,,,3,,23.0,,,,
2025-26,14025063,12,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,8.0,,8.0,1.0,4.0,,2.0,,,,,,,,2.0,6.0,,,0.0267126,0.4743,0.2454,,0.0,,,,,,,,,,,,,90.0,2.0,,,,,,,10.0,,,6.5,,,4.0,,,1.0,,,,2.0,12.0,1.0,13.0,,,6,1.0,29.0,4.0,1.0,,1.0
2025-26,14025063,12,91,Bournemouth,Home,999028,494521,Adrien Truffert,truffert-adrien,D,False,5.0,,,33.0,18.0,51.0,,,,8.0,,,,,,,1.0,2.0,4.0,,,0.344135,,,,0.0,,,,,1.0,4.0,,,,,,,90.0,,1.0,,,,,,23.0,,,6.9,,,,,1.0,3.0,18.0,,2.0,,35.0,23.0,58.0,,,0,1.0,98.0,1.0,1.0,2.0,
2025-26,14025063,12,91,Bournemouth,Home,1104986,503139,Alex Scott,alex-scott,M,False,,,,20.0,13.0,33.0,,,,4.0,,,,2.0,,,1.0,5.0,2.0,,,0.0179255,0.02,0.0638,1.0,0.0,,,,,,,,,,,,,45.0,1.0,,,,,,,18.0,,,6.1,,,,,1.0,1.0,4.0,,3.0,,27.0,15.0,42.0,,,1,2.0,55.0,3.0,,,1.0
2025-26,14025063,12,91,Bournemouth,Home,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025063,12,91,Bournemouth,Home,1184308,551483,Álex Jiménez,alex-jimenez,D,True,1.0,,,17.0,6.0,23.0,,,,4.0,,,,,,,,,,,,0.0542289,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,8.0,,,6.7,,,,,,,4.0,,,,20.0,6.0,26.0,,,0,,34.0,2.0,,,
2025-26,14025063,12,91,Bournemouth,Home,1201520,575901,Julio Soler,julio-soler,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025063,12,91,Bournemouth,Home,1406130,620487,Veljko Milosavljević,milosavljevic-veljko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025063,12,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,,11.0,7.0,18.0,,1.0,,7.0,,1.0,1.0,1.0,,,1.0,3.0,7.0,,,0.0314325,0.8319,1.0513,1.0,0.0,,,,,,2.0,,,,,,,86.0,2.0,,,,,,,15.0,,,7.0,,,1.0,,1.0,1.0,1.0,,,,18.0,8.0,26.0,,,4,3.0,48.0,4.0,2.0,1.0,2.0
2025-26,14025114,13,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,,,,17.0,6.0,23.0,1.0,2.0,4.0,,,,,2.0,,,,3.0,3.0,,,0.0125766,,,,0.0,,,,,,,,,,,,,80.0,,,,,,,,11.0,,,5.7,,,,20.464902849042,2.0,,2.0,,4.0,,23.0,8.0,31.0,-5.355,,0,1.0,41.0,1.0,,,1.0
2025-26,14025114,13,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,2.0,,2.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,0.0389265,0.0536,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,3.0,,,6.5,,,1.0,9.8032069515133,,,,,,,5.0,,5.0,-1.47,,1,,7.0,,1.0,,
2025-26,14025114,13,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,True,,,,17.0,6.0,23.0,3.0,,5.0,3.0,,,,,,,,3.0,,,,0.0198798,,,,0.0,,,,,3.0,,,,,,,,51.0,,,,,,,,7.0,,,6.2,,,,28.046024712534,2.0,,2.0,,,,19.0,7.0,26.0,-20.37,,0,,37.0,2.0,,,
2025-26,14025114,13,91,Bournemouth,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,2.0,15.0,18.0,33.0,1.0,2.0,16.0,3.0,,,,1.0,,,,2.0,4.0,,,0.0106837,0.0305,0.0209,,0.0,1.0,,,,,,,,,,,,71.0,1.0,,,,,,,5.0,,,7.7,,,,119.23090234927,1.0,,,,3.0,,17.0,20.0,37.0,-60.48,,1,2.0,43.0,1.0,,,1.0
2025-26,14025114,13,91,Bournemouth,Away,830659,221466,Marcos Senesi,marcos-senesi,D,False,1.0,,8.0,30.0,28.0,58.0,,1.0,37.0,6.0,,,,1.0,,,,1.0,5.0,,,0.352889,,,,0.0,,,,,3.0,3.0,,,,,,,90.0,,1.0,,,,,,17.0,,,7.3,,,,327.41628789717,7.0,,2.0,,19.0,1.0,43.0,31.0,74.0,-232.575,,0,3.0,94.0,,1.0,,3.0
2025-26,14025114,13,91,Bournemouth,Away,851596,222683,Justin Kluivert,justin-kluivert,M,True,,,,8.0,1.0,9.0,,,6.0,,,,,,,,,2.0,1.0,,,0.0154576,,,,0.0,,,,,,,,,,,,,19.0,,,,,,,,5.0,,,6.4,,,,42.065799638791,,3.0,2.0,,,,8.0,1.0,9.0,-15.12,,0,,15.0,1.0,,1.0,
2025-26,14025114,13,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,True,1.0,,1.0,16.0,3.0,19.0,,,15.0,,,,,1.0,,,,3.0,2.0,,,0.126592,0.0343,0.1986,1.0,0.0,,,,,,,,,,,,,19.0,1.0,,,,,,,6.0,,,6.9,,,,109.11043585432,,1.0,2.0,,1.0,,19.0,3.0,22.0,-33.705,,1,1.0,31.0,1.0,1.0,,1.0
2025-26,14025114,13,91,Bournemouth,Away,882604,457569,Đorđe Petrović,dorde-petrovic,G,False,,,2.0,3.0,12.0,15.0,,1.0,8.0,8.0,,,,,,,,,2.0,,,0.00056886,,,,0.0,,-1.1846,,,,,,,,,,,90.0,,,,,1.0,,,15.0,,1.0,6.2,2.0,3.0,,38.744741634271,1.0,,,,17.0,,17.0,13.0,30.0,-14.7,,0,,40.0,,1.0,,
2025-26,14025114,13,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,1.0,,1.0,32.0,9.0,41.0,3.0,,20.0,3.0,,,2.0,1.0,,,2.0,6.0,2.0,,,0.133676,0.2013,,,0.0,,,,1.0,,4.0,,,,,,,90.0,,,,,,,,15.0,,,6.1,,,1.0,143.06538821826,1.0,,5.0,,2.0,,34.0,12.0,46.0,-43.155,,3,1.0,66.0,4.0,1.0,,
2025-26,14025114,13,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,2.0,,1.0,13.0,8.0,21.0,3.0,2.0,22.0,4.0,1.0,,1.0,,,,2.0,9.0,4.0,,1.0,0.498465,0.104,,3.0,0.0,,,,,,4.0,,,,,,,90.0,,,,,,,,19.0,,,7.0,,,2.0,249.4696505264,,2.0,4.0,,1.0,,18.0,9.0,27.0,-150.255,,3,1.0,59.0,5.0,1.0,,1.0
2025-26,14025114,13,91,Bournemouth,Away,962408,242882,Bafodé Diakité,bafode-diakite,D,False,,,6.0,22.0,26.0,48.0,4.0,1.0,13.0,2.0,,,,,,,,6.0,6.0,,,0.0140879,0.0185,,2.0,0.0,,,,,1.0,,1.0,,,,,,90.0,,1.0,,,,,,3.0,,,6.5,,,1.0,100.68127564808,2.0,,,,8.0,,25.0,26.0,51.0,-47.04,,1,3.0,64.0,,2.0,,2.0
2025-26,14025114,13,91,Bournemouth,Away,991001,444172,Will Dennis,will-dennis,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025114,13,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,False,,,,13.0,7.0,20.0,,1.0,4.0,4.0,,,,1.0,,,,3.0,8.0,,,0.0145509,0.3587,0.8985,2.0,0.0,1.0,,,,,1.0,,,,,,,71.0,1.0,,,,,,,7.0,,,7.1,,,1.0,29.057636568575,,1.0,,,,,18.0,8.0,26.0,11.235,,2,4.0,39.0,1.0,2.0,1.0,1.0
2025-26,14025114,13,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,8.0,5.0,13.0,2.0,2.0,4.0,3.0,,1.0,1.0,,,,2.0,5.0,5.0,,1.0,0.0147795,0.9481,1.3603,1.0,0.0,,,,1.0,,,,,,,,,80.0,2.0,,,,,,,5.0,,,7.4,,,,30.755796099963,1.0,,,,1.0,1.0,9.0,6.0,15.0,-15.435,,3,,27.0,,3.0,,
2025-26,14025114,13,91,Bournemouth,Away,999028,494521,Adrien Truffert,truffert-adrien,D,False,,,2.0,18.0,16.0,34.0,1.0,2.0,9.0,10.0,,,,1.0,,,1.0,5.0,6.0,,,0.00858232,0.0442,0.476,1.0,0.0,,,,,1.0,1.0,,,,,,,90.0,1.0,,,,,,,9.0,,,6.2,,,,95.882342414259,3.0,2.0,1.0,,2.0,,21.0,18.0,39.0,-36.75,,1,3.0,66.0,1.0,,1.0,
2025-26,14025114,13,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,,8.0,5.0,13.0,2.0,1.0,4.0,2.0,,,,,,,1.0,5.0,1.0,,,0.00243294,0.0712,,2.0,0.0,,,,,1.0,,,,,,,,45.0,,,,1.0,,,,12.0,,,5.5,,,2.0,37.872620533101,1.0,,3.0,,1.0,,12.0,8.0,20.0,-24.15,,2,,29.0,1.0,,,
