season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243397,1,91,Bournemouth,Home,8994,18726,Artur Boruc,artur-boruc,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,21501,41320,Charlie Daniels,charlie-daniels,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,42707,56917,Steve Cook,steve-cook,D,False,,,6.0,12.0,47.0,59.0,,1.0,2.0,,,,,,,,,2.0,,,,,,,,2.0,,,90.0,,,,,,,9.0,,7.0,,,1.0,,5.0,,,,9.0,,18.0,49.0,67.0,1,,79.0,,1.0,,
2019-20,8243397,1,91,Bournemouth,Home,44566,54469,Adam Smith,adam-smith,D,False,,,1.0,26.0,18.0,44.0,,,4.0,,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,,,,90.0,,,,,,,12.0,,6.4,,,,,,2.0,2.0,,2.0,,30.0,20.0,48.0,0,,75.0,3.0,2.0,2.0,
2019-20,8243397,1,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,9.0,4.0,13.0,2.0,5.0,7.0,,,1.0,,,,,8.0,9.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,21.0,,6.5,,,,,,8.0,,,1.0,,19.0,5.0,24.0,1,,44.0,3.0,1.0,3.0,
2019-20,8243397,1,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,3.0,3.0,6.0,8.0,1.0,,,1.0,,,,,2.0,11.0,2.0,,,2.0,,,,,,,,89.0,1.0,,,,,,10.0,,6.5,,,,,,,1.0,,1.0,1.0,9.0,4.0,12.0,1,,21.0,1.0,1.0,,
2019-20,8243397,1,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,False,2.0,,,23.0,4.0,25.0,,,2.0,,,,,,,,3.0,5.0,,,1.0,,,,,,1.0,,90.0,,,,,,,11.0,,6.9,,,1.0,,,2.0,8.0,,,,31.0,4.0,27.0,1,1.0,44.0,1.0,4.0,,
2019-20,8243397,1,91,Bournemouth,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,16.0,46.0,62.0,2.0,2.0,2.0,1.0,,1.0,,,,,2.0,5.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,7.0,,7.1,,,1.0,,1.0,,,,6.0,,22.0,46.0,68.0,2,3.0,81.0,1.0,,,3.0
2019-20,8243397,1,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,350560,171129,Diego Rico,diego-rico,D,False,,,3.0,16.0,12.0,28.0,,,5.0,,,,1.0,,,,1.0,6.0,,,,,,,,3.0,1.0,,90.0,,,,,,,24.0,,7.2,,,1.0,,3.0,1.0,3.0,,9.0,,29.0,18.0,44.0,1,5.0,73.0,1.0,,1.0,3.0
2019-20,8243397,1,91,Bournemouth,Home,355528,153682,Harry Wilson,harry-wilson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,355796,152551,Jefferson Lerma,jefferson-lerma,M,False,,,4.0,18.0,19.0,37.0,2.0,2.0,15.0,,,1.0,1.0,,,,4.0,7.0,,,,,,,,,,,90.0,,,,,,,21.0,,6.8,,,1.0,,2.0,2.0,,,7.0,,31.0,25.0,56.0,2,2.0,72.0,1.0,3.0,1.0,2.0
2019-20,8243397,1,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,1.0,,
2019-20,8243397,1,91,Bournemouth,Home,548660,168991,Philip Billing,philip-billing,M,False,,,1.0,22.0,23.0,45.0,4.0,2.0,6.0,,,,3.0,,,2.0,11.0,8.0,,,2.0,,,,,4.0,2.0,,90.0,1.0,,,,,,12.0,,7.1,,,1.0,,,,,,2.0,,28.0,25.0,53.0,2,6.0,73.0,1.0,,,4.0
2019-20,8243397,1,91,Bournemouth,Home,830250,222434,Jack Simpson,jack-simpson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243397,1,91,Bournemouth,Home,839410,225321,Aaron Ramsdale,aaron-ramsdale,G,False,,,1.0,1.0,10.0,11.0,,,5.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,10.0,,6.6,,2.0,,,,,,,11.0,,10.0,11.0,21.0,0,,29.0,,1.0,,
2019-20,8243397,1,91,Bournemouth,Home,865740,223911,Chris Mepham,chris-mepham,D,False,,,3.0,16.0,38.0,54.0,2.0,1.0,8.0,,,,,,,,5.0,6.0,,,2.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,14.0,,7.5,,,1.0,,2.0,2.0,,,10.0,,20.0,45.0,65.0,2,1.0,79.0,1.0,3.0,1.0,1.0
