playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,throwInsToOppositionPlayer,cleanSheets,successfulLaunches,clearancesOffTheLine,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,hitWoodwork,setPiecesGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,foulWonPenalty,ownGoalScored,headedGoals,penaltiesConceded,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,gkUnsuccessfulDistribution,penaltiesTaken,penaltyGoals
225902,Boubakary Soumaré,Midfielder,Leicester,13,France,2021-22,59.0,1.0,0.2716,33.0,0.0,,2.0,0.0818,19.0,6.0,,78.0,19.0,7.0,14.0,12.0,94.0,3.0,536.0,,,0.0,,7.0,,38.0,2.0,1.0,,1100.0,,1.0,11.0,77.0,4.0,18.0,50.0,428.0,,7.0,2.0,20.5946,5.0,18.0,27.0,,48.0,140.0,17.0,0.0,136.0,12.0,0.0,154.0,62.0,19.0,2.0,,6.0,,10.0,231.0,23.0,3.0,23.0,,98.0,27.0,0.0,535.0,4.0,3.0,147.0,13.0,14.0,1.0,129.0,16.0,14.0,,14.0,113.0,708.0,1.0,6.0,,9.0,212.0,12.0,,0.3783,0.0,16.0,38.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106837,Dennis Praet,Midfielder,Leicester,13,Belgium,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197469,Hamza Choudhury,Midfielder,Leicester,13,Bangladesh,2021-22,11.0,,0.007,13.0,0.0,,,,9.0,1.0,,20.0,6.0,1.0,10.0,4.0,26.0,,149.0,,,0.0,,2.0,,12.0,,,,287.0,,,2.0,26.0,,4.0,16.0,116.0,,2.0,,8.2353,,10.0,4.0,,9.0,22.0,5.0,0.0,37.0,,0.0,47.0,15.0,6.0,,,6.0,,1.0,24.0,4.0,,3.0,,25.0,10.0,0.0,145.0,1.0,,40.0,3.0,2.0,,47.0,4.0,12.0,,7.0,33.0,217.0,5.0,3.0,,3.0,99.0,3.0,,0.0224,1.0,6.0,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Leicester,13,England,2021-22,163.0,7.0,3.1675,53.0,0.0,21.0,24.0,8.7764,31.0,45.0,7.0,153.0,32.0,8.0,18.0,24.0,166.0,38.0,704.0,6.0,10.0,5.0,4.0,8.0,,65.0,5.0,7.0,13.0,2105.0,13.0,2.0,41.0,106.0,3.0,47.0,82.0,527.0,,140.0,4.0,31.4605,19.0,5.0,30.0,17.0,122.0,268.0,20.0,1.0,269.0,23.0,1.0,179.0,93.0,32.0,5.0,5.0,15.0,1.0,44.0,386.0,27.0,38.0,87.0,17.0,204.0,24.0,0.0,702.0,21.0,30.0,362.0,16.0,31.0,1.0,55.0,19.0,5.0,,11.0,202.0,1148.0,5.0,11.0,4.0,5.0,159.0,8.0,,5.6382,2.0,13.0,33.0,10.0,,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
172780,James Maddison,Midfielder,Leicester,13,England,2021-22,114.0,8.0,3.9388,65.0,0.0,18.0,34.0,9.4994,40.0,54.0,14.0,151.0,35.0,21.0,33.0,28.0,184.0,31.0,955.0,12.0,4.0,6.0,12.0,7.0,79.0,17.0,12.0,21.0,10.0,2466.0,10.0,,12.0,140.0,2.0,43.0,135.0,718.0,8.0,78.0,7.0,44.3289,40.0,7.0,41.0,6.0,102.0,171.0,64.0,3.0,254.0,15.0,6.0,302.0,107.0,35.0,12.0,7.0,20.0,5.0,17.0,504.0,39.0,103.0,49.0,6.0,237.0,5.0,0.0,902.0,20.0,23.0,385.0,20.0,31.0,3.0,290.0,22.0,11.0,60.0,53.0,192.0,1468.0,4.0,14.0,12.0,5.0,288.0,21.0,,7.5552,3.0,33.0,38.0,8.0,1.0,2.0,2.0,,,,,,,,3.0,1.0,13.0,13.0,1.0,0.9976,1.0,,,,,,,,,,,,,
461587,Kasey McAteer,Midfielder,Leicester,13,Ireland,2021-22,,,,,0.0,,,,,,,,1.0,,,,,,1.0,,,0.0,,1.0,,,,,,2.0,,,,,,,,1.0,,,,0.3998,,,,,,1.0,,0.0,,,0.0,,1.0,1.0,,,,,,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,2.0,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215413,Kiernan Dewsbury-Hall,Midfielder,Leicester,13,England,2021-22,128.0,7.0,2.5701,58.0,0.0,9.0,3.0,0.3183,39.0,12.0,5.0,175.0,28.0,15.0,29.0,23.0,216.0,50.0,1148.0,1.0,,0.0,6.0,5.0,26.0,39.0,2.0,9.0,,2105.0,,1.0,23.0,114.0,3.0,60.0,98.0,900.0,1.0,42.0,3.0,34.0802,33.0,23.0,27.0,3.0,105.0,298.0,29.0,1.0,242.0,29.0,1.0,334.0,155.0,28.0,2.0,,15.0,1.0,19.0,578.0,24.0,77.0,65.0,3.0,203.0,16.0,0.0,1136.0,9.0,20.0,423.0,24.0,30.0,8.0,219.0,20.0,21.0,20.0,32.0,297.0,1625.0,9.0,4.0,6.0,16.0,363.0,11.0,1.0,1.232,4.0,41.0,66.0,2.0,1.0,6.0,3.0,,,,,,,,,,1.0,1.0,1.0,0.2335,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester,13,England,2021-22,89.0,7.0,0.9994,44.0,0.0,1.0,1.0,0.3405,31.0,3.0,2.0,105.0,17.0,2.0,22.0,11.0,140.0,31.0,427.0,1.0,2.0,1.0,1.0,6.0,37.0,17.0,,16.0,,1127.0,,1.0,13.0,63.0,4.0,39.0,59.0,274.0,8.0,12.0,4.0,28.0529,9.0,14.0,24.0,,76.0,18.0,13.0,1.0,152.0,12.0,0.0,170.0,65.0,17.0,,1.0,12.0,,25.0,174.0,20.0,62.0,33.0,,135.0,4.0,0.0,414.0,2.0,9.0,266.0,19.0,15.0,3.0,137.0,6.0,14.0,25.0,13.0,102.0,749.0,44.0,,1.0,10.0,129.0,6.0,,0.4938,3.0,35.0,38.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86881,Nampalys Mendy,Midfielder,Leicester,13,Senegal,2021-22,46.0,,0.1219,25.0,0.0,,1.0,0.3331,12.0,1.0,,42.0,14.0,2.0,15.0,12.0,52.0,,645.0,,,0.0,,2.0,,14.0,1.0,,,1033.0,,,9.0,39.0,3.0,9.0,34.0,575.0,,,2.0,15.1953,1.0,10.0,15.0,,37.0,225.0,18.0,0.0,85.0,3.0,0.0,111.0,72.0,14.0,1.0,,6.0,,,260.0,12.0,,9.0,,71.0,5.0,0.0,633.0,,1.0,75.0,6.0,4.0,4.0,200.0,17.0,11.0,,18.0,109.0,754.0,,5.0,,5.0,333.0,12.0,,0.0193,3.0,10.0,26.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203341,Wilfred Ndidi,Midfielder,Leicester,13,Nigeria,2021-22,116.0,,0.2259,69.0,0.0,5.0,4.0,0.1912,60.0,9.0,2.0,146.0,19.0,4.0,36.0,18.0,184.0,1.0,929.0,,1.0,0.0,2.0,1.0,,74.0,,,4.0,1619.0,4.0,1.0,32.0,135.0,4.0,47.0,93.0,716.0,,17.0,3.0,26.8082,2.0,52.0,26.0,3.0,84.0,252.0,22.0,0.0,251.0,28.0,0.0,295.0,165.0,19.0,,,28.0,,6.0,292.0,22.0,1.0,21.0,3.0,177.0,42.0,0.0,913.0,5.0,2.0,236.0,32.0,11.0,8.0,265.0,30.0,42.0,,29.0,117.0,1252.0,1.0,2.0,2.0,26.0,453.0,23.0,,0.7383,4.0,38.0,74.0,,1.0,4.0,5.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
