matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2210274,1.0,2021-08-14 15:00:00,20,Southampton,Away,114.0,8.0,,4.0,4.0,,2.0,146.0,5.0,,6.0,2.0,2.0,10.0,256.0,,1.0,17.0,25.0,19.0,1.0,2.0,1.0,,,,,,,,1.0,3.0,,,,,2.0,6.0,11.0,3.0,5.0,1.0,,45.0,50.0,1.0,,1.0,2.0,15.0,2.0,7.0,,,8.0,7.0,4.0,,10.0,2.0,68.0,61.0,2.0,22.0,12.0,,,19.0,57.0,15.0,11.0,1.0,,4.0,3.0,,154.0,1.0,,1.0,1.0,,,10.0,,,1.0,3.0,,,,1.0,12.0,,5.0,5.0,,6.0,94.0,68.0,27.0,6.0,,1.0,3.0,3.0,345.0,,,3.0,1.0,,61.0,48.0,32.0,,,,,180.0,180.0,4.0,18.0,18.0,51.9,,3.0,,2.0,15.0,0.0,,,,77.0,2.0,1.0,3.0,,,,1.0,1.0,3.0,9.0,68.0,240.0,5.0,4.0,139.0,32.0,22.0,23.0,8.0,22.0,14.0,,124.0,4.0,253.0,3.0,,16.0,2.0,49.0,,370.0,1.0,0.0,6.0,21.0,4.0,26.0,0.0,581.0,26.0,15.0,10.0,8.0,12.0,0.0
2210288,2.0,2021-08-22 14:00:00,20,Southampton,Home,87.0,4.0,2.0,3.0,1.0,,,117.0,4.0,,2.0,,1.0,6.0,201.0,,1.0,10.0,16.0,11.0,4.0,1.0,1.0,,,,2.0,2.0,,,,5.0,,,,,,6.0,11.0,4.0,3.0,5.0,,43.0,62.0,1.0,1.0,,1.0,15.0,1.0,11.0,1.0,,7.0,6.0,4.0,,9.0,2.0,57.0,53.0,1.0,22.0,8.0,,,33.0,52.0,12.0,10.0,,,3.0,1.0,2.0,110.0,,,,,,,11.0,,,,1.0,,,,,8.0,,20.0,20.0,2.0,2.0,71.0,60.0,27.0,7.0,,4.0,1.0,3.0,267.0,,,5.0,1.0,,45.0,50.0,18.0,,,,,151.0,151.0,14.0,21.0,23.0,36.4,,2.0,,2.0,15.0,0.0,,,,67.0,3.0,,2.0,,,,4.0,,3.0,16.0,44.0,189.0,8.0,5.0,107.0,19.0,22.0,19.0,6.0,17.0,11.0,,95.0,5.0,201.0,2.0,,21.0,1.0,47.0,,291.0,,0.0,8.0,23.0,1.0,19.0,2.0,496.0,13.0,18.0,9.0,7.0,13.0,0.0
2210296,3.0,2021-08-28 15:00:00,20,Southampton,Away,158.0,10.0,1.0,3.0,2.0,1.0,,296.0,2.0,,5.0,2.0,6.0,13.0,451.0,1.0,3.0,10.0,16.0,14.0,17.0,1.0,2.0,,,,1.0,1.0,,1.0,,17.0,1.0,,,,1.0,4.0,7.0,3.0,12.0,10.0,,79.0,69.0,2.0,2.0,2.0,3.0,13.0,9.0,10.0,1.0,1.0,4.0,11.0,5.0,,19.0,2.0,62.0,54.0,3.0,10.0,3.0,,,23.0,58.0,6.0,10.0,,,3.0,1.0,1.0,176.0,,,,,,,7.0,,,1.0,3.0,,,,,3.0,,2.0,2.0,,6.0,137.0,59.0,38.0,4.0,2.0,6.0,12.0,6.0,502.0,,,1.0,1.0,,76.0,59.0,29.0,,,,1.0,147.0,147.0,6.0,32.0,25.0,63.7,,,1.0,,13.0,0.0,,,,133.0,3.0,,2.0,,1.0,,7.0,2.0,3.0,10.0,145.0,436.0,9.0,18.0,181.0,24.0,10.0,27.0,4.0,21.0,17.0,,181.0,2.0,365.0,3.0,,13.0,6.0,38.0,,525.0,1.0,0.0,22.0,15.0,4.0,19.0,3.0,726.0,35.0,13.0,15.0,4.0,10.0,0.0
2210309,4.0,2021-09-11 15:00:00,20,Southampton,Home,183.0,14.0,1.0,2.0,1.0,1.0,,129.0,2.0,,6.0,2.0,3.0,19.0,310.0,,,11.0,16.0,17.0,7.0,1.0,4.0,2.0,,,,,,,,7.0,,,1.0,,,7.0,5.0,8.0,10.0,1.0,,39.0,57.0,,,,1.0,9.0,3.0,6.0,,,5.0,4.0,3.0,,10.0,1.0,46.0,41.0,1.0,23.0,13.0,,,24.0,44.0,10.0,12.0,,,,1.0,,144.0,,,,,,,3.0,,,,4.0,,,,,13.0,1.0,12.0,12.0,1.0,6.0,108.0,66.0,34.0,4.0,,4.0,4.0,3.0,372.0,,,6.0,1.0,,44.0,41.0,25.0,,,,,129.0,129.0,1.0,30.0,19.0,41.8,1.0,,,,9.0,0.0,,,,99.0,3.0,,3.0,,,2.0,5.0,,2.0,10.0,59.0,296.0,2.0,8.0,202.0,26.0,23.0,9.0,5.0,13.0,8.0,2.0,97.0,1.0,201.0,4.0,,19.0,4.0,48.0,,390.0,2.0,0.0,11.0,8.0,,14.0,3.0,559.0,20.0,20.0,5.0,5.0,4.0,0.0
2210315,5.0,2021-09-18 15:00:00,20,Southampton,Away,142.0,10.0,,,,,,97.0,3.0,,,8.0,1.0,19.0,239.0,,,11.0,22.0,15.0,8.0,,1.0,,,,,,,,,9.0,,,,,,7.0,9.0,7.0,6.0,4.0,,47.0,59.0,,,,1.0,13.0,6.0,13.0,,1.0,5.0,5.0,2.0,,8.0,1.0,58.0,54.0,1.0,23.0,13.0,,,25.0,42.0,12.0,5.0,,,2.0,2.0,,133.0,,,,,,,12.0,,,,1.0,,,,2.0,13.0,,17.0,17.0,2.0,,73.0,60.0,25.0,8.0,,2.0,6.0,2.0,298.0,,,7.0,1.0,,51.0,28.0,23.0,,,,,127.0,127.0,7.0,22.0,25.0,36.1,,,,1.0,13.0,0.0,,,,66.0,1.0,,1.0,,,,2.0,1.0,3.0,15.0,49.0,229.0,6.0,8.0,157.0,19.0,23.0,18.0,4.0,13.0,9.0,,92.0,4.0,175.0,1.0,,25.0,1.0,54.0,,319.0,1.0,0.0,10.0,21.0,,17.0,2.0,499.0,19.0,14.0,13.0,5.0,11.0,0.0
2210329,6.0,2021-09-26 14:00:00,20,Southampton,Home,186.0,18.0,1.0,2.0,1.0,,1.0,232.0,3.0,,2.0,4.0,3.0,24.0,416.0,1.0,1.0,18.0,15.0,14.0,15.0,,,,,,1.0,1.0,,,,16.0,,,,,1.0,9.0,5.0,,8.0,10.0,,76.0,67.0,,,,,18.0,7.0,8.0,,,5.0,12.0,7.0,,5.0,2.0,46.0,42.0,,10.0,1.0,,,24.0,54.0,12.0,8.0,,,4.0,2.0,1.0,142.0,,,,,,,3.0,,,,1.0,,,,1.0,1.0,,11.0,11.0,1.0,3.0,150.0,68.0,44.0,5.0,,4.0,11.0,6.0,486.0,,,2.0,,,64.0,73.0,38.0,,,,,142.0,142.0,8.0,29.0,27.0,57.0,,,,,18.0,0.0,,,,129.0,2.0,,2.0,,1.0,,5.0,,3.0,10.0,122.0,405.0,9.0,15.0,210.0,44.0,10.0,14.0,5.0,26.0,21.0,,162.0,8.0,313.0,1.0,,17.0,3.0,53.0,3.0,497.0,1.0,0.0,18.0,13.0,1.0,21.0,0.0,677.0,25.0,18.0,7.0,5.0,9.0,0.0
2210333,7.0,2021-10-02 15:00:00,20,Southampton,Away,132.0,13.0,,1.0,1.0,1.0,,127.0,2.0,,2.0,4.0,2.0,18.0,258.0,,,13.0,14.0,4.0,4.0,,1.0,1.0,,,,,,,,4.0,1.0,,,,,8.0,17.0,3.0,2.0,4.0,,60.0,68.0,1.0,1.0,1.0,2.0,18.0,1.0,19.0,,1.0,2.0,4.0,1.0,,9.0,3.0,62.0,51.0,2.0,12.0,5.0,,1.0,29.0,47.0,13.0,11.0,,,2.0,,,146.0,,,,,,,9.0,,,,1.0,,,,,5.0,,10.0,10.0,1.0,2.0,66.0,68.0,31.0,7.0,1.0,2.0,2.0,2.0,317.0,,,4.0,,,66.0,41.0,13.0,,,,1.0,137.0,137.0,3.0,29.0,30.0,38.4,,,,,18.0,0.0,,,,72.0,5.0,1.0,6.0,,,1.0,3.0,,3.0,10.0,58.0,242.0,6.0,4.0,153.0,33.0,12.0,19.0,2.0,7.0,5.0,1.0,95.0,5.0,198.0,1.0,,11.0,4.0,51.0,,344.0,,1.0,6.0,24.0,1.0,18.0,3.0,528.0,17.0,24.0,12.0,2.0,9.0,0.0
2210349,8.0,2021-10-16 15:00:00,20,Southampton,Home,136.0,8.0,3.0,7.0,4.0,2.0,,147.0,2.0,,4.0,2.0,5.0,15.0,276.0,,1.0,18.0,14.0,20.0,10.0,2.0,5.0,1.0,,,,1.0,,,,13.0,,,,,,8.0,2.0,1.0,8.0,11.0,,53.0,72.0,1.0,1.0,1.0,1.0,20.0,2.0,11.0,,,8.0,10.0,,,12.0,,61.0,73.0,1.0,9.0,3.0,,1.0,35.0,60.0,16.0,14.0,1.0,,2.0,1.0,1.0,150.0,1.0,,1.0,1.0,,1.0,4.0,,,1.0,,,,,,3.0,,10.0,10.0,1.0,4.0,92.0,67.0,27.0,1.0,,8.0,5.0,5.0,343.0,,,1.0,2.0,,60.0,47.0,25.0,,,,,149.0,149.0,13.0,17.0,37.0,45.3,,,,,20.0,0.0,,,,67.0,,,,,,1.0,12.0,,3.0,12.0,82.0,263.0,10.0,13.0,145.0,31.0,9.0,26.0,7.0,18.0,11.0,2.0,128.0,10.0,235.0,,,8.0,5.0,45.0,1.0,362.0,,0.0,19.0,22.0,1.0,27.0,2.0,570.0,27.0,19.0,17.0,8.0,15.0,0.0
2210359,9.0,2021-10-23 15:00:00,20,Southampton,Home,168.0,8.0,1.0,6.0,5.0,1.0,,185.0,5.0,,7.0,3.0,5.0,12.0,347.0,,,21.0,29.0,14.0,11.0,,2.0,1.0,,,,,,,,14.0,,,,,,6.0,4.0,5.0,12.0,4.0,,62.0,66.0,2.0,2.0,1.0,,19.0,5.0,6.0,,,6.0,13.0,7.0,1.0,4.0,2.0,57.0,43.0,,22.0,7.0,,,30.0,52.0,10.0,10.0,1.0,1.0,1.0,1.0,,156.0,2.0,1.0,1.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,7.0,1.0,12.0,12.0,1.0,8.0,128.0,54.0,24.0,2.0,,4.0,9.0,4.0,430.0,,,1.0,,,69.0,68.0,35.0,,,,,168.0,168.0,5.0,25.0,26.0,61.3,,2.0,1.0,,19.0,0.0,,,,104.0,2.0,1.0,3.0,,1.0,1.0,7.0,1.0,3.0,15.0,102.0,329.0,5.0,13.0,202.0,26.0,22.0,16.0,6.0,27.0,21.0,1.0,141.0,6.0,275.0,1.0,,21.0,5.0,41.0,1.0,450.0,,0.0,16.0,11.0,,31.0,1.0,657.0,27.0,19.0,8.0,6.0,5.0,0.0
2210369,10.0,2021-10-30 15:00:00,20,Southampton,Away,201.0,19.0,4.0,5.0,1.0,3.0,,168.0,9.0,,11.0,2.0,4.0,27.0,364.0,2.0,1.0,10.0,21.0,35.0,9.0,1.0,1.0,,,,,,,,,10.0,,,,,,2.0,5.0,5.0,9.0,3.0,,58.0,71.0,2.0,2.0,,3.0,13.0,5.0,10.0,1.0,,8.0,13.0,3.0,,8.0,2.0,52.0,73.0,3.0,25.0,12.0,,,28.0,59.0,6.0,16.0,1.0,,2.0,2.0,,201.0,1.0,,,1.0,,,10.0,,,1.0,4.0,,,,,12.0,,12.0,12.0,,11.0,112.0,82.0,48.0,5.0,,6.0,5.0,1.0,454.0,,,1.0,3.0,,77.0,43.0,39.0,,,,,162.0,162.0,2.0,30.0,27.0,61.3,,,,,13.0,0.0,,,,111.0,2.0,2.0,3.0,,,,6.0,,3.0,15.0,90.0,342.0,5.0,11.0,243.0,41.0,25.0,14.0,8.0,26.0,18.0,,140.0,11.0,265.0,4.0,,15.0,5.0,58.0,,482.0,3.0,0.0,12.0,15.0,3.0,13.0,2.0,674.0,33.0,2.0,7.0,8.0,10.0,0.0
