matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755407,11,2014-11-08 15:00:00,20,Southampton,Home,236.0,29.0,2.0,11.0,9.0,5.0,,260.0,3.0,1.0,4.0,9.0,13.0,51.0,485.0,,1.0,25.0,16.0,16.0,10.0,,,,,,,,,,,1.0,11.0,,,,,,,5.0,3.0,2.0,,,97.0,69.0,1.0,,1.0,4.0,24.0,6.0,8.0,,,13.0,22.0,12.0,,12.0,,53.0,52.0,4.0,20.0,11.0,,,67.0,10.0,12.0,,,1.0,,,196.0,2.0,,2.0,2.0,,6.0,2.0,2.0,,11.0,,10.0,10.0,,4.0,145.0,84.0,61.0,4.0,,5.0,7.0,6.0,553.0,1.0,1.0,96.0,80.0,22.0,,,,,164.0,164.0,5.0,30.0,29.0,64.4,,,24.0,0.0,141.0,,,,,,,6.0,,3.0,108.0,464.0,9.0,12.0,258.0,43.0,20.0,16.0,8.0,42.0,34.0,1.0,161.0,8.0,363.0,2.0,1.0,19.0,17.0,78.0,6.0,579.0,,0.0,18.0,16.0,2.0,27.0,2.0,797.0,,11.0,9.0,14.0,14.0,0.0
755414,12,2014-11-24 20:00:00,20,Southampton,Away,203.0,27.0,2.0,9.0,7.0,4.0,1.0,252.0,2.0,,1.0,10.0,11.0,44.0,446.0,,,30.0,18.0,22.0,9.0,2.0,,,,,1.0,1.0,,,1.0,,9.0,,,,,,,7.0,3.0,4.0,,,73.0,47.0,,,,5.0,16.0,6.0,1.0,,,8.0,22.0,12.0,1.0,7.0,,45.0,51.0,5.0,19.0,9.0,1.0,,68.0,17.0,15.0,,,6.0,4.0,1.0,181.0,1.0,,1.0,1.0,,2.0,1.0,2.0,3.0,9.0,,20.0,20.0,1.0,1.0,137.0,70.0,47.0,2.0,,4.0,8.0,4.0,512.0,4.0,2.0,70.0,77.0,33.0,,,,,152.0,152.0,3.0,23.0,17.0,64.1,,,16.0,0.0,140.0,,,,,,,6.0,,2.0,128.0,430.0,5.0,12.0,219.0,43.0,19.0,10.0,6.0,44.0,38.0,,177.0,7.0,356.0,2.0,1.0,18.0,12.0,65.0,2.0,531.0,,0.0,16.0,10.0,,31.0,2.0,742.0,,14.0,4.0,8.0,7.0,0.0
755427,13,2014-11-30 13:30:00,20,Southampton,Home,184.0,12.0,1.0,6.0,5.0,3.0,1.0,211.0,7.0,2.0,2.0,13.0,6.0,29.0,389.0,,,24.0,14.0,10.0,7.0,1.0,,,,,,1.0,,,,,10.0,,,,,,,4.0,7.0,8.0,,,64.0,42.0,2.0,2.0,,2.0,20.0,4.0,10.0,1.0,,8.0,15.0,6.0,,10.0,1.0,52.0,44.0,2.0,12.0,5.0,,,64.0,10.0,12.0,,,5.0,4.0,1.0,182.0,,,,,,10.0,,,,5.0,,22.0,22.0,3.0,2.0,112.0,87.0,62.0,6.0,,4.0,4.0,4.0,444.0,2.0,1.0,65.0,63.0,18.0,,,,,138.0,138.0,1.0,20.0,17.0,52.1,,,20.0,0.0,110.0,2.0,1.0,2.0,,,,5.0,1.0,3.0,90.0,369.0,9.0,9.0,198.0,26.0,12.0,17.0,7.0,32.0,25.0,,125.0,8.0,302.0,,2.0,26.0,7.0,49.0,5.0,468.0,,0.0,13.0,15.0,,25.0,1.0,660.0,,7.0,8.0,8.0,10.0,0.0
755433,14,2014-12-03 19:45:00,20,Southampton,Away,138.0,20.0,,1.0,1.0,6.0,,152.0,5.0,1.0,6.0,10.0,15.0,32.0,289.0,,,20.0,27.0,14.0,6.0,,,1.0,,,,,,,,,5.0,,,,,,,5.0,14.0,5.0,,,55.0,65.0,1.0,1.0,,7.0,20.0,2.0,14.0,,,4.0,9.0,7.0,,20.0,5.0,79.0,43.0,7.0,40.0,17.0,,1.0,63.0,14.0,6.0,,,,,,163.0,,,,,,10.0,,3.0,1.0,17.0,,17.0,17.0,3.0,6.0,81.0,76.0,41.0,9.0,,3.0,3.0,1.0,356.0,4.0,3.0,36.0,76.0,13.0,,,,,154.0,154.0,3.0,29.0,22.0,41.4,,,20.0,0.0,83.0,6.0,1.0,7.0,,,1.0,3.0,,3.0,78.0,273.0,10.0,6.0,157.0,41.0,40.0,6.0,3.0,19.0,16.0,1.0,124.0,13.0,244.0,3.0,1.0,29.0,17.0,70.0,1.0,382.0,,0.0,6.0,22.0,,23.0,2.0,597.0,,11.0,1.0,4.0,20.0,0.0
755449,15,2014-12-08 20:00:00,20,Southampton,Home,200.0,22.0,1.0,7.0,6.0,8.0,,214.0,4.0,1.0,4.0,14.0,7.0,37.0,407.0,1.0,,28.0,13.0,18.0,11.0,1.0,,,,,,,,,,,12.0,,,,,,,6.0,2.0,1.0,,,72.0,58.0,1.0,2.0,1.0,,13.0,3.0,10.0,,,5.0,6.0,4.0,,17.0,,61.0,59.0,,10.0,5.0,1.0,,77.0,12.0,8.0,1.0,,3.0,2.0,,194.0,,,,,,5.0,1.0,2.0,1.0,5.0,,18.0,18.0,1.0,4.0,133.0,90.0,65.0,1.0,,6.0,6.0,4.0,495.0,,,64.0,54.0,28.0,,,,,155.0,155.0,6.0,18.0,29.0,51.9,,,13.0,0.0,111.0,,,,,2.0,,8.0,,2.0,112.0,395.0,10.0,12.0,221.0,39.0,10.0,15.0,5.0,17.0,12.0,,166.0,16.0,306.0,2.0,1.0,31.0,14.0,64.0,4.0,510.0,1.0,0.0,15.0,28.0,,28.0,2.0,703.0,,11.0,5.0,5.0,21.0,0.0
755454,16,2014-12-13 15:00:00,20,Southampton,Away,185.0,26.0,,5.0,5.0,6.0,1.0,192.0,2.0,,,15.0,11.0,47.0,372.0,,,31.0,23.0,22.0,11.0,1.0,,,1.0,,,1.0,,,,,9.0,,1.0,,,,1.0,6.0,2.0,5.0,,,76.0,55.0,1.0,2.0,,2.0,31.0,1.0,10.0,,,4.0,19.0,9.0,,11.0,2.0,55.0,55.0,2.0,16.0,5.0,,,65.0,11.0,14.0,,,4.0,2.0,1.0,183.0,,,,,,4.0,,,,5.0,,10.0,10.0,2.0,,105.0,81.0,45.0,2.0,,9.0,3.0,4.0,461.0,2.0,1.0,43.0,92.0,22.0,,,,1.0,170.0,170.0,1.0,27.0,22.0,59.8,,,31.0,0.0,121.0,,1.0,2.0,,,,10.0,,2.0,102.0,355.0,20.0,12.0,224.0,54.0,16.0,7.0,3.0,33.0,30.0,,145.0,15.0,294.0,,,43.0,13.0,97.0,2.0,485.0,,0.0,15.0,16.0,,33.0,3.0,685.0,,12.0,6.0,4.0,12.0,0.0
755469,17,2014-12-20 15:00:00,20,Southampton,Home,147.0,18.0,1.0,6.0,5.0,7.0,1.0,156.0,6.0,1.0,2.0,10.0,8.0,35.0,297.0,,,15.0,9.0,13.0,6.0,1.0,,,,,,,,,,,9.0,,,,,,1.0,5.0,7.0,6.0,,,60.0,50.0,4.0,3.0,1.0,4.0,15.0,2.0,16.0,,1.0,4.0,13.0,2.0,1.0,8.0,2.0,50.0,62.0,4.0,27.0,9.0,,,62.0,11.0,10.0,1.0,,1.0,2.0,,133.0,2.0,,1.0,1.0,1.0,9.0,1.0,,1.0,9.0,,21.0,21.0,4.0,2.0,97.0,78.0,43.0,6.0,,4.0,5.0,3.0,351.0,2.0,3.0,52.0,53.0,12.0,,,,,125.0,125.0,2.0,22.0,22.0,43.8,,1.0,15.0,0.0,83.0,1.0,3.0,4.0,,,,6.0,1.0,2.0,84.0,279.0,12.0,9.0,167.0,33.0,27.0,9.0,4.0,21.0,17.0,,118.0,14.0,227.0,,1.0,32.0,9.0,71.0,4.0,373.0,1.0,0.0,11.0,38.0,,18.0,1.0,581.0,,9.0,2.0,4.0,31.0,0.0
755476,18,2014-12-26 15:00:00,20,Southampton,Away,193.0,22.0,1.0,4.0,3.0,1.0,,208.0,1.0,,2.0,5.0,5.0,35.0,397.0,,,20.0,22.0,20.0,8.0,,,,,,,,1.0,,,1.0,9.0,,,,,,1.0,4.0,5.0,7.0,,,89.0,48.0,1.0,,1.0,4.0,15.0,2.0,4.0,,,4.0,9.0,1.0,2.0,9.0,3.0,48.0,66.0,4.0,47.0,17.0,,1.0,72.0,10.0,14.0,,1.0,3.0,2.0,,202.0,3.0,1.0,3.0,2.0,1.0,6.0,2.0,4.0,,17.0,1.0,11.0,11.0,2.0,2.0,116.0,91.0,44.0,8.0,1.0,4.0,7.0,6.0,491.0,4.0,4.0,50.0,83.0,13.0,,,,,169.0,169.0,,21.0,18.0,57.1,,4.0,15.0,0.0,113.0,,3.0,3.0,,,,5.0,,3.0,95.0,383.0,8.0,11.0,221.0,43.0,47.0,13.0,4.0,16.0,12.0,,141.0,9.0,315.0,4.0,,30.0,9.0,81.0,2.0,520.0,,0.0,13.0,23.0,1.0,20.0,0.0,738.0,,14.0,9.0,4.0,15.0,0.0
755489,19,2014-12-28 14:05:00,20,Southampton,Home,154.0,24.0,2.0,4.0,2.0,6.0,1.0,145.0,4.0,,5.0,12.0,6.0,32.0,295.0,,1.0,11.0,17.0,11.0,3.0,2.0,,,,,,,,,,1.0,5.0,,,,,,2.0,15.0,5.0,2.0,,,58.0,60.0,1.0,,1.0,8.0,32.0,1.0,21.0,,,4.0,5.0,2.0,,9.0,,74.0,53.0,8.0,41.0,21.0,,,56.0,23.0,12.0,1.0,,4.0,3.0,,156.0,1.0,,1.0,1.0,,7.0,1.0,1.0,,21.0,,15.0,15.0,3.0,5.0,74.0,84.0,53.0,6.0,,4.0,2.0,1.0,354.0,4.0,1.0,37.0,30.0,12.0,,,,,124.0,124.0,2.0,27.0,23.0,39.3,,2.0,32.0,0.0,92.0,,,,1.0,,,7.0,,3.0,52.0,277.0,16.0,6.0,177.0,39.0,41.0,12.0,4.0,14.0,10.0,,89.0,14.0,217.0,1.0,,23.0,7.0,57.0,1.0,380.0,,1.0,9.0,24.0,1.0,13.0,2.0,581.0,,10.0,6.0,4.0,19.0,0.0
755499,20,2015-01-01 15:00:00,20,Southampton,Home,187.0,17.0,,10.0,10.0,4.0,,137.0,4.0,,3.0,9.0,3.0,30.0,314.0,,,11.0,12.0,17.0,9.0,,,,,,,,,,1.0,,13.0,,,,2.0,,,10.0,5.0,6.0,,,62.0,67.0,2.0,2.0,1.0,5.0,16.0,2.0,13.0,,,2.0,16.0,4.0,,10.0,3.0,52.0,47.0,5.0,35.0,17.0,,,54.0,14.0,7.0,,,1.0,1.0,,157.0,1.0,,,1.0,,7.0,2.0,,1.0,17.0,2.0,15.0,15.0,2.0,3.0,87.0,80.0,43.0,7.0,2.0,3.0,7.0,6.0,374.0,1.0,2.0,58.0,32.0,11.0,,,,,125.0,125.0,3.0,30.0,26.0,41.5,2.0,,16.0,0.0,89.0,2.0,4.0,6.0,,,,5.0,,3.0,66.0,301.0,8.0,10.0,210.0,31.0,35.0,7.0,,21.0,21.0,,98.0,13.0,206.0,,,30.0,5.0,66.0,1.0,395.0,1.0,0.0,13.0,21.0,,19.0,2.0,579.0,,8.0,3.0,2.0,17.0,0.0
