matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755306,1,2014-08-17 13:30:00,20,Southampton,Away,173.0,26.0,,3.0,3.0,8.0,,175.0,5.0,1.0,4.0,9.0,13.0,28.0,345.0,,,22.0,23.0,14.0,8.0,,,,,,,,,,,,11.0,,,,,,,7.0,4.0,8.0,,,65.0,64.0,2.0,2.0,1.0,2.0,13.0,2.0,15.0,,,6.0,17.0,12.0,1.0,12.0,,64.0,67.0,2.0,14.0,7.0,,,57.0,11.0,8.0,,,2.0,2.0,,178.0,1.0,,1.0,1.0,,7.0,1.0,1.0,,7.0,1.0,19.0,19.0,3.0,4.0,114.0,79.0,41.0,2.0,,2.0,7.0,6.0,432.0,2.0,2.0,80.0,24.0,19.0,,,,,169.0,169.0,1.0,31.0,26.0,43.9,,,13.0,0.0,93.0,2.0,1.0,3.0,,,,4.0,,2.0,82.0,333.0,8.0,9.0,204.0,44.0,14.0,14.0,6.0,37.0,31.0,,127.0,14.0,283.0,1.0,1.0,39.0,15.0,71.0,2.0,450.0,,0.0,12.0,35.0,1.0,27.0,2.0,662.0,,5.0,10.0,6.0,23.0,0.0
755319,2,2014-08-23 15:00:00,20,Southampton,Home,198.0,27.0,1.0,6.0,5.0,2.0,,220.0,6.0,1.0,7.0,8.0,4.0,38.0,412.0,,,27.0,9.0,15.0,7.0,1.0,,,,1.0,,1.0,,,,,7.0,,,,1.0,,,3.0,4.0,4.0,,,88.0,49.0,,,,2.0,16.0,2.0,5.0,,,1.0,12.0,7.0,,15.0,2.0,45.0,54.0,2.0,13.0,8.0,,,77.0,14.0,15.0,,,3.0,2.0,1.0,183.0,,,,,,7.0,,5.0,,8.0,1.0,14.0,14.0,,7.0,130.0,90.0,57.0,5.0,,4.0,4.0,2.0,484.0,2.0,3.0,79.0,65.0,17.0,,,,,148.0,148.0,4.0,12.0,23.0,57.6,1.0,,16.0,0.0,106.0,1.0,1.0,2.0,,1.0,,5.0,,2.0,107.0,393.0,6.0,8.0,220.0,44.0,13.0,7.0,1.0,22.0,21.0,,152.0,7.0,309.0,5.0,1.0,30.0,8.0,74.0,1.0,507.0,1.0,0.0,9.0,22.0,,32.0,1.0,694.0,,9.0,3.0,1.0,16.0,0.0
755332,3,2014-08-30 15:00:00,20,Southampton,Away,215.0,21.0,,6.0,6.0,5.0,2.0,287.0,2.0,1.0,4.0,9.0,10.0,31.0,496.0,,,18.0,13.0,15.0,11.0,2.0,,,,,,1.0,,,,,12.0,,,,,,3.0,7.0,2.0,2.0,,,95.0,55.0,,,1.0,3.0,18.0,6.0,2.0,,,9.0,23.0,1.0,,13.0,1.0,51.0,50.0,3.0,25.0,13.0,,,65.0,13.0,11.0,1.0,,5.0,2.0,1.0,200.0,1.0,,1.0,,1.0,4.0,1.0,2.0,1.0,13.0,,9.0,9.0,,4.0,145.0,101.0,72.0,2.0,2.0,3.0,11.0,8.0,557.0,1.0,2.0,79.0,56.0,16.0,,,,,141.0,141.0,6.0,23.0,21.0,63.6,,1.0,18.0,0.0,136.0,1.0,,1.0,,,,4.0,1.0,2.0,124.0,480.0,10.0,14.0,238.0,29.0,25.0,12.0,6.0,32.0,26.0,,160.0,10.0,370.0,2.0,1.0,32.0,11.0,63.0,2.0,576.0,,0.0,18.0,24.0,,20.0,1.0,776.0,,5.0,1.0,9.0,20.0,0.0
755339,4,2014-09-13 15:00:00,20,Southampton,Home,266.0,15.0,1.0,4.0,3.0,4.0,,200.0,1.0,,5.0,9.0,12.0,28.0,462.0,,,19.0,9.0,13.0,4.0,1.0,,,,,,,,,,1.0,9.0,,,,,,,7.0,5.0,4.0,,,103.0,67.0,2.0,,3.0,3.0,18.0,,8.0,,1.0,5.0,13.0,3.0,,10.0,3.0,44.0,52.0,3.0,19.0,6.0,,,62.0,16.0,7.0,2.0,,,,,171.0,3.0,,3.0,3.0,,5.0,4.0,2.0,3.0,6.0,,18.0,18.0,1.0,5.0,146.0,83.0,51.0,5.0,2.0,2.0,6.0,7.0,537.0,2.0,,71.0,52.0,9.0,,,,,132.0,132.0,3.0,28.0,28.0,50.3,,1.0,18.0,0.0,132.0,2.0,2.0,4.0,,,,3.0,,3.0,67.0,452.0,9.0,8.0,286.0,30.0,19.0,7.0,5.0,21.0,16.0,,111.0,6.0,287.0,2.0,,32.0,16.0,68.0,3.0,552.0,1.0,0.0,10.0,29.0,1.0,19.0,0.0,731.0,,8.0,3.0,5.0,21.0,0.0
755350,5,2014-09-20 15:00:00,20,Southampton,Away,192.0,19.0,1.0,6.0,5.0,,,268.0,5.0,,1.0,8.0,12.0,33.0,454.0,,1.0,17.0,11.0,12.0,9.0,,,,,,1.0,1.0,,,,,10.0,,,,,,,9.0,4.0,1.0,,,73.0,62.0,,,,2.0,14.0,2.0,7.0,1.0,,4.0,19.0,11.0,,4.0,,39.0,39.0,2.0,13.0,5.0,,,76.0,15.0,11.0,,,3.0,,1.0,166.0,1.0,,1.0,1.0,,6.0,1.0,1.0,,5.0,,17.0,17.0,1.0,1.0,135.0,75.0,56.0,2.0,1.0,5.0,5.0,4.0,510.0,2.0,5.0,69.0,52.0,28.0,,,,,128.0,128.0,3.0,15.0,39.0,56.0,,,14.0,0.0,155.0,1.0,1.0,1.0,,,,5.0,,3.0,118.0,440.0,8.0,10.0,207.0,37.0,13.0,4.0,4.0,34.0,30.0,,158.0,4.0,356.0,1.0,,21.0,13.0,55.0,2.0,529.0,,0.0,11.0,16.0,1.0,18.0,4.0,698.0,,11.0,2.0,4.0,12.0,0.0
755359,6,2014-09-27 15:00:00,20,Southampton,Home,182.0,23.0,2.0,6.0,4.0,5.0,,206.0,4.0,,3.0,9.0,10.0,36.0,382.0,,2.0,21.0,18.0,30.0,10.0,1.0,,,2.0,,,2.0,,,,,15.0,,,,1.0,,,8.0,5.0,5.0,,,72.0,57.0,1.0,3.0,,2.0,16.0,4.0,9.0,,,6.0,18.0,5.0,1.0,9.0,,51.0,67.0,2.0,16.0,8.0,,,61.0,12.0,9.0,1.0,,4.0,1.0,2.0,175.0,2.0,,2.0,2.0,,9.0,2.0,,,8.0,3.0,15.0,15.0,2.0,3.0,110.0,90.0,56.0,3.0,,3.0,10.0,9.0,463.0,,2.0,66.0,78.0,20.0,,,,,154.0,154.0,5.0,21.0,26.0,55.4,1.0,,16.0,0.0,126.0,1.0,,1.0,,,,6.0,1.0,3.0,100.0,368.0,10.0,13.0,208.0,44.0,16.0,12.0,6.0,30.0,24.0,,148.0,10.0,305.0,,,30.0,11.0,76.0,4.0,483.0,1.0,0.0,19.0,20.0,2.0,23.0,2.0,675.0,,8.0,8.0,6.0,16.0,0.0
755371,7,2014-10-05 14:05:00,20,Southampton,Away,168.0,23.0,1.0,3.0,2.0,5.0,,174.0,1.0,,4.0,12.0,10.0,32.0,339.0,,,31.0,16.0,10.0,4.0,,,,,,1.0,2.0,,,,,5.0,,,,,,,4.0,5.0,4.0,,,64.0,57.0,3.0,3.0,,6.0,17.0,3.0,9.0,1.0,,5.0,8.0,3.0,,18.0,2.0,54.0,58.0,6.0,33.0,8.0,,,66.0,9.0,15.0,,,6.0,4.0,2.0,170.0,,,,,,1.0,,1.0,,8.0,,8.0,8.0,,4.0,98.0,80.0,47.0,10.0,,1.0,3.0,3.0,420.0,3.0,3.0,46.0,71.0,21.0,,,,,157.0,157.0,2.0,27.0,23.0,53.8,,,17.0,0.0,106.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,67.0,328.0,12.0,5.0,194.0,45.0,33.0,3.0,5.0,20.0,15.0,,121.0,10.0,264.0,3.0,,40.0,11.0,74.0,2.0,438.0,1.0,0.0,7.0,33.0,1.0,32.0,1.0,665.0,,15.0,1.0,5.0,18.0,0.0
755380,8,2014-10-18 15:00:00,20,Southampton,Home,170.0,23.0,2.0,9.0,7.0,5.0,,227.0,1.0,,3.0,8.0,11.0,33.0,388.0,2.0,1.0,10.0,21.0,9.0,14.0,1.0,,,,,,,,,,,18.0,,,,,,2.0,5.0,9.0,4.0,,,76.0,76.0,5.0,2.0,3.0,3.0,21.0,2.0,4.0,,1.0,5.0,11.0,7.0,,5.0,1.0,44.0,41.0,3.0,32.0,19.0,,,51.0,11.0,7.0,3.0,,3.0,3.0,,171.0,4.0,,4.0,4.0,,10.0,5.0,1.0,1.0,19.0,,16.0,16.0,1.0,3.0,117.0,84.0,51.0,6.0,1.0,8.0,11.0,10.0,451.0,3.0,3.0,69.0,51.0,26.0,,,,,129.0,129.0,9.0,16.0,44.0,52.6,,,21.0,0.0,108.0,,1.0,2.0,,,,9.0,,3.0,100.0,381.0,9.0,19.0,186.0,40.0,32.0,11.0,4.0,25.0,21.0,,139.0,9.0,311.0,1.0,,18.0,13.0,67.0,3.0,472.0,2.0,0.0,21.0,20.0,3.0,12.0,1.0,662.0,,11.0,6.0,5.0,15.0,0.0
755387,9,2014-10-25 15:00:00,20,Southampton,Home,246.0,13.0,2.0,5.0,3.0,3.0,,237.0,3.0,,4.0,6.0,18.0,27.0,478.0,,,21.0,28.0,15.0,14.0,2.0,,,1.0,,,2.0,,,,,13.0,,,2.0,1.0,,2.0,3.0,4.0,4.0,,,99.0,57.0,,,,4.0,15.0,4.0,9.0,,,6.0,13.0,1.0,,15.0,,66.0,51.0,4.0,13.0,6.0,,,64.0,10.0,11.0,1.0,,5.0,1.0,2.0,186.0,,,,,,7.0,,2.0,,6.0,3.0,14.0,14.0,,4.0,131.0,82.0,54.0,3.0,,12.0,4.0,2.0,536.0,3.0,,60.0,84.0,11.0,,,,,139.0,139.0,,19.0,32.0,61.2,3.0,,15.0,0.0,145.0,1.0,,1.0,,,,14.0,,2.0,109.0,459.0,4.0,16.0,268.0,26.0,13.0,12.0,3.0,18.0,15.0,,148.0,6.0,311.0,2.0,,23.0,20.0,59.0,1.0,561.0,,0.0,20.0,21.0,2.0,25.0,0.0,752.0,,17.0,6.0,6.0,16.0,0.0
755398,10,2014-11-01 15:00:00,20,Southampton,Away,243.0,16.0,2.0,5.0,3.0,5.0,,185.0,3.0,,3.0,12.0,1.0,39.0,423.0,,1.0,19.0,14.0,20.0,8.0,1.0,,,,,,,1.0,,,,9.0,,,,,,,4.0,2.0,6.0,,,89.0,65.0,3.0,3.0,,3.0,16.0,2.0,10.0,,,4.0,7.0,,,11.0,,45.0,58.0,3.0,23.0,10.0,,,71.0,9.0,6.0,,,,,,171.0,,,,,,9.0,1.0,,1.0,10.0,,14.0,14.0,1.0,4.0,137.0,95.0,50.0,7.0,1.0,5.0,4.0,3.0,526.0,3.0,,54.0,65.0,10.0,,,,,157.0,157.0,2.0,18.0,39.0,52.8,,,16.0,0.0,147.0,,1.0,1.0,,1.0,,5.0,1.0,2.0,68.0,415.0,7.0,9.0,275.0,38.0,23.0,6.0,3.0,10.0,7.0,,123.0,12.0,279.0,,,38.0,4.0,87.0,1.0,544.0,2.0,0.0,10.0,29.0,1.0,22.0,0.0,712.0,,13.0,4.0,4.0,27.0,0.0
