matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918998,11.0,2017-11-04 15:00:00,20,Southampton,Home,186.0,15.0,1.0,4.0,4.0,,,284.0,2.0,,3.0,7.0,14.0,32.0,466.0,,,24.0,23.0,16.0,10.0,,,,,,,,,,,,,10.0,,,,,,2.0,2.0,3.0,11.0,2.0,,86.0,63.0,,,,2.0,18.0,4.0,7.0,,,9.0,10.0,9.0,,9.0,,45.0,45.0,2.0,18.0,13.0,,,78.0,4.0,4.0,,,,,,187.0,,,,,,,7.0,,,,,,,,,13.0,,4.0,4.0,,3.0,133.0,89.0,53.0,1.0,,5.0,5.0,3.0,558.0,,,2.0,,94.0,92.0,44.0,,,,,,160.0,160.0,4.0,26.0,28.0,62.8,,,,,18.0,0.0,,,,169.0,,,,,1.0,,6.0,,3.0,117.0,455.0,8.0,10.0,213.0,36.0,18.0,13.0,8.0,26.0,19.0,,167.0,4.0,388.0,1.0,,33.0,14.0,76.0,2.0,575.0,2.0,0.0,13.0,15.0,3.0,27.0,0.0,748.0,27.0,13.0,11.0,9.0,11.0,0.0
919009,12.0,2017-11-18 15:00:00,20,Southampton,Away,147.0,14.0,1.0,3.0,2.0,3.0,1.0,117.0,6.0,,1.0,4.0,4.0,27.0,261.0,,,17.0,11.0,18.0,2.0,2.0,,,,1.0,,,1.0,,,,,2.0,,,,,1.0,2.0,12.0,9.0,4.0,1.0,,50.0,61.0,1.0,1.0,,,16.0,2.0,15.0,,,2.0,7.0,2.0,,6.0,3.0,45.0,60.0,,36.0,12.0,1.0,1.0,64.0,9.0,14.0,,,2.0,1.0,1.0,149.0,,,,,,,13.0,,,,,,,,,12.0,,12.0,12.0,2.0,1.0,77.0,73.0,30.0,10.0,,2.0,2.0,,328.0,,,7.0,1.0,73.0,37.0,29.0,,,,,,143.0,143.0,3.0,31.0,22.0,38.9,,,,,16.0,0.0,,,,86.0,3.0,2.0,5.0,,,,3.0,1.0,3.0,65.0,238.0,5.0,4.0,166.0,37.0,36.0,8.0,2.0,12.0,10.0,,119.0,10.0,208.0,,,20.0,5.0,68.0,2.0,362.0,,0.0,5.0,26.0,2.0,20.0,1.0,552.0,10.0,16.0,3.0,2.0,20.0,0.0
919019,13.0,2017-11-26 13:30:00,20,Southampton,Home,300.0,18.0,3.0,8.0,5.0,3.0,1.0,272.0,1.0,,3.0,5.0,21.0,30.0,564.0,,1.0,27.0,24.0,26.0,6.0,3.0,,,,,,,,,,,,12.0,,,,1.0,,3.0,,5.0,10.0,7.0,,112.0,63.0,3.0,1.0,2.0,,23.0,5.0,4.0,,,7.0,17.0,5.0,,10.0,1.0,46.0,66.0,,20.0,11.0,,,72.0,6.0,13.0,2.0,,3.0,3.0,,188.0,4.0,,3.0,4.0,,,4.0,,,4.0,1.0,,,,,11.0,1.0,9.0,9.0,,3.0,185.0,85.0,55.0,2.0,2.0,5.0,8.0,5.0,646.0,,,,2.0,107.0,95.0,46.0,,,,,,149.0,149.0,5.0,19.0,34.0,67.2,1.0,,,,23.0,0.0,,,,178.0,,1.0,1.0,,,,7.0,1.0,3.0,145.0,551.0,9.0,13.0,327.0,37.0,20.0,10.0,7.0,32.0,25.0,,196.0,5.0,368.0,1.0,,22.0,24.0,64.0,,663.0,1.0,0.0,17.0,19.0,1.0,29.0,0.0,864.0,24.0,10.0,8.0,7.0,13.0,0.0
919031,14.0,2017-11-29 20:00:00,20,Southampton,Away,94.0,11.0,3.0,5.0,2.0,3.0,1.0,68.0,4.0,,1.0,5.0,3.0,18.0,157.0,1.0,,6.0,19.0,13.0,3.0,3.0,,,,,,,,,,,,2.0,,1.0,,,2.0,7.0,11.0,15.0,7.0,,,43.0,67.0,3.0,2.0,1.0,4.0,26.0,2.0,7.0,,1.0,5.0,2.0,,,10.0,8.0,53.0,48.0,4.0,32.0,14.0,,1.0,38.0,11.0,12.0,,,1.0,1.0,,123.0,1.0,,1.0,1.0,,,14.0,,,1.0,,,,,,14.0,1.0,24.0,24.0,1.0,1.0,48.0,70.0,20.0,6.0,1.0,3.0,4.0,2.0,235.0,,,6.0,1.0,29.0,26.0,18.0,,,,,,147.0,147.0,2.0,36.0,22.0,25.7,1.0,,,1.0,26.0,0.0,,,,56.0,5.0,5.0,10.0,,1.0,,3.0,,3.0,26.0,145.0,17.0,7.0,127.0,26.0,32.0,15.0,5.0,8.0,3.0,,63.0,8.0,151.0,,,43.0,3.0,78.0,1.0,270.0,1.0,0.0,7.0,15.0,,13.0,1.0,467.0,15.0,6.0,9.0,5.0,13.0,0.0
919033,15.0,2017-12-03 13:30:00,20,Southampton,Away,176.0,22.0,1.0,6.0,5.0,1.0,,201.0,6.0,,5.0,3.0,13.0,30.0,371.0,,,9.0,13.0,23.0,8.0,1.0,,,,,,,,,,,,12.0,,,,,1.0,4.0,9.0,7.0,11.0,4.0,,63.0,76.0,,,,4.0,14.0,2.0,10.0,,,4.0,15.0,3.0,,7.0,4.0,45.0,64.0,4.0,17.0,9.0,1.0,,70.0,12.0,5.0,1.0,,2.0,1.0,,186.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,1.0,9.0,,27.0,27.0,1.0,5.0,114.0,75.0,48.0,5.0,,6.0,4.0,4.0,442.0,,,4.0,3.0,79.0,52.0,37.0,,,,,,138.0,138.0,10.0,29.0,31.0,52.2,,,1.0,,14.0,0.0,,,,95.0,4.0,,4.0,,,,9.0,,3.0,107.0,361.0,5.0,10.0,194.0,38.0,17.0,18.0,4.0,23.0,19.0,,157.0,8.0,287.0,,,19.0,13.0,61.0,6.0,458.0,1.0,0.0,15.0,23.0,4.0,10.0,1.0,660.0,31.0,12.0,13.0,4.0,17.0,0.0
919049,16.0,2017-12-10 12:00:00,20,Southampton,Home,156.0,9.0,,1.0,1.0,1.0,,141.0,,,2.0,3.0,13.0,15.0,296.0,,1.0,11.0,12.0,9.0,5.0,,,,,,,,,,,,2.0,6.0,,1.0,,,,7.0,6.0,5.0,3.0,3.0,,64.0,66.0,3.0,2.0,1.0,2.0,21.0,1.0,9.0,,,4.0,5.0,1.0,,7.0,3.0,45.0,44.0,2.0,36.0,18.0,,,48.0,12.0,9.0,1.0,,1.0,1.0,,134.0,1.0,,1.0,1.0,,,3.0,,,1.0,2.0,,,,1.0,18.0,1.0,20.0,20.0,3.0,2.0,89.0,73.0,39.0,5.0,,2.0,4.0,3.0,353.0,,,1.0,4.0,50.0,44.0,17.0,,,,,,121.0,121.0,4.0,40.0,13.0,33.0,1.0,2.0,,1.0,21.0,0.0,,,,88.0,4.0,1.0,5.0,,,,2.0,,3.0,58.0,287.0,13.0,6.0,175.0,22.0,36.0,18.0,4.0,11.0,7.0,,95.0,4.0,211.0,2.0,,22.0,15.0,53.0,4.0,375.0,1.0,0.0,6.0,14.0,2.0,13.0,2.0,567.0,12.0,9.0,12.0,4.0,10.0,0.0
919061,17.0,2017-12-13 19:45:00,20,Southampton,Home,162.0,22.0,6.0,7.0,1.0,3.0,,179.0,4.0,,4.0,3.0,15.0,29.0,334.0,,,24.0,16.0,21.0,4.0,2.0,,,,,,1.0,1.0,,,,,5.0,,,,,,7.0,9.0,7.0,6.0,5.0,,76.0,58.0,,1.0,,2.0,19.0,2.0,9.0,2.0,,9.0,12.0,4.0,1.0,18.0,3.0,61.0,56.0,2.0,18.0,9.0,2.0,,57.0,13.0,8.0,,,2.0,,1.0,140.0,1.0,1.0,1.0,,1.0,,5.0,,,,,,,,,9.0,,10.0,10.0,1.0,4.0,97.0,71.0,39.0,9.0,,4.0,3.0,4.0,393.0,,,4.0,2.0,87.0,47.0,29.0,,,,,,139.0,139.0,2.0,24.0,26.0,53.4,,,,,19.0,0.0,,,,100.0,4.0,3.0,5.0,,1.0,,5.0,1.0,3.0,87.0,319.0,9.0,7.0,180.0,30.0,18.0,14.0,9.0,25.0,16.0,,120.0,8.0,258.0,,,25.0,16.0,60.0,3.0,413.0,,0.0,11.0,19.0,,28.0,1.0,621.0,18.0,10.0,9.0,9.0,14.0,0.0
919066,18.0,2017-12-16 15:00:00,20,Southampton,Away,219.0,18.0,,2.0,2.0,1.0,,169.0,4.0,,4.0,4.0,12.0,33.0,386.0,,3.0,13.0,9.0,12.0,4.0,,,,,,,,,,,,,4.0,,,,,,10.0,11.0,13.0,4.0,2.0,,76.0,63.0,1.0,1.0,,2.0,20.0,2.0,28.0,,,4.0,4.0,4.0,,11.0,5.0,67.0,47.0,2.0,25.0,13.0,,1.0,48.0,16.0,8.0,,,1.0,1.0,,157.0,,,,,,,8.0,,,,,,,,,13.0,,15.0,15.0,3.0,4.0,118.0,77.0,49.0,8.0,,1.0,3.0,2.0,451.0,,,8.0,,79.0,64.0,22.0,,,,,,131.0,131.0,3.0,34.0,17.0,46.4,,,,,20.0,0.0,,,,123.0,4.0,3.0,7.0,,,,2.0,,3.0,55.0,374.0,9.0,4.0,246.0,29.0,25.0,10.0,4.0,13.0,9.0,,90.0,10.0,241.0,,,23.0,15.0,67.0,2.0,474.0,1.0,0.0,6.0,20.0,3.0,17.0,3.0,654.0,10.0,12.0,7.0,4.0,16.0,0.0
919079,19.0,2017-12-23 15:00:00,20,Southampton,Home,118.0,14.0,2.0,3.0,1.0,,1.0,154.0,,1.0,1.0,4.0,17.0,13.0,269.0,,,24.0,19.0,22.0,6.0,3.0,,1.0,,,,,,,,,,7.0,,,,1.0,1.0,6.0,8.0,2.0,8.0,4.0,,57.0,81.0,4.0,3.0,1.0,3.0,23.0,2.0,10.0,,,9.0,8.0,5.0,,11.0,,61.0,52.0,3.0,30.0,20.0,,,60.0,16.0,9.0,1.0,,1.0,2.0,,168.0,1.0,,,,1.0,,4.0,,,,,,,,,20.0,1.0,15.0,15.0,,1.0,67.0,87.0,34.0,1.0,,3.0,7.0,6.0,363.0,,,4.0,2.0,68.0,47.0,29.0,,,,,,182.0,182.0,3.0,30.0,42.0,52.6,1.0,2.0,,,23.0,0.0,,,,92.0,1.0,,1.0,,,1.0,4.0,1.0,3.0,64.0,260.0,10.0,10.0,142.0,33.0,30.0,14.0,8.0,23.0,15.0,1.0,109.0,4.0,265.0,,1.0,41.0,17.0,67.0,3.0,384.0,,0.0,12.0,14.0,2.0,30.0,2.0,598.0,20.0,19.0,8.0,9.0,6.0,0.0
919090,20.0,2017-12-26 12:30:00,20,Southampton,Away,131.0,22.0,2.0,4.0,2.0,1.0,,138.0,3.0,,2.0,4.0,9.0,35.0,265.0,,1.0,12.0,15.0,9.0,10.0,2.0,,,,,,,,,,,,12.0,,1.0,,,2.0,10.0,10.0,6.0,11.0,5.0,,64.0,64.0,,,,,27.0,3.0,15.0,1.0,,8.0,6.0,7.0,,9.0,1.0,57.0,64.0,,17.0,8.0,1.0,3.0,49.0,15.0,7.0,,,2.0,2.0,,138.0,,,,,,,11.0,,,1.0,,,,,,8.0,1.0,18.0,18.0,1.0,2.0,78.0,68.0,37.0,3.0,1.0,7.0,5.0,6.0,333.0,,,3.0,4.0,68.0,43.0,33.0,,,,,,140.0,140.0,2.0,33.0,26.0,43.0,1.0,,,,27.0,0.0,,,,79.0,1.0,1.0,1.0,,,,7.0,,3.0,67.0,252.0,14.0,12.0,154.0,40.0,17.0,23.0,7.0,22.0,15.0,,110.0,5.0,227.0,,,20.0,9.0,72.0,1.0,359.0,1.0,0.0,16.0,28.0,2.0,14.0,2.0,558.0,28.0,9.0,20.0,8.0,19.0,0.0
919098,21.0,2017-12-30 17:30:00,20,Southampton,Away,149.0,9.0,1.0,2.0,1.0,6.0,,182.0,2.0,,2.0,4.0,11.0,14.0,329.0,,1.0,10.0,23.0,13.0,4.0,1.0,,,,,,1.0,1.0,,1.0,,,6.0,,,,,,7.0,8.0,7.0,7.0,1.0,,74.0,68.0,1.0,1.0,,8.0,18.0,1.0,13.0,,,7.0,11.0,4.0,,11.0,1.0,60.0,55.0,8.0,31.0,18.0,,,45.0,13.0,12.0,,,2.0,,1.0,156.0,,,,,,,9.0,,,,1.0,,,,1.0,18.0,,8.0,8.0,1.0,2.0,105.0,77.0,33.0,10.0,,3.0,2.0,3.0,397.0,,,6.0,2.0,85.0,53.0,31.0,,,,,,146.0,146.0,,37.0,21.0,45.5,,,,,18.0,0.0,,,,88.0,1.0,2.0,3.0,,,,4.0,,3.0,65.0,319.0,8.0,5.0,165.0,21.0,31.0,14.0,6.0,21.0,15.0,,112.0,9.0,279.0,1.0,,29.0,11.0,61.0,2.0,423.0,2.0,0.0,8.0,19.0,1.0,16.0,4.0,615.0,19.0,9.0,11.0,7.0,11.0,0.0
919109,22.0,2018-01-02 19:45:00,20,Southampton,Home,207.0,26.0,2.0,3.0,1.0,2.0,,240.0,4.0,,2.0,8.0,17.0,31.0,444.0,,,22.0,23.0,16.0,5.0,1.0,,,,,,,,,,,,9.0,,,,,,6.0,6.0,5.0,4.0,6.0,,88.0,70.0,,,,1.0,23.0,,15.0,,1.0,4.0,7.0,5.0,,11.0,2.0,61.0,62.0,1.0,23.0,14.0,,1.0,67.0,8.0,11.0,1.0,,1.0,1.0,,193.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,14.0,,14.0,14.0,,2.0,153.0,87.0,54.0,7.0,,5.0,2.0,3.0,537.0,,,3.0,2.0,114.0,55.0,32.0,,,,,,169.0,169.0,7.0,31.0,27.0,61.1,,3.0,,,23.0,0.0,,,,126.0,1.0,1.0,2.0,,1.0,,7.0,,3.0,101.0,427.0,8.0,7.0,239.0,39.0,23.0,13.0,3.0,16.0,13.0,,153.0,11.0,337.0,,,30.0,18.0,66.0,1.0,560.0,,0.0,10.0,26.0,1.0,25.0,0.0,759.0,13.0,19.0,9.0,4.0,19.0,0.0
919121,23.0,2018-01-13 15:00:00,20,Southampton,Away,125.0,16.0,2.0,3.0,1.0,4.0,,134.0,3.0,,1.0,9.0,10.0,30.0,256.0,2.0,,17.0,29.0,26.0,6.0,1.0,,1.0,,,,,,2.0,,,,9.0,,,,,,6.0,11.0,5.0,7.0,3.0,,50.0,59.0,1.0,,1.0,4.0,24.0,2.0,4.0,,2.0,4.0,11.0,3.0,,12.0,1.0,60.0,63.0,4.0,32.0,14.0,1.0,,60.0,13.0,10.0,,,1.0,1.0,,160.0,1.0,,1.0,1.0,,1.0,11.0,,,2.0,2.0,,,,,14.0,,12.0,12.0,,1.0,94.0,73.0,34.0,5.0,2.0,3.0,5.0,4.0,349.0,,,2.0,2.0,75.0,55.0,26.0,,,,,,172.0,172.0,3.0,28.0,23.0,44.4,,2.0,,1.0,24.0,0.0,,,,72.0,1.0,1.0,2.0,,,1.0,4.0,1.0,3.0,70.0,244.0,16.0,8.0,159.0,35.0,32.0,14.0,4.0,19.0,15.0,2.0,119.0,12.0,236.0,2.0,,35.0,11.0,71.0,3.0,376.0,2.0,0.0,10.0,15.0,1.0,22.0,5.0,582.0,18.0,12.0,12.0,4.0,12.0,0.0
919129,24.0,2018-01-21 16:00:00,20,Southampton,Home,115.0,17.0,,3.0,3.0,1.0,1.0,125.0,1.0,,3.0,4.0,10.0,23.0,237.0,,,18.0,16.0,10.0,7.0,1.0,,,,,,,,,,,,9.0,,,,,1.0,3.0,11.0,6.0,3.0,7.0,,51.0,67.0,2.0,2.0,,4.0,23.0,1.0,7.0,,,2.0,6.0,4.0,,13.0,1.0,46.0,55.0,4.0,17.0,3.0,,,64.0,8.0,15.0,,2.0,2.0,3.0,,150.0,,,,,,,10.0,,,,1.0,,,,1.0,3.0,1.0,14.0,14.0,4.0,3.0,65.0,68.0,32.0,9.0,,4.0,4.0,4.0,316.0,,,4.0,4.0,67.0,40.0,21.0,,,,,,151.0,151.0,2.0,29.0,32.0,41.1,,2.0,,,23.0,0.0,,,,77.0,,1.0,1.0,,,,5.0,,3.0,53.0,226.0,14.0,8.0,133.0,29.0,17.0,13.0,2.0,15.0,13.0,,108.0,6.0,225.0,1.0,,26.0,10.0,68.0,2.0,343.0,,0.0,10.0,21.0,5.0,21.0,2.0,538.0,9.0,6.0,10.0,2.0,16.0,0.0
919140,25.0,2018-01-31 19:45:00,20,Southampton,Home,159.0,15.0,3.0,7.0,5.0,,,332.0,1.0,,8.0,4.0,15.0,26.0,484.0,,1.0,25.0,39.0,18.0,8.0,4.0,,,,,,,1.0,,,,,12.0,,,,,1.0,6.0,5.0,4.0,7.0,11.0,,82.0,65.0,2.0,2.0,,,31.0,7.0,13.0,,,7.0,18.0,9.0,1.0,5.0,,80.0,55.0,,16.0,9.0,,,73.0,8.0,9.0,,,4.0,4.0,1.0,190.0,,,,,,,5.0,,,,2.0,,,,,9.0,1.0,12.0,12.0,1.0,8.0,160.0,74.0,39.0,2.0,,8.0,4.0,3.0,570.0,,,2.0,2.0,123.0,78.0,49.0,1.0,1.0,1.0,,,175.0,175.0,7.0,20.0,29.0,65.8,,,1.0,,31.0,0.0,,,,156.0,1.0,,1.0,,,,8.0,,3.0,167.0,472.0,15.0,12.0,181.0,31.0,16.0,31.0,7.0,37.0,31.0,,216.0,6.0,444.0,2.0,,26.0,17.0,65.0,,588.0,1.0,0.0,18.0,12.0,2.0,26.0,3.0,816.0,26.0,18.0,16.0,7.0,8.0,0.0
919152,26.0,2018-02-03 15:00:00,20,Southampton,Away,179.0,32.0,2.0,6.0,4.0,2.0,,231.0,2.0,,2.0,5.0,22.0,35.0,404.0,,2.0,24.0,29.0,26.0,8.0,,,,1.0,1.0,,,2.0,,,,,8.0,,,,,,8.0,4.0,5.0,7.0,6.0,,80.0,65.0,1.0,1.0,,4.0,18.0,3.0,10.0,,1.0,7.0,11.0,5.0,1.0,10.0,1.0,60.0,65.0,4.0,27.0,15.0,,,75.0,10.0,12.0,,,2.0,,2.0,178.0,2.0,1.0,1.0,,2.0,,9.0,,,,1.0,,,,,15.0,,6.0,6.0,1.0,2.0,129.0,90.0,44.0,5.0,2.0,4.0,6.0,5.0,492.0,,,2.0,4.0,70.0,78.0,32.0,,,,,,165.0,165.0,5.0,30.0,22.0,61.1,,,3.0,,18.0,0.0,,,,135.0,,1.0,1.0,,,,5.0,,3.0,105.0,391.0,3.0,10.0,206.0,48.0,27.0,15.0,6.0,22.0,16.0,,152.0,10.0,338.0,1.0,,26.0,25.0,83.0,2.0,522.0,,0.0,13.0,14.0,3.0,25.0,1.0,720.0,22.0,13.0,14.0,7.0,8.0,0.0
919158,27.0,2018-02-11 16:30:00,20,Southampton,Home,216.0,33.0,,5.0,5.0,3.0,1.0,216.0,4.0,,4.0,9.0,14.0,37.0,427.0,,,24.0,20.0,21.0,5.0,1.0,,,,,,,,,,,,5.0,,,,,1.0,1.0,11.0,5.0,5.0,1.0,,84.0,77.0,2.0,2.0,,1.0,29.0,,11.0,,,3.0,8.0,7.0,,12.0,2.0,49.0,58.0,1.0,11.0,3.0,1.0,1.0,51.0,5.0,7.0,,,2.0,3.0,,209.0,,,,,,,13.0,,,,,,,,,3.0,,16.0,16.0,,4.0,119.0,106.0,60.0,1.0,,2.0,4.0,4.0,524.0,,,4.0,1.0,118.0,83.0,29.0,,,,,,174.0,174.0,1.0,26.0,44.0,52.2,,,,,29.0,0.0,,,,133.0,1.0,1.0,2.0,,,,2.0,,3.0,83.0,416.0,11.0,6.0,241.0,54.0,11.0,17.0,3.0,21.0,18.0,,120.0,8.0,325.0,,,22.0,14.0,73.0,5.0,545.0,,0.0,6.0,15.0,,26.0,1.0,736.0,15.0,18.0,15.0,3.0,9.0,0.0
919166,28.0,2018-02-24 15:00:00,20,Southampton,Away,116.0,14.0,3.0,5.0,3.0,3.0,,142.0,3.0,2.0,3.0,6.0,11.0,21.0,253.0,,,21.0,30.0,24.0,6.0,3.0,,1.0,,,,,,,,,,10.0,,,,,,9.0,8.0,1.0,8.0,5.0,,58.0,71.0,,,,1.0,16.0,4.0,6.0,,,5.0,7.0,2.0,,5.0,1.0,56.0,62.0,1.0,37.0,16.0,,,59.0,14.0,6.0,,,2.0,2.0,,162.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,16.0,1.0,11.0,11.0,1.0,3.0,82.0,90.0,31.0,7.0,,3.0,7.0,6.0,355.0,,,2.0,1.0,68.0,66.0,17.0,,,,,,162.0,162.0,3.0,32.0,29.0,49.9,,,1.0,,16.0,0.0,,,,76.0,1.0,1.0,2.0,,1.0,1.0,3.0,,3.0,73.0,241.0,8.0,10.0,143.0,34.0,37.0,12.0,5.0,15.0,11.0,1.0,125.0,14.0,250.0,1.0,2.0,42.0,11.0,82.0,,378.0,1.0,0.0,13.0,23.0,1.0,26.0,0.0,574.0,18.0,13.0,9.0,5.0,16.0,0.0
919179,29.0,2018-03-03 15:00:00,20,Southampton,Home,126.0,18.0,3.0,10.0,7.0,3.0,1.0,213.0,7.0,,6.0,4.0,10.0,27.0,329.0,,1.0,31.0,27.0,15.0,11.0,2.0,,,,,,,,,,,,11.0,,,,,1.0,4.0,3.0,9.0,9.0,9.0,,59.0,58.0,1.0,1.0,,1.0,19.0,7.0,8.0,,,15.0,21.0,6.0,,12.0,1.0,55.0,62.0,1.0,13.0,3.0,,,60.0,8.0,13.0,,,6.0,5.0,,163.0,,,,,,,11.0,,,,2.0,,,,,3.0,,5.0,5.0,,6.0,105.0,71.0,39.0,4.0,,3.0,10.0,6.0,398.0,,,,5.0,92.0,82.0,51.0,,,,,,158.0,158.0,3.0,23.0,25.0,65.2,,,,,19.0,0.0,,,,95.0,2.0,1.0,3.0,,,,5.0,,3.0,107.0,310.0,3.0,13.0,144.0,30.0,13.0,18.0,12.0,44.0,32.0,,154.0,7.0,322.0,2.0,,26.0,10.0,62.0,2.0,422.0,1.0,0.0,18.0,18.0,2.0,32.0,0.0,639.0,35.0,10.0,17.0,15.0,10.0,0.0
919189,30.0,2018-03-10 15:00:00,20,Southampton,Away,172.0,18.0,2.0,5.0,3.0,5.0,,207.0,2.0,,6.0,5.0,8.0,31.0,374.0,,,40.0,28.0,20.0,3.0,2.0,,,,,,,,,,,,4.0,,,,,,7.0,5.0,2.0,3.0,3.0,,72.0,62.0,1.0,1.0,,1.0,20.0,1.0,8.0,,,6.0,15.0,2.0,,10.0,1.0,60.0,54.0,1.0,12.0,10.0,,1.0,76.0,10.0,10.0,,,1.0,1.0,,190.0,,,,,,,8.0,,,,,,,,1.0,10.0,,4.0,4.0,,6.0,123.0,94.0,43.0,2.0,,2.0,3.0,2.0,485.0,,,,4.0,100.0,109.0,33.0,,,,,,189.0,189.0,,26.0,28.0,63.0,,,,,20.0,0.0,,,,124.0,1.0,1.0,2.0,,,,3.0,,3.0,87.0,360.0,6.0,5.0,202.0,52.0,12.0,15.0,6.0,24.0,18.0,,151.0,14.0,331.0,,,27.0,12.0,81.0,1.0,509.0,1.0,0.0,6.0,14.0,,43.0,2.0,692.0,12.0,12.0,10.0,6.0,10.0,0.0
919200,31.0,2018-05-08 19:45:00,20,Southampton,Away,102.0,8.0,5.0,10.0,5.0,5.0,,161.0,3.0,,2.0,8.0,8.0,22.0,253.0,,1.0,19.0,36.0,45.0,10.0,1.0,,,,,,,,,,,,8.0,,,,,,9.0,4.0,7.0,9.0,4.0,,45.0,61.0,1.0,1.0,1.0,4.0,19.0,2.0,9.0,,,6.0,7.0,5.0,,7.0,2.0,71.0,65.0,4.0,56.0,33.0,,,65.0,15.0,7.0,,,,,,175.0,,,,,,,9.0,,,,2.0,,,,,33.0,,7.0,7.0,,2.0,77.0,99.0,39.0,7.0,,3.0,8.0,8.0,352.0,,,3.0,2.0,60.0,69.0,24.0,,,,,,151.0,151.0,2.0,29.0,24.0,46.7,,,,3.0,19.0,0.0,,,,75.0,,3.0,3.0,,,,3.0,1.0,3.0,65.0,245.0,7.0,11.0,122.0,28.0,56.0,6.0,6.0,18.0,12.0,,121.0,12.0,268.0,2.0,,40.0,9.0,78.0,,372.0,,0.0,13.0,14.0,1.0,20.0,1.0,565.0,22.0,10.0,2.0,6.0,7.0,0.0
919210,2.0,2017-08-19 15:00:00,20,Southampton,Home,198.0,14.0,3.0,4.0,1.0,3.0,,293.0,7.0,,1.0,2.0,24.0,16.0,487.0,,,13.0,25.0,16.0,10.0,,,,,,,,,,,,,12.0,2.0,1.0,,,,9.0,13.0,3.0,7.0,7.0,,80.0,61.0,,,2.0,2.0,12.0,3.0,6.0,,,7.0,14.0,7.0,,9.0,2.0,61.0,39.0,2.0,19.0,9.0,,1.0,55.0,18.0,10.0,1.0,,2.0,,,179.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,9.0,2.0,8.0,8.0,1.0,1.0,146.0,62.0,44.0,2.0,1.0,5.0,6.0,5.0,545.0,,,2.0,,70.0,69.0,49.0,,,,,2.0,129.0,129.0,4.0,20.0,32.0,66.1,1.0,,,,12.0,0.0,,,,164.0,5.0,1.0,6.0,,,,6.0,,3.0,143.0,470.0,6.0,11.0,215.0,28.0,19.0,6.0,5.0,26.0,21.0,,193.0,7.0,380.0,,,12.0,26.0,43.0,1.0,569.0,,0.0,14.0,10.0,,16.0,1.0,725.0,26.0,9.0,3.0,7.0,7.0,0.0
