matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918900,1.0,2017-08-12 15:00:00,20,Southampton,Home,156.0,18.0,4.0,12.0,9.0,2.0,1.0,288.0,2.0,,1.0,2.0,15.0,18.0,432.0,2.0,,23.0,18.0,17.0,21.0,2.0,,,,1.0,,,1.0,,,,,23.0,,1.0,,,,2.0,3.0,1.0,16.0,13.0,,77.0,61.0,2.0,2.0,,,23.0,11.0,4.0,,2.0,13.0,15.0,9.0,,9.0,,42.0,47.0,,11.0,9.0,,,55.0,10.0,12.0,,,4.0,1.0,1.0,172.0,,,,,,,4.0,,,,2.0,,,,,9.0,1.0,12.0,12.0,,1.0,136.0,55.0,28.0,,,14.0,9.0,2.0,496.0,,,2.0,,90.0,80.0,54.0,,,,,,136.0,136.0,5.0,27.0,26.0,59.6,1.0,,,,23.0,0.0,,,,133.0,,,,,,,16.0,2.0,3.0,168.0,418.0,6.0,23.0,172.0,32.0,11.0,8.0,11.0,35.0,25.0,,206.0,5.0,381.0,2.0,,15.0,16.0,46.0,,518.0,2.0,0.0,29.0,12.0,1.0,26.0,2.0,707.0,38.0,13.0,6.0,13.0,10.0,0.0
918912,32.0,2018-03-31 15:00:00,20,Southampton,Away,125.0,6.0,3.0,6.0,3.0,2.0,,174.0,5.0,,2.0,5.0,9.0,20.0,293.0,,,19.0,20.0,16.0,7.0,2.0,,,,,,,,,,,,7.0,,,,,,10.0,8.0,4.0,6.0,3.0,,52.0,60.0,,,,4.0,18.0,4.0,9.0,,,9.0,7.0,3.0,,12.0,1.0,64.0,54.0,4.0,28.0,10.0,2.0,,59.0,16.0,9.0,,,1.0,1.0,,166.0,,,,,,,8.0,,,,,,,,,10.0,,10.0,10.0,,2.0,102.0,84.0,39.0,5.0,,5.0,4.0,,382.0,,,3.0,2.0,79.0,58.0,33.0,,,,,,164.0,164.0,1.0,22.0,34.0,51.9,,,,,18.0,0.0,,,,84.0,1.0,1.0,2.0,,,,5.0,,3.0,79.0,277.0,11.0,9.0,145.0,24.0,28.0,19.0,8.0,19.0,11.0,,129.0,9.0,278.0,,,29.0,10.0,64.0,,404.0,,0.0,9.0,17.0,1.0,22.0,3.0,604.0,13.0,16.0,12.0,9.0,12.0,0.0
918916,3.0,2017-08-26 15:00:00,20,Southampton,Away,240.0,23.0,,1.0,1.0,3.0,,143.0,6.0,,5.0,3.0,18.0,21.0,382.0,,2.0,24.0,25.0,18.0,6.0,,,,,,,,,,,,,6.0,,,,,,5.0,12.0,4.0,3.0,3.0,,72.0,65.0,2.0,2.0,,5.0,16.0,,8.0,,,4.0,5.0,,,13.0,3.0,59.0,52.0,5.0,29.0,17.0,,2.0,59.0,10.0,10.0,,,1.0,,,193.0,,,,,,,8.0,,,,,,,,,17.0,,10.0,10.0,,5.0,123.0,90.0,51.0,5.0,,3.0,3.0,3.0,481.0,,,6.0,1.0,44.0,50.0,19.0,,,,,,171.0,171.0,1.0,33.0,24.0,55.3,,,,,16.0,0.0,,,,114.0,5.0,1.0,6.0,,3.0,,3.0,,3.0,43.0,369.0,5.0,6.0,282.0,41.0,29.0,13.0,3.0,8.0,5.0,,96.0,7.0,228.0,,,32.0,19.0,75.0,3.0,502.0,1.0,0.0,6.0,16.0,4.0,28.0,1.0,704.0,7.0,19.0,9.0,4.0,11.0,0.0
918929,4.0,2017-09-09 15:00:00,20,Southampton,Home,135.0,13.0,,3.0,3.0,3.0,,172.0,5.0,1.0,3.0,5.0,12.0,31.0,304.0,,,28.0,23.0,19.0,7.0,,,,,,,,,,,,,4.0,,,,,1.0,7.0,4.0,8.0,4.0,5.0,,71.0,59.0,,,,1.0,22.0,5.0,10.0,,,7.0,10.0,4.0,,13.0,,60.0,55.0,1.0,22.0,11.0,,,72.0,8.0,11.0,,,2.0,2.0,,171.0,,,,,,,11.0,,,,,,,,,11.0,,12.0,12.0,,3.0,92.0,77.0,32.0,4.0,,2.0,5.0,1.0,397.0,,,4.0,1.0,83.0,70.0,40.0,,,,,,181.0,181.0,3.0,29.0,23.0,52.7,,,,,22.0,0.0,,,,89.0,,1.0,1.0,,,,3.0,1.0,3.0,84.0,288.0,9.0,7.0,157.0,36.0,22.0,12.0,6.0,22.0,16.0,,140.0,8.0,288.0,,1.0,26.0,13.0,76.0,2.0,423.0,1.0,0.0,9.0,19.0,1.0,32.0,0.0,637.0,20.0,17.0,6.0,7.0,9.0,0.0
918935,5.0,2017-09-16 12:30:00,20,Southampton,Away,177.0,24.0,2.0,4.0,2.0,2.0,,231.0,5.0,,3.0,3.0,13.0,40.0,404.0,,,13.0,20.0,20.0,9.0,2.0,,,,,,,,,,,,11.0,,,,,,5.0,10.0,4.0,8.0,5.0,,67.0,76.0,,,1.0,6.0,16.0,5.0,10.0,,,5.0,9.0,1.0,,8.0,1.0,57.0,56.0,6.0,36.0,23.0,,1.0,64.0,13.0,13.0,,,2.0,1.0,,156.0,,,,,,,11.0,,,1.0,,,,,,23.0,,10.0,10.0,,3.0,131.0,82.0,53.0,5.0,1.0,4.0,7.0,4.0,473.0,,,2.0,1.0,69.0,79.0,36.0,,,,,,143.0,143.0,2.0,35.0,30.0,54.4,,,,,16.0,0.0,,,,149.0,3.0,,3.0,,1.0,,4.0,1.0,3.0,104.0,388.0,5.0,11.0,205.0,41.0,36.0,15.0,5.0,16.0,11.0,,152.0,8.0,314.0,,,19.0,14.0,76.0,1.0,503.0,,0.0,13.0,15.0,,17.0,1.0,699.0,27.0,11.0,8.0,5.0,11.0,0.0
918949,6.0,2017-09-23 15:00:00,20,Southampton,Home,196.0,14.0,4.0,7.0,3.0,4.0,1.0,264.0,2.0,,6.0,7.0,14.0,27.0,453.0,,,20.0,18.0,6.0,8.0,2.0,,,,,,,,,,,,10.0,,,,,,8.0,6.0,3.0,8.0,6.0,,76.0,72.0,,,,2.0,20.0,4.0,5.0,,,8.0,13.0,8.0,,13.0,1.0,50.0,41.0,2.0,10.0,5.0,,1.0,75.0,12.0,9.0,,,1.0,2.0,,182.0,,,,,,,3.0,,,,,,,,,5.0,,11.0,11.0,1.0,6.0,135.0,65.0,47.0,4.0,,3.0,7.0,4.0,530.0,,,2.0,2.0,64.0,70.0,50.0,,,,,,148.0,148.0,3.0,32.0,30.0,60.6,,,,,20.0,0.0,,,,151.0,2.0,1.0,3.0,,,,6.0,,3.0,128.0,441.0,8.0,10.0,215.0,28.0,10.0,11.0,8.0,31.0,23.0,,179.0,11.0,360.0,,,21.0,14.0,53.0,3.0,544.0,1.0,0.0,14.0,18.0,1.0,21.0,1.0,736.0,25.0,11.0,8.0,8.0,13.0,0.0
918960,7.0,2017-09-30 15:00:00,20,Southampton,Away,260.0,14.0,2.0,7.0,5.0,3.0,1.0,280.0,,1.0,5.0,4.0,17.0,25.0,533.0,,2.0,19.0,29.0,21.0,15.0,3.0,,,,,,,,,,,,16.0,,,,,2.0,3.0,11.0,6.0,16.0,5.0,,97.0,67.0,1.0,1.0,,,18.0,6.0,4.0,,,6.0,12.0,9.0,1.0,11.0,3.0,57.0,61.0,,19.0,9.0,1.0,,62.0,10.0,11.0,,,1.0,1.0,,176.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,,9.0,,14.0,14.0,1.0,5.0,155.0,83.0,56.0,5.0,,10.0,9.0,3.0,602.0,,,9.0,1.0,78.0,73.0,48.0,,1.0,1.0,1.0,,142.0,142.0,1.0,30.0,28.0,70.5,,,,,18.0,0.0,,,,192.0,3.0,1.0,5.0,,,,12.0,,3.0,124.0,519.0,7.0,19.0,281.0,30.0,19.0,18.0,5.0,27.0,22.0,,168.0,5.0,366.0,1.0,1.0,25.0,19.0,61.0,3.0,620.0,1.0,0.0,21.0,14.0,3.0,20.0,2.0,838.0,35.0,16.0,15.0,6.0,10.0,0.0
918969,8.0,2017-10-15 16:00:00,20,Southampton,Home,239.0,20.0,1.0,3.0,2.0,2.0,,259.0,2.0,,2.0,8.0,9.0,38.0,495.0,,,23.0,18.0,28.0,7.0,1.0,,,,,,,,,,,,10.0,1.0,,,,,5.0,12.0,7.0,7.0,5.0,,83.0,59.0,2.0,2.0,1.0,4.0,16.0,4.0,9.0,1.0,1.0,3.0,15.0,3.0,,11.0,1.0,52.0,62.0,4.0,32.0,20.0,1.0,,71.0,11.0,12.0,2.0,,2.0,,,171.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,20.0,,11.0,11.0,1.0,2.0,172.0,94.0,70.0,8.0,,4.0,5.0,2.0,558.0,,,6.0,2.0,95.0,78.0,43.0,,,,,1.0,139.0,139.0,10.0,26.0,18.0,61.8,,,1.0,,16.0,0.0,,,,157.0,3.0,,2.0,,,,6.0,,3.0,116.0,479.0,7.0,9.0,257.0,40.0,32.0,15.0,3.0,21.0,18.0,,159.0,2.0,347.0,,,20.0,9.0,73.0,1.0,583.0,,0.0,12.0,11.0,,24.0,1.0,780.0,14.0,15.0,12.0,3.0,11.0,0.0
918978,9.0,2017-10-21 17:30:00,20,Southampton,Home,187.0,13.0,2.0,5.0,3.0,2.0,,310.0,2.0,,5.0,7.0,18.0,29.0,492.0,,1.0,15.0,20.0,20.0,15.0,1.0,4.0,1.0,,,,,1.0,,,,1.0,14.0,,,,1.0,1.0,5.0,2.0,5.0,11.0,9.0,,87.0,73.0,2.0,2.0,,1.0,20.0,3.0,1.0,,,8.0,18.0,5.0,,6.0,1.0,40.0,65.0,1.0,30.0,18.0,,,73.0,10.0,7.0,,,2.0,,1.0,187.0,,,,,,,6.0,,,1.0,,,,,,18.0,2.0,8.0,8.0,,5.0,156.0,79.0,52.0,3.0,,9.0,7.0,6.0,571.0,,,1.0,2.0,98.0,54.0,49.0,,,,,,149.0,149.0,5.0,24.0,37.0,65.7,1.0,,,,20.0,0.0,,,,159.0,1.0,1.0,2.0,,,1.0,11.0,,3.0,156.0,481.0,7.0,16.0,208.0,28.0,30.0,21.0,6.0,29.0,23.0,1.0,214.0,9.0,410.0,1.0,,19.0,19.0,62.0,2.0,589.0,1.0,0.0,20.0,21.0,2.0,16.0,0.0,797.0,25.0,13.0,17.0,8.0,16.0,0.0
918985,10.0,2017-10-29 13:30:00,20,Southampton,Away,195.0,9.0,,2.0,2.0,,,167.0,1.0,,5.0,7.0,14.0,24.0,360.0,,,20.0,16.0,9.0,3.0,,,,,,1.0,,1.0,,,,,2.0,,,1.0,,1.0,4.0,6.0,1.0,3.0,3.0,,73.0,65.0,,,1.0,3.0,19.0,3.0,9.0,,,7.0,9.0,4.0,,13.0,,52.0,41.0,3.0,17.0,10.0,,,54.0,10.0,8.0,,,2.0,2.0,1.0,163.0,,,,,,,7.0,,,,2.0,,,,1.0,10.0,1.0,7.0,7.0,,5.0,105.0,82.0,47.0,2.0,1.0,,3.0,1.0,430.0,,,1.0,,54.0,82.0,29.0,,,,,,143.0,143.0,1.0,25.0,29.0,48.1,1.0,2.0,,,19.0,0.0,,,,109.0,1.0,,1.0,,3.0,,2.0,1.0,3.0,64.0,349.0,10.0,3.0,212.0,25.0,17.0,13.0,6.0,21.0,15.0,,105.0,5.0,259.0,2.0,,28.0,16.0,67.0,1.0,450.0,1.0,0.0,6.0,16.0,,23.0,1.0,623.0,15.0,12.0,8.0,7.0,10.0,0.0
