matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987698,11.0,2018-11-04 15:00:00,20,Southampton,Away,113.0,11.0,3.0,8.0,5.0,3.0,1.0,164.0,7.0,1.0,2.0,5.0,5.0,33.0,269.0,,1.0,18.0,16.0,11.0,6.0,2.0,,,,,,,1.0,1.0,,,9.0,1.0,,,,,2.0,5.0,14.0,5.0,9.0,4.0,,57.0,44.0,1.0,2.0,1.0,1.0,19.0,2.0,15.0,,,4.0,6.0,5.0,,5.0,1.0,52.0,48.0,1.0,19.0,5.0,1.0,,51.0,9.0,12.0,1.0,,5.0,5.0,,117.0,,,,,,8.0,,,,,,,,,5.0,,14.0,14.0,3.0,2.0,82.0,64.0,45.0,4.0,,4.0,4.0,6.0,315.0,,,5.0,,1.0,41.0,77.0,24.0,,,,,1.0,110.0,110.0,3.0,24.0,13.0,32.7,,,,,19.0,0.0,,,,85.0,2.0,1.0,3.0,,1.0,,5.0,1.0,3.0,64.0,247.0,9.0,8.0,133.0,27.0,19.0,13.0,4.0,20.0,16.0,,98.0,7.0,228.0,,1.0,20.0,5.0,61.0,1.0,341.0,,0.0,13.0,19.0,1.0,18.0,1.0,523.0,19.0,13.0,6.0,4.0,6.0,0.0
987711,12.0,2018-11-10 15:00:00,20,Southampton,Home,86.0,7.0,2.0,3.0,1.0,,,127.0,1.0,,1.0,8.0,4.0,20.0,210.0,,,18.0,20.0,24.0,8.0,1.0,,,,,,,,,,,8.0,,,,,,3.0,5.0,8.0,4.0,7.0,7.0,,40.0,56.0,2.0,1.0,1.0,1.0,21.0,4.0,5.0,,1.0,7.0,6.0,1.0,,6.0,4.0,48.0,62.0,1.0,37.0,13.0,,,53.0,13.0,13.0,,,2.0,3.0,,120.0,1.0,,1.0,,,3.0,,,,,,,,1.0,13.0,,19.0,19.0,1.0,1.0,73.0,79.0,35.0,6.0,1.0,4.0,6.0,4.0,285.0,,,3.0,1.0,,51.0,59.0,19.0,,,,,,138.0,138.0,1.0,25.0,26.0,42.3,,2.0,,2.0,21.0,0.0,,,,72.0,4.0,1.0,5.0,,,,6.0,1.0,3.0,56.0,198.0,15.0,10.0,106.0,19.0,37.0,14.0,7.0,17.0,10.0,,98.0,6.0,216.0,,,39.0,5.0,66.0,4.0,305.0,,0.0,14.0,17.0,,21.0,3.0,527.0,19.0,10.0,9.0,7.0,11.0,0.0
987716,13.0,2018-11-24 15:00:00,20,Southampton,Away,230.0,18.0,2.0,7.0,5.0,1.0,2.0,257.0,1.0,,10.0,7.0,7.0,36.0,480.0,,,29.0,21.0,17.0,8.0,3.0,,,,,,,,,,,13.0,,,,,,2.0,1.0,8.0,2.0,10.0,9.0,,76.0,60.0,1.0,2.0,,1.0,10.0,5.0,11.0,,,5.0,18.0,6.0,,13.0,1.0,57.0,56.0,1.0,11.0,5.0,,,81.0,6.0,10.0,,,3.0,4.0,,185.0,1.0,,1.0,,,4.0,,,2.0,,,,,1.0,5.0,,7.0,7.0,,10.0,169.0,90.0,38.0,2.0,2.0,6.0,6.0,8.0,582.0,,,2.0,,,104.0,68.0,43.0,,,,,,178.0,178.0,1.0,26.0,22.0,62.8,,3.0,,,10.0,0.0,,,,170.0,2.0,,2.0,,,,6.0,1.0,2.0,113.0,466.0,3.0,12.0,256.0,43.0,11.0,17.0,5.0,33.0,28.0,,173.0,5.0,377.0,,,32.0,9.0,87.0,1.0,600.0,,0.0,19.0,19.0,,31.0,3.0,819.0,32.0,9.0,10.0,5.0,13.0,0.0
987731,14.0,2018-12-01 17:30:00,20,Southampton,Home,84.0,9.0,1.0,4.0,3.0,1.0,,198.0,1.0,,1.0,3.0,4.0,16.0,278.0,,,9.0,26.0,9.0,6.0,1.0,2.0,,1.0,2.0,1.0,4.0,,,,,10.0,,,,,,,10.0,7.0,4.0,5.0,11.0,,45.0,57.0,,,,3.0,12.0,4.0,10.0,,,3.0,9.0,,,13.0,1.0,72.0,51.0,3.0,23.0,11.0,,1.0,49.0,12.0,13.0,1.0,,4.0,1.0,4.0,136.0,1.0,1.0,1.0,,,9.0,,,1.0,1.0,,,,,11.0,,16.0,16.0,1.0,1.0,87.0,59.0,27.0,5.0,1.0,2.0,6.0,6.0,329.0,,,2.0,2.0,,56.0,76.0,19.0,,,,,,132.0,132.0,2.0,21.0,26.0,40.3,,2.0,,1.0,12.0,0.0,,,,90.0,2.0,1.0,3.0,,,,6.0,,2.0,93.0,265.0,6.0,8.0,101.0,21.0,23.0,20.0,3.0,13.0,10.0,,127.0,4.0,270.0,1.0,,25.0,4.0,56.0,,358.0,1.0,0.0,16.0,20.0,3.0,11.0,4.0,560.0,20.0,15.0,9.0,3.0,14.0,0.0
987741,15.0,2018-12-05 20:00:00,20,Southampton,Away,145.0,19.0,3.0,8.0,5.0,1.0,1.0,244.0,,,2.0,5.0,4.0,24.0,381.0,,1.0,17.0,23.0,10.0,10.0,3.0,,1.0,,,,,,1.0,,,12.0,,,1.0,,,,3.0,10.0,3.0,13.0,5.0,,78.0,55.0,2.0,2.0,1.0,2.0,24.0,4.0,4.0,,,6.0,12.0,7.0,,4.0,2.0,41.0,39.0,2.0,21.0,10.0,1.0,,84.0,5.0,7.0,,,2.0,2.0,,149.0,1.0,1.0,1.0,,,4.0,,,1.0,,,,,,10.0,3.0,9.0,9.0,2.0,2.0,121.0,74.0,36.0,8.0,,8.0,6.0,5.0,452.0,,,2.0,1.0,,83.0,77.0,39.0,,,,,,138.0,138.0,2.0,20.0,27.0,47.9,1.0,,,1.0,24.0,0.0,,,,125.0,3.0,2.0,5.0,,,1.0,9.0,,3.0,104.0,372.0,8.0,14.0,158.0,39.0,21.0,12.0,5.0,26.0,21.0,1.0,163.0,5.0,341.0,,,25.0,5.0,64.0,2.0,473.0,1.0,0.0,18.0,15.0,1.0,21.0,0.0,660.0,30.0,12.0,7.0,6.0,10.0,0.0
987745,16.0,2018-12-08 15:00:00,20,Southampton,Away,146.0,14.0,,4.0,4.0,6.0,2.0,190.0,5.0,1.0,5.0,10.0,8.0,24.0,332.0,,,25.0,25.0,21.0,5.0,3.0,,,,1.0,,2.0,,,,,5.0,,,,,,3.0,4.0,12.0,1.0,5.0,7.0,,62.0,55.0,,,,,16.0,5.0,15.0,,,7.0,4.0,4.0,,7.0,3.0,61.0,50.0,,34.0,19.0,1.0,,69.0,10.0,7.0,,,3.0,2.0,2.0,189.0,,,,,,12.0,,,,,,,,,19.0,1.0,15.0,15.0,3.0,5.0,101.0,83.0,41.0,7.0,,3.0,5.0,1.0,424.0,,,1.0,4.0,,59.0,48.0,35.0,,,,,,168.0,168.0,4.0,17.0,28.0,63.8,,,,1.0,16.0,0.0,,,,96.0,3.0,,3.0,,,,6.0,,3.0,84.0,318.0,5.0,8.0,175.0,24.0,34.0,10.0,6.0,16.0,10.0,,134.0,10.0,289.0,,1.0,32.0,8.0,63.0,,448.0,1.0,0.0,12.0,17.0,2.0,32.0,2.0,650.0,18.0,16.0,4.0,7.0,11.0,0.0
987758,17.0,2018-12-16 13:30:00,20,Southampton,Home,108.0,11.0,1.0,4.0,3.0,4.0,1.0,130.0,2.0,1.0,4.0,1.0,3.0,12.0,234.0,,1.0,18.0,8.0,8.0,5.0,3.0,,1.0,,,,,,,,,9.0,,,,,,1.0,6.0,7.0,6.0,5.0,7.0,,47.0,63.0,2.0,,2.0,4.0,26.0,4.0,5.0,,,4.0,8.0,1.0,,11.0,2.0,39.0,41.0,4.0,20.0,8.0,,,51.0,12.0,9.0,2.0,,2.0,2.0,,131.0,3.0,3.0,3.0,,,7.0,,,3.0,1.0,,,,1.0,8.0,,15.0,15.0,2.0,4.0,69.0,60.0,27.0,5.0,,1.0,10.0,7.0,293.0,,,5.0,,,53.0,37.0,19.0,,,,,,131.0,131.0,5.0,20.0,31.0,33.8,,,,,26.0,0.0,,,,70.0,2.0,,2.0,,1.0,1.0,1.0,,3.0,67.0,222.0,12.0,11.0,135.0,19.0,20.0,8.0,3.0,14.0,11.0,1.0,99.0,7.0,196.0,1.0,1.0,28.0,3.0,52.0,2.0,317.0,,0.0,12.0,20.0,1.0,22.0,3.0,519.0,17.0,17.0,4.0,4.0,13.0,0.0
987767,18.0,2018-12-22 15:00:00,20,Southampton,Away,93.0,11.0,,1.0,1.0,2.0,,123.0,5.0,,3.0,6.0,7.0,16.0,215.0,1.0,2.0,16.0,36.0,17.0,8.0,,,1.0,,,,,,,,1.0,10.0,1.0,,,,,,4.0,8.0,8.0,6.0,7.0,,32.0,66.0,4.0,2.0,3.0,4.0,11.0,1.0,2.0,,,2.0,3.0,1.0,,12.0,1.0,61.0,53.0,4.0,46.0,26.0,1.0,,56.0,9.0,11.0,2.0,,2.0,,,151.0,2.0,2.0,2.0,,,8.0,,,2.0,1.0,,,,,26.0,,12.0,12.0,2.0,3.0,84.0,78.0,27.0,8.0,,4.0,6.0,6.0,299.0,,,6.0,3.0,,56.0,27.0,18.0,,,,,1.0,162.0,162.0,4.0,22.0,30.0,37.7,,,,,11.0,0.0,,,,62.0,3.0,1.0,4.0,,,1.0,6.0,,3.0,56.0,198.0,5.0,10.0,123.0,33.0,46.0,17.0,1.0,5.0,4.0,1.0,103.0,9.0,211.0,1.0,,27.0,8.0,61.0,1.0,329.0,1.0,0.0,13.0,12.0,2.0,28.0,3.0,554.0,22.0,12.0,13.0,2.0,9.0,0.0
987779,19.0,2018-12-27 19:45:00,20,Southampton,Home,145.0,9.0,,3.0,3.0,3.0,,172.0,4.0,,1.0,9.0,6.0,19.0,314.0,,,20.0,18.0,16.0,7.0,,,,,,,,,,,,10.0,,,,,,,4.0,9.0,7.0,7.0,4.0,,47.0,71.0,1.0,2.0,,1.0,29.0,3.0,22.0,,,4.0,11.0,2.0,,11.0,2.0,70.0,61.0,1.0,31.0,13.0,,,69.0,10.0,3.0,1.0,,,,,181.0,,,,,,10.0,,,1.0,,,,,,13.0,,12.0,12.0,,1.0,104.0,68.0,39.0,6.0,,2.0,5.0,5.0,391.0,,,5.0,2.0,,87.0,37.0,27.0,,,,,,155.0,155.0,7.0,36.0,26.0,45.8,,3.0,,,29.0,0.0,,,,77.0,2.0,1.0,3.0,,1.0,,3.0,,3.0,88.0,303.0,15.0,7.0,168.0,21.0,31.0,26.0,4.0,17.0,13.0,,134.0,9.0,258.0,,,27.0,6.0,54.0,4.0,409.0,1.0,0.0,11.0,25.0,1.0,23.0,2.0,640.0,23.0,17.0,17.0,4.0,16.0,0.0
987789,20.0,2018-12-30 14:15:00,20,Southampton,Home,92.0,12.0,1.0,2.0,1.0,1.0,1.0,67.0,2.0,,1.0,8.0,4.0,20.0,157.0,,1.0,10.0,17.0,16.0,1.0,2.0,,,,,,,1.0,,,1.0,2.0,,,,,,1.0,7.0,13.0,2.0,3.0,2.0,,30.0,49.0,1.0,1.0,,,9.0,,14.0,,1.0,3.0,2.0,2.0,,7.0,2.0,53.0,55.0,,33.0,17.0,,1.0,31.0,11.0,10.0,,,2.0,3.0,,111.0,,,,,,7.0,,,1.0,,,,,,17.0,,13.0,13.0,3.0,1.0,51.0,54.0,23.0,8.0,1.0,1.0,2.0,4.0,213.0,,,4.0,2.0,1.0,30.0,39.0,13.0,,,,,,117.0,117.0,2.0,32.0,11.0,23.4,,,,,9.0,0.0,,,,43.0,4.0,,4.0,,,,1.0,,3.0,24.0,145.0,6.0,4.0,112.0,29.0,33.0,9.0,3.0,10.0,7.0,,49.0,3.0,133.0,,,22.0,5.0,52.0,,235.0,,1.0,5.0,25.0,1.0,12.0,2.0,413.0,8.0,15.0,4.0,3.0,17.0,0.0
987795,21.0,2019-01-02 19:45:00,20,Southampton,Away,85.0,16.0,,3.0,3.0,2.0,1.0,113.0,5.0,2.0,,3.0,3.0,20.0,195.0,,,14.0,14.0,18.0,3.0,,,,,,,1.0,,,,,5.0,,,,,,,6.0,10.0,7.0,1.0,5.0,,36.0,74.0,,,,1.0,30.0,1.0,22.0,,,2.0,6.0,3.0,,10.0,5.0,65.0,52.0,1.0,42.0,14.0,,,56.0,11.0,8.0,,,2.0,1.0,1.0,137.0,,,,,,7.0,,,,,,,,,14.0,,26.0,26.0,2.0,,66.0,53.0,21.0,7.0,,3.0,,2.0,269.0,,,9.0,1.0,,65.0,24.0,22.0,,,,,,154.0,154.0,7.0,26.0,31.0,28.4,,,,,30.0,0.0,,,,57.0,4.0,2.0,6.0,,2.0,,3.0,,3.0,56.0,181.0,20.0,3.0,114.0,34.0,42.0,15.0,2.0,12.0,10.0,,102.0,4.0,194.0,1.0,2.0,22.0,5.0,58.0,3.0,296.0,,0.0,6.0,20.0,,18.0,2.0,535.0,6.0,18.0,7.0,2.0,13.0,0.0
987808,22.0,2019-01-12 15:00:00,20,Southampton,Away,62.0,6.0,3.0,5.0,2.0,4.0,1.0,70.0,4.0,1.0,2.0,3.0,3.0,13.0,127.0,,,10.0,24.0,29.0,2.0,3.0,,1.0,,,,,,,,1.0,4.0,1.0,,,,,,4.0,9.0,14.0,7.0,1.0,,35.0,51.0,,,2.0,7.0,9.0,2.0,11.0,1.0,,3.0,2.0,1.0,,9.0,2.0,53.0,57.0,7.0,59.0,28.0,,,41.0,9.0,7.0,1.0,,1.0,1.0,,124.0,,,,,,13.0,,,1.0,2.0,,,,,28.0,,20.0,20.0,3.0,2.0,26.0,72.0,28.0,10.0,1.0,2.0,3.0,3.0,197.0,,,10.0,2.0,,38.0,23.0,10.0,,,,,1.0,144.0,144.0,3.0,23.0,16.0,28.3,,,,2.0,9.0,0.0,,,,42.0,3.0,2.0,4.0,1.0,,1.0,3.0,,3.0,23.0,117.0,5.0,5.0,93.0,21.0,59.0,5.0,3.0,7.0,4.0,1.0,61.0,12.0,141.0,2.0,1.0,24.0,4.0,60.0,4.0,227.0,,1.0,8.0,17.0,,22.0,1.0,457.0,17.0,14.0,4.0,3.0,14.0,0.0
987819,23.0,2019-01-19 15:00:00,20,Southampton,Home,113.0,20.0,4.0,6.0,2.0,3.0,1.0,99.0,2.0,,2.0,6.0,4.0,20.0,206.0,,2.0,12.0,31.0,40.0,6.0,3.0,,1.0,,,,,,,,,8.0,,,,,1.0,,3.0,5.0,2.0,9.0,2.0,,41.0,72.0,1.0,1.0,,3.0,20.0,3.0,9.0,,,7.0,10.0,2.0,,16.0,1.0,71.0,76.0,3.0,41.0,26.0,,,53.0,12.0,11.0,,,2.0,1.0,,152.0,,,,,,5.0,,,1.0,1.0,,,,1.0,26.0,1.0,21.0,21.0,,2.0,60.0,70.0,26.0,6.0,1.0,4.0,5.0,4.0,281.0,,,4.0,4.0,,43.0,33.0,28.0,,,,,,167.0,167.0,4.0,29.0,34.0,39.4,1.0,,,2.0,20.0,0.0,,,,49.0,1.0,,1.0,,2.0,1.0,4.0,,3.0,57.0,196.0,11.0,9.0,141.0,35.0,41.0,11.0,7.0,20.0,13.0,1.0,90.0,10.0,181.0,1.0,,26.0,4.0,58.0,3.0,302.0,,0.0,11.0,20.0,2.0,22.0,2.0,544.0,16.0,19.0,6.0,7.0,15.0,0.0
987830,24.0,2019-01-30 19:45:00,20,Southampton,Home,203.0,30.0,2.0,5.0,3.0,3.0,1.0,238.0,6.0,,2.0,2.0,4.0,26.0,436.0,1.0,,24.0,22.0,23.0,6.0,2.0,,,,,,,,,,,11.0,,,,,,2.0,8.0,6.0,9.0,7.0,6.0,,62.0,61.0,2.0,2.0,1.0,2.0,25.0,4.0,14.0,1.0,,3.0,11.0,5.0,,14.0,1.0,70.0,59.0,2.0,19.0,13.0,,,76.0,11.0,8.0,,,,2.0,,176.0,1.0,1.0,1.0,,,9.0,,,1.0,,,,,,13.0,,9.0,9.0,,2.0,155.0,70.0,41.0,8.0,1.0,3.0,6.0,4.0,515.0,,,4.0,2.0,,97.0,56.0,23.0,,,,,,158.0,158.0,7.0,23.0,29.0,58.8,,,1.0,,25.0,0.0,,,,139.0,1.0,1.0,1.0,,,,5.0,,3.0,109.0,422.0,13.0,9.0,221.0,47.0,19.0,13.0,3.0,21.0,18.0,,159.0,9.0,332.0,,,10.0,5.0,49.0,2.0,532.0,1.0,0.0,13.0,24.0,,25.0,2.0,741.0,16.0,18.0,4.0,3.0,15.0,0.0
987833,25.0,2019-02-02 15:00:00,20,Southampton,Away,121.0,23.0,2.0,4.0,2.0,4.0,,151.0,1.0,,3.0,9.0,5.0,26.0,268.0,,1.0,12.0,43.0,35.0,9.0,,,,,,,,,,,,10.0,,,,,,,3.0,14.0,1.0,6.0,4.0,,44.0,81.0,1.0,1.0,,4.0,22.0,3.0,16.0,,,2.0,4.0,2.0,,10.0,1.0,77.0,69.0,4.0,32.0,16.0,,,63.0,9.0,9.0,1.0,,,,,183.0,1.0,,1.0,,,11.0,,,1.0,3.0,,,,1.0,16.0,,7.0,7.0,,3.0,104.0,103.0,42.0,4.0,,3.0,7.0,4.0,371.0,,,6.0,,,53.0,50.0,23.0,1.0,1.0,1.0,,,171.0,171.0,2.0,34.0,29.0,45.8,,2.0,,,22.0,0.0,,,,73.0,5.0,,5.0,,1.0,,3.0,,3.0,63.0,258.0,14.0,10.0,156.0,46.0,32.0,10.0,2.0,8.0,6.0,,117.0,10.0,256.0,3.0,1.0,35.0,7.0,85.0,,404.0,,0.0,10.0,17.0,1.0,17.0,1.0,602.0,17.0,15.0,9.0,2.0,12.0,0.0
987848,26.0,2019-02-09 15:00:00,20,Southampton,Home,161.0,7.0,3.0,4.0,1.0,3.0,,271.0,3.0,,6.0,5.0,9.0,16.0,428.0,,,17.0,35.0,21.0,8.0,2.0,,,,,1.0,1.0,,,,,9.0,,,,,,1.0,8.0,4.0,2.0,10.0,4.0,,72.0,63.0,1.0,1.0,1.0,1.0,18.0,2.0,3.0,,,8.0,10.0,1.0,1.0,8.0,,70.0,65.0,1.0,23.0,13.0,,1.0,71.0,15.0,11.0,,,2.0,2.0,1.0,199.0,1.0,,,1.0,,5.0,,,,1.0,,,,,13.0,,7.0,7.0,1.0,6.0,141.0,76.0,44.0,2.0,,5.0,6.0,7.0,518.0,,,,2.0,,67.0,50.0,35.0,,,,,,162.0,162.0,3.0,18.0,36.0,66.7,,,,,18.0,0.0,,,,127.0,,1.0,1.0,,2.0,,5.0,1.0,3.0,113.0,410.0,7.0,11.0,190.0,28.0,23.0,23.0,7.0,20.0,13.0,,169.0,7.0,369.0,1.0,,25.0,10.0,51.0,,539.0,1.0,0.0,14.0,20.0,1.0,19.0,3.0,740.0,28.0,14.0,14.0,8.0,15.0,0.0
987853,27.0,2019-02-24 14:05:00,20,Southampton,Away,89.0,14.0,,5.0,5.0,2.0,,160.0,3.0,1.0,3.0,2.0,5.0,17.0,244.0,,1.0,24.0,18.0,11.0,7.0,,,,,,,,,,,,6.0,,,,,,2.0,10.0,10.0,2.0,6.0,4.0,,63.0,50.0,1.0,1.0,,4.0,32.0,3.0,14.0,,,4.0,10.0,6.0,,7.0,3.0,59.0,39.0,4.0,27.0,6.0,1.0,,61.0,14.0,7.0,,,1.0,1.0,,133.0,,,,,,8.0,,,,,,,,,6.0,,19.0,19.0,6.0,3.0,64.0,61.0,30.0,6.0,,1.0,6.0,4.0,326.0,,,4.0,3.0,,78.0,43.0,26.0,,,,,,159.0,159.0,7.0,11.0,28.0,37.9,,,,,32.0,0.0,,,,86.0,2.0,,3.0,,,,3.0,1.0,3.0,75.0,232.0,17.0,7.0,114.0,34.0,27.0,12.0,4.0,21.0,17.0,,127.0,3.0,253.0,,1.0,21.0,6.0,53.0,1.0,346.0,2.0,0.0,10.0,16.0,1.0,32.0,0.0,566.0,18.0,15.0,5.0,4.0,11.0,0.0
987871,28.0,2019-02-27 19:45:00,20,Southampton,Home,103.0,16.0,,3.0,3.0,,2.0,195.0,4.0,,3.0,4.0,8.0,24.0,295.0,,,9.0,29.0,26.0,9.0,2.0,,,,1.0,,1.0,,,,,9.0,,,,,,2.0,4.0,7.0,7.0,7.0,7.0,,54.0,66.0,,,1.0,1.0,22.0,3.0,5.0,,,7.0,7.0,3.0,,10.0,2.0,63.0,66.0,1.0,25.0,13.0,,,74.0,15.0,13.0,1.0,,4.0,2.0,1.0,153.0,,,,,,7.0,,,1.0,,,,,1.0,13.0,,10.0,10.0,,3.0,86.0,72.0,35.0,4.0,1.0,6.0,5.0,4.0,357.0,,,6.0,2.0,,105.0,57.0,25.0,,,,,,141.0,141.0,7.0,23.0,30.0,40.9,,,,,22.0,0.0,,,,87.0,2.0,2.0,4.0,,1.0,,7.0,,1.0,102.0,283.0,16.0,11.0,114.0,36.0,25.0,11.0,7.0,19.0,12.0,,147.0,5.0,285.0,,,20.0,9.0,59.0,2.0,380.0,,0.0,14.0,22.0,,14.0,0.0,593.0,21.0,16.0,6.0,7.0,15.0,0.0
987877,29.0,2019-03-02 15:00:00,20,Southampton,Away,84.0,10.0,1.0,4.0,3.0,1.0,1.0,104.0,3.0,,,2.0,4.0,17.0,184.0,,,17.0,28.0,13.0,5.0,1.0,,,1.0,,,1.0,,,,,4.0,,,,,,,6.0,9.0,7.0,4.0,5.0,,38.0,49.0,1.0,1.0,,2.0,21.0,2.0,9.0,,2.0,7.0,10.0,1.0,,7.0,3.0,54.0,46.0,2.0,33.0,11.0,,,58.0,10.0,7.0,1.0,,2.0,1.0,1.0,135.0,1.0,,1.0,,,8.0,,,1.0,,,,,1.0,11.0,,13.0,13.0,2.0,,52.0,55.0,21.0,9.0,1.0,4.0,3.0,3.0,260.0,,,1.0,4.0,,51.0,55.0,26.0,,1.0,1.0,1.0,,142.0,142.0,3.0,23.0,20.0,35.8,,3.0,,1.0,21.0,0.0,,,,57.0,3.0,,3.0,,1.0,,4.0,,2.0,65.0,171.0,11.0,7.0,103.0,27.0,33.0,8.0,7.0,19.0,12.0,,118.0,7.0,198.0,,,22.0,5.0,60.0,,282.0,1.0,0.0,9.0,20.0,,22.0,1.0,473.0,15.0,11.0,6.0,7.0,11.0,0.0
987891,30.0,2019-03-09 15:00:00,20,Southampton,Home,85.0,15.0,,2.0,2.0,1.0,,121.0,3.0,,1.0,7.0,3.0,29.0,204.0,,,17.0,17.0,15.0,5.0,,,2.0,1.0,,,1.0,,,,,11.0,,,,,,,6.0,7.0,9.0,7.0,5.0,,49.0,64.0,2.0,2.0,1.0,1.0,20.0,4.0,16.0,,1.0,1.0,8.0,6.0,,12.0,1.0,63.0,47.0,1.0,46.0,26.0,,,52.0,16.0,9.0,1.0,,5.0,3.0,1.0,119.0,1.0,1.0,1.0,,,11.0,,,1.0,1.0,,,,1.0,26.0,,21.0,21.0,6.0,1.0,58.0,64.0,25.0,10.0,1.0,1.0,5.0,4.0,270.0,,,2.0,2.0,,44.0,54.0,17.0,,,,,,141.0,141.0,7.0,22.0,29.0,36.8,,,3.0,,20.0,0.0,,,,65.0,1.0,3.0,4.0,,,2.0,4.0,,3.0,70.0,194.0,10.0,6.0,103.0,34.0,46.0,13.0,1.0,18.0,17.0,2.0,102.0,4.0,206.0,1.0,,22.0,4.0,69.0,2.0,291.0,1.0,0.0,12.0,15.0,,20.0,4.0,515.0,15.0,14.0,8.0,1.0,8.0,0.0
987899,31.0,2019-04-23 19:45:00,20,Southampton,Away,105.0,11.0,1.0,4.0,3.0,4.0,,142.0,1.0,1.0,,10.0,3.0,30.0,243.0,,1.0,12.0,15.0,17.0,4.0,,,,,,1.0,1.0,,,1.0,1.0,7.0,,,,1.0,,,9.0,11.0,4.0,7.0,1.0,,46.0,76.0,2.0,3.0,1.0,,12.0,1.0,12.0,,,4.0,5.0,3.0,,11.0,1.0,54.0,56.0,,27.0,4.0,,,65.0,14.0,10.0,1.0,,1.0,,1.0,161.0,,,,,,4.0,,,1.0,,,,,1.0,4.0,2.0,23.0,23.0,4.0,,67.0,96.0,45.0,3.0,,3.0,1.0,4.0,334.0,,,7.0,4.0,,77.0,42.0,21.0,,,,,,170.0,170.0,8.0,30.0,28.0,37.8,1.0,2.0,,,12.0,0.0,,,,85.0,3.0,,3.0,,1.0,,3.0,,3.0,70.0,230.0,6.0,4.0,134.0,23.0,27.0,12.0,4.0,12.0,8.0,,122.0,7.0,237.0,,1.0,38.0,3.0,81.0,5.0,359.0,1.0,0.0,8.0,21.0,1.0,18.0,2.0,567.0,15.0,17.0,9.0,4.0,11.0,0.0
