matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444573,11,2024-11-09 15:00:00,31,Crystal Palace,Home,144.0,19.0,1.0,2.0,1.0,,,132.0,5.0,1.0,2.0,9.0,3.0,23.0,274.0,,1.0,15.0,17.0,13.0,7.0,2.0,1.0,1.0,,,,,,,,1.0,10.0,,,,,,1.0,8.0,11.0,6.0,8.0,5.0,53.0,51.0,2.0,4.0,,,9.0,2.0,10.0,,,1.0,4.0,6.0,,10.0,2.0,53.0,48.0,,25.0,14.0,1.0,,,,,,,45.0,10.0,10.0,,,1.0,1.0,,138.0,,,,,,,10.0,,,,14.0,,19.0,19.0,,2.0,85.0,68.0,31.0,8.0,,5.0,4.0,5.0,328.0,4.0,1.0,,49.0,41.0,21.0,,,,,,128.0,128.0,6.0,26.0,14.0,36.1,,,,,16.0,0.0,79.0,4.0,1.0,5.0,,,1.0,6.0,,,4.0,67.0,256.0,9.0,9.0,163.0,28.0,25.0,12.0,1.0,12.0,11.0,,1.0,98.0,7.0,204.0,,1.0,25.0,3.0,55.0,1.0,355.0,,1.0,13.0,19.0,2.0,15.0,1.0,556.0,16.0,19.0,6.0,1.0,11.0,0.0
2444582,12,2024-11-23 15:00:00,31,Crystal Palace,Away,92.0,8.0,,2.0,2.0,,,90.0,7.0,,,5.0,3.0,14.0,180.0,,1.0,11.0,12.0,11.0,6.0,,1.0,3.0,,,,1.0,,1.0,,1.0,11.0,,,,,,,6.0,15.0,2.0,10.0,3.0,31.0,53.0,3.0,2.0,2.0,1.0,12.0,1.0,12.0,,,1.0,12.0,2.0,,6.0,2.0,43.0,46.0,1.0,25.0,12.0,,1.0,,,,,,44.0,11.0,9.0,2.0,,2.0,1.0,1.0,121.0,2.0,,2.0,2.0,,1.0,11.0,2.0,,1.0,12.0,1.0,10.0,10.0,1.0,,51.0,57.0,27.0,10.0,,4.0,4.0,6.0,235.0,5.0,,,39.0,32.0,17.0,,1.0,1.0,1.0,,121.0,121.0,1.0,28.0,19.0,30.1,,2.0,,2.0,23.0,0.0,58.0,3.0,,3.0,,,3.0,6.0,,,4.0,47.0,163.0,12.0,8.0,114.0,16.0,25.0,6.0,,15.0,15.0,,4.0,83.0,,162.0,,1.0,33.0,3.0,55.0,2.0,261.0,,0.0,13.0,23.0,1.0,15.0,2.0,445.0,17.0,12.0,3.0,1.0,16.0,0.0
2444593,13,2024-11-30 15:00:00,31,Crystal Palace,Home,164.0,13.0,3.0,7.0,4.0,5.0,1.0,163.0,2.0,2.0,2.0,7.0,8.0,22.0,320.0,,2.0,22.0,16.0,18.0,8.0,4.0,5.0,1.0,,,,,1.0,,,,10.0,,,,,,1.0,9.0,2.0,,12.0,4.0,62.0,53.0,4.0,4.0,1.0,,6.0,5.0,6.0,,,8.0,8.0,6.0,,9.0,,46.0,66.0,,24.0,17.0,,,,,,,,46.0,12.0,11.0,,,1.0,2.0,,143.0,1.0,,1.0,1.0,,,3.0,1.0,,,17.0,,13.0,13.0,,2.0,110.0,56.0,34.0,9.0,1.0,7.0,6.0,4.0,384.0,1.0,1.0,1.0,51.0,55.0,31.0,,,,,,130.0,130.0,1.0,19.0,28.0,48.8,,,1.0,,16.0,0.0,87.0,,,,,1.0,1.0,7.0,1.0,,3.0,66.0,305.0,6.0,13.0,190.0,27.0,24.0,12.0,6.0,22.0,16.0,,1.0,95.0,8.0,234.0,,2.0,27.0,10.0,50.0,2.0,402.0,,0.0,16.0,30.0,3.0,22.0,3.0,606.0,24.0,18.0,9.0,8.0,17.0,0.0
2444605,14,2024-12-03 19:30:00,31,Crystal Palace,Away,198.0,18.0,2.0,3.0,1.0,,,159.0,2.0,1.0,2.0,5.0,9.0,22.0,354.0,,1.0,12.0,31.0,15.0,6.0,2.0,4.0,1.0,,,,,,,,1.0,9.0,,,,,,,9.0,5.0,4.0,9.0,4.0,65.0,51.0,3.0,2.0,1.0,6.0,7.0,6.0,9.0,,,7.0,7.0,4.0,,13.0,,71.0,48.0,6.0,22.0,9.0,,,,,,,,64.0,13.0,14.0,1.0,,,1.0,,153.0,1.0,,1.0,1.0,,1.0,5.0,1.0,2.0,,9.0,,4.0,4.0,,2.0,107.0,71.0,32.0,4.0,,2.0,7.0,3.0,415.0,3.0,1.0,,50.0,45.0,31.0,,,,,,133.0,133.0,5.0,19.0,19.0,45.6,,,,2.0,7.0,0.0,115.0,2.0,,2.0,,,1.0,4.0,1.0,,4.0,71.0,340.0,7.0,9.0,216.0,31.0,22.0,9.0,6.0,18.0,12.0,,2.0,119.0,2.0,242.0,2.0,1.0,38.0,9.0,73.0,1.0,440.0,,0.0,13.0,15.0,1.0,13.0,4.0,610.0,22.0,11.0,4.0,7.0,9.0,0.0
2444612,15,2024-12-07 15:00:00,31,Crystal Palace,Home,155.0,14.0,2.0,3.0,1.0,4.0,,106.0,2.0,1.0,1.0,11.0,2.0,23.0,258.0,,1.0,14.0,12.0,6.0,5.0,,4.0,3.0,,,,,,,,,8.0,,,,,,,2.0,9.0,3.0,6.0,6.0,51.0,47.0,1.0,,1.0,1.0,11.0,8.0,5.0,,,6.0,3.0,4.0,1.0,11.0,1.0,35.0,39.0,1.0,23.0,13.0,,,,,,,,41.0,4.0,9.0,,,,,,127.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,1.0,,13.0,,6.0,6.0,1.0,1.0,87.0,58.0,27.0,8.0,1.0,,7.0,3.0,313.0,4.0,,,31.0,43.0,24.0,,,,,,109.0,109.0,5.0,21.0,18.0,31.8,,2.0,,,20.0,0.0,68.0,2.0,,2.0,,,3.0,1.0,,,2.0,54.0,245.0,11.0,7.0,174.0,29.0,23.0,9.0,6.0,13.0,7.0,,3.0,90.0,6.0,172.0,1.0,1.0,32.0,3.0,59.0,3.0,333.0,,0.0,12.0,18.0,2.0,14.0,1.0,500.0,15.0,7.0,6.0,6.0,9.0,0.0
2444622,16,2024-12-15 14:00:00,31,Crystal Palace,Away,154.0,9.0,2.0,4.0,2.0,1.0,,75.0,8.0,1.0,3.0,5.0,4.0,11.0,225.0,,,15.0,13.0,15.0,8.0,1.0,2.0,2.0,,,,,1.0,,,2.0,11.0,,,,,,,6.0,10.0,8.0,11.0,2.0,44.0,46.0,5.0,2.0,3.0,,7.0,3.0,16.0,,,5.0,5.0,2.0,1.0,13.0,3.0,64.0,56.0,,29.0,7.0,,,,,,,,34.0,15.0,11.0,2.0,,,1.0,,128.0,3.0,,1.0,3.0,,,12.0,2.0,1.0,2.0,7.0,,8.0,8.0,2.0,3.0,62.0,45.0,13.0,8.0,,5.0,7.0,5.0,276.0,8.0,1.0,1.0,24.0,23.0,16.0,,,,,,124.0,124.0,3.0,18.0,15.0,34.9,,,,,13.0,0.0,72.0,3.0,2.0,5.0,,1.0,2.0,5.0,1.0,,5.0,37.0,205.0,7.0,12.0,187.0,18.0,29.0,14.0,4.0,12.0,8.0,113526.82,2.0,62.0,3.0,131.0,1.0,1.0,32.0,4.0,54.0,1.0,306.0,,0.0,13.0,25.0,,17.0,4.0,499.0,23.0,9.0,5.0,5.0,16.0,0.0
2444632,17,2024-12-21 17:30:00,31,Crystal Palace,Home,184.0,17.0,2.0,6.0,4.0,1.0,,140.0,3.0,,1.0,5.0,3.0,15.0,318.0,,,11.0,19.0,13.0,9.0,2.0,1.0,,,,,,,,,1.0,13.0,,,,,,1.0,6.0,13.0,1.0,10.0,5.0,66.0,41.0,2.0,3.0,,2.0,9.0,3.0,8.0,,,3.0,6.0,3.0,,11.0,,49.0,50.0,2.0,25.0,10.0,,,,,,,,40.0,9.0,8.0,1.0,,2.0,2.0,,118.0,1.0,,,1.0,,,3.0,1.0,,1.0,10.0,,3.0,3.0,1.0,1.0,105.0,50.0,24.0,3.0,,5.0,7.0,6.0,377.0,4.0,,,40.0,30.0,22.0,,,,,,111.0,111.0,2.0,20.0,16.0,41.6,,,,,17.0,0.0,103.0,1.0,,1.0,,1.0,,6.0,,,5.0,56.0,304.0,9.0,12.0,211.0,29.0,25.0,7.0,3.0,14.0,11.0,115623.51,,84.0,3.0,195.0,,,23.0,3.0,44.0,1.0,392.0,,0.0,15.0,25.0,1.0,14.0,2.0,555.0,18.0,11.0,4.0,3.0,11.0,0.0
2444640,18,2024-12-26 15:00:00,31,Crystal Palace,Away,174.0,13.0,,5.0,5.0,2.0,,166.0,7.0,,3.0,14.0,9.0,26.0,335.0,,,19.0,15.0,19.0,8.0,1.0,1.0,,,,,,,,,,7.0,,,,,,1.0,5.0,15.0,3.0,6.0,4.0,62.0,64.0,,,,5.0,11.0,4.0,4.0,1.0,,2.0,4.0,4.0,,11.0,,52.0,69.0,5.0,24.0,14.0,,,,,,,,60.0,12.0,13.0,,,1.0,1.0,,176.0,,,,,,,13.0,,,1.0,14.0,,8.0,8.0,1.0,3.0,99.0,67.0,38.0,5.0,,2.0,7.0,4.0,403.0,5.0,1.0,,44.0,59.0,27.0,,,,,,149.0,149.0,2.0,33.0,24.0,47.6,,,,,25.0,0.0,93.0,3.0,1.0,3.0,,,,2.0,1.0,,3.0,78.0,318.0,11.0,9.0,206.0,31.0,24.0,21.0,2.0,11.0,9.0,,,116.0,4.0,235.0,,,35.0,9.0,61.0,1.0,430.0,,0.0,10.0,27.0,1.0,20.0,2.0,654.0,17.0,23.0,10.0,2.0,15.0,0.0
2444652,19,2024-12-29 15:00:00,31,Crystal Palace,Home,133.0,16.0,1.0,3.0,2.0,3.0,,168.0,2.0,,1.0,12.0,4.0,22.0,298.0,1.0,,14.0,24.0,17.0,9.0,,3.0,3.0,,,1.0,2.0,,1.0,,,13.0,,,,,,1.0,12.0,7.0,,12.0,7.0,62.0,63.0,3.0,3.0,1.0,2.0,10.0,6.0,4.0,,,8.0,10.0,6.0,1.0,10.0,1.0,62.0,58.0,2.0,33.0,16.0,,,1.89674,2.0316,0.1724,2.3522,0.9988,54.0,18.0,18.0,1.0,,4.0,1.0,2.0,146.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,,16.0,,10.0,10.0,,1.0,91.0,71.0,39.0,7.0,,,10.0,10.0,360.0,1.0,,,38.0,36.0,34.0,,,,,,143.0,143.0,11.0,26.0,23.0,46.4,,,3.0,2.0,15.0,0.0,87.0,2.0,,2.0,,3.0,3.0,3.0,2.0,,3.0,86.0,277.0,10.0,10.0,149.0,29.0,33.0,10.0,6.0,23.0,17.0,,3.0,131.0,9.0,260.0,1.0,,37.0,6.0,58.0,2.0,386.0,1.0,0.0,19.0,19.0,,15.0,2.0,596.0,25.0,16.0,4.0,8.0,13.0,0.0
2444663,20,2025-01-04 15:00:00,31,Crystal Palace,Home,176.0,20.0,1.0,5.0,4.0,1.0,1.0,89.0,9.0,,4.0,7.0,2.0,33.0,260.0,2.0,,14.0,8.0,17.0,7.0,2.0,4.0,,,,,1.0,,,,,6.0,,,,,,1.0,6.0,11.0,4.0,10.0,3.0,52.0,52.0,2.0,1.0,1.0,,13.0,5.0,6.0,,,6.0,11.0,2.0,,7.0,,35.0,57.0,,20.0,6.0,,,,,,,,48.0,9.0,12.0,1.0,,2.0,1.0,1.0,146.0,1.0,,1.0,1.0,,,12.0,1.0,1.0,,6.0,,7.0,7.0,1.0,4.0,66.0,57.0,27.0,6.0,,2.0,8.0,6.0,320.0,4.0,3.0,,22.0,36.0,24.0,,,,,,124.0,124.0,4.0,22.0,22.0,38.4,,,1.0,2.0,23.0,0.0,81.0,,,,,,,2.0,,,2.0,39.0,241.0,13.0,10.0,204.0,39.0,20.0,9.0,5.0,19.0,14.0,,,73.0,5.0,160.0,1.0,,23.0,2.0,61.0,2.0,345.0,2.0,0.0,13.0,26.0,,15.0,0.0,532.0,20.0,7.0,4.0,6.0,16.0,0.0
2444674,21,2025-01-15 19:30:00,31,Crystal Palace,Away,208.0,17.0,,3.0,3.0,3.0,,153.0,6.0,,6.0,4.0,5.0,28.0,358.0,,2.0,8.0,14.0,15.0,5.0,,,,,,,,,,,1.0,8.0,,,,,,1.0,3.0,13.0,8.0,8.0,1.0,72.0,64.0,4.0,2.0,2.0,3.0,4.0,2.0,10.0,,,3.0,7.0,2.0,1.0,10.0,2.0,47.0,50.0,3.0,25.0,16.0,,2.0,,,,,,50.0,6.0,7.0,1.0,,2.0,1.0,,146.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,1.0,1.0,16.0,,9.0,9.0,,6.0,113.0,66.0,40.0,4.0,,2.0,5.0,4.0,433.0,6.0,4.0,,34.0,50.0,26.0,,,,,,143.0,143.0,2.0,21.0,28.0,42.8,,,,,10.0,0.0,125.0,1.0,3.0,4.0,,1.0,,3.0,,,5.0,65.0,342.0,4.0,7.0,240.0,36.0,25.0,20.0,2.0,12.0,10.0,,,106.0,8.0,228.0,1.0,,25.0,5.0,64.0,3.0,456.0,,0.0,9.0,17.0,4.0,8.0,0.0,636.0,20.0,11.0,12.0,3.0,12.0,0.0
2444689,22,2025-01-18 15:00:00,31,Crystal Palace,Away,235.0,10.0,,1.0,1.0,2.0,,152.0,3.0,1.0,,6.0,6.0,13.0,386.0,,5.0,18.0,18.0,10.0,7.0,2.0,,,,,,,,,,1.0,8.0,1.0,,,,,3.0,4.0,4.0,3.0,6.0,6.0,71.0,42.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0,,,4.0,8.0,3.0,,7.0,,49.0,46.0,1.0,17.0,9.0,,,,,,,,53.0,10.0,13.0,2.0,,6.0,5.0,,145.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,9.0,,16.0,16.0,,,134.0,65.0,32.0,2.0,,3.0,7.0,7.0,457.0,3.0,,,48.0,38.0,28.0,,,,,1.0,128.0,128.0,7.0,11.0,19.0,46.5,,,,,19.0,0.0,124.0,,,,,1.0,,4.0,,,4.0,73.0,374.0,9.0,10.0,262.0,24.0,17.0,8.0,2.0,18.0,16.0,,,110.0,5.0,230.0,1.0,1.0,31.0,6.0,48.0,,474.0,,0.0,12.0,19.0,8.0,20.0,0.0,647.0,17.0,10.0,4.0,4.0,10.0,0.0
2444693,23,2025-01-26 14:00:00,31,Crystal Palace,Home,118.0,7.0,,3.0,3.0,2.0,2.0,108.0,5.0,2.0,3.0,10.0,2.0,17.0,223.0,,,9.0,19.0,18.0,7.0,2.0,,,,1.0,,2.0,,,,,8.0,,,,,,3.0,3.0,6.0,6.0,8.0,8.0,42.0,53.0,1.0,,1.0,,18.0,4.0,10.0,,,4.0,2.0,9.0,,8.0,1.0,53.0,48.0,,36.0,19.0,,,1.13865,1.0781,0.1265,1.2957,1.733,52.0,8.0,11.0,,,3.0,2.0,2.0,132.0,1.0,,1.0,1.0,,,9.0,1.0,,,19.0,1.0,2.0,2.0,1.0,3.0,73.0,62.0,30.0,7.0,,3.0,7.0,5.0,296.0,1.0,,,38.0,26.0,36.0,1.0,1.0,1.0,,,140.0,140.0,6.0,19.0,22.0,47.3,,,,2.0,23.0,0.0,68.0,1.0,3.0,4.0,,1.0,,7.0,,1.0,3.0,57.0,209.0,18.0,10.0,143.0,22.0,36.0,12.0,4.0,17.0,13.0,100417.51,,103.0,9.0,189.0,,2.0,30.0,3.0,60.0,1.0,315.0,,0.0,16.0,15.0,,14.0,2.0,502.0,22.0,12.0,4.0,4.0,13.0,0.0
2444706,24,2025-02-02 14:00:00,31,Crystal Palace,Away,94.0,14.0,,2.0,2.0,,,96.0,1.0,,1.0,2.0,4.0,6.0,188.0,,3.0,13.0,19.0,18.0,7.0,1.0,,1.0,,,,,,,,1.0,9.0,,,1.0,,,2.0,7.0,12.0,5.0,8.0,3.0,43.0,61.0,3.0,2.0,2.0,1.0,8.0,1.0,5.0,,,,4.0,3.0,,10.0,1.0,51.0,53.0,1.0,45.0,30.0,,,1.36059,2.5984,,0.8211,0.5282,51.0,13.0,10.0,2.0,,1.0,,,132.0,1.0,,1.0,1.0,,1.0,7.0,1.0,2.0,1.0,30.0,1.0,12.0,12.0,1.0,1.0,65.0,48.0,18.0,11.0,,6.0,3.0,3.0,267.0,8.0,,,29.0,34.0,21.0,,,,,,135.0,135.0,6.0,29.0,21.0,33.4,1.0,,,1.0,15.0,0.0,48.0,2.0,,2.0,,,1.0,7.0,,,4.0,39.0,180.0,8.0,9.0,119.0,25.0,45.0,9.0,,7.0,7.0,110526.81,2.0,92.0,3.0,176.0,2.0,,29.0,4.0,48.0,1.0,288.0,,0.0,11.0,21.0,3.0,18.0,1.0,478.0,22.0,9.0,4.0,,10.0,0.0
2444712,25,2025-02-15 17:30:00,31,Crystal Palace,Home,201.0,12.0,1.0,5.0,4.0,2.0,1.0,205.0,6.0,,2.0,5.0,4.0,15.0,401.0,,2.0,19.0,32.0,22.0,11.0,2.0,3.0,2.0,,,,,,,,,11.0,,,1.0,,,2.0,5.0,6.0,5.0,9.0,8.0,64.0,50.0,3.0,3.0,1.0,3.0,8.0,5.0,9.0,,,6.0,7.0,5.0,,15.0,1.0,70.0,61.0,3.0,34.0,24.0,2.0,1.0,2.02636,1.7209,,1.782,1.3034,71.0,9.0,12.0,1.0,,2.0,3.0,,189.0,1.0,,1.0,,1.0,,6.0,,,,24.0,1.0,7.0,7.0,,2.0,142.0,74.0,29.0,2.0,,4.0,10.0,6.0,499.0,4.0,,,58.0,49.0,42.0,,,,,,173.0,173.0,3.0,24.0,17.0,58.1,1.0,,,,14.0,0.0,125.0,3.0,1.0,4.0,,,2.0,6.0,,,5.0,106.0,385.0,8.0,14.0,231.0,36.0,34.0,15.0,5.0,20.0,15.0,114679.13,2.0,167.0,6.0,309.0,,,35.0,6.0,60.0,3.0,520.0,,0.0,17.0,17.0,7.0,23.0,0.0,739.0,27.0,12.0,10.0,6.0,11.0,0.0
2444724,26,2025-02-22 15:00:00,31,Crystal Palace,Away,131.0,16.0,1.0,2.0,1.0,,1.0,125.0,7.0,,3.0,3.0,4.0,21.0,254.0,,1.0,8.0,16.0,10.0,5.0,1.0,3.0,2.0,,,1.0,1.0,,,,,6.0,,,,,,,4.0,4.0,6.0,7.0,3.0,43.0,50.0,2.0,2.0,,6.0,9.0,2.0,3.0,,1.0,7.0,3.0,,,10.0,,41.0,53.0,6.0,33.0,18.0,,,0.543179,1.2928,0.0358,1.3928,,51.0,7.0,10.0,,,2.0,1.0,1.0,111.0,1.0,,1.0,1.0,,1.0,10.0,1.0,1.0,,18.0,,10.0,10.0,,3.0,84.0,60.0,32.0,7.0,1.0,2.0,5.0,5.0,308.0,4.0,1.0,,30.0,49.0,23.0,,,,,,131.0,131.0,1.0,23.0,16.0,37.8,,,,,15.0,0.0,96.0,,,,,2.0,2.0,3.0,1.0,,4.0,49.0,236.0,9.0,7.0,142.0,30.0,33.0,14.0,6.0,10.0,4.0,108569.58,3.0,95.0,2.0,202.0,1.0,,20.0,4.0,52.0,3.0,334.0,1.0,0.0,10.0,25.0,3.0,13.0,3.0,540.0,16.0,19.0,9.0,7.0,11.0,0.0
2444732,27,2025-02-25 19:30:00,31,Crystal Palace,Home,103.0,14.0,1.0,4.0,3.0,2.0,,88.0,4.0,1.0,1.0,4.0,2.0,16.0,187.0,,,10.0,14.0,9.0,10.0,1.0,6.0,4.0,,,,1.0,,,,,12.0,,,,,,,12.0,6.0,,14.0,5.0,37.0,50.0,4.0,4.0,2.0,1.0,10.0,5.0,11.0,,,3.0,6.0,2.0,,4.0,,51.0,55.0,1.0,23.0,9.0,,,0.888416,4.3107,0.066,4.1481,1.0111,47.0,19.0,10.0,3.0,,1.0,1.0,1.0,121.0,3.0,,2.0,3.0,,,7.0,3.0,,,9.0,,10.0,10.0,,1.0,48.0,41.0,16.0,8.0,,5.0,9.0,6.0,231.0,1.0,,,21.0,38.0,22.0,,,,,,105.0,105.0,5.0,16.0,25.0,35.9,,,,,16.0,0.0,51.0,1.0,,1.0,,1.0,4.0,8.0,1.0,1.0,3.0,49.0,171.0,10.0,14.0,125.0,21.0,23.0,8.0,3.0,12.0,9.0,106257.88,4.0,85.0,4.0,144.0,,2.0,21.0,2.0,47.0,7.0,257.0,,0.0,19.0,32.0,,13.0,3.0,441.0,29.0,9.0,4.0,3.0,21.0,0.0
2444743,28,2025-03-08 15:00:00,31,Crystal Palace,Home,143.0,11.0,2.0,7.0,5.0,1.0,,165.0,9.0,,6.0,5.0,7.0,28.0,301.0,,2.0,22.0,22.0,21.0,12.0,2.0,5.0,1.0,,,,1.0,,,,3.0,13.0,,,,,,,4.0,9.0,6.0,14.0,5.0,69.0,55.0,3.0,4.0,1.0,1.0,9.0,9.0,10.0,1.0,,5.0,9.0,4.0,,7.0,3.0,54.0,60.0,1.0,40.0,21.0,,2.0,1.57042,3.2598,0.0525,1.2787,1.8954,54.0,8.0,7.0,1.0,1.0,3.0,2.0,1.0,172.0,,,,,,,12.0,1.0,,,21.0,1.0,7.0,7.0,,7.0,85.0,57.0,32.0,4.0,,4.0,10.0,4.0,388.0,4.0,,,49.0,58.0,30.0,,,,,,157.0,157.0,4.0,18.0,24.0,55.2,,,,1.0,22.0,0.0,81.0,7.0,1.0,7.0,,2.0,1.0,6.0,2.0,,4.0,70.0,288.0,9.0,14.0,176.0,28.0,40.0,16.0,4.0,19.0,15.0,104583.22,1.0,116.0,8.0,250.0,,,31.0,9.0,67.0,,407.0,,0.0,19.0,23.0,4.0,26.0,4.0,636.0,25.0,19.0,9.0,5.0,11.0,0.0
2444758,29,2025-04-16 19:30:00,31,Crystal Palace,Away,134.0,14.0,1.0,4.0,3.0,3.0,1.0,151.0,3.0,,1.0,2.0,2.0,8.0,281.0,1.0,,17.0,14.0,9.0,8.0,1.0,1.0,1.0,,,,,1.0,,,,8.0,,1.0,,,,,7.0,10.0,5.0,8.0,3.0,47.0,45.0,2.0,3.0,,1.0,13.0,3.0,3.0,,1.0,4.0,4.0,4.0,,5.0,2.0,38.0,29.0,1.0,22.0,14.0,2.0,1.0,1.13012,2.0035,,1.0462,2.3946,47.0,15.0,9.0,,,2.0,2.0,,130.0,,,,,,,5.0,,1.0,,14.0,,5.0,5.0,,1.0,92.0,59.0,23.0,5.0,,4.0,5.0,4.0,338.0,3.0,,1.0,47.0,30.0,27.0,,,,,1.0,122.0,122.0,5.0,15.0,19.0,40.3,,,,,22.0,0.0,92.0,2.0,1.0,3.0,,1.0,1.0,4.0,1.0,,5.0,89.0,266.0,13.0,9.0,153.0,27.0,22.0,4.0,4.0,14.0,10.0,112979.24,1.0,123.0,5.0,222.0,1.0,,16.0,3.0,38.0,1.0,361.0,2.0,0.0,11.0,11.0,4.0,20.0,3.0,530.0,28.0,20.0,1.0,4.0,5.0,0.0
2444769,30,2025-04-02 19:45:00,31,Crystal Palace,Away,242.0,8.0,,2.0,2.0,2.0,,206.0,5.0,,3.0,10.0,11.0,14.0,446.0,,,11.0,16.0,13.0,6.0,,,1.0,,1.0,,1.0,,,,,6.0,,,1.0,,,,5.0,7.0,1.0,7.0,2.0,59.0,49.0,,1.0,,1.0,8.0,1.0,10.0,,,2.0,10.0,4.0,,9.0,,48.0,48.0,1.0,29.0,16.0,,1.0,0.562501,0.7433,0.0388,0.9755,1.2782,62.0,9.0,12.0,,,2.0,1.0,1.0,163.0,1.0,,1.0,,1.0,,5.0,,,1.0,16.0,1.0,7.0,7.0,,3.0,141.0,55.0,33.0,2.0,,4.0,3.0,3.0,504.0,3.0,,,76.0,47.0,32.0,,,,,,133.0,133.0,3.0,19.0,24.0,57.7,1.0,,1.0,,15.0,0.0,163.0,1.0,,1.0,,,1.0,5.0,,1.0,5.0,102.0,426.0,8.0,7.0,269.0,29.0,29.0,10.0,1.0,16.0,15.0,112015.78,1.0,132.0,7.0,273.0,,,22.0,12.0,33.0,4.0,526.0,,0.0,9.0,18.0,1.0,13.0,1.0,714.0,21.0,19.0,5.0,2.0,13.0,0.0
2444772,31,2025-04-05 15:00:00,31,Crystal Palace,Home,156.0,4.0,1.0,1.0,,2.0,,90.0,3.0,4.0,5.0,8.0,2.0,18.0,245.0,,,15.0,19.0,10.0,4.0,1.0,1.0,2.0,,1.0,,1.0,,,,,4.0,,,,,,1.0,8.0,7.0,4.0,5.0,3.0,47.0,44.0,,,,3.0,2.0,4.0,8.0,,,2.0,6.0,2.0,,11.0,1.0,58.0,51.0,3.0,33.0,13.0,,,0.367641,0.6046,0.0341,1.0828,1.595,41.0,12.0,13.0,1.0,1.0,1.0,,1.0,128.0,2.0,,2.0,2.0,,1.0,8.0,2.0,,1.0,13.0,,9.0,9.0,,5.0,83.0,63.0,28.0,4.0,1.0,,7.0,3.0,300.0,3.0,4.0,,28.0,35.0,16.0,,,,,,129.0,129.0,,19.0,14.0,37.6,,,,,10.0,0.0,67.0,3.0,1.0,4.0,2.0,,2.0,1.0,1.0,,5.0,35.0,233.0,2.0,7.0,182.0,14.0,33.0,15.0,2.0,10.0,8.0,107018.05,3.0,66.0,4.0,153.0,1.0,4.0,33.0,2.0,57.0,3.0,325.0,1.0,2.0,8.0,24.0,,16.0,0.0,522.0,12.0,10.0,5.0,2.0,17.0,0.0
