matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128287,1,2020-09-12 15:00:00,31,Crystal Palace,Home,50.0,6.0,4.0,8.0,4.0,1.0,2.0,79.0,2.0,,,6.0,1.0,19.0,121.0,,,21.0,30.0,30.0,1.0,3.0,1.0,2.0,,,,,,,,2.0,,,,,,2.0,10.0,7.0,2.0,5.0,,22.0,70.0,3.0,2.0,1.0,2.0,16.0,,6.0,,1.0,7.0,7.0,2.0,,23.0,4.0,77.0,65.0,2.0,22.0,11.0,,,,,,,20.0,51.0,14.0,10.0,1.0,,2.0,2.0,,153.0,1.0,,1.0,1.0,,1.0,6.0,1.0,,,11.0,,12.0,12.0,,,,36.0,82.0,32.0,3.0,,2.0,3.0,3.0,209.0,1.0,3.0,,61.0,52.0,18.0,,,,,,194.0,194.0,3.0,32.0,25.0,29.4,,,,1.0,16.0,0.0,25.0,5.0,,5.0,,1.0,2.0,2.0,,,2.0,12.0,35.0,111.0,5.0,5.0,79.0,17.0,22.0,15.0,5.0,16.0,11.0,3.0,74.0,9.0,173.0,,,37.0,1.0,73.0,4.0,236.0,,0.0,5.0,15.0,1.0,33.0,2.0,449.0,14.0,24.0,,10.0,7.0,9.0,0.0
2128302,2,2020-09-19 17:30:00,31,Crystal Palace,Away,62.0,8.0,,1.0,1.0,2.0,,77.0,2.0,1.0,,5.0,,15.0,138.0,1.0,,7.0,11.0,16.0,10.0,,2.0,1.0,,,,,,,,11.0,1.0,,,,,,6.0,7.0,10.0,9.0,5.0,26.0,62.0,1.0,,2.0,5.0,28.0,3.0,13.0,,2.0,3.0,4.0,,,8.0,3.0,48.0,61.0,5.0,33.0,14.0,,,,,,,16.0,34.0,10.0,12.0,2.0,,4.0,2.0,,115.0,1.0,,1.0,1.0,,,7.0,2.0,,,14.0,,21.0,21.0,2.0,,,40.0,49.0,15.0,9.0,1.0,5.0,6.0,5.0,201.0,9.0,2.0,,45.0,21.0,13.0,,,,,1.0,135.0,135.0,5.0,34.0,18.0,24.2,,,,,28.0,0.0,44.0,,3.0,3.0,,,1.0,6.0,,,3.0,6.0,43.0,127.0,18.0,11.0,93.0,27.0,33.0,15.0,3.0,9.0,6.0,1.0,68.0,7.0,141.0,,1.0,19.0,1.0,51.0,2.0,225.0,1.0,0.0,14.0,24.0,,14.0,1.0,444.0,19.0,15.0,,9.0,3.0,12.0,0.0
2128308,3,2020-09-26 15:00:00,31,Crystal Palace,Home,121.0,10.0,3.0,5.0,2.0,,1.0,165.0,3.0,,1.0,2.0,1.0,16.0,281.0,,,13.0,21.0,15.0,3.0,1.0,4.0,,,,,,,,,2.0,,,,1.0,,2.0,8.0,7.0,3.0,5.0,3.0,52.0,65.0,1.0,,1.0,3.0,23.0,5.0,7.0,,,7.0,10.0,6.0,1.0,12.0,,60.0,64.0,3.0,12.0,8.0,,,,,,,16.0,51.0,16.0,14.0,,,6.0,3.0,,151.0,1.0,1.0,1.0,,1.0,,5.0,,,2.0,8.0,1.0,16.0,16.0,1.0,,1.0,92.0,59.0,34.0,6.0,,1.0,4.0,1.0,347.0,2.0,,,81.0,56.0,32.0,1.0,1.0,1.0,,,156.0,156.0,9.0,22.0,30.0,42.3,1.0,,,1.0,23.0,0.0,75.0,2.0,1.0,3.0,,,,2.0,,,3.0,9.0,82.0,264.0,11.0,5.0,146.0,28.0,12.0,17.0,7.0,26.0,19.0,,123.0,2.0,250.0,,,15.0,1.0,46.0,1.0,370.0,,0.0,8.0,26.0,,14.0,3.0,579.0,19.0,24.0,,9.0,7.0,12.0,0.0
2128318,4,2020-10-03 12:30:00,31,Crystal Palace,Away,100.0,9.0,2.0,5.0,3.0,,2.0,113.0,1.0,,3.0,1.0,4.0,9.0,208.0,,,17.0,17.0,9.0,4.0,,,,,,,,,,,3.0,,,,,,1.0,7.0,12.0,5.0,2.0,2.0,44.0,39.0,,,,4.0,12.0,2.0,5.0,,,5.0,6.0,4.0,,11.0,1.0,46.0,44.0,4.0,15.0,9.0,,,,,,,28.0,46.0,13.0,16.0,,,3.0,4.0,,113.0,,,,,,,8.0,,,2.0,9.0,,9.0,9.0,1.0,,3.0,67.0,61.0,26.0,8.0,,2.0,2.0,,249.0,5.0,1.0,,51.0,40.0,19.0,2.0,2.0,2.0,,,125.0,125.0,2.0,18.0,13.0,29.1,,,,,12.0,0.0,56.0,2.0,,2.0,,2.0,,2.0,,,2.0,11.0,47.0,191.0,6.0,4.0,116.0,22.0,15.0,12.0,4.0,18.0,14.0,,74.0,2.0,182.0,,,15.0,4.0,41.0,,280.0,1.0,0.0,4.0,10.0,,26.0,0.0,455.0,12.0,16.0,,9.0,5.0,7.0,0.0
2128327,5,2020-10-18 14:00:00,31,Crystal Palace,Home,104.0,4.0,,2.0,2.0,,,91.0,4.0,,2.0,5.0,2.0,14.0,193.0,,,9.0,18.0,20.0,,,,,,,,,,,,,1.0,,,,,,7.0,12.0,8.0,1.0,,42.0,45.0,,,1.0,2.0,19.0,,10.0,,1.0,2.0,7.0,3.0,,11.0,1.0,55.0,58.0,2.0,31.0,9.0,1.0,1.0,,,,,33.0,21.0,13.0,13.0,1.0,,2.0,1.0,,128.0,,,,,,,17.0,,1.0,1.0,9.0,,3.0,3.0,,,3.0,58.0,73.0,33.0,5.0,,,,1.0,244.0,7.0,1.0,,75.0,17.0,9.0,,,,,1.0,134.0,134.0,2.0,26.0,8.0,34.3,,2.0,,1.0,19.0,0.0,52.0,1.0,1.0,2.0,,3.0,,,,,2.0,13.0,27.0,177.0,9.0,,126.0,16.0,31.0,10.0,1.0,12.0,11.0,,45.0,4.0,166.0,2.0,,23.0,3.0,58.0,1.0,280.0,,0.0,1.0,19.0,,13.0,3.0,454.0,7.0,15.0,,6.0,2.0,9.0,0.0
2128340,6,2020-10-24 15:00:00,31,Crystal Palace,Away,188.0,9.0,,1.0,1.0,3.0,,109.0,8.0,,4.0,1.0,2.0,18.0,296.0,1.0,1.0,19.0,9.0,5.0,9.0,,1.0,1.0,,1.0,,1.0,,,,12.0,,,,,,,6.0,10.0,6.0,11.0,3.0,59.0,42.0,4.0,2.0,2.0,2.0,15.0,1.0,13.0,,,4.0,1.0,3.0,,15.0,,52.0,51.0,2.0,19.0,8.0,,,,,,,29.0,42.0,11.0,11.0,1.0,,1.0,1.0,1.0,138.0,2.0,,2.0,2.0,,,14.0,2.0,1.0,,8.0,,10.0,10.0,,,4.0,87.0,60.0,25.0,4.0,1.0,1.0,10.0,10.0,336.0,4.0,,,58.0,30.0,15.0,,,,,,114.0,114.0,2.0,24.0,10.0,35.8,,,,,15.0,0.0,82.0,1.0,1.0,2.0,,,1.0,3.0,,,3.0,12.0,58.0,275.0,8.0,11.0,202.0,26.0,19.0,17.0,2.0,7.0,5.0,1.0,88.0,6.0,171.0,2.0,,18.0,2.0,54.0,2.0,366.0,1.0,0.0,14.0,22.0,2.0,22.0,1.0,566.0,27.0,14.0,,13.0,4.0,13.0,0.0
2128355,7,2020-10-30 20:00:00,31,Crystal Palace,Away,267.0,11.0,,3.0,3.0,1.0,,236.0,9.0,,6.0,1.0,3.0,18.0,500.0,,,12.0,12.0,7.0,6.0,,1.0,,,2.0,,2.0,,,,7.0,,,,,,1.0,2.0,9.0,6.0,6.0,5.0,76.0,37.0,,1.0,,3.0,21.0,6.0,9.0,,2.0,6.0,11.0,,,7.0,2.0,44.0,42.0,3.0,15.0,4.0,,,,,,,25.0,41.0,4.0,12.0,,,3.0,1.0,2.0,146.0,,,,,,,10.0,,1.0,,4.0,,8.0,8.0,,,6.0,169.0,63.0,52.0,7.0,,1.0,5.0,2.0,529.0,2.0,,,95.0,63.0,23.0,,,,,,98.0,98.0,1.0,9.0,21.0,55.0,,,,2.0,21.0,0.0,161.0,2.0,1.0,3.0,,,,3.0,2.0,,3.0,12.0,89.0,479.0,13.0,6.0,285.0,18.0,15.0,25.0,6.0,18.0,12.0,,111.0,1.0,285.0,1.0,,9.0,3.0,31.0,2.0,552.0,,1.0,11.0,10.0,,12.0,2.0,722.0,19.0,10.0,,13.0,6.0,3.0,0.0
2128359,8,2020-11-07 15:00:00,31,Crystal Palace,Home,116.0,11.0,1.0,1.0,,2.0,,128.0,2.0,,1.0,7.0,4.0,24.0,243.0,,,11.0,14.0,15.0,6.0,,1.0,,1.0,,,1.0,,1.0,,8.0,,,,,,,6.0,5.0,4.0,7.0,3.0,49.0,73.0,3.0,1.0,2.0,4.0,16.0,2.0,8.0,,,3.0,5.0,1.0,1.0,14.0,1.0,55.0,53.0,4.0,30.0,15.0,,,,,,,27.0,57.0,9.0,15.0,1.0,,4.0,1.0,1.0,175.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,1.0,1.0,15.0,,13.0,13.0,1.0,,1.0,49.0,66.0,31.0,6.0,1.0,1.0,7.0,6.0,301.0,2.0,,,61.0,35.0,16.0,,,,,,151.0,151.0,4.0,43.0,20.0,35.2,,,,,16.0,0.0,59.0,,2.0,2.0,,2.0,,2.0,,,3.0,15.0,74.0,226.0,6.0,8.0,141.0,31.0,30.0,19.0,3.0,10.0,7.0,,115.0,6.0,201.0,1.0,,19.0,5.0,60.0,1.0,332.0,,0.0,10.0,15.0,,17.0,0.0,539.0,23.0,21.0,,8.0,3.0,6.0,0.0
2128367,9,2020-11-23 17:30:00,31,Crystal Palace,Away,183.0,11.0,2.0,7.0,5.0,1.0,2.0,175.0,3.0,3.0,11.0,4.0,9.0,15.0,351.0,,,26.0,18.0,24.0,12.0,2.0,2.0,,,,,,,,,10.0,,,,,,3.0,6.0,6.0,4.0,7.0,8.0,76.0,63.0,1.0,2.0,,1.0,10.0,5.0,4.0,,,7.0,8.0,9.0,,11.0,,44.0,62.0,1.0,16.0,5.0,1.0,1.0,,,,,28.0,32.0,9.0,13.0,,,3.0,2.0,,172.0,,,,,,,5.0,,1.0,1.0,5.0,,4.0,4.0,,,11.0,115.0,74.0,38.0,4.0,,5.0,9.0,5.0,435.0,3.0,1.0,,58.0,61.0,31.0,,,,,,159.0,159.0,6.0,18.0,26.0,53.9,,,,2.0,10.0,0.0,96.0,3.0,,3.0,,1.0,,5.0,1.0,,2.0,12.0,84.0,336.0,3.0,14.0,205.0,35.0,16.0,16.0,5.0,24.0,19.0,,122.0,5.0,278.0,1.0,3.0,23.0,11.0,49.0,2.0,459.0,1.0,0.0,15.0,12.0,,28.0,0.0,665.0,30.0,15.0,,13.0,7.0,5.0,0.0
2128379,10,2020-11-27 20:00:00,31,Crystal Palace,Home,214.0,19.0,2.0,8.0,6.0,5.0,,207.0,2.0,,5.0,4.0,6.0,34.0,413.0,,,19.0,23.0,28.0,7.0,1.0,2.0,,,1.0,,1.0,,,,9.0,,,,,,,7.0,7.0,7.0,8.0,4.0,77.0,59.0,1.0,1.0,,,12.0,1.0,4.0,,,7.0,13.0,7.0,,18.0,3.0,59.0,63.0,,10.0,4.0,,1.0,,,,,34.0,60.0,9.0,10.0,,,1.0,,1.0,189.0,,,,,,,4.0,,,,4.0,,9.0,9.0,1.0,,5.0,129.0,77.0,43.0,3.0,,4.0,4.0,3.0,482.0,2.0,3.0,,86.0,44.0,36.0,,,,,,148.0,148.0,1.0,29.0,19.0,57.4,,,,,12.0,0.0,108.0,1.0,4.0,5.0,,,,8.0,,,3.0,17.0,106.0,400.0,7.0,9.0,242.0,39.0,10.0,16.0,6.0,26.0,20.0,,140.0,6.0,287.0,,,16.0,7.0,67.0,,503.0,,0.0,12.0,15.0,,21.0,2.0,701.0,29.0,11.0,,10.0,7.0,8.0,0.0
