matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
1059705,1,2019-08-10 15:00:00,31,Crystal Palace,Home,83.0,11.0,1.0,1.0,,2.0,,79.0,3.0,,2.0,3.0,2.0,12.0,161.0,,1.0,15.0,18.0,30.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,,,,1.0,10.0,7.0,3.0,6.0,,35.0,58.0,1.0,1.0,,4.0,19.0,4.0,5.0,1.0,1.0,6.0,4.0,3.0,,10.0,1.0,53.0,71.0,4.0,21.0,12.0,,1.0,,,,,59.0,16.0,12.0,,,1.0,1.0,,128.0,,,,,,,10.0,,,,12.0,,10.0,10.0,,,2.0,55.0,67.0,29.0,2.0,,,5.0,2.0,243.0,5.0,2.0,,57.0,29.0,25.0,,,,166.0,166.0,5.0,24.0,24.0,35.4,,,,1.0,19.0,0.0,50.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,53.0,147.0,11.0,5.0,113.0,29.0,21.0,12.0,6.0,14.0,8.0,1.0,108.0,11.0,169.0,,,18.0,2.0,48.0,4.0,268.0,,0.0,6.0,21.0,1.0,30.0,2.0,467.0,19.0,11.0,,8.0,6.0,14.0,0.0
1059719,2,2019-08-18 14:00:00,31,Crystal Palace,Away,210.0,19.0,1.0,2.0,1.0,2.0,1.0,184.0,6.0,1.0,4.0,3.0,6.0,21.0,392.0,,,32.0,23.0,27.0,4.0,,,,,,,1.0,,,,,,5.0,,,,,4.0,10.0,5.0,2.0,4.0,82.0,43.0,,,,1.0,20.0,2.0,9.0,,,4.0,,5.0,,10.0,1.0,62.0,74.0,1.0,25.0,13.0,,1.0,,,,,72.0,11.0,16.0,,,4.0,3.0,1.0,175.0,,,,,,,9.0,,1.0,1.0,13.0,,13.0,13.0,2.0,,4.0,116.0,68.0,40.0,8.0,,,4.0,4.0,474.0,5.0,1.0,,78.0,65.0,32.0,,,,156.0,156.0,1.0,23.0,14.0,57.5,,,,2.0,20.0,0.0,125.0,2.0,,2.0,1.0,,,,,3.0,90.0,377.0,9.0,4.0,240.0,45.0,25.0,20.0,4.0,12.0,8.0,,143.0,10.0,270.0,1.0,1.0,18.0,9.0,62.0,1.0,498.0,,0.0,6.0,21.0,,35.0,1.0,718.0,12.0,15.0,,10.0,4.0,15.0,0.0
1059726,3,2019-08-24 15:00:00,31,Crystal Palace,Away,67.0,10.0,1.0,1.0,,4.0,,75.0,5.0,,,8.0,2.0,21.0,141.0,,,9.0,23.0,15.0,1.0,,,1.0,,,,,,,,,,4.0,,,,1.0,14.0,14.0,8.0,5.0,,31.0,39.0,1.0,1.0,1.0,1.0,15.0,1.0,7.0,,,1.0,5.0,,1.0,6.0,,57.0,56.0,1.0,26.0,10.0,,,,,,,35.0,18.0,7.0,1.0,,2.0,1.0,,118.0,1.0,,1.0,1.0,,,20.0,2.0,,,10.0,,16.0,16.0,2.0,,,44.0,64.0,27.0,8.0,,1.0,1.0,3.0,198.0,6.0,,,48.0,20.0,10.0,1.0,1.0,,122.0,122.0,2.0,20.0,9.0,28.7,,,,,15.0,0.0,38.0,1.0,1.0,2.0,1.0,1.0,1.0,,,3.0,29.0,131.0,9.0,2.0,95.0,26.0,26.0,12.0,1.0,7.0,6.0,1.0,63.0,11.0,143.0,,,19.0,2.0,57.0,,231.0,,0.0,5.0,25.0,,15.0,4.0,409.0,16.0,11.0,,9.0,1.0,13.0,0.0
1059735,4,2019-08-31 15:00:00,31,Crystal Palace,Home,154.0,14.0,7.0,10.0,4.0,,1.0,199.0,4.0,,9.0,3.0,3.0,21.0,343.0,,,13.0,13.0,13.0,10.0,6.0,9.0,1.0,,,1.0,1.0,,,,,,10.0,,,,2.0,11.0,3.0,7.0,14.0,8.0,58.0,53.0,1.0,1.0,,3.0,10.0,7.0,11.0,,,13.0,12.0,3.0,,10.0,,57.0,50.0,3.0,21.0,11.0,,,,,,,52.0,15.0,15.0,1.0,,7.0,4.0,1.0,166.0,,,,,,1.0,4.0,1.0,,,11.0,,7.0,7.0,,,9.0,103.0,61.0,45.0,2.0,,9.0,7.0,5.0,389.0,4.0,,,58.0,66.0,50.0,,,,123.0,123.0,7.0,22.0,13.0,52.8,,,,1.0,10.0,0.0,80.0,2.0,,2.0,,1.0,10.0,2.0,,3.0,107.0,328.0,3.0,16.0,163.0,26.0,21.0,14.0,12.0,30.0,19.0,1.0,150.0,1.0,274.0,,,12.0,3.0,41.0,2.0,407.0,,0.0,22.0,18.0,,15.0,2.0,614.0,48.0,16.0,,5.0,13.0,9.0,0.0
1059749,5,2019-09-14 15:00:00,31,Crystal Palace,Away,169.0,17.0,,4.0,4.0,,3.0,111.0,7.0,,6.0,6.0,4.0,22.0,276.0,,,11.0,20.0,15.0,8.0,1.0,2.0,,,,,,1.0,,,,,7.0,,,,2.0,6.0,8.0,6.0,9.0,2.0,61.0,56.0,,,,,14.0,3.0,9.0,,1.0,3.0,3.0,1.0,,10.0,1.0,51.0,56.0,,15.0,8.0,,1.0,,,,,31.0,11.0,19.0,,,3.0,3.0,,136.0,,,,,,,12.0,,,,8.0,,18.0,18.0,3.0,,6.0,77.0,69.0,46.0,4.0,,1.0,8.0,6.0,322.0,1.0,2.0,1.0,45.0,29.0,14.0,,,,125.0,125.0,2.0,25.0,18.0,35.9,,,,,14.0,0.0,83.0,1.0,1.0,2.0,,,2.0,,,3.0,44.0,250.0,3.0,9.0,199.0,30.0,15.0,9.0,3.0,10.0,7.0,,64.0,3.0,168.0,,,18.0,5.0,48.0,,357.0,1.0,0.0,11.0,15.0,,16.0,3.0,537.0,24.0,20.0,,8.0,3.0,11.0,0.0
1059755,6,2019-09-22 14:00:00,31,Crystal Palace,Home,193.0,16.0,2.0,3.0,1.0,1.0,,169.0,1.0,,3.0,3.0,2.0,22.0,359.0,,,26.0,17.0,20.0,6.0,1.0,2.0,,,,,1.0,,,,,1.0,8.0,,,,2.0,2.0,7.0,6.0,6.0,7.0,71.0,64.0,1.0,1.0,,1.0,15.0,4.0,7.0,,,6.0,3.0,,,21.0,1.0,61.0,76.0,1.0,18.0,10.0,1.0,,,,,,55.0,7.0,10.0,,,3.0,1.0,1.0,160.0,,,,,,,6.0,,1.0,,10.0,,14.0,14.0,,,3.0,102.0,73.0,40.0,7.0,,3.0,4.0,4.0,435.0,6.0,4.0,,41.0,84.0,29.0,,,,158.0,158.0,5.0,27.0,26.0,49.9,,2.0,,1.0,15.0,0.0,123.0,3.0,,3.0,1.0,,5.0,,,2.0,92.0,349.0,6.0,7.0,208.0,31.0,18.0,32.0,5.0,9.0,4.0,,149.0,8.0,257.0,1.0,,12.0,3.0,52.0,1.0,456.0,1.0,0.0,13.0,24.0,2.0,32.0,2.0,692.0,31.0,13.0,,22.0,6.0,9.0,0.0
1059765,7,2019-09-28 15:00:00,31,Crystal Palace,Home,102.0,19.0,2.0,5.0,3.0,1.0,,236.0,3.0,1.0,1.0,2.0,4.0,25.0,333.0,,,22.0,11.0,15.0,10.0,1.0,1.0,1.0,,,,,,,,,,13.0,1.0,,,,10.0,7.0,3.0,12.0,3.0,78.0,65.0,,,1.0,1.0,23.0,6.0,11.0,,,5.0,8.0,8.0,,13.0,2.0,53.0,54.0,1.0,13.0,6.0,,,,,,,71.0,14.0,10.0,,,2.0,1.0,,156.0,1.0,,,1.0,,,7.0,1.0,,,6.0,,8.0,8.0,1.0,,1.0,88.0,69.0,39.0,5.0,1.0,5.0,7.0,3.0,395.0,4.0,3.0,,86.0,83.0,36.0,,,1.0,138.0,138.0,7.0,32.0,20.0,44.6,,,,1.0,23.0,0.0,93.0,3.0,,3.0,,1.0,6.0,1.0,,3.0,140.0,321.0,11.0,12.0,119.0,38.0,13.0,15.0,4.0,21.0,17.0,1.0,186.0,6.0,317.0,,1.0,15.0,5.0,58.0,2.0,415.0,2.0,0.0,15.0,18.0,,24.0,3.0,620.0,31.0,16.0,,11.0,5.0,10.0,0.0
1059781,8,2019-10-05 17:30:00,31,Crystal Palace,Away,216.0,16.0,2.0,3.0,1.0,3.0,,182.0,2.0,,1.0,5.0,7.0,29.0,395.0,,,17.0,27.0,20.0,3.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,,,2.0,2.0,8.0,1.0,5.0,2.0,94.0,65.0,2.0,1.0,2.0,1.0,15.0,2.0,6.0,,1.0,2.0,3.0,2.0,1.0,14.0,2.0,59.0,52.0,1.0,18.0,7.0,,,,,,,57.0,7.0,9.0,1.0,,3.0,2.0,,167.0,1.0,,1.0,,1.0,,3.0,,,,7.0,,9.0,9.0,1.0,,1.0,106.0,82.0,43.0,2.0,,1.0,4.0,4.0,472.0,1.0,3.0,,67.0,62.0,25.0,,,1.0,146.0,146.0,4.0,29.0,25.0,48.3,,,3.0,1.0,15.0,0.0,122.0,3.0,,4.0,,,1.0,1.0,,2.0,74.0,382.0,8.0,5.0,238.0,36.0,18.0,18.0,2.0,9.0,7.0,,114.0,8.0,260.0,1.0,,23.0,8.0,66.0,4.0,489.0,,0.0,7.0,10.0,1.0,19.0,2.0,668.0,24.0,18.0,,13.0,2.0,6.0,0.0
1059785,9,2019-10-19 17:30:00,31,Crystal Palace,Home,102.0,11.0,1.0,1.0,,2.0,,106.0,5.0,,3.0,3.0,5.0,21.0,207.0,,,9.0,21.0,13.0,4.0,1.0,1.0,,,,,1.0,,,,,,4.0,,,,1.0,5.0,17.0,4.0,5.0,2.0,44.0,52.0,,1.0,,3.0,17.0,2.0,16.0,,,1.0,,6.0,,9.0,4.0,56.0,47.0,3.0,26.0,13.0,,1.0,,,,,50.0,8.0,10.0,,,3.0,1.0,1.0,110.0,,,,,,,11.0,,,,13.0,1.0,22.0,22.0,7.0,,3.0,61.0,59.0,22.0,8.0,,2.0,3.0,2.0,251.0,3.0,1.0,,43.0,33.0,15.0,,,,115.0,115.0,6.0,24.0,16.0,28.7,,,,1.0,17.0,0.0,61.0,5.0,3.0,9.0,,,3.0,1.0,,3.0,62.0,194.0,11.0,5.0,117.0,26.0,26.0,13.0,1.0,8.0,7.0,,99.0,6.0,167.0,,,18.0,5.0,57.0,3.0,276.0,,0.0,7.0,13.0,,13.0,1.0,469.0,11.0,20.0,,11.0,1.0,7.0,0.0
1059792,10,2019-10-27 16:30:00,31,Crystal Palace,Away,122.0,14.0,,7.0,7.0,2.0,2.0,152.0,7.0,,2.0,13.0,4.0,34.0,267.0,,,13.0,17.0,25.0,6.0,1.0,,1.0,,,,,,,,,,8.0,1.0,,,1.0,2.0,10.0,5.0,8.0,2.0,67.0,63.0,1.0,,2.0,4.0,6.0,4.0,8.0,,1.0,5.0,10.0,6.0,,14.0,3.0,54.0,65.0,4.0,26.0,15.0,,,,,,,53.0,9.0,18.0,1.0,,3.0,5.0,,139.0,1.0,,1.0,1.0,,,12.0,1.0,,1.0,15.0,,9.0,9.0,1.0,,2.0,71.0,65.0,41.0,12.0,1.0,2.0,6.0,4.0,316.0,1.0,4.0,,71.0,50.0,24.0,,,1.0,134.0,134.0,3.0,26.0,31.0,43.8,,,1.0,,6.0,0.0,68.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,,2.0,71.0,244.0,5.0,8.0,139.0,28.0,26.0,15.0,4.0,25.0,21.0,1.0,108.0,8.0,231.0,,,24.0,6.0,61.0,1.0,345.0,1.0,0.0,10.0,14.0,,13.0,0.0,554.0,24.0,12.0,,8.0,5.0,11.0,0.0
