matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987594,1,2018-08-11 15:00:00,31,Crystal Palace,Away,148.0,16.0,2.0,4.0,2.0,,,114.0,3.0,,3.0,5.0,8.0,24.0,258.0,,1.0,21.0,10.0,20.0,7.0,1.0,,,,,,,,,,,10.0,,,,,,1.0,8.0,6.0,9.0,8.0,4.0,48.0,67.0,2.0,1.0,1.0,2.0,8.0,2.0,9.0,,,5.0,7.0,2.0,,16.0,5.0,55.0,63.0,2.0,30.0,11.0,,,53.0,11.0,9.0,1.0,,,,,157.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,,11.0,1.0,14.0,14.0,1.0,3.0,70.0,64.0,34.0,5.0,1.0,,10.0,10.0,321.0,4.0,1.0,,43.0,43.0,21.0,,,,,,143.0,143.0,4.0,36.0,17.0,33.7,,,,1.0,8.0,0.0,72.0,4.0,2.0,6.0,,,,,,3.0,58.0,244.0,4.0,10.0,177.0,33.0,30.0,22.0,3.0,12.0,9.0,,100.0,7.0,182.0,1.0,,14.0,12.0,55.0,3.0,347.0,2.0,0.0,12.0,21.0,2.0,25.0,2.0,564.0,26.0,13.0,13.0,5.0,14.0,0.0
987606,2,2018-08-20 20:00:00,31,Crystal Palace,Home,146.0,20.0,1.0,4.0,3.0,3.0,,138.0,2.0,1.0,5.0,3.0,3.0,29.0,280.0,,,16.0,13.0,19.0,5.0,,,,,,1.0,1.0,,,,,7.0,,,1.0,,,,4.0,9.0,7.0,4.0,4.0,55.0,50.0,,,,,21.0,1.0,16.0,,,6.0,5.0,4.0,,12.0,2.0,56.0,63.0,,25.0,11.0,,,52.0,6.0,13.0,,,3.0,1.0,1.0,136.0,,,,,,,9.0,,,1.0,11.0,1.0,14.0,14.0,5.0,5.0,85.0,71.0,44.0,7.0,,4.0,1.0,2.0,331.0,5.0,,,65.0,45.0,20.0,1.0,1.0,1.0,,,127.0,127.0,2.0,24.0,13.0,36.8,1.0,,,2.0,21.0,0.0,83.0,3.0,1.0,4.0,,,,5.0,,3.0,57.0,267.0,9.0,5.0,163.0,27.0,25.0,27.0,6.0,16.0,10.0,,98.0,9.0,212.0,1.0,1.0,15.0,3.0,58.0,2.0,359.0,,1.0,8.0,14.0,1.0,18.0,1.0,551.0,21.0,10.0,17.0,6.0,9.0,0.0
987620,3,2018-08-26 13:30:00,31,Crystal Palace,Away,144.0,18.0,1.0,3.0,2.0,1.0,,185.0,7.0,,4.0,10.0,7.0,42.0,326.0,,,26.0,24.0,24.0,6.0,1.0,,,,,,,,,,1.0,7.0,,,,,,,6.0,8.0,5.0,8.0,1.0,76.0,57.0,1.0,2.0,,2.0,15.0,1.0,8.0,,1.0,3.0,3.0,4.0,,17.0,,69.0,57.0,2.0,28.0,14.0,,,70.0,11.0,12.0,1.0,1.0,2.0,1.0,,190.0,1.0,,,1.0,,,13.0,1.0,,,14.0,,5.0,5.0,,4.0,81.0,85.0,45.0,6.0,,5.0,3.0,3.0,401.0,4.0,4.0,,59.0,85.0,23.0,,,,,,176.0,176.0,2.0,24.0,23.0,56.3,,,,,15.0,0.0,89.0,2.0,1.0,3.0,,2.0,,5.0,,2.0,84.0,302.0,10.0,8.0,172.0,38.0,28.0,12.0,1.0,9.0,8.0,,135.0,11.0,273.0,1.0,,22.0,8.0,79.0,3.0,436.0,,0.0,9.0,19.0,2.0,33.0,2.0,645.0,17.0,19.0,3.0,3.0,12.0,0.0
987626,4,2018-09-01 15:00:00,31,Crystal Palace,Home,164.0,13.0,2.0,9.0,7.0,3.0,,183.0,10.0,,6.0,10.0,3.0,39.0,338.0,,,16.0,20.0,33.0,16.0,2.0,,,,,,,,,,,17.0,,,1.0,,,,6.0,11.0,8.0,13.0,7.0,58.0,56.0,4.0,4.0,,4.0,25.0,7.0,7.0,,,7.0,13.0,5.0,,13.0,4.0,56.0,68.0,4.0,26.0,15.0,,,65.0,11.0,12.0,,,1.0,,,178.0,,,,,,,12.0,,1.0,1.0,15.0,1.0,12.0,12.0,,6.0,88.0,75.0,46.0,4.0,,6.0,12.0,6.0,403.0,6.0,1.0,,66.0,54.0,35.0,,1.0,1.0,1.0,,147.0,147.0,6.0,20.0,23.0,50.7,1.0,,,1.0,25.0,0.0,108.0,3.0,1.0,5.0,,1.0,,7.0,1.0,3.0,97.0,314.0,12.0,18.0,181.0,36.0,26.0,13.0,6.0,24.0,18.0,,153.0,12.0,275.0,1.0,,23.0,3.0,72.0,,432.0,,0.0,20.0,16.0,,18.0,1.0,662.0,38.0,16.0,7.0,7.0,11.0,0.0
987635,5,2018-09-15 15:00:00,31,Crystal Palace,Away,153.0,11.0,1.0,2.0,1.0,3.0,,136.0,2.0,,3.0,8.0,5.0,21.0,287.0,,1.0,13.0,24.0,18.0,5.0,,2.0,,,,,,,,,,7.0,,,,,,,9.0,9.0,6.0,6.0,1.0,52.0,48.0,,,,2.0,11.0,3.0,7.0,,,3.0,3.0,3.0,,14.0,1.0,64.0,47.0,2.0,28.0,15.0,,,48.0,17.0,11.0,1.0,1.0,1.0,1.0,,159.0,1.0,,,1.0,,,8.0,1.0,,,15.0,,9.0,9.0,,3.0,67.0,74.0,43.0,5.0,,2.0,4.0,2.0,338.0,4.0,2.0,,50.0,43.0,14.0,,,,,,123.0,123.0,2.0,27.0,13.0,41.6,,,,1.0,11.0,0.0,85.0,2.0,,2.0,,,2.0,2.0,1.0,1.0,45.0,278.0,4.0,6.0,174.0,20.0,28.0,9.0,3.0,10.0,7.0,2.0,79.0,5.0,199.0,,,28.0,5.0,56.0,2.0,363.0,,0.0,7.0,13.0,1.0,16.0,2.0,528.0,15.0,14.0,6.0,3.0,9.0,0.0
987646,6,2018-09-22 15:00:00,31,Crystal Palace,Home,195.0,10.0,1.0,5.0,4.0,1.0,,188.0,2.0,,9.0,3.0,10.0,25.0,378.0,,1.0,30.0,15.0,17.0,8.0,,,,,,2.0,3.0,,1.0,,,7.0,,,,,,2.0,5.0,4.0,2.0,9.0,7.0,74.0,63.0,1.0,1.0,,2.0,21.0,5.0,2.0,,,9.0,7.0,3.0,,19.0,1.0,49.0,72.0,2.0,15.0,7.0,,1.0,55.0,8.0,11.0,,,6.0,2.0,3.0,154.0,,,,,,,4.0,,2.0,,7.0,1.0,8.0,8.0,,10.0,118.0,73.0,40.0,5.0,,4.0,4.0,4.0,468.0,,,,94.0,78.0,31.0,,,,,,171.0,171.0,6.0,20.0,26.0,61.9,,,,,21.0,0.0,135.0,1.0,2.0,3.0,,,,7.0,,2.0,95.0,370.0,8.0,8.0,212.0,31.0,15.0,21.0,9.0,21.0,12.0,,154.0,2.0,290.0,2.0,,17.0,10.0,60.0,2.0,481.0,1.0,0.0,16.0,29.0,2.0,36.0,1.0,719.0,19.0,18.0,15.0,9.0,25.0,0.0
987652,7,2018-10-01 20:00:00,31,Crystal Palace,Away,219.0,16.0,,3.0,3.0,1.0,1.0,233.0,2.0,,5.0,4.0,9.0,28.0,449.0,,,10.0,14.0,9.0,6.0,1.0,,,,,,1.0,,,,,8.0,,,,,,1.0,2.0,8.0,3.0,3.0,7.0,82.0,66.0,,,,,15.0,4.0,3.0,,,3.0,7.0,5.0,1.0,8.0,2.0,41.0,43.0,,15.0,6.0,,1.0,56.0,12.0,9.0,,,2.0,2.0,1.0,169.0,1.0,,,1.0,,,6.0,1.0,,,6.0,,12.0,12.0,2.0,5.0,133.0,69.0,42.0,3.0,,4.0,4.0,2.0,513.0,2.0,2.0,,75.0,64.0,32.0,1.0,1.0,1.0,,,132.0,132.0,2.0,27.0,30.0,55.6,,,,,15.0,0.0,148.0,3.0,,3.0,,1.0,,4.0,,3.0,107.0,436.0,10.0,8.0,242.0,38.0,15.0,10.0,2.0,16.0,14.0,,145.0,5.0,306.0,,,16.0,11.0,60.0,2.0,532.0,,0.0,10.0,19.0,,14.0,4.0,712.0,26.0,16.0,6.0,3.0,10.0,0.0
987664,8,2018-10-06 15:00:00,31,Crystal Palace,Home,288.0,12.0,3.0,7.0,4.0,2.0,1.0,249.0,4.0,1.0,1.0,7.0,15.0,33.0,530.0,,,26.0,19.0,17.0,5.0,1.0,,,,,1.0,1.0,,,,,6.0,,,,,,2.0,6.0,4.0,3.0,5.0,6.0,103.0,55.0,,1.0,,1.0,22.0,3.0,4.0,,,6.0,7.0,3.0,,10.0,1.0,54.0,56.0,1.0,17.0,12.0,,,75.0,11.0,13.0,,,5.0,4.0,1.0,215.0,,,,,,,8.0,,,,12.0,,10.0,10.0,,1.0,148.0,99.0,66.0,3.0,,3.0,3.0,4.0,622.0,,2.0,,106.0,78.0,28.0,,,,,,162.0,162.0,1.0,27.0,26.0,67.1,,,,,22.0,0.0,175.0,1.0,,1.0,,1.0,,4.0,1.0,3.0,108.0,518.0,10.0,6.0,313.0,22.0,17.0,19.0,6.0,20.0,14.0,,160.0,3.0,348.0,,1.0,24.0,17.0,63.0,1.0,641.0,,0.0,11.0,17.0,,30.0,3.0,835.0,23.0,11.0,9.0,6.0,13.0,0.0
987676,9,2018-10-21 16:00:00,31,Crystal Palace,Away,131.0,13.0,1.0,1.0,,3.0,,124.0,3.0,,1.0,9.0,11.0,31.0,254.0,,,16.0,23.0,17.0,4.0,,,,,,1.0,1.0,,,,,3.0,,1.0,1.0,,,,5.0,10.0,10.0,4.0,3.0,48.0,63.0,1.0,2.0,,6.0,14.0,,8.0,,,5.0,6.0,3.0,,15.0,2.0,68.0,58.0,6.0,22.0,13.0,,,51.0,17.0,13.0,,,4.0,,1.0,153.0,,,,,,,11.0,,,,13.0,1.0,13.0,13.0,,1.0,70.0,67.0,28.0,10.0,,4.0,,3.0,320.0,7.0,4.0,,95.0,28.0,25.0,,,,,1.0,154.0,154.0,5.0,29.0,23.0,40.2,1.0,,,,14.0,0.0,79.0,2.0,,2.0,,1.0,,4.0,,1.0,69.0,240.0,7.0,4.0,149.0,28.0,22.0,12.0,4.0,13.0,9.0,,115.0,6.0,214.0,,,29.0,11.0,75.0,,350.0,,0.0,7.0,23.0,1.0,20.0,1.0,551.0,21.0,17.0,6.0,5.0,17.0,0.0
987684,10,2018-10-28 13:30:00,31,Crystal Palace,Home,152.0,12.0,,1.0,1.0,2.0,,160.0,1.0,,2.0,6.0,4.0,22.0,311.0,,1.0,22.0,17.0,13.0,11.0,,,,,,,,,,,,10.0,2.0,,,2.0,,2.0,7.0,4.0,3.0,9.0,7.0,64.0,66.0,1.0,1.0,2.0,2.0,19.0,2.0,7.0,,1.0,6.0,6.0,2.0,,17.0,,58.0,60.0,2.0,9.0,5.0,,,55.0,10.0,15.0,,,4.0,1.0,,151.0,,,,,,,5.0,,1.0,1.0,5.0,2.0,14.0,14.0,,2.0,82.0,62.0,36.0,4.0,2.0,9.0,2.0,3.0,379.0,2.0,3.0,,82.0,50.0,30.0,,,,,2.0,156.0,156.0,5.0,25.0,32.0,42.2,2.0,2.0,1.0,,19.0,0.0,102.0,,,,,,,11.0,,3.0,72.0,298.0,5.0,11.0,171.0,25.0,9.0,18.0,6.0,15.0,9.0,,119.0,6.0,243.0,1.0,,23.0,5.0,54.0,2.0,399.0,,0.0,16.0,22.0,3.0,24.0,1.0,613.0,31.0,22.0,10.0,6.0,11.0,0.0
