matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987695,11,2018-11-04 16:00:00,31,Crystal Palace,Away,133.0,10.0,,,,2.0,,109.0,1.0,,5.0,9.0,3.0,28.0,242.0,,1.0,14.0,13.0,12.0,4.0,,,,,,,,,,,,6.0,,,,,,1.0,5.0,9.0,6.0,4.0,3.0,54.0,64.0,,,,1.0,14.0,3.0,13.0,,,2.0,2.0,1.0,,14.0,1.0,58.0,50.0,1.0,16.0,9.0,,,38.0,13.0,5.0,1.0,,,1.0,,127.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,9.0,,19.0,19.0,4.0,5.0,62.0,61.0,32.0,4.0,,2.0,3.0,2.0,286.0,4.0,2.0,,55.0,38.0,16.0,,,,,,116.0,116.0,3.0,27.0,27.0,26.3,,,,,14.0,0.0,70.0,1.0,2.0,3.0,,,,2.0,,2.0,48.0,229.0,9.0,5.0,152.0,27.0,16.0,19.0,1.0,5.0,4.0,,76.0,3.0,166.0,1.0,,19.0,4.0,65.0,1.0,313.0,2.0,0.0,7.0,21.0,1.0,16.0,1.0,492.0,14.0,14.0,12.0,2.0,8.0,0.0
987705,12,2018-11-10 17:30:00,31,Crystal Palace,Home,108.0,11.0,3.0,3.0,,2.0,,98.0,1.0,,3.0,9.0,3.0,23.0,203.0,,,19.0,10.0,19.0,3.0,2.0,,,,,,,,,,,6.0,,,,,,1.0,9.0,8.0,3.0,8.0,3.0,45.0,67.0,,1.0,,3.0,19.0,1.0,8.0,,,10.0,11.0,1.0,,7.0,1.0,47.0,54.0,3.0,25.0,15.0,,1.0,47.0,12.0,8.0,,,3.0,2.0,,144.0,,,,,,,4.0,,,1.0,15.0,,18.0,18.0,2.0,3.0,52.0,66.0,25.0,6.0,,4.0,1.0,5.0,291.0,3.0,2.0,,49.0,52.0,31.0,,,,,,169.0,169.0,3.0,32.0,27.0,35.4,,,,,19.0,0.0,65.0,,1.0,1.0,,,,5.0,,3.0,57.0,194.0,7.0,5.0,140.0,32.0,25.0,18.0,10.0,24.0,14.0,,100.0,4.0,190.0,,,29.0,4.0,63.0,4.0,306.0,,0.0,11.0,20.0,,23.0,1.0,524.0,20.0,17.0,7.0,10.0,12.0,0.0
987717,13,2018-11-24 15:00:00,31,Crystal Palace,Away,83.0,13.0,,1.0,1.0,,,182.0,2.0,1.0,6.0,4.0,9.0,18.0,264.0,,,18.0,18.0,13.0,9.0,,1.0,,,,,,,,,1.0,12.0,,,,,,,6.0,7.0,5.0,5.0,8.0,46.0,56.0,1.0,2.0,,2.0,15.0,2.0,3.0,,1.0,3.0,2.0,2.0,,17.0,3.0,55.0,48.0,2.0,39.0,20.0,,,49.0,12.0,11.0,,,1.0,1.0,,150.0,,,,,,,9.0,,2.0,1.0,20.0,,13.0,13.0,5.0,6.0,90.0,67.0,29.0,10.0,,7.0,2.0,2.0,327.0,3.0,,,59.0,65.0,19.0,,,,,,134.0,134.0,2.0,32.0,10.0,40.2,,,,3.0,15.0,0.0,65.0,3.0,2.0,5.0,,2.0,1.0,9.0,,2.0,89.0,252.0,6.0,9.0,105.0,28.0,39.0,17.0,3.0,8.0,5.0,1.0,123.0,4.0,254.0,2.0,1.0,22.0,9.0,51.0,3.0,351.0,,0.0,13.0,13.0,,22.0,2.0,567.0,23.0,10.0,11.0,3.0,11.0,0.0
987725,14,2018-12-01 15:00:00,31,Crystal Palace,Home,174.0,9.0,1.0,3.0,2.0,3.0,,244.0,2.0,,7.0,10.0,7.0,33.0,415.0,1.0,1.0,23.0,24.0,20.0,20.0,1.0,3.0,,,,,1.0,,,1.0,,23.0,,,1.0,,,1.0,8.0,4.0,,17.0,12.0,89.0,71.0,1.0,1.0,,4.0,16.0,9.0,3.0,,,10.0,4.0,3.0,,14.0,,53.0,50.0,4.0,19.0,10.0,,,56.0,9.0,8.0,1.0,,2.0,,1.0,201.0,2.0,,,2.0,,,4.0,2.0,,,10.0,1.0,10.0,10.0,1.0,7.0,120.0,65.0,48.0,2.0,1.0,9.0,14.0,9.0,501.0,1.0,1.0,,92.0,60.0,31.0,,,,,,150.0,150.0,8.0,30.0,23.0,58.6,1.0,,,,16.0,0.0,108.0,,,,,,3.0,11.0,,3.0,143.0,403.0,4.0,23.0,209.0,21.0,19.0,17.0,8.0,15.0,7.0,3.0,190.0,10.0,324.0,,,25.0,8.0,56.0,1.0,518.0,2.0,0.0,29.0,9.0,1.0,27.0,1.0,716.0,45.0,11.0,13.0,10.0,6.0,0.0
987733,15,2018-12-04 19:45:00,31,Crystal Palace,Away,160.0,19.0,2.0,5.0,4.0,,1.0,347.0,2.0,1.0,4.0,1.0,16.0,22.0,502.0,1.0,,30.0,14.0,16.0,13.0,2.0,,,,,,1.0,,,,,14.0,1.0,,,,,,9.0,6.0,3.0,10.0,8.0,79.0,51.0,,,1.0,,15.0,5.0,7.0,,1.0,5.0,5.0,6.0,,19.0,,63.0,54.0,,13.0,9.0,1.0,,75.0,12.0,13.0,,1.0,6.0,4.0,1.0,193.0,,,,,,,4.0,,1.0,,9.0,,5.0,5.0,,4.0,172.0,61.0,43.0,4.0,1.0,8.0,7.0,5.0,572.0,3.0,4.0,,118.0,50.0,34.0,1.0,1.0,1.0,,1.0,156.0,156.0,3.0,20.0,24.0,68.5,,,,1.0,15.0,0.0,147.0,,,,,1.0,,8.0,,2.0,150.0,486.0,5.0,15.0,179.0,27.0,13.0,19.0,3.0,17.0,15.0,,199.0,3.0,429.0,1.0,1.0,16.0,17.0,44.0,,591.0,1.0,0.0,18.0,17.0,,32.0,3.0,809.0,32.0,18.0,8.0,5.0,11.0,0.0
987751,16,2018-12-08 15:00:00,31,Crystal Palace,Away,148.0,10.0,,3.0,3.0,,,231.0,4.0,,1.0,6.0,1.0,21.0,376.0,,,10.0,25.0,10.0,3.0,1.0,,,,1.0,,1.0,,,,,3.0,,,1.0,,,2.0,5.0,9.0,4.0,5.0,3.0,67.0,72.0,1.0,,1.0,6.0,23.0,2.0,10.0,,,3.0,10.0,3.0,,11.0,2.0,61.0,47.0,6.0,21.0,9.0,1.0,,55.0,8.0,10.0,,,2.0,1.0,1.0,167.0,2.0,,2.0,,2.0,,7.0,,,1.0,9.0,1.0,8.0,8.0,1.0,1.0,112.0,76.0,46.0,5.0,1.0,1.0,5.0,4.0,451.0,2.0,1.0,,117.0,65.0,24.0,,,,,,152.0,152.0,11.0,31.0,27.0,51.7,1.0,3.0,,,23.0,0.0,128.0,2.0,1.0,3.0,,,,2.0,1.0,3.0,93.0,361.0,7.0,6.0,165.0,26.0,21.0,16.0,2.0,16.0,14.0,,146.0,3.0,325.0,,,20.0,2.0,51.0,,474.0,,0.0,8.0,19.0,,14.0,2.0,656.0,23.0,17.0,8.0,3.0,15.0,0.0
987753,17,2018-12-15 15:00:00,31,Crystal Palace,Home,119.0,14.0,,2.0,2.0,,,166.0,3.0,,2.0,7.0,6.0,23.0,283.0,,,22.0,20.0,18.0,5.0,,1.0,,,,,,,,,,6.0,,,,,,2.0,8.0,8.0,4.0,4.0,4.0,59.0,76.0,,,,5.0,23.0,2.0,9.0,,,4.0,6.0,2.0,,17.0,2.0,62.0,62.0,5.0,31.0,17.0,,,57.0,10.0,8.0,,,3.0,1.0,,183.0,1.0,,,1.0,,,13.0,1.0,,,17.0,,12.0,12.0,1.0,2.0,71.0,80.0,41.0,4.0,1.0,3.0,3.0,1.0,355.0,3.0,4.0,,76.0,71.0,20.0,,,,,,169.0,169.0,4.0,27.0,36.0,43.3,,,,,23.0,0.0,71.0,2.0,,2.0,,2.0,1.0,5.0,,3.0,70.0,271.0,12.0,6.0,140.0,28.0,31.0,16.0,4.0,13.0,9.0,1.0,109.0,4.0,257.0,,,20.0,7.0,58.0,6.0,384.0,,0.0,8.0,27.0,1.0,26.0,2.0,618.0,11.0,19.0,9.0,4.0,19.0,0.0
987768,18,2018-12-22 15:00:00,31,Crystal Palace,Away,66.0,2.0,,1.0,1.0,2.0,,54.0,3.0,,1.0,4.0,1.0,11.0,119.0,,,11.0,20.0,17.0,2.0,,,,,,,,,,,,3.0,1.0,,,,1.0,1.0,4.0,11.0,8.0,4.0,1.0,27.0,50.0,1.0,1.0,1.0,4.0,19.0,,10.0,,,,2.0,,,9.0,1.0,53.0,53.0,4.0,46.0,23.0,,,30.0,6.0,7.0,,,3.0,,,112.0,1.0,,,1.0,,,14.0,1.0,3.0,,23.0,1.0,16.0,16.0,6.0,1.0,41.0,57.0,13.0,13.0,3.0,2.0,1.0,3.0,180.0,5.0,4.0,,62.0,14.0,5.0,,,,,1.0,124.0,124.0,,29.0,9.0,21.7,1.0,,3.0,1.0,19.0,0.0,33.0,1.0,2.0,3.0,,,,2.0,,2.0,21.0,111.0,11.0,3.0,97.0,14.0,46.0,14.0,,2.0,2.0,,47.0,7.0,118.0,3.0,,29.0,1.0,63.0,1.0,213.0,,0.0,5.0,23.0,,12.0,4.0,404.0,6.0,6.0,6.0,,14.0,0.0
987774,19,2018-12-26 15:00:00,31,Crystal Palace,Home,166.0,16.0,3.0,5.0,3.0,1.0,,237.0,5.0,,6.0,2.0,4.0,39.0,398.0,3.0,1.0,31.0,24.0,22.0,24.0,2.0,1.0,,,1.0,,1.0,,,,,23.0,,,1.0,1.0,,,5.0,5.0,4.0,22.0,9.0,65.0,51.0,1.0,2.0,,1.0,14.0,14.0,5.0,,,12.0,14.0,2.0,,11.0,2.0,57.0,57.0,1.0,13.0,5.0,,1.0,72.0,9.0,11.0,,,2.0,1.0,1.0,215.0,,,,,,,6.0,,,,5.0,2.0,10.0,10.0,1.0,7.0,103.0,83.0,48.0,1.0,,10.0,16.0,5.0,465.0,1.0,4.0,,77.0,85.0,45.0,,,,,,153.0,153.0,4.0,20.0,19.0,62.4,2.0,,,,14.0,0.0,104.0,2.0,2.0,4.0,,,1.0,12.0,,1.0,146.0,380.0,7.0,26.0,184.0,31.0,13.0,23.0,11.0,27.0,17.0,1.0,191.0,3.0,330.0,,,14.0,5.0,69.0,,487.0,3.0,0.0,31.0,10.0,1.0,32.0,0.0,735.0,58.0,16.0,14.0,12.0,5.0,0.0
987784,20,2018-12-30 12:00:00,31,Crystal Palace,Home,169.0,18.0,,2.0,2.0,4.0,,138.0,6.0,,8.0,2.0,5.0,28.0,305.0,,,17.0,12.0,12.0,4.0,,,,,,,,,,,,3.0,,,,,,1.0,9.0,4.0,8.0,4.0,,58.0,66.0,,,,3.0,15.0,2.0,7.0,,,3.0,6.0,4.0,,8.0,2.0,41.0,40.0,3.0,24.0,10.0,,,50.0,11.0,8.0,,,1.0,1.0,,169.0,,,,,,,8.0,,,1.0,10.0,,15.0,15.0,4.0,8.0,79.0,73.0,39.0,4.0,,2.0,2.0,,371.0,4.0,1.0,,65.0,43.0,15.0,,,,,,137.0,137.0,1.0,34.0,18.0,34.2,,,,1.0,15.0,0.0,88.0,1.0,2.0,3.0,,2.0,,2.0,,2.0,59.0,290.0,5.0,4.0,202.0,36.0,24.0,12.0,3.0,14.0,11.0,,88.0,5.0,206.0,,,19.0,5.0,65.0,3.0,394.0,1.0,0.0,4.0,13.0,,20.0,0.0,579.0,15.0,16.0,7.0,3.0,6.0,0.0
