matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855274,11,2016-11-05 15:00:00,31,Crystal Palace,Away,201.0,20.0,,10.0,10.0,5.0,1.0,209.0,4.0,1.0,7.0,16.0,11.0,37.0,400.0,,,23.0,20.0,27.0,10.0,,,,,,,,,,14.0,1.0,,,,,1.0,1.0,5.0,9.0,5.0,8.0,8.0,94.0,69.0,2.0,1.0,2.0,1.0,18.0,4.0,4.0,1.0,,7.0,14.0,16.0,,14.0,1.0,57.0,59.0,1.0,13.0,10.0,1.0,,79.0,12.0,10.0,1.0,4.0,5.0,,184.0,1.0,,1.0,1.0,,7.0,1.0,1.0,,10.0,1.0,13.0,13.0,,7.0,119.0,98.0,48.0,4.0,,4.0,7.0,5.0,488.0,2.0,3.0,53.0,74.0,52.0,,,,1.0,182.0,182.0,2.0,24.0,35.0,61.8,1.0,,,,18.0,0.0,111.0,4.0,,3.0,,,7.0,,3.0,90.0,388.0,8.0,11.0,220.0,44.0,13.0,23.0,7.0,42.0,35.0,,142.0,12.0,330.0,1.0,1.0,41.0,11.0,82.0,3.0,508.0,,0.0,16.0,8.0,1.0,25.0,2.0,725.0,31.0,11.0,14.0,7.0,5.0,0.0
855282,12,2016-11-19 15:00:00,31,Crystal Palace,Home,78.0,12.0,1.0,4.0,3.0,3.0,,90.0,4.0,,1.0,9.0,9.0,31.0,164.0,,,22.0,19.0,20.0,2.0,1.0,1.0,,1.0,,1.0,,,,5.0,,,,,,,1.0,5.0,8.0,2.0,6.0,2.0,43.0,53.0,,,,1.0,25.0,2.0,13.0,1.0,,2.0,12.0,2.0,,10.0,,59.0,70.0,1.0,26.0,9.0,,1.0,77.0,12.0,14.0,,5.0,1.0,1.0,143.0,1.0,,,1.0,,10.0,1.0,1.0,,9.0,,14.0,14.0,1.0,1.0,44.0,86.0,37.0,7.0,,2.0,2.0,2.0,246.0,2.0,5.0,34.0,42.0,23.0,,,,,157.0,157.0,4.0,22.0,20.0,38.3,,,,,25.0,0.0,46.0,2.0,,1.0,,,4.0,1.0,3.0,46.0,153.0,19.0,4.0,93.0,33.0,26.0,16.0,2.0,17.0,15.0,,115.0,7.0,200.0,1.0,,38.0,11.0,87.0,1.0,276.0,,0.0,8.0,26.0,,23.0,1.0,480.0,16.0,10.0,11.0,2.0,19.0,0.0
855300,13,2016-11-26 15:00:00,31,Crystal Palace,Away,87.0,9.0,4.0,7.0,3.0,6.0,,123.0,6.0,,3.0,27.0,5.0,39.0,203.0,,,21.0,21.0,33.0,6.0,2.0,6.0,,,,,,,,6.0,,,,1.0,,,,15.0,11.0,7.0,10.0,2.0,48.0,40.0,4.0,1.0,3.0,4.0,15.0,4.0,8.0,1.0,1.0,6.0,5.0,8.0,1.0,13.0,2.0,70.0,70.0,4.0,35.0,25.0,1.0,1.0,74.0,24.0,12.0,1.0,2.0,2.0,,127.0,3.0,,2.0,2.0,1.0,8.0,1.0,4.0,,25.0,1.0,8.0,8.0,1.0,3.0,60.0,74.0,45.0,10.0,1.0,3.0,8.0,4.0,258.0,3.0,,34.0,28.0,28.0,,,,,136.0,136.0,1.0,13.0,16.0,43.5,1.0,3.0,,,15.0,0.0,54.0,3.0,1.0,3.0,,,4.0,1.0,3.0,62.0,180.0,7.0,11.0,102.0,16.0,35.0,15.0,5.0,20.0,15.0,,113.0,15.0,207.0,4.0,,48.0,7.0,70.0,,289.0,,0.0,12.0,15.0,,22.0,5.0,496.0,28.0,18.0,10.0,6.0,11.0,0.0
855303,14,2016-12-03 15:00:00,31,Crystal Palace,Home,100.0,9.0,2.0,5.0,3.0,4.0,,151.0,6.0,,2.0,18.0,14.0,32.0,246.0,,,21.0,23.0,22.0,3.0,1.0,4.0,,,,,,,,4.0,,,,,,,1.0,4.0,12.0,5.0,5.0,4.0,60.0,57.0,1.0,,3.0,,23.0,2.0,17.0,,,4.0,5.0,4.0,1.0,25.0,,84.0,61.0,,36.0,16.0,,,69.0,11.0,13.0,2.0,1.0,,,145.0,1.0,,1.0,,1.0,10.0,1.0,4.0,,16.0,,12.0,12.0,2.0,2.0,69.0,73.0,37.0,9.0,,3.0,2.0,4.0,309.0,4.0,1.0,75.0,31.0,19.0,,,,,154.0,154.0,2.0,30.0,17.0,41.6,,,,,23.0,0.0,64.0,2.0,1.0,3.0,1.0,,3.0,,3.0,82.0,230.0,11.0,5.0,125.0,14.0,36.0,13.0,2.0,11.0,9.0,,127.0,15.0,224.0,4.0,,56.0,14.0,79.0,,338.0,,0.0,9.0,22.0,,27.0,3.0,560.0,16.0,15.0,4.0,4.0,14.0,0.0
855315,15,2016-12-10 15:00:00,31,Crystal Palace,Away,121.0,4.0,1.0,6.0,5.0,,,132.0,5.0,,1.0,9.0,6.0,22.0,247.0,,,10.0,22.0,17.0,9.0,,2.0,,,,,1.0,,,12.0,1.0,,,,,,,4.0,11.0,4.0,10.0,5.0,44.0,54.0,1.0,,2.0,2.0,12.0,3.0,5.0,,1.0,7.0,5.0,5.0,,16.0,2.0,59.0,48.0,2.0,35.0,21.0,,,46.0,14.0,15.0,1.0,1.0,,,141.0,1.0,,1.0,1.0,,6.0,1.0,,,21.0,,4.0,4.0,2.0,1.0,82.0,75.0,33.0,4.0,1.0,4.0,6.0,6.0,310.0,2.0,2.0,38.0,48.0,24.0,1.0,1.0,1.0,1.0,141.0,141.0,1.0,26.0,22.0,43.1,,2.0,1.0,1.0,12.0,0.0,73.0,2.0,1.0,3.0,,,6.0,,3.0,49.0,229.0,9.0,10.0,142.0,7.0,35.0,13.0,7.0,17.0,10.0,,89.0,5.0,215.0,,,49.0,6.0,66.0,,340.0,,0.0,15.0,7.0,,12.0,4.0,516.0,30.0,13.0,9.0,7.0,2.0,0.0
855323,16,2016-12-14 20:00:00,31,Crystal Palace,Home,155.0,17.0,1.0,3.0,2.0,3.0,1.0,149.0,9.0,,7.0,10.0,10.0,26.0,301.0,,1.0,11.0,24.0,18.0,3.0,2.0,1.0,,,,,,,,3.0,,,,,,,2.0,9.0,10.0,6.0,4.0,2.0,62.0,68.0,1.0,,1.0,5.0,20.0,,7.0,,2.0,1.0,5.0,4.0,,12.0,4.0,68.0,56.0,5.0,21.0,9.0,,,57.0,16.0,9.0,,3.0,2.0,,164.0,1.0,,1.0,1.0,,12.0,1.0,,,9.0,,11.0,11.0,2.0,7.0,88.0,79.0,38.0,8.0,1.0,3.0,3.0,3.0,374.0,3.0,2.0,47.0,54.0,16.0,,,,,150.0,150.0,4.0,30.0,22.0,39.1,,,,,20.0,0.0,86.0,3.0,1.0,4.0,1.0,,3.0,,3.0,65.0,285.0,12.0,6.0,180.0,30.0,21.0,22.0,1.0,12.0,11.0,,103.0,16.0,232.0,,,38.0,11.0,65.0,,400.0,,0.0,6.0,19.0,1.0,15.0,2.0,587.0,7.0,13.0,11.0,1.0,15.0,0.0
855333,17,2016-12-17 12:30:00,31,Crystal Palace,Home,183.0,20.0,1.0,4.0,3.0,5.0,,191.0,4.0,,4.0,16.0,4.0,34.0,370.0,,,22.0,17.0,21.0,3.0,,,,2.0,,2.0,,,,4.0,,,,,,,,6.0,8.0,5.0,3.0,3.0,91.0,58.0,,,,2.0,24.0,,13.0,,,5.0,8.0,7.0,,13.0,3.0,65.0,51.0,2.0,20.0,12.0,,,59.0,12.0,14.0,,6.0,3.0,2.0,169.0,,,,,,5.0,,1.0,,12.0,,7.0,7.0,,4.0,104.0,84.0,46.0,3.0,,2.0,1.0,2.0,454.0,4.0,,101.0,30.0,29.0,,,,,162.0,162.0,7.0,22.0,19.0,53.5,,,,,24.0,0.0,112.0,4.0,1.0,5.0,,,4.0,,3.0,86.0,355.0,8.0,3.0,201.0,41.0,20.0,15.0,4.0,22.0,18.0,,144.0,14.0,297.0,1.0,,39.0,5.0,71.0,1.0,476.0,,0.0,6.0,12.0,1.0,23.0,2.0,660.0,10.0,13.0,5.0,5.0,9.0,0.0
855351,18,2016-12-26 12:30:00,31,Crystal Palace,Away,85.0,8.0,1.0,3.0,2.0,3.0,1.0,92.0,3.0,1.0,2.0,11.0,8.0,23.0,174.0,,1.0,15.0,20.0,28.0,4.0,2.0,1.0,,,,,,,1.0,7.0,,,1.0,,,,1.0,5.0,3.0,6.0,5.0,5.0,33.0,61.0,1.0,1.0,1.0,3.0,14.0,1.0,8.0,,,3.0,4.0,1.0,,7.0,2.0,56.0,73.0,3.0,45.0,28.0,,,64.0,17.0,18.0,,4.0,3.0,,160.0,1.0,,1.0,1.0,,8.0,1.0,2.0,,28.0,,12.0,12.0,1.0,2.0,57.0,87.0,37.0,7.0,1.0,3.0,4.0,4.0,262.0,2.0,,38.0,35.0,19.0,1.0,1.0,1.0,1.0,161.0,161.0,,30.0,20.0,43.9,,2.0,,,14.0,0.0,42.0,1.0,1.0,2.0,2.0,,5.0,,2.0,34.0,158.0,6.0,7.0,116.0,27.0,45.0,15.0,3.0,11.0,8.0,,88.0,15.0,187.0,2.0,1.0,37.0,9.0,68.0,1.0,292.0,,0.0,10.0,21.0,1.0,22.0,4.0,503.0,12.0,13.0,8.0,3.0,17.0,0.0
855352,19,2017-01-01 16:00:00,31,Crystal Palace,Away,111.0,4.0,2.0,4.0,2.0,4.0,,151.0,7.0,2.0,3.0,12.0,8.0,26.0,258.0,,,9.0,15.0,23.0,4.0,1.0,3.0,,,,,,,,4.0,,,,,,,,7.0,14.0,8.0,4.0,3.0,53.0,75.0,1.0,1.0,,,16.0,1.0,10.0,,,4.0,4.0,9.0,,14.0,3.0,57.0,59.0,,26.0,9.0,,,62.0,7.0,9.0,,3.0,2.0,,151.0,,,,,,13.0,,6.0,,9.0,,21.0,21.0,5.0,3.0,71.0,76.0,33.0,8.0,,2.0,3.0,4.0,319.0,10.0,2.0,65.0,34.0,27.0,,,,,147.0,147.0,5.0,29.0,27.0,35.9,,,,,16.0,0.0,76.0,3.0,2.0,5.0,,,2.0,,3.0,73.0,241.0,13.0,5.0,125.0,23.0,26.0,18.0,3.0,18.0,15.0,,130.0,14.0,244.0,6.0,2.0,29.0,8.0,71.0,3.0,351.0,,0.0,7.0,20.0,,9.0,1.0,561.0,13.0,10.0,7.0,4.0,14.0,0.0
855363,20,2017-01-03 20:00:00,31,Crystal Palace,Home,181.0,4.0,,3.0,3.0,3.0,,137.0,1.0,,4.0,13.0,9.0,20.0,315.0,,,26.0,23.0,11.0,2.0,,,,,1.0,1.0,,1.0,,5.0,,,,,,,1.0,6.0,7.0,4.0,4.0,3.0,65.0,45.0,,,,2.0,13.0,2.0,9.0,,1.0,4.0,14.0,7.0,,8.0,1.0,57.0,46.0,2.0,22.0,11.0,1.0,,69.0,13.0,14.0,,4.0,3.0,1.0,146.0,1.0,,1.0,1.0,,6.0,1.0,,,11.0,,25.0,25.0,1.0,4.0,89.0,69.0,35.0,5.0,1.0,1.0,2.0,3.0,389.0,2.0,3.0,32.0,74.0,36.0,,,,,156.0,156.0,3.0,17.0,19.0,47.1,,,,,13.0,0.0,111.0,2.0,,2.0,,,2.0,,3.0,67.0,300.0,6.0,3.0,202.0,16.0,22.0,8.0,4.0,28.0,24.0,,118.0,9.0,237.0,,,46.0,9.0,61.0,1.0,411.0,,0.0,7.0,17.0,,32.0,2.0,617.0,16.0,13.0,4.0,4.0,15.0,0.0
855381,21,2017-01-14 15:00:00,31,Crystal Palace,Away,168.0,15.0,,2.0,2.0,2.0,1.0,190.0,3.0,,2.0,4.0,15.0,28.0,356.0,,,21.0,20.0,20.0,5.0,1.0,,,,,1.0,,,,7.0,,,,,,,2.0,7.0,8.0,6.0,3.0,7.0,74.0,45.0,1.0,1.0,,,14.0,3.0,13.0,,,2.0,9.0,4.0,,14.0,,65.0,49.0,,21.0,14.0,,,60.0,14.0,9.0,,3.0,2.0,1.0,173.0,,,,,,8.0,,,1.0,14.0,,12.0,12.0,1.0,2.0,103.0,76.0,47.0,2.0,,5.0,1.0,1.0,418.0,3.0,1.0,74.0,62.0,22.0,,,,,138.0,138.0,,18.0,24.0,55.9,,,,,14.0,0.0,88.0,,,,,,6.0,,3.0,83.0,342.0,8.0,6.0,183.0,34.0,21.0,9.0,2.0,17.0,15.0,,124.0,9.0,272.0,,1.0,16.0,16.0,54.0,1.0,438.0,,0.0,10.0,17.0,,24.0,2.0,612.0,10.0,17.0,4.0,2.0,12.0,0.0
855385,22,2017-01-21 15:00:00,31,Crystal Palace,Home,112.0,20.0,2.0,6.0,4.0,5.0,1.0,166.0,3.0,,4.0,14.0,5.0,38.0,272.0,,,11.0,9.0,25.0,5.0,2.0,2.0,,,,,,,,2.0,,,,1.0,,,4.0,5.0,9.0,8.0,5.0,3.0,52.0,67.0,,,,6.0,17.0,4.0,17.0,,,8.0,7.0,7.0,,8.0,4.0,48.0,65.0,6.0,36.0,16.0,,,62.0,10.0,15.0,,6.0,4.0,,152.0,,,,,,3.0,,1.0,1.0,16.0,1.0,9.0,9.0,,4.0,87.0,75.0,44.0,7.0,,2.0,5.0,2.0,350.0,3.0,,52.0,47.0,44.0,,,,,154.0,154.0,4.0,27.0,27.0,44.0,1.0,,,,17.0,0.0,80.0,2.0,5.0,7.0,,,2.0,1.0,3.0,82.0,256.0,10.0,7.0,136.0,41.0,36.0,14.0,7.0,25.0,18.0,,133.0,12.0,260.0,2.0,,36.0,6.0,78.0,1.0,371.0,1.0,0.0,8.0,18.0,2.0,16.0,0.0,574.0,21.0,16.0,8.0,8.0,13.0,0.0
855392,23,2017-01-31 19:45:00,31,Crystal Palace,Away,44.0,10.0,,9.0,9.0,5.0,1.0,119.0,9.0,,2.0,10.0,9.0,24.0,154.0,,,18.0,12.0,24.0,5.0,1.0,1.0,,,,1.0,,,,7.0,,,,,1.0,,2.0,13.0,2.0,8.0,6.0,5.0,38.0,41.0,2.0,,2.0,4.0,11.0,1.0,15.0,,,3.0,9.0,8.0,1.0,7.0,1.0,63.0,62.0,4.0,23.0,9.0,,,58.0,23.0,14.0,1.0,3.0,1.0,1.0,122.0,2.0,,2.0,1.0,1.0,14.0,1.0,1.0,1.0,9.0,1.0,12.0,12.0,,2.0,27.0,65.0,24.0,2.0,,5.0,3.0,4.0,199.0,3.0,2.0,43.0,52.0,32.0,,,,,120.0,120.0,5.0,16.0,12.0,34.9,1.0,,,,11.0,0.0,46.0,,2.0,2.0,,,6.0,,3.0,67.0,138.0,8.0,8.0,57.0,17.0,23.0,14.0,3.0,21.0,18.0,,110.0,10.0,197.0,1.0,,37.0,9.0,68.0,,233.0,,0.0,11.0,17.0,1.0,22.0,4.0,412.0,17.0,9.0,7.0,3.0,14.0,0.0
855403,24,2017-02-04 15:00:00,31,Crystal Palace,Home,162.0,17.0,3.0,10.0,7.0,2.0,,261.0,1.0,,5.0,14.0,17.0,42.0,413.0,1.0,,31.0,13.0,16.0,9.0,3.0,5.0,,,,1.0,,,,12.0,,,,,,,3.0,5.0,5.0,5.0,14.0,7.0,95.0,59.0,3.0,4.0,,1.0,7.0,4.0,5.0,,,7.0,19.0,12.0,,9.0,1.0,45.0,46.0,1.0,6.0,2.0,1.0,,97.0,9.0,8.0,,3.0,2.0,1.0,185.0,,,,,,3.0,,,,2.0,,12.0,12.0,2.0,5.0,106.0,81.0,62.0,1.0,,4.0,8.0,9.0,487.0,,3.0,107.0,67.0,56.0,,,,,161.0,161.0,3.0,20.0,30.0,65.7,,,,,7.0,0.0,116.0,2.0,1.0,3.0,,,8.0,1.0,3.0,129.0,402.0,4.0,12.0,177.0,39.0,6.0,18.0,7.0,40.0,33.0,,190.0,11.0,365.0,,,24.0,20.0,74.0,1.0,502.0,1.0,0.0,21.0,13.0,1.0,34.0,3.0,702.0,29.0,17.0,9.0,7.0,8.0,0.0
855418,25,2017-02-11 15:00:00,31,Crystal Palace,Away,128.0,7.0,,2.0,2.0,4.0,,101.0,3.0,1.0,5.0,21.0,6.0,33.0,227.0,,,26.0,21.0,24.0,4.0,1.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,2.0,5.0,5.0,2.0,3.0,3.0,54.0,64.0,,,,3.0,12.0,1.0,8.0,1.0,,5.0,4.0,7.0,,13.0,1.0,66.0,58.0,3.0,17.0,12.0,,,60.0,14.0,10.0,,3.0,1.0,1.0,150.0,,,,,,7.0,,1.0,1.0,12.0,,21.0,21.0,,5.0,63.0,75.0,36.0,5.0,,3.0,2.0,1.0,303.0,2.0,2.0,39.0,50.0,26.0,,,,,166.0,166.0,1.0,28.0,27.0,42.5,,,,1.0,12.0,0.0,60.0,2.0,1.0,2.0,1.0,,4.0,,3.0,43.0,216.0,6.0,5.0,153.0,16.0,17.0,16.0,4.0,16.0,12.0,,92.0,14.0,190.0,2.0,1.0,56.0,7.0,84.0,2.0,327.0,1.0,0.0,6.0,19.0,1.0,34.0,3.0,536.0,9.0,16.0,5.0,5.0,15.0,0.0
855423,26,2017-02-25 15:00:00,31,Crystal Palace,Home,95.0,17.0,2.0,7.0,5.0,3.0,1.0,163.0,5.0,,1.0,8.0,8.0,24.0,251.0,,,23.0,21.0,22.0,10.0,2.0,2.0,1.0,,,,,,,10.0,,,,,,,3.0,6.0,4.0,7.0,11.0,4.0,42.0,66.0,,,,2.0,11.0,5.0,12.0,,3.0,4.0,15.0,8.0,1.0,11.0,,66.0,62.0,2.0,21.0,14.0,,,63.0,13.0,15.0,,6.0,3.0,,166.0,1.0,,,1.0,,12.0,1.0,1.0,3.0,14.0,,12.0,12.0,,1.0,62.0,77.0,33.0,2.0,,7.0,6.0,3.0,320.0,1.0,3.0,51.0,82.0,43.0,,,,,168.0,168.0,4.0,23.0,33.0,45.6,,,,1.0,11.0,0.0,77.0,1.0,3.0,4.0,2.0,1.0,7.0,,3.0,105.0,236.0,4.0,13.0,108.0,40.0,21.0,26.0,3.0,29.0,26.0,1.0,159.0,13.0,268.0,1.0,,25.0,8.0,65.0,2.0,347.0,,0.0,15.0,13.0,2.0,31.0,3.0,562.0,33.0,13.0,13.0,4.0,12.0,0.0
855440,27,2017-03-04 15:00:00,31,Crystal Palace,Away,83.0,15.0,1.0,4.0,3.0,2.0,,161.0,3.0,,3.0,11.0,9.0,35.0,240.0,,1.0,14.0,14.0,37.0,5.0,1.0,2.0,,,,,,,1.0,8.0,,,,,,,,7.0,3.0,8.0,8.0,2.0,50.0,61.0,3.0,2.0,1.0,3.0,9.0,4.0,1.0,,,5.0,11.0,9.0,,7.0,1.0,40.0,76.0,3.0,31.0,24.0,,,79.0,12.0,8.0,,1.0,1.0,,152.0,1.0,,1.0,1.0,,8.0,2.0,2.0,,24.0,,19.0,19.0,1.0,3.0,75.0,77.0,37.0,5.0,2.0,2.0,5.0,4.0,322.0,5.0,1.0,61.0,74.0,34.0,,,,,161.0,161.0,3.0,23.0,27.0,48.6,,,,,9.0,0.0,64.0,,1.0,1.0,,,2.0,,3.0,91.0,231.0,2.0,7.0,97.0,29.0,31.0,18.0,5.0,26.0,21.0,,150.0,10.0,270.0,3.0,,41.0,9.0,88.0,,341.0,2.0,0.0,10.0,21.0,1.0,18.0,1.0,547.0,25.0,20.0,12.0,5.0,15.0,0.0
855446,28,2017-04-26 20:00:00,31,Crystal Palace,Home,76.0,14.0,2.0,6.0,4.0,4.0,2.0,87.0,5.0,,1.0,9.0,6.0,25.0,157.0,,,11.0,20.0,22.0,3.0,2.0,2.0,,,,,,,,3.0,,,,,,,1.0,4.0,10.0,8.0,5.0,1.0,38.0,75.0,,,,4.0,23.0,3.0,11.0,,1.0,2.0,7.0,3.0,,22.0,1.0,68.0,69.0,4.0,26.0,13.0,,,53.0,13.0,15.0,,3.0,3.0,,139.0,,,,,,13.0,,,,13.0,,16.0,16.0,2.0,1.0,37.0,81.0,33.0,11.0,,2.0,3.0,1.0,231.0,6.0,3.0,47.0,34.0,20.0,,,,,164.0,164.0,6.0,43.0,19.0,31.1,,,,,23.0,0.0,50.0,2.0,1.0,3.0,,,2.0,,3.0,44.0,142.0,15.0,5.0,97.0,33.0,26.0,10.0,2.0,15.0,13.0,,92.0,13.0,182.0,,,40.0,6.0,81.0,1.0,264.0,,0.0,6.0,24.0,,15.0,3.0,478.0,17.0,16.0,8.0,2.0,15.0,0.0
855453,29,2017-03-18 15:00:00,31,Crystal Palace,Home,90.0,8.0,1.0,3.0,2.0,2.0,,100.0,4.0,,3.0,6.0,4.0,19.0,187.0,,1.0,14.0,19.0,23.0,3.0,1.0,1.0,,,,,,,,5.0,,,,,,,1.0,3.0,2.0,4.0,5.0,2.0,35.0,64.0,1.0,1.0,,2.0,18.0,2.0,9.0,,1.0,3.0,10.0,1.0,,8.0,1.0,50.0,64.0,2.0,43.0,31.0,,1.0,67.0,8.0,14.0,,4.0,7.0,,154.0,,,,,,9.0,,2.0,1.0,31.0,,7.0,7.0,1.0,3.0,49.0,66.0,26.0,2.0,,3.0,1.0,,264.0,,2.0,45.0,45.0,35.0,,,,,154.0,154.0,5.0,34.0,21.0,43.0,,,,,18.0,0.0,46.0,,2.0,2.0,2.0,,5.0,,3.0,55.0,177.0,12.0,5.0,119.0,18.0,43.0,17.0,3.0,21.0,18.0,,103.0,5.0,186.0,3.0,,37.0,4.0,70.0,1.0,284.0,,0.0,7.0,18.0,1.0,19.0,0.0,496.0,18.0,16.0,10.0,3.0,13.0,0.0
855464,30,2017-04-01 15:00:00,31,Crystal Palace,Away,59.0,12.0,1.0,3.0,2.0,3.0,1.0,106.0,8.0,,4.0,12.0,5.0,29.0,162.0,,,10.0,11.0,15.0,4.0,1.0,1.0,,,,,,,,5.0,,,,,,,2.0,7.0,16.0,8.0,6.0,2.0,39.0,53.0,2.0,1.0,1.0,3.0,14.0,,9.0,,,3.0,1.0,2.0,,12.0,5.0,54.0,56.0,3.0,47.0,16.0,,,59.0,14.0,12.0,1.0,5.0,3.0,,117.0,2.0,,1.0,2.0,,14.0,2.0,3.0,,16.0,,16.0,16.0,2.0,4.0,31.0,68.0,36.0,9.0,1.0,4.0,3.0,3.0,195.0,8.0,1.0,56.0,30.0,13.0,,,,,113.0,113.0,6.0,27.0,8.0,27.1,,,3.0,,14.0,0.0,42.0,7.0,3.0,10.0,1.0,,5.0,,3.0,75.0,143.0,10.0,7.0,76.0,20.0,47.0,21.0,3.0,9.0,6.0,,112.0,11.0,162.0,3.0,,35.0,6.0,66.0,2.0,229.0,,0.0,8.0,16.0,,11.0,2.0,450.0,17.0,16.0,13.0,3.0,8.0,0.0
855481,31,2017-04-05 19:45:00,31,Crystal Palace,Away,56.0,15.0,4.0,7.0,3.0,5.0,,119.0,8.0,,2.0,14.0,4.0,37.0,168.0,,,14.0,14.0,26.0,8.0,4.0,6.0,,1.0,1.0,2.0,,,,7.0,,,,,,1.0,2.0,5.0,19.0,6.0,11.0,6.0,32.0,44.0,3.0,2.0,1.0,5.0,18.0,8.0,8.0,2.0,1.0,11.0,8.0,3.0,,6.0,4.0,41.0,65.0,5.0,29.0,17.0,,,64.0,11.0,15.0,1.0,4.0,2.0,2.0,134.0,1.0,,1.0,1.0,,13.0,1.0,4.0,1.0,17.0,1.0,10.0,10.0,2.0,2.0,37.0,65.0,39.0,11.0,,4.0,9.0,3.0,221.0,6.0,2.0,43.0,21.0,30.0,,,,,133.0,133.0,2.0,25.0,12.0,38.5,1.0,3.0,,1.0,18.0,0.0,51.0,5.0,1.0,4.0,,,6.0,,3.0,56.0,148.0,7.0,14.0,84.0,22.0,29.0,12.0,10.0,23.0,13.0,,94.0,19.0,193.0,4.0,,39.0,4.0,70.0,1.0,254.0,,0.0,17.0,17.0,,17.0,1.0,457.0,20.0,14.0,7.0,12.0,12.0,0.0
855483,32,2017-04-10 20:00:00,31,Crystal Palace,Home,58.0,6.0,1.0,6.0,5.0,4.0,,99.0,5.0,2.0,1.0,10.0,4.0,25.0,151.0,,,6.0,21.0,21.0,12.0,1.0,1.0,,,,,,,,12.0,1.0,,,,,,3.0,3.0,8.0,3.0,13.0,4.0,35.0,69.0,1.0,,2.0,2.0,11.0,4.0,17.0,,,5.0,9.0,5.0,,13.0,3.0,68.0,63.0,2.0,37.0,21.0,,1.0,53.0,11.0,10.0,,3.0,2.0,,133.0,2.0,,2.0,2.0,,11.0,2.0,,,21.0,,19.0,19.0,8.0,1.0,33.0,64.0,27.0,8.0,3.0,7.0,8.0,6.0,204.0,2.0,3.0,48.0,24.0,27.0,,,,1.0,145.0,145.0,3.0,35.0,23.0,27.8,,,,,11.0,0.0,32.0,2.0,1.0,3.0,1.0,,7.0,,3.0,69.0,131.0,7.0,15.0,78.0,28.0,37.0,18.0,3.0,19.0,16.0,,105.0,12.0,174.0,,2.0,27.0,4.0,62.0,5.0,233.0,,0.0,17.0,22.0,,14.0,0.0,455.0,34.0,14.0,11.0,5.0,14.0,0.0
