matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2444574,11.0,2024-11-09 20:00:00,14,Liverpool,Home,299.0,17.0,1.0,3.0,2.0,2.0,1.0,250.0,5.0,,3.0,3.0,11.0,21.0,546.0,,1.0,12.0,6.0,6.0,9.0,2.0,1.0,5.0,,,,,,,,2.0,10.0,,,,,3.0,7.0,9.0,3.0,9.0,5.0,,103.0,50.0,3.0,2.0,2.0,4.0,9.0,3.0,11.0,,,2.0,3.0,1.0,,10.0,,44.0,42.0,4.0,15.0,5.0,,1.0,,,,,,54.0,11.0,15.0,1.0,3.0,2.0,,174.0,1.0,,,1.0,,2.0,7.0,,,2.0,2.0,,,,,5.0,,7.0,7.0,1.0,3.0,167.0,75.0,55.0,9.0,1.0,5.0,7.0,5.0,597.0,,,2.0,1.0,,84.0,57.0,25.0,,,,,,110.0,110.0,5.0,18.0,24.0,62.4,,,,,16.0,0.0,,,,175.0,2.0,,2.0,,,5.0,6.0,,,4.0,103.0,527.0,9.0,12.0,315.0,34.0,15.0,15.0,2.0,8.0,6.0,,5.0,139.0,3.0,312.0,2.0,,11.0,12.0,42.0,1.0,619.0,,0.0,14.0,12.0,1.0,13.0,0.0,785.0,30.0,13.0,9.0,2.0,9.0,0.0
2444589,12.0,2024-11-24 14:00:00,14,Liverpool,Away,179.0,12.0,4.0,9.0,5.0,,1.0,361.0,4.0,1.0,1.0,1.0,5.0,16.0,531.0,1.0,1.0,18.0,4.0,3.0,15.0,1.0,3.0,4.0,,,,1.0,,,,,20.0,1.0,,,1.0,2.0,6.0,5.0,2.0,18.0,9.0,,104.0,45.0,3.0,5.0,2.0,2.0,3.0,9.0,9.0,,,10.0,7.0,11.0,,11.0,2.0,37.0,39.0,2.0,4.0,1.0,,,,,,,,77.0,9.0,10.0,,6.0,2.0,1.0,170.0,1.0,,1.0,1.0,,,6.0,,,2.0,,,,,,1.0,1.0,8.0,8.0,,1.0,168.0,38.0,25.0,3.0,3.0,4.0,13.0,11.0,583.0,,,,,,129.0,61.0,51.0,,1.0,1.0,1.0,1.0,115.0,115.0,11.0,13.0,18.0,62.2,1.0,,3.0,,12.0,0.0,,,,158.0,2.0,1.0,3.0,,,4.0,7.0,,,3.0,222.0,517.0,3.0,17.0,190.0,30.0,4.0,14.0,10.0,30.0,20.0,,4.0,273.0,1.0,440.0,,1.0,7.0,5.0,39.0,1.0,600.0,1.0,0.0,27.0,16.0,1.0,18.0,4.0,774.0,51.0,9.0,10.0,10.0,12.0,0.0
2444594,13.0,2024-12-01 16:00:00,14,Liverpool,Home,213.0,19.0,2.0,4.0,2.0,,,138.0,6.0,,5.0,3.0,6.0,25.0,347.0,,2.0,20.0,5.0,7.0,11.0,2.0,5.0,2.0,,,,,,,,1.0,12.0,1.0,,1.0,,,4.0,7.0,1.0,11.0,7.0,,88.0,55.0,3.0,3.0,2.0,,8.0,4.0,13.0,,,7.0,6.0,3.0,,8.0,,44.0,42.0,,13.0,9.0,,2.0,,,,,,40.0,9.0,8.0,,2.0,,,142.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,9.0,2.0,6.0,6.0,,5.0,80.0,57.0,30.0,4.0,2.0,5.0,9.0,7.0,396.0,,,3.0,,,38.0,72.0,23.0,,,,,1.0,120.0,120.0,5.0,24.0,19.0,43.8,1.0,,,,16.0,0.0,,,,105.0,2.0,,3.0,,,2.0,7.0,,,4.0,77.0,330.0,8.0,14.0,235.0,42.0,13.0,14.0,5.0,14.0,9.0,,2.0,105.0,1.0,194.0,,,16.0,7.0,61.0,4.0,415.0,,0.0,18.0,22.0,2.0,21.0,1.0,595.0,30.0,20.0,5.0,7.0,13.0,0.0
2444608,14.0,2024-12-04 19:30:00,14,Liverpool,Away,229.0,14.0,1.0,3.0,2.0,2.0,,224.0,6.0,,9.0,1.0,10.0,15.0,450.0,2.0,,11.0,9.0,9.0,6.0,1.0,2.0,,,,,,,,,,14.0,,,2.0,,,10.0,9.0,8.0,14.0,2.0,,71.0,49.0,1.0,3.0,1.0,1.0,9.0,6.0,12.0,,,6.0,6.0,6.0,,5.0,2.0,52.0,48.0,1.0,22.0,9.0,1.0,2.0,,,,,,44.0,17.0,9.0,,,,,147.0,3.0,,3.0,3.0,,,9.0,,,3.0,1.0,,,,,9.0,2.0,10.0,10.0,,9.0,142.0,61.0,33.0,5.0,3.0,3.0,7.0,5.0,485.0,,,4.0,1.0,,64.0,52.0,28.0,,,,,,116.0,116.0,4.0,17.0,19.0,58.7,2.0,2.0,1.0,,16.0,0.0,,,,154.0,2.0,1.0,3.0,,,,5.0,2.0,,3.0,97.0,426.0,9.0,10.0,251.0,28.0,22.0,16.0,3.0,15.0,12.0,,,118.0,4.0,278.0,1.0,1.0,15.0,10.0,41.0,,514.0,3.0,0.0,16.0,23.0,2.0,15.0,5.0,709.0,35.0,21.0,7.0,6.0,13.0,0.0
2444613,24.0,2025-02-12 19:30:00,14,Liverpool,Away,258.0,17.0,,1.0,1.0,3.0,,195.0,8.0,1.0,4.0,6.0,5.0,22.0,452.0,,,12.0,20.0,22.0,4.0,,,2.0,,,,,,,,,6.0,,,,,,11.0,7.0,3.0,4.0,2.0,,74.0,40.0,1.0,,2.0,2.0,5.0,2.0,4.0,,,3.0,4.0,2.0,,12.0,1.0,62.0,57.0,2.0,36.0,16.0,,,0.303976,0.6229,,1.5555,1.1961,66.0,20.0,9.0,,,1.0,,155.0,1.0,,1.0,1.0,,,10.0,,,2.0,,,,,1.0,16.0,,8.0,8.0,,4.0,149.0,69.0,37.0,2.0,2.0,,5.0,4.0,521.0,,,2.0,1.0,,58.0,83.0,20.0,,,,,,150.0,150.0,1.0,15.0,19.0,63.2,,2.0,1.0,1.0,10.0,0.0,,,,168.0,,1.0,1.0,1.0,,2.0,,1.0,,5.0,81.0,430.0,5.0,5.0,289.0,30.0,36.0,15.0,3.0,10.0,7.0,110387.32,2.0,122.0,3.0,267.0,,1.0,33.0,8.0,64.0,2.0,546.0,,1.0,6.0,18.0,1.0,19.0,2.0,742.0,18.0,18.0,8.0,3.0,10.0,0.0
2444624,16.0,2024-12-14 15:00:00,14,Liverpool,Home,234.0,25.0,1.0,6.0,5.0,,2.0,241.0,8.0,2.0,6.0,1.0,3.0,30.0,469.0,,,17.0,9.0,14.0,7.0,3.0,1.0,1.0,,,,,,,,,13.0,,,,,2.0,5.0,7.0,5.0,16.0,,,78.0,46.0,3.0,1.0,2.0,2.0,3.0,5.0,7.0,,,5.0,9.0,15.0,,5.0,1.0,39.0,47.0,2.0,6.0,2.0,,,,,,,,68.0,10.0,7.0,1.0,2.0,2.0,,151.0,2.0,,2.0,2.0,,,8.0,,,2.0,1.0,,,,2.0,2.0,,9.0,9.0,1.0,6.0,145.0,60.0,37.0,4.0,,5.0,7.0,4.0,511.0,,,4.0,,,69.0,87.0,39.0,,,,,,118.0,118.0,4.0,18.0,17.0,61.3,,,1.0,,11.0,0.0,,,,155.0,1.0,,1.0,,1.0,1.0,7.0,,1.0,4.0,111.0,452.0,3.0,12.0,245.0,41.0,6.0,22.0,5.0,31.0,26.0,,1.0,141.0,,315.0,1.0,2.0,5.0,4.0,46.0,2.0,529.0,,1.0,16.0,15.0,1.0,18.0,3.0,709.0,35.0,15.0,12.0,5.0,9.0,0.0
2444638,17.0,2024-12-22 16:30:00,14,Liverpool,Away,213.0,27.0,,9.0,9.0,4.0,,228.0,6.0,2.0,3.0,4.0,9.0,26.0,432.0,,3.0,9.0,5.0,8.0,12.0,,1.0,4.0,,,,,,,,3.0,22.0,,1.0,,,1.0,3.0,6.0,3.0,18.0,6.0,,75.0,63.0,8.0,5.0,6.0,2.0,11.0,4.0,10.0,,,5.0,9.0,8.0,,13.0,1.0,44.0,47.0,2.0,21.0,10.0,1.0,,,,,,,51.0,9.0,7.0,2.0,1.0,1.0,,176.0,4.0,,4.0,4.0,,2.0,7.0,,,6.0,,,,,,10.0,1.0,15.0,15.0,3.0,3.0,109.0,64.0,43.0,7.0,4.0,6.0,10.0,12.0,478.0,,,1.0,1.0,,76.0,50.0,34.0,,,,,,120.0,120.0,10.0,24.0,24.0,48.1,1.0,,,1.0,20.0,0.0,,,,142.0,1.0,1.0,2.0,,,4.0,8.0,,,4.0,111.0,410.0,11.0,16.0,229.0,40.0,21.0,12.0,3.0,21.0,18.0,,5.0,147.0,6.0,294.0,,2.0,14.0,9.0,49.0,4.0,502.0,,0.0,24.0,27.0,5.0,10.0,2.0,712.0,51.0,12.0,5.0,5.0,17.0,0.0
2444644,18.0,2024-12-26 20:00:00,14,Liverpool,Home,190.0,23.0,1.0,12.0,11.0,2.0,1.0,412.0,2.0,,4.0,1.0,3.0,24.0,590.0,2.0,3.0,15.0,16.0,11.0,13.0,,3.0,3.0,,,,,,,,,16.0,,1.0,,1.0,,10.0,2.0,2.0,14.0,5.0,,87.0,48.0,1.0,,1.0,,8.0,6.0,1.0,,,14.0,16.0,22.0,,9.0,,46.0,39.0,,9.0,5.0,,,,,,,,89.0,17.0,5.0,,2.0,2.0,,162.0,3.0,,1.0,3.0,,1.0,2.0,,,3.0,,,,,,5.0,2.0,8.0,8.0,1.0,4.0,185.0,52.0,40.0,1.0,3.0,5.0,11.0,7.0,635.0,,,1.0,1.0,,93.0,95.0,74.0,,,,,,124.0,124.0,6.0,7.0,30.0,68.5,2.0,,3.0,,16.0,0.0,,,,215.0,,,,,1.0,3.0,6.0,,,5.0,235.0,576.0,8.0,16.0,194.0,33.0,9.0,9.0,10.0,50.0,40.0,106161.08,4.0,281.0,3.0,505.0,,,5.0,4.0,34.0,3.0,649.0,2.0,0.0,19.0,18.0,3.0,15.0,3.0,842.0,60.0,10.0,5.0,14.0,8.0,0.0
2444659,19.0,2024-12-29 17:15:00,14,Liverpool,Away,210.0,15.0,2.0,6.0,4.0,,,271.0,5.0,,4.0,2.0,16.0,21.0,475.0,,4.0,12.0,6.0,7.0,13.0,2.0,3.0,4.0,,,,,,,,2.0,19.0,,,,,,6.0,5.0,2.0,17.0,5.0,,99.0,52.0,7.0,6.0,3.0,1.0,8.0,2.0,7.0,,,6.0,8.0,7.0,1.0,10.0,,40.0,47.0,1.0,14.0,6.0,,,,,,,,76.0,10.0,7.0,1.0,1.0,1.0,,173.0,4.0,,3.0,4.0,,1.0,5.0,,,5.0,,,,,,6.0,,4.0,4.0,,4.0,117.0,55.0,39.0,3.0,2.0,6.0,13.0,13.0,522.0,,,3.0,,,72.0,74.0,41.0,,,,,,109.0,109.0,9.0,16.0,20.0,54.1,,,,2.0,16.0,0.0,,,,151.0,,,1.0,,1.0,4.0,7.0,,1.0,5.0,155.0,459.0,8.0,19.0,223.0,33.0,14.0,17.0,6.0,22.0,16.0,,5.0,192.0,1.0,339.0,,,7.0,16.0,38.0,,540.0,1.0,0.0,22.0,23.0,4.0,13.0,0.0,719.0,44.0,10.0,10.0,6.0,15.0,0.0
2444665,20.0,2025-01-05 16:30:00,14,Liverpool,Home,160.0,12.0,2.0,3.0,1.0,2.0,,207.0,3.0,2.0,3.0,1.0,2.0,16.0,364.0,,2.0,18.0,8.0,11.0,10.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,15.0,1.0,,,,,3.0,11.0,2.0,15.0,4.0,,60.0,44.0,3.0,3.0,1.0,1.0,8.0,5.0,10.0,,1.0,6.0,7.0,3.0,,11.0,,48.0,42.0,1.0,29.0,12.0,,,,,,,,58.0,10.0,12.0,,2.0,1.0,1.0,153.0,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,,,,,12.0,,14.0,14.0,,3.0,119.0,61.0,33.0,9.0,2.0,7.0,5.0,6.0,418.0,,,8.0,2.0,,47.0,92.0,31.0,,,,,1.0,130.0,130.0,1.0,20.0,20.0,52.9,,2.0,1.0,4.0,15.0,0.0,,,,106.0,1.0,1.0,2.0,,2.0,2.0,8.0,,,4.0,111.0,344.0,8.0,12.0,177.0,24.0,29.0,22.0,6.0,17.0,11.0,,2.0,145.0,3.0,278.0,1.0,2.0,18.0,2.0,47.0,,438.0,,0.0,19.0,6.0,2.0,19.0,2.0,662.0,33.0,19.0,13.0,6.0,2.0,0.0
2444675,21.0,2025-01-14 20:00:00,14,Liverpool,Away,151.0,20.0,2.0,6.0,4.0,1.0,,337.0,4.0,,4.0,3.0,11.0,25.0,482.0,,,16.0,10.0,18.0,16.0,,4.0,1.0,,,,,,,,1.0,19.0,,,,,,7.0,2.0,4.0,14.0,9.0,,100.0,46.0,3.0,3.0,1.0,3.0,3.0,6.0,6.0,,,9.0,10.0,9.0,,7.0,,46.0,39.0,3.0,29.0,11.0,,,,,,,,77.0,10.0,7.0,,3.0,2.0,,204.0,1.0,1.0,1.0,,1.0,,4.0,,,,,,,,,11.0,,2.0,2.0,,4.0,128.0,64.0,44.0,,,6.0,11.0,7.0,551.0,,,2.0,3.0,,95.0,75.0,61.0,,,,,,149.0,149.0,2.0,19.0,19.0,71.0,,,1.0,,15.0,0.0,,,,134.0,1.0,1.0,2.0,,,1.0,10.0,1.0,1.0,3.0,187.0,469.0,3.0,17.0,161.0,38.0,29.0,17.0,8.0,29.0,21.0,,1.0,241.0,3.0,434.0,,,13.0,11.0,44.0,1.0,566.0,1.0,0.0,23.0,10.0,,17.0,1.0,764.0,52.0,17.0,4.0,9.0,4.0,0.0
2444681,22.0,2025-01-18 15:00:00,14,Liverpool,Away,111.0,15.0,4.0,10.0,6.0,2.0,1.0,322.0,2.0,1.0,6.0,3.0,4.0,20.0,423.0,,,10.0,13.0,12.0,27.0,4.0,6.0,7.0,,,,,,,,,29.0,,1.0,,,2.0,6.0,9.0,2.0,28.0,9.0,,71.0,52.0,4.0,2.0,2.0,,4.0,15.0,8.0,,,15.0,10.0,8.0,,3.0,1.0,46.0,35.0,,19.0,8.0,,,,,,,,53.0,14.0,6.0,,2.0,1.0,,162.0,2.0,,2.0,2.0,,1.0,3.0,,,2.0,,,,,1.0,8.0,1.0,4.0,4.0,1.0,6.0,122.0,42.0,33.0,2.0,,12.0,21.0,8.0,466.0,,,1.0,,,95.0,62.0,58.0,,,,,,103.0,103.0,8.0,21.0,16.0,61.1,1.0,,,,19.0,0.0,,,,129.0,6.0,,7.0,,1.0,7.0,14.0,1.0,2.0,5.0,222.0,407.0,4.0,33.0,122.0,22.0,19.0,16.0,13.0,32.0,19.0,109599.33,8.0,263.0,4.0,394.0,,1.0,14.0,4.0,36.0,,484.0,,0.0,37.0,10.0,,10.0,3.0,663.0,61.0,8.0,7.0,15.0,5.0,0.0
2444695,23.0,2025-01-25 15:00:00,14,Liverpool,Home,208.0,20.0,1.0,5.0,4.0,1.0,,470.0,1.0,,2.0,1.0,4.0,22.0,673.0,,1.0,16.0,5.0,11.0,8.0,1.0,2.0,,,,,,,,,,14.0,,,,1.0,,4.0,2.0,1.0,10.0,6.0,,104.0,50.0,2.0,,3.0,1.0,10.0,3.0,8.0,,,3.0,11.0,9.0,,15.0,2.0,45.0,54.0,1.0,7.0,4.0,,,,,,,,92.0,10.0,11.0,,1.0,1.0,,184.0,3.0,,2.0,3.0,,,1.0,,,4.0,,,,,,4.0,1.0,3.0,3.0,,2.0,218.0,49.0,41.0,4.0,4.0,5.0,7.0,6.0,732.0,,,,,,115.0,142.0,47.0,,,,,,128.0,128.0,4.0,16.0,27.0,70.4,1.0,,,,20.0,0.0,,,,240.0,1.0,1.0,2.0,,1.0,,7.0,,,5.0,307.0,659.0,10.0,12.0,217.0,33.0,7.0,23.0,3.0,24.0,21.0,105520.85,,359.0,3.0,553.0,,,4.0,4.0,33.0,,746.0,2.0,0.0,16.0,16.0,1.0,18.0,0.0,930.0,43.0,12.0,16.0,3.0,9.0,0.0
2444700,24.0,2025-02-01 15:00:00,14,Liverpool,Away,169.0,10.0,1.0,3.0,2.0,2.0,,182.0,7.0,2.0,2.0,7.0,6.0,22.0,348.0,,,16.0,6.0,7.0,13.0,1.0,4.0,1.0,,,,,,,,,14.0,1.0,,,,,5.0,8.0,6.0,12.0,7.0,,71.0,47.0,3.0,3.0,1.0,1.0,8.0,7.0,12.0,,,3.0,6.0,4.0,,13.0,2.0,45.0,45.0,1.0,26.0,9.0,,4.0,1.5943,2.5243,,2.3275,0.778,49.0,9.0,14.0,,2.0,1.0,,145.0,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,1.0,9.0,,11.0,11.0,1.0,3.0,103.0,66.0,34.0,3.0,2.0,4.0,11.0,7.0,396.0,,,3.0,2.0,,37.0,57.0,17.0,,,,,1.0,138.0,138.0,3.0,21.0,19.0,50.6,,,,1.0,17.0,0.0,,,,107.0,3.0,,4.0,,,1.0,5.0,2.0,,4.0,87.0,324.0,8.0,15.0,195.0,33.0,26.0,12.0,2.0,13.0,11.0,109814.92,1.0,118.0,5.0,244.0,1.0,2.0,19.0,6.0,54.0,1.0,426.0,,0.0,19.0,18.0,,21.0,3.0,643.0,34.0,22.0,6.0,3.0,11.0,0.0
2444715,25.0,2025-02-16 14:00:00,14,Liverpool,Home,164.0,21.0,1.0,3.0,2.0,,,203.0,6.0,,6.0,3.0,4.0,22.0,364.0,,1.0,19.0,10.0,8.0,3.0,1.0,3.0,3.0,,,,,,,,,6.0,1.0,,,,,8.0,6.0,10.0,8.0,2.0,,71.0,45.0,,,2.0,2.0,3.0,1.0,10.0,,1.0,4.0,5.0,5.0,,7.0,,50.0,40.0,2.0,18.0,7.0,,3.0,0.63598,1.6639,,1.4199,1.4638,53.0,15.0,12.0,,2.0,,,141.0,,,,,,1.0,8.0,,,1.0,,,,,,7.0,,15.0,15.0,1.0,7.0,108.0,60.0,39.0,3.0,2.0,4.0,,3.0,417.0,,,5.0,2.0,,62.0,73.0,23.0,,,,,1.0,129.0,129.0,3.0,26.0,9.0,49.6,,,,1.0,10.0,0.0,,,,123.0,1.0,2.0,3.0,,,3.0,6.0,,,4.0,102.0,343.0,3.0,4.0,188.0,40.0,18.0,12.0,3.0,13.0,10.0,105765.36,3.0,138.0,3.0,268.0,,,14.0,5.0,46.0,5.0,443.0,,0.0,10.0,16.0,2.0,21.0,2.0,625.0,23.0,15.0,4.0,4.0,10.0,0.0
2444727,26.0,2025-02-23 16:30:00,14,Liverpool,Away,182.0,20.0,2.0,2.0,,1.0,,88.0,10.0,,7.0,2.0,3.0,18.0,268.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,,,,,,,,,,5.0,,,,,,4.0,6.0,10.0,6.0,2.0,,52.0,49.0,1.0,1.0,,2.0,10.0,2.0,23.0,,1.0,5.0,2.0,1.0,,3.0,1.0,41.0,35.0,2.0,34.0,15.0,,,0.60887,0.7086,,1.3782,0.4069,26.0,10.0,3.0,1.0,,,,103.0,2.0,,2.0,1.0,1.0,,10.0,,,1.0,1.0,,,,1.0,15.0,,4.0,4.0,2.0,7.0,67.0,44.0,18.0,7.0,1.0,1.0,5.0,4.0,313.0,,,8.0,1.0,,32.0,30.0,13.0,,,,,,91.0,91.0,2.0,24.0,12.0,33.7,,,,1.0,17.0,0.0,,,,110.0,2.0,3.0,5.0,,2.0,,2.0,,,5.0,43.0,252.0,10.0,6.0,206.0,32.0,34.0,8.0,4.0,7.0,3.0,109399.8,,67.0,2.0,133.0,1.0,,18.0,3.0,45.0,4.0,332.0,4.0,0.0,8.0,22.0,1.0,6.0,0.0,491.0,27.0,11.0,6.0,5.0,13.0,0.0
2444738,27.0,2025-02-26 20:15:00,14,Liverpool,Home,256.0,18.0,,,,1.0,,277.0,7.0,1.0,5.0,3.0,12.0,39.0,533.0,1.0,,17.0,5.0,9.0,10.0,,,3.0,,,,,,,,,12.0,,,,,,4.0,2.0,1.0,9.0,3.0,,112.0,44.0,2.0,2.0,,1.0,3.0,4.0,7.0,,,4.0,1.0,,,6.0,1.0,43.0,53.0,1.0,23.0,9.0,,,0.739683,1.6995,,1.0884,,82.0,12.0,11.0,,,1.0,,176.0,2.0,,2.0,2.0,,1.0,7.0,,,2.0,,,,,,9.0,,10.0,10.0,2.0,5.0,147.0,72.0,52.0,2.0,2.0,5.0,7.0,3.0,572.0,,,1.0,,,97.0,83.0,14.0,,,,,,108.0,108.0,6.0,14.0,16.0,61.2,,,,,14.0,0.0,,,,159.0,,,1.0,,1.0,3.0,5.0,,,5.0,122.0,513.0,3.0,13.0,270.0,29.0,23.0,22.0,2.0,4.0,2.0,106340.61,4.0,158.0,3.0,328.0,,1.0,14.0,13.0,59.0,,594.0,1.0,0.0,12.0,25.0,,20.0,0.0,775.0,30.0,20.0,8.0,4.0,15.0,0.0
2444744,28.0,2025-03-08 15:00:00,14,Liverpool,Home,228.0,15.0,1.0,6.0,5.0,1.0,,371.0,4.0,1.0,4.0,1.0,10.0,23.0,593.0,2.0,1.0,20.0,9.0,3.0,21.0,,5.0,2.0,,,,,,,,,21.0,2.0,,,,,4.0,3.0,3.0,23.0,5.0,,99.0,52.0,5.0,5.0,3.0,,3.0,8.0,13.0,,1.0,6.0,10.0,5.0,,9.0,2.0,52.0,46.0,,10.0,5.0,2.0,,1.60594,4.1176,,3.3018,0.3604,71.0,10.0,6.0,3.0,3.0,,,179.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,1.0,5.0,,10.0,10.0,1.0,4.0,184.0,74.0,59.0,4.0,,11.0,11.0,7.0,638.0,,,2.0,1.0,,111.0,97.0,39.0,,,,,2.0,116.0,116.0,4.0,18.0,23.0,71.2,,,3.0,,9.0,0.0,,,,193.0,2.0,1.0,3.0,,1.0,2.0,13.0,,,6.0,188.0,578.0,3.0,22.0,235.0,33.0,10.0,30.0,5.0,20.0,15.0,106468.67,2.0,230.0,4.0,440.0,,1.0,5.0,10.0,38.0,,655.0,3.0,0.0,28.0,19.0,2.0,21.0,2.0,857.0,59.0,17.0,18.0,6.0,15.0,0.0
2444752,29.0,2025-02-19 19:30:00,14,Liverpool,Away,162.0,18.0,1.0,3.0,2.0,,,181.0,4.0,,3.0,3.0,4.0,25.0,340.0,,3.0,14.0,12.0,13.0,14.0,,2.0,1.0,,,,,,,,1.0,15.0,,1.0,,,,4.0,5.0,4.0,14.0,3.0,,59.0,39.0,3.0,2.0,1.0,3.0,9.0,4.0,13.0,1.0,,8.0,6.0,7.0,1.0,8.0,1.0,53.0,44.0,3.0,24.0,10.0,,,1.94428,2.505,,1.398,1.584,47.0,6.0,8.0,,1.0,,,111.0,2.0,,2.0,2.0,,1.0,6.0,,,2.0,1.0,,,,,10.0,1.0,8.0,8.0,1.0,3.0,118.0,39.0,26.0,6.0,1.0,9.0,7.0,3.0,384.0,,,3.0,1.0,,55.0,43.0,33.0,,,,,,120.0,120.0,6.0,13.0,15.0,47.7,1.0,2.0,1.0,2.0,25.0,0.0,,,,119.0,,2.0,1.0,,1.0,1.0,10.0,1.0,,4.0,91.0,319.0,9.0,16.0,185.0,29.0,24.0,21.0,7.0,20.0,13.0,103817.12,2.0,124.0,2.0,242.0,1.0,1.0,13.0,4.0,43.0,2.0,407.0,1.0,0.0,17.0,16.0,6.0,16.0,0.0,594.0,44.0,9.0,7.0,8.0,11.0,0.0
2444766,30.0,2025-04-02 20:00:00,14,Liverpool,Home,177.0,12.0,1.0,4.0,3.0,1.0,,359.0,3.0,,7.0,5.0,9.0,36.0,532.0,,,20.0,24.0,15.0,11.0,1.0,1.0,,1.0,,,1.0,,,,,15.0,,,,,,2.0,3.0,2.0,11.0,6.0,,104.0,43.0,1.0,1.0,,4.0,4.0,9.0,3.0,,,11.0,11.0,8.0,,9.0,,51.0,49.0,4.0,18.0,10.0,,,1.07384,1.4678,0.0634,0.2695,,95.0,7.0,11.0,1.0,1.0,,1.0,192.0,1.0,,1.0,1.0,,,4.0,,,1.0,1.0,,,,,10.0,,8.0,8.0,,7.0,163.0,78.0,53.0,5.0,,2.0,11.0,3.0,590.0,,,3.0,1.0,,84.0,100.0,41.0,,,,,,142.0,142.0,3.0,8.0,25.0,73.9,,,,1.0,18.0,0.0,,,,150.0,,,,,,,5.0,1.0,,3.0,195.0,518.0,4.0,13.0,191.0,25.0,18.0,18.0,11.0,30.0,19.0,105245.2,,236.0,2.0,448.0,1.0,,20.0,9.0,62.0,2.0,609.0,2.0,0.0,17.0,14.0,1.0,22.0,2.0,808.0,34.0,17.0,10.0,11.0,5.0,0.0
