matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
442200,21.0,2013-01-02 19:45:00,14,Liverpool,Home,300.0,25.0,3.0,4.0,1.0,4.0,,243.0,3.0,,8.0,2.0,33.0,31.0,539.0,,1.0,21.0,15.0,20.0,15.0,4.0,,1.0,,,,1.0,2.0,,,,,1.0,22.0,,,,,,1.0,4.0,4.0,,,,115.0,72.0,6.0,3.0,3.0,1.0,9.0,1.0,,,9.0,9.0,2.0,,8.0,1.0,43.0,51.0,1.0,19.0,9.0,,1.0,88.0,9.0,5.0,2.0,,4.0,1.0,2.0,216.0,3.0,,2.0,3.0,,,4.0,,,3.0,2.0,,,,1.0,11.0,,12.0,10.0,,9.0,140.0,82.0,53.0,5.0,1.0,8.0,14.0,10.0,,,,5.0,3.0,,64.0,59.0,20.0,,,,,,143.0,137.0,8.0,28.0,26.0,66.2,,,,0.0,,,,149.0,2.0,,,1.0,1.0,10.0,,3.0,138.0,,22.0,319.0,39.0,25.0,19.0,8.0,20.0,12.0,2.0,185.0,11.0,321.0,2.0,,9.0,34.0,47.0,7.0,620.0,,0.0,29.0,18.0,3.0,22.0,0.0,825.0,,8.0,8.0,9.0,13.0,0.0
442213,22.0,2013-01-13 13:30:00,14,Liverpool,Away,216.0,14.0,,,,3.0,,198.0,6.0,1.0,5.0,2.0,12.0,32.0,414.0,,,15.0,13.0,8.0,10.0,1.0,,2.0,,,,,,,,,,,12.0,,,,,,,10.0,5.0,,,,74.0,56.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,,1.0,5.0,2.0,,11.0,2.0,62.0,57.0,1.0,15.0,7.0,,3.0,52.0,16.0,14.0,1.0,,3.0,3.0,,175.0,,,,,,,7.0,,,1.0,,,,,,15.0,,17.0,13.0,,5.0,121.0,77.0,54.0,3.0,,6.0,5.0,3.0,,,,5.0,3.0,,63.0,58.0,17.0,,,,,,142.0,129.0,3.0,24.0,22.0,54.0,,,,0.0,,,,117.0,2.0,1.0,,1.0,2.0,7.0,,3.0,88.0,,11.0,234.0,25.0,28.0,18.0,1.0,11.0,10.0,2.0,126.0,6.0,264.0,,1.0,9.0,12.0,45.0,1.0,487.0,1.0,0.0,13.0,31.0,1.0,22.0,4.0,689.0,,8.0,4.0,1.0,26.0,0.0
442220,23.0,2013-01-19 15:00:00,14,Liverpool,Home,298.0,25.0,2.0,5.0,3.0,1.0,,334.0,2.0,1.0,4.0,4.0,28.0,61.0,627.0,1.0,1.0,22.0,9.0,12.0,12.0,1.0,,,,,,,,,,,,1.0,15.0,,,,,,,1.0,3.0,,,,98.0,53.0,3.0,1.0,2.0,2.0,2.0,5.0,,,9.0,13.0,1.0,,11.0,,45.0,40.0,2.0,10.0,4.0,,,81.0,10.0,8.0,2.0,,1.0,,,214.0,3.0,,1.0,3.0,,,2.0,,,4.0,,,,,,9.0,,18.0,11.0,,4.0,199.0,73.0,66.0,4.0,2.0,7.0,9.0,9.0,,,,2.0,1.0,,88.0,79.0,17.0,,,,,,128.0,118.0,2.0,23.0,24.0,67.7,,,,0.0,,,,183.0,1.0,,,,,7.0,,3.0,167.0,,16.0,322.0,37.0,20.0,18.0,6.0,20.0,14.0,1.0,202.0,3.0,392.0,,1.0,15.0,29.0,72.0,2.0,694.0,1.0,0.0,18.0,12.0,2.0,23.0,1.0,875.0,,11.0,8.0,9.0,9.0,0.0
442229,24.0,2013-01-30 19:45:00,14,Liverpool,Away,200.0,19.0,2.0,2.0,,2.0,,110.0,8.0,,2.0,4.0,14.0,28.0,308.0,,1.0,11.0,17.0,14.0,7.0,2.0,2.0,3.0,,,,,,,,,1.0,,11.0,,,,,,,11.0,8.0,10.0,3.0,,67.0,74.0,2.0,2.0,2.0,3.0,3.0,6.0,,,6.0,6.0,1.0,,12.0,3.0,57.0,57.0,3.0,20.0,7.0,,,40.0,11.0,8.0,1.0,,2.0,,,154.0,1.0,,1.0,1.0,,,11.0,,,2.0,1.0,,,,,16.0,,22.0,18.0,3.0,2.0,79.0,60.0,34.0,8.0,1.0,4.0,6.0,5.0,359.0,,,5.0,3.0,,29.0,35.0,18.0,,,,,,129.0,129.0,3.0,40.0,23.0,38.2,,2.0,,0.0,,,,84.0,3.0,1.0,4.0,,3.0,5.0,1.0,1.0,54.0,291.0,10.0,234.0,32.0,40.0,18.0,5.0,12.0,7.0,3.0,76.0,6.0,162.0,1.0,,18.0,15.0,54.0,3.0,384.0,1.0,0.0,13.0,28.0,2.0,17.0,1.0,602.0,22.0,8.0,7.0,6.0,19.0,0.0
442242,25.0,2013-02-03 16:00:00,14,Liverpool,Away,211.0,40.0,3.0,4.0,2.0,3.0,1.0,215.0,8.0,1.0,4.0,2.0,13.0,60.0,422.0,2.0,,17.0,19.0,13.0,15.0,3.0,,,,,,,1.0,,,,,,16.0,,,,,,2.0,6.0,5.0,,,,68.0,63.0,,,,2.0,8.0,4.0,,1.0,10.0,6.0,4.0,,13.0,1.0,52.0,53.0,2.0,8.0,4.0,1.0,,69.0,9.0,14.0,1.0,,3.0,1.0,1.0,172.0,1.0,,,1.0,,,11.0,,,2.0,2.0,,,,1.0,9.0,,14.0,11.0,2.0,4.0,125.0,70.0,38.0,9.0,1.0,9.0,10.0,5.0,,,,2.0,,,65.0,59.0,25.0,,,,,,160.0,150.0,2.0,30.0,24.0,54.3,,,1.0,0.0,,,,146.0,,1.0,,1.0,,9.0,1.0,2.0,134.0,,19.0,237.0,63.0,18.0,16.0,10.0,20.0,11.0,,180.0,6.0,294.0,2.0,2.0,18.0,13.0,87.0,2.0,511.0,2.0,0.0,22.0,19.0,,19.0,4.0,709.0,,16.0,7.0,10.0,15.0,0.0
442251,26.0,2013-02-11 20:00:00,14,Liverpool,Home,219.0,20.0,3.0,5.0,2.0,2.0,,218.0,3.0,1.0,7.0,1.0,17.0,52.0,432.0,,1.0,27.0,12.0,13.0,13.0,3.0,,,,1.0,,,2.0,,,,,,18.0,,1.0,,,,2.0,2.0,3.0,,,,77.0,65.0,2.0,3.0,,,9.0,10.0,,,13.0,16.0,3.0,,17.0,1.0,55.0,49.0,,17.0,11.0,,,65.0,10.0,9.0,,,4.0,1.0,2.0,176.0,,,,,,,5.0,,,,2.0,,,,1.0,15.0,,10.0,9.0,,7.0,137.0,86.0,55.0,5.0,,5.0,11.0,7.0,,,,1.0,,,55.0,103.0,18.0,,,,,1.0,168.0,161.0,4.0,23.0,28.0,58.5,,,,0.0,,,,139.0,,1.0,,3.0,,9.0,,3.0,104.0,,16.0,242.0,35.0,24.0,15.0,11.0,31.0,20.0,,151.0,4.0,318.0,2.0,1.0,12.0,18.0,70.0,4.0,529.0,,0.0,25.0,19.0,1.0,28.0,1.0,741.0,,7.0,8.0,13.0,12.0,0.0
442261,27.0,2013-02-17 15:00:00,14,Liverpool,Home,252.0,23.0,5.0,8.0,3.0,3.0,,236.0,2.0,,3.0,,19.0,45.0,480.0,,3.0,17.0,6.0,10.0,15.0,5.0,,1.0,,1.0,,,2.0,,,1.0,,,24.0,2.0,,1.0,,,1.0,2.0,1.0,,,,106.0,62.0,4.0,4.0,3.0,,9.0,4.0,,,10.0,10.0,1.0,1.0,6.0,2.0,33.0,45.0,,4.0,,,,65.0,7.0,8.0,2.0,,4.0,,2.0,192.0,3.0,,1.0,3.0,,,2.0,,,3.0,,,,,,2.0,1.0,18.0,15.0,1.0,3.0,124.0,84.0,61.0,1.0,2.0,9.0,14.0,10.0,,,,1.0,2.0,,65.0,59.0,21.0,,,,,2.0,122.0,118.0,7.0,19.0,30.0,54.3,1.0,,1.0,0.0,,,,133.0,1.0,1.0,,,1.0,16.0,,3.0,123.0,,23.0,260.0,33.0,8.0,23.0,8.0,19.0,11.0,1.0,169.0,5.0,314.0,,,6.0,19.0,56.0,1.0,555.0,,0.0,35.0,14.0,4.0,19.0,0.0,730.0,,11.0,13.0,10.0,10.0,0.0
442278,28.0,2013-03-02 17:30:00,14,Liverpool,Away,233.0,23.0,1.0,2.0,1.0,1.0,,160.0,2.0,1.0,5.0,4.0,22.0,29.0,391.0,,1.0,22.0,6.0,5.0,4.0,,,,1.0,,,,1.0,,,,,,6.0,,,,,,,7.0,7.0,,,,87.0,68.0,2.0,,2.0,2.0,1.0,7.0,,,3.0,4.0,2.0,,13.0,4.0,48.0,49.0,2.0,12.0,4.0,,1.0,56.0,15.0,12.0,3.0,,2.0,,1.0,165.0,3.0,,3.0,3.0,,,8.0,,,3.0,1.0,,,,,8.0,,16.0,13.0,,6.0,114.0,84.0,49.0,5.0,1.0,1.0,6.0,6.0,,,,3.0,4.0,,51.0,36.0,14.0,,,,,,166.0,148.0,3.0,27.0,30.0,47.9,,,1.0,0.0,,,,114.0,5.0,1.0,,1.0,,1.0,,1.0,69.0,,7.0,264.0,45.0,30.0,14.0,2.0,8.0,6.0,,109.0,2.0,224.0,1.0,1.0,15.0,24.0,53.0,4.0,480.0,,0.0,8.0,25.0,5.0,26.0,2.0,682.0,,14.0,7.0,3.0,18.0,0.0
442281,29.0,2013-03-10 16:00:00,14,Liverpool,Home,160.0,19.0,,2.0,2.0,2.0,,140.0,4.0,,7.0,1.0,8.0,24.0,298.0,,3.0,25.0,14.0,13.0,7.0,,,2.0,,,,,,,,,,1.0,10.0,1.0,,,,,,8.0,8.0,,,,51.0,69.0,2.0,1.0,3.0,4.0,2.0,15.0,,1.0,1.0,6.0,2.0,,23.0,,71.0,52.0,4.0,13.0,10.0,,,60.0,9.0,8.0,1.0,,1.0,1.0,,165.0,1.0,,1.0,1.0,,,9.0,,,2.0,,,,,,18.0,,18.0,14.0,,7.0,86.0,87.0,42.0,4.0,2.0,5.0,3.0,4.0,,,,3.0,1.0,,58.0,53.0,15.0,,,,,1.0,177.0,162.0,5.0,25.0,30.0,46.5,,,,0.0,,,,95.0,3.0,2.0,,1.0,2.0,6.0,,2.0,69.0,,8.0,180.0,36.0,28.0,14.0,1.0,10.0,9.0,3.0,117.0,6.0,227.0,,,16.0,9.0,52.0,6.0,397.0,,0.0,12.0,27.0,6.0,26.0,1.0,611.0,,9.0,4.0,1.0,21.0,0.0
442293,30.0,2013-03-16 15:00:00,14,Liverpool,Away,208.0,13.0,,1.0,1.0,1.0,,117.0,2.0,2.0,6.0,6.0,8.0,24.0,324.0,,1.0,19.0,9.0,10.0,7.0,,,,,,,1.0,1.0,,,,,1.0,8.0,,,,,,,11.0,7.0,,,,66.0,76.0,2.0,2.0,1.0,4.0,3.0,10.0,,1.0,5.0,7.0,3.0,,11.0,4.0,43.0,50.0,4.0,20.0,6.0,,,70.0,10.0,11.0,,,2.0,1.0,1.0,188.0,,,,,,,8.0,,,1.0,1.0,,,,,13.0,,16.0,14.0,1.0,6.0,90.0,89.0,36.0,7.0,1.0,1.0,6.0,5.0,,,,2.0,6.0,,35.0,49.0,17.0,,,,,,189.0,173.0,1.0,43.0,24.0,52.1,,,2.0,0.0,,,,91.0,5.0,3.0,,1.0,,2.0,,2.0,58.0,,7.0,242.0,35.0,36.0,11.0,4.0,15.0,11.0,,108.0,5.0,208.0,1.0,2.0,26.0,9.0,56.0,6.0,435.0,,0.0,10.0,21.0,4.0,21.0,1.0,642.0,,14.0,8.0,5.0,18.0,0.0
442300,31.0,2013-03-31 13:30:00,14,Liverpool,Away,215.0,25.0,2.0,2.0,,2.0,,230.0,6.0,,3.0,1.0,20.0,33.0,443.0,,3.0,18.0,12.0,13.0,16.0,,,1.0,,1.0,,,1.0,,1.0,,,2.0,17.0,1.0,,,,,,5.0,5.0,,,,80.0,66.0,2.0,2.0,2.0,1.0,11.0,9.0,1.0,,8.0,8.0,1.0,,15.0,,57.0,54.0,1.0,14.0,7.0,,,76.0,9.0,9.0,,,2.0,,1.0,184.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,17.0,1.0,16.0,13.0,,3.0,134.0,84.0,49.0,7.0,2.0,4.0,13.0,7.0,,,,4.0,1.0,,78.0,60.0,18.0,,,,,1.0,171.0,156.0,2.0,32.0,28.0,53.5,,,1.0,0.0,,,,140.0,3.0,,,,1.0,5.0,1.0,1.0,105.0,,17.0,243.0,48.0,29.0,24.0,6.0,15.0,9.0,1.0,153.0,6.0,310.0,,,10.0,21.0,59.0,6.0,538.0,1.0,0.0,23.0,21.0,3.0,21.0,1.0,745.0,,10.0,11.0,8.0,17.0,0.0
442310,32.0,2013-04-07 13:30:00,14,Liverpool,Home,200.0,21.0,1.0,2.0,1.0,2.0,,293.0,10.0,1.0,7.0,1.0,17.0,41.0,491.0,,,23.0,13.0,9.0,15.0,,,1.0,,,,,,,,,,,18.0,,,,1.0,,,8.0,3.0,,,,80.0,72.0,1.0,2.0,,,5.0,7.0,1.0,2.0,12.0,12.0,1.0,,17.0,,57.0,42.0,,10.0,4.0,,1.0,97.0,8.0,4.0,,,,,,226.0,,,,,,,12.0,,,,3.0,,,,,10.0,1.0,15.0,12.0,1.0,7.0,150.0,88.0,67.0,2.0,,4.0,11.0,8.0,,,,5.0,3.0,,57.0,60.0,29.0,,,,,,187.0,179.0,4.0,27.0,34.0,65.0,1.0,,,0.0,,,,141.0,1.0,,,,1.0,7.0,1.0,2.0,151.0,,15.0,223.0,43.0,18.0,23.0,8.0,21.0,13.0,1.0,216.0,9.0,395.0,3.0,1.0,10.0,19.0,53.0,4.0,597.0,1.0,0.0,20.0,18.0,3.0,27.0,0.0,811.0,,12.0,11.0,12.0,16.0,0.0
442325,33.0,2013-04-13 15:00:00,14,Liverpool,Away,186.0,18.0,5.0,6.0,1.0,,,210.0,9.0,,4.0,3.0,21.0,40.0,390.0,2.0,2.0,25.0,14.0,21.0,19.0,2.0,,2.0,,,1.0,,1.0,,1.0,,,1.0,23.0,,,,,1.0,,4.0,5.0,,,,68.0,55.0,3.0,4.0,,1.0,5.0,5.0,,,9.0,5.0,,,12.0,2.0,43.0,57.0,1.0,17.0,10.0,,,76.0,9.0,10.0,,,1.0,,1.0,215.0,,,,,,,15.0,,,,,,,,1.0,21.0,1.0,14.0,11.0,,5.0,114.0,92.0,56.0,4.0,,9.0,12.0,11.0,,,,4.0,3.0,,50.0,54.0,25.0,,,,,,181.0,163.0,2.0,21.0,25.0,60.1,1.0,,,0.0,,,,106.0,2.0,,,2.0,2.0,12.0,,1.0,108.0,,21.0,209.0,45.0,35.0,11.0,8.0,13.0,5.0,6.0,168.0,3.0,307.0,,,16.0,21.0,59.0,6.0,503.0,2.0,0.0,28.0,19.0,6.0,29.0,1.0,729.0,,7.0,7.0,9.0,11.0,0.0
442330,34.0,2013-04-21 16:00:00,14,Liverpool,Home,192.0,22.0,1.0,5.0,4.0,,,222.0,7.0,5.0,15.0,1.0,13.0,35.0,409.0,1.0,3.0,16.0,8.0,10.0,15.0,1.0,,,,1.0,,,1.0,,,,,2.0,17.0,,,,,1.0,1.0,5.0,6.0,,,,65.0,65.0,5.0,3.0,2.0,3.0,3.0,5.0,,,8.0,12.0,7.0,,9.0,,45.0,50.0,3.0,14.0,3.0,,,71.0,9.0,11.0,2.0,,2.0,1.0,1.0,181.0,2.0,,2.0,2.0,,,7.0,,,2.0,,,,,1.0,7.0,1.0,13.0,9.0,,15.0,128.0,72.0,55.0,5.0,,8.0,10.0,8.0,,,,3.0,4.0,,59.0,71.0,28.0,1.0,1.0,1.0,,,159.0,149.0,4.0,17.0,27.0,57.0,1.0,,1.0,0.0,,,,125.0,1.0,2.0,,1.0,,10.0,,2.0,109.0,,18.0,207.0,39.0,24.0,26.0,6.0,26.0,20.0,,161.0,8.0,318.0,,5.0,5.0,14.0,44.0,1.0,499.0,1.0,0.0,21.0,18.0,5.0,17.0,5.0,710.0,,8.0,11.0,8.0,18.0,0.0
442344,35.0,2013-04-27 17:30:00,14,Liverpool,Away,243.0,19.0,2.0,2.0,1.0,,,173.0,5.0,,7.0,1.0,23.0,23.0,414.0,,5.0,11.0,14.0,7.0,7.0,1.0,,,1.0,,,,1.0,,,,1.0,,11.0,,,,,,,6.0,5.0,11.0,5.0,,83.0,70.0,4.0,,4.0,4.0,4.0,15.0,,,7.0,7.0,2.0,1.0,13.0,,56.0,60.0,4.0,15.0,6.0,,,55.0,6.0,14.0,2.0,,2.0,,1.0,193.0,5.0,,5.0,4.0,1.0,,10.0,,,4.0,4.0,,,,,10.0,1.0,17.0,14.0,1.0,7.0,116.0,80.0,50.0,5.0,2.0,3.0,10.0,9.0,478.0,,,5.0,3.0,,29.0,66.0,26.0,,,,,,147.0,138.0,2.0,31.0,27.0,46.8,,,1.0,0.0,,,,112.0,2.0,,2.0,1.0,,3.0,,3.0,80.0,395.0,13.0,278.0,36.0,24.0,16.0,7.0,15.0,9.0,,113.0,1.0,241.0,4.0,,14.0,23.0,49.0,5.0,504.0,,0.0,16.0,31.0,8.0,13.0,2.0,710.0,28.0,4.0,8.0,7.0,22.0,0.0
442350,36.0,2013-05-05 13:30:00,14,Liverpool,Home,185.0,15.0,1.0,3.0,2.0,1.0,1.0,173.0,6.0,1.0,8.0,2.0,9.0,33.0,355.0,,1.0,34.0,18.0,14.0,9.0,1.0,,,,1.0,,,1.0,,,,,1.0,12.0,,,,,,2.0,3.0,8.0,,,,57.0,65.0,1.0,1.0,,2.0,4.0,7.0,,,3.0,11.0,3.0,,27.0,,68.0,56.0,2.0,13.0,5.0,,,70.0,10.0,10.0,,,3.0,2.0,1.0,193.0,,,,,,,11.0,,,,5.0,,,,,9.0,,12.0,10.0,1.0,8.0,101.0,87.0,55.0,5.0,,5.0,5.0,3.0,,,,2.0,4.0,,64.0,64.0,18.0,,,,,,175.0,169.0,1.0,35.0,16.0,54.8,,,1.0,0.0,,,,100.0,,2.0,,1.0,,8.0,,2.0,86.0,,10.0,218.0,37.0,19.0,15.0,3.0,19.0,16.0,,129.0,5.0,252.0,5.0,1.0,17.0,9.0,58.0,3.0,451.0,1.0,0.0,15.0,23.0,1.0,34.0,1.0,682.0,,12.0,9.0,3.0,17.0,0.0
442362,37.0,2013-05-12 15:00:00,14,Liverpool,Away,263.0,17.0,2.0,5.0,3.0,1.0,,219.0,8.0,1.0,7.0,1.0,11.0,45.0,477.0,,2.0,13.0,5.0,4.0,11.0,1.0,,4.0,,,,,,,,,,2.0,19.0,,,,,1.0,,3.0,7.0,,,,94.0,58.0,3.0,2.0,2.0,2.0,6.0,11.0,,,8.0,11.0,4.0,,10.0,3.0,41.0,42.0,2.0,9.0,2.0,,1.0,65.0,11.0,1.0,3.0,,,,,183.0,2.0,,1.0,2.0,,1.0,8.0,,,3.0,2.0,,,,,10.0,1.0,10.0,8.0,,7.0,127.0,91.0,63.0,7.0,,6.0,8.0,7.0,,,,3.0,1.0,,58.0,86.0,12.0,,,,,,124.0,109.0,2.0,23.0,23.0,51.6,1.0,,,0.0,,,,140.0,1.0,3.0,,,4.0,7.0,,3.0,89.0,,14.0,278.0,42.0,24.0,18.0,6.0,21.0,15.0,5.0,122.0,3.0,287.0,2.0,1.0,6.0,12.0,67.0,2.0,544.0,,0.0,20.0,23.0,2.0,15.0,1.0,735.0,,7.0,14.0,8.0,19.0,0.0
442370,38.0,2013-05-19 16:00:00,14,Liverpool,Home,227.0,23.0,3.0,4.0,1.0,1.0,,313.0,7.0,1.0,7.0,1.0,20.0,35.0,536.0,,,28.0,4.0,3.0,18.0,3.0,,,,,,,1.0,,,,,,23.0,,,,1.0,,1.0,2.0,9.0,,,,91.0,70.0,,,,,13.0,5.0,,1.0,14.0,20.0,4.0,,14.0,,39.0,36.0,,6.0,1.0,,,78.0,7.0,3.0,,,3.0,,1.0,219.0,1.0,,,1.0,,,10.0,,,1.0,1.0,,,,1.0,2.0,1.0,11.0,7.0,,7.0,152.0,85.0,70.0,,1.0,7.0,15.0,8.0,,,,4.0,3.0,,97.0,67.0,26.0,,,,,,149.0,145.0,4.0,31.0,28.0,66.4,1.0,,1.0,0.0,,,,145.0,,,,3.0,,7.0,1.0,3.0,161.0,,22.0,240.0,38.0,10.0,26.0,10.0,33.0,24.0,,208.0,3.0,400.0,1.0,1.0,3.0,20.0,47.0,2.0,607.0,1.0,0.0,28.0,14.0,,28.0,1.0,826.0,,13.0,16.0,14.0,14.0,0.0
