matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292813,1,2022-08-06 12:30:00,14,Liverpool,Away,272.0,26.0,1.0,5.0,4.0,,,206.0,3.0,2.0,6.0,3.0,8.0,40.0,473.0,,1.0,30.0,23.0,13.0,7.0,,2.0,,,,,,,,,9.0,,,1.0,,1.0,,4.0,7.0,2.0,9.0,2.0,80.0,70.0,3.0,2.0,2.0,2.0,19.0,2.0,5.0,,,4.0,8.0,5.0,,14.0,,61.0,35.0,2.0,14.0,6.0,,,,,,24.0,74.0,9.0,7.0,1.0,,1.0,1.0,,221.0,1.0,,,1.0,,,5.0,2.0,,1.0,6.0,2.0,10.0,10.0,,6.0,145.0,91.0,50.0,4.0,,4.0,4.0,4.0,592.0,4.0,2.0,,52.0,90.0,44.0,1.0,1.0,1.0,,,203.0,203.0,4.0,30.0,29.0,66.9,2.0,,1.0,,19.0,0.0,166.0,,1.0,1.0,2.0,,5.0,,,4.0,19.0,103.0,456.0,12.0,8.0,313.0,70.0,14.0,15.0,4.0,18.0,14.0,,164.0,3.0,317.0,,2.0,9.0,9.0,76.0,4.0,612.0,,0.0,11.0,11.0,4.0,35.0,0.0,811.0,34.0,15.0,4.0,4.0,9.0,0.0
2292825,2,2022-08-15 20:00:00,14,Liverpool,Home,284.0,42.0,1.0,7.0,6.0,1.0,,368.0,4.0,,4.0,4.0,3.0,50.0,645.0,1.0,2.0,27.0,16.0,9.0,18.0,1.0,1.0,,,,,,1.0,,,22.0,,,,,1.0,1.0,4.0,5.0,2.0,16.0,8.0,127.0,81.0,3.0,3.0,,1.0,14.0,10.0,13.0,,,4.0,10.0,13.0,,12.0,,59.0,46.0,1.0,8.0,3.0,,,,,,27.0,97.0,7.0,7.0,1.0,,2.0,2.0,,225.0,1.0,,,1.0,,,5.0,1.0,,,3.0,1.0,13.0,13.0,1.0,4.0,180.0,100.0,75.0,2.0,,8.0,12.0,4.0,726.0,,,,93.0,132.0,60.0,,,,,,160.0,160.0,6.0,31.0,40.0,72.6,1.0,,1.0,,14.0,0.0,209.0,1.0,1.0,2.0,2.0,,10.0,1.0,,4.0,11.0,154.0,633.0,7.0,20.0,297.0,69.0,8.0,21.0,4.0,29.0,25.0,,214.0,2.0,473.0,,,14.0,4.0,78.0,3.0,741.0,1.0,1.0,24.0,20.0,2.0,27.0,2.0,951.0,45.0,16.0,10.0,4.0,15.0,0.0
2292836,3,2022-08-22 20:00:00,14,Liverpool,Away,288.0,29.0,4.0,6.0,2.0,2.0,,258.0,4.0,1.0,8.0,2.0,3.0,32.0,540.0,1.0,,25.0,14.0,20.0,9.0,4.0,8.0,,,,,,,,,9.0,,,,,,,6.0,8.0,5.0,15.0,2.0,94.0,69.0,1.0,1.0,,1.0,22.0,5.0,11.0,,,8.0,8.0,4.0,,21.0,2.0,56.0,53.0,1.0,7.0,4.0,,,,,,23.0,66.0,7.0,10.0,1.0,,3.0,3.0,,200.0,,,,,,,4.0,,,,4.0,,6.0,6.0,1.0,8.0,179.0,77.0,58.0,6.0,,6.0,7.0,5.0,627.0,3.0,,,78.0,76.0,43.0,,,,,,165.0,165.0,5.0,28.0,27.0,70.5,,,,,22.0,0.0,172.0,2.0,1.0,3.0,,,7.0,,,3.0,8.0,128.0,523.0,7.0,13.0,320.0,60.0,7.0,13.0,8.0,23.0,15.0,,183.0,3.0,348.0,,1.0,5.0,4.0,54.0,2.0,645.0,2.0,0.0,17.0,13.0,2.0,28.0,1.0,835.0,47.0,14.0,10.0,8.0,11.0,0.0
2292845,4,2022-08-27 15:00:00,14,Liverpool,Home,212.0,19.0,5.0,11.0,6.0,1.0,,388.0,3.0,2.0,5.0,1.0,6.0,33.0,589.0,,2.0,19.0,14.0,18.0,7.0,2.0,7.0,1.0,,,,,,,,12.0,,,,,,,2.0,3.0,2.0,16.0,3.0,90.0,71.0,3.0,3.0,3.0,,22.0,1.0,6.0,,1.0,8.0,9.0,5.0,2.0,8.0,,46.0,45.0,,3.0,1.0,,,,,,26.0,93.0,6.0,5.0,4.0,,,,,182.0,6.0,2.0,4.0,4.0,2.0,,3.0,5.0,,,1.0,,9.0,9.0,,5.0,193.0,81.0,58.0,1.0,1.0,5.0,10.0,12.0,669.0,1.0,,,102.0,134.0,44.0,,,,,,136.0,136.0,5.0,24.0,36.0,69.4,,,,,22.0,0.0,216.0,1.0,1.0,2.0,,1.0,6.0,,,5.0,13.0,174.0,578.0,9.0,15.0,226.0,38.0,3.0,22.0,6.0,20.0,14.0,1.0,229.0,3.0,475.0,,2.0,17.0,6.0,63.0,3.0,681.0,,0.0,19.0,12.0,3.0,19.0,0.0,849.0,50.0,12.0,10.0,8.0,10.0,0.0
2292857,5,2022-08-31 20:00:00,14,Liverpool,Home,263.0,38.0,2.0,10.0,8.0,,1.0,270.0,5.0,2.0,9.0,,1.0,36.0,523.0,,2.0,21.0,22.0,15.0,12.0,3.0,7.0,,,,,,,,,14.0,,,,,,2.0,5.0,2.0,3.0,16.0,7.0,91.0,69.0,1.0,1.0,,,15.0,9.0,6.0,,,13.0,15.0,11.0,,10.0,,58.0,43.0,,4.0,2.0,,,,,,17.0,83.0,9.0,10.0,1.0,,2.0,3.0,,201.0,2.0,,1.0,2.0,,,6.0,1.0,1.0,1.0,2.0,,6.0,6.0,1.0,9.0,182.0,86.0,45.0,,,5.0,12.0,6.0,606.0,,1.0,,66.0,84.0,59.0,,,,,,172.0,172.0,10.0,28.0,21.0,71.8,,,3.0,,15.0,0.0,151.0,,1.0,1.0,1.0,,8.0,,,3.0,6.0,151.0,506.0,3.0,17.0,283.0,76.0,4.0,24.0,12.0,41.0,29.0,,210.0,2.0,383.0,1.0,2.0,9.0,1.0,74.0,2.0,625.0,2.0,0.0,23.0,7.0,2.0,24.0,0.0,823.0,51.0,10.0,11.0,13.0,5.0,0.0
2292864,6,2022-09-03 12:30:00,14,Liverpool,Away,172.0,24.0,6.0,11.0,5.0,,,219.0,8.0,,4.0,1.0,1.0,32.0,380.0,1.0,,28.0,9.0,14.0,14.0,4.0,6.0,,,,,,,,,16.0,,,,,1.0,1.0,4.0,11.0,3.0,20.0,3.0,61.0,54.0,,1.0,,,10.0,6.0,4.0,,,9.0,14.0,5.0,,14.0,2.0,41.0,39.0,,16.0,8.0,,1.0,,,,19.0,70.0,11.0,7.0,,,1.0,2.0,,154.0,,,,,,,8.0,,,2.0,8.0,3.0,12.0,12.0,1.0,4.0,122.0,73.0,48.0,7.0,,7.0,11.0,8.0,451.0,5.0,,,71.0,76.0,43.0,,,,,,149.0,149.0,3.0,31.0,16.0,60.9,1.0,,,1.0,10.0,0.0,132.0,1.0,2.0,4.0,,,9.0,1.0,,5.0,12.0,117.0,364.0,4.0,18.0,195.0,48.0,16.0,8.0,8.0,29.0,21.0,,163.0,2.0,303.0,,,10.0,1.0,56.0,2.0,469.0,1.0,0.0,23.0,15.0,,34.0,2.0,682.0,46.0,15.0,3.0,9.0,12.0,0.0
2292876,7,2023-03-01 20:00:00,14,Liverpool,Home,249.0,24.0,2.0,6.0,4.0,,1.0,196.0,1.0,,6.0,1.0,7.0,27.0,439.0,2.0,,25.0,12.0,9.0,7.0,3.0,3.0,,,,,,,,,10.0,,,,,,2.0,12.0,4.0,,12.0,3.0,90.0,63.0,3.0,1.0,2.0,1.0,5.0,3.0,15.0,,1.0,5.0,6.0,5.0,1.0,12.0,1.0,61.0,47.0,1.0,5.0,2.0,,1.0,,,,23.0,45.0,13.0,13.0,1.0,,1.0,1.0,,185.0,2.0,,2.0,1.0,1.0,,3.0,1.0,,,2.0,,12.0,12.0,1.0,6.0,104.0,92.0,64.0,2.0,,5.0,7.0,6.0,507.0,1.0,2.0,,58.0,73.0,31.0,,,,,,134.0,134.0,8.0,18.0,30.0,56.8,,,,,14.0,0.0,149.0,1.0,,1.0,2.0,,6.0,,,4.0,17.0,85.0,422.0,5.0,12.0,273.0,50.0,5.0,22.0,5.0,17.0,12.0,,133.0,4.0,272.0,,,5.0,7.0,44.0,1.0,528.0,3.0,0.0,15.0,12.0,2.0,27.0,2.0,713.0,34.0,8.0,13.0,5.0,10.0,0.0
2292883,8,2023-04-04 20:00:00,14,Liverpool,Away,257.0,32.0,1.0,1.0,,3.0,,193.0,7.0,1.0,,3.0,6.0,27.0,449.0,,1.0,21.0,8.0,10.0,3.0,1.0,2.0,,,,,,1.0,,,5.0,,,,,,,10.0,9.0,3.0,2.0,5.0,82.0,68.0,,,,1.0,12.0,3.0,16.0,1.0,,5.0,4.0,4.0,,16.0,2.0,65.0,36.0,1.0,17.0,8.0,,,,,,25.0,55.0,17.0,2.0,,,,,,167.0,,,,,,,9.0,,1.0,,8.0,,6.0,6.0,3.0,,133.0,71.0,43.0,3.0,,,4.0,4.0,516.0,3.0,1.0,,56.0,68.0,23.0,,,,,,151.0,151.0,10.0,29.0,28.0,50.4,,,,1.0,22.0,0.0,155.0,3.0,,2.0,,,,1.0,,4.0,9.0,99.0,432.0,12.0,4.0,279.0,52.0,17.0,19.0,5.0,13.0,8.0,,140.0,5.0,271.0,1.0,1.0,10.0,8.0,54.0,3.0,537.0,1.0,0.0,7.0,13.0,1.0,25.0,4.0,719.0,17.0,19.0,11.0,5.0,7.0,0.0
2292896,9,2022-10-01 15:00:00,14,Liverpool,Home,179.0,25.0,1.0,3.0,2.0,2.0,,256.0,1.0,,7.0,1.0,1.0,26.0,432.0,,,25.0,8.0,11.0,6.0,1.0,3.0,1.0,,1.0,1.0,,,,,10.0,,,,,,1.0,4.0,6.0,,12.0,3.0,95.0,68.0,4.0,3.0,2.0,2.0,10.0,2.0,11.0,,1.0,9.0,9.0,6.0,,16.0,2.0,48.0,46.0,2.0,16.0,10.0,1.0,,,,,25.0,83.0,9.0,13.0,2.0,,3.0,2.0,1.0,182.0,2.0,,1.0,2.0,,1.0,1.0,2.0,,3.0,10.0,1.0,9.0,9.0,3.0,7.0,124.0,75.0,50.0,2.0,,3.0,6.0,7.0,512.0,,,,108.0,58.0,41.0,,,,,,166.0,166.0,6.0,21.0,32.0,53.8,,2.0,1.0,,18.0,0.0,129.0,3.0,,3.0,1.0,1.0,6.0,,,5.0,11.0,133.0,416.0,10.0,9.0,198.0,54.0,16.0,15.0,8.0,25.0,17.0,2.0,191.0,3.0,357.0,,,11.0,1.0,56.0,1.0,530.0,,0.0,15.0,14.0,,26.0,1.0,753.0,45.0,21.0,8.0,9.0,9.0,0.0
2292901,10,2022-10-09 16:30:00,14,Liverpool,Away,209.0,22.0,1.0,1.0,,2.0,,187.0,2.0,,10.0,1.0,1.0,28.0,395.0,,1.0,21.0,13.0,10.0,2.0,1.0,1.0,,,,,,,,,7.0,,,,,,,6.0,10.0,1.0,5.0,3.0,69.0,47.0,1.0,,1.0,1.0,4.0,3.0,8.0,,,3.0,6.0,3.0,,11.0,1.0,46.0,39.0,1.0,19.0,8.0,,1.0,,,,25.0,47.0,11.0,10.0,1.0,,,,,148.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,2.0,8.0,,8.0,8.0,2.0,10.0,138.0,68.0,34.0,4.0,,2.0,3.0,3.0,467.0,3.0,,,61.0,45.0,20.0,1.0,1.0,1.0,,,145.0,145.0,2.0,21.0,12.0,56.0,,,,2.0,11.0,0.0,133.0,4.0,,4.0,1.0,,2.0,,,5.0,11.0,79.0,377.0,4.0,5.0,237.0,53.0,19.0,9.0,3.0,12.0,9.0,,117.0,3.0,263.0,1.0,,6.0,1.0,56.0,6.0,488.0,,0.0,8.0,15.0,2.0,29.0,2.0,670.0,19.0,11.0,4.0,3.0,7.0,0.0
