matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292915,11,2022-10-16 16:30:00,14,Liverpool,Home,209.0,17.0,,3.0,3.0,1.0,,107.0,6.0,,6.0,3.0,3.0,23.0,313.0,,2.0,11.0,15.0,10.0,9.0,,2.0,4.0,,,,,,,3.0,9.0,,,,,,2.0,5.0,10.0,6.0,8.0,5.0,54.0,74.0,5.0,4.0,1.0,2.0,22.0,3.0,8.0,,,5.0,5.0,2.0,,15.0,3.0,51.0,45.0,2.0,27.0,12.0,,,1.5871,2.0448,1.3289,25.0,39.0,10.0,6.0,1.0,,3.0,1.0,,157.0,1.0,,1.0,1.0,,1.0,7.0,1.0,1.0,1.0,12.0,,11.0,11.0,2.0,6.0,87.0,58.0,29.0,6.0,,5.0,5.0,2.0,390.0,5.0,,,28.0,42.0,27.0,,,,,,148.0,148.0,,36.0,27.0,36.8,,,,,22.0,0.0,109.0,5.0,1.0,6.0,,4.0,8.0,,,5.0,10.0,63.0,299.0,8.0,10.0,246.0,38.0,27.0,11.0,5.0,13.0,8.0,5.0,95.0,4.0,174.0,1.0,,23.0,5.0,61.0,3.0,407.0,2.0,0.0,13.0,23.0,2.0,14.0,3.0,604.0,26.0,18.0,6.0,5.0,12.0,0.0
2292927,12,2022-10-19 19:30:00,14,Liverpool,Home,295.0,24.0,1.0,3.0,2.0,,,219.0,5.0,,3.0,1.0,7.0,28.0,511.0,1.0,3.0,19.0,7.0,11.0,13.0,1.0,4.0,1.0,,,,,,,1.0,18.0,,,,1.0,,,6.0,7.0,1.0,15.0,7.0,107.0,65.0,1.0,3.0,,,7.0,7.0,9.0,,,8.0,4.0,2.0,,9.0,2.0,40.0,37.0,,15.0,5.0,,,,,,21.0,58.0,9.0,7.0,1.0,,1.0,1.0,,188.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,5.0,2.0,8.0,8.0,,3.0,151.0,64.0,44.0,3.0,,6.0,9.0,7.0,585.0,1.0,2.0,,80.0,53.0,37.0,,1.0,1.0,1.0,,138.0,138.0,9.0,24.0,28.0,53.8,1.0,,,,18.0,0.0,154.0,3.0,,3.0,,1.0,8.0,,,5.0,6.0,111.0,499.0,7.0,15.0,321.0,47.0,15.0,12.0,7.0,14.0,7.0,1.0,154.0,1.0,293.0,1.0,,9.0,7.0,49.0,1.0,600.0,2.0,0.0,22.0,13.0,6.0,21.0,0.0,775.0,32.0,18.0,6.0,8.0,8.0,0.0
2292935,13,2022-10-22 12:30:00,14,Liverpool,Away,252.0,25.0,5.0,10.0,5.0,1.0,2.0,353.0,1.0,,7.0,2.0,4.0,39.0,595.0,1.0,,29.0,11.0,11.0,9.0,4.0,3.0,,,,,,,,,9.0,,,,,,2.0,3.0,6.0,4.0,14.0,1.0,89.0,61.0,4.0,4.0,,,6.0,1.0,8.0,,,11.0,8.0,7.0,,15.0,3.0,46.0,44.0,,7.0,3.0,,,,,,32.0,100.0,8.0,13.0,,,4.0,4.0,,192.0,,,,,,,1.0,,,,3.0,,4.0,4.0,,7.0,205.0,71.0,52.0,2.0,,6.0,7.0,7.0,675.0,2.0,1.0,,68.0,112.0,54.0,,,,,,154.0,154.0,5.0,25.0,24.0,75.2,,,,,22.0,0.0,205.0,3.0,3.0,6.0,1.0,,7.0,,,3.0,15.0,148.0,579.0,6.0,13.0,273.0,52.0,7.0,10.0,11.0,30.0,19.0,,208.0,2.0,448.0,,,5.0,4.0,58.0,,691.0,2.0,0.0,15.0,14.0,1.0,30.0,1.0,896.0,34.0,17.0,6.0,11.0,7.0,0.0
2292947,14,2022-10-29 19:45:00,14,Liverpool,Home,294.0,24.0,4.0,8.0,4.0,1.0,,268.0,5.0,,8.0,4.0,5.0,42.0,554.0,,2.0,21.0,15.0,15.0,15.0,3.0,7.0,,,,,,,,1.0,15.0,,,,,,,5.0,8.0,6.0,15.0,7.0,102.0,82.0,3.0,2.0,1.0,1.0,15.0,4.0,4.0,,,14.0,15.0,9.0,,12.0,1.0,48.0,47.0,1.0,15.0,10.0,1.0,,,,,29.0,94.0,9.0,3.0,1.0,,,,,217.0,1.0,,1.0,,1.0,,5.0,,1.0,1.0,10.0,,9.0,9.0,1.0,8.0,178.0,112.0,73.0,5.0,,6.0,13.0,10.0,666.0,2.0,1.0,,98.0,105.0,54.0,,,,,,198.0,198.0,2.0,31.0,40.0,69.0,,,,,34.0,0.0,182.0,2.0,2.0,4.0,,,8.0,,,3.0,17.0,129.0,542.0,15.0,19.0,319.0,53.0,15.0,21.0,13.0,37.0,24.0,,192.0,1.0,397.0,1.0,,14.0,5.0,75.0,,679.0,,0.0,22.0,17.0,3.0,21.0,0.0,918.0,44.0,22.0,12.0,14.0,9.0,0.0
2292957,15,2022-11-06 16:30:00,14,Liverpool,Away,271.0,19.0,,2.0,2.0,,,246.0,6.0,1.0,8.0,2.0,6.0,30.0,515.0,,1.0,11.0,14.0,12.0,8.0,,1.0,1.0,,,,,,,1.0,12.0,,,1.0,,,,4.0,11.0,3.0,7.0,6.0,108.0,72.0,1.0,1.0,1.0,2.0,4.0,4.0,9.0,,,3.0,4.0,5.0,,6.0,4.0,45.0,43.0,2.0,33.0,16.0,,,,,,30.0,52.0,8.0,10.0,2.0,,,,,197.0,1.0,,1.0,1.0,,,10.0,2.0,,1.0,16.0,1.0,11.0,11.0,1.0,8.0,150.0,88.0,58.0,5.0,,3.0,6.0,6.0,591.0,3.0,2.0,,89.0,76.0,16.0,,,,,,150.0,150.0,3.0,36.0,22.0,53.4,1.0,,,2.0,21.0,0.0,161.0,4.0,,4.0,1.0,1.0,3.0,,,4.0,18.0,86.0,497.0,4.0,9.0,310.0,48.0,33.0,16.0,3.0,12.0,9.0,1.0,117.0,1.0,318.0,,1.0,11.0,6.0,60.0,2.0,616.0,1.0,0.0,13.0,14.0,1.0,14.0,0.0,810.0,27.0,17.0,7.0,3.0,7.0,0.0
2292963,16,2022-11-12 15:00:00,14,Liverpool,Home,345.0,26.0,4.0,10.0,6.0,,1.0,243.0,9.0,,4.0,3.0,7.0,31.0,578.0,,2.0,19.0,9.0,11.0,7.0,4.0,5.0,,,,,,,,2.0,9.0,,,,,,1.0,4.0,9.0,,13.0,2.0,100.0,59.0,6.0,4.0,2.0,,5.0,2.0,7.0,,,6.0,8.0,8.0,,12.0,2.0,41.0,39.0,,14.0,4.0,,,,,,20.0,57.0,8.0,8.0,3.0,,,1.0,,216.0,3.0,1.0,3.0,2.0,1.0,,9.0,2.0,,,4.0,,7.0,7.0,1.0,4.0,194.0,85.0,58.0,,,5.0,9.0,7.0,648.0,1.0,2.0,,91.0,80.0,39.0,,,,,,145.0,145.0,,31.0,22.0,59.9,,,,,12.0,0.0,160.0,4.0,,4.0,1.0,,6.0,,,5.0,10.0,86.0,559.0,5.0,14.0,375.0,46.0,14.0,13.0,6.0,23.0,17.0,,120.0,,318.0,,,11.0,8.0,55.0,,670.0,1.0,0.0,15.0,12.0,3.0,21.0,0.0,838.0,29.0,19.0,8.0,6.0,5.0,0.0
2292971,17,2022-12-26 17:30:00,14,Liverpool,Away,246.0,28.0,3.0,6.0,3.0,,1.0,180.0,3.0,,8.0,4.0,2.0,40.0,420.0,1.0,2.0,13.0,6.0,8.0,8.0,1.0,4.0,2.0,,,,,,,,11.0,,,,,,1.0,6.0,10.0,2.0,10.0,6.0,68.0,71.0,5.0,5.0,2.0,1.0,5.0,1.0,6.0,,,6.0,4.0,3.0,1.0,4.0,2.0,33.0,38.0,1.0,23.0,12.0,,,,,,25.0,56.0,12.0,6.0,1.0,,2.0,1.0,,176.0,2.0,,2.0,,2.0,,3.0,1.0,,1.0,12.0,1.0,11.0,11.0,2.0,8.0,128.0,64.0,42.0,,,4.0,7.0,9.0,500.0,3.0,2.0,,37.0,83.0,32.0,,,,,,136.0,136.0,4.0,27.0,31.0,51.9,,,,,15.0,0.0,142.0,5.0,,5.0,,2.0,6.0,,1.0,5.0,14.0,68.0,407.0,5.0,11.0,274.0,54.0,23.0,12.0,6.0,14.0,8.0,2.0,112.0,4.0,254.0,,,17.0,2.0,70.0,3.0,514.0,2.0,0.0,16.0,19.0,6.0,15.0,0.0,698.0,36.0,16.0,5.0,6.0,7.0,0.0
2292983,18,2022-12-30 20:00:00,14,Liverpool,Home,277.0,48.0,1.0,5.0,4.0,3.0,1.0,224.0,5.0,1.0,5.0,,4.0,41.0,496.0,1.0,1.0,15.0,8.0,7.0,12.0,3.0,1.0,3.0,,,1.0,,,,,15.0,,,,,1.0,3.0,6.0,6.0,1.0,12.0,9.0,90.0,64.0,3.0,3.0,,,12.0,6.0,7.0,,,4.0,7.0,11.0,,8.0,,37.0,47.0,,10.0,5.0,,,,,,16.0,73.0,8.0,15.0,,,5.0,5.0,1.0,182.0,,,,,,,6.0,,,,5.0,1.0,11.0,11.0,3.0,5.0,161.0,71.0,44.0,5.0,,9.0,6.0,5.0,566.0,2.0,1.0,,60.0,68.0,38.0,,,,,,145.0,145.0,11.0,26.0,22.0,57.0,1.0,,3.0,,22.0,0.0,155.0,1.0,,1.0,1.0,3.0,10.0,,,4.0,8.0,101.0,476.0,12.0,15.0,299.0,74.0,10.0,13.0,4.0,27.0,23.0,3.0,153.0,5.0,316.0,,1.0,8.0,4.0,66.0,2.0,588.0,1.0,0.0,21.0,18.0,4.0,19.0,0.0,779.0,26.0,10.0,7.0,4.0,12.0,0.0
2292992,19,2023-01-02 17:30:00,14,Liverpool,Away,171.0,24.0,2.0,8.0,6.0,3.0,,380.0,4.0,1.0,5.0,5.0,4.0,26.0,543.0,,1.0,23.0,15.0,16.0,8.0,3.0,4.0,,,,,1.0,,,,11.0,,,,,,1.0,6.0,10.0,1.0,12.0,4.0,96.0,69.0,3.0,2.0,1.0,2.0,8.0,7.0,2.0,,2.0,9.0,6.0,13.0,,12.0,3.0,42.0,42.0,2.0,15.0,8.0,1.0,1.0,,,,17.0,88.0,8.0,4.0,1.0,,,,,184.0,1.0,,1.0,1.0,,,4.0,1.0,,,8.0,,4.0,4.0,,5.0,185.0,67.0,40.0,4.0,,2.0,10.0,6.0,631.0,1.0,1.0,1.0,85.0,106.0,53.0,,,,,,176.0,176.0,2.0,29.0,32.0,73.0,,,,1.0,16.0,0.0,187.0,4.0,1.0,5.0,1.0,,3.0,,,4.0,5.0,175.0,526.0,8.0,12.0,203.0,55.0,15.0,18.0,8.0,27.0,19.0,,235.0,7.0,476.0,,1.0,17.0,5.0,58.0,4.0,652.0,,0.0,16.0,9.0,2.0,28.0,3.0,857.0,47.0,21.0,13.0,9.0,5.0,0.0
2293002,20,2023-01-14 15:00:00,14,Liverpool,Away,253.0,16.0,1.0,3.0,2.0,,,100.0,4.0,1.0,8.0,1.0,1.0,17.0,350.0,,,11.0,7.0,5.0,5.0,1.0,1.0,,,,,,,,,5.0,,,,,,,8.0,12.0,4.0,5.0,1.0,53.0,64.0,2.0,2.0,,,8.0,1.0,10.0,1.0,,1.0,3.0,,,11.0,1.0,47.0,38.0,,24.0,12.0,1.0,,,,,18.0,37.0,15.0,9.0,,,,,,135.0,,,,,,,4.0,,1.0,1.0,12.0,,16.0,16.0,4.0,9.0,121.0,50.0,25.0,7.0,,3.0,3.0,2.0,399.0,5.0,,,31.0,23.0,16.0,,,,,,110.0,110.0,9.0,29.0,17.0,39.2,,,,,9.0,0.0,111.0,4.0,2.0,5.0,,,3.0,,,4.0,9.0,44.0,329.0,8.0,6.0,273.0,31.0,24.0,10.0,1.0,4.0,3.0,,73.0,1.0,151.0,1.0,1.0,11.0,1.0,39.0,2.0,420.0,1.0,0.0,6.0,19.0,2.0,12.0,3.0,594.0,18.0,19.0,5.0,1.0,12.0,0.0
2293016,21,2023-01-21 12:30:00,14,Liverpool,Home,218.0,17.0,,4.0,4.0,1.0,1.0,161.0,10.0,1.0,7.0,2.0,5.0,28.0,375.0,,,15.0,18.0,12.0,7.0,,1.0,1.0,,,,,,,,13.0,,,,,,1.0,14.0,9.0,2.0,10.0,5.0,77.0,72.0,,,,,13.0,6.0,5.0,,,5.0,12.0,6.0,,10.0,1.0,59.0,48.0,,15.0,5.0,,,,,,19.0,61.0,16.0,9.0,,,3.0,2.0,,163.0,,,,,,,11.0,,2.0,,5.0,,15.0,15.0,1.0,7.0,115.0,53.0,29.0,5.0,,3.0,4.0,3.0,456.0,3.0,,,34.0,82.0,36.0,,,,,,164.0,164.0,5.0,28.0,31.0,47.5,,,,2.0,28.0,0.0,122.0,1.0,1.0,2.0,,1.0,6.0,3.0,,5.0,7.0,87.0,356.0,13.0,7.0,252.0,47.0,15.0,20.0,4.0,24.0,20.0,1.0,128.0,2.0,249.0,2.0,1.0,13.0,5.0,60.0,5.0,477.0,1.0,0.0,15.0,18.0,,22.0,3.0,697.0,36.0,9.0,9.0,5.0,13.0,0.0
2293029,22,2023-02-04 15:00:00,14,Liverpool,Away,244.0,18.0,1.0,3.0,2.0,,,224.0,4.0,,3.0,,6.0,17.0,465.0,,1.0,29.0,14.0,16.0,15.0,,,1.0,,,1.0,1.0,,,1.0,20.0,,,,,,1.0,5.0,8.0,5.0,12.0,10.0,90.0,63.0,1.0,1.0,,1.0,8.0,10.0,6.0,1.0,,7.0,11.0,12.0,,13.0,2.0,41.0,40.0,1.0,7.0,4.0,,2.0,,,,16.0,61.0,7.0,9.0,,,3.0,3.0,1.0,158.0,,,,,,,4.0,,,2.0,4.0,,10.0,10.0,2.0,3.0,144.0,56.0,36.0,2.0,,6.0,9.0,4.0,529.0,2.0,1.0,1.0,52.0,68.0,52.0,,,,,,148.0,148.0,8.0,14.0,37.0,58.2,,,,,16.0,0.0,152.0,1.0,3.0,3.0,1.0,1.0,8.0,,,5.0,10.0,114.0,450.0,8.0,15.0,266.0,39.0,7.0,8.0,6.0,32.0,26.0,1.0,147.0,1.0,310.0,,,11.0,6.0,40.0,2.0,544.0,1.0,0.0,22.0,10.0,1.0,33.0,1.0,747.0,35.0,17.0,5.0,7.0,7.0,0.0
2293036,23,2023-02-13 20:00:00,14,Liverpool,Home,317.0,26.0,1.0,2.0,1.0,5.0,1.0,190.0,4.0,,6.0,2.0,4.0,25.0,505.0,,,21.0,9.0,12.0,10.0,,1.0,3.0,,,1.0,,,,,10.0,,,,,,3.0,2.0,4.0,2.0,11.0,4.0,89.0,66.0,2.0,1.0,2.0,3.0,11.0,5.0,11.0,,1.0,3.0,4.0,10.0,,8.0,,45.0,60.0,3.0,11.0,6.0,,1.0,,,,24.0,57.0,8.0,16.0,2.0,,3.0,2.0,1.0,160.0,1.0,,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,6.0,,7.0,7.0,,6.0,166.0,68.0,47.0,3.0,,3.0,8.0,6.0,565.0,1.0,2.0,,50.0,83.0,39.0,,,,,,143.0,143.0,6.0,26.0,27.0,59.1,,,,,11.0,0.0,170.0,,1.0,1.0,,3.0,4.0,,,5.0,10.0,88.0,485.0,5.0,11.0,336.0,46.0,11.0,21.0,3.0,19.0,16.0,4.0,128.0,7.0,268.0,1.0,,9.0,4.0,44.0,4.0,585.0,,0.0,15.0,21.0,,25.0,1.0,791.0,25.0,18.0,11.0,3.0,15.0,0.0
2293046,24,2023-02-18 17:30:00,14,Liverpool,Away,339.0,19.0,,5.0,5.0,,1.0,199.0,7.0,1.0,6.0,2.0,1.0,31.0,533.0,,5.0,15.0,11.0,5.0,9.0,1.0,1.0,1.0,,,1.0,,,,,9.0,,,,,,2.0,2.0,12.0,2.0,8.0,5.0,87.0,54.0,5.0,3.0,2.0,2.0,8.0,2.0,21.0,,2.0,7.0,8.0,7.0,,3.0,1.0,50.0,30.0,2.0,20.0,11.0,,,,,,15.0,56.0,8.0,2.0,2.0,,2.0,1.0,1.0,169.0,2.0,,2.0,2.0,,,8.0,2.0,2.0,,11.0,,4.0,4.0,1.0,6.0,166.0,63.0,42.0,6.0,,4.0,8.0,7.0,585.0,3.0,1.0,,66.0,60.0,31.0,,,,,,111.0,111.0,9.0,24.0,14.0,62.6,,,,,18.0,0.0,183.0,4.0,,4.0,,1.0,4.0,,,4.0,9.0,94.0,515.0,8.0,12.0,360.0,39.0,20.0,16.0,3.0,19.0,16.0,1.0,132.0,2.0,264.0,2.0,1.0,14.0,1.0,57.0,,605.0,1.0,0.0,13.0,14.0,6.0,15.0,1.0,766.0,23.0,14.0,9.0,7.0,7.0,0.0
2293051,25,2023-02-25 19:45:00,14,Liverpool,Away,333.0,21.0,1.0,2.0,1.0,,,213.0,8.0,3.0,5.0,1.0,4.0,28.0,544.0,,1.0,20.0,18.0,18.0,8.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,8.0,,,1.0,1.0,,1.0,8.0,4.0,2.0,8.0,4.0,90.0,64.0,2.0,2.0,,4.0,5.0,3.0,14.0,,,3.0,6.0,4.0,,13.0,,62.0,51.0,4.0,15.0,10.0,,2.0,,,,16.0,52.0,14.0,10.0,,,3.0,1.0,1.0,201.0,,,,,,,10.0,,1.0,,10.0,3.0,5.0,5.0,,5.0,173.0,75.0,52.0,5.0,,4.0,5.0,4.0,619.0,2.0,2.0,,52.0,101.0,26.0,,,,,,151.0,151.0,3.0,29.0,27.0,63.8,2.0,,,,16.0,0.0,180.0,,,,,2.0,5.0,,,4.0,8.0,88.0,523.0,5.0,9.0,363.0,47.0,15.0,12.0,3.0,14.0,11.0,2.0,129.0,6.0,295.0,1.0,3.0,8.0,4.0,48.0,1.0,644.0,,0.0,12.0,14.0,1.0,24.0,5.0,820.0,17.0,16.0,9.0,3.0,9.0,0.0
2293065,26,2023-03-05 16:30:00,14,Liverpool,Home,194.0,33.0,2.0,6.0,4.0,1.0,,177.0,7.0,,7.0,1.0,1.0,27.0,365.0,,1.0,18.0,12.0,9.0,6.0,1.0,1.0,2.0,,,,,,,,15.0,,,,,,2.0,9.0,6.0,2.0,15.0,3.0,75.0,64.0,6.0,2.0,4.0,3.0,11.0,5.0,10.0,,1.0,4.0,9.0,3.0,,7.0,2.0,49.0,48.0,3.0,11.0,6.0,,,,,,16.0,55.0,13.0,13.0,6.0,,4.0,5.0,,178.0,6.0,,4.0,5.0,1.0,2.0,7.0,6.0,2.0,1.0,6.0,,9.0,9.0,,7.0,105.0,67.0,37.0,3.0,,3.0,10.0,8.0,443.0,1.0,2.0,,64.0,65.0,39.0,,,,,,158.0,158.0,6.0,15.0,34.0,59.6,,,,,22.0,0.0,110.0,2.0,2.0,4.0,,2.0,5.0,2.0,1.0,5.0,10.0,96.0,344.0,11.0,13.0,219.0,66.0,11.0,17.0,3.0,20.0,17.0,3.0,146.0,3.0,269.0,2.0,,8.0,1.0,58.0,,468.0,1.0,0.0,18.0,17.0,3.0,20.0,2.0,669.0,43.0,22.0,9.0,4.0,14.0,0.0
2293070,27,2023-03-11 12:30:00,14,Liverpool,Away,286.0,18.0,1.0,4.0,3.0,1.0,1.0,249.0,6.0,,4.0,1.0,7.0,38.0,531.0,,1.0,30.0,17.0,14.0,5.0,2.0,1.0,,,,,,1.0,,,10.0,,1.0,,,,3.0,5.0,5.0,,11.0,4.0,90.0,66.0,3.0,4.0,,1.0,7.0,1.0,18.0,,1.0,8.0,11.0,6.0,,6.0,,55.0,49.0,1.0,11.0,5.0,,,,,,30.0,74.0,9.0,6.0,,,4.0,1.0,,210.0,,,,,,,6.0,,,,5.0,,11.0,11.0,,4.0,160.0,75.0,48.0,3.0,,1.0,6.0,6.0,622.0,,1.0,,46.0,101.0,46.0,,,,,1.0,162.0,162.0,8.0,23.0,31.0,69.3,,,,,20.0,0.0,177.0,1.0,,1.0,1.0,,8.0,1.0,,5.0,17.0,108.0,516.0,7.0,7.0,307.0,47.0,11.0,12.0,7.0,25.0,18.0,,171.0,2.0,355.0,,,14.0,7.0,76.0,4.0,637.0,,0.0,15.0,22.0,3.0,36.0,1.0,830.0,30.0,13.0,7.0,8.0,15.0,0.0
2293085,28,2023-05-03 20:00:00,14,Liverpool,Home,248.0,20.0,2.0,5.0,3.0,,,279.0,5.0,1.0,2.0,2.0,7.0,32.0,522.0,,2.0,20.0,7.0,14.0,12.0,,,1.0,,,,,,,,13.0,1.0,,,,,1.0,6.0,7.0,2.0,6.0,9.0,103.0,62.0,1.0,1.0,1.0,2.0,3.0,3.0,9.0,,,7.0,6.0,7.0,,7.0,2.0,41.0,48.0,2.0,18.0,10.0,,,,,,22.0,70.0,10.0,7.0,1.0,,3.0,1.0,,217.0,,,,,,,6.0,,,,10.0,,6.0,6.0,,2.0,154.0,78.0,52.0,5.0,,9.0,3.0,3.0,597.0,3.0,2.0,,54.0,104.0,40.0,,,,,1.0,140.0,140.0,10.0,29.0,21.0,57.1,,,,,15.0,0.0,139.0,3.0,,3.0,2.0,1.0,9.0,,,5.0,12.0,132.0,509.0,3.0,12.0,260.0,45.0,18.0,21.0,6.0,20.0,14.0,1.0,185.0,1.0,373.0,,1.0,7.0,8.0,57.0,3.0,613.0,1.0,0.0,15.0,14.0,3.0,21.0,0.0,792.0,36.0,13.0,13.0,7.0,8.0,0.0
2293096,29,2023-04-01 12:30:00,14,Liverpool,Away,204.0,19.0,,1.0,1.0,1.0,1.0,85.0,4.0,,4.0,,4.0,21.0,288.0,,1.0,5.0,1.0,7.0,3.0,,,2.0,,,,,,,,4.0,,,,,,,9.0,14.0,3.0,4.0,,55.0,46.0,,,,3.0,3.0,3.0,12.0,,1.0,1.0,3.0,3.0,,7.0,1.0,32.0,38.0,3.0,16.0,10.0,,,,,,12.0,27.0,12.0,9.0,1.0,,,1.0,,116.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,10.0,,9.0,9.0,,4.0,91.0,37.0,21.0,7.0,,,4.0,1.0,328.0,5.0,,,28.0,28.0,13.0,,,,,,89.0,89.0,2.0,22.0,16.0,31.9,,3.0,,1.0,10.0,0.0,88.0,4.0,,4.0,,2.0,,,,5.0,6.0,37.0,269.0,3.0,4.0,228.0,41.0,16.0,10.0,1.0,8.0,7.0,2.0,61.0,1.0,130.0,1.0,,4.0,4.0,47.0,5.0,350.0,,0.0,4.0,12.0,1.0,5.0,1.0,477.0,15.0,8.0,10.0,1.0,8.0,0.0
2293105,30,2023-04-09 16:30:00,14,Liverpool,Home,210.0,37.0,2.0,9.0,7.0,,2.0,231.0,5.0,2.0,4.0,2.0,2.0,31.0,432.0,1.0,2.0,11.0,13.0,14.0,15.0,,1.0,,,,,,,,2.0,19.0,,1.0,,,,,4.0,6.0,3.0,19.0,2.0,83.0,69.0,6.0,6.0,2.0,1.0,7.0,5.0,17.0,,,5.0,10.0,7.0,,13.0,2.0,61.0,50.0,1.0,12.0,4.0,1.0,,,,,27.0,55.0,11.0,10.0,1.0,,3.0,2.0,,191.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,1.0,4.0,,11.0,11.0,2.0,4.0,116.0,68.0,41.0,4.0,,7.0,9.0,6.0,503.0,2.0,,,57.0,67.0,47.0,,,,,1.0,152.0,152.0,11.0,26.0,24.0,59.0,,,1.0,1.0,18.0,0.0,135.0,1.0,2.0,3.0,,,10.0,,1.0,3.0,16.0,120.0,413.0,7.0,16.0,238.0,68.0,12.0,12.0,5.0,24.0,19.0,,162.0,4.0,311.0,2.0,2.0,11.0,2.0,60.0,2.0,525.0,3.0,0.0,21.0,22.0,2.0,13.0,4.0,725.0,53.0,19.0,4.0,5.0,12.0,0.0
2293113,31,2023-04-17 20:00:00,14,Liverpool,Away,372.0,24.0,,4.0,4.0,,,406.0,5.0,1.0,5.0,,9.0,31.0,774.0,,2.0,20.0,10.0,9.0,7.0,,,2.0,,,,,,,1.0,13.0,,,,,,,8.0,7.0,6.0,11.0,2.0,144.0,68.0,4.0,,4.0,1.0,9.0,2.0,11.0,,,2.0,7.0,2.0,,7.0,1.0,45.0,48.0,1.0,16.0,6.0,1.0,,,,,13.0,83.0,12.0,6.0,5.0,,2.0,,,243.0,6.0,,6.0,6.0,,2.0,6.0,6.0,,1.0,6.0,,8.0,8.0,,5.0,242.0,97.0,75.0,4.0,,4.0,9.0,7.0,854.0,3.0,,,96.0,112.0,29.0,,,,,,132.0,132.0,4.0,19.0,39.0,73.6,,,,,17.0,0.0,240.0,1.0,1.0,2.0,,2.0,4.0,,1.0,5.0,6.0,149.0,761.0,9.0,13.0,395.0,46.0,16.0,18.0,1.0,10.0,9.0,4.0,195.0,4.0,484.0,,1.0,5.0,9.0,53.0,2.0,869.0,1.0,0.0,13.0,21.0,5.0,22.0,1.0,1036.0,24.0,14.0,12.0,2.0,10.0,0.0
