matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367642,11.0,2023-11-05 16:30:00,14,Liverpool,Away,218.0,26.0,4.0,9.0,7.0,2.0,,372.0,3.0,,3.0,,,34.0,581.0,,2.0,21.0,13.0,21.0,17.0,2.0,5.0,1.0,,,,,,,1.0,,,,,17.0,,,,1.0,,,2.0,9.0,5.0,3.0,15.0,9.0,,88.0,64.0,6.0,6.0,,,6.0,6.0,15.0,,,7.0,14.0,15.0,,9.0,,61.0,44.0,,17.0,7.0,,,89.0,13.0,5.0,,1.0,1.0,,203.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,7.0,1.0,7.0,7.0,2.0,3.0,173.0,96.0,72.0,4.0,,10.0,10.0,6.0,644.0,,,1.0,2.0,,93.0,89.0,59.0,,,,,158.0,158.0,3.0,33.0,24.0,73.8,1.0,,1.0,2.0,18.0,0.0,,,,195.0,2.0,2.0,4.0,,,1.0,12.0,1.0,1.0,4.0,158.0,566.0,6.0,20.0,236.0,43.0,17.0,17.0,7.0,35.0,30.0,1.0,200.0,2.0,458.0,,,6.0,,52.0,1.0,659.0,1.0,0.0,24.0,12.0,3.0,26.0,1.0,874.0,41.0,26.0,6.0,7.0,5.0,0.0
2367654,12.0,2023-11-12 14:00:00,14,Liverpool,Home,158.0,31.0,1.0,4.0,3.0,1.0,2.0,261.0,9.0,,2.0,1.0,5.0,34.0,415.0,1.0,2.0,16.0,19.0,21.0,9.0,1.0,3.0,,,,,,,,,,,,,14.0,,,,,,,,9.0,9.0,7.0,7.0,10.0,,88.0,53.0,3.0,1.0,2.0,,10.0,3.0,11.0,,,6.0,7.0,6.0,,6.0,,60.0,46.0,,20.0,11.0,,1.0,59.0,16.0,10.0,3.0,2.0,2.0,,185.0,3.0,,2.0,3.0,,,10.0,,,3.0,1.0,,,,,11.0,,5.0,5.0,1.0,2.0,111.0,66.0,47.0,8.0,,4.0,9.0,10.0,477.0,,,4.0,1.0,,57.0,82.0,46.0,,,,,141.0,141.0,6.0,19.0,23.0,58.3,,,,2.0,15.0,0.0,,,,120.0,2.0,1.0,3.0,,,,4.0,1.0,,4.0,124.0,394.0,10.0,13.0,183.0,60.0,20.0,14.0,5.0,20.0,15.0,,165.0,2.0,341.0,1.0,,3.0,6.0,56.0,2.0,504.0,2.0,0.0,17.0,10.0,4.0,20.0,1.0,685.0,30.0,15.0,6.0,6.0,5.0,0.0
2367663,13.0,2023-11-25 12:30:00,14,Liverpool,Away,207.0,19.0,1.0,2.0,1.0,1.0,,133.0,9.0,,2.0,1.0,3.0,16.0,338.0,,4.0,14.0,17.0,9.0,5.0,1.0,1.0,,,,,,,,,,,,,7.0,,,,,,,,5.0,11.0,5.0,6.0,2.0,,60.0,47.0,1.0,1.0,,3.0,6.0,2.0,17.0,,,6.0,2.0,2.0,1.0,13.0,1.0,66.0,34.0,3.0,19.0,11.0,,1.0,38.0,11.0,8.0,,1.0,,,154.0,1.0,,1.0,1.0,,,13.0,,,1.0,,,,,,11.0,,5.0,5.0,,2.0,100.0,56.0,32.0,9.0,,2.0,5.0,3.0,386.0,,,7.0,1.0,,51.0,49.0,21.0,,,,,120.0,120.0,5.0,22.0,17.0,40.0,,,1.0,,12.0,0.0,,,,100.0,2.0,2.0,4.0,,,,3.0,,,5.0,54.0,319.0,6.0,7.0,230.0,38.0,19.0,16.0,6.0,10.0,4.0,,84.0,3.0,194.0,,,12.0,3.0,43.0,4.0,414.0,1.0,0.0,8.0,12.0,4.0,14.0,3.0,565.0,19.0,9.0,7.0,6.0,7.0,0.0
2367673,14.0,2023-12-03 14:00:00,14,Liverpool,Home,252.0,30.0,1.0,2.0,1.0,,1.0,259.0,4.0,1.0,6.0,1.0,6.0,26.0,509.0,,1.0,22.0,15.0,12.0,13.0,2.0,5.0,1.0,,,1.0,,1.0,,,,,,,19.0,,,,2.0,,,1.0,4.0,7.0,2.0,15.0,11.0,,98.0,79.0,3.0,4.0,,2.0,16.0,6.0,6.0,,,3.0,9.0,,1.0,9.0,2.0,49.0,42.0,2.0,11.0,3.0,1.0,,82.0,6.0,7.0,,2.0,1.0,1.0,229.0,2.0,,1.0,2.0,,,4.0,,,3.0,1.0,,,,,3.0,2.0,13.0,13.0,1.0,6.0,142.0,78.0,47.0,4.0,1.0,4.0,13.0,12.0,610.0,,,3.0,4.0,,81.0,77.0,42.0,,,,,178.0,178.0,5.0,26.0,42.0,61.2,2.0,,3.0,,29.0,0.0,,,,155.0,2.0,,2.0,,,1.0,8.0,,1.0,4.0,137.0,497.0,16.0,17.0,272.0,61.0,11.0,21.0,3.0,13.0,10.0,1.0,200.0,1.0,365.0,1.0,1.0,10.0,7.0,45.0,5.0,624.0,,0.0,26.0,15.0,2.0,26.0,0.0,852.0,40.0,17.0,8.0,3.0,11.0,0.0
2367684,15.0,2023-12-06 19:30:00,14,Liverpool,Away,276.0,25.0,4.0,8.0,4.0,1.0,,261.0,4.0,,3.0,,9.0,25.0,529.0,,1.0,21.0,18.0,40.0,8.0,4.0,5.0,,,,,,,,,,,,2.0,9.0,,,,,,,1.0,5.0,5.0,1.0,11.0,4.0,,96.0,50.0,4.0,2.0,2.0,,10.0,2.0,9.0,,,12.0,8.0,3.0,1.0,10.0,1.0,55.0,79.0,,17.0,12.0,,1.0,73.0,8.0,12.0,,3.0,1.0,,211.0,2.0,1.0,2.0,1.0,1.0,,6.0,,,1.0,1.0,,,,,12.0,,11.0,11.0,1.0,3.0,156.0,89.0,53.0,2.0,1.0,5.0,9.0,8.0,614.0,,,2.0,,,72.0,85.0,42.0,,,,,166.0,166.0,7.0,15.0,25.0,75.7,,,,,19.0,0.0,,,,169.0,1.0,,1.0,,,,5.0,,,4.0,118.0,516.0,10.0,14.0,303.0,45.0,17.0,22.0,12.0,24.0,12.0,,160.0,2.0,353.0,1.0,,16.0,9.0,56.0,4.0,632.0,,0.0,15.0,16.0,3.0,29.0,3.0,843.0,37.0,15.0,12.0,12.0,10.0,0.0
2367690,16.0,2023-12-09 12:30:00,14,Liverpool,Away,253.0,24.0,1.0,3.0,2.0,,1.0,329.0,2.0,,6.0,2.0,4.0,23.0,579.0,1.0,,17.0,10.0,14.0,9.0,2.0,3.0,,,,,,,,,,,,,10.0,,,,,,,1.0,17.0,6.0,2.0,9.0,5.0,,100.0,57.0,2.0,2.0,,2.0,9.0,5.0,6.0,,,5.0,5.0,5.0,,13.0,2.0,56.0,48.0,2.0,20.0,10.0,,,63.0,17.0,17.0,1.0,,2.0,,198.0,2.0,,1.0,2.0,,,2.0,,,2.0,1.0,,,,,10.0,,5.0,5.0,1.0,6.0,177.0,93.0,64.0,6.0,,7.0,6.0,2.0,643.0,,,2.0,1.0,,67.0,106.0,37.0,1.0,1.0,1.0,,151.0,151.0,3.0,25.0,22.0,75.9,,,3.0,,17.0,0.0,,,,187.0,2.0,1.0,3.0,,,,7.0,,1.0,5.0,147.0,560.0,9.0,13.0,275.0,42.0,20.0,17.0,5.0,17.0,12.0,,183.0,1.0,404.0,1.0,,13.0,5.0,48.0,6.0,662.0,2.0,0.0,14.0,11.0,3.0,21.0,2.0,863.0,29.0,20.0,7.0,5.0,8.0,0.0
2367703,17.0,2023-12-17 16:30:00,14,Liverpool,Home,202.0,17.0,6.0,10.0,4.0,1.0,2.0,318.0,3.0,1.0,4.0,6.0,1.0,29.0,510.0,,,31.0,15.0,11.0,23.0,6.0,10.0,,,,,,,,,,,,,22.0,,,,,,,2.0,12.0,4.0,2.0,19.0,15.0,,85.0,56.0,1.0,1.0,,,8.0,13.0,4.0,,,12.0,14.0,6.0,,10.0,1.0,49.0,51.0,,5.0,1.0,,,79.0,13.0,8.0,,3.0,4.0,,200.0,,,,,,,3.0,,,,,,,,,1.0,,8.0,8.0,,4.0,153.0,79.0,56.0,,,12.0,17.0,8.0,596.0,,,1.0,1.0,,65.0,117.0,61.0,,,,,162.0,162.0,4.0,18.0,30.0,68.3,,,,,22.0,0.0,,,,169.0,1.0,,2.0,,1.0,,13.0,1.0,,4.0,164.0,500.0,8.0,29.0,220.0,39.0,5.0,15.0,11.0,35.0,24.0,,222.0,3.0,422.0,,1.0,17.0,1.0,55.0,4.0,607.0,,0.0,34.0,24.0,1.0,35.0,2.0,835.0,49.0,14.0,8.0,12.0,13.0,0.0
2367711,18.0,2023-12-23 17:30:00,14,Liverpool,Home,189.0,16.0,2.0,3.0,1.0,2.0,,171.0,5.0,,6.0,3.0,5.0,16.0,357.0,,,20.0,4.0,15.0,10.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,11.0,,,,1.0,,,,11.0,9.0,4.0,8.0,5.0,,44.0,63.0,1.0,1.0,,3.0,10.0,4.0,10.0,,,4.0,5.0,7.0,,14.0,,47.0,68.0,3.0,16.0,8.0,,,52.0,13.0,13.0,1.0,2.0,3.0,1.0,158.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,8.0,2.0,5.0,5.0,,6.0,114.0,78.0,43.0,5.0,,6.0,6.0,3.0,421.0,,,5.0,1.0,,51.0,49.0,34.0,,,,,149.0,149.0,9.0,19.0,26.0,51.0,1.0,,1.0,1.0,18.0,0.0,,,,126.0,1.0,,1.0,,1.0,1.0,6.0,,,4.0,74.0,339.0,10.0,12.0,215.0,35.0,16.0,12.0,4.0,19.0,15.0,1.0,107.0,4.0,246.0,,,17.0,5.0,45.0,1.0,442.0,1.0,0.0,13.0,34.0,3.0,27.0,2.0,652.0,28.0,19.0,6.0,4.0,21.0,0.0
2367722,19.0,2023-12-26 17:30:00,14,Liverpool,Away,299.0,14.0,2.0,5.0,3.0,4.0,,269.0,11.0,,2.0,4.0,5.0,29.0,563.0,,,13.0,15.0,31.0,11.0,2.0,3.0,,,,,,,,,,,,,16.0,,,,1.0,,,,10.0,5.0,4.0,12.0,7.0,,91.0,67.0,2.0,2.0,,,11.0,3.0,14.0,,1.0,4.0,8.0,2.0,,15.0,,64.0,65.0,,10.0,7.0,,1.0,62.0,10.0,7.0,1.0,1.0,1.0,,210.0,2.0,,2.0,2.0,,,12.0,,,2.0,1.0,,,,,7.0,1.0,6.0,6.0,,2.0,183.0,89.0,59.0,4.0,,6.0,9.0,10.0,643.0,,,1.0,,,76.0,77.0,37.0,,,,,165.0,165.0,8.0,24.0,31.0,68.6,1.0,,,,18.0,0.0,,,,180.0,,,,,,,6.0,,1.0,4.0,106.0,543.0,11.0,15.0,333.0,29.0,10.0,23.0,4.0,15.0,11.0,,144.0,7.0,346.0,1.0,,22.0,6.0,56.0,4.0,664.0,,0.0,19.0,14.0,,20.0,1.0,840.0,39.0,18.0,13.0,4.0,11.0,0.0
2367731,20.0,2024-01-01 20:00:00,14,Liverpool,Home,208.0,36.0,1.0,6.0,6.0,,,269.0,3.0,,5.0,3.0,4.0,34.0,471.0,,2.0,14.0,11.0,9.0,19.0,1.0,5.0,1.0,,,,,,,,,,1.0,1.0,25.0,1.0,,1.0,,1.0,,2.0,16.0,4.0,1.0,25.0,9.0,,96.0,64.0,5.0,5.0,4.0,,10.0,12.0,13.0,,,7.0,5.0,11.0,,10.0,,58.0,54.0,,1.0,1.0,,,69.0,16.0,15.0,2.0,6.0,2.0,,148.0,3.0,,3.0,3.0,,,4.0,,,3.0,1.0,,,,,1.0,1.0,11.0,11.0,,5.0,163.0,60.0,33.0,3.0,1.0,5.0,18.0,15.0,532.0,,,1.0,2.0,,69.0,68.0,44.0,,,,2.0,140.0,140.0,10.0,18.0,31.0,61.9,1.0,,,,20.0,0.0,,,,148.0,,1.0,1.0,,1.0,1.0,7.0,3.0,1.0,4.0,156.0,453.0,10.0,23.0,218.0,54.0,1.0,25.0,6.0,23.0,18.0,1.0,208.0,1.0,360.0,1.0,,12.0,5.0,62.0,1.0,555.0,,0.0,34.0,15.0,2.0,16.0,3.0,767.0,66.0,14.0,15.0,7.0,7.0,0.0
2367738,21.0,2024-01-21 16:30:00,14,Liverpool,Away,225.0,24.0,1.0,4.0,3.0,3.0,,218.0,7.0,,3.0,7.0,6.0,34.0,439.0,,2.0,18.0,10.0,22.0,7.0,1.0,2.0,,,,,,,,,,,,,12.0,,,,,,,,12.0,5.0,6.0,8.0,6.0,,88.0,67.0,2.0,,2.0,1.0,13.0,4.0,18.0,,,5.0,4.0,7.0,,13.0,,67.0,71.0,1.0,26.0,10.0,,,58.0,12.0,9.0,4.0,1.0,,,176.0,4.0,,4.0,4.0,,,7.0,,,4.0,,,,,,10.0,,8.0,8.0,2.0,4.0,129.0,65.0,38.0,8.0,,3.0,9.0,7.0,506.0,,,6.0,1.0,,58.0,68.0,32.0,,,,,157.0,157.0,3.0,31.0,27.0,60.8,,,,,19.0,0.0,,,,133.0,,1.0,1.0,,1.0,,3.0,1.0,,5.0,112.0,423.0,13.0,12.0,253.0,43.0,26.0,22.0,5.0,16.0,11.0,,151.0,6.0,289.0,,1.0,20.0,8.0,64.0,,526.0,,0.0,14.0,32.0,3.0,23.0,2.0,770.0,28.0,24.0,8.0,5.0,18.0,0.0
2367756,22.0,2024-01-31 20:15:00,14,Liverpool,Home,198.0,28.0,2.0,8.0,6.0,,2.0,282.0,2.0,,8.0,1.0,2.0,28.0,472.0,,2.0,8.0,10.0,6.0,13.0,1.0,4.0,1.0,,,,,2.0,,,,,,,21.0,,1.0,,1.0,,1.0,,15.0,2.0,2.0,15.0,13.0,,111.0,69.0,3.0,2.0,2.0,1.0,13.0,9.0,8.0,,,8.0,11.0,4.0,1.0,9.0,,47.0,53.0,1.0,7.0,4.0,,,70.0,15.0,15.0,2.0,8.0,3.0,2.0,156.0,4.0,,2.0,4.0,,1.0,2.0,,,4.0,,,,,,4.0,4.0,6.0,6.0,,8.0,136.0,66.0,45.0,1.0,1.0,3.0,15.0,13.0,537.0,,,,3.0,,75.0,77.0,45.0,,,,1.0,128.0,128.0,13.0,16.0,31.0,50.5,2.0,,,,20.0,0.0,,,,150.0,,2.0,2.0,,,1.0,6.0,,,5.0,126.0,457.0,13.0,18.0,212.0,47.0,7.0,15.0,8.0,26.0,18.0,2.0,179.0,2.0,367.0,,1.0,10.0,3.0,49.0,3.0,553.0,2.0,0.0,28.0,22.0,6.0,10.0,2.0,763.0,48.0,7.0,10.0,8.0,18.0,0.0
2367759,23.0,2024-02-04 16:30:00,14,Liverpool,Away,244.0,21.0,1.0,2.0,1.0,,,199.0,6.0,1.0,2.0,5.0,8.0,27.0,441.0,,1.0,21.0,18.0,22.0,7.0,1.0,2.0,,,,,,,,,,,,,8.0,,,,,,,,8.0,12.0,3.0,6.0,4.0,,85.0,41.0,,,,2.0,9.0,2.0,8.0,,,4.0,8.0,6.0,,13.0,2.0,57.0,52.0,2.0,15.0,10.0,1.0,1.0,61.0,11.0,10.0,,,1.0,,185.0,,,,,,,7.0,,,,,,,,,10.0,,8.0,8.0,,2.0,128.0,70.0,32.0,2.0,,6.0,2.0,1.0,502.0,,,5.0,,,51.0,59.0,27.0,,,,,146.0,146.0,1.0,18.0,17.0,57.4,,,,,20.0,0.0,,,,130.0,3.0,1.0,4.0,1.0,1.0,,7.0,,,4.0,78.0,418.0,9.0,8.0,275.0,43.0,15.0,17.0,4.0,19.0,15.0,,105.0,6.0,272.0,,1.0,16.0,8.0,59.0,1.0,528.0,,1.0,10.0,11.0,3.0,29.0,2.0,716.0,14.0,12.0,9.0,4.0,6.0,0.0
2367771,24.0,2024-02-10 15:00:00,14,Liverpool,Home,341.0,25.0,3.0,8.0,5.0,2.0,1.0,248.0,5.0,1.0,4.0,7.0,5.0,29.0,581.0,,2.0,19.0,14.0,24.0,14.0,3.0,9.0,1.0,,,,,,,,,,,,15.0,,,,,,,1.0,8.0,7.0,2.0,18.0,7.0,,115.0,51.0,4.0,3.0,2.0,,9.0,9.0,16.0,,,9.0,11.0,10.0,,5.0,,55.0,64.0,,15.0,6.0,,,53.0,11.0,13.0,3.0,2.0,2.0,,211.0,2.0,1.0,2.0,,2.0,,5.0,,,1.0,,,,,,6.0,,4.0,4.0,,4.0,175.0,94.0,69.0,3.0,,5.0,14.0,10.0,650.0,,,1.0,3.0,,81.0,81.0,51.0,,,,,149.0,149.0,2.0,15.0,30.0,70.8,,,,,22.0,0.0,,,,169.0,3.0,,3.0,,1.0,1.0,6.0,1.0,,5.0,116.0,561.0,9.0,19.0,370.0,38.0,15.0,14.0,9.0,32.0,23.0,1.0,152.0,4.0,332.0,,1.0,24.0,5.0,53.0,2.0,670.0,2.0,0.0,25.0,22.0,3.0,20.0,3.0,877.0,44.0,16.0,5.0,9.0,14.0,0.0
2367778,25.0,2024-02-17 12:30:00,14,Liverpool,Away,149.0,15.0,2.0,5.0,3.0,1.0,,364.0,4.0,,3.0,4.0,2.0,18.0,508.0,,,12.0,13.0,11.0,7.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,3.0,12.0,,,,1.0,,,,16.0,9.0,6.0,11.0,4.0,,101.0,61.0,5.0,2.0,4.0,1.0,7.0,2.0,8.0,,,6.0,7.0,4.0,,11.0,4.0,54.0,39.0,1.0,17.0,7.0,,,69.0,18.0,4.0,1.0,1.0,,1.0,202.0,4.0,,3.0,4.0,,1.0,8.0,,,4.0,1.0,,,,,7.0,1.0,8.0,8.0,,3.0,160.0,72.0,39.0,1.0,1.0,5.0,7.0,8.0,593.0,,,2.0,,,96.0,90.0,32.0,,,,,155.0,155.0,8.0,24.0,21.0,63.0,1.0,,,,17.0,0.0,,,,151.0,4.0,1.0,5.0,,,1.0,5.0,,2.0,5.0,160.0,496.0,7.0,12.0,181.0,28.0,17.0,17.0,5.0,16.0,11.0,2.0,207.0,4.0,449.0,1.0,,25.0,2.0,58.0,2.0,614.0,1.0,0.0,15.0,12.0,1.0,16.0,1.0,787.0,37.0,16.0,12.0,6.0,10.0,0.0
2367794,26.0,2024-02-21 19:30:00,14,Liverpool,Home,200.0,24.0,3.0,6.0,3.0,,,227.0,6.0,1.0,3.0,4.0,9.0,20.0,421.0,,1.0,15.0,12.0,21.0,19.0,2.0,7.0,2.0,,,,,,,,,,,1.0,21.0,,,,,,,,12.0,6.0,6.0,20.0,9.0,,114.0,50.0,6.0,4.0,2.0,1.0,14.0,8.0,18.0,,,13.0,7.0,3.0,1.0,16.0,1.0,65.0,70.0,1.0,20.0,11.0,,,52.0,15.0,14.0,3.0,3.0,1.0,,163.0,3.0,1.0,2.0,1.0,2.0,,7.0,,,2.0,,,,,1.0,11.0,,6.0,6.0,,3.0,103.0,68.0,38.0,4.0,,8.0,16.0,13.0,479.0,,,6.0,1.0,,73.0,58.0,40.0,,,,,146.0,146.0,9.0,15.0,22.0,60.8,,,3.0,2.0,24.0,0.0,,,,128.0,1.0,1.0,2.0,,2.0,2.0,8.0,2.0,,4.0,111.0,395.0,14.0,24.0,216.0,36.0,20.0,20.0,11.0,22.0,11.0,2.0,155.0,6.0,314.0,,1.0,25.0,9.0,53.0,2.0,508.0,1.0,0.0,29.0,21.0,4.0,18.0,1.0,737.0,54.0,15.0,14.0,13.0,13.0,0.0
2367805,27.0,2024-03-02 15:00:00,14,Liverpool,Away,241.0,19.0,5.0,9.0,4.0,2.0,,339.0,5.0,,8.0,3.0,3.0,25.0,571.0,1.0,1.0,21.0,14.0,17.0,13.0,4.0,7.0,1.0,,,,,,,,,,,,15.0,,,,,,,,12.0,5.0,3.0,19.0,3.0,,91.0,47.0,,,,1.0,16.0,11.0,10.0,,,12.0,8.0,3.0,,12.0,1.0,54.0,52.0,1.0,11.0,7.0,,,72.0,12.0,11.0,,1.0,1.0,,215.0,1.0,,1.0,,1.0,,5.0,,,,,,,,1.0,7.0,,7.0,7.0,2.0,8.0,181.0,86.0,60.0,3.0,,9.0,9.0,2.0,643.0,,,3.0,1.0,,116.0,93.0,36.0,,,,,156.0,156.0,3.0,17.0,17.0,70.6,,,,,28.0,0.0,,,,175.0,2.0,,2.0,,,1.0,9.0,2.0,1.0,5.0,162.0,552.0,16.0,18.0,260.0,29.0,11.0,12.0,12.0,24.0,12.0,1.0,204.0,3.0,426.0,,,19.0,3.0,45.0,1.0,662.0,2.0,0.0,22.0,20.0,3.0,23.0,2.0,876.0,38.0,26.0,4.0,12.0,14.0,0.0
2367814,28.0,2024-03-10 15:45:00,14,Liverpool,Home,272.0,22.0,2.0,6.0,4.0,2.0,,224.0,6.0,,6.0,7.0,1.0,33.0,490.0,,2.0,15.0,8.0,10.0,8.0,2.0,3.0,2.0,,,,1.0,1.0,,,,,,1.0,14.0,1.0,,,,,,,6.0,5.0,5.0,11.0,8.0,,110.0,72.0,2.0,2.0,1.0,1.0,12.0,4.0,13.0,,,7.0,11.0,4.0,,9.0,3.0,42.0,49.0,1.0,13.0,6.0,,,67.0,6.0,9.0,,2.0,,1.0,196.0,,,,,,,6.0,,,,,,,,,6.0,,12.0,12.0,1.0,6.0,136.0,85.0,54.0,4.0,1.0,5.0,5.0,6.0,567.0,,,2.0,,,64.0,80.0,33.0,,,,1.0,144.0,144.0,6.0,24.0,36.0,52.8,,,1.0,,28.0,0.0,,,,142.0,3.0,2.0,5.0,,,2.0,9.0,,,3.0,102.0,474.0,12.0,10.0,290.0,46.0,13.0,13.0,7.0,22.0,15.0,2.0,142.0,5.0,316.0,,,23.0,1.0,66.0,6.0,584.0,,0.0,19.0,23.0,2.0,17.0,0.0,784.0,32.0,11.0,7.0,7.0,15.0,0.0
2367822,29.0,2024-04-24 20:00:00,14,Liverpool,Away,260.0,23.0,3.0,8.0,5.0,,,382.0,5.0,,5.0,3.0,8.0,33.0,634.0,1.0,2.0,18.0,19.0,15.0,13.0,2.0,8.0,,,,,,,,,,,,,15.0,,,,,,1.0,,6.0,14.0,2.0,15.0,8.0,,80.0,60.0,2.0,3.0,,,13.0,11.0,11.0,,,13.0,15.0,10.0,,9.0,1.0,54.0,41.0,,8.0,8.0,1.0,1.0,97.0,13.0,6.0,,,,,195.0,,,,,,,5.0,,,,,,,,,8.0,1.0,5.0,5.0,,5.0,222.0,84.0,55.0,4.0,,3.0,12.0,7.0,697.0,,,4.0,,,125.0,74.0,63.0,,,,,145.0,145.0,4.0,24.0,26.0,76.1,1.0,,,,18.0,0.0,,,,220.0,3.0,1.0,4.0,,,,5.0,2.0,,5.0,179.0,615.0,13.0,15.0,279.0,52.0,8.0,9.0,12.0,37.0,25.0,,225.0,2.0,475.0,,,12.0,9.0,62.0,1.0,717.0,3.0,0.0,23.0,14.0,6.0,18.0,3.0,914.0,49.0,20.0,6.0,13.0,7.0,0.0
2367832,30.0,2024-03-31 14:00:00,14,Liverpool,Home,220.0,20.0,2.0,3.0,1.0,2.0,,304.0,7.0,,5.0,3.0,4.0,21.0,521.0,,1.0,14.0,8.0,10.0,18.0,1.0,2.0,1.0,,,,,,,,,,,,28.0,,,,,,,,19.0,7.0,2.0,20.0,10.0,,91.0,55.0,3.0,2.0,2.0,1.0,14.0,10.0,8.0,,,8.0,2.0,5.0,,13.0,1.0,64.0,43.0,1.0,14.0,9.0,,,58.0,20.0,5.0,2.0,,,,175.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,9.0,,12.0,12.0,1.0,5.0,147.0,60.0,48.0,4.0,,11.0,9.0,8.0,565.0,,,2.0,1.0,,62.0,76.0,42.0,,,,,118.0,118.0,10.0,17.0,23.0,54.3,,,3.0,,22.0,0.0,,,,172.0,2.0,,2.0,,,1.0,12.0,,,3.0,159.0,501.0,14.0,20.0,231.0,35.0,14.0,25.0,6.0,13.0,7.0,1.0,204.0,3.0,367.0,,,11.0,4.0,39.0,5.0,585.0,,0.0,30.0,19.0,1.0,15.0,5.0,791.0,66.0,9.0,10.0,8.0,10.0,0.0
2367845,31.0,2024-04-04 19:30:00,14,Liverpool,Home,218.0,24.0,4.0,9.0,5.0,,,505.0,2.0,1.0,5.0,2.0,6.0,39.0,714.0,,1.0,13.0,14.0,20.0,17.0,2.0,3.0,2.0,,,,,1.0,1.0,,,,,,24.0,,,,,,,1.0,6.0,5.0,1.0,15.0,14.0,,136.0,58.0,2.0,1.0,1.0,,6.0,5.0,8.0,,,13.0,17.0,7.0,,9.0,2.0,45.0,52.0,,5.0,3.0,,,92.0,6.0,8.0,1.0,3.0,3.0,1.0,227.0,2.0,,1.0,2.0,,,2.0,,,3.0,1.0,,,,,3.0,1.0,7.0,7.0,,5.0,226.0,68.0,56.0,1.0,1.0,11.0,10.0,9.0,774.0,,,,1.0,1.0,151.0,120.0,53.0,,,,,135.0,135.0,6.0,15.0,32.0,82.9,,,,,17.0,0.0,,,,197.0,2.0,1.0,3.0,,,2.0,15.0,,1.0,4.0,234.0,702.0,6.0,21.0,236.0,36.0,5.0,17.0,11.0,38.0,27.0,2.0,272.0,2.0,588.0,1.0,1.0,5.0,7.0,45.0,,786.0,1.0,0.0,29.0,15.0,1.0,14.0,0.0,985.0,54.0,15.0,9.0,13.0,6.0,0.0
