matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgRight,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128390,11.0,2020-12-06 19:15:00,14,Liverpool,Home,305.0,24.0,,3.0,3.0,,,262.0,3.0,,5.0,1.0,6.0,18.0,564.0,,,9.0,9.0,7.0,7.0,,1.0,1.0,0.0,,1.0,1.0,,,,9.0,0.0,,,,,1.0,6.0,3.0,7.0,4.0,,113.0,48.0,1.0,,2.0,4.0,8.0,1.0,6.0,,,4.0,12.0,4.0,1.0,8.0,1.0,42.0,41.0,4.0,18.0,11.0,,1.0,,,,,,25.0,53.0,8.0,13.0,1.0,,3.0,2.0,1.0,171.0,2.0,,1.0,1.0,1.0,1.0,5.0,,,2.0,1.0,,,,,11.0,,5.0,5.0,,0.0,5.0,159.0,96.0,73.0,6.0,1.0,4.0,5.0,6.0,604.0,,,1.0,1.0,0.0,85.0,98.0,31.0,,,,,,112.0,112.0,,18.0,25.0,60.6,,,,,8.0,0.0,,,,183.0,3.0,,3.0,,1.0,4.0,,0.0,3.0,8.0,103.0,546.0,1.0,9.0,318.0,45.0,18.0,21.0,2.0,20.0,18.0,2.0,133.0,,328.0,1.0,,11.0,6.0,44.0,1.0,626.0,,0.0,11.0,12.0,1.0,11.0,1.0,786.0,22.0,10.0,0.0,10.0,4.0,6.0,0.0
2128399,12.0,2020-12-13 16:30:00,14,Liverpool,Away,251.0,12.0,2.0,4.0,2.0,2.0,,367.0,7.0,1.0,2.0,2.0,2.0,30.0,614.0,,,27.0,19.0,12.0,6.0,,,,,,,1.0,,,,9.0,1.0,,,,1.0,2.0,6.0,4.0,7.0,5.0,,75.0,59.0,2.0,2.0,1.0,,16.0,4.0,11.0,,,8.0,9.0,13.0,,9.0,2.0,51.0,54.0,,22.0,12.0,,,,,,,,33.0,82.0,5.0,7.0,1.0,,5.0,3.0,1.0,163.0,,,,,,,7.0,,,,,,,,1.0,12.0,,7.0,7.0,1.0,,2.0,228.0,65.0,43.0,6.0,,2.0,4.0,6.0,692.0,,,1.0,1.0,,100.0,110.0,50.0,,,,,1.0,160.0,160.0,7.0,30.0,20.0,75.1,,,1.0,,16.0,0.0,,,,241.0,3.0,1.0,4.0,,,2.0,,,3.0,18.0,135.0,599.0,6.0,6.0,272.0,41.0,22.0,22.0,8.0,33.0,25.0,,193.0,2.0,468.0,,1.0,13.0,3.0,60.0,2.0,707.0,,0.0,12.0,21.0,,27.0,1.0,925.0,27.0,18.0,,14.0,8.0,12.0,0.0
2128414,13.0,2020-12-16 20:00:00,14,Liverpool,Home,250.0,24.0,1.0,3.0,2.0,1.0,1.0,471.0,6.0,1.0,5.0,4.0,2.0,32.0,718.0,,1.0,18.0,15.0,19.0,12.0,2.0,1.0,,,,,,,,,14.0,,,,,2.0,5.0,5.0,3.0,15.0,2.0,,143.0,73.0,,,,2.0,14.0,5.0,4.0,,,7.0,13.0,9.0,,14.0,,52.0,47.0,2.0,8.0,3.0,,2.0,,,,,,32.0,100.0,8.0,8.0,2.0,,2.0,2.0,,209.0,1.0,1.0,1.0,,1.0,,7.0,,,1.0,,,,,1.0,3.0,1.0,15.0,15.0,1.0,,5.0,233.0,83.0,57.0,4.0,,1.0,14.0,11.0,794.0,,,,4.0,,149.0,122.0,51.0,,,,,,165.0,165.0,6.0,26.0,36.0,75.8,,,,,14.0,0.0,,,,228.0,,1.0,1.0,,,1.0,,,,14.0,240.0,700.0,5.0,15.0,271.0,49.0,8.0,20.0,4.0,28.0,24.0,,291.0,3.0,570.0,,1.0,13.0,3.0,62.0,2.0,813.0,1.0,0.0,17.0,12.0,1.0,18.0,0.0,998.0,41.0,13.0,,8.0,7.0,8.0,0.0
2128419,14.0,2020-12-19 12:30:00,14,Liverpool,Away,384.0,16.0,2.0,3.0,1.0,1.0,,268.0,3.0,1.0,5.0,3.0,4.0,34.0,649.0,,1.0,15.0,14.0,10.0,3.0,2.0,3.0,2.0,,1.0,,1.0,,,,10.0,,,,,,7.0,4.0,1.0,11.0,3.0,,108.0,66.0,5.0,1.0,4.0,3.0,15.0,2.0,11.0,,,4.0,3.0,5.0,,6.0,,46.0,43.0,3.0,13.0,5.0,,,,,,,,30.0,64.0,11.0,5.0,4.0,,3.0,,1.0,204.0,7.0,,4.0,6.0,1.0,2.0,3.0,,,6.0,,,,,,5.0,,19.0,19.0,,,5.0,218.0,86.0,59.0,5.0,1.0,3.0,9.0,8.0,727.0,,,,,,86.0,97.0,25.0,,,,,,127.0,127.0,1.0,30.0,30.0,64.7,,,,,15.0,0.0,,,,213.0,2.0,1.0,3.0,,2.0,4.0,,,3.0,17.0,99.0,634.0,8.0,12.0,414.0,39.0,13.0,13.0,3.0,11.0,8.0,4.0,137.0,3.0,340.0,,1.0,19.0,4.0,67.0,,743.0,,0.0,14.0,19.0,2.0,16.0,0.0,907.0,17.0,14.0,,9.0,4.0,13.0,0.0
2128431,15.0,2020-12-27 16:30:00,14,Liverpool,Home,162.0,24.0,3.0,11.0,8.0,,,544.0,4.0,1.0,7.0,2.0,7.0,22.0,695.0,,1.0,21.0,13.0,26.0,10.0,2.0,4.0,,,2.0,,2.0,,,,10.0,,,,,1.0,4.0,3.0,2.0,8.0,9.0,,102.0,59.0,2.0,1.0,1.0,1.0,21.0,4.0,3.0,,,7.0,17.0,11.0,,10.0,,39.0,49.0,1.0,13.0,10.0,,,,,,,,34.0,104.0,8.0,4.0,1.0,,3.0,1.0,2.0,231.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,10.0,,4.0,4.0,,,7.0,217.0,57.0,46.0,3.0,,7.0,6.0,2.0,773.0,,,1.0,2.0,,90.0,173.0,60.0,,,,,,155.0,155.0,4.0,20.0,27.0,78.4,,2.0,,,21.0,0.0,,,,237.0,1.0,1.0,2.0,,,11.0,1.0,,3.0,20.0,249.0,682.0,10.0,13.0,196.0,42.0,13.0,13.0,6.0,35.0,29.0,,293.0,5.0,626.0,2.0,1.0,9.0,8.0,40.0,1.0,787.0,1.0,0.0,17.0,11.0,1.0,22.0,0.0,981.0,42.0,20.0,,8.0,8.0,8.0,0.0
2128442,16.0,2020-12-30 20:00:00,14,Liverpool,Away,277.0,26.0,3.0,8.0,5.0,2.0,,302.0,4.0,,5.0,7.0,11.0,47.0,571.0,,3.0,25.0,20.0,27.0,4.0,3.0,5.0,,,,,,,,1.0,6.0,,,,,,6.0,5.0,3.0,6.0,5.0,,89.0,55.0,3.0,3.0,,3.0,16.0,3.0,4.0,,,12.0,15.0,7.0,,13.0,1.0,56.0,53.0,3.0,19.0,12.0,,,,,,,,31.0,76.0,13.0,9.0,,,4.0,3.0,,165.0,,,,,,,5.0,,,,,,,,,12.0,,15.0,15.0,1.0,,5.0,199.0,71.0,53.0,5.0,,3.0,4.0,4.0,647.0,,,2.0,1.0,,97.0,69.0,46.0,,,,,,162.0,162.0,3.0,23.0,23.0,73.1,,,,2.0,16.0,0.0,,,,208.0,1.0,1.0,2.0,,,4.0,,,3.0,9.0,116.0,558.0,8.0,7.0,302.0,48.0,19.0,13.0,12.0,37.0,25.0,,160.0,7.0,396.0,,,17.0,12.0,68.0,4.0,661.0,,0.0,11.0,10.0,3.0,27.0,3.0,875.0,32.0,17.0,,7.0,12.0,6.0,0.0
2128453,17.0,2021-01-04 20:00:00,14,Liverpool,Away,281.0,37.0,2.0,15.0,13.0,1.0,1.0,277.0,3.0,1.0,8.0,3.0,3.0,44.0,543.0,,,21.0,14.0,21.0,9.0,3.0,5.0,,,,,,,,,11.0,,,,,1.0,6.0,1.0,6.0,12.0,5.0,,94.0,79.0,1.0,2.0,,,18.0,5.0,12.0,1.0,,10.0,24.0,11.0,,9.0,,56.0,54.0,,3.0,2.0,1.0,,,,,,,29.0,85.0,12.0,3.0,,,1.0,1.0,,211.0,,,,,,,3.0,,,,,,,,,2.0,,11.0,11.0,2.0,,8.0,172.0,84.0,47.0,1.0,,10.0,2.0,1.0,656.0,,,1.0,4.0,,104.0,78.0,61.0,,,,,,198.0,198.0,8.0,25.0,37.0,67.0,,,,,18.0,0.0,,,,198.0,,2.0,1.0,,,11.0,1.0,,2.0,14.0,141.0,525.0,5.0,12.0,306.0,83.0,3.0,23.0,7.0,43.0,36.0,,209.0,6.0,412.0,,2.0,13.0,3.0,79.0,1.0,675.0,1.0,0.0,17.0,16.0,,23.0,3.0,879.0,56.0,13.0,,14.0,10.0,2.0,0.0
2128464,18.0,2021-01-21 20:00:00,14,Liverpool,Home,227.0,31.0,2.0,3.0,2.0,2.0,,364.0,5.0,,8.0,1.0,6.0,33.0,588.0,,,18.0,21.0,15.0,21.0,2.0,3.0,,,,,,,,1.0,23.0,,1.0,,,1.0,5.0,5.0,1.0,16.0,11.0,,80.0,70.0,,1.0,,,10.0,11.0,3.0,,1.0,12.0,18.0,12.0,,8.0,2.0,44.0,35.0,,6.0,4.0,,,,,,,,,62.0,11.0,7.0,,,3.0,2.0,,207.0,,,,,,,5.0,,,,1.0,,,,1.0,4.0,1.0,4.0,4.0,1.0,,8.0,190.0,76.0,49.0,,,8.0,15.0,6.0,663.0,,,,,,80.0,101.0,72.0,1.0,1.0,1.0,,,161.0,161.0,7.0,34.0,21.0,71.8,1.0,,,1.0,10.0,0.0,,,,209.0,2.0,1.0,3.0,1.0,,10.0,2.0,,3.0,,224.0,566.0,4.0,23.0,246.0,64.0,6.0,9.0,9.0,40.0,32.0,,285.0,4.0,480.0,2.0,,13.0,7.0,64.0,1.0,686.0,,0.0,27.0,6.0,,18.0,2.0,857.0,48.0,15.0,,7.0,12.0,2.0,0.0
2128471,19.0,2021-01-17 16:30:00,14,Liverpool,Home,272.0,38.0,1.0,3.0,2.0,,,307.0,3.0,1.0,4.0,1.0,6.0,36.0,576.0,,1.0,18.0,13.0,5.0,12.0,1.0,1.0,,,,,,,,,16.0,,,,,,6.0,5.0,3.0,9.0,8.0,,105.0,66.0,1.0,1.0,,1.0,14.0,8.0,13.0,,,7.0,10.0,7.0,,16.0,1.0,61.0,42.0,1.0,11.0,2.0,,,,,,,,25.0,62.0,15.0,6.0,,1.0,1.0,1.0,,180.0,,,,,,,3.0,,,,,,,,,2.0,,12.0,12.0,4.0,,4.0,192.0,81.0,61.0,3.0,,4.0,9.0,3.0,645.0,,,3.0,1.0,,76.0,85.0,43.0,,,,,,146.0,146.0,5.0,23.0,32.0,65.7,,,,,14.0,0.0,,,,190.0,3.0,1.0,4.0,,,6.0,2.0,,3.0,17.0,177.0,556.0,9.0,13.0,287.0,69.0,11.0,19.0,4.0,22.0,18.0,,236.0,2.0,402.0,,1.0,5.0,6.0,57.0,1.0,667.0,2.0,0.0,17.0,16.0,1.0,19.0,2.0,865.0,42.0,12.0,,15.0,7.0,9.0,0.0
2128485,20.0,2021-01-28 20:00:00,14,Liverpool,Away,211.0,28.0,,3.0,3.0,2.0,,296.0,3.0,1.0,9.0,2.0,6.0,21.0,504.0,,1.0,14.0,12.0,11.0,10.0,,,,,,,,,,,14.0,,,,,,5.0,1.0,2.0,11.0,3.0,,101.0,70.0,3.0,2.0,2.0,,17.0,1.0,10.0,,1.0,2.0,7.0,3.0,1.0,11.0,,46.0,41.0,,12.0,6.0,,,,,,,,29.0,49.0,11.0,7.0,2.0,,,,,161.0,2.0,,2.0,2.0,,,3.0,,,3.0,1.0,,,,1.0,6.0,,16.0,16.0,2.0,,9.0,162.0,59.0,38.0,1.0,,5.0,7.0,7.0,571.0,,,,4.0,,73.0,68.0,29.0,,,,,,131.0,131.0,8.0,16.0,37.0,50.2,,,,,17.0,0.0,,,,163.0,1.0,,1.0,,,6.0,,,3.0,16.0,150.0,490.0,8.0,12.0,231.0,49.0,12.0,16.0,2.0,12.0,10.0,,188.0,5.0,368.0,1.0,1.0,9.0,6.0,41.0,2.0,587.0,2.0,0.0,14.0,10.0,1.0,17.0,2.0,756.0,33.0,16.0,,13.0,2.0,8.0,0.0
2128495,21.0,2021-01-31 16:30:00,14,Liverpool,Away,317.0,29.0,,2.0,2.0,1.0,,385.0,6.0,2.0,4.0,1.0,10.0,23.0,700.0,,1.0,15.0,12.0,12.0,8.0,,,1.0,,,,,,,1.0,13.0,,,,,1.0,1.0,6.0,2.0,10.0,4.0,,127.0,59.0,3.0,1.0,2.0,3.0,16.0,3.0,6.0,,,4.0,6.0,2.0,,8.0,,36.0,39.0,3.0,13.0,10.0,,,,,,,,23.0,81.0,8.0,6.0,2.0,,2.0,1.0,,202.0,3.0,,2.0,3.0,,1.0,7.0,,,3.0,,,,,4.0,10.0,,4.0,4.0,,,4.0,219.0,79.0,53.0,6.0,1.0,5.0,6.0,5.0,768.0,,,2.0,2.0,,110.0,104.0,35.0,,,,,,123.0,123.0,5.0,21.0,29.0,67.2,,,,,16.0,0.0,,,,237.0,1.0,,1.0,1.0,1.0,6.0,,,3.0,7.0,137.0,687.0,7.0,11.0,328.0,51.0,13.0,15.0,4.0,13.0,9.0,2.0,188.0,2.0,470.0,,2.0,6.0,11.0,44.0,1.0,785.0,2.0,0.0,14.0,13.0,1.0,15.0,0.0,927.0,27.0,9.0,,8.0,5.0,8.0,0.0
2128503,22.0,2021-02-03 20:15:00,14,Liverpool,Home,239.0,17.0,,3.0,3.0,,,363.0,7.0,1.0,7.0,1.0,8.0,19.0,599.0,1.0,,20.0,18.0,9.0,6.0,,,,,,,,,,,11.0,,,,,,8.0,12.0,1.0,5.0,6.0,,94.0,66.0,2.0,2.0,,,20.0,6.0,4.0,,,5.0,12.0,9.0,,10.0,1.0,47.0,32.0,,15.0,5.0,,,,,,,,28.0,72.0,12.0,6.0,,,4.0,3.0,,188.0,,,,,,,9.0,,,,,,,,,5.0,,12.0,12.0,,,7.0,214.0,72.0,47.0,3.0,,4.0,2.0,1.0,677.0,,,2.0,4.0,,104.0,108.0,47.0,,,,,,162.0,162.0,6.0,26.0,26.0,63.4,,,,,20.0,0.0,,,,201.0,3.0,,3.0,1.0,,4.0,,,3.0,16.0,183.0,583.0,8.0,6.0,265.0,52.0,15.0,9.0,3.0,27.0,24.0,,237.0,1.0,459.0,,1.0,8.0,8.0,47.0,,697.0,1.0,0.0,11.0,12.0,,25.0,1.0,886.0,23.0,18.0,,6.0,6.0,9.0,0.0
2128510,23.0,2021-02-07 16:30:00,14,Liverpool,Home,311.0,36.0,1.0,3.0,2.0,,,265.0,3.0,,,,6.0,25.0,573.0,,,23.0,7.0,10.0,3.0,1.0,1.0,,,,,1.0,,,,5.0,1.0,,,,,9.0,6.0,2.0,5.0,3.0,,98.0,54.0,,,1.0,,17.0,3.0,17.0,,1.0,6.0,11.0,4.0,,12.0,1.0,57.0,45.0,,9.0,4.0,2.0,,,,,,,26.0,56.0,13.0,8.0,1.0,,2.0,,1.0,159.0,,,,,,,3.0,,,,,,,,,4.0,,11.0,11.0,1.0,,,198.0,73.0,55.0,1.0,,2.0,2.0,3.0,633.0,,,,,,91.0,61.0,32.0,,1.0,1.0,,1.0,136.0,136.0,6.0,24.0,23.0,55.9,,,,,17.0,0.0,,,,194.0,1.0,,1.0,,,2.0,,,3.0,10.0,117.0,558.0,8.0,4.0,331.0,59.0,9.0,17.0,6.0,21.0,15.0,,159.0,,339.0,,,4.0,6.0,47.0,1.0,649.0,,0.0,8.0,18.0,,25.0,2.0,823.0,18.0,19.0,,9.0,6.0,9.0,0.0
2128521,24.0,2021-02-13 12:30:00,14,Liverpool,Away,209.0,22.0,1.0,2.0,1.0,1.0,,258.0,3.0,1.0,9.0,,12.0,20.0,465.0,,2.0,19.0,11.0,12.0,8.0,1.0,4.0,2.0,,,,2.0,,,,8.0,,,,,1.0,2.0,8.0,3.0,11.0,4.0,,81.0,80.0,2.0,2.0,,,20.0,8.0,13.0,,,12.0,12.0,8.0,,12.0,2.0,53.0,63.0,,4.0,1.0,2.0,,,,,,,,64.0,6.0,6.0,1.0,,4.0,1.0,2.0,166.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,1.0,1.0,14.0,14.0,,,9.0,154.0,64.0,39.0,2.0,,2.0,8.0,4.0,544.0,,,1.0,4.0,,85.0,92.0,43.0,,,,,,180.0,180.0,9.0,21.0,40.0,62.0,,3.0,,,20.0,0.0,,,,160.0,3.0,,3.0,,2.0,3.0,2.0,,3.0,,129.0,450.0,9.0,10.0,229.0,46.0,4.0,33.0,10.0,31.0,21.0,2.0,182.0,3.0,363.0,,1.0,6.0,12.0,38.0,1.0,561.0,,0.0,15.0,23.0,2.0,25.0,2.0,796.0,32.0,21.0,,22.0,12.0,10.0,0.0
2128531,25.0,2021-02-20 17:30:00,14,Liverpool,Home,271.0,19.0,2.0,5.0,3.0,1.0,,343.0,4.0,1.0,2.0,3.0,1.0,19.0,609.0,,,25.0,16.0,14.0,8.0,3.0,2.0,,,1.0,,1.0,,,,11.0,,,,,1.0,8.0,4.0,5.0,8.0,7.0,,102.0,65.0,2.0,2.0,,1.0,15.0,2.0,3.0,,,7.0,15.0,9.0,,8.0,2.0,50.0,56.0,1.0,10.0,4.0,,,,,,,,22.0,76.0,10.0,10.0,,,2.0,,1.0,202.0,,,,,,,4.0,,,,,,,,,4.0,,10.0,10.0,,,2.0,195.0,74.0,52.0,2.0,,5.0,6.0,6.0,672.0,,,,3.0,,65.0,103.0,52.0,1.0,1.0,1.0,,,152.0,152.0,6.0,20.0,36.0,71.4,,,,1.0,15.0,0.0,,,,194.0,2.0,2.0,4.0,,,7.0,,,3.0,14.0,155.0,589.0,8.0,11.0,288.0,35.0,10.0,29.0,5.0,29.0,24.0,,205.0,1.0,434.0,,1.0,16.0,3.0,45.0,2.0,693.0,,0.0,15.0,16.0,2.0,26.0,2.0,898.0,33.0,17.0,,16.0,7.0,10.0,0.0
2128543,26.0,2021-02-28 19:15:00,14,Liverpool,Away,259.0,30.0,1.0,4.0,3.0,1.0,,278.0,7.0,2.0,6.0,3.0,6.0,30.0,533.0,,,18.0,25.0,20.0,13.0,1.0,1.0,,,,,,,,1.0,15.0,,,,,,3.0,5.0,3.0,13.0,3.0,,87.0,60.0,4.0,5.0,1.0,2.0,20.0,4.0,3.0,,1.0,3.0,6.0,5.0,,6.0,2.0,48.0,48.0,2.0,15.0,3.0,,,,,,,,27.0,56.0,9.0,9.0,,,,,,198.0,,,,,,,8.0,,,1.0,,,,,,3.0,,5.0,5.0,,,6.0,168.0,81.0,51.0,4.0,1.0,4.0,10.0,8.0,617.0,,,2.0,1.0,,81.0,84.0,32.0,,,,,,143.0,143.0,6.0,30.0,18.0,60.7,,,,3.0,20.0,0.0,,,,185.0,1.0,1.0,3.0,,,4.0,,,2.0,12.0,110.0,514.0,8.0,14.0,294.0,58.0,15.0,12.0,3.0,14.0,11.0,,154.0,3.0,358.0,,2.0,15.0,6.0,63.0,1.0,638.0,,0.0,16.0,12.0,,18.0,0.0,802.0,25.0,15.0,,7.0,3.0,8.0,0.0
2128550,27.0,2021-03-07 14:00:00,14,Liverpool,Home,236.0,20.0,2.0,8.0,6.0,2.0,,366.0,8.0,,4.0,1.0,7.0,16.0,594.0,,,22.0,16.0,17.0,10.0,2.0,4.0,,,1.0,,1.0,,,,11.0,,,,1.0,,7.0,9.0,1.0,10.0,6.0,,76.0,63.0,,,,1.0,18.0,2.0,8.0,,,9.0,18.0,11.0,,10.0,1.0,49.0,43.0,1.0,13.0,9.0,1.0,1.0,,,,,,26.0,81.0,10.0,6.0,,,1.0,,1.0,201.0,,,,,,,8.0,,,,1.0,,,,,9.0,1.0,9.0,9.0,,,4.0,213.0,75.0,42.0,4.0,,8.0,4.0,3.0,690.0,,,2.0,4.0,,80.0,124.0,45.0,,,,,,171.0,171.0,8.0,23.0,28.0,63.1,1.0,,,1.0,18.0,0.0,,,,218.0,1.0,1.0,2.0,1.0,,11.0,,,3.0,11.0,182.0,577.0,6.0,12.0,259.0,54.0,13.0,12.0,9.0,38.0,29.0,,246.0,4.0,487.0,1.0,,9.0,7.0,43.0,3.0,708.0,1.0,0.0,16.0,13.0,1.0,22.0,2.0,893.0,27.0,5.0,,7.0,9.0,10.0,0.0
2128565,28.0,2021-03-15 20:00:00,14,Liverpool,Away,185.0,19.0,,3.0,3.0,,2.0,172.0,2.0,,7.0,2.0,3.0,16.0,354.0,,1.0,14.0,24.0,19.0,9.0,2.0,,,,,,,,,,10.0,,,,,2.0,10.0,8.0,2.0,9.0,3.0,,69.0,76.0,1.0,1.0,,2.0,21.0,3.0,11.0,,,2.0,5.0,2.0,,8.0,1.0,63.0,59.0,2.0,26.0,13.0,,,,,,,,34.0,53.0,10.0,16.0,1.0,,3.0,3.0,,158.0,1.0,,1.0,1.0,,,3.0,,,1.0,,,,,,13.0,,14.0,14.0,1.0,,7.0,118.0,70.0,39.0,3.0,,5.0,7.0,4.0,445.0,,,3.0,2.0,,63.0,65.0,23.0,,,,,,159.0,159.0,2.0,28.0,36.0,47.3,,,,2.0,21.0,0.0,,,,122.0,3.0,2.0,5.0,,,5.0,,,3.0,20.0,86.0,336.0,9.0,12.0,216.0,49.0,26.0,20.0,2.0,12.0,10.0,,136.0,1.0,263.0,1.0,,16.0,3.0,49.0,1.0,467.0,,0.0,12.0,14.0,1.0,15.0,1.0,667.0,29.0,15.0,,10.0,2.0,9.0,0.0
2128570,29.0,2021-03-04 20:15:00,14,Liverpool,Home,284.0,30.0,1.0,2.0,1.0,,,289.0,4.0,1.0,6.0,,4.0,33.0,571.0,,,27.0,9.0,10.0,5.0,1.0,1.0,,,,,,,,,6.0,,,,,,6.0,7.0,4.0,4.0,3.0,,108.0,67.0,1.0,1.0,,1.0,13.0,2.0,8.0,1.0,,5.0,4.0,6.0,,9.0,,45.0,51.0,1.0,14.0,6.0,,,,,,,,27.0,81.0,9.0,8.0,,,1.0,1.0,,177.0,,,,,,,4.0,,,,,,,,,6.0,,12.0,12.0,,,6.0,181.0,77.0,49.0,2.0,,4.0,2.0,1.0,637.0,,,2.0,3.0,,71.0,102.0,42.0,,,,,,147.0,147.0,6.0,22.0,32.0,54.2,,,,,13.0,0.0,,,,190.0,4.0,,3.0,,,4.0,,,3.0,13.0,135.0,554.0,8.0,7.0,296.0,69.0,14.0,29.0,4.0,15.0,11.0,,187.0,2.0,375.0,,1.0,5.0,5.0,56.0,1.0,656.0,,0.0,7.0,14.0,1.0,30.0,0.0,853.0,23.0,23.0,,19.0,5.0,6.0,0.0
2128576,30.0,2021-04-03 20:00:00,14,Liverpool,Away,316.0,29.0,,7.0,7.0,,1.0,299.0,1.0,,4.0,3.0,11.0,28.0,608.0,1.0,1.0,19.0,13.0,19.0,7.0,1.0,,,,,,,,,,15.0,,,,,1.0,5.0,2.0,1.0,9.0,7.0,,106.0,63.0,5.0,3.0,3.0,1.0,10.0,3.0,6.0,,,2.0,16.0,2.0,,15.0,1.0,50.0,60.0,1.0,10.0,5.0,,,,,,,,24.0,58.0,10.0,10.0,1.0,,3.0,2.0,,196.0,2.0,,1.0,2.0,,,1.0,,,3.0,1.0,,,,,5.0,,6.0,6.0,,,4.0,194.0,77.0,48.0,1.0,,4.0,6.0,7.0,691.0,,,1.0,1.0,,84.0,71.0,32.0,,,,,,149.0,149.0,12.0,20.0,25.0,64.2,,,,,10.0,0.0,,,,207.0,2.0,,2.0,,,6.0,,,3.0,13.0,109.0,597.0,4.0,10.0,340.0,60.0,10.0,19.0,1.0,21.0,20.0,,152.0,1.0,384.0,1.0,,11.0,11.0,58.0,3.0,703.0,2.0,0.0,16.0,18.0,1.0,20.0,1.0,879.0,31.0,14.0,,13.0,2.0,11.0,0.0
2128590,31.0,2021-04-10 15:00:00,14,Liverpool,Home,253.0,21.0,1.0,3.0,2.0,1.0,1.0,230.0,10.0,3.0,5.0,1.0,2.0,19.0,480.0,1.0,,16.0,19.0,21.0,14.0,2.0,5.0,1.0,,,1.0,1.0,,,1.0,16.0,,,,,1.0,9.0,6.0,3.0,17.0,6.0,,73.0,77.0,1.0,2.0,1.0,1.0,4.0,7.0,8.0,,1.0,7.0,12.0,7.0,1.0,11.0,2.0,60.0,57.0,1.0,16.0,6.0,,,0.846809,2.26443,0.063561,2.7282,0.5901,25.0,56.0,16.0,11.0,1.0,,3.0,2.0,1.0,200.0,,,,,,,11.0,,,2.0,,,,,1.0,6.0,,7.0,7.0,,,5.0,149.0,70.0,42.0,,,5.0,11.0,10.0,551.0,,,,1.0,,62.0,84.0,34.0,,,,,,161.0,161.0,2.0,41.0,29.0,66.1,,,3.0,,21.0,0.0,,,,155.0,1.0,3.0,4.0,1.0,1.0,6.0,,,3.0,12.0,127.0,455.0,4.0,16.0,288.0,39.0,16.0,18.0,4.0,25.0,21.0,1.0,164.0,2.0,314.0,,3.0,10.0,2.0,43.0,2.0,577.0,3.0,0.0,23.0,14.0,,19.0,2.0,769.0,44.0,18.0,,11.0,7.0,9.0,0.0
