matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
855278,11.0,2016-11-06 14:15:00,14,Liverpool,Home,163.0,11.0,1.0,10.0,9.0,5.0,2.0,293.0,2.0,1.0,3.0,5.0,8.0,18.0,446.0,,1.0,17.0,19.0,14.0,16.0,2.0,5.0,,,,1.0,1.0,,,1.0,,,20.0,,,1.0,,,2.0,7.0,4.0,7.0,22.0,6.0,,83.0,91.0,4.0,1.0,4.0,3.0,23.0,2.0,15.0,,6.0,10.0,3.0,,5.0,5.0,55.0,48.0,3.0,16.0,11.0,,,71.0,14.0,10.0,4.0,,5.0,4.0,1.0,234.0,5.0,,4.0,3.0,2.0,,7.0,,,3.0,,,,,1.0,11.0,2.0,10.0,10.0,1.0,3.0,132.0,97.0,50.0,3.0,1.0,8.0,15.0,17.0,540.0,,,1.0,2.0,86.0,72.0,36.0,,,,,,172.0,172.0,5.0,29.0,49.0,59.6,1.0,,,1.0,23.0,0.0,,,,114.0,2.0,5.0,7.0,,,9.0,,3.0,157.0,435.0,9.0,23.0,192.0,26.0,16.0,10.0,3.0,20.0,17.0,,200.0,9.0,391.0,,1.0,31.0,9.0,62.0,1.0,563.0,,0.0,28.0,19.0,3.0,21.0,1.0,766.0,48.0,29.0,6.0,6.0,13.0,0.0
855286,12.0,2016-11-19 15:00:00,14,Liverpool,Away,188.0,17.0,2.0,4.0,2.0,2.0,,353.0,,,4.0,4.0,22.0,23.0,537.0,,,30.0,23.0,18.0,12.0,1.0,2.0,,,,,,,,,,,13.0,,,,,,,7.0,1.0,2.0,9.0,6.0,,76.0,69.0,2.0,2.0,,1.0,40.0,5.0,13.0,,8.0,10.0,5.0,,16.0,,71.0,60.0,1.0,10.0,4.0,,1.0,81.0,11.0,7.0,,,2.0,2.0,,179.0,,,,,,,2.0,,,,,,,,1.0,4.0,,15.0,15.0,2.0,4.0,203.0,90.0,54.0,1.0,,7.0,6.0,2.0,649.0,,,1.0,3.0,92.0,110.0,32.0,,,,,,198.0,198.0,8.0,20.0,37.0,64.6,,,,1.0,40.0,0.0,,,,203.0,,,,,,8.0,,2.0,150.0,527.0,19.0,13.0,219.0,32.0,10.0,22.0,7.0,24.0,17.0,,203.0,8.0,466.0,,,25.0,23.0,60.0,2.0,661.0,,0.0,15.0,22.0,1.0,35.0,1.0,883.0,28.0,19.0,13.0,8.0,19.0,0.0
855297,13.0,2016-11-26 15:00:00,14,Liverpool,Home,211.0,20.0,3.0,6.0,3.0,1.0,,403.0,1.0,1.0,5.0,5.0,12.0,30.0,608.0,,,15.0,27.0,11.0,16.0,3.0,4.0,1.0,,1.0,,1.0,,,,,,20.0,1.0,,,,,1.0,3.0,2.0,4.0,14.0,13.0,,89.0,69.0,,,1.0,2.0,13.0,7.0,4.0,,9.0,20.0,5.0,1.0,13.0,1.0,57.0,47.0,2.0,15.0,8.0,,,96.0,5.0,9.0,,,3.0,,1.0,235.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,8.0,,7.0,7.0,,5.0,204.0,73.0,56.0,4.0,,9.0,11.0,7.0,691.0,,,4.0,2.0,103.0,64.0,64.0,,,,,1.0,159.0,159.0,4.0,23.0,37.0,77.3,,,,,13.0,0.0,,,,174.0,1.0,,1.0,,1.0,13.0,1.0,3.0,205.0,599.0,7.0,20.0,226.0,41.0,15.0,15.0,9.0,34.0,25.0,1.0,272.0,7.0,510.0,,1.0,15.0,14.0,58.0,,702.0,1.0,0.0,27.0,19.0,1.0,16.0,1.0,901.0,42.0,13.0,7.0,9.0,15.0,0.0
855302,14.0,2016-12-04 13:30:00,14,Liverpool,Away,220.0,22.0,1.0,6.0,5.0,2.0,,260.0,2.0,,2.0,3.0,16.0,47.0,474.0,,1.0,18.0,13.0,12.0,6.0,,1.0,,,,,,,,,1.0,1.0,8.0,,,,,,1.0,10.0,8.0,4.0,6.0,4.0,,90.0,68.0,2.0,1.0,1.0,2.0,13.0,2.0,11.0,,9.0,14.0,7.0,,12.0,1.0,59.0,50.0,2.0,31.0,18.0,1.0,,75.0,17.0,8.0,2.0,,4.0,1.0,,178.0,3.0,,3.0,3.0,,,4.0,,,3.0,,,,,1.0,18.0,,11.0,11.0,1.0,2.0,141.0,78.0,46.0,4.0,1.0,5.0,4.0,3.0,543.0,,,2.0,,77.0,112.0,36.0,1.0,1.0,1.0,,,152.0,152.0,8.0,25.0,32.0,60.2,,3.0,,,13.0,0.0,,,,154.0,3.0,1.0,4.0,1.0,,5.0,,1.0,154.0,459.0,6.0,9.0,233.0,38.0,31.0,19.0,8.0,30.0,22.0,,201.0,4.0,360.0,,,18.0,19.0,79.0,1.0,563.0,,0.0,10.0,19.0,1.0,21.0,2.0,766.0,23.0,15.0,11.0,9.0,15.0,0.0
855317,15.0,2016-12-11 16:30:00,14,Liverpool,Home,228.0,22.0,2.0,5.0,3.0,2.0,,293.0,5.0,1.0,4.0,9.0,13.0,45.0,516.0,,1.0,22.0,22.0,19.0,12.0,2.0,2.0,,,,,,,,,,,17.0,,,1.0,,,,5.0,3.0,5.0,16.0,3.0,,90.0,62.0,,,1.0,5.0,11.0,9.0,4.0,,11.0,24.0,7.0,,8.0,1.0,44.0,43.0,5.0,30.0,19.0,2.0,,78.0,7.0,7.0,1.0,,1.0,1.0,,207.0,1.0,,1.0,1.0,,,6.0,,,2.0,,,,,,19.0,1.0,11.0,11.0,,4.0,159.0,76.0,53.0,4.0,1.0,7.0,8.0,3.0,592.0,,,1.0,4.0,99.0,84.0,72.0,,,,,,164.0,164.0,2.0,18.0,37.0,67.1,1.0,2.0,1.0,2.0,11.0,0.0,,,,155.0,1.0,,1.0,,,7.0,,1.0,157.0,499.0,6.0,15.0,239.0,40.0,30.0,10.0,11.0,43.0,32.0,,216.0,10.0,415.0,,1.0,21.0,13.0,70.0,5.0,611.0,,0.0,19.0,10.0,1.0,24.0,2.0,815.0,56.0,9.0,7.0,11.0,7.0,0.0
855324,16.0,2016-12-14 19:45:00,14,Liverpool,Away,254.0,22.0,1.0,4.0,3.0,4.0,,348.0,3.0,,4.0,7.0,20.0,42.0,598.0,1.0,,16.0,12.0,14.0,7.0,1.0,1.0,,,,,1.0,,,,,,12.0,,,,,1.0,1.0,7.0,3.0,5.0,12.0,3.0,,114.0,63.0,3.0,,3.0,2.0,8.0,7.0,16.0,,2.0,10.0,2.0,,12.0,2.0,61.0,53.0,2.0,18.0,10.0,,,86.0,14.0,10.0,1.0,,3.0,1.0,1.0,196.0,3.0,,3.0,3.0,,,4.0,,,3.0,2.0,,,,,10.0,1.0,14.0,14.0,1.0,4.0,172.0,72.0,46.0,5.0,2.0,3.0,8.0,4.0,662.0,,,4.0,2.0,98.0,126.0,26.0,,,,,,130.0,130.0,6.0,20.0,31.0,62.9,1.0,,,,8.0,0.0,,,,197.0,2.0,1.0,3.0,1.0,,4.0,,3.0,144.0,585.0,2.0,11.0,268.0,38.0,18.0,17.0,2.0,15.0,13.0,,192.0,8.0,426.0,2.0,,18.0,21.0,68.0,4.0,679.0,1.0,0.0,15.0,19.0,,17.0,0.0,859.0,35.0,12.0,10.0,2.0,15.0,0.0
855334,17.0,2016-12-19 20:00:00,14,Liverpool,Away,219.0,17.0,1.0,3.0,2.0,1.0,,284.0,2.0,1.0,7.0,11.0,23.0,40.0,500.0,,,26.0,31.0,19.0,8.0,1.0,1.0,,,,,,,,,,1.0,10.0,,,,,1.0,,2.0,3.0,3.0,9.0,2.0,,99.0,65.0,1.0,2.0,1.0,4.0,19.0,2.0,8.0,1.0,6.0,10.0,3.0,,7.0,,61.0,57.0,4.0,30.0,20.0,,,84.0,9.0,13.0,1.0,,3.0,2.0,,215.0,,,,,,,4.0,,,1.0,1.0,,,,2.0,20.0,1.0,14.0,14.0,2.0,7.0,143.0,78.0,51.0,1.0,,5.0,4.0,4.0,587.0,,,2.0,2.0,102.0,103.0,41.0,,,,,,166.0,166.0,4.0,23.0,29.0,67.7,1.0,,,,19.0,0.0,,,,150.0,1.0,,1.0,1.0,,5.0,,3.0,133.0,483.0,7.0,9.0,243.0,25.0,30.0,15.0,5.0,20.0,15.0,,198.0,10.0,384.0,1.0,1.0,36.0,23.0,77.0,1.0,607.0,,0.0,11.0,20.0,1.0,34.0,1.0,827.0,35.0,15.0,6.0,6.0,14.0,0.0
855347,18.0,2016-12-27 17:15:00,14,Liverpool,Home,235.0,26.0,,2.0,2.0,1.0,,282.0,2.0,,6.0,6.0,14.0,46.0,515.0,,,29.0,32.0,13.0,12.0,,3.0,,,,,,,,,,1.0,17.0,,,,,,,4.0,4.0,2.0,11.0,9.0,,107.0,59.0,,,1.0,1.0,15.0,8.0,10.0,,8.0,9.0,3.0,,17.0,1.0,74.0,54.0,1.0,22.0,13.0,,,62.0,9.0,6.0,1.0,,,,,214.0,1.0,,,1.0,,,3.0,,,3.0,1.0,,,,1.0,13.0,,7.0,7.0,,6.0,139.0,81.0,47.0,2.0,1.0,5.0,8.0,6.0,604.0,,,2.0,2.0,72.0,104.0,33.0,,,,,,168.0,168.0,3.0,27.0,21.0,63.8,,,3.0,,15.0,0.0,,,,165.0,1.0,,1.0,,,6.0,1.0,3.0,137.0,498.0,6.0,13.0,259.0,46.0,22.0,17.0,2.0,13.0,12.0,,199.0,4.0,379.0,1.0,,33.0,15.0,91.0,,625.0,1.0,0.0,20.0,26.0,,31.0,0.0,831.0,38.0,18.0,9.0,8.0,18.0,0.0
855357,19.0,2016-12-31 17:30:00,14,Liverpool,Home,138.0,9.0,1.0,3.0,2.0,1.0,,171.0,5.0,2.0,3.0,13.0,12.0,26.0,306.0,,1.0,30.0,28.0,20.0,4.0,,,,,,,,,,,,,5.0,,,,,,,9.0,2.0,7.0,2.0,3.0,,80.0,67.0,,,,4.0,16.0,1.0,16.0,,4.0,5.0,,,14.0,,79.0,58.0,4.0,28.0,10.0,,1.0,51.0,12.0,11.0,,,2.0,1.0,,199.0,1.0,,1.0,1.0,,,9.0,,,1.0,1.0,,,,,10.0,,19.0,19.0,2.0,3.0,83.0,96.0,33.0,6.0,1.0,3.0,2.0,1.0,410.0,,,3.0,2.0,70.0,84.0,17.0,,,,,,189.0,189.0,5.0,19.0,35.0,43.0,,,,,16.0,0.0,,,,75.0,,2.0,2.0,2.0,,3.0,,2.0,81.0,292.0,8.0,5.0,158.0,18.0,28.0,16.0,3.0,9.0,6.0,,137.0,7.0,288.0,1.0,2.0,52.0,14.0,80.0,2.0,437.0,,0.0,5.0,23.0,2.0,33.0,2.0,652.0,10.0,22.0,7.0,4.0,15.0,0.0
855368,20.0,2017-01-02 15:00:00,14,Liverpool,Away,284.0,26.0,3.0,7.0,4.0,3.0,1.0,328.0,3.0,,3.0,8.0,14.0,34.0,605.0,,,25.0,9.0,14.0,13.0,5.0,5.0,,,,,,,,,,,14.0,,,,,,2.0,6.0,5.0,5.0,12.0,9.0,,98.0,78.0,2.0,2.0,1.0,1.0,16.0,3.0,6.0,,5.0,12.0,2.0,,14.0,1.0,43.0,46.0,1.0,28.0,20.0,,,68.0,10.0,10.0,2.0,,3.0,3.0,,215.0,1.0,,,,1.0,,3.0,,,,1.0,,,,3.0,20.0,,9.0,9.0,,3.0,195.0,86.0,59.0,2.0,,3.0,16.0,15.0,680.0,,,4.0,2.0,89.0,100.0,39.0,2.0,2.0,2.0,,,145.0,145.0,7.0,31.0,33.0,70.7,,2.0,,,16.0,0.0,,,,190.0,,3.0,3.0,,,3.0,1.0,3.0,175.0,588.0,7.0,19.0,302.0,36.0,28.0,20.0,5.0,22.0,17.0,,225.0,7.0,418.0,1.0,,34.0,15.0,64.0,3.0,698.0,2.0,0.0,21.0,9.0,1.0,25.0,3.0,906.0,35.0,11.0,13.0,5.0,6.0,0.0
855376,21.0,2017-01-15 16:00:00,14,Liverpool,Away,161.0,18.0,2.0,5.0,3.0,3.0,2.0,123.0,1.0,,4.0,8.0,13.0,22.0,279.0,,,12.0,22.0,23.0,8.0,1.0,1.0,,,,,,,,,,,10.0,1.0,,,,,1.0,6.0,5.0,4.0,11.0,2.0,,50.0,68.0,,,1.0,3.0,10.0,7.0,10.0,,7.0,4.0,3.0,1.0,17.0,1.0,69.0,70.0,3.0,49.0,23.0,,,59.0,13.0,16.0,,,3.0,2.0,,161.0,,,,,,,8.0,,,,2.0,,,,,23.0,,18.0,18.0,,4.0,99.0,72.0,26.0,5.0,,1.0,8.0,4.0,360.0,,,1.0,1.0,43.0,34.0,27.0,,,,,1.0,168.0,168.0,1.0,32.0,26.0,44.1,,2.0,,1.0,10.0,0.0,,,,79.0,1.0,1.0,2.0,,,2.0,1.0,1.0,59.0,265.0,5.0,9.0,192.0,41.0,49.0,12.0,7.0,16.0,9.0,,108.0,8.0,213.0,2.0,,30.0,15.0,70.0,2.0,389.0,,0.0,13.0,28.0,,19.0,3.0,621.0,28.0,12.0,4.0,7.0,20.0,0.0
855386,22.0,2017-01-21 12:30:00,14,Liverpool,Home,262.0,35.0,2.0,6.0,4.0,1.0,,427.0,4.0,2.0,7.0,5.0,23.0,40.0,683.0,,1.0,21.0,18.0,17.0,10.0,1.0,3.0,,,,,,,,,,,12.0,,,,,,1.0,4.0,5.0,1.0,9.0,7.0,,102.0,53.0,1.0,1.0,,2.0,19.0,4.0,12.0,,6.0,21.0,9.0,,8.0,,48.0,65.0,2.0,11.0,7.0,1.0,,110.0,7.0,6.0,2.0,,1.0,1.0,,217.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,7.0,1.0,4.0,4.0,,7.0,252.0,82.0,70.0,3.0,,5.0,8.0,5.0,770.0,,,1.0,2.0,97.0,144.0,50.0,,,,,,156.0,156.0,2.0,21.0,23.0,73.6,,,,,19.0,0.0,,,,214.0,,,,,,7.0,,3.0,194.0,669.0,9.0,13.0,282.0,62.0,11.0,15.0,6.0,37.0,31.0,,258.0,5.0,540.0,,2.0,14.0,24.0,62.0,2.0,785.0,1.0,0.0,16.0,30.0,1.0,22.0,1.0,966.0,34.0,7.0,12.0,6.0,21.0,0.0
855400,23.0,2017-01-31 20:00:00,14,Liverpool,Home,217.0,14.0,1.0,4.0,3.0,5.0,,294.0,4.0,1.0,3.0,18.0,15.0,45.0,507.0,,,32.0,28.0,22.0,5.0,,,,,,,,,,,,,7.0,,,,,,,10.0,4.0,4.0,4.0,3.0,,93.0,75.0,1.0,2.0,1.0,2.0,25.0,2.0,10.0,,3.0,9.0,8.0,,16.0,1.0,73.0,47.0,2.0,21.0,9.0,,2.0,79.0,13.0,6.0,,,2.0,1.0,,222.0,,,,,,,7.0,,,1.0,,,,,1.0,9.0,,13.0,13.0,,3.0,164.0,106.0,56.0,3.0,1.0,1.0,4.0,3.0,616.0,,,2.0,,115.0,78.0,42.0,,1.0,1.0,1.0,,196.0,196.0,4.0,26.0,40.0,62.4,,,1.0,,25.0,0.0,,,,159.0,1.0,,1.0,,,2.0,,2.0,131.0,489.0,10.0,5.0,235.0,30.0,21.0,11.0,2.0,20.0,18.0,,193.0,22.0,423.0,,1.0,52.0,15.0,95.0,5.0,638.0,,0.0,7.0,15.0,1.0,34.0,2.0,835.0,18.0,19.0,4.0,3.0,13.0,0.0
855405,24.0,2017-02-04 15:00:00,14,Liverpool,Away,195.0,41.0,3.0,7.0,4.0,2.0,,338.0,4.0,,6.0,2.0,17.0,36.0,526.0,,,34.0,21.0,11.0,14.0,1.0,7.0,,,,,,,,,,,10.0,,,,,,5.0,3.0,6.0,1.0,14.0,8.0,,96.0,65.0,,,,,20.0,11.0,2.0,1.0,15.0,22.0,9.0,,6.0,1.0,46.0,41.0,,13.0,6.0,1.0,,118.0,12.0,8.0,,,5.0,2.0,,224.0,,,,,,,5.0,,,,1.0,,,,1.0,6.0,,9.0,9.0,,6.0,156.0,85.0,58.0,1.0,,4.0,11.0,5.0,616.0,,,,1.0,111.0,95.0,57.0,,,,,,181.0,181.0,8.0,18.0,33.0,72.2,,,,,20.0,0.0,,,,160.0,1.0,1.0,2.0,1.0,,6.0,2.0,3.0,199.0,507.0,11.0,15.0,213.0,77.0,13.0,15.0,12.0,45.0,33.0,,276.0,4.0,468.0,2.0,,14.0,17.0,68.0,1.0,636.0,,0.0,22.0,13.0,2.0,38.0,1.0,851.0,40.0,15.0,9.0,15.0,10.0,0.0
855415,25.0,2017-02-11 17:30:00,14,Liverpool,Home,99.0,24.0,2.0,6.0,4.0,2.0,1.0,206.0,,,6.0,6.0,11.0,21.0,299.0,,1.0,25.0,18.0,13.0,8.0,2.0,4.0,,,,,1.0,,1.0,,,2.0,11.0,,,,,,1.0,8.0,5.0,2.0,11.0,6.0,,75.0,68.0,1.0,2.0,2.0,2.0,27.0,4.0,13.0,,10.0,6.0,4.0,,10.0,1.0,62.0,50.0,2.0,16.0,5.0,,,76.0,14.0,14.0,2.0,,6.0,4.0,1.0,200.0,1.0,,1.0,1.0,,,5.0,,,2.0,4.0,,,,2.0,5.0,,12.0,12.0,,7.0,77.0,94.0,31.0,3.0,,3.0,8.0,9.0,403.0,,,1.0,3.0,90.0,74.0,35.0,,,,,,192.0,192.0,4.0,23.0,29.0,50.9,,,,,27.0,0.0,,,,73.0,2.0,,2.0,,,4.0,,3.0,122.0,290.0,17.0,11.0,119.0,60.0,16.0,16.0,8.0,22.0,14.0,,184.0,6.0,328.0,4.0,,30.0,12.0,74.0,2.0,425.0,1.0,0.0,17.0,17.0,2.0,34.0,3.0,652.0,35.0,15.0,6.0,10.0,10.0,0.0
855426,26.0,2017-02-27 20:00:00,14,Liverpool,Away,178.0,21.0,3.0,8.0,5.0,5.0,,356.0,3.0,4.0,7.0,4.0,20.0,23.0,526.0,,,20.0,39.0,25.0,12.0,1.0,3.0,,,,,,,,,,,14.0,,,,,,,1.0,10.0,4.0,11.0,6.0,,87.0,71.0,,,,1.0,18.0,5.0,8.0,,12.0,17.0,6.0,,20.0,4.0,82.0,69.0,1.0,37.0,24.0,1.0,,82.0,5.0,8.0,1.0,1.0,1.0,,,220.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,24.0,,13.0,13.0,1.0,7.0,151.0,83.0,53.0,5.0,,4.0,10.0,7.0,597.0,,,1.0,,90.0,82.0,53.0,,,,,,173.0,173.0,3.0,23.0,37.0,69.3,,,,,18.0,0.0,,,,162.0,4.0,1.0,5.0,,,5.0,,3.0,191.0,508.0,11.0,14.0,195.0,36.0,37.0,27.0,10.0,33.0,23.0,,241.0,8.0,458.0,,4.0,24.0,21.0,50.0,2.0,620.0,,0.0,17.0,20.0,1.0,25.0,0.0,872.0,46.0,15.0,16.0,12.0,16.0,0.0
855433,27.0,2017-03-04 17:30:00,14,Liverpool,Home,135.0,20.0,3.0,7.0,4.0,6.0,2.0,215.0,2.0,,2.0,9.0,9.0,27.0,343.0,,1.0,16.0,24.0,22.0,7.0,4.0,3.0,1.0,,,,1.0,,,,,,11.0,,,,,1.0,3.0,6.0,5.0,2.0,11.0,7.0,,76.0,67.0,2.0,1.0,2.0,2.0,18.0,6.0,10.0,,9.0,7.0,7.0,,13.0,1.0,57.0,56.0,2.0,24.0,9.0,,,85.0,8.0,13.0,2.0,,3.0,2.0,1.0,185.0,3.0,,3.0,3.0,,1.0,5.0,,,3.0,1.0,,,,,9.0,1.0,7.0,7.0,,2.0,98.0,86.0,41.0,3.0,1.0,5.0,9.0,7.0,426.0,,,2.0,3.0,66.0,82.0,33.0,,,,,,162.0,162.0,5.0,23.0,29.0,53.0,1.0,,,1.0,18.0,0.0,,,,97.0,1.0,1.0,2.0,,1.0,5.0,,3.0,117.0,325.0,9.0,14.0,149.0,45.0,24.0,9.0,6.0,22.0,16.0,2.0,184.0,9.0,329.0,1.0,,29.0,10.0,75.0,5.0,456.0,,0.0,18.0,16.0,2.0,19.0,1.0,637.0,27.0,8.0,7.0,9.0,12.0,0.0
855444,2.0,2016-08-20 15:00:00,14,Liverpool,Away,290.0,17.0,,4.0,4.0,,1.0,479.0,5.0,2.0,5.0,2.0,27.0,39.0,765.0,,,22.0,15.0,11.0,21.0,1.0,4.0,,,,,,,,,,,21.0,,,,,,1.0,3.0,,3.0,9.0,17.0,,112.0,50.0,,,,,22.0,8.0,7.0,,12.0,16.0,7.0,,3.0,,39.0,58.0,,6.0,1.0,1.0,,94.0,5.0,13.0,,,2.0,1.0,,224.0,,,,,,,5.0,,,,,,,,,2.0,,8.0,8.0,1.0,5.0,261.0,72.0,61.0,1.0,,12.0,10.0,5.0,816.0,,,,,139.0,89.0,48.0,,,,,,128.0,128.0,2.0,20.0,23.0,80.4,,,,,22.0,0.0,,,,251.0,,,,,,13.0,,3.0,309.0,733.0,8.0,22.0,304.0,38.0,8.0,26.0,4.0,28.0,24.0,,364.0,2.0,572.0,,2.0,6.0,29.0,55.0,,848.0,,0.0,26.0,18.0,2.0,22.0,1.0,1032.0,33.0,8.0,16.0,12.0,12.0,0.0
855455,29.0,2017-03-19 16:30:00,14,Liverpool,Away,132.0,18.0,1.0,5.0,4.0,3.0,1.0,172.0,3.0,,3.0,3.0,4.0,24.0,299.0,,1.0,14.0,11.0,16.0,9.0,1.0,2.0,1.0,,,,,,,,,2.0,8.0,1.0,,,,,2.0,4.0,12.0,1.0,13.0,,,57.0,58.0,2.0,2.0,1.0,2.0,11.0,4.0,16.0,2.0,8.0,8.0,,1.0,15.0,2.0,58.0,70.0,2.0,29.0,14.0,,,66.0,7.0,14.0,,,5.0,3.0,,160.0,,,,,,,8.0,,,,,,,,1.0,14.0,,12.0,12.0,1.0,3.0,81.0,68.0,34.0,9.0,,4.0,6.0,4.0,356.0,,,2.0,2.0,46.0,62.0,36.0,,,,,1.0,142.0,142.0,3.0,22.0,28.0,40.5,,2.0,,,11.0,0.0,,,,85.0,2.0,,2.0,2.0,1.0,5.0,1.0,2.0,105.0,282.0,6.0,11.0,148.0,34.0,29.0,21.0,8.0,19.0,11.0,1.0,150.0,10.0,254.0,,,19.0,5.0,60.0,2.0,383.0,,0.0,13.0,29.0,2.0,17.0,3.0,594.0,38.0,12.0,11.0,8.0,18.0,0.0
855467,30.0,2017-04-01 12:30:00,14,Liverpool,Home,140.0,21.0,,,,,,228.0,5.0,,5.0,3.0,20.0,28.0,368.0,,,15.0,28.0,28.0,6.0,,,,,,,,,,1.0,,,10.0,,,,,,,9.0,5.0,4.0,6.0,4.0,,76.0,62.0,,,,1.0,15.0,3.0,15.0,,2.0,3.0,1.0,,17.0,2.0,84.0,76.0,1.0,26.0,10.0,,,81.0,17.0,9.0,2.0,,,,,195.0,3.0,,,3.0,,,10.0,,,3.0,,,,,1.0,10.0,,11.0,11.0,1.0,5.0,91.0,104.0,58.0,3.0,,1.0,8.0,6.0,446.0,,,2.0,4.0,87.0,72.0,13.0,,,,,,161.0,161.0,5.0,19.0,30.0,51.4,,,,,15.0,0.0,,,,110.0,1.0,2.0,3.0,2.0,,1.0,,3.0,111.0,353.0,12.0,9.0,157.0,33.0,26.0,25.0,1.0,5.0,4.0,,163.0,10.0,320.0,,,23.0,20.0,69.0,1.0,472.0,1.0,0.0,10.0,23.0,1.0,20.0,1.0,676.0,16.0,17.0,17.0,2.0,17.0,0.0
855480,31.0,2017-04-05 20:00:00,14,Liverpool,Home,227.0,23.0,3.0,9.0,6.0,3.0,1.0,276.0,4.0,,3.0,6.0,10.0,35.0,494.0,,1.0,31.0,17.0,22.0,11.0,2.0,4.0,,,1.0,,1.0,,,,,1.0,14.0,,,,,,1.0,10.0,6.0,2.0,9.0,11.0,,80.0,70.0,3.0,2.0,2.0,2.0,16.0,3.0,14.0,,7.0,12.0,8.0,,12.0,,64.0,68.0,2.0,20.0,11.0,1.0,,83.0,11.0,8.0,2.0,,4.0,2.0,1.0,182.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,,11.0,1.0,10.0,10.0,1.0,3.0,177.0,85.0,58.0,2.0,,6.0,9.0,8.0,573.0,,,1.0,1.0,72.0,93.0,38.0,,,,,,155.0,155.0,8.0,22.0,32.0,66.1,,2.0,1.0,1.0,16.0,0.0,,,,149.0,,,,,,9.0,,1.0,111.0,483.0,9.0,16.0,242.0,47.0,20.0,26.0,7.0,29.0,22.0,,166.0,10.0,375.0,,,15.0,12.0,63.0,2.0,588.0,1.0,0.0,20.0,22.0,1.0,32.0,1.0,810.0,22.0,15.0,16.0,7.0,16.0,0.0
