matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attOpenplay,attPenGoal,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalKicks,goalsOpenplay,handBall,headClearance,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645203,1,2026-08-23 16:30:00,14,Liverpool,Away,126.0,8.0,2.0,7.0,5.0,1.0,1.0,256.0,3.0,1.0,4.0,3.0,9.0,22.0,375.0,,15.0,11.0,13.0,10.0,3.0,6.0,2.0,0.0,,2.0,16.0,1.0,2.0,7.0,6.0,7.0,16.0,11.0,65.0,47.0,,2.0,1.0,1.0,3.0,16.0,4.0,,6.0,12.0,6.0,0.0,11.0,1.0,48.0,51.0,1.0,18.0,13.0,1.0,0.77405,2.9811,0.0613,2.9684,1.5568,78.0,15.0,16.0,,,6.0,3.0,2.0,155.0,1.0,,1.0,5.0,1.0,1.0,13.0,8.0,8.0,1.0,0.0,4.0,106.0,46.0,33.0,2.0,2.0,3.0,11.0,7.0,425.0,4.0,3.0,0.0,57.0,80.0,38.0,,,,1.0,135.0,135.0,3.0,14.0,25.0,60.8,1.0,1.0,14.0,0.0,119.0,1.0,1.0,3.0,,2.0,4.0,3.0,0.0,4.0,123.0,358.0,3.0,14.0,145.0,17.0,18.0,13.0,6.0,27.0,21.0,2.0,160.0,5.0,327.0,,1.0,16.0,9.0,46.0,1.0,445.0,1.0,0.0,27.0,17.0,,17.0,3.0,657.0,36.0,20.0,0.0,5.0,6.0,9.0,0.0
2645211,2,2026-08-29 12:30:00,14,Liverpool,Home,210.0,19.0,1.0,5.0,4.0,1.0,,357.0,6.0,1.0,2.0,2.0,10.0,34.0,562.0,2.0,19.0,17.0,12.0,8.0,1.0,1.0,,0.0,1.0,1.0,11.0,0.0,,5.0,11.0,1.0,8.0,5.0,78.0,46.0,1.0,,1.0,1.0,8.0,4.0,9.0,1.0,3.0,14.0,11.0,0.0,9.0,1.0,62.0,51.0,1.0,23.0,9.0,,1.73788,1.7471,0.0511,2.0209,1.2766,96.0,13.0,10.0,1.0,,4.0,3.0,1.0,160.0,2.0,2.0,2.0,6.0,2.0,,9.0,11.0,11.0,,0.0,2.0,201.0,77.0,59.0,5.0,1.0,4.0,7.0,4.0,614.0,6.0,5.0,0.0,100.0,89.0,36.0,1.0,1.0,1.0,,147.0,147.0,2.0,20.0,21.0,69.1,1.0,1.0,18.0,0.0,192.0,1.0,,1.0,1.0,,5.0,,0.0,5.0,154.0,545.0,8.0,11.0,219.0,26.0,23.0,22.0,2.0,30.0,28.0,,200.0,3.0,442.0,,1.0,8.0,10.0,46.0,3.0,631.0,,0.0,13.0,21.0,2.0,20.0,4.0,862.0,21.0,21.0,0.0,8.0,3.0,9.0,0.0
2645221,3,2026-09-04 20:00:00,14,Liverpool,Away,227.0,13.0,1.0,3.0,2.0,3.0,,247.0,9.0,1.0,10.0,1.0,13.0,25.0,471.0,2.0,5.0,7.0,15.0,7.0,1.0,1.0,1.0,0.0,,,8.0,0.0,1.0,7.0,4.0,10.0,5.0,5.0,91.0,50.0,,,,2.0,12.0,2.0,2.0,1.0,3.0,6.0,2.0,0.0,11.0,2.0,40.0,49.0,2.0,26.0,12.0,2.0,0.783959,0.6861,,1.9436,0.7629,67.0,13.0,6.0,2.0,1.0,,,,148.0,2.0,2.0,2.0,11.0,2.0,,12.0,5.0,5.0,,0.0,10.0,142.0,70.0,46.0,4.0,0.0,1.0,9.0,7.0,505.0,3.0,2.0,0.0,74.0,60.0,20.0,,,,,125.0,125.0,7.0,14.0,16.0,55.2,,1.0,16.0,0.0,150.0,1.0,4.0,5.0,2.0,1.0,1.0,,0.0,4.0,108.0,452.0,12.0,10.0,240.0,31.0,26.0,20.0,3.0,11.0,8.0,1.0,142.0,4.0,302.0,1.0,1.0,8.0,13.0,54.0,4.0,531.0,,0.0,10.0,15.0,3.0,10.0,3.0,731.0,20.0,27.0,0.0,13.0,3.0,11.0,0.0
