matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987693,11,2018-11-03 17:30:00,14,Liverpool,Away,152.0,20.0,3.0,3.0,1.0,,,127.0,7.0,1.0,4.0,3.0,3.0,27.0,276.0,,2.0,20.0,15.0,12.0,7.0,4.0,,,,,,,,,,,9.0,,1.0,1.0,,1.0,4.0,9.0,3.0,10.0,3.0,48.0,53.0,2.0,2.0,,1.0,18.0,4.0,5.0,,1.0,8.0,7.0,2.0,,13.0,2.0,47.0,44.0,1.0,29.0,13.0,,1.0,36.0,7.0,6.0,,,,,,118.0,,,,,,,8.0,1.0,,,13.0,2.0,8.0,8.0,2.0,4.0,91.0,64.0,36.0,5.0,1.0,5.0,6.0,4.0,329.0,3.0,1.0,48.0,57.0,33.0,,,,142.0,142.0,4.0,28.0,15.0,38.2,2.0,2.0,,1.0,18.0,0.0,99.0,2.0,1.0,3.0,,1.0,,5.0,,2.0,64.0,257.0,11.0,11.0,175.0,42.0,29.0,20.0,8.0,16.0,9.0,,93.0,5.0,197.0,,1.0,19.0,3.0,61.0,1.0,356.0,1.0,0.0,13.0,13.0,3.0,28.0,1.0,562.0,28.0,19.0,13.0,8.0,10.0,0.0
987708,12,2018-11-11 12:00:00,14,Liverpool,Home,305.0,26.0,1.0,4.0,3.0,2.0,,330.0,7.0,,7.0,5.0,11.0,37.0,631.0,,,24.0,10.0,11.0,12.0,1.0,,,,,,,3.0,,,,14.0,,,,,1.0,5.0,3.0,5.0,10.0,11.0,89.0,61.0,4.0,2.0,2.0,2.0,17.0,7.0,7.0,,1.0,6.0,5.0,9.0,,10.0,2.0,42.0,44.0,2.0,13.0,7.0,,,74.0,11.0,7.0,1.0,,5.0,1.0,3.0,202.0,2.0,,2.0,1.0,1.0,,8.0,1.0,,,7.0,,8.0,8.0,1.0,7.0,196.0,97.0,74.0,3.0,1.0,6.0,9.0,7.0,705.0,1.0,,106.0,104.0,44.0,,,,149.0,149.0,3.0,19.0,32.0,73.0,,,,,17.0,0.0,238.0,1.0,2.0,3.0,,,,7.0,,3.0,128.0,613.0,6.0,15.0,332.0,50.0,13.0,14.0,5.0,20.0,15.0,,177.0,4.0,413.0,1.0,,16.0,12.0,65.0,2.0,725.0,2.0,0.0,21.0,18.0,3.0,26.0,1.0,914.0,33.0,20.0,9.0,6.0,11.0,0.0
987719,13,2018-11-24 15:00:00,14,Liverpool,Away,233.0,22.0,2.0,6.0,4.0,2.0,,299.0,2.0,,4.0,3.0,7.0,25.0,526.0,1.0,,20.0,15.0,23.0,4.0,1.0,,2.0,1.0,,,,1.0,,,,7.0,,,,,,7.0,3.0,2.0,7.0,3.0,90.0,63.0,2.0,2.0,1.0,2.0,12.0,,7.0,,,5.0,6.0,6.0,1.0,10.0,1.0,48.0,56.0,2.0,22.0,10.0,,,74.0,13.0,11.0,1.0,,3.0,2.0,1.0,194.0,1.0,,1.0,1.0,,1.0,7.0,2.0,,1.0,10.0,,13.0,13.0,,4.0,176.0,101.0,67.0,5.0,1.0,2.0,4.0,7.0,614.0,,1.0,93.0,101.0,31.0,,,,164.0,164.0,5.0,24.0,29.0,63.7,,,,1.0,12.0,0.0,177.0,1.0,,1.0,1.0,,2.0,3.0,,3.0,103.0,509.0,4.0,6.0,265.0,50.0,22.0,13.0,4.0,18.0,14.0,2.0,150.0,6.0,390.0,,,15.0,10.0,62.0,4.0,637.0,1.0,1.0,10.0,13.0,3.0,22.0,0.0,821.0,23.0,20.0,9.0,5.0,9.0,0.0
987728,14,2018-12-02 16:15:00,14,Liverpool,Home,208.0,27.0,1.0,5.0,4.0,,,212.0,3.0,,6.0,1.0,4.0,29.0,415.0,,2.0,22.0,16.0,10.0,10.0,1.0,,1.0,,,,,,,,1.0,11.0,,1.0,,,2.0,5.0,5.0,4.0,9.0,7.0,71.0,63.0,3.0,4.0,1.0,2.0,12.0,3.0,6.0,,,8.0,5.0,7.0,,9.0,1.0,49.0,47.0,2.0,17.0,7.0,,,66.0,12.0,7.0,,,2.0,2.0,,155.0,,,,,,,5.0,,,1.0,7.0,2.0,7.0,7.0,,6.0,135.0,90.0,52.0,1.0,,8.0,3.0,3.0,504.0,2.0,2.0,65.0,66.0,46.0,,,,163.0,163.0,4.0,26.0,25.0,57.6,1.0,,,,12.0,0.0,160.0,1.0,2.0,3.0,,1.0,1.0,10.0,,3.0,99.0,404.0,5.0,11.0,223.0,65.0,17.0,16.0,7.0,21.0,14.0,1.0,160.0,2.0,319.0,,,14.0,4.0,72.0,1.0,521.0,1.0,0.0,16.0,21.0,2.0,27.0,3.0,716.0,26.0,17.0,9.0,8.0,8.0,0.0
987734,15,2018-12-05 19:45:00,14,Liverpool,Away,346.0,33.0,4.0,5.0,1.0,3.0,,241.0,4.0,,8.0,3.0,7.0,31.0,582.0,,1.0,26.0,13.0,29.0,8.0,3.0,,2.0,,,,,,,,,13.0,,,,,1.0,2.0,5.0,5.0,13.0,5.0,92.0,58.0,3.0,1.0,2.0,2.0,13.0,4.0,9.0,,1.0,9.0,8.0,4.0,,10.0,2.0,38.0,49.0,2.0,15.0,8.0,,,58.0,3.0,10.0,,1.0,2.0,1.0,,193.0,3.0,,3.0,2.0,1.0,1.0,5.0,2.0,,,8.0,1.0,6.0,6.0,1.0,8.0,190.0,80.0,45.0,5.0,2.0,1.0,13.0,12.0,656.0,1.0,1.0,68.0,87.0,37.0,,,,151.0,151.0,1.0,24.0,25.0,74.2,,,3.0,1.0,13.0,0.0,206.0,3.0,2.0,5.0,,2.0,2.0,2.0,2.0,3.0,114.0,560.0,3.0,14.0,372.0,63.0,15.0,9.0,7.0,20.0,13.0,3.0,159.0,6.0,329.0,,,17.0,7.0,67.0,3.0,681.0,,0.0,18.0,5.0,2.0,31.0,0.0,857.0,34.0,14.0,6.0,9.0,3.0,0.0
987742,16,2018-12-08 12:30:00,14,Liverpool,Away,246.0,33.0,1.0,2.0,1.0,4.0,,287.0,5.0,,3.0,4.0,7.0,34.0,531.0,,1.0,21.0,14.0,17.0,5.0,,,1.0,,,,,1.0,,,,8.0,,,,,,7.0,2.0,6.0,6.0,4.0,99.0,54.0,,,2.0,4.0,22.0,2.0,6.0,,,6.0,6.0,2.0,,9.0,1.0,45.0,49.0,4.0,18.0,12.0,,,64.0,11.0,8.0,3.0,,1.0,,1.0,181.0,1.0,,,1.0,,1.0,7.0,3.0,1.0,,12.0,,7.0,7.0,1.0,3.0,162.0,75.0,44.0,6.0,,4.0,2.0,4.0,613.0,3.0,,85.0,89.0,30.0,,,,151.0,151.0,5.0,21.0,24.0,59.5,,,,1.0,22.0,0.0,192.0,1.0,1.0,2.0,,,1.0,4.0,,3.0,154.0,515.0,13.0,6.0,273.0,56.0,18.0,18.0,5.0,13.0,8.0,2.0,199.0,9.0,374.0,1.0,,19.0,7.0,64.0,2.0,634.0,1.0,0.0,10.0,13.0,4.0,22.0,1.0,816.0,24.0,20.0,13.0,6.0,6.0,0.0
987756,17,2018-12-16 16:00:00,14,Liverpool,Home,157.0,16.0,3.0,6.0,3.0,1.0,1.0,307.0,5.0,,8.0,5.0,8.0,20.0,458.0,,1.0,21.0,12.0,15.0,17.0,3.0,,,,,,,,,,,27.0,,,,,3.0,4.0,2.0,4.0,17.0,19.0,74.0,66.0,1.0,1.0,1.0,,28.0,14.0,8.0,,,13.0,9.0,5.0,,20.0,1.0,53.0,54.0,,9.0,5.0,1.0,,67.0,6.0,14.0,,,3.0,4.0,,200.0,1.0,,1.0,1.0,,,6.0,3.0,,,5.0,,4.0,4.0,,8.0,128.0,72.0,39.0,2.0,1.0,5.0,16.0,11.0,539.0,,1.0,104.0,76.0,48.0,,,,187.0,187.0,9.0,15.0,34.0,64.5,,,,1.0,28.0,0.0,160.0,,1.0,2.0,,,,11.0,3.0,2.0,166.0,437.0,9.0,21.0,176.0,28.0,9.0,20.0,11.0,29.0,18.0,,222.0,4.0,415.0,1.0,,23.0,8.0,45.0,2.0,562.0,,0.0,36.0,12.0,1.0,29.0,0.0,794.0,42.0,22.0,13.0,13.0,8.0,0.0
987771,18,2018-12-21 20:00:00,14,Liverpool,Away,270.0,18.0,3.0,2.0,,2.0,,306.0,4.0,1.0,4.0,1.0,6.0,35.0,574.0,1.0,3.0,31.0,7.0,11.0,8.0,2.0,,,,,,,,,,,10.0,,,,,1.0,,9.0,2.0,9.0,6.0,118.0,56.0,3.0,3.0,1.0,1.0,36.0,5.0,11.0,,,10.0,4.0,6.0,1.0,18.0,3.0,45.0,50.0,1.0,18.0,9.0,,3.0,55.0,3.0,7.0,1.0,,2.0,,,176.0,2.0,,2.0,,2.0,,8.0,,,1.0,9.0,,5.0,5.0,,4.0,192.0,71.0,53.0,1.0,,3.0,9.0,6.0,650.0,2.0,2.0,88.0,113.0,24.0,,,,159.0,159.0,4.0,19.0,27.0,61.7,,,,,36.0,0.0,189.0,5.0,,5.0,,1.0,,4.0,,3.0,155.0,555.0,17.0,12.0,299.0,36.0,18.0,24.0,6.0,15.0,10.0,,202.0,4.0,391.0,,1.0,10.0,10.0,61.0,2.0,675.0,1.0,0.0,15.0,16.0,4.0,33.0,0.0,888.0,28.0,13.0,16.0,10.0,11.0,0.0
987777,19,2018-12-26 15:00:00,14,Liverpool,Home,285.0,25.0,2.0,5.0,3.0,1.0,,349.0,6.0,1.0,5.0,1.0,10.0,53.0,629.0,,3.0,26.0,16.0,16.0,8.0,1.0,4.0,,,,,1.0,1.0,,,,10.0,1.0,,,,,4.0,4.0,2.0,13.0,3.0,88.0,59.0,3.0,1.0,3.0,1.0,16.0,4.0,8.0,,,10.0,7.0,8.0,1.0,11.0,1.0,46.0,38.0,1.0,13.0,3.0,,1.0,72.0,7.0,10.0,1.0,,5.0,2.0,1.0,182.0,2.0,1.0,2.0,1.0,1.0,,7.0,1.0,1.0,,3.0,,9.0,9.0,,5.0,204.0,93.0,77.0,2.0,1.0,4.0,7.0,8.0,706.0,,2.0,99.0,91.0,60.0,,,1.0,150.0,150.0,7.0,16.0,30.0,75.0,,,,,16.0,0.0,249.0,1.0,1.0,2.0,,,,4.0,2.0,3.0,140.0,613.0,7.0,11.0,302.0,49.0,13.0,8.0,9.0,26.0,17.0,,201.0,2.0,447.0,1.0,1.0,11.0,10.0,83.0,1.0,723.0,,0.0,16.0,8.0,7.0,26.0,0.0,904.0,42.0,17.0,4.0,10.0,4.0,0.0
987787,20,2018-12-29 17:30:00,14,Liverpool,Home,230.0,30.0,,2.0,2.0,2.0,,196.0,5.0,1.0,7.0,6.0,3.0,28.0,424.0,,2.0,10.0,8.0,7.0,7.0,,,1.0,,,,,,,,,13.0,2.0,,,,,4.0,5.0,3.0,10.0,5.0,77.0,65.0,2.0,1.0,5.0,1.0,11.0,2.0,7.0,,,5.0,3.0,2.0,,10.0,1.0,38.0,49.0,1.0,15.0,10.0,,2.0,47.0,8.0,12.0,1.0,,3.0,1.0,,175.0,1.0,,1.0,1.0,,,6.0,3.0,,1.0,10.0,,8.0,8.0,,7.0,122.0,68.0,40.0,3.0,4.0,2.0,6.0,10.0,484.0,3.0,1.0,71.0,52.0,31.0,,,2.0,133.0,133.0,9.0,30.0,18.0,47.9,,,3.0,1.0,11.0,0.0,137.0,1.0,,1.0,,1.0,1.0,3.0,1.0,3.0,97.0,402.0,6.0,9.0,252.0,58.0,15.0,20.0,2.0,8.0,6.0,1.0,138.0,6.0,267.0,,1.0,17.0,3.0,55.0,2.0,511.0,,0.0,15.0,17.0,4.0,11.0,1.0,683.0,32.0,19.0,13.0,5.0,13.0,0.0
987798,21,2019-01-03 20:00:00,14,Liverpool,Away,294.0,43.0,,4.0,4.0,2.0,,171.0,6.0,1.0,5.0,3.0,8.0,33.0,461.0,,2.0,26.0,19.0,9.0,3.0,,,,,,,,,,,,5.0,,,1.0,,1.0,2.0,6.0,3.0,7.0,,85.0,62.0,2.0,1.0,1.0,,18.0,,8.0,,,1.0,4.0,8.0,,10.0,2.0,47.0,50.0,,21.0,6.0,,1.0,53.0,7.0,12.0,1.0,,,,,179.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,6.0,1.0,10.0,10.0,1.0,5.0,156.0,71.0,34.0,2.0,,1.0,3.0,5.0,557.0,1.0,1.0,42.0,64.0,25.0,,,,162.0,162.0,2.0,31.0,23.0,50.4,1.0,,,,18.0,0.0,163.0,2.0,,2.0,,1.0,,2.0,,3.0,76.0,439.0,11.0,4.0,338.0,79.0,21.0,15.0,1.0,13.0,12.0,,119.0,4.0,258.0,,1.0,18.0,8.0,70.0,1.0,583.0,,0.0,7.0,18.0,3.0,29.0,2.0,766.0,20.0,12.0,11.0,1.0,9.0,0.0
987802,22,2019-01-12 15:00:00,14,Liverpool,Away,334.0,25.0,3.0,6.0,3.0,1.0,,314.0,3.0,,2.0,2.0,5.0,26.0,642.0,,,17.0,15.0,20.0,8.0,1.0,,,,,,,,,,,7.0,1.0,,,,,3.0,5.0,2.0,8.0,2.0,105.0,61.0,2.0,2.0,1.0,1.0,17.0,2.0,3.0,,,7.0,5.0,3.0,,7.0,1.0,34.0,50.0,1.0,14.0,5.0,,,80.0,5.0,12.0,1.0,,3.0,2.0,,192.0,,,,,,,4.0,,,1.0,5.0,,6.0,6.0,,2.0,244.0,99.0,60.0,2.0,,5.0,4.0,3.0,728.0,2.0,3.0,107.0,49.0,39.0,,,1.0,149.0,149.0,6.0,21.0,28.0,70.9,,,,,17.0,0.0,214.0,,,,,2.0,,5.0,,3.0,123.0,623.0,7.0,9.0,356.0,59.0,14.0,14.0,6.0,16.0,10.0,,186.0,5.0,415.0,,,12.0,5.0,63.0,,755.0,,0.0,10.0,10.0,,17.0,0.0,904.0,35.0,11.0,9.0,7.0,7.0,0.0
987816,23,2019-01-19 15:00:00,14,Liverpool,Home,206.0,27.0,4.0,8.0,4.0,2.0,1.0,435.0,2.0,,4.0,3.0,4.0,27.0,633.0,,1.0,23.0,15.0,17.0,11.0,3.0,,2.0,,,,,,,,,14.0,,,,,1.0,4.0,8.0,1.0,13.0,6.0,101.0,63.0,1.0,1.0,2.0,2.0,18.0,3.0,10.0,,,8.0,11.0,3.0,,10.0,,53.0,52.0,2.0,16.0,7.0,,,89.0,6.0,8.0,2.0,,2.0,2.0,,188.0,2.0,,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,7.0,,3.0,3.0,,4.0,230.0,74.0,54.0,3.0,2.0,7.0,9.0,9.0,716.0,3.0,2.0,97.0,104.0,54.0,,,,163.0,163.0,7.0,17.0,34.0,70.6,,,3.0,,18.0,0.0,215.0,,,,1.0,,2.0,7.0,,3.0,190.0,618.0,6.0,16.0,221.0,47.0,16.0,21.0,6.0,22.0,16.0,2.0,261.0,3.0,535.0,1.0,,13.0,5.0,48.0,1.0,734.0,,1.0,19.0,19.0,2.0,26.0,0.0,934.0,58.0,19.0,8.0,8.0,12.0,0.0
987828,24,2019-01-30 20:00:00,14,Liverpool,Home,262.0,15.0,3.0,5.0,2.0,1.0,,420.0,3.0,3.0,11.0,1.0,6.0,26.0,677.0,,,27.0,19.0,15.0,4.0,3.0,,1.0,,,,,1.0,,,,6.0,,,,,,9.0,5.0,,7.0,3.0,113.0,69.0,,,,1.0,16.0,2.0,16.0,,1.0,7.0,9.0,6.0,,11.0,1.0,65.0,47.0,1.0,15.0,8.0,,1.0,80.0,13.0,6.0,,,3.0,1.0,1.0,206.0,,,,,,,3.0,1.0,,2.0,8.0,,14.0,14.0,,11.0,243.0,78.0,51.0,1.0,1.0,4.0,3.0,3.0,767.0,1.0,1.0,145.0,99.0,48.0,,,,172.0,172.0,5.0,23.0,30.0,72.1,,2.0,,,16.0,0.0,217.0,1.0,,2.0,,,1.0,5.0,,3.0,200.0,667.0,4.0,7.0,283.0,41.0,15.0,19.0,7.0,23.0,16.0,1.0,252.0,3.0,519.0,,3.0,16.0,7.0,54.0,4.0,779.0,2.0,0.0,10.0,15.0,2.0,30.0,1.0,992.0,37.0,25.0,11.0,7.0,9.0,0.0
987841,25,2019-02-04 20:00:00,14,Liverpool,Away,252.0,16.0,2.0,4.0,2.0,1.0,1.0,335.0,11.0,1.0,4.0,1.0,7.0,26.0,583.0,,1.0,31.0,19.0,17.0,7.0,1.0,,,,,,,,,,,8.0,,,,,2.0,8.0,7.0,6.0,7.0,4.0,87.0,62.0,1.0,,1.0,4.0,19.0,2.0,9.0,,,5.0,10.0,1.0,,12.0,1.0,56.0,55.0,4.0,17.0,10.0,,,68.0,11.0,8.0,1.0,1.0,2.0,2.0,,207.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,1.0,10.0,,3.0,3.0,1.0,4.0,206.0,77.0,51.0,2.0,,3.0,6.0,6.0,669.0,4.0,4.0,75.0,95.0,32.0,,,,157.0,157.0,6.0,21.0,31.0,73.3,,2.0,,,19.0,0.0,190.0,,1.0,1.0,,,,3.0,,2.0,139.0,562.0,4.0,9.0,279.0,43.0,17.0,20.0,5.0,18.0,13.0,,191.0,4.0,429.0,1.0,1.0,15.0,8.0,55.0,3.0,690.0,,0.0,11.0,16.0,3.0,31.0,1.0,881.0,26.0,10.0,14.0,5.0,7.0,0.0
987846,26,2019-02-09 15:00:00,14,Liverpool,Home,283.0,31.0,1.0,3.0,2.0,1.0,,347.0,6.0,1.0,3.0,2.0,7.0,31.0,627.0,,4.0,19.0,11.0,15.0,13.0,1.0,,1.0,,,,,,,,,16.0,,1.0,,,1.0,6.0,6.0,6.0,14.0,6.0,103.0,66.0,5.0,4.0,1.0,2.0,12.0,5.0,11.0,,,8.0,6.0,6.0,,6.0,1.0,48.0,50.0,2.0,23.0,9.0,,,75.0,14.0,6.0,2.0,,2.0,1.0,,199.0,3.0,,3.0,2.0,1.0,,6.0,2.0,,1.0,9.0,1.0,10.0,10.0,1.0,3.0,211.0,64.0,53.0,5.0,1.0,5.0,12.0,9.0,687.0,4.0,,83.0,104.0,41.0,,,,132.0,132.0,9.0,31.0,22.0,65.6,1.0,,,1.0,12.0,0.0,194.0,2.0,,2.0,,,1.0,6.0,,3.0,168.0,608.0,8.0,18.0,301.0,46.0,23.0,13.0,4.0,17.0,13.0,1.0,217.0,2.0,423.0,,1.0,9.0,7.0,47.0,1.0,707.0,,0.0,20.0,23.0,4.0,21.0,2.0,910.0,41.0,22.0,6.0,8.0,12.0,0.0
987859,27,2019-02-24 14:05:00,14,Liverpool,Away,222.0,22.0,3.0,3.0,,1.0,,259.0,2.0,,9.0,2.0,4.0,29.0,478.0,,,19.0,18.0,25.0,3.0,3.0,,,,1.0,,,1.0,,,,2.0,,,,,1.0,13.0,4.0,2.0,4.0,3.0,81.0,60.0,,,,,21.0,2.0,6.0,,,7.0,10.0,8.0,,11.0,,59.0,71.0,,9.0,6.0,,,63.0,17.0,14.0,,,5.0,3.0,1.0,162.0,,,,,,,2.0,,,,6.0,,5.0,5.0,,10.0,146.0,56.0,34.0,3.0,,3.0,3.0,1.0,544.0,2.0,2.0,43.0,103.0,44.0,,,,138.0,138.0,6.0,19.0,23.0,64.6,,,,,21.0,0.0,176.0,2.0,1.0,3.0,,2.0,,4.0,,3.0,128.0,458.0,9.0,6.0,238.0,49.0,9.0,20.0,5.0,26.0,21.0,,187.0,4.0,353.0,,,4.0,4.0,49.0,1.0,565.0,1.0,0.0,7.0,19.0,,20.0,3.0,746.0,30.0,5.0,13.0,7.0,12.0,0.0
987868,28,2019-02-27 20:00:00,14,Liverpool,Home,257.0,38.0,1.0,6.0,5.0,6.0,1.0,283.0,4.0,,6.0,2.0,2.0,41.0,534.0,1.0,1.0,20.0,8.0,10.0,3.0,1.0,,2.0,,,,,,,1.0,,15.0,,,,,3.0,3.0,4.0,1.0,11.0,8.0,94.0,55.0,4.0,,4.0,,17.0,5.0,10.0,,,6.0,3.0,11.0,2.0,9.0,1.0,50.0,50.0,,18.0,13.0,,,56.0,5.0,7.0,3.0,,4.0,4.0,,192.0,5.0,1.0,4.0,3.0,2.0,,8.0,3.0,1.0,,13.0,1.0,10.0,10.0,1.0,6.0,173.0,83.0,60.0,4.0,,3.0,6.0,10.0,610.0,1.0,3.0,63.0,124.0,43.0,,,,155.0,155.0,7.0,17.0,25.0,61.6,,,,,17.0,0.0,168.0,3.0,,3.0,,3.0,2.0,4.0,,3.0,141.0,521.0,8.0,9.0,277.0,60.0,18.0,35.0,3.0,21.0,18.0,2.0,186.0,8.0,371.0,1.0,,9.0,3.0,62.0,1.0,627.0,1.0,0.0,19.0,16.0,3.0,22.0,0.0,846.0,41.0,14.0,17.0,7.0,12.0,0.0
987875,29,2019-03-03 16:15:00,14,Liverpool,Away,218.0,17.0,1.0,5.0,4.0,3.0,,145.0,2.0,,10.0,8.0,4.0,30.0,358.0,,1.0,26.0,29.0,34.0,6.0,2.0,,2.0,,,,1.0,1.0,,,1.0,5.0,,,,,2.0,7.0,6.0,1.0,7.0,3.0,60.0,70.0,2.0,3.0,,1.0,7.0,4.0,10.0,,1.0,7.0,7.0,9.0,,17.0,1.0,68.0,73.0,1.0,34.0,19.0,,,61.0,10.0,12.0,,,2.0,,1.0,167.0,,,,,,,4.0,,1.0,,19.0,,13.0,13.0,2.0,10.0,117.0,79.0,37.0,3.0,,3.0,5.0,3.0,453.0,1.0,2.0,47.0,60.0,31.0,,,,181.0,181.0,1.0,32.0,26.0,57.8,,,,1.0,7.0,0.0,130.0,3.0,,3.0,,,2.0,3.0,,3.0,73.0,341.0,2.0,9.0,248.0,42.0,34.0,12.0,5.0,21.0,16.0,2.0,127.0,7.0,247.0,1.0,,32.0,5.0,72.0,4.0,474.0,1.0,0.0,10.0,18.0,4.0,33.0,2.0,697.0,31.0,17.0,10.0,7.0,13.0,0.0
987888,30,2019-03-10 12:00:00,14,Liverpool,Home,243.0,20.0,1.0,4.0,3.0,2.0,,285.0,3.0,,3.0,2.0,3.0,29.0,524.0,,1.0,27.0,27.0,20.0,17.0,,,,,1.0,,,1.0,,,,19.0,,1.0,,,,3.0,1.0,2.0,13.0,10.0,105.0,63.0,3.0,2.0,4.0,,20.0,10.0,10.0,,1.0,7.0,7.0,7.0,,14.0,,67.0,55.0,,14.0,5.0,,,65.0,4.0,7.0,4.0,,1.0,,1.0,212.0,1.0,,1.0,1.0,,,7.0,4.0,3.0,,5.0,1.0,7.0,7.0,,3.0,167.0,97.0,57.0,3.0,,7.0,11.0,5.0,616.0,,,96.0,96.0,41.0,,,,184.0,184.0,8.0,24.0,26.0,68.6,1.0,,3.0,1.0,20.0,0.0,163.0,,,,,1.0,,8.0,,3.0,155.0,499.0,9.0,18.0,275.0,55.0,14.0,20.0,1.0,15.0,14.0,,212.0,4.0,387.0,3.0,,22.0,5.0,76.0,2.0,647.0,,0.0,23.0,21.0,5.0,29.0,2.0,851.0,42.0,19.0,7.0,7.0,14.0,0.0
987896,31,2019-03-17 14:15:00,14,Liverpool,Away,184.0,27.0,4.0,7.0,4.0,1.0,,324.0,3.0,1.0,4.0,2.0,6.0,38.0,501.0,1.0,,19.0,16.0,19.0,8.0,2.0,,1.0,,,,,,,,,13.0,1.0,1.0,,,,4.0,2.0,5.0,11.0,5.0,97.0,68.0,2.0,1.0,2.0,1.0,20.0,3.0,11.0,,,10.0,13.0,9.0,,11.0,1.0,55.0,58.0,1.0,4.0,1.0,2.0,,78.0,7.0,11.0,1.0,1.0,3.0,1.0,,168.0,1.0,,1.0,1.0,,,3.0,1.0,,,1.0,1.0,9.0,9.0,,4.0,153.0,77.0,48.0,1.0,,4.0,7.0,6.0,573.0,3.0,2.0,121.0,93.0,48.0,,,1.0,158.0,158.0,6.0,27.0,30.0,62.8,1.0,,,,20.0,0.0,177.0,,1.0,1.0,,1.0,1.0,7.0,,3.0,172.0,480.0,4.0,11.0,204.0,43.0,4.0,20.0,8.0,30.0,23.0,1.0,220.0,4.0,421.0,1.0,1.0,16.0,7.0,63.0,1.0,595.0,1.0,0.0,16.0,19.0,2.0,21.0,1.0,784.0,46.0,14.0,10.0,10.0,11.0,0.0
987909,32,2019-03-31 16:30:00,14,Liverpool,Home,184.0,37.0,3.0,7.0,4.0,1.0,,181.0,10.0,1.0,5.0,3.0,4.0,42.0,358.0,,,21.0,10.0,13.0,11.0,,,1.0,,,,,1.0,,,,11.0,,,,,,3.0,6.0,5.0,7.0,7.0,54.0,63.0,1.0,,1.0,1.0,21.0,3.0,9.0,,,10.0,8.0,6.0,,4.0,1.0,40.0,42.0,1.0,19.0,10.0,,1.0,63.0,5.0,7.0,1.0,,1.0,,1.0,147.0,1.0,,1.0,1.0,,,11.0,1.0,1.0,,10.0,1.0,8.0,8.0,2.0,5.0,126.0,66.0,41.0,3.0,,7.0,5.0,3.0,420.0,2.0,5.0,71.0,57.0,38.0,,,,142.0,142.0,4.0,21.0,30.0,48.7,,,,,21.0,0.0,118.0,1.0,,1.0,,,1.0,8.0,,3.0,83.0,337.0,9.0,12.0,204.0,56.0,19.0,16.0,9.0,23.0,14.0,1.0,129.0,4.0,264.0,2.0,1.0,15.0,4.0,69.0,2.0,445.0,,0.0,14.0,18.0,4.0,25.0,0.0,634.0,27.0,12.0,4.0,10.0,11.0,0.0
