matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987596,1,2018-08-12 13:30:00,14,Liverpool,Home,286.0,24.0,1.0,7.0,6.0,,1.0,327.0,4.0,,4.0,1.0,7.0,31.0,606.0,,1.0,10.0,10.0,7.0,7.0,2.0,,,,,,1.0,2.0,,,,11.0,,,,,2.0,8.0,4.0,1.0,13.0,5.0,101.0,64.0,4.0,2.0,3.0,1.0,22.0,3.0,7.0,,,5.0,11.0,6.0,,15.0,,54.0,38.0,1.0,8.0,4.0,,,74.0,14.0,7.0,3.0,,3.0,1.0,2.0,179.0,3.0,,3.0,3.0,,,4.0,3.0,,,4.0,,9.0,9.0,,4.0,182.0,67.0,53.0,4.0,,5.0,7.0,8.0,656.0,1.0,2.0,95.0,95.0,40.0,,,,124.0,124.0,3.0,27.0,28.0,64.8,,,,1.0,22.0,0.0,211.0,1.0,1.0,2.0,,,,7.0,,3.0,145.0,590.0,9.0,12.0,298.0,35.0,8.0,15.0,3.0,21.0,18.0,,189.0,,396.0,,,6.0,7.0,43.0,5.0,673.0,1.0,0.0,18.0,19.0,3.0,12.0,1.0,843.0,36.0,11.0,7.0,5.0,14.0,0.0
987606,2,2018-08-20 20:00:00,14,Liverpool,Away,238.0,25.0,1.0,3.0,2.0,1.0,1.0,324.0,3.0,,5.0,4.0,4.0,38.0,559.0,,1.0,12.0,19.0,13.0,12.0,,,1.0,,,,,1.0,,,2.0,12.0,1.0,,,,,5.0,4.0,4.0,9.0,7.0,99.0,59.0,4.0,3.0,2.0,3.0,18.0,6.0,17.0,,,7.0,12.0,4.0,,9.0,1.0,63.0,56.0,3.0,17.0,8.0,,,72.0,13.0,5.0,1.0,,2.0,1.0,1.0,166.0,1.0,,1.0,1.0,,1.0,4.0,1.0,1.0,,8.0,,10.0,10.0,,5.0,181.0,84.0,70.0,6.0,1.0,3.0,10.0,6.0,614.0,1.0,2.0,91.0,91.0,40.0,,,1.0,124.0,124.0,4.0,21.0,28.0,63.2,,,,,18.0,0.0,179.0,1.0,1.0,2.0,,1.0,1.0,4.0,,3.0,153.0,549.0,9.0,14.0,255.0,36.0,17.0,21.0,6.0,23.0,17.0,2.0,190.0,4.0,393.0,1.0,,9.0,5.0,49.0,2.0,625.0,1.0,0.0,16.0,22.0,2.0,13.0,1.0,819.0,40.0,19.0,16.0,7.0,14.0,0.0
987616,3,2018-08-25 17:30:00,14,Liverpool,Home,277.0,28.0,1.0,4.0,3.0,3.0,,396.0,4.0,1.0,3.0,3.0,10.0,28.0,669.0,,1.0,19.0,19.0,18.0,16.0,1.0,,,,,1.0,,1.0,,,,18.0,,1.0,,,1.0,5.0,4.0,2.0,16.0,6.0,116.0,55.0,1.0,1.0,,,20.0,7.0,7.0,,,8.0,14.0,2.0,,16.0,1.0,54.0,61.0,,12.0,3.0,,,69.0,8.0,12.0,1.0,,4.0,1.0,1.0,202.0,1.0,,1.0,1.0,,,6.0,1.0,,1.0,3.0,2.0,9.0,9.0,,3.0,226.0,85.0,62.0,5.0,,6.0,12.0,8.0,742.0,2.0,1.0,90.0,117.0,44.0,,,,160.0,160.0,5.0,18.0,29.0,70.0,1.0,,,2.0,20.0,0.0,221.0,2.0,,2.0,,,,7.0,,3.0,164.0,648.0,9.0,18.0,292.0,41.0,12.0,15.0,7.0,24.0,17.0,,219.0,5.0,497.0,,1.0,13.0,11.0,47.0,1.0,765.0,,0.0,22.0,21.0,1.0,21.0,1.0,963.0,37.0,19.0,10.0,8.0,13.0,0.0
987628,4,2018-09-01 12:30:00,14,Liverpool,Away,196.0,16.0,2.0,3.0,1.0,,1.0,181.0,3.0,,8.0,2.0,2.0,26.0,374.0,,,25.0,17.0,17.0,4.0,2.0,,,,,,,,,,,7.0,,,,,1.0,9.0,3.0,9.0,7.0,3.0,74.0,65.0,1.0,2.0,,3.0,14.0,2.0,12.0,,,4.0,2.0,2.0,,16.0,3.0,63.0,52.0,3.0,23.0,11.0,1.0,,54.0,12.0,9.0,2.0,,1.0,1.0,,155.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,11.0,,10.0,10.0,,8.0,127.0,84.0,47.0,4.0,,2.0,6.0,4.0,451.0,4.0,5.0,69.0,51.0,15.0,,,,158.0,158.0,1.0,25.0,27.0,48.8,,,,,14.0,0.0,117.0,1.0,3.0,4.0,,,,4.0,,3.0,71.0,357.0,5.0,8.0,228.0,47.0,23.0,15.0,3.0,8.0,5.0,,111.0,4.0,253.0,1.0,,14.0,4.0,58.0,2.0,473.0,2.0,0.0,10.0,18.0,,31.0,2.0,674.0,18.0,18.0,8.0,4.0,13.0,0.0
987639,5,2018-09-15 12:30:00,14,Liverpool,Away,132.0,25.0,1.0,2.0,1.0,4.0,1.0,137.0,3.0,1.0,8.0,2.0,3.0,25.0,267.0,,1.0,16.0,15.0,10.0,9.0,2.0,,,,,,1.0,1.0,,,,12.0,,,,,1.0,6.0,7.0,4.0,14.0,3.0,55.0,66.0,1.0,2.0,1.0,1.0,21.0,2.0,7.0,,,4.0,4.0,1.0,,6.0,1.0,42.0,47.0,1.0,21.0,14.0,,,46.0,16.0,16.0,1.0,,3.0,1.0,1.0,151.0,,,,,,,5.0,1.0,,4.0,14.0,2.0,6.0,6.0,1.0,8.0,82.0,74.0,35.0,5.0,1.0,4.0,7.0,10.0,327.0,3.0,1.0,62.0,63.0,19.0,,,,133.0,133.0,4.0,22.0,28.0,39.6,,,,,21.0,0.0,68.0,1.0,1.0,2.0,,,,5.0,,3.0,58.0,244.0,10.0,11.0,151.0,45.0,21.0,9.0,4.0,10.0,6.0,,96.0,4.0,215.0,,1.0,13.0,4.0,58.0,2.0,356.0,,0.0,17.0,17.0,3.0,22.0,0.0,534.0,28.0,18.0,6.0,4.0,11.0,0.0
987649,6,2018-09-22 15:00:00,14,Liverpool,Home,306.0,14.0,3.0,3.0,1.0,,,345.0,8.0,1.0,4.0,2.0,8.0,25.0,648.0,,1.0,16.0,17.0,9.0,3.0,,,1.0,,,1.0,,1.0,,,,7.0,,1.0,,,1.0,6.0,6.0,1.0,9.0,3.0,91.0,66.0,,,1.0,1.0,11.0,3.0,1.0,,,5.0,7.0,2.0,1.0,12.0,1.0,45.0,41.0,1.0,12.0,3.0,,,67.0,7.0,10.0,1.0,,3.0,,1.0,209.0,1.0,1.0,1.0,,1.0,,8.0,,,,3.0,1.0,7.0,7.0,,4.0,224.0,86.0,60.0,4.0,,2.0,2.0,4.0,730.0,5.0,4.0,96.0,65.0,41.0,,,,151.0,151.0,8.0,24.0,30.0,60.6,1.0,,,1.0,11.0,0.0,226.0,1.0,,1.0,,2.0,1.0,5.0,1.0,3.0,120.0,629.0,4.0,4.0,331.0,37.0,12.0,17.0,5.0,13.0,9.0,1.0,176.0,3.0,432.0,,1.0,11.0,8.0,44.0,4.0,750.0,,0.0,12.0,14.0,2.0,19.0,0.0,910.0,39.0,7.0,8.0,5.0,10.0,0.0
987655,7,2018-09-29 17:30:00,14,Liverpool,Away,239.0,29.0,2.0,7.0,5.0,1.0,,284.0,2.0,1.0,4.0,3.0,1.0,40.0,516.0,,1.0,21.0,11.0,13.0,9.0,,,,,,,1.0,1.0,,,,11.0,,,,,,8.0,9.0,1.0,7.0,6.0,88.0,71.0,3.0,3.0,,1.0,21.0,1.0,4.0,,,4.0,6.0,9.0,,9.0,3.0,37.0,42.0,1.0,16.0,5.0,,,70.0,9.0,7.0,,,4.0,2.0,1.0,165.0,1.0,,,1.0,,,3.0,1.0,,,5.0,,12.0,12.0,1.0,4.0,184.0,94.0,58.0,4.0,,5.0,5.0,6.0,602.0,2.0,3.0,82.0,83.0,35.0,,,,150.0,150.0,11.0,16.0,38.0,52.8,,,1.0,1.0,21.0,0.0,179.0,2.0,1.0,3.0,,,,6.0,,3.0,119.0,505.0,10.0,10.0,256.0,57.0,16.0,11.0,3.0,20.0,17.0,,171.0,2.0,380.0,,1.0,16.0,1.0,75.0,2.0,616.0,,0.0,13.0,15.0,2.0,24.0,2.0,804.0,27.0,16.0,7.0,4.0,8.0,0.0
987667,8,2018-10-07 16:30:00,14,Liverpool,Home,275.0,26.0,1.0,4.0,3.0,,,159.0,5.0,,2.0,1.0,1.0,39.0,430.0,1.0,,12.0,17.0,6.0,5.0,1.0,,,,,,,,,,,5.0,,,,,1.0,7.0,5.0,1.0,5.0,2.0,68.0,58.0,,,,,18.0,1.0,7.0,,,2.0,10.0,4.0,,11.0,1.0,50.0,37.0,,18.0,10.0,,1.0,59.0,10.0,10.0,,,2.0,2.0,,159.0,,,,,,,7.0,,,,10.0,,9.0,9.0,1.0,2.0,153.0,73.0,42.0,6.0,,3.0,3.0,2.0,493.0,1.0,3.0,65.0,68.0,27.0,1.0,1.0,,138.0,138.0,4.0,25.0,25.0,49.4,,,,,18.0,0.0,135.0,2.0,,2.0,,,,4.0,,2.0,70.0,412.0,7.0,6.0,303.0,50.0,18.0,9.0,2.0,18.0,16.0,,109.0,3.0,230.0,,,12.0,1.0,70.0,2.0,515.0,1.0,0.0,7.0,17.0,1.0,18.0,1.0,675.0,21.0,12.0,4.0,2.0,11.0,0.0
987677,9,2018-10-20 17:30:00,14,Liverpool,Away,219.0,22.0,1.0,3.0,2.0,3.0,,257.0,2.0,1.0,3.0,2.0,8.0,25.0,473.0,,,28.0,23.0,22.0,8.0,,,1.0,,,,,,,,,10.0,,,,,,3.0,7.0,6.0,6.0,5.0,106.0,68.0,,,,3.0,23.0,5.0,4.0,,,4.0,7.0,3.0,,12.0,1.0,51.0,53.0,3.0,32.0,18.0,,1.0,57.0,6.0,9.0,1.0,,,,,208.0,1.0,,1.0,1.0,,,7.0,1.0,,1.0,18.0,,9.0,9.0,1.0,3.0,139.0,94.0,53.0,2.0,,3.0,6.0,2.0,564.0,6.0,2.0,86.0,57.0,29.0,,,,170.0,170.0,3.0,26.0,35.0,52.2,,,,,23.0,0.0,132.0,1.0,,1.0,,,1.0,4.0,,3.0,116.0,460.0,8.0,9.0,247.0,44.0,32.0,16.0,4.0,14.0,10.0,1.0,157.0,7.0,352.0,,1.0,21.0,9.0,61.0,2.0,585.0,,0.0,11.0,14.0,,34.0,2.0,791.0,24.0,17.0,8.0,4.0,8.0,0.0
987687,10,2018-10-27 15:00:00,14,Liverpool,Home,338.0,18.0,2.0,5.0,3.0,2.0,,394.0,2.0,,8.0,1.0,4.0,20.0,727.0,,1.0,18.0,14.0,18.0,11.0,1.0,,2.0,,,,,,2.0,,1.0,17.0,,,,1.0,,3.0,1.0,1.0,9.0,10.0,129.0,55.0,2.0,1.0,3.0,,22.0,6.0,8.0,,,8.0,12.0,3.0,,8.0,,42.0,42.0,,11.0,5.0,,,68.0,6.0,4.0,1.0,,1.0,1.0,,233.0,2.0,,2.0,2.0,,1.0,2.0,4.0,,,5.0,1.0,6.0,6.0,,8.0,234.0,86.0,70.0,,2.0,6.0,8.0,7.0,807.0,,1.0,96.0,146.0,48.0,,,,147.0,147.0,1.0,24.0,22.0,79.6,1.0,,,,22.0,0.0,222.0,,,,,,2.0,6.0,2.0,2.0,174.0,716.0,10.0,14.0,351.0,42.0,11.0,15.0,8.0,24.0,16.0,3.0,228.0,7.0,491.0,,,6.0,5.0,37.0,,818.0,,0.0,19.0,12.0,2.0,23.0,0.0,1004.0,39.0,17.0,9.0,8.0,7.0,0.0
