matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenMiss,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321859,21,2011-01-01 15:00:00,14,Liverpool,Home,163.0,18.0,2.0,9.0,7.0,2.0,2.0,218.0,6.0,,8.0,7.0,30.0,29.0,372.0,,2.0,36.0,14.0,17.0,13.0,4.0,1.0,,,,,,,,,,16.0,,,1.0,,,3.0,7.0,8.0,,,74.0,72.0,2.0,2.0,2.0,2.0,11.0,5.0,,7.0,17.0,7.0,,15.0,1.0,55.0,59.0,2.0,25.0,13.0,,2.0,89.0,13.0,16.0,1.0,1.0,5.0,5.0,,225.0,1.0,,1.0,1.0,,,8.0,2.0,3.0,1.0,18.0,1.0,18.0,13.0,2.0,8.0,94.0,105.0,59.0,4.0,1.0,6.0,12.0,5.0,,4.0,3.0,,74.0,67.0,26.0,,,,,207.0,199.0,1.0,29.0,30.0,62.6,1.0,1.0,0.0,96.0,1.0,2.0,,2.0,1.0,10.0,1.0,3.0,121.0,,18.0,190.0,37.0,33.0,18.0,7.0,36.0,29.0,1.0,177.0,10.0,335.0,3.0,,25.0,31.0,52.0,4.0,489.0,,0.0,26.0,17.0,6.0,40.0,2.0,766.0,,17.0,9.0,7.0,12.0,0.0
321873,22,2011-01-05 20:00:00,14,Liverpool,Away,181.0,14.0,2.0,5.0,3.0,2.0,,223.0,8.0,,6.0,5.0,22.0,23.0,399.0,1.0,2.0,26.0,12.0,26.0,9.0,,,,,,,,,,,,12.0,,1.0,,,,,5.0,5.0,,,63.0,57.0,1.0,2.0,1.0,2.0,4.0,10.0,,7.0,14.0,9.0,,15.0,,57.0,62.0,2.0,8.0,5.0,,,83.0,14.0,14.0,,,3.0,,,231.0,,,,,,,11.0,1.0,2.0,,16.0,,11.0,11.0,,6.0,100.0,85.0,43.0,,1.0,3.0,6.0,5.0,,1.0,,,43.0,95.0,33.0,,,,1.0,205.0,193.0,2.0,20.0,25.0,67.1,,,0.0,131.0,1.0,,,2.0,,5.0,,3.0,136.0,,9.0,214.0,34.0,20.0,13.0,5.0,28.0,23.0,,202.0,11.0,339.0,2.0,,30.0,25.0,51.0,2.0,525.0,1.0,0.0,14.0,15.0,15.0,31.0,1.0,726.0,,13.0,7.0,7.0,11.0,0.0
321879,23,2011-01-16 14:05:00,14,Liverpool,Home,139.0,12.0,3.0,7.0,4.0,5.0,1.0,157.0,8.0,,3.0,8.0,19.0,24.0,289.0,,2.0,18.0,13.0,16.0,12.0,2.0,,,,,,,,,,,16.0,1.0,,,1.0,,,4.0,6.0,,,48.0,41.0,,1.0,1.0,1.0,4.0,4.0,,10.0,16.0,5.0,,12.0,,58.0,65.0,1.0,23.0,11.0,,1.0,56.0,17.0,17.0,,1.0,3.0,2.0,,162.0,,,,,,,9.0,1.0,,1.0,22.0,1.0,8.0,7.0,3.0,3.0,82.0,71.0,44.0,6.0,2.0,4.0,10.0,11.0,,2.0,2.0,,31.0,66.0,22.0,,,,1.0,183.0,162.0,,22.0,15.0,56.1,1.0,1.0,0.0,81.0,,2.0,,1.0,,5.0,,2.0,73.0,,14.0,162.0,26.0,44.0,25.0,6.0,29.0,23.0,,108.0,8.0,240.0,,,27.0,19.0,42.0,5.0,373.0,,0.0,20.0,20.0,4.0,19.0,3.0,610.0,,21.0,12.0,10.0,18.0,0.0
321896,24,2011-01-22 12:45:00,14,Liverpool,Away,117.0,12.0,1.0,1.0,,2.0,,109.0,2.0,,4.0,8.0,12.0,21.0,225.0,1.0,4.0,9.0,18.0,24.0,11.0,1.0,1.0,,,,,,,,,,15.0,,,,,,,8.0,5.0,,,42.0,57.0,3.0,1.0,2.0,7.0,2.0,6.0,,4.0,3.0,4.0,,13.0,1.0,62.0,55.0,7.0,36.0,13.0,,1.0,65.0,18.0,6.0,2.0,2.0,,,,180.0,2.0,,1.0,2.0,,,15.0,3.0,5.0,1.0,28.0,,11.0,8.0,1.0,5.0,57.0,95.0,38.0,5.0,1.0,4.0,10.0,9.0,,2.0,1.0,,54.0,25.0,14.0,,,,,206.0,181.0,1.0,25.0,18.0,41.8,,3.0,0.0,52.0,1.0,2.0,,1.0,1.0,5.0,1.0,2.0,61.0,,14.0,150.0,26.0,61.0,12.0,4.0,11.0,7.0,1.0,99.0,8.0,192.0,5.0,,33.0,13.0,44.0,2.0,331.0,1.0,0.0,16.0,21.0,7.0,17.0,3.0,567.0,,17.0,4.0,4.0,16.0,0.0
321906,25,2011-02-02 20:00:00,14,Liverpool,Home,183.0,15.0,1.0,3.0,2.0,7.0,,228.0,12.0,,3.0,10.0,11.0,38.0,408.0,,1.0,24.0,13.0,17.0,7.0,2.0,1.0,,,,,1.0,,,,,11.0,,,,,,1.0,6.0,2.0,,,60.0,52.0,2.0,1.0,2.0,3.0,4.0,2.0,,7.0,10.0,7.0,,17.0,,44.0,60.0,3.0,9.0,4.0,,,76.0,6.0,8.0,1.0,,3.0,2.0,1.0,185.0,1.0,,1.0,1.0,,,13.0,1.0,2.0,,13.0,,9.0,8.0,,3.0,128.0,74.0,54.0,,1.0,2.0,8.0,7.0,,1.0,1.0,,49.0,65.0,24.0,,,,,185.0,173.0,2.0,22.0,20.0,66.7,,1.0,0.0,134.0,1.0,,,2.0,1.0,4.0,,2.0,107.0,,10.0,220.0,25.0,21.0,13.0,6.0,25.0,19.0,1.0,150.0,12.0,312.0,2.0,,28.0,13.0,58.0,1.0,507.0,,0.0,15.0,28.0,1.0,27.0,1.0,725.0,,23.0,7.0,7.0,21.0,0.0
321908,26,2011-02-06 16:00:00,14,Liverpool,Away,159.0,17.0,,1.0,1.0,4.0,,146.0,11.0,,4.0,1.0,7.0,26.0,304.0,,,8.0,12.0,3.0,7.0,,1.0,,,,,,,,,,,,,1.0,,,,10.0,10.0,,,66.0,65.0,,1.0,,,2.0,6.0,,3.0,9.0,5.0,,9.0,,43.0,40.0,,17.0,7.0,,1.0,68.0,10.0,9.0,,,,,,138.0,1.0,,1.0,1.0,,,19.0,,,1.0,11.0,1.0,26.0,21.0,2.0,4.0,84.0,77.0,33.0,4.0,1.0,3.0,5.0,3.0,,5.0,1.0,,60.0,57.0,17.0,,,,,153.0,145.0,7.0,33.0,19.0,43.4,1.0,1.0,0.0,100.0,1.0,,,,1.0,3.0,,2.0,79.0,,8.0,178.0,38.0,25.0,14.0,2.0,17.0,15.0,,120.0,10.0,227.0,,,17.0,8.0,51.0,2.0,388.0,,0.0,8.0,21.0,,14.0,1.0,573.0,,12.0,7.0,3.0,16.0,0.0
321923,27,2011-02-12 15:00:00,14,Liverpool,Home,119.0,5.0,1.0,1.0,,3.0,,212.0,5.0,,5.0,9.0,10.0,20.0,330.0,,,19.0,5.0,8.0,12.0,1.0,1.0,,2.0,1.0,,3.0,,,,,15.0,,,1.0,,1.0,,7.0,7.0,,,53.0,67.0,,,,3.0,6.0,12.0,,8.0,10.0,2.0,,17.0,,52.0,74.0,3.0,10.0,4.0,,,76.0,11.0,16.0,,1.0,5.0,1.0,3.0,201.0,,,,,,,8.0,1.0,1.0,,5.0,2.0,18.0,17.0,,5.0,78.0,80.0,51.0,5.0,1.0,5.0,8.0,4.0,,5.0,2.0,,50.0,73.0,22.0,,,,,173.0,167.0,5.0,31.0,24.0,52.7,2.0,2.0,0.0,89.0,,1.0,,1.0,1.0,9.0,,2.0,120.0,,13.0,139.0,22.0,16.0,22.0,7.0,20.0,13.0,1.0,176.0,8.0,302.0,1.0,,20.0,12.0,35.0,,421.0,,0.0,19.0,35.0,5.0,26.0,1.0,648.0,,20.0,15.0,8.0,26.0,0.0
321934,28,2011-02-27 13:30:00,14,Liverpool,Away,172.0,15.0,2.0,3.0,1.0,5.0,,231.0,4.0,1.0,5.0,6.0,19.0,32.0,400.0,,,25.0,16.0,14.0,12.0,2.0,1.0,,,,,,,,,,15.0,,,,,,,7.0,13.0,,,78.0,55.0,,,,6.0,7.0,6.0,,8.0,13.0,10.0,1.0,13.0,1.0,50.0,57.0,6.0,19.0,8.0,1.0,2.0,94.0,8.0,9.0,,,3.0,2.0,,205.0,1.0,,,1.0,,,7.0,1.0,1.0,,16.0,,5.0,4.0,,6.0,114.0,81.0,46.0,7.0,,3.0,12.0,6.0,,5.0,1.0,,49.0,84.0,27.0,,,,,196.0,184.0,4.0,20.0,20.0,57.8,,1.0,0.0,109.0,1.0,4.0,,1.0,1.0,4.0,1.0,2.0,118.0,,15.0,200.0,34.0,31.0,18.0,6.0,31.0,25.0,1.0,172.0,8.0,337.0,1.0,1.0,28.0,19.0,56.0,1.0,506.0,,0.0,17.0,23.0,2.0,31.0,1.0,743.0,,18.0,11.0,8.0,16.0,0.0
321942,29,2011-03-06 13:30:00,14,Liverpool,Home,108.0,14.0,1.0,2.0,1.0,2.0,,163.0,2.0,,4.0,9.0,9.0,14.0,269.0,,1.0,19.0,11.0,14.0,7.0,3.0,,,,,1.0,2.0,,,,,11.0,,,,,,3.0,9.0,4.0,,,61.0,55.0,1.0,,3.0,4.0,2.0,5.0,1.0,6.0,7.0,5.0,,10.0,1.0,48.0,61.0,3.0,15.0,8.0,,,62.0,12.0,12.0,,,5.0,1.0,2.0,156.0,1.0,,1.0,1.0,,,12.0,2.0,1.0,,17.0,,19.0,16.0,,4.0,70.0,79.0,34.0,4.0,3.0,6.0,5.0,6.0,,4.0,1.0,,26.0,83.0,26.0,,,,,172.0,157.0,3.0,27.0,19.0,42.4,,,0.0,79.0,2.0,,,1.0,,8.0,,3.0,90.0,,11.0,125.0,29.0,29.0,21.0,6.0,19.0,13.0,,143.0,6.0,260.0,1.0,,31.0,11.0,33.0,,366.0,2.0,0.0,16.0,24.0,4.0,20.0,2.0,569.0,,11.0,11.0,6.0,10.0,0.0
321953,30,2011-03-20 13:30:00,14,Liverpool,Away,137.0,17.0,4.0,6.0,2.0,6.0,,151.0,5.0,,4.0,9.0,13.0,25.0,282.0,,,22.0,12.0,17.0,3.0,4.0,,,2.0,,,2.0,,,,,4.0,1.0,,,,,,3.0,3.0,,,59.0,62.0,2.0,2.0,1.0,1.0,1.0,9.0,,5.0,6.0,3.0,,19.0,,57.0,65.0,1.0,13.0,4.0,,,71.0,9.0,12.0,1.0,1.0,4.0,1.0,2.0,194.0,1.0,,,,1.0,,9.0,,,,19.0,,17.0,13.0,,4.0,64.0,88.0,49.0,3.0,1.0,3.0,5.0,7.0,,1.0,1.0,,50.0,62.0,16.0,,,,1.0,202.0,181.0,2.0,22.0,29.0,47.8,,,0.0,79.0,,1.0,,1.0,,5.0,1.0,3.0,63.0,,8.0,171.0,38.0,34.0,12.0,5.0,15.0,10.0,,114.0,12.0,240.0,,,30.0,13.0,46.0,2.0,396.0,,0.0,13.0,32.0,,27.0,3.0,621.0,,18.0,4.0,6.0,18.0,0.0
321964,31,2011-04-02 15:00:00,14,Liverpool,Away,154.0,20.0,3.0,4.0,1.0,2.0,,138.0,4.0,1.0,10.0,8.0,19.0,33.0,288.0,1.0,,14.0,8.0,10.0,7.0,1.0,1.0,,,,,,,,,,8.0,,,,,,,10.0,10.0,,,49.0,58.0,1.0,1.0,,,,12.0,,5.0,6.0,6.0,1.0,11.0,6.0,53.0,49.0,,20.0,9.0,,1.0,70.0,14.0,10.0,,,1.0,2.0,,145.0,1.0,1.0,1.0,,1.0,,11.0,,2.0,,13.0,,12.0,10.0,1.0,10.0,93.0,80.0,42.0,,,4.0,5.0,8.0,,5.0,,,54.0,32.0,20.0,2.0,2.0,2.0,,167.0,158.0,1.0,32.0,9.0,49.3,,1.0,0.0,94.0,5.0,3.0,,1.0,1.0,5.0,,3.0,56.0,,9.0,174.0,40.0,29.0,11.0,5.0,19.0,14.0,1.0,108.0,7.0,226.0,2.0,1.0,25.0,20.0,66.0,3.0,381.0,2.0,0.0,13.0,26.0,1.0,20.0,3.0,588.0,,15.0,3.0,5.0,20.0,0.0
321972,32,2011-04-11 20:00:00,14,Liverpool,Home,222.0,25.0,3.0,5.0,2.0,3.0,,201.0,5.0,,4.0,11.0,26.0,33.0,418.0,,1.0,21.0,9.0,11.0,10.0,2.0,,,,,,,,,,,,,,,,,,4.0,8.0,,,96.0,70.0,,,1.0,2.0,5.0,9.0,,6.0,8.0,8.0,,18.0,,51.0,55.0,2.0,10.0,2.0,,,74.0,6.0,3.0,2.0,,,,,206.0,1.0,,1.0,1.0,,,11.0,,2.0,,4.0,1.0,15.0,13.0,,4.0,106.0,102.0,52.0,2.0,1.0,6.0,7.0,5.0,,1.0,3.0,,58.0,60.0,18.0,,,,,189.0,183.0,1.0,31.0,29.0,53.1,,,0.0,119.0,1.0,1.0,,2.0,,11.0,,1.0,96.0,,13.0,242.0,46.0,16.0,19.0,6.0,22.0,16.0,,150.0,15.0,307.0,2.0,,25.0,26.0,59.0,5.0,527.0,,0.0,21.0,31.0,1.0,24.0,1.0,750.0,,13.0,10.0,6.0,25.0,0.0
321977,33,2011-04-17 16:00:00,14,Liverpool,Away,105.0,15.0,1.0,1.0,,5.0,,135.0,8.0,,9.0,8.0,14.0,20.0,239.0,,,7.0,13.0,10.0,5.0,,,,,,1.0,2.0,,1.0,,,6.0,1.0,,,,,,11.0,5.0,,,49.0,75.0,,,1.0,8.0,1.0,7.0,,3.0,4.0,3.0,,10.0,2.0,47.0,46.0,8.0,16.0,8.0,,1.0,72.0,12.0,12.0,,,4.0,1.0,2.0,151.0,,,,,,,14.0,,5.0,,18.0,,20.0,17.0,,9.0,66.0,89.0,48.0,10.0,1.0,3.0,2.0,5.0,,5.0,,,34.0,59.0,15.0,1.0,1.0,1.0,1.0,161.0,145.0,3.0,33.0,25.0,38.3,,1.0,0.0,67.0,3.0,1.0,,2.0,,4.0,,3.0,68.0,,5.0,120.0,30.0,32.0,7.0,3.0,11.0,8.0,,122.0,12.0,224.0,5.0,,31.0,16.0,49.0,2.0,333.0,,0.0,10.0,22.0,2.0,10.0,4.0,522.0,,15.0,2.0,3.0,10.0,0.0
321992,34,2011-04-23 15:00:00,14,Liverpool,Home,175.0,19.0,,3.0,3.0,3.0,1.0,207.0,4.0,1.0,7.0,3.0,24.0,43.0,379.0,1.0,2.0,17.0,6.0,11.0,10.0,1.0,2.0,,1.0,,,1.0,,,,,18.0,,,,,,1.0,3.0,10.0,,,85.0,64.0,2.0,2.0,4.0,1.0,6.0,5.0,,5.0,14.0,2.0,,11.0,,33.0,54.0,1.0,11.0,5.0,,,79.0,7.0,12.0,,,3.0,2.0,1.0,173.0,2.0,,1.0,2.0,,1.0,9.0,5.0,3.0,,11.0,,21.0,16.0,1.0,7.0,102.0,92.0,47.0,2.0,5.0,1.0,12.0,11.0,,3.0,2.0,,24.0,88.0,21.0,,,,,161.0,148.0,3.0,28.0,21.0,53.5,,,0.0,115.0,1.0,4.0,,,2.0,3.0,,3.0,122.0,,13.0,198.0,27.0,24.0,14.0,4.0,22.0,18.0,3.0,169.0,11.0,299.0,3.0,1.0,20.0,24.0,63.0,1.0,475.0,2.0,0.0,20.0,21.0,2.0,20.0,1.0,677.0,,7.0,10.0,5.0,15.0,0.0
322002,35,2011-05-01 12:00:00,14,Liverpool,Home,160.0,15.0,1.0,4.0,3.0,2.0,1.0,129.0,6.0,,5.0,6.0,14.0,28.0,285.0,,,15.0,12.0,8.0,7.0,1.0,1.0,,,,,,,,1.0,,11.0,1.0,,,,,1.0,5.0,6.0,,,54.0,58.0,2.0,1.0,2.0,7.0,4.0,9.0,,3.0,7.0,5.0,,4.0,,43.0,56.0,7.0,16.0,13.0,,,62.0,16.0,10.0,1.0,,2.0,1.0,,129.0,1.0,,1.0,1.0,,,7.0,2.0,3.0,1.0,15.0,1.0,16.0,14.0,1.0,5.0,92.0,71.0,36.0,12.0,2.0,3.0,6.0,5.0,,3.0,2.0,,37.0,48.0,18.0,,,,1.0,129.0,125.0,4.0,29.0,14.0,46.3,,,0.0,92.0,,1.0,,,1.0,5.0,,3.0,67.0,,9.0,174.0,33.0,20.0,15.0,3.0,16.0,13.0,1.0,114.0,5.0,209.0,3.0,,25.0,14.0,52.0,4.0,367.0,,0.0,14.0,26.0,2.0,17.0,1.0,554.0,,15.0,12.0,3.0,21.0,0.0
322010,36,2011-05-09 20:00:00,14,Liverpool,Away,190.0,10.0,1.0,3.0,3.0,6.0,1.0,169.0,4.0,1.0,3.0,12.0,22.0,29.0,356.0,2.0,7.0,19.0,12.0,14.0,7.0,3.0,,,,,,,,,,,14.0,,,,,,1.0,5.0,6.0,,,80.0,73.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,5.0,8.0,2.0,,7.0,,45.0,72.0,3.0,18.0,11.0,,,73.0,12.0,17.0,1.0,,5.0,3.0,,199.0,3.0,,2.0,3.0,,,7.0,5.0,1.0,,16.0,,18.0,16.0,1.0,3.0,105.0,88.0,34.0,6.0,4.0,6.0,7.0,9.0,,3.0,,,37.0,77.0,21.0,,,,,186.0,173.0,4.0,39.0,24.0,50.9,,1.0,0.0,91.0,2.0,,,1.0,,7.0,,2.0,85.0,,13.0,212.0,23.0,31.0,26.0,5.0,17.0,13.0,,143.0,12.0,280.0,1.0,1.0,41.0,26.0,64.0,1.0,475.0,2.0,0.0,17.0,25.0,10.0,25.0,2.0,684.0,,13.0,16.0,5.0,19.0,0.0
322022,37,2011-05-15 16:00:00,14,Liverpool,Home,139.0,25.0,2.0,6.0,4.0,5.0,1.0,212.0,6.0,,5.0,8.0,14.0,41.0,345.0,,,27.0,18.0,15.0,10.0,1.0,1.0,,1.0,,,1.0,,1.0,,,12.0,,,,,,1.0,2.0,8.0,,,60.0,57.0,1.0,1.0,,1.0,3.0,11.0,,11.0,18.0,8.0,,9.0,,61.0,56.0,1.0,9.0,2.0,,,88.0,13.0,7.0,,,2.0,1.0,1.0,186.0,,,,,,,6.0,,2.0,,7.0,,17.0,10.0,,7.0,96.0,89.0,60.0,5.0,,7.0,4.0,3.0,,3.0,2.0,,52.0,65.0,32.0,1.0,1.0,1.0,,186.0,179.0,2.0,21.0,21.0,53.5,,,0.0,108.0,,1.0,,1.0,1.0,9.0,,3.0,120.0,,11.0,155.0,43.0,16.0,25.0,11.0,38.0,27.0,1.0,186.0,13.0,333.0,2.0,,22.0,15.0,60.0,2.0,450.0,,0.0,15.0,19.0,3.0,30.0,2.0,670.0,,14.0,15.0,11.0,14.0,0.0
322027,38,2011-05-22 16:00:00,14,Liverpool,Away,161.0,22.0,1.0,3.0,2.0,3.0,,200.0,4.0,,4.0,6.0,25.0,23.0,358.0,,,24.0,7.0,12.0,6.0,1.0,1.0,,1.0,,,1.0,,,,,7.0,,,,,,,5.0,4.0,,,80.0,57.0,2.0,2.0,,3.0,3.0,11.0,,5.0,5.0,2.0,,13.0,1.0,52.0,57.0,3.0,10.0,4.0,,,68.0,11.0,14.0,,,3.0,1.0,1.0,197.0,,,,,,,7.0,,1.0,,4.0,,17.0,13.0,1.0,4.0,101.0,92.0,56.0,4.0,,2.0,5.0,3.0,,5.0,4.0,,49.0,87.0,19.0,,,,,171.0,170.0,4.0,25.0,20.0,51.5,,,0.0,87.0,1.0,1.0,,1.0,1.0,6.0,1.0,2.0,87.0,,7.0,184.0,39.0,11.0,20.0,5.0,13.0,8.0,1.0,135.0,5.0,294.0,1.0,,20.0,27.0,41.0,5.0,465.0,,0.0,12.0,21.0,3.0,27.0,2.0,659.0,,15.0,10.0,5.0,16.0,0.0
