matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918901,1.0,2017-08-12 12:30:00,14,Liverpool,Away,212.0,25.0,3.0,4.0,1.0,4.0,,144.0,4.0,1.0,7.0,4.0,10.0,31.0,352.0,,,23.0,22.0,25.0,7.0,3.0,,,,,,,,,,,11.0,1.0,,1.0,,,,4.0,6.0,3.0,13.0,1.0,,73.0,55.0,2.0,,3.0,4.0,25.0,1.0,11.0,,,3.0,5.0,4.0,,14.0,1.0,60.0,64.0,4.0,22.0,12.0,,,60.0,8.0,13.0,3.0,,2.0,2.0,,190.0,2.0,,1.0,2.0,,,7.0,,,2.0,2.0,,,,,12.0,1.0,11.0,11.0,2.0,8.0,107.0,83.0,38.0,3.0,,7.0,5.0,5.0,451.0,,,1.0,2.0,42.0,50.0,31.0,,,,,1.0,178.0,178.0,3.0,23.0,18.0,54.4,1.0,2.0,1.0,1.0,25.0,0.0,,,,107.0,,1.0,1.0,2.0,,8.0,,3.0,71.0,333.0,11.0,12.0,251.0,51.0,22.0,11.0,3.0,14.0,11.0,,122.0,7.0,240.0,3.0,1.0,24.0,11.0,71.0,1.0,477.0,,0.0,14.0,20.0,2.0,27.0,3.0,682.0,24.0,16.0,6.0,3.0,15.0,0.0
918907,2.0,2017-08-19 15:00:00,14,Liverpool,Home,254.0,21.0,2.0,7.0,5.0,1.0,,356.0,5.0,,4.0,7.0,9.0,34.0,603.0,,,22.0,13.0,20.0,14.0,,,,1.0,,,2.0,,,,,18.0,,,,,,1.0,6.0,3.0,1.0,13.0,10.0,,85.0,70.0,2.0,2.0,1.0,,17.0,5.0,10.0,,,4.0,13.0,6.0,,17.0,,56.0,67.0,,11.0,7.0,,,95.0,12.0,13.0,1.0,,4.0,1.0,2.0,222.0,,,,,,,5.0,,,1.0,1.0,,,,,7.0,,6.0,6.0,1.0,4.0,211.0,92.0,64.0,2.0,,3.0,11.0,13.0,690.0,,,1.0,1.0,157.0,63.0,43.0,,,,,,165.0,165.0,3.0,27.0,35.0,72.4,,,,,17.0,0.0,,,,194.0,1.0,,1.0,,,5.0,,3.0,146.0,583.0,4.0,14.0,268.0,43.0,11.0,17.0,2.0,22.0,20.0,,216.0,7.0,466.0,1.0,,15.0,11.0,58.0,2.0,712.0,1.0,0.0,23.0,24.0,2.0,23.0,1.0,908.0,39.0,16.0,13.0,4.0,16.0,0.0
918917,3.0,2017-08-27 16:00:00,14,Liverpool,Home,226.0,15.0,2.0,7.0,6.0,,1.0,192.0,4.0,,1.0,2.0,11.0,22.0,411.0,,1.0,14.0,14.0,11.0,9.0,1.0,2.0,,,,,,,,,2.0,16.0,,,,,,,3.0,5.0,3.0,13.0,5.0,,100.0,57.0,4.0,3.0,3.0,1.0,17.0,3.0,9.0,,1.0,4.0,9.0,4.0,,12.0,,42.0,53.0,1.0,19.0,7.0,,,63.0,6.0,8.0,3.0,,2.0,1.0,,173.0,3.0,,2.0,3.0,,2.0,11.0,,,4.0,,,,,,7.0,,12.0,12.0,1.0,1.0,121.0,86.0,43.0,3.0,,3.0,10.0,10.0,480.0,,,2.0,3.0,81.0,45.0,29.0,,,,,,136.0,136.0,6.0,20.0,29.0,48.6,,,,2.0,17.0,0.0,,,,113.0,,,,3.0,2.0,5.0,,3.0,94.0,395.0,12.0,13.0,240.0,40.0,19.0,16.0,3.0,16.0,14.0,3.0,148.0,2.0,283.0,,,20.0,11.0,63.0,3.0,507.0,,0.0,18.0,19.0,2.0,17.0,2.0,685.0,26.0,9.0,15.0,4.0,16.0,0.0
918928,4.0,2017-09-09 12:30:00,14,Liverpool,Away,189.0,13.0,,2.0,2.0,,,101.0,2.0,1.0,7.0,5.0,9.0,24.0,288.0,,1.0,15.0,9.0,4.0,4.0,,,,1.0,,,2.0,,,1.0,1.0,4.0,,,,,,,6.0,10.0,3.0,2.0,5.0,,50.0,57.0,1.0,1.0,,,11.0,2.0,4.0,,1.0,3.0,1.0,4.0,,9.0,4.0,36.0,39.0,,22.0,5.0,,1.0,50.0,9.0,10.0,,,3.0,1.0,2.0,128.0,,,,,,,4.0,,,,1.0,,,,,5.0,,18.0,18.0,6.0,7.0,94.0,51.0,18.0,8.0,,,4.0,3.0,349.0,,,,2.0,29.0,52.0,15.0,,,,,,120.0,120.0,2.0,28.0,19.0,33.9,,,,,11.0,0.0,,,,100.0,3.0,2.0,6.0,,,2.0,,3.0,63.0,270.0,2.0,4.0,214.0,35.0,22.0,15.0,3.0,9.0,6.0,,99.0,1.0,167.0,1.0,2.0,18.0,10.0,57.0,2.0,372.0,1.0,1.0,7.0,15.0,3.0,17.0,2.0,540.0,13.0,9.0,10.0,3.0,12.0,0.0
918937,5.0,2017-09-16 15:00:00,14,Liverpool,Home,263.0,18.0,1.0,6.0,5.0,1.0,,324.0,2.0,,8.0,2.0,15.0,27.0,581.0,,,29.0,15.0,8.0,31.0,2.0,,,,,,,,,,,32.0,,,1.0,,,,4.0,4.0,1.0,18.0,17.0,,94.0,62.0,1.0,1.0,,1.0,22.0,12.0,3.0,1.0,1.0,12.0,19.0,8.0,,5.0,,35.0,36.0,1.0,9.0,3.0,,,89.0,7.0,8.0,1.0,,1.0,,,232.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,3.0,1.0,6.0,6.0,1.0,8.0,180.0,86.0,59.0,2.0,,13.0,21.0,9.0,650.0,,,1.0,1.0,102.0,66.0,59.0,,,,,,149.0,149.0,3.0,23.0,27.0,71.3,1.0,,1.0,,22.0,0.0,,,,170.0,2.0,1.0,2.0,,,14.0,2.0,2.0,189.0,558.0,7.0,34.0,280.0,42.0,9.0,20.0,7.0,34.0,27.0,,242.0,3.0,430.0,2.0,,11.0,15.0,55.0,1.0,676.0,2.0,0.0,35.0,6.0,1.0,29.0,1.0,875.0,49.0,13.0,14.0,12.0,5.0,0.0
918947,6.0,2017-09-23 17:30:00,14,Liverpool,Away,172.0,21.0,2.0,6.0,4.0,1.0,,186.0,2.0,,5.0,9.0,10.0,26.0,352.0,1.0,,16.0,24.0,30.0,14.0,2.0,1.0,1.0,,,,1.0,,,,,20.0,,,,1.0,,,9.0,9.0,3.0,13.0,10.0,,65.0,69.0,1.0,1.0,1.0,2.0,13.0,8.0,10.0,,2.0,6.0,8.0,3.0,,9.0,5.0,61.0,68.0,2.0,34.0,18.0,,1.0,75.0,14.0,13.0,2.0,,1.0,,1.0,218.0,2.0,,2.0,2.0,,1.0,4.0,,,2.0,2.0,,,,,18.0,1.0,8.0,8.0,,5.0,104.0,91.0,38.0,3.0,1.0,8.0,10.0,6.0,460.0,,,3.0,1.0,46.0,85.0,29.0,,1.0,1.0,1.0,,183.0,183.0,5.0,26.0,27.0,56.7,1.0,,,1.0,13.0,0.0,,,,99.0,4.0,1.0,5.0,,1.0,9.0,,3.0,110.0,336.0,2.0,18.0,219.0,41.0,34.0,18.0,6.0,17.0,11.0,2.0,160.0,8.0,284.0,2.0,,38.0,12.0,71.0,1.0,486.0,1.0,0.0,23.0,14.0,,25.0,3.0,688.0,37.0,12.0,12.0,6.0,9.0,0.0
918959,7.0,2017-10-01 16:30:00,14,Liverpool,Away,226.0,17.0,2.0,8.0,6.0,,,297.0,7.0,,10.0,2.0,12.0,32.0,515.0,,,20.0,17.0,20.0,11.0,1.0,,,,,,1.0,,,,1.0,11.0,,,,,,1.0,4.0,2.0,6.0,10.0,7.0,,78.0,57.0,1.0,3.0,,1.0,16.0,6.0,3.0,,,5.0,15.0,6.0,,14.0,2.0,39.0,57.0,1.0,14.0,6.0,,,96.0,6.0,11.0,,,2.0,1.0,1.0,199.0,,,,,,,7.0,,,1.0,,,,,,6.0,1.0,13.0,13.0,1.0,10.0,177.0,97.0,63.0,1.0,1.0,7.0,5.0,2.0,594.0,,,2.0,3.0,101.0,72.0,40.0,,,,,,155.0,155.0,3.0,10.0,34.0,67.8,,2.0,,,16.0,0.0,,,,159.0,1.0,3.0,4.0,2.0,,9.0,1.0,3.0,147.0,498.0,6.0,12.0,243.0,39.0,14.0,10.0,5.0,27.0,22.0,,201.0,5.0,397.0,,,10.0,13.0,55.0,2.0,613.0,,0.0,17.0,16.0,,24.0,1.0,812.0,25.0,15.0,10.0,5.0,10.0,0.0
918967,8.0,2017-10-14 12:30:00,14,Liverpool,Home,268.0,11.0,2.0,5.0,3.0,2.0,1.0,237.0,5.0,,4.0,3.0,9.0,12.0,500.0,,,24.0,11.0,11.0,15.0,2.0,,,,,,,,,,,14.0,,,,,,1.0,4.0,2.0,4.0,11.0,8.0,,75.0,58.0,2.0,2.0,,5.0,13.0,6.0,10.0,,1.0,7.0,16.0,2.0,,16.0,1.0,49.0,63.0,5.0,24.0,9.0,,1.0,62.0,7.0,13.0,,1.0,2.0,1.0,,176.0,,,,,,,5.0,,,,,,,,,9.0,,7.0,7.0,2.0,4.0,170.0,69.0,43.0,3.0,,6.0,11.0,5.0,561.0,,,3.0,,42.0,60.0,32.0,,,,,,148.0,148.0,4.0,28.0,21.0,62.2,,,,,13.0,0.0,,,,159.0,1.0,,1.0,,,8.0,1.0,3.0,136.0,481.0,5.0,17.0,287.0,24.0,24.0,27.0,7.0,26.0,19.0,,181.0,4.0,319.0,,,12.0,9.0,34.0,3.0,580.0,,0.0,19.0,17.0,,32.0,0.0,807.0,32.0,14.0,22.0,7.0,15.0,0.0
918981,9.0,2017-10-22 16:00:00,14,Liverpool,Away,281.0,24.0,,4.0,4.0,1.0,,268.0,3.0,,5.0,2.0,5.0,48.0,545.0,,,27.0,10.0,8.0,7.0,,,,,,,,,,,,11.0,,,,,,,6.0,11.0,3.0,4.0,8.0,,106.0,66.0,1.0,,1.0,3.0,22.0,4.0,6.0,1.0,,5.0,14.0,9.0,,14.0,,46.0,46.0,3.0,12.0,7.0,2.0,,78.0,8.0,2.0,1.0,,1.0,1.0,,199.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,7.0,1.0,2.0,2.0,,5.0,167.0,98.0,69.0,3.0,,,8.0,7.0,617.0,,,4.0,3.0,81.0,121.0,33.0,,,,,,157.0,157.0,8.0,28.0,25.0,63.8,,,,1.0,22.0,0.0,,,,157.0,2.0,,1.0,,,1.0,,3.0,119.0,534.0,9.0,8.0,298.0,38.0,12.0,18.0,4.0,28.0,24.0,,168.0,1.0,359.0,,1.0,13.0,6.0,73.0,2.0,629.0,,0.0,12.0,26.0,,32.0,1.0,830.0,19.0,17.0,10.0,5.0,17.0,0.0
918989,10.0,2017-10-28 15:00:00,14,Liverpool,Home,296.0,14.0,3.0,5.0,2.0,4.0,,369.0,1.0,,6.0,1.0,21.0,26.0,660.0,,,22.0,10.0,14.0,7.0,2.0,,,1.0,,,1.0,,,,,9.0,,1.0,,1.0,,1.0,1.0,,1.0,12.0,4.0,,98.0,68.0,1.0,1.0,2.0,1.0,16.0,2.0,7.0,,,9.0,10.0,2.0,,11.0,,37.0,44.0,1.0,14.0,9.0,,,93.0,10.0,8.0,2.0,,4.0,1.0,1.0,212.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,2.0,,,,,2.0,9.0,2.0,7.0,7.0,,6.0,234.0,107.0,81.0,2.0,1.0,4.0,7.0,8.0,757.0,,,,,74.0,99.0,49.0,,,,,1.0,156.0,156.0,4.0,28.0,30.0,73.4,1.0,,,,16.0,0.0,,,,222.0,,,,,,6.0,,3.0,125.0,652.0,7.0,11.0,313.0,41.0,14.0,10.0,9.0,22.0,13.0,,188.0,8.0,475.0,,,8.0,21.0,52.0,,766.0,,0.0,16.0,14.0,,24.0,0.0,933.0,30.0,18.0,8.0,9.0,13.0,0.0
