playerId,playerName,position,team_name,team_id,nationality,season,penaltiesSaved,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,aerialDuels,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,groundDuelsLost,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,setPiecesGoals,substituteOn,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,penaltiesTaken,rightFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,penaltyGoals,substituteOff,foulWonPenalty,offsides,leftFootGoals
16045,Ben Watson,Midfielder,Wigan,111,England,2010-11,,0.0,,,186.0,29.0,1.0,23.0,253.0,1379.0,,,3.0,,2122.0,106.0,4.0,85.0,999.0,,,3.0,42.0,11.0,56.0,40.0,372.0,,20.0,2.0,212.0,,504.0,193.0,29.0,,,631.0,36.0,175.0,0.0,,1323.0,9.0,407.0,,,340.0,127.0,1857.0,36.0,533.0,,3.0,67.0,67.0,106.0,3.0,4.0,7.0,,55.0,18.0,8.0,34.0,14.0,3.0,1.0,37.0,38.0,16.0,,5.0,,90.0,2.0,13.0,1.0,5.0,,,87.0,32.0,21.0,11.0,42.0,10.0,4.0,28.0,73.0,163.0,8.0,1.0,,1.0,6.0,94.0,3.0,31.0,2.0,3.0,7.0,49.0,1.0,2.0,3.0,,,
61538,Callum McManaman,Midfielder,Wigan,111,England,2010-11,,0.0,,,1.0,3.0,,,1.0,3.0,,,,,12.0,,,,2.0,,,,,,,,,,,0.0,2.0,,2.0,2.0,3.0,,,2.0,,1.0,0.0,,3.0,,2.0,,,1.0,,4.0,,,,0.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,Wigan,111,France,2010-11,,1.0,,,208.0,34.0,5.0,32.0,224.0,1006.0,,,4.0,,2796.0,202.0,4.0,192.0,755.0,,,,63.0,4.0,2.0,49.0,,,54.0,,572.0,,,166.0,34.0,,,653.0,45.0,525.0,1.0,,,39.0,,,,,27.0,1807.0,6.0,155.0,,2.0,16.0,28.0,370.0,16.0,25.0,29.0,,28.0,53.0,23.0,63.0,70.0,9.0,,47.0,26.0,37.0,1.0,,,333.0,,13.0,,172.0,,1.0,96.0,,10.0,24.0,15.0,110.0,,44.0,26.0,,19.0,,1.0,3.0,2.0,41.0,5.0,10.0,,,14.0,26.0,,,14.0,1.0,6.0,8.0
18276,Daniel de Ridder,Midfielder,Wigan,111,Netherlands,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66583,Hendry Thomas,Midfielder,Wigan,111,Honduras,2010-11,,0.0,,,144.0,24.0,,22.0,198.0,955.0,,,3.0,,1885.0,123.0,4.0,108.0,690.0,,,1.0,8.0,3.0,39.0,34.0,277.0,,24.0,0.0,248.0,,274.0,125.0,24.0,,,336.0,30.0,202.0,0.0,,927.0,1.0,231.0,,,287.0,67.0,1240.0,29.0,421.0,,6.0,54.0,56.0,125.0,,1.0,1.0,,82.0,5.0,,26.0,1.0,,,46.0,,31.0,1.0,3.0,,94.0,,17.0,,1.0,,,1.0,16.0,15.0,4.0,65.0,2.0,8.0,48.0,64.0,117.0,3.0,,1.0,,2.0,1.0,2.0,,,,2.0,,,,6.0,,,
50471,James McArthur,Midfielder,Wigan,111,Scotland,2010-11,,0.0,,,62.0,18.0,,3.0,79.0,289.0,,,,,542.0,38.0,1.0,27.0,197.0,,,2.0,6.0,,14.0,11.0,65.0,,4.0,0.0,76.0,,125.0,60.0,18.0,,,118.0,10.0,56.0,0.0,,289.0,2.0,107.0,,,52.0,13.0,388.0,14.0,92.0,,0.0,17.0,23.0,38.0,,3.0,2.0,1.0,19.0,2.0,3.0,4.0,2.0,,,20.0,,9.0,,4.0,1.0,29.0,,9.0,,6.0,,,2.0,16.0,11.0,,10.0,4.0,2.0,7.0,13.0,47.0,3.0,,,,15.0,,1.0,,,,,,,,,,,
50472,James McCarthy,Midfielder,Wigan,111,Ireland,2010-11,,0.0,,,103.0,24.0,1.0,24.0,134.0,826.0,,,5.0,,1982.0,117.0,4.0,111.0,640.0,,,3.0,18.0,4.0,15.0,34.0,215.0,,31.0,0.0,224.0,,248.0,145.0,24.0,,,397.0,30.0,203.0,0.0,,822.0,7.0,215.0,,,210.0,52.0,1160.0,16.0,297.0,,2.0,31.0,34.0,107.0,2.0,7.0,7.0,3.0,64.0,17.0,5.0,39.0,14.0,3.0,0.0,21.0,2.0,15.0,,20.0,,92.0,3.0,15.0,,11.0,,,14.0,33.0,6.0,10.0,49.0,16.0,6.0,30.0,55.0,153.0,4.0,1.0,,,,1.0,2.0,,,2.0,,,,,7.0,,,1.0
92444,Jordan Robinson,Midfielder,Wigan,111,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50023,Jordi Gómez,Midfielder,Wigan,111,Spain,2010-11,,0.0,,,50.0,13.0,,9.0,59.0,362.0,,,1.0,,725.0,61.0,1.0,56.0,283.0,,,,9.0,,5.0,11.0,78.0,,24.0,2.0,101.0,,93.0,43.0,13.0,,,215.0,10.0,92.0,0.0,,348.0,1.0,121.0,,,113.0,20.0,526.0,5.0,90.0,,0.0,9.0,15.0,40.0,,3.0,5.0,1.0,23.0,15.0,4.0,31.0,9.0,1.0,0.0,9.0,2.0,4.0,,6.0,,36.0,1.0,8.0,,8.0,,,16.0,30.0,5.0,10.0,15.0,9.0,2.0,3.0,12.0,78.0,1.0,,,1.0,4.0,14.0,1.0,2.0,,,4.0,5.0,,,6.0,,,1.0
28147,Mohamed Diamé,Midfielder,Wigan,111,Senegal,2010-11,,0.0,,,186.0,36.0,2.0,30.0,239.0,1064.0,,,4.0,,2639.0,252.0,4.0,215.0,745.0,,,,35.0,2.0,45.0,49.0,,,50.0,,507.0,,,168.0,36.0,,,511.0,45.0,413.0,0.0,,,13.0,,,,,80.0,1646.0,16.0,316.0,,6.0,53.0,50.0,255.0,2.0,10.0,12.0,,108.0,27.0,20.0,40.0,17.0,1.0,,94.0,2.0,57.0,,,,198.0,,30.0,,49.0,,,17.0,,37.0,15.0,78.0,57.0,5.0,53.0,70.0,,2.0,,1.0,,6.0,,2.0,,,1.0,,,,,12.0,1.0,3.0,
