season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827868,1,4,Newcastle_United,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,8.0,13.0,21.0,3.0,4.0,5.0,,,,1.0,,,1.0,8.0,8.0,,1.0,1.0,,,,1.0,2.0,1.0,,90.0,,1.0,,,,,,14.0,,6.6,,,1.0,,2.0,4.0,1.0,,2.0,,14.0,16.0,29.0,1,2.0,49.0,1.0,,2.0,2.0
2018-19,7827868,1,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,,,9.0,26.0,17.0,43.0,3.0,2.0,12.0,,,,1.0,,,,7.0,6.0,,,3.0,,,,,1.0,2.0,,90.0,,,,,,,,16.0,,7.2,,,,,,2.0,2.0,,13.0,,40.0,19.0,57.0,0,1.0,67.0,,1.0,2.0,
2018-19,7827868,1,4,Newcastle_United,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827868,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,False,2.0,,1.0,11.0,9.0,18.0,,2.0,4.0,1.0,,1.0,,,,1.0,3.0,4.0,,,3.0,1.0,,,,1.0,2.0,,69.0,,,,,,,,8.0,,7.1,,,1.0,,2.0,1.0,3.0,,2.0,,14.0,10.0,21.0,2,,40.0,3.0,1.0,1.0,
2018-19,7827868,1,4,Newcastle_United,Home,152390,104953,Christian Atsu,christian-atsu,M,True,1.0,,,2.0,3.0,4.0,1.0,,2.0,,,,,,,2.0,4.0,2.0,,,,,,,,,1.0,,21.0,,,,,,,,5.0,,6.8,,,1.0,,,1.0,1.0,,,1.0,3.0,3.0,5.0,1,1.0,14.0,1.0,1.0,,1.0
2018-19,7827868,1,4,Newcastle_United,Home,801391,167767,Kenedy,kenedy,M,False,,,,11.0,7.0,18.0,2.0,1.0,9.0,,1.0,,,,,4.0,9.0,13.0,,1.0,,,,,,6.0,,,90.0,,,,,,,,24.0,,6.5,,,1.0,,,9.0,2.0,,1.0,,20.0,11.0,29.0,1,1.0,65.0,4.0,5.0,6.0,1.0
2018-19,7827898,2,4,Newcastle_United,Away,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,6.0,16.0,22.0,2.0,4.0,4.0,,,,4.0,,,4.0,13.0,8.0,,,3.0,,,,,,,,90.0,1.0,2.0,,,,,,19.0,,5.8,,,,,2.0,,,,5.0,,13.0,22.0,35.0,1,3.0,53.0,2.0,1.0,,2.0
2018-19,7827898,2,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,2.0,,8.0,18.0,20.0,36.0,1.0,1.0,8.0,1.0,,1.0,,,,1.0,3.0,2.0,,,1.0,,,,,,5.0,,90.0,1.0,,,,,,,25.0,,7.5,,,,,1.0,,5.0,,24.0,,38.0,23.0,56.0,2,1.0,72.0,1.0,,,1.0
2018-19,7827898,2,4,Newcastle_United,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827898,2,4,Newcastle_United,Away,42699,56983,Matt Ritchie,matt-ritchie,M,False,,,,4.0,4.0,8.0,4.0,,2.0,,,,,,,,5.0,1.0,,,1.0,,,,,,,,70.0,,1.0,,,,,,13.0,,6.3,,,,,,1.0,2.0,,3.0,,13.0,6.0,17.0,0,,28.0,2.0,,1.0,
2018-19,7827898,2,4,Newcastle_United,Away,190843,153127,Isaac Hayden,isaac-hayden,M,True,,,,,3.0,3.0,,1.0,3.0,,,,,,,,3.0,3.0,,,3.0,,,,,1.0,,,21.0,,,,,,,,6.0,,5.5,,,,,,,,,,,1.0,5.0,6.0,0,1.0,12.0,2.0,1.0,,
2018-19,7827898,2,4,Newcastle_United,Away,801391,167767,Kenedy,kenedy,M,False,,,1.0,3.0,5.0,8.0,2.0,,3.0,,1.0,1.0,1.0,,,6.0,13.0,7.0,,,1.0,,,,,1.0,,,90.0,2.0,,,,,1.0,,18.0,,5.7,,,,,,5.0,,,1.0,,8.0,6.0,14.0,3,1.0,41.0,2.0,4.0,2.0,1.0
2018-19,7827906,3,4,Newcastle_United,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,3.0,3.0,6.0,9.0,,,5.0,,,1.0,2.0,,,3.0,7.0,4.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,10.0,,6.3,,,,,2.0,,,,4.0,,5.0,11.0,16.0,1,4.0,33.0,,,,1.0
