season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243392,1,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,1.0,7.0,8.0,14.0,,,4.0,,,2.0,2.0,,1.0,3.0,3.0,,,,,,,1.0,,,54.0,,,,,,,8.0,,6.7,,,,,,1.0,2.0,,3.0,,11.0,10.0,19.0,2,2.0,30.0,,,1.0,1.0
2019-20,8243392,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,False,,,1.0,14.0,12.0,26.0,,1.0,7.0,,,,3.0,,,5.0,3.0,,,1.0,,,,,3.0,3.0,90.0,,,,,,,20.0,,6.5,,,,,,1.0,6.0,,4.0,,29.0,14.0,37.0,0,1.0,58.0,2.0,1.0,,1.0
2019-20,8243392,1,4,Newcastle_United,Home,190843,153127,Isaac Hayden,isaac-hayden,M,False,,,,15.0,11.0,26.0,1.0,1.0,9.0,,,,2.0,,,4.0,10.0,,,1.0,,,,,4.0,1.0,90.0,,,,,,,8.0,,7.4,,,,,2.0,3.0,,,,,17.0,14.0,31.0,0,4.0,51.0,2.0,2.0,3.0,2.0
2019-20,8243392,1,4,Newcastle_United,Home,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,,12.0,7.0,19.0,1.0,,8.0,,,1.0,,,2.0,5.0,4.0,,,1.0,,,,,,1.0,90.0,,,,,,,19.0,,6.6,,,1.0,,,4.0,2.0,,1.0,1.0,20.0,8.0,26.0,2,,50.0,4.0,2.0,2.0,
2019-20,8243392,1,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,,,,19.0,10.0,29.0,3.0,8.0,10.0,,,,1.0,,,4.0,11.0,,,,,,,,1.0,,90.0,1.0,,,,,,15.0,,7.3,,,2.0,,,2.0,,,,,24.0,12.0,36.0,3,1.0,53.0,8.0,,2.0,1.0
2019-20,8243392,1,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,1.0,7.0,11.0,18.0,2.0,2.0,3.0,,,,1.0,,,4.0,5.0,,,1.0,,,,,,,67.0,,,,,,,8.0,,6.6,,,,,,,,,2.0,,14.0,12.0,26.0,0,3.0,32.0,,,,2.0
2019-20,8243421,2,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,False,1.0,,9.0,23.0,23.0,45.0,,,7.0,,,,,,2.0,2.0,3.0,,,,,1.0,,,,3.0,90.0,1.0,,,,,,13.0,,7.3,,,,,,2.0,2.0,,14.0,,31.0,25.0,54.0,1,,65.0,1.0,1.0,2.0,
2019-20,8243421,2,4,Newcastle_United,Away,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,False,1.0,,2.0,16.0,11.0,26.0,,1.0,2.0,,,,2.0,,,2.0,3.0,,,,,,,,,1.0,74.0,,,,,,,3.0,,6.5,,,,,2.0,1.0,1.0,,3.0,,18.0,11.0,28.0,0,,34.0,1.0,1.0,1.0,
2019-20,8243421,2,4,Newcastle_United,Away,42699,56983,Matt Ritchie,matt-ritchie,M,False,3.0,,1.0,16.0,17.0,30.0,,,7.0,1.0,,,1.0,,,5.0,7.0,,,3.0,,,,,2.0,2.0,90.0,1.0,,,,,,21.0,,7.1,,,2.0,,,2.0,12.0,,7.0,,29.0,21.0,38.0,3,4.0,75.0,2.0,2.0,1.0,2.0
2019-20,8243421,2,4,Newcastle_United,Away,190843,153127,Isaac Hayden,isaac-hayden,M,False,1.0,,,6.0,8.0,13.0,2.0,1.0,7.0,1.0,,,3.0,,1.0,11.0,5.0,,,,,,,,,1.0,90.0,,,,,,,19.0,,5.9,,,1.0,,2.0,6.0,3.0,,2.0,1.0,15.0,9.0,21.0,1,2.0,44.0,2.0,1.0,1.0,2.0
2019-20,8243421,2,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,1.0,11.0,7.0,18.0,1.0,,3.0,,,,1.0,,,2.0,3.0,,,,,,,,,,90.0,,,,,,,10.0,,6.7,,,1.0,,,1.0,,,1.0,,15.0,9.0,24.0,1,1.0,34.0,3.0,1.0,1.0,
2019-20,8243421,2,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,,7.0,4.0,11.0,7.0,2.0,4.0,,1.0,,,,5.0,14.0,5.0,,,2.0,,,,,,1.0,67.0,,,,,,,12.0,,6.3,,,2.0,,1.0,,,,,,9.0,5.0,14.0,2,3.0,35.0,4.0,1.0,,3.0
2019-20,8243421,2,4,Newcastle_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,6.0,4.0,10.0,,,2.0,,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,16.0,,,,,,,,,6.8,,,,,,,,,,,6.0,4.0,10.0,0,,13.0,,,,
2019-20,8243433,3,4,Newcastle_United,Away,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243433,3,4,Newcastle_United,Away,42699,56983,Matt Ritchie,matt-ritchie,M,False,2.0,,1.0,13.0,12.0,23.0,,1.0,7.0,,,,1.0,,,2.0,4.0,,,1.0,,,,,,2.0,90.0,,2.0,,,,,12.0,,7.3,,,,,2.0,1.0,5.0,,5.0,,21.0,12.0,28.0,0,1.0,53.0,4.0,1.0,1.0,1.0
2019-20,8243433,3,4,Newcastle_United,Away,152390,104953,Christian Atsu,christian-atsu,M,True,,,2.0,9.0,10.0,19.0,,1.0,7.0,1.0,,,1.0,,,5.0,4.0,,,1.0,1.0,,,,,3.0,73.0,,,,,,,9.0,,7.0,,,,,,5.0,,,2.0,2.0,11.0,11.0,22.0,0,1.0,36.0,2.0,,2.0,1.0
2019-20,8243433,3,4,Newcastle_United,Away,190843,153127,Isaac Hayden,isaac-hayden,M,False,,,1.0,4.0,6.0,10.0,,2.0,1.0,,,1.0,4.0,,,4.0,5.0,,,,,,,,1.0,,90.0,,1.0,,,,,2.0,,6.8,,,,,2.0,,,,2.0,,5.0,7.0,12.0,1,3.0,23.0,,,,2.0
2019-20,8243433,3,4,Newcastle_United,Away,333373,179018,Miguel Almirón,miguel-almiron,M,False,,,,7.0,4.0,11.0,,,4.0,,,2.0,2.0,,1.0,6.0,4.0,,,2.0,,,,,2.0,,90.0,,,,,,,16.0,,6.3,,,,,1.0,1.0,1.0,,,1.0,10.0,6.0,15.0,2,1.0,43.0,6.0,3.0,,
2019-20,8243433,3,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,,16.0,7.0,23.0,8.0,2.0,,,,,,,2.0,12.0,3.0,,,1.0,,1.0,,,,2.0,88.0,2.0,,,,,,10.0,,7.3,,,,,3.0,1.0,,,,1.0,18.0,7.0,25.0,2,,40.0,4.0,1.0,,
2019-20,8243433,3,4,Newcastle_United,Away,866191,180135,Sean Longstaff,sean-longstaff,M,False,,,2.0,5.0,3.0,8.0,,1.0,2.0,,,,2.0,,1.0,3.0,3.0,,,,,,,,,,90.0,1.0,,,,,,9.0,,6.5,,,,,2.0,,,,5.0,,11.0,3.0,14.0,1,2.0,23.0,2.0,,,1.0
2019-20,8243438,4,4,Newcastle_United,Home,36465,50232,Jonjo Shelvey,jonjo-shelvey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243438,4,4,Newcastle_United,Home,38642,76542,Sung-Yueng Ki,sung-yueng-ki,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243438,4,4,Newcastle_United,Home,152390,104953,Christian Atsu,christian-atsu,M,False,3.0,,1.0,23.0,5.0,25.0,1.0,,2.0,,,,1.0,,,4.0,5.0,,,1.0,,,,,,3.0,82.0,1.0,,,,,,12.0,,7.2,,,,,,4.0,7.0,,2.0,1.0,33.0,6.0,32.0,1,,49.0,,2.0,3.0,
