season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025016,1,4,Newcastle_United,Away,560128,180974,Joelinton,joelinton,M,False,,,,12.0,9.0,21.0,4.0,1.0,,5.0,,,,,,,6.0,5.0,,,0.0175009,,,1.0,0.0,,,,,1.0,,,0.87,3.97,1.75,0.18,2.4,83.0,,,,,,,6.0,,,6.6,,,,,,1.0,1.0,1.0,,1.0,,13.0,10.0,23.0,,,0,2.0,39.0,1.0,2.0,,1.0
2025-26,14025016,1,4,Newcastle_United,Away,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,4.0,31.0,10.0,41.0,2.0,1.0,,5.0,,,,1.0,,1.0,6.0,3.0,,,0.103315,,,2.0,0.0,,,,,1.0,1.0,,0.58,5.9,2.02,0.06,2.89,90.0,,,,,,,10.0,,,6.9,,,,,,,,1.0,,5.0,,35.0,12.0,47.0,,,0,2.0,58.0,2.0,,,1.0
2025-26,14025016,1,4,Newcastle_United,Away,892673,432422,Sandro Tonali,sandro-tonali,M,False,,,2.0,29.0,19.0,48.0,,1.0,,5.0,1.0,,,2.0,,,4.0,3.0,,,0.180912,,,1.0,0.0,,,,,1.0,2.0,,0.51,5.66,2.1,0.2,2.85,90.0,,,,,,,15.0,,,6.8,,,,,,1.0,1.0,3.0,,5.0,,38.0,20.0,58.0,,,0,2.0,72.0,1.0,1.0,,2.0
2025-26,14025016,1,4,Newcastle_United,Away,1400650,547719,Lewis Miley,lewis-miley,M,True,,,,6.0,1.0,7.0,,,,1.0,,,,,,,,,,,0.0128498,,,,0.0,,,,,,1.0,,0.15,0.86,0.37,0.03,0.3,8.0,,,,,,,4.0,,,6.5,,,,,,,,,,,,9.0,2.0,11.0,,,0,,11.0,,,,
2025-26,14025016,1,4,Newcastle_United,Away,1501498,623110,Park Seung-soo,park-seung-soo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,,,1.0,7.0,2.0,9.0,1.0,3.0,,2.0,,,1.0,,,1.0,3.0,6.0,,,0.00314115,0.0442,,1.0,0.0,,,,,1.0,,,,,,,,76.0,,,,,,,4.0,,,6.8,,,,,,1.0,,,,1.0,,9.0,2.0,11.0,,,1,2.0,21.0,1.0,1.0,,
2025-26,14147154,2,4,Newcastle_United,Home,866469,208706,Bruno Guimarães,bruno-guimaraes,M,False,,,1.0,13.0,7.0,20.0,1.0,,,9.0,,,,2.0,,2.0,13.0,7.0,,,0.0225652,0.1695,0.86,4.0,0.0,1.0,,,,,,,,,,,,90.0,1.0,,,,,,20.0,,,7.3,,,,,,,6.0,1.0,,6.0,,21.0,7.0,28.0,,,1,3.0,51.0,4.0,3.0,1.0,2.0
2025-26,14147154,2,4,Newcastle_United,Home,888550,200089,Joe Willock,joe-willock,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,892673,432422,Sandro Tonali,sandro-tonali,M,False,,,,6.0,8.0,14.0,,,,3.0,,,1.0,1.0,,,2.0,1.0,,,0.010287,0.0899,,1.0,0.0,,,,,1.0,,,,,,,,66.0,,,,,,,6.0,,,6.4,,,1.0,,,1.0,,1.0,,2.0,,9.0,8.0,17.0,,,2,,30.0,2.0,1.0,,
2025-26,14147154,2,4,Newcastle_United,Home,975937,232653,Jacob Ramsey,jacob-ramsey,M,True,,,,5.0,3.0,8.0,1.0,,,3.0,,,,,,,1.0,1.0,,,0.0168348,,,,0.0,,,,,,1.0,,,,,,,14.0,,,,,,,1.0,,,6.6,,,,,,,,1.0,,,,5.0,3.0,8.0,,,0,1.0,10.0,,,,
