season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2009-10,1062469,1,1,Manchester_United,Home,278,8595,Dimitar Berbatov,dimitar-berbatov,F,False,0.0,0.0,74.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,749,1841,Wes Brown,wes-brown,D,True,0.0,0.0,15.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,754,3,Ryan Giggs,ryan-giggs,M,True,0.0,0.0,44.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,761,363,Paul Scholes,paul-scholes,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,763,3736,John O'Shea,john-oshea,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,1054,10135,Tomasz Kuszczak,tomasz-kuszczak,G,True,,,,,,
2009-10,1062469,1,1,Manchester_United,Home,3063,14075,Patrice Evra,patrice-evra,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,10599,9089,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,17740,38530,Nani,nani,M,False,0.0,0.0,46.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,17887,27258,Anderson,anderson,M,True,,,,,,
2009-10,1062469,1,1,Manchester_United,Home,21073,27707,Darron Gibson,darron-gibson,M,True,,,,,,
2009-10,1062469,1,1,Manchester_United,Home,30144,37642,Jonny Evans,jonny-evans,D,False,0.0,0.0,75.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,
2009-10,1062469,1,1,Manchester_United,Home,40677,54771,Fábio,fabio,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062469,1,1,Manchester_United,Home,1421986,1795,Michael Owen,michael-owen,F,True,0.0,0.0,16.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,278,8595,Dimitar Berbatov,dimitar-berbatov,F,True,0.0,0.0,27.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,745,1807,Gary Neville,gary-neville,D,True,0.0,0.0,19.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,749,1841,Wes Brown,wes-brown,D,False,0.0,0.0,71.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,754,3,Ryan Giggs,ryan-giggs,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,761,363,Paul Scholes,paul-scholes,M,True,,,,,,
2009-10,1062476,2,1,Manchester_United,Away,763,3736,John O'Shea,john-oshea,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,938,2404,Michael Carrick,michael-carrick,M,False,0.0,0.0,90.0,0.0,1.0,0.0
2009-10,1062476,2,1,Manchester_United,Away,1054,10135,Tomasz Kuszczak,tomasz-kuszczak,G,True,,,,,,
2009-10,1062476,2,1,Manchester_United,Away,2496,12882,Ji-Sung Park,ji-sung-park,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,3063,14075,Patrice Evra,patrice-evra,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,10599,9089,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,True,0.0,0.0,31.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,17887,27258,Anderson,anderson,M,False,0.0,0.0,59.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,21073,27707,Darron Gibson,darron-gibson,M,True,,,,,,
2009-10,1062476,2,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062476,2,1,Manchester_United,Away,30420,46695,Ritchie De Laet,ritchie-de-laet,D,True,,,,,,
2009-10,1062476,2,1,Manchester_United,Away,1421986,1795,Michael Owen,michael-owen,F,False,0.0,0.0,63.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,278,8595,Dimitar Berbatov,dimitar-berbatov,F,False,1.0,1.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,745,1807,Gary Neville,gary-neville,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,0.0,2.0,71.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,754,3,Ryan Giggs,ryan-giggs,M,True,,,,,,
2009-10,1062493,3,1,Manchester_United,Away,761,363,Paul Scholes,paul-scholes,M,False,1.0,0.0,72.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,763,3736,John O'Shea,john-oshea,D,True,0.0,0.0,18.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,765,14295,Darren Fletcher,darren-fletcher,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,1054,10135,Tomasz Kuszczak,tomasz-kuszczak,G,True,,,,,,
2009-10,1062493,3,1,Manchester_United,Away,3063,14075,Patrice Evra,patrice-evra,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,10599,9089,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,11184,14965,Nemanja Vidić,nemanja-vidic,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,0.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,17740,38530,Nani,nani,M,False,1.0,1.0,90.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,21073,27707,Darron Gibson,darron-gibson,M,True,0.0,0.0,18.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,30144,37642,Jonny Evans,jonny-evans,D,False,0.0,0.0,72.0,0.0,,0.0
2009-10,1062493,3,1,Manchester_United,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,,,
2009-10,1062493,3,1,Manchester_United,Away,40677,54771,Fábio,fabio,D,True,,,,,,
2009-10,1062493,3,1,Manchester_United,Away,1421986,1795,Michael Owen,michael-owen,F,True,0.0,1.0,19.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,278,8595,Dimitar Berbatov,dimitar-berbatov,F,True,0.0,0.0,5.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,745,1807,Gary Neville,gary-neville,D,True,,,,,,
2009-10,1062499,4,1,Manchester_United,Home,749,1841,Wes Brown,wes-brown,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,0.0,1.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,754,3,Ryan Giggs,ryan-giggs,M,False,0.0,0.0,85.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,761,363,Paul Scholes,paul-scholes,M,True,,,,,,
2009-10,1062499,4,1,Manchester_United,Home,763,3736,John O'Shea,john-oshea,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,765,14295,Darren Fletcher,darren-fletcher,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,938,2404,Michael Carrick,michael-carrick,M,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,1054,10135,Tomasz Kuszczak,tomasz-kuszczak,G,True,,,,,,
2009-10,1062499,4,1,Manchester_United,Home,2496,12882,Ji-Sung Park,ji-sung-park,M,True,0.0,0.0,27.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,3063,14075,Patrice Evra,patrice-evra,D,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,10599,9089,Ben Foster,ben-foster,G,False,0.0,0.0,90.0,0.0,,0.0
2009-10,1062499,4,1,Manchester_United,Home,11184,14965,Nemanja Vidić,nemanja-vidic,D,False,0.0,0.0,90.0,0.0,,0.0
