season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,1,Manchester_United,Home,122951,61256,Casemiro,casemiro,M,False,,,6.0,14.0,11.0,25.0,,1.0,,2.0,,,,1.0,,,,1.0,6.0,,,0.0182008,,,,0.0,,,,,,1.0,,0.37,3.94,1.04,0.18,1.98,65.0,,,,,,,,9.0,,,7.3,,,,,,,,,,7.0,,19.0,14.0,33.0,,,0,3.0,41.0,1.0,2.0,,2.0
2025-26,14025056,1,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,True,,,,2.0,3.0,5.0,,,,,,,,,,,1.0,2.0,,,,0.00160969,,,1.0,0.0,,,,,,,,0.08,0.85,0.2,0.04,0.48,10.0,,,,,,,,3.0,,,6.4,,,,,,3.0,,,,,,3.0,4.0,7.0,,,0,,11.0,,,,
2025-26,14025056,1,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,,,5.0,20.0,24.0,44.0,,3.0,,5.0,,,,1.0,,,,2.0,6.0,,,0.0152338,,,1.0,0.0,,,,,,1.0,,0.37,4.04,0.95,0.14,2.85,80.0,,,,,,,,13.0,,,6.8,,,,,,1.0,,,,7.0,,23.0,34.0,57.0,,,0,3.0,63.0,,,,1.0
2025-26,14025056,1,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,1.0,,5.0,26.0,20.0,46.0,,2.0,,6.0,,,2.0,4.0,,,1.0,7.0,7.0,,,0.29828,0.1541,,1.0,0.0,,,,,,5.0,,0.73,5.14,1.66,0.27,3.08,90.0,,,,,,,,15.0,,,7.8,,,,,,2.0,2.0,5.0,,9.0,,33.0,22.0,55.0,,,2,3.0,77.0,,2.0,1.0,
2025-26,14025056,1,1,Manchester_United,Home,803031,209365,Matthijs de Ligt,matthijs-de-ligt,D,False,1.0,,4.0,17.0,32.0,49.0,4.0,6.0,,4.0,,,1.0,1.0,,,,6.0,9.0,,,0.0641885,0.214,0.0665,1.0,0.0,,,,,,1.0,,0.39,4.43,1.09,0.18,3.18,90.0,1.0,2.0,,,,,,8.0,,,7.4,,,1.0,,,6.0,,1.0,,7.0,,22.0,35.0,57.0,,,3,2.0,74.0,,1.0,,1.0
2025-26,14025056,1,1,Manchester_United,Home,815890,451302,Altay Bayındır,altay-bayindir,G,False,,,8.0,4.0,31.0,35.0,,,,10.0,,,,,,,,,2.0,1.0,,0.00084719,,,,0.0,,0.2134,1.0,,,,,0.02,1.43,0.1,0.0,3.92,90.0,,,,,,,,11.0,,,6.4,1.0,2.0,,,,1.0,,,,18.0,,14.0,31.0,45.0,,,0,,56.0,1.0,2.0,,
2025-26,14025056,1,1,Manchester_United,Home,836694,184341,Mason Mount,mason-mount,F,False,,,4.0,16.0,4.0,20.0,1.0,1.0,,2.0,,,2.0,,,,1.0,2.0,2.0,,,0.153348,0.1222,,,0.0,,,,,,2.0,,0.51,3.25,1.32,0.21,2.1,65.0,,,,,,,,9.0,,,6.9,,,,,,,,1.0,,6.0,,20.0,6.0,26.0,,,2,1.0,33.0,1.0,,,1.0
2025-26,14025056,1,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,,,1.0,6.0,8.0,14.0,,,,2.0,,,,,,,,,1.0,,,0.146643,,,,0.0,,,,,,1.0,,0.53,2.87,1.22,0.28,1.66,55.0,,,,,,,,2.0,,,6.8,,,,,,3.0,,,,1.0,1.0,7.0,8.0,15.0,,,0,1.0,25.0,,,,1.0
2025-26,14025056,1,1,Manchester_United,Home,846425,232112,Manuel Ugarte,manuel-ugarte,M,True,,,1.0,10.0,7.0,17.0,,,,1.0,,,,,,,1.0,3.0,,,,0.0112703,0.0274,,2.0,0.0,,,,,,1.0,,0.14,1.49,0.58,0.06,1.09,25.0,,,,,,,,3.0,,,6.5,,,1.0,,,,,,,1.0,,10.0,9.0,19.0,,,1,,22.0,,,,
