season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437923,14,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,2.0,,,14.0,6.0,18.0,1.0,,2.0,1.0,1.0,,2.0,,,3.0,7.0,4.0,,,,1.0,1.0,,,,6.0,88.0,2.0,,,,,,,23.0,,8.3,,,1.0,,4.0,7.0,,1.0,,28.0,8.0,29.0,3,,55.0,2.0,1.0,3.0,
2017-18,7437923,14,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,4.0,5.0,9.0,,1.0,1.0,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,1.0,25.0,,,,,,,,3.0,,6.7,,,,1.0,,,,,,5.0,6.0,11.0,1,2.0,16.0,,,,2.0
2017-18,7437923,14,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437892,15,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,False,1.0,,,5.0,9.0,13.0,,1.0,6.0,,,1.0,,1.0,,1.0,2.0,6.0,,,,,,,,3.0,1.0,89.0,,3.0,,,,,,11.0,,7.4,,,,8.0,1.0,2.0,,5.0,,9.0,13.0,20.0,1,2.0,49.0,,3.0,,
2017-18,7437892,15,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,,1.0,7.0,7.0,13.0,3.0,1.0,7.0,,,,1.0,,,1.0,7.0,3.0,,,,,1.0,,,1.0,1.0,90.0,1.0,,,,,,,9.0,,7.3,,,,5.0,3.0,1.0,,3.0,,9.0,8.0,16.0,1,1.0,44.0,,,1.0,
2017-18,7437892,15,1,Manchester_United,Away,19352,40002,Matteo Darmian,matteo-darmian,D,True,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,14.0,,1.0,,,,,,,,6.3,,,,1.0,,,,,,,,,0,,2.0,,,,
2017-18,7437892,15,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437892,15,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437892,15,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,,6.0,12.0,18.0,,4.0,4.0,,,1.0,1.0,1.0,,1.0,3.0,8.0,,,1.0,,,,,3.0,,90.0,,3.0,,,,,,10.0,,7.5,,,,10.0,,,,4.0,,13.0,13.0,26.0,1,4.0,52.0,1.0,1.0,,
2017-18,7437892,15,1,Manchester_United,Away,44864,58877,Daley Blind,daley-blind,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437892,15,1,Manchester_United,Away,46998,58893,Marcos Rojo,marcos-rojo,D,False,,,2.0,2.0,7.0,9.0,1.0,2.0,5.0,,,,2.0,,,,5.0,3.0,,,2.0,,,,,2.0,,90.0,,1.0,,,,,,8.0,,6.7,,,,15.0,,,,8.0,,10.0,7.0,17.0,0,,39.0,,1.0,,
2017-18,7437892,15,1,Manchester_United,Away,47741,55909,Chris Smalling,chris-smalling,D,False,,,1.0,2.0,5.0,7.0,,3.0,2.0,,,,,,,,1.0,4.0,,,1.0,,,,,2.0,,90.0,,,,,,,,4.0,,6.8,,,,7.0,,,,5.0,,6.0,5.0,11.0,0,1.0,24.0,,,,
2017-18,7437892,15,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,8.0,8.0,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,19.0,,9.1,7.0,14.0,,,,,,27.0,,26.0,1.0,27.0,0,,44.0,,,,
2017-18,7437892,15,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,11.0,3.0,14.0,5.0,11.0,3.0,,,,,,,2.0,9.0,15.0,,,3.0,,,,,,,90.0,,,,,,,,20.0,,7.1,,,,4.0,3.0,1.0,,1.0,,21.0,4.0,24.0,0,,43.0,7.0,1.0,3.0,
2017-18,7437892,15,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,True,,,1.0,2.0,2.0,4.0,,,4.0,,,,1.0,,,3.0,4.0,2.0,,,,,,,,1.0,,23.0,,,,,,,,8.0,,6.2,,,,2.0,,,,4.0,,6.0,3.0,9.0,0,1.0,22.0,,1.0,,
2017-18,7437892,15,1,Manchester_United,Away,111802,74208,Paul Pogba,paul-pogba,M,False,,,2.0,12.0,6.0,18.0,,1.0,8.0,1.0,,,,,,,3.0,5.0,,,2.0,2.0,,,,1.0,2.0,74.0,,,,,,,,7.0,,7.7,,,1.0,2.0,2.0,,,2.0,,14.0,8.0,22.0,1,2.0,36.0,1.0,1.0,1.0,
2017-18,7437892,15,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,False,,,,2.0,7.0,9.0,3.0,1.0,4.0,,,,,,,,3.0,2.0,,,,,,,,,,90.0,,5.0,,,,,,2.0,,7.4,,,,8.0,,,,1.0,,3.0,8.0,11.0,0,1.0,27.0,,,,
2017-18,7437892,15,1,Manchester_United,Away,191176,148225,Anthony Martial,anthony-martial,M,False,,,1.0,14.0,5.0,19.0,,1.0,5.0,2.0,,1.0,,,,2.0,5.0,3.0,,,,1.0,,,,1.0,2.0,67.0,,,,,,,,7.0,,7.3,,,,1.0,5.0,,,1.0,,15.0,6.0,21.0,1,,33.0,,,2.0,
2017-18,7437892,15,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,1.0,9.0,6.0,15.0,,,2.0,,1.0,,2.0,,,1.0,4.0,5.0,,,1.0,,2.0,,1.0,,,76.0,3.0,,,,,,,6.0,,8.3,,,,3.0,,,,1.0,,11.0,7.0,18.0,3,3.0,34.0,,2.0,,
2017-18,7437892,15,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,0,,1.0,,,,
2017-18,7437892,15,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437841,16,1,Manchester_United,Home,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,True,,,,2.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,14.0,,,,,,,,2.0,,6.5,,,,,,,,,2.0,4.0,,4.0,0,,4.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,False,,,5.0,10.0,15.0,25.0,,,8.0,,,,2.0,,,,6.0,8.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,,15.0,,6.9,,,,4.0,4.0,1.0,,12.0,,18.0,18.0,35.0,0,4.0,66.0,,2.0,2.0,
2017-18,7437841,16,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,,2.0,5.0,16.0,20.0,,1.0,8.0,,,,2.0,,,3.0,7.0,7.0,,,2.0,,,,,3.0,,90.0,,,,,,,,14.0,,6.5,,,,1.0,2.0,2.0,,6.0,,13.0,17.0,28.0,0,4.0,60.0,1.0,,2.0,
2017-18,7437841,16,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437841,16,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,True,,,,2.0,1.0,3.0,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,8.0,1.0,,,,,,,,,6.7,,,,,,,,,1.0,2.0,1.0,3.0,1,1.0,6.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,1.0,7.0,20.0,27.0,2.0,1.0,8.0,,,,,,,,5.0,5.0,,,3.0,,,,,4.0,,90.0,,1.0,,,,,,14.0,,6.9,,,,2.0,4.0,,,6.0,,17.0,21.0,38.0,0,1.0,53.0,1.0,,3.0,
2017-18,7437841,16,1,Manchester_United,Home,46998,58893,Marcos Rojo,marcos-rojo,D,False,,,1.0,3.0,4.0,7.0,1.0,,3.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,45.0,,1.0,,,,,,11.0,,5.9,,,,,,,,11.0,,12.0,6.0,18.0,0,,20.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,47741,55909,Chris Smalling,chris-smalling,D,False,,,2.0,6.0,20.0,26.0,,2.0,4.0,,,1.0,,,,,,6.0,,,,,,,,3.0,,90.0,,1.0,,,,,,8.0,,7.3,,,,7.0,,,,5.0,,12.0,22.0,34.0,1,4.0,51.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,10.0,7.0,11.0,18.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,15.0,,6.9,4.0,5.0,,,,,,24.0,,19.0,13.0,32.0,0,,41.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,2.0,4.0,6.0,8.0,5.0,,,1.0,,,,,2.0,11.0,6.0,1.0,,1.0,,,,,,,90.0,1.0,,,,,,,15.0,,5.9,,,1.0,1.0,1.0,,,,,12.0,4.0,16.0,2,,27.0,3.0,,1.0,
2017-18,7437841,16,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,False,1.0,,3.0,7.0,20.0,26.0,1.0,,8.0,,,,6.0,,,,10.0,8.0,,,3.0,,,,,4.0,1.0,82.0,,,,,,,,9.0,,6.6,,,,,2.0,1.0,,5.0,,12.0,22.0,33.0,0,4.0,53.0,1.0,3.0,1.0,
2017-18,7437841,16,1,Manchester_United,Home,93868,76359,Phil Jones,phil-jones,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437841,16,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,2.0,6.0,19.0,25.0,1.0,,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,1.0,,45.0,,,,,,,,7.0,,6.3,,,,1.0,,,,5.0,,10.0,21.0,31.0,0,1.0,39.0,,,,
2017-18,7437841,16,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437841,16,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,False,,,,11.0,5.0,16.0,1.0,2.0,4.0,1.0,,,1.0,,,3.0,7.0,9.0,,,,,,,,,1.0,90.0,1.0,,,,,,,12.0,,6.8,,,,,5.0,,,,,16.0,6.0,22.0,1,1.0,38.0,,3.0,3.0,
2017-18,7437841,16,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,1.0,7.0,3.0,10.0,,,2.0,,,,3.0,,,1.0,8.0,4.0,,,3.0,,,,,,1.0,76.0,,,,,,,,5.0,,6.0,,,,1.0,2.0,,,1.0,,8.0,4.0,12.0,0,2.0,22.0,1.0,1.0,1.0,
2017-18,7437841,16,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,1.0,,1.0,6.0,9.0,14.0,4.0,1.0,5.0,,,,1.0,,,1.0,8.0,3.0,,,1.0,,1.0,,,,,90.0,2.0,,,,,,,14.0,,7.0,,,1.0,,2.0,2.0,,2.0,1.0,15.0,10.0,23.0,3,,37.0,2.0,1.0,1.0,
2017-18,7437841,16,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437833,17,1,Manchester_United,Home,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437833,17,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,7.0,,,,,,,,1.0,,6.5,,,,1.0,,,,,,1.0,1.0,2.0,0,1.0,5.0,,,,
2017-18,7437833,17,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,,,4.0,24.0,29.0,53.0,2.0,,6.0,,,1.0,1.0,,,,5.0,3.0,,,2.0,,,,,2.0,,90.0,,,,,,,,15.0,,7.1,,,,2.0,,2.0,,9.0,,32.0,34.0,64.0,1,1.0,89.0,1.0,2.0,,
2017-18,7437833,17,1,Manchester_United,Home,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437833,17,1,Manchester_United,Home,28367,43670,Juan Mata,juan-mata,M,False,1.0,,2.0,40.0,22.0,61.0,,,5.0,,,1.0,1.0,,,1.0,4.0,1.0,,,2.0,1.0,,,,1.0,3.0,90.0,,,,,,,,14.0,,7.0,,,,1.0,1.0,8.0,,6.0,1.0,51.0,24.0,67.0,1,,84.0,,,1.0,
2017-18,7437833,17,1,Manchester_United,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,6.0,18.0,36.0,54.0,1.0,,11.0,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,12.0,,7.2,,,,1.0,,,,11.0,,26.0,37.0,63.0,0,2.0,76.0,3.0,1.0,,
2017-18,7437833,17,1,Manchester_United,Home,44864,58877,Daley Blind,daley-blind,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437833,17,1,Manchester_United,Home,47741,55909,Chris Smalling,chris-smalling,D,False,,,,11.0,40.0,51.0,2.0,2.0,4.0,,,,,,,,2.0,4.0,,,1.0,,,,,2.0,,90.0,,,,,,,,5.0,,7.1,,,,4.0,,,,4.0,,13.0,43.0,56.0,0,2.0,65.0,,,,
2017-18,7437833,17,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,,6.0,3.0,7.0,10.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,12.0,,8.1,3.0,7.0,,1.0,,,,18.0,,12.0,10.0,22.0,0,,35.0,,,,
2017-18,7437833,17,1,Manchester_United,Home,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,,18.0,5.0,23.0,1.0,4.0,4.0,,,1.0,1.0,,,1.0,8.0,6.0,,1.0,2.0,,1.0,,,,1.0,90.0,2.0,,,,,,,16.0,,7.1,,,,1.0,5.0,1.0,,,1.0,27.0,6.0,32.0,3,,48.0,1.0,,2.0,
2017-18,7437833,17,1,Manchester_United,Home,82474,59846,Ander Herrera,ander-herrera,M,True,,,,9.0,7.0,16.0,,,5.0,,,,,,,,1.0,2.0,,,1.0,,,,,3.0,,19.0,,,,,,,,4.0,,6.9,,,,1.0,1.0,,,2.0,,11.0,8.0,19.0,0,1.0,28.0,,,1.0,
2017-18,7437833,17,1,Manchester_United,Home,93868,76359,Phil Jones,phil-jones,D,False,,,5.0,17.0,40.0,57.0,3.0,2.0,4.0,,,,1.0,,,,4.0,5.0,,,,,,,,1.0,,90.0,,1.0,,,,,,3.0,,7.3,,,,5.0,,,,6.0,,20.0,40.0,60.0,0,1.0,72.0,,3.0,,
2017-18,7437833,17,1,Manchester_United,Home,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437833,17,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,,,1.0,19.0,21.0,40.0,1.0,,6.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,1.0,,83.0,,1.0,,,,,,16.0,,7.3,,,,,1.0,4.0,,3.0,,32.0,23.0,51.0,0,3.0,73.0,,2.0,1.0,
2017-18,7437833,17,1,Manchester_United,Home,191176,148225,Anthony Martial,anthony-martial,M,False,,,1.0,16.0,14.0,30.0,1.0,,7.0,,1.0,,,,,,1.0,5.0,,,,,,,,,1.0,66.0,,,,,,,,11.0,,6.9,,,1.0,,2.0,,,2.0,,23.0,14.0,37.0,1,,48.0,2.0,3.0,2.0,
2017-18,7437833,17,1,Manchester_United,Home,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,1.0,21.0,12.0,33.0,,,4.0,,,1.0,2.0,,,1.0,8.0,1.0,,,2.0,,,,,,,71.0,,,,,,,,10.0,,6.0,,,1.0,,3.0,,,1.0,,25.0,12.0,37.0,2,1.0,50.0,2.0,,,
2017-18,7437833,17,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,5.0,5.0,10.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,1.0,,,24.0,,,,,,,,5.0,,6.7,,,1.0,,,,,1.0,,8.0,6.0,14.0,1,,17.0,,,,
2017-18,7437833,17,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,False,,,5.0,23.0,19.0,42.0,,2.0,3.0,,,,1.0,,,1.0,4.0,5.0,,,2.0,,,,,3.0,1.0,90.0,,,,,,,,7.0,,7.0,,,,1.0,1.0,2.0,,7.0,,28.0,20.0,46.0,0,1.0,60.0,,1.0,1.0,
2017-18,7437920,18,1,Manchester_United,Away,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437920,18,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,False,,,8.0,35.0,19.0,54.0,1.0,1.0,7.0,,,1.0,,,,,2.0,3.0,,,,,,,,1.0,,90.0,,,,,,,,16.0,,6.8,,,,2.0,2.0,4.0,,14.0,,48.0,21.0,65.0,1,,89.0,,1.0,1.0,
2017-18,7437920,18,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,,2.0,17.0,18.0,34.0,,,6.0,,,,,,,2.0,2.0,,,,,,,,,1.0,,66.0,,1.0,,,,,,7.0,,6.7,,,,3.0,,1.0,,3.0,,19.0,21.0,39.0,0,,55.0,,,,
2017-18,7437920,18,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437920,18,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,,,1.0,32.0,12.0,44.0,,1.0,2.0,,,,1.0,,,1.0,2.0,4.0,,,,1.0,,,,2.0,1.0,90.0,,,,,,,,10.0,,7.1,,,,2.0,2.0,2.0,,2.0,,41.0,12.0,51.0,0,1.0,62.0,,,2.0,
2017-18,7437920,18,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,7.0,46.0,42.0,88.0,1.0,,11.0,,,,1.0,,,,2.0,3.0,,,,,,,,4.0,,90.0,,,,,,,,18.0,,7.1,,,,1.0,1.0,,,11.0,,59.0,47.0,106.0,0,1.0,117.0,,1.0,1.0,
2017-18,7437920,18,1,Manchester_United,Away,46998,58893,Marcos Rojo,marcos-rojo,D,True,,,1.0,10.0,6.0,16.0,,,3.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,24.0,,,,,,,,3.0,,6.3,,,,1.0,,,,3.0,,13.0,6.0,19.0,0,,24.0,,,,
2017-18,7437920,18,1,Manchester_United,Away,47741,55909,Chris Smalling,chris-smalling,D,False,,,1.0,7.0,28.0,35.0,3.0,3.0,3.0,,,,,,,,4.0,6.0,,,1.0,,,,,4.0,1.0,90.0,,,,,,,,5.0,,6.8,,,,4.0,,,,3.0,,9.0,31.0,40.0,0,2.0,55.0,,1.0,,
2017-18,7437920,18,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,9.0,6.0,11.0,17.0,,,15.0,,,,,,,,,2.0,,,,,,,,,1.0,90.0,,,,,,,,19.0,,6.8,1.0,4.0,,,,,,28.0,,22.0,14.0,36.0,0,,50.0,,2.0,,
2017-18,7437920,18,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,2.0,15.0,4.0,19.0,,6.0,,,,,1.0,,,1.0,5.0,10.0,,,1.0,,1.0,,,,1.0,90.0,1.0,,,,,,,16.0,,7.7,,,1.0,,5.0,2.0,,2.0,1.0,26.0,4.0,28.0,2,1.0,42.0,2.0,,3.0,
2017-18,7437920,18,1,Manchester_United,Away,82474,59846,Ander Herrera,ander-herrera,M,False,,,2.0,38.0,26.0,64.0,1.0,,2.0,,,,1.0,,,,3.0,7.0,,,1.0,,,,,2.0,,90.0,,,,,,,,11.0,,6.9,,,,2.0,,1.0,,6.0,,45.0,29.0,73.0,0,4.0,89.0,1.0,3.0,,
2017-18,7437920,18,1,Manchester_United,Away,93868,76359,Phil Jones,phil-jones,D,False,,,,6.0,33.0,39.0,2.0,2.0,4.0,,,,2.0,,,,4.0,6.0,,,,,,,,1.0,,90.0,,2.0,,,,,,6.0,,6.9,,,,4.0,1.0,,,3.0,,9.0,36.0,45.0,0,1.0,56.0,,2.0,1.0,
2017-18,7437920,18,1,Manchester_United,Away,143334,184667,Victor Lindelöf,victor-lindelof,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437920,18,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437920,18,1,Manchester_United,Away,191176,148225,Anthony Martial,anthony-martial,M,True,,,,4.0,2.0,6.0,1.0,,,,,,,,,5.0,7.0,3.0,,,1.0,,,,,,,11.0,,,,,,,,7.0,,6.3,,,,1.0,2.0,,,,,4.0,2.0,6.0,0,1.0,18.0,1.0,1.0,1.0,
2017-18,7437920,18,1,Manchester_United,Away,205508,109322,Jesse Lingard,jesse-lingard,F,False,,,1.0,32.0,10.0,42.0,,,5.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,1.0,,,,1.0,86.0,2.0,,,,,,,9.0,,7.0,,,,,1.0,,,1.0,,35.0,11.0,46.0,2,,56.0,3.0,1.0,,
2017-18,7437920,18,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,1.0,,,20.0,4.0,23.0,,,1.0,1.0,,2.0,2.0,,,,4.0,2.0,,,2.0,1.0,,,,,1.0,79.0,,,,,,,,14.0,,6.8,,,1.0,,1.0,2.0,,1.0,,29.0,4.0,31.0,3,1.0,44.0,3.0,,1.0,
2017-18,7437920,18,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,True,,,,2.0,1.0,3.0,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,,4.0,,,,,,,,,,6.7,,,,,,,,,,2.0,1.0,3.0,0,,5.0,,1.0,,
2017-18,7437911,19,1,Manchester_United,Away,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437911,19,1,Manchester_United,Away,10589,18892,Ashley Young,ashley-young,D,False,1.0,,3.0,25.0,15.0,39.0,,,6.0,,,,1.0,,,,2.0,4.0,,,1.0,,,,,3.0,1.0,90.0,,1.0,,,,,,14.0,,7.0,,,,4.0,,6.0,,5.0,,33.0,16.0,43.0,0,3.0,71.0,1.0,1.0,,
2017-18,7437911,19,1,Manchester_United,Away,25566,42899,Sergio Romero,sergio-romero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437911,19,1,Manchester_United,Away,28367,43670,Juan Mata,juan-mata,M,False,2.0,,1.0,26.0,13.0,37.0,,,7.0,,,1.0,,,,2.0,2.0,7.0,,,,,2.0,,,,4.0,83.0,3.0,,,,,,,15.0,,9.2,,,1.0,,3.0,5.0,,1.0,3.0,37.0,14.0,46.0,5,3.0,68.0,1.0,1.0,3.0,
2017-18,7437911,19,1,Manchester_United,Away,37151,57249,Henrikh Mkhitaryan,henrikh-mkhitaryan,M,True,,,1.0,1.0,1.0,2.0,,,2.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,,,7.0,,,,,,,,4.0,,6.5,,,,,,1.0,,1.0,,5.0,1.0,5.0,0,1.0,10.0,,1.0,,
2017-18,7437911,19,1,Manchester_United,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,6.0,30.0,36.0,66.0,,2.0,10.0,,,,,,,,1.0,8.0,,,1.0,,,,,3.0,,90.0,,1.0,,,,,,13.0,,7.5,,,,,3.0,1.0,,6.0,,39.0,38.0,76.0,0,1.0,92.0,,2.0,3.0,
2017-18,7437911,19,1,Manchester_United,Away,46998,58893,Marcos Rojo,marcos-rojo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437911,19,1,Manchester_United,Away,47741,55909,Chris Smalling,chris-smalling,D,False,,,1.0,6.0,11.0,17.0,1.0,2.0,4.0,,,,,,,,2.0,2.0,,,1.0,,,,,2.0,,90.0,,,,,,,,4.0,,6.6,,,1.0,8.0,,,,2.0,,7.0,13.0,20.0,1,,33.0,,,,
2017-18,7437911,19,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,4.0,2.0,7.0,9.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,11.0,1.0,6.3,1.0,1.0,,1.0,,,,15.0,,10.0,10.0,20.0,0,,26.0,,,,
2017-18,7437911,19,1,Manchester_United,Away,78893,66749,Romelu Lukaku,romelu-lukaku,F,False,,,1.0,14.0,7.0,21.0,2.0,2.0,6.0,2.0,,,1.0,,,,3.0,3.0,,,,,,,,1.0,4.0,90.0,,,,,,,,9.0,,7.7,,,1.0,,,1.0,,1.0,2.0,19.0,8.0,26.0,1,,35.0,3.0,1.0,,
