matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360685,22,2012-01-21 15:00:00,111,Wigan,Away,149.0,17.0,1.0,2.0,1.0,3.0,1.0,187.0,11.0,,,2.0,14.0,51.0,334.0,,,19.0,9.0,9.0,5.0,2.0,,1.0,,,1.0,,,,,6.0,,,,,,1.0,6.0,13.0,,,59.0,24.0,1.0,1.0,,1.0,3.0,4.0,,1.0,8.0,2.0,,17.0,2.0,51.0,46.0,1.0,18.0,13.0,,,75.0,19.0,11.0,1.0,,3.0,1.0,1.0,154.0,,,,,,,17.0,,,2.0,16.0,,12.0,10.0,1.0,,113.0,90.0,45.0,7.0,,3.0,4.0,2.0,,5.0,1.0,,82.0,60.0,17.0,1.0,2.0,2.0,1.0,,169.0,161.0,1.0,12.0,9.0,59.7,,,,1.0,0.0,107.0,2.0,2.0,,3.0,,4.0,,3.0,82.0,,7.0,177.0,46.0,26.0,7.0,1.0,12.0,11.0,,126.0,7.0,268.0,,,19.0,14.0,82.0,1.0,433.0,,0.0,9.0,23.0,,25.0,2.0,619.0,,17.0,3.0,1.0,17.0,0.0
360693,23,2012-01-31 19:45:00,111,Wigan,Away,133.0,8.0,,1.0,1.0,1.0,,212.0,6.0,,3.0,3.0,17.0,30.0,344.0,,,11.0,7.0,4.0,5.0,,,,,,,,,,,9.0,,,,,,,12.0,8.0,,,72.0,37.0,,1.0,,1.0,2.0,8.0,1.0,,10.0,9.0,,8.0,4.0,35.0,33.0,1.0,10.0,4.0,,,51.0,7.0,8.0,,,,,,121.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,,4.0,,16.0,9.0,2.0,3.0,106.0,70.0,45.0,5.0,1.0,1.0,5.0,3.0,,4.0,,,86.0,47.0,13.0,,,,,,114.0,108.0,1.0,17.0,13.0,37.7,,,,,0.0,110.0,4.0,3.0,,2.0,,4.0,,3.0,85.0,,6.0,147.0,19.0,16.0,9.0,,19.0,19.0,,113.0,3.0,281.0,2.0,,15.0,17.0,52.0,1.0,409.0,,0.0,9.0,17.0,,11.0,1.0,556.0,,7.0,4.0,,10.0,0.0
360708,24,2012-02-04 15:00:00,111,Wigan,Home,153.0,18.0,1.0,3.0,2.0,,,183.0,3.0,,2.0,4.0,15.0,23.0,333.0,,,34.0,9.0,18.0,5.0,1.0,,,1.0,,1.0,,,,,5.0,,,,,,1.0,4.0,6.0,,,63.0,25.0,,,,4.0,6.0,3.0,,4.0,15.0,2.0,,9.0,1.0,41.0,47.0,4.0,13.0,5.0,,,68.0,15.0,9.0,,2.0,1.0,,1.0,167.0,,,,,,,6.0,,,1.0,8.0,,13.0,8.0,2.0,2.0,110.0,85.0,45.0,3.0,,1.0,5.0,2.0,,1.0,5.0,,103.0,60.0,13.0,,,,,,179.0,174.0,1.0,16.0,6.0,52.3,,,,,0.0,107.0,2.0,1.0,,,,2.0,,3.0,77.0,,6.0,183.0,44.0,18.0,9.0,4.0,21.0,17.0,,129.0,5.0,285.0,,,19.0,18.0,50.0,2.0,447.0,,0.0,10.0,17.0,,36.0,2.0,629.0,,13.0,3.0,4.0,15.0,0.0
360711,25,2012-02-11 15:00:00,111,Wigan,Away,97.0,12.0,3.0,8.0,5.0,4.0,,185.0,3.0,1.0,1.0,8.0,17.0,27.0,274.0,,,17.0,13.0,13.0,9.0,1.0,1.0,,,,,,,,,9.0,,,,,,1.0,7.0,6.0,,,57.0,30.0,1.0,1.0,1.0,3.0,2.0,2.0,,8.0,12.0,1.0,1.0,13.0,2.0,46.0,41.0,3.0,25.0,11.0,,,62.0,12.0,20.0,,,4.0,,,152.0,1.0,1.0,1.0,,1.0,,10.0,1.0,1.0,,14.0,,12.0,10.0,3.0,1.0,90.0,78.0,32.0,7.0,1.0,4.0,7.0,6.0,,4.0,4.0,,71.0,52.0,22.0,,,,,,176.0,170.0,,11.0,15.0,57.0,,,,1.0,0.0,72.0,2.0,1.0,,1.0,1.0,5.0,,2.0,104.0,,11.0,126.0,26.0,31.0,9.0,6.0,19.0,13.0,1.0,145.0,9.0,264.0,1.0,1.0,34.0,20.0,54.0,6.0,371.0,,0.0,13.0,5.0,,24.0,2.0,561.0,,19.0,3.0,7.0,5.0,0.0
360728,26,2012-02-25 15:00:00,111,Wigan,Home,99.0,21.0,4.0,7.0,3.0,6.0,,202.0,1.0,,2.0,6.0,7.0,27.0,294.0,,,26.0,9.0,11.0,10.0,4.0,,,1.0,,1.0,,,,1.0,12.0,,,,,,1.0,5.0,5.0,,,53.0,31.0,,1.0,,2.0,6.0,7.0,,14.0,13.0,4.0,,13.0,1.0,46.0,37.0,2.0,8.0,4.0,,,79.0,9.0,8.0,,,4.0,1.0,1.0,163.0,,,,,,,9.0,,1.0,1.0,11.0,,10.0,7.0,,2.0,94.0,72.0,27.0,7.0,,9.0,5.0,2.0,,1.0,3.0,,83.0,63.0,16.0,,,,,,190.0,182.0,2.0,18.0,5.0,60.7,,,,1.0,0.0,87.0,2.0,1.0,,,,10.0,1.0,3.0,93.0,,14.0,122.0,42.0,16.0,14.0,14.0,32.0,18.0,,144.0,8.0,307.0,1.0,,20.0,7.0,55.0,2.0,397.0,1.0,0.0,18.0,13.0,,28.0,0.0,594.0,,17.0,5.0,14.0,13.0,0.0
360738,27,2012-03-03 15:00:00,111,Wigan,Home,117.0,15.0,2.0,6.0,4.0,3.0,,199.0,4.0,,2.0,8.0,8.0,25.0,310.0,,,20.0,5.0,3.0,10.0,2.0,,,,,,,1.0,,,12.0,,,,,,1.0,6.0,6.0,,,55.0,27.0,1.0,1.0,,2.0,6.0,13.0,1.0,10.0,21.0,5.0,,14.0,2.0,54.0,33.0,2.0,4.0,3.0,,,61.0,14.0,8.0,,,,,,143.0,,,,,,,7.0,,,,7.0,,22.0,14.0,2.0,2.0,101.0,65.0,35.0,3.0,,6.0,6.0,2.0,,3.0,4.0,,87.0,43.0,23.0,,,,,,167.0,157.0,2.0,12.0,10.0,51.1,,,,1.0,0.0,96.0,3.0,1.0,,1.0,,8.0,1.0,3.0,99.0,,12.0,134.0,28.0,14.0,9.0,8.0,34.0,26.0,,140.0,4.0,295.0,,,27.0,8.0,50.0,1.0,395.0,,0.0,16.0,21.0,,25.0,2.0,589.0,,9.0,1.0,9.0,12.0,0.0
360745,28,2012-03-11 16:00:00,111,Wigan,Away,153.0,20.0,2.0,10.0,8.0,4.0,1.0,255.0,6.0,1.0,6.0,7.0,23.0,25.0,398.0,2.0,1.0,19.0,10.0,14.0,15.0,2.0,,,,,,,,,,17.0,,,,,,1.0,8.0,6.0,,,63.0,71.0,4.0,3.0,1.0,3.0,2.0,3.0,,5.0,14.0,6.0,,11.0,1.0,39.0,45.0,3.0,13.0,7.0,,,70.0,8.0,12.0,1.0,,2.0,2.0,,164.0,1.0,,1.0,1.0,,,10.0,1.0,2.0,1.0,17.0,1.0,16.0,13.0,2.0,6.0,133.0,82.0,48.0,3.0,,10.0,8.0,7.0,,5.0,2.0,,99.0,51.0,18.0,,,,,,160.0,145.0,,30.0,31.0,55.1,,,,,0.0,129.0,1.0,,,,,11.0,,2.0,112.0,,18.0,171.0,39.0,28.0,16.0,4.0,26.0,22.0,,169.0,9.0,344.0,2.0,1.0,22.0,26.0,52.0,1.0,489.0,3.0,0.0,20.0,11.0,8.0,21.0,4.0,692.0,,10.0,8.0,5.0,7.0,0.0
360757,29,2012-03-17 15:00:00,111,Wigan,Home,140.0,14.0,3.0,18.0,15.0,1.0,,195.0,4.0,,4.0,4.0,5.0,29.0,317.0,1.0,,26.0,11.0,10.0,15.0,3.0,,,1.0,,1.0,,,,,14.0,,,1.0,,,,7.0,3.0,,,40.0,41.0,4.0,5.0,1.0,3.0,2.0,8.0,,13.0,24.0,13.0,,12.0,,46.0,37.0,3.0,8.0,3.0,,,67.0,8.0,10.0,,,2.0,1.0,1.0,144.0,,,,,,,9.0,1.0,2.0,,5.0,3.0,14.0,11.0,,4.0,116.0,65.0,36.0,5.0,1.0,13.0,5.0,5.0,,3.0,2.0,,79.0,43.0,30.0,,,,,,155.0,149.0,1.0,12.0,23.0,60.4,1.0,,,1.0,0.0,100.0,,,,,,14.0,,3.0,107.0,,18.0,162.0,23.0,14.0,10.0,10.0,48.0,38.0,,151.0,6.0,286.0,2.0,,14.0,6.0,40.0,2.0,400.0,1.0,0.0,21.0,14.0,1.0,29.0,2.0,598.0,,5.0,3.0,13.0,12.0,0.0
360762,30,2012-03-24 15:00:00,111,Wigan,Away,145.0,18.0,,1.0,1.0,2.0,,159.0,6.0,1.0,3.0,5.0,6.0,28.0,303.0,,,9.0,10.0,6.0,2.0,,,,,,,,2.0,,,6.0,1.0,,,,,1.0,8.0,11.0,,,58.0,72.0,,2.0,1.0,2.0,4.0,10.0,,,4.0,,1.0,9.0,2.0,45.0,49.0,2.0,17.0,8.0,,,64.0,10.0,13.0,,,4.0,3.0,,170.0,,,,,,,12.0,,3.0,,16.0,,24.0,19.0,2.0,3.0,95.0,93.0,41.0,6.0,1.0,1.0,1.0,2.0,,7.0,2.0,,109.0,37.0,17.0,,,,,1.0,171.0,154.0,3.0,26.0,32.0,43.1,,,,1.0,0.0,87.0,2.0,2.0,,,,2.0,,3.0,67.0,,2.0,164.0,40.0,34.0,15.0,,7.0,7.0,,127.0,11.0,253.0,3.0,1.0,24.0,7.0,64.0,1.0,410.0,,0.0,8.0,21.0,2.0,11.0,2.0,606.0,,15.0,9.0,,17.0,0.0
360777,31,2012-03-31 15:00:00,111,Wigan,Home,175.0,22.0,,8.0,8.0,5.0,1.0,188.0,2.0,,7.0,7.0,13.0,45.0,355.0,,1.0,21.0,15.0,6.0,9.0,1.0,3.0,,,,,,1.0,,,9.0,,,,,,4.0,4.0,1.0,,,61.0,35.0,2.0,3.0,1.0,4.0,5.0,4.0,,8.0,14.0,5.0,1.0,8.0,,45.0,48.0,4.0,9.0,6.0,,1.0,62.0,16.0,14.0,1.0,,3.0,1.0,,166.0,1.0,,1.0,,1.0,1.0,4.0,1.0,1.0,3.0,12.0,,16.0,12.0,,7.0,108.0,64.0,37.0,1.0,,3.0,8.0,6.0,,,4.0,,78.0,51.0,16.0,,,,,,164.0,147.0,2.0,14.0,13.0,60.8,,,,1.0,0.0,114.0,,1.0,,,3.0,3.0,,3.0,79.0,,11.0,203.0,39.0,26.0,12.0,4.0,24.0,20.0,3.0,118.0,17.0,270.0,1.0,,28.0,13.0,67.0,,449.0,1.0,0.0,14.0,21.0,3.0,22.0,2.0,631.0,,17.0,7.0,8.0,11.0,0.0
360781,32,2012-04-07 15:00:00,111,Wigan,Away,160.0,12.0,1.0,6.0,5.0,4.0,,137.0,5.0,1.0,1.0,10.0,19.0,35.0,291.0,1.0,1.0,20.0,9.0,,6.0,2.0,,,,,1.0,,4.0,,,8.0,,,,,,1.0,15.0,5.0,,,50.0,45.0,1.0,1.0,,3.0,2.0,8.0,,3.0,12.0,1.0,,12.0,,48.0,44.0,3.0,13.0,4.0,,,58.0,12.0,14.0,,,1.0,,1.0,149.0,1.0,,,1.0,,,10.0,1.0,1.0,1.0,8.0,,18.0,15.0,4.0,1.0,93.0,82.0,44.0,5.0,1.0,4.0,5.0,4.0,,4.0,3.0,,58.0,51.0,18.0,,,,,,142.0,134.0,1.0,24.0,17.0,45.3,,,,,0.0,76.0,5.0,1.0,,1.0,,5.0,,3.0,54.0,,9.0,184.0,26.0,21.0,12.0,2.0,15.0,13.0,,86.0,9.0,199.0,1.0,1.0,29.0,20.0,66.0,5.0,368.0,5.0,0.0,11.0,26.0,1.0,25.0,2.0,557.0,,10.0,4.0,3.0,19.0,0.0
360797,33,2012-04-11 19:45:00,111,Wigan,Home,142.0,23.0,2.0,2.0,,1.0,,147.0,6.0,1.0,3.0,5.0,13.0,44.0,287.0,1.0,,15.0,4.0,5.0,7.0,,,,,,1.0,,1.0,,,9.0,,,,,,1.0,3.0,6.0,,,53.0,39.0,,,,3.0,7.0,4.0,,7.0,8.0,,,14.0,1.0,43.0,51.0,3.0,13.0,3.0,,,59.0,8.0,14.0,,,4.0,2.0,1.0,115.0,1.0,,,,1.0,,8.0,,1.0,,6.0,,26.0,18.0,4.0,3.0,99.0,53.0,29.0,3.0,1.0,2.0,6.0,3.0,,2.0,2.0,,72.0,37.0,11.0,,,,,,143.0,134.0,2.0,17.0,15.0,44.9,,,,1.0,0.0,100.0,1.0,,,2.0,,3.0,1.0,2.0,53.0,,8.0,167.0,37.0,22.0,25.0,4.0,14.0,10.0,,90.0,7.0,214.0,1.0,1.0,22.0,15.0,66.0,2.0,367.0,2.0,0.0,13.0,20.0,1.0,18.0,1.0,550.0,,6.0,12.0,7.0,10.0,0.0
360799,34,2012-04-16 20:00:00,111,Wigan,Away,134.0,14.0,2.0,3.0,1.0,3.0,,111.0,8.0,1.0,5.0,3.0,7.0,19.0,242.0,,,7.0,13.0,10.0,7.0,1.0,3.0,,,,,,1.0,,,12.0,,,,,,,15.0,8.0,,,48.0,58.0,,2.0,2.0,4.0,4.0,14.0,1.0,3.0,6.0,,,11.0,2.0,57.0,66.0,4.0,18.0,10.0,,1.0,37.0,15.0,15.0,1.0,,1.0,,,123.0,,,,,,1.0,13.0,2.0,1.0,2.0,23.0,,20.0,18.0,1.0,5.0,76.0,62.0,33.0,9.0,1.0,3.0,5.0,7.0,,8.0,2.0,,56.0,42.0,5.0,,,,,,139.0,120.0,2.0,34.0,14.0,35.7,,,,,0.0,62.0,3.0,1.0,,,3.0,4.0,1.0,2.0,45.0,,8.0,165.0,27.0,37.0,21.0,2.0,8.0,6.0,3.0,71.0,7.0,152.0,1.0,1.0,16.0,9.0,34.0,3.0,309.0,,0.0,15.0,26.0,1.0,16.0,3.0,533.0,,12.0,15.0,3.0,20.0,0.0
360813,35,2012-04-21 15:00:00,111,Wigan,Away,196.0,18.0,,3.0,3.0,1.0,1.0,217.0,7.0,,7.0,1.0,18.0,41.0,410.0,,,14.0,4.0,4.0,8.0,,,,,,1.0,,1.0,,,8.0,,,,,,1.0,8.0,6.0,,,81.0,41.0,,,,5.0,1.0,3.0,,,4.0,6.0,1.0,6.0,2.0,38.0,35.0,5.0,10.0,4.0,,,70.0,16.0,11.0,,1.0,3.0,2.0,1.0,136.0,,,,,,,11.0,1.0,,,11.0,,18.0,12.0,2.0,7.0,131.0,73.0,47.0,4.0,,5.0,3.0,4.0,,4.0,1.0,,123.0,36.0,22.0,,,,,,126.0,113.0,,24.0,9.0,48.8,,,,,0.0,134.0,1.0,1.0,,,,5.0,,3.0,85.0,,8.0,207.0,42.0,23.0,13.0,,12.0,12.0,,132.0,5.0,287.0,,,4.0,20.0,69.0,1.0,482.0,,0.0,10.0,16.0,1.0,15.0,2.0,648.0,,9.0,4.0,,10.0,0.0
360828,36,2012-04-28 15:00:00,111,Wigan,Home,243.0,13.0,,4.0,4.0,,,205.0,5.0,,6.0,4.0,10.0,43.0,444.0,,1.0,14.0,8.0,6.0,3.0,1.0,,,,,,,,,,9.0,,,,,,1.0,6.0,5.0,,,90.0,51.0,,,1.0,1.0,2.0,7.0,,4.0,9.0,3.0,,10.0,,45.0,38.0,1.0,8.0,7.0,,,53.0,15.0,12.0,3.0,1.0,3.0,,,140.0,3.0,,2.0,3.0,,,9.0,4.0,3.0,1.0,13.0,,14.0,13.0,,6.0,136.0,85.0,56.0,1.0,1.0,2.0,5.0,6.0,,1.0,1.0,,78.0,57.0,9.0,,,,,,125.0,116.0,3.0,20.0,20.0,57.1,,,,,0.0,143.0,1.0,1.0,,,,2.0,,2.0,65.0,,7.0,252.0,29.0,17.0,10.0,2.0,14.0,12.0,,98.0,1.0,271.0,3.0,,13.0,10.0,64.0,3.0,509.0,,0.0,10.0,16.0,3.0,16.0,2.0,665.0,,14.0,4.0,4.0,13.0,0.0
360831,37,2012-05-07 20:00:00,111,Wigan,Away,166.0,10.0,2.0,9.0,7.0,1.0,1.0,207.0,5.0,1.0,8.0,3.0,18.0,24.0,364.0,1.0,2.0,22.0,4.0,18.0,14.0,1.0,,,,,1.0,,,,,15.0,,,,,,,3.0,9.0,,,63.0,75.0,1.0,1.0,,5.0,4.0,2.0,,6.0,14.0,7.0,1.0,12.0,1.0,35.0,52.0,5.0,13.0,8.0,,,64.0,13.0,14.0,,1.0,2.0,1.0,1.0,170.0,1.0,1.0,1.0,,1.0,,10.0,,,1.0,17.0,,15.0,12.0,1.0,9.0,119.0,74.0,42.0,5.0,,8.0,8.0,6.0,,4.0,,,76.0,58.0,13.0,,,,,,174.0,158.0,1.0,28.0,32.0,63.3,,,,3.0,0.0,109.0,1.0,1.0,,1.0,,10.0,1.0,1.0,95.0,,16.0,204.0,17.0,29.0,16.0,5.0,27.0,22.0,,133.0,8.0,284.0,,1.0,17.0,21.0,41.0,2.0,461.0,1.0,0.0,20.0,10.0,4.0,27.0,1.0,683.0,,11.0,10.0,6.0,9.0,0.0
360848,38,2012-05-13 15:00:00,111,Wigan,Home,210.0,22.0,3.0,5.0,2.0,,,195.0,3.0,1.0,2.0,4.0,15.0,42.0,400.0,,3.0,20.0,4.0,6.0,9.0,1.0,1.0,,,,,,,,,9.0,,,,1.0,,1.0,7.0,2.0,,,82.0,40.0,1.0,1.0,,5.0,2.0,4.0,,9.0,9.0,4.0,2.0,15.0,,40.0,41.0,5.0,4.0,1.0,1.0,,52.0,15.0,9.0,1.0,,3.0,,,155.0,2.0,1.0,2.0,1.0,1.0,,5.0,2.0,,2.0,5.0,1.0,13.0,11.0,2.0,3.0,120.0,82.0,57.0,2.0,,3.0,9.0,8.0,,3.0,2.0,,79.0,53.0,16.0,,,,,,136.0,126.0,1.0,15.0,21.0,52.0,1.0,,,1.0,0.0,115.0,2.0,,,1.0,1.0,4.0,,3.0,69.0,,12.0,228.0,38.0,14.0,7.0,7.0,20.0,13.0,1.0,101.0,4.0,264.0,,1.0,10.0,16.0,57.0,2.0,472.0,1.0,0.0,14.0,23.0,4.0,24.0,1.0,635.0,,9.0,3.0,9.0,12.0,0.0
