matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284209,21,2010-03-16 19:45:00,111,Wigan,Home,119.0,19.0,3.0,11.0,8.0,5.0,2.0,149.0,8.0,1.0,2.0,12.0,10.0,47.0,257.0,,,13.0,29.0,11.0,9.0,,,,,,,1.0,1.0,,,,,11.0,,,,,,1.0,16.0,5.0,,,59.0,1.0,4.0,9.0,2.0,7.0,8.0,13.0,1.0,13.0,3.0,74.0,67.0,1.0,29.0,17.0,,,81.0,10.0,17.0,,,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,,10.0,,,,25.0,,19.0,19.0,1.0,2.0,87.0,46.0,8.0,,4.0,6.0,3.0,,6.0,1.0,30.0,57.0,33.0,,,,,160.0,140.0,3.0,25.0,25.0,54.0,,,,0.0,5.0,1.0,,,,,6.0,,3.0,68.0,,10.0,133.0,39.0,49.0,29.0,7.0,32.0,25.0,,128.0,7.0,244.0,1.0,1.0,32.0,10.0,80.0,1.0,345.0,,0.0,13.0,23.0,2.0,15.0,2.0,586.0,,16.0,7.0,17.0,0.0
284219,22,2010-01-16 15:00:00,111,Wigan,Away,100.0,20.0,2.0,2.0,,3.0,,186.0,6.0,,8.0,8.0,7.0,47.0,284.0,1.0,1.0,17.0,18.0,18.0,14.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,12.0,2.0,,,53.0,4.0,5.0,1.0,,3.0,2.0,7.0,,7.0,2.0,48.0,59.0,4.0,18.0,9.0,,,86.0,17.0,14.0,,,,,1.0,1.0,,,1.0,,,12.0,,1.0,,31.0,1.0,15.0,15.0,2.0,9.0,91.0,43.0,4.0,2.0,6.0,9.0,9.0,,5.0,,44.0,67.0,18.0,,,,1.0,165.0,126.0,1.0,18.0,19.0,47.7,1.0,,,0.0,2.0,,,1.0,,,7.0,,2.0,109.0,,15.0,118.0,30.0,57.0,13.0,3.0,13.0,10.0,,161.0,8.0,271.0,1.0,,36.0,7.0,76.0,3.0,376.0,1.0,1.0,21.0,19.0,2.0,18.0,2.0,639.0,,8.0,3.0,13.0,0.0
284227,23,2010-01-27 20:00:00,111,Wigan,Away,111.0,28.0,3.0,5.0,2.0,3.0,,148.0,6.0,,6.0,5.0,15.0,32.0,254.0,,,19.0,21.0,20.0,5.0,2.0,,1.0,,,,,,,,,,,,,,,,1.0,10.0,3.0,,,49.0,2.0,5.0,3.0,,5.0,5.0,5.0,1.0,13.0,1.0,62.0,66.0,2.0,31.0,10.0,1.0,,83.0,15.0,19.0,,,,,,1.0,1.0,1.0,,1.0,,12.0,,1.0,1.0,22.0,,11.0,11.0,,6.0,87.0,38.0,5.0,,4.0,4.0,2.0,,3.0,,50.0,44.0,15.0,,,,,174.0,153.0,3.0,20.0,16.0,55.5,,,3.0,0.0,1.0,1.0,,,3.0,1.0,4.0,,3.0,77.0,,8.0,128.0,48.0,52.0,15.0,5.0,19.0,14.0,,134.0,13.0,248.0,2.0,,33.0,15.0,68.0,1.0,357.0,,0.0,11.0,23.0,3.0,24.0,1.0,622.0,,4.0,6.0,17.0,0.0
284239,24,2010-01-30 15:00:00,111,Wigan,Home,137.0,15.0,1.0,2.0,1.0,3.0,,162.0,5.0,,2.0,12.0,11.0,44.0,297.0,,2.0,22.0,18.0,13.0,3.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,8.0,3.0,,,46.0,3.0,1.0,12.0,,4.0,9.0,5.0,,13.0,4.0,71.0,61.0,3.0,20.0,10.0,,,76.0,19.0,10.0,,,,,1.0,,,,,,,6.0,,1.0,,18.0,1.0,13.0,12.0,,2.0,94.0,50.0,7.0,,1.0,2.0,2.0,,1.0,,37.0,69.0,14.0,,,,,161.0,146.0,2.0,19.0,17.0,53.4,1.0,,,0.0,4.0,1.0,,,1.0,1.0,5.0,,3.0,62.0,,3.0,159.0,29.0,35.0,18.0,4.0,21.0,17.0,,112.0,7.0,258.0,1.0,,45.0,11.0,83.0,2.0,396.0,,0.0,8.0,29.0,3.0,25.0,0.0,634.0,,9.0,4.0,21.0,0.0
284248,25,2010-02-06 15:00:00,111,Wigan,Away,88.0,14.0,,1.0,1.0,6.0,,108.0,3.0,1.0,,13.0,12.0,35.0,195.0,,,28.0,28.0,13.0,11.0,,,,,,,1.0,,,,,,,,,,,,,10.0,4.0,,,52.0,2.0,4.0,8.0,,2.0,5.0,2.0,,13.0,,73.0,53.0,2.0,22.0,12.0,,,87.0,17.0,11.0,,1.0,,,1.0,,,,,,,7.0,,2.0,2.0,22.0,,17.0,17.0,,1.0,105.0,42.0,2.0,1.0,6.0,5.0,3.0,,5.0,,30.0,77.0,13.0,,,,,188.0,163.0,1.0,22.0,18.0,45.5,,,2.0,0.0,2.0,1.0,,,,,9.0,,2.0,47.0,,11.0,115.0,28.0,47.0,19.0,1.0,9.0,8.0,,106.0,11.0,204.0,2.0,1.0,40.0,15.0,78.0,2.0,310.0,,0.0,16.0,19.0,2.0,38.0,5.0,580.0,,10.0,3.0,15.0,0.0
284254,26,2010-02-09 19:45:00,111,Wigan,Home,114.0,12.0,2.0,5.0,3.0,3.0,,196.0,4.0,,3.0,10.0,12.0,33.0,305.0,,,24.0,24.0,24.0,10.0,1.0,,,,1.0,,2.0,,,,,,,,,1.0,,,1.0,7.0,6.0,,,58.0,2.0,9.0,6.0,,9.0,7.0,4.0,1.0,23.0,2.0,79.0,63.0,2.0,23.0,8.0,,,70.0,12.0,7.0,,,,,2.0,1.0,1.0,1.0,,1.0,,6.0,,1.0,,18.0,1.0,19.0,18.0,2.0,3.0,90.0,47.0,5.0,,2.0,10.0,2.0,,4.0,,80.0,67.0,14.0,,,,,196.0,173.0,2.0,20.0,26.0,57.5,1.0,,1.0,0.0,2.0,1.0,,,,,5.0,,3.0,93.0,,12.0,143.0,31.0,46.0,28.0,9.0,22.0,13.0,,145.0,7.0,292.0,1.0,,24.0,13.0,57.0,,413.0,,0.0,16.0,18.0,4.0,33.0,2.0,711.0,,14.0,9.0,11.0,0.0
284268,27,2010-02-21 16:15:00,111,Wigan,Home,125.0,11.0,1.0,3.0,2.0,4.0,,140.0,2.0,,3.0,4.0,7.0,22.0,262.0,,1.0,24.0,26.0,14.0,7.0,,,,,,,1.0,,,,,,,,,,,,,8.0,5.0,,,78.0,3.0,4.0,18.0,,3.0,8.0,4.0,,14.0,4.0,95.0,56.0,3.0,13.0,6.0,,,93.0,17.0,13.0,,,,,1.0,,,,,,,4.0,,,,8.0,,20.0,20.0,1.0,3.0,112.0,34.0,2.0,,1.0,6.0,3.0,,2.0,,42.0,65.0,27.0,,,,,195.0,187.0,2.0,31.0,33.0,50.9,,,,0.0,4.0,3.0,,,1.0,,1.0,1.0,2.0,56.0,,7.0,139.0,34.0,21.0,28.0,3.0,17.0,14.0,,127.0,11.0,266.0,,1.0,39.0,7.0,71.0,2.0,388.0,,0.0,8.0,21.0,2.0,33.0,3.0,667.0,,8.0,3.0,14.0,0.0
284270,28,2010-02-27 15:00:00,111,Wigan,Away,119.0,19.0,2.0,3.0,1.0,1.0,,159.0,5.0,,4.0,9.0,11.0,52.0,275.0,,1.0,18.0,24.0,17.0,9.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,9.0,3.0,,,59.0,2.0,5.0,6.0,,7.0,8.0,5.0,,19.0,3.0,74.0,63.0,2.0,18.0,11.0,,1.0,110.0,18.0,16.0,,,,,,,,,,,,8.0,,,,20.0,,20.0,20.0,2.0,4.0,104.0,49.0,2.0,,4.0,6.0,2.0,,2.0,,43.0,70.0,19.0,1.0,1.0,1.0,,192.0,169.0,2.0,29.0,20.0,52.0,,,,0.0,4.0,,,,,1.0,5.0,,3.0,89.0,,10.0,138.0,38.0,41.0,14.0,6.0,23.0,17.0,,163.0,6.0,273.0,,1.0,32.0,13.0,92.0,2.0,388.0,1.0,0.0,12.0,23.0,4.0,23.0,3.0,667.0,,7.0,7.0,16.0,0.0
284288,29,2010-03-08 20:00:00,111,Wigan,Home,86.0,18.0,1.0,5.0,4.0,3.0,,156.0,5.0,,2.0,12.0,16.0,34.0,237.0,,2.0,19.0,15.0,15.0,5.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,7.0,6.0,,,80.0,1.0,1.0,7.0,,4.0,12.0,3.0,,32.0,,81.0,74.0,1.0,21.0,13.0,,,84.0,15.0,14.0,1.0,,,,1.0,1.0,,1.0,1.0,,,8.0,,,1.0,21.0,,29.0,27.0,1.0,2.0,77.0,38.0,7.0,,3.0,4.0,4.0,,5.0,,45.0,77.0,17.0,,,,,180.0,164.0,4.0,35.0,37.0,38.3,,,,0.0,,,,,,1.0,8.0,,3.0,86.0,,7.0,101.0,37.0,37.0,24.0,2.0,18.0,16.0,,144.0,7.0,248.0,,,31.0,16.0,62.0,,331.0,1.0,0.0,13.0,34.0,5.0,28.0,1.0,659.0,,11.0,4.0,28.0,0.0
284291,30,2010-03-13 15:00:00,111,Wigan,Away,104.0,15.0,2.0,10.0,8.0,2.0,,167.0,3.0,,8.0,8.0,21.0,36.0,261.0,,1.0,30.0,11.0,15.0,8.0,2.0,,2.0,,,,,,,,,,,,,,,,2.0,7.0,2.0,,,54.0,,2.0,7.0,,6.0,15.0,7.0,,25.0,1.0,72.0,74.0,,20.0,9.0,2.0,1.0,92.0,14.0,21.0,,,,,,,,,,,,6.0,,4.0,,15.0,,21.0,19.0,,8.0,92.0,38.0,3.0,,4.0,6.0,5.0,,1.0,,50.0,79.0,20.0,1.0,1.0,1.0,,192.0,174.0,1.0,18.0,18.0,59.4,,,,0.0,1.0,,,,1.0,2.0,7.0,,3.0,95.0,,10.0,120.0,34.0,38.0,32.0,5.0,30.0,25.0,,156.0,4.0,274.0,4.0,,31.0,23.0,78.0,1.0,364.0,,0.0,14.0,21.0,4.0,37.0,2.0,669.0,,17.0,6.0,16.0,0.0
284309,31,2010-03-20 15:00:00,111,Wigan,Home,78.0,23.0,2.0,11.0,9.0,2.0,,174.0,3.0,,6.0,6.0,15.0,40.0,241.0,1.0,1.0,32.0,17.0,12.0,13.0,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,4.0,9.0,,,62.0,2.0,6.0,7.0,,5.0,13.0,8.0,,11.0,1.0,53.0,62.0,2.0,13.0,7.0,,,96.0,11.0,14.0,1.0,,,,1.0,1.0,,1.0,1.0,,,8.0,,1.0,,25.0,1.0,15.0,15.0,,6.0,82.0,39.0,3.0,,9.0,8.0,5.0,,4.0,,25.0,76.0,28.0,,,,,156.0,130.0,4.0,25.0,22.0,55.1,,,,0.0,1.0,2.0,,,2.0,1.0,10.0,2.0,2.0,96.0,,17.0,89.0,40.0,39.0,18.0,5.0,33.0,28.0,,149.0,11.0,262.0,1.0,,19.0,18.0,70.0,1.0,318.0,1.0,0.0,21.0,25.0,2.0,39.0,1.0,631.0,,11.0,5.0,21.0,0.0
284316,32,2010-03-29 20:00:00,111,Wigan,Away,124.0,16.0,2.0,3.0,1.0,4.0,,139.0,3.0,,3.0,8.0,12.0,33.0,260.0,,3.0,17.0,9.0,12.0,6.0,,,2.0,,1.0,,2.0,,,,,,,,,,,,2.0,9.0,4.0,,,61.0,1.0,2.0,13.0,,4.0,4.0,5.0,,21.0,2.0,64.0,66.0,1.0,18.0,7.0,1.0,,75.0,13.0,12.0,,,,,2.0,,,,,,,6.0,,,,12.0,,20.0,19.0,5.0,3.0,88.0,48.0,3.0,,4.0,2.0,2.0,,5.0,,56.0,45.0,13.0,,,,,135.0,127.0,2.0,32.0,19.0,40.7,,,1.0,0.0,1.0,2.0,,,3.0,2.0,7.0,,3.0,64.0,,6.0,134.0,26.0,26.0,17.0,2.0,11.0,9.0,,113.0,8.0,218.0,,,25.0,12.0,59.0,,341.0,,1.0,11.0,33.0,3.0,23.0,2.0,602.0,,9.0,4.0,27.0,0.0
284325,33,2010-04-04 15:00:00,111,Wigan,Away,127.0,17.0,2.0,5.0,3.0,3.0,,157.0,,,2.0,2.0,12.0,33.0,279.0,1.0,,20.0,17.0,18.0,6.0,2.0,,,,,,,,,,,,,,,,,,2.0,5.0,3.0,,,82.0,4.0,8.0,4.0,,3.0,8.0,7.0,,22.0,4.0,65.0,73.0,4.0,25.0,16.0,1.0,,85.0,11.0,13.0,1.0,,,,,1.0,,1.0,1.0,,,6.0,,1.0,,20.0,,31.0,31.0,1.0,2.0,101.0,32.0,6.0,,3.0,6.0,3.0,,,,63.0,57.0,24.0,,,,,207.0,194.0,5.0,33.0,34.0,47.4,,,1.0,0.0,2.0,1.0,,,1.0,,5.0,,3.0,82.0,,9.0,150.0,45.0,38.0,28.0,3.0,21.0,18.0,,151.0,7.0,277.0,1.0,,39.0,14.0,86.0,3.0,406.0,2.0,0.0,16.0,25.0,2.0,29.0,2.0,743.0,,17.0,3.0,15.0,0.0
284338,34,2010-04-14 19:45:00,111,Wigan,Home,111.0,36.0,3.0,8.0,5.0,5.0,,277.0,1.0,,2.0,4.0,15.0,35.0,380.0,,4.0,19.0,20.0,11.0,19.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,1.0,4.0,2.0,,,65.0,2.0,7.0,3.0,,9.0,14.0,8.0,,14.0,2.0,64.0,57.0,2.0,6.0,1.0,,,97.0,16.0,9.0,,,,,1.0,,,,,,,4.0,,,,1.0,,19.0,19.0,1.0,3.0,89.0,47.0,3.0,,8.0,12.0,8.0,,1.0,,93.0,94.0,29.0,,,,,161.0,159.0,4.0,18.0,37.0,61.5,,,1.0,0.0,,1.0,,,,2.0,9.0,1.0,2.0,150.0,,20.0,124.0,54.0,8.0,27.0,7.0,32.0,25.0,,214.0,8.0,392.0,,,16.0,20.0,63.0,1.0,484.0,1.0,0.0,24.0,21.0,5.0,20.0,2.0,751.0,,16.0,9.0,16.0,0.0
284349,35,2010-04-18 13:30:00,111,Wigan,Home,117.0,17.0,1.0,2.0,1.0,4.0,,177.0,2.0,1.0,6.0,8.0,18.0,16.0,292.0,1.0,1.0,11.0,16.0,15.0,8.0,3.0,,,,,,,,,,,,,,,,,,2.0,8.0,4.0,,,81.0,2.0,6.0,9.0,,8.0,5.0,4.0,1.0,20.0,4.0,68.0,77.0,2.0,7.0,4.0,,,93.0,15.0,14.0,,,,,,2.0,,1.0,2.0,,,6.0,,,,5.0,,22.0,21.0,3.0,7.0,94.0,41.0,3.0,2.0,3.0,10.0,8.0,,2.0,,37.0,87.0,19.0,,,,,161.0,157.0,3.0,29.0,38.0,49.9,,,,0.0,3.0,2.0,,,1.0,,5.0,,2.0,93.0,,13.0,128.0,52.0,11.0,23.0,6.0,17.0,11.0,,158.0,8.0,284.0,,1.0,26.0,18.0,53.0,2.0,395.0,1.0,0.0,19.0,33.0,3.0,15.0,2.0,683.0,,15.0,8.0,24.0,0.0
284358,36,2010-04-24 15:00:00,111,Wigan,Away,95.0,18.0,1.0,2.0,1.0,,,210.0,6.0,1.0,2.0,9.0,10.0,44.0,303.0,,,15.0,16.0,16.0,7.0,2.0,,,,,2.0,2.0,,1.0,,,,10.0,,,,,,,7.0,4.0,,,57.0,2.0,5.0,14.0,1.0,5.0,10.0,3.0,,26.0,1.0,73.0,61.0,2.0,18.0,11.0,,,113.0,12.0,10.0,1.0,,3.0,2.0,2.0,1.0,,,,1.0,,8.0,,1.0,1.0,18.0,1.0,23.0,23.0,1.0,3.0,102.0,46.0,4.0,,2.0,8.0,5.0,,3.0,,77.0,84.0,18.0,,,,,171.0,159.0,2.0,25.0,17.0,54.6,,,,0.0,2.0,1.0,,,1.0,,4.0,,3.0,109.0,,10.0,105.0,28.0,30.0,18.0,4.0,19.0,15.0,,180.0,6.0,318.0,1.0,1.0,44.0,10.0,87.0,1.0,404.0,,0.0,14.0,23.0,1.0,20.0,2.0,631.0,,12.0,5.0,13.0,0.0
284369,37,2010-05-03 13:30:00,111,Wigan,Home,233.0,25.0,3.0,8.0,5.0,2.0,,235.0,2.0,2.0,7.0,2.0,19.0,36.0,460.0,1.0,1.0,22.0,17.0,18.0,8.0,2.0,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,,,62.0,2.0,4.0,3.0,,8.0,9.0,6.0,1.0,22.0,1.0,64.0,56.0,2.0,9.0,3.0,,1.0,81.0,11.0,14.0,,1.0,,,,2.0,,1.0,2.0,,,9.0,,4.0,,9.0,,27.0,24.0,,7.0,94.0,43.0,1.0,1.0,5.0,7.0,3.0,,,,87.0,57.0,23.0,,,,,168.0,160.0,3.0,19.0,27.0,63.6,,,1.0,0.0,1.0,,,,1.0,,7.0,1.0,3.0,121.0,,12.0,257.0,50.0,17.0,14.0,7.0,25.0,18.0,,166.0,6.0,329.0,4.0,2.0,17.0,20.0,70.0,1.0,561.0,1.0,0.0,14.0,21.0,6.0,22.0,2.0,832.0,,3.0,8.0,15.0,0.0
284374,38,2010-05-09 16:00:00,111,Wigan,Away,169.0,19.0,1.0,3.0,2.0,2.0,,159.0,4.0,,5.0,3.0,10.0,41.0,325.0,,,9.0,8.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,14.0,5.0,,,54.0,8.0,1.0,5.0,,3.0,3.0,4.0,,11.0,2.0,41.0,44.0,8.0,11.0,6.0,,,63.0,10.0,14.0,,,,,,,,,,,,7.0,,3.0,,12.0,,11.0,11.0,2.0,5.0,79.0,40.0,2.0,,1.0,3.0,2.0,,2.0,,41.0,55.0,8.0,2.0,2.0,2.0,,129.0,122.0,2.0,27.0,12.0,46.9,,,,0.0,2.0,,,,,,1.0,,3.0,80.0,,4.0,193.0,30.0,18.0,14.0,2.0,10.0,8.0,,123.0,3.0,232.0,4.0,,22.0,11.0,80.0,3.0,415.0,,1.0,4.0,13.0,2.0,10.0,3.0,595.0,,7.0,3.0,11.0,0.0
