playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltyGoalsConceded,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,successfulDribbles,substituteOff,hitWoodwork,shotsBlockedOutsideBox,secondGoalAssists,successfulCornersIntoBox,freekickTotal,gkSuccessfulDistribution,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,foulWonPenalty,goalKicks,cornersTakenInclShortCorners,handballsConceded,penaltiesConceded,throwInsToOppositionPlayer,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,redCards2ndYellow,otherGoals,lastPlayerTackle
461682,Brandon Aguilera,Midfielder,Nott'm Forest,17,Costa Rica,2023-24,3.0,0.0017,0.0,,,4.0,1.0,,4.0,8.0,1.0,,4.0,,,,1.0,,4.0,,,,,,,,,3.0,1.0,,0.0,3.0,,5.0,,1.0,,3.0,,,3.0,,0.0,8.0,,5.0,,,1.0,3.0,,,,1.0,11.0,,,1.0,3.0,,0.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nott'm Forest,17,Senegal,2023-24,21.0,0.0448,0.0,,8.0,23.0,12.0,2.0,26.0,73.0,10.0,20.0,207.0,10.0,21.0,,4.0,11.0,47.0,6.0,5.2776,,1.0,,9.0,6.0,,11.0,12.0,2.0,0.0,42.0,3.0,36.0,14.0,12.0,3.0,24.0,6.0,,22.0,10.0,0.0,73.0,1.0,34.0,5.0,1.0,12.0,6.0,2.0,,,13.0,116.0,,3.0,23.0,6.0,0.2878,2.0,3.0,5.0,,1.0,,0.2654,5.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
513046,Danilo,Midfielder,Nott'm Forest,17,Brazil,2023-24,69.0,0.7243,0.0,7.0,36.0,96.0,29.0,20.0,140.0,724.0,9.0,25.0,1797.0,10.0,76.0,6.0,41.0,61.0,538.0,18.0,29.4005,,18.0,4.0,41.0,42.0,1.0,59.0,193.0,9.0,0.0,145.0,26.0,220.0,118.0,29.0,18.0,299.0,36.0,1.0,120.0,15.0,0.0,710.0,6.0,215.0,18.0,8.0,189.0,13.0,35.0,,46.0,122.0,1036.0,1.0,25.0,289.0,11.0,1.8422,4.0,44.0,55.0,,7.0,1.0,2.1944,16.0,4.0,2.0,8.0,6.0,2.0,2.0,1.0,6.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,9.0,,22.0,22.0,9.0,17.0,13.0,,6.0,,3.0,,,,16.0,,,,19.0,1.0,1.0,,,,,,,,,,,,,,,,,
427420,Giovanni Reyna,Midfielder,Nott'm Forest,17,United States,2023-24,23.0,0.3691,0.0,1.0,7.0,13.0,9.0,2.0,14.0,129.0,7.0,16.0,230.0,9.0,19.0,1.0,6.0,12.0,111.0,14.0,2.4025,,6.0,,,3.0,,14.0,33.0,2.0,0.0,42.0,3.0,28.0,14.0,9.0,4.0,78.0,2.0,,26.0,7.0,0.0,125.0,2.0,38.0,3.0,,39.0,3.0,2.0,,4.0,29.0,184.0,1.0,,39.0,3.0,0.2953,0.0,1.0,3.0,1.0,2.0,,0.2059,4.0,,1.0,8.0,3.0,,,,1.0,,1.0,2.0,1.0,1.0,,,,1.0,,,4.0,,6.0,8.0,2.0,3.0,2.0,,1.0,,1.0,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,
210462,Ibrahim Sangaré,Midfielder,Nott'm Forest,17,Cote d’Ivoire,2023-24,69.0,0.439,0.0,3.0,42.0,64.0,17.0,13.0,81.0,419.0,4.0,25.0,1037.0,16.0,65.0,4.0,33.0,56.0,315.0,12.0,12.4379,,7.0,1.0,19.0,16.0,2.0,53.0,103.0,9.0,0.0,134.0,17.0,146.0,70.0,17.0,19.0,162.0,12.0,2.0,109.0,9.0,0.0,412.0,,111.0,23.0,7.0,94.0,22.0,16.0,,23.0,76.0,595.0,1.0,6.0,176.0,19.0,0.6499,6.0,17.0,29.0,,,1.0,,5.0,3.0,,11.0,2.0,,2.0,,1.0,1.0,,,,,,1.0,,,,,6.0,,2.0,14.0,5.0,6.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524070,Jamie McDonnell,Midfielder,Nott'm Forest,17,Northern Ireland,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243345,Lewis O'Brien,Midfielder,Nott'm Forest,17,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Nott'm Forest,17,England,2023-24,222.0,6.7592,0.0,25.0,36.0,241.0,37.0,35.0,297.0,1284.0,2.0,131.0,3161.0,70.0,197.0,9.0,53.0,136.0,914.0,109.0,44.5432,,64.0,2.0,18.0,59.0,10.0,152.0,271.0,57.0,1.0,419.0,23.0,432.0,179.0,37.0,12.0,729.0,50.0,10.0,288.0,61.0,0.0,1205.0,25.0,619.0,24.0,8.0,319.0,37.0,17.0,,73.0,262.0,2030.0,5.0,16.0,312.0,27.0,6.9232,9.0,56.0,59.0,19.0,15.0,6.0,3.5191,46.0,17.0,10.0,35.0,33.0,5.0,6.0,1.0,15.0,3.0,6.0,54.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,,55.0,1.0,128.0,99.0,31.0,44.0,8.0,2.0,15.0,1.0,22.0,4.0,,4.0,65.0,0.3297,,,97.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,
250199,Nicolás Domínguez,Midfielder,Nott'm Forest,17,Argentina,2023-24,85.0,1.2779,0.0,8.0,63.0,95.0,26.0,19.0,121.0,829.0,7.0,40.0,1503.0,19.0,107.0,5.0,39.0,86.0,681.0,33.0,18.402,,8.0,,23.0,27.0,7.0,66.0,213.0,16.0,0.0,192.0,26.0,259.0,108.0,26.0,29.0,378.0,22.0,7.0,152.0,21.0,0.0,813.0,2.0,167.0,34.0,5.0,209.0,26.0,18.0,,27.0,148.0,1098.0,4.0,19.0,332.0,24.0,1.3184,4.0,26.0,34.0,1.0,6.0,2.0,1.4387,14.0,2.0,2.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,,1.0,2.0,1.0,1.0,,8.0,1.0,4.0,15.0,8.0,7.0,16.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
179519,Orel Mangala,Midfielder,Nott'm Forest,17,Belgium,2023-24,72.0,0.2972,0.0,1.0,27.0,60.0,20.0,19.0,73.0,642.0,1.0,14.0,1569.0,4.0,70.0,6.0,12.0,60.0,546.0,9.0,22.6608,,6.0,4.0,28.0,31.0,,68.0,199.0,21.0,0.0,142.0,6.0,167.0,74.0,20.0,14.0,270.0,25.0,,128.0,10.0,0.0,637.0,3.0,125.0,13.0,6.0,187.0,23.0,26.0,,23.0,89.0,866.0,,6.0,300.0,10.0,0.838,6.0,13.0,25.0,1.0,1.0,1.0,0.0208,9.0,1.0,,5.0,1.0,1.0,,0.0,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,,13.0,,1.0,31.0,8.0,13.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
