playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,totalFoulsWon,winningGoal,duels,appearances,gamesPlayed,unsuccessfulDribbles,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,leftsidePasses,timePlayed,touches,duelsWon,groundDuelsWon,successfulShortPasses,yellowCards,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,rightsidePasses,putthroughBlockedDistributionWon,forwardPasses,recoveries,penaltiesTaken,tacklesLost,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,secondGoalAssists,successfulCrossesOpenPlay,overruns,goalAssists,foulWonPenalty,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,oboxTarget,iboxBlocked,cornersWon,interceptions,penaltyGoals,headedGoals,handballsConceded,throughBalls,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,throwInsToOppositionPlayer,lastPlayerTackle,clearancesOffTheLine,successfulCornersIntoBox
166325,Cafú,Midfielder,Nott'm Forest,17,Portugal,2022-23,,0.0024,0.0,,,0.0,,1.0,1.0,,1.0,2.0,,,0.0,2.0,1.0,,,6.0,3.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nott'm Forest,17,Senegal,2022-23,49.0,0.3304,0.0,41.0,12.0,0.0,114.0,21.0,21.0,1.0,72.0,245.0,10.0,88.0,0.0,241.0,11.0,87.0,57.0,878.0,394.0,65.0,47.0,173.0,3.0,24.0,1.0,5.0,0.8897,29.0,5.0,54.0,2.0,13.0,10.0,60.0,,1.0,1.0,,26.0,1.0,1.0,8.0,9.0,19.0,14.0,17.1047,7.0,23.0,23.0,49.0,12.0,97.0,56.0,,7.0,14.0,,18.0,,22.0,6.0,2.0,22.0,42.0,9.0,1.0,1.0,113.0,14.0,0.3652,6.0,17.0,1.0,0.0,3.0,,,,,,12.0,,,,,1.0,,,,3.0,,,1.0,3.0,,2.0,10.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
513046,Danilo,Midfielder,Nott'm Forest,17,Brazil,2022-23,50.0,0.5642,0.0,36.0,3.0,2.0,89.0,13.0,13.0,4.0,80.0,227.0,12.0,71.0,0.0,222.0,1.0,121.0,42.0,979.0,409.0,39.0,35.0,132.0,1.0,31.0,3.0,4.0,1.6445,18.0,12.0,62.0,1.0,16.0,12.0,81.0,3.0,2.0,2.0,,18.0,,,14.0,2.0,38.0,21.0,17.8299,7.0,18.0,17.0,49.0,20.0,105.0,60.0,,11.0,15.0,3.0,4.0,8.0,7.0,14.0,6.0,4.0,31.0,7.0,2.0,6.0,66.0,3.0,1.5358,19.0,25.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,14.0,2.0,,,,2.0,2.0,,,1.0,,,2.0,1.0,1.0,4.0,9.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
185253,Gustavo Scarpa,Midfielder,Nott'm Forest,17,Brazil,2022-23,11.0,0.0459,0.0,9.0,8.0,0.0,27.0,6.0,6.0,2.0,30.0,71.0,2.0,24.0,0.0,69.0,4.0,30.0,16.0,180.0,116.0,16.0,15.0,40.0,1.0,1.0,4.0,1.0,0.0211,5.0,3.0,15.0,,,2.0,23.0,3.0,,4.0,2.0,3.0,,,2.0,,9.0,1.0,1.5925,1.0,2.0,1.0,15.0,4.0,34.0,12.0,,3.0,1.0,4.0,1.0,2.0,2.0,2.0,,4.0,6.0,2.0,4.0,3.0,18.0,3.0,0.251,8.0,8.0,,,,1.0,,,,1.0,8.0,3.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
58771,Jack Colback,Midfielder,Nott'm Forest,17,England,2022-23,22.0,0.1546,0.0,14.0,8.0,0.0,55.0,11.0,11.0,,63.0,141.0,1.0,43.0,0.0,138.0,7.0,30.0,33.0,494.0,199.0,33.0,29.0,112.0,0.0,8.0,,,,18.0,,17.0,1.0,5.0,4.0,24.0,,,,,12.0,,,8.0,3.0,6.0,1.0,8.5999,2.0,7.0,11.0,34.0,3.0,47.0,24.0,,5.0,8.0,,4.0,,13.0,3.0,,9.0,27.0,2.0,,6.0,55.0,3.0,,7.0,11.0,,,1.0,,,,,,5.0,1.0,,,1.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Nott'm Forest,17,England,2022-23,31.0,0.478,0.0,28.0,9.0,0.0,51.0,17.0,17.0,4.0,165.0,282.0,14.0,47.0,0.0,267.0,5.0,92.0,62.0,927.0,395.0,20.0,19.0,220.0,1.0,26.0,6.0,2.0,0.2958,4.0,4.0,41.0,7.0,10.0,12.0,53.0,3.0,2.0,2.0,,4.0,,,3.0,7.0,16.0,16.0,17.5332,11.0,4.0,17.0,86.0,11.0,72.0,39.0,,,10.0,4.0,1.0,2.0,4.0,6.0,,8.0,62.0,10.0,2.0,5.0,65.0,4.0,1.0397,12.0,15.0,,,1.0,1.0,4.0,,,,9.0,6.0,,,1.0,1.0,,,1.0,2.0,1.0,2.0,,2.0,4.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,
50232,Jonjo Shelvey,Midfielder,Nott'm Forest,17,England,2022-23,24.0,0.0042,0.0,23.0,1.0,0.0,36.0,11.0,11.0,,114.0,314.0,4.0,31.0,0.0,289.0,5.0,95.0,55.0,575.0,383.0,12.0,8.0,196.0,2.0,10.0,3.0,,,3.0,3.0,32.0,6.0,4.0,6.0,79.0,3.0,,,,5.0,,,1.0,1.0,7.0,1.0,1.3032,6.0,10.0,11.0,66.0,6.0,133.0,36.0,,2.0,10.0,9.0,4.0,3.0,1.0,4.0,2.0,10.0,60.0,4.0,,9.0,125.0,10.0,,47.0,9.0,,,3.0,1.0,,,,,39.0,1.0,,,2.0,,,,,,4.0,1.0,,,,5.0,5.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
243345,Lewis O'Brien,Midfielder,Nott'm Forest,17,England,2022-23,27.0,0.195,0.0,21.0,15.0,0.0,67.0,13.0,13.0,3.0,99.0,207.0,10.0,59.0,0.0,203.0,7.0,70.0,58.0,580.0,318.0,40.0,38.0,161.0,2.0,21.0,2.0,2.0,0.4159,16.0,5.0,34.0,,8.0,6.0,44.0,4.0,,2.0,,8.0,,,6.0,8.0,15.0,3.0,15.7635,4.0,8.0,14.0,56.0,11.0,64.0,51.0,,7.0,6.0,4.0,2.0,3.0,9.0,7.0,2.0,5.0,29.0,3.0,2.0,5.0,64.0,2.0,0.3368,10.0,6.0,1.0,0.0,,,,1.0,,,2.0,3.0,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
222531,Morgan Gibbs-White,Midfielder,Nott'm Forest,17,England,2022-23,265.0,0.1799,0.0,150.0,31.0,0.0,434.0,37.0,37.0,47.0,523.0,982.0,92.0,260.0,0.0,938.0,1.0,641.0,189.0,3157.0,1700.0,169.0,110.0,648.0,6.0,99.0,17.0,23.0,0.0509,29.0,45.0,244.0,28.0,38.0,36.0,292.0,36.0,6.0,,98.0,174.0,,,115.0,13.0,53.0,87.0,1.6675,59.0,11.0,61.0,217.0,21.0,368.0,161.0,2.0,14.0,48.0,131.0,59.0,22.0,15.0,51.0,4.0,35.0,208.0,8.0,,18.0,205.0,14.0,0.8122,48.0,69.0,5.0,1.0,6.0,2.0,,5.0,,70.0,42.0,6.0,1.0,2.0,5.0,16.0,8.0,,6.0,1.0,38.0,6.0,4.0,1.0,,20.0,15.0,2.0,,1.0,16.0,,,,,,,,,,,,,,,,,,,3.0,,,,21.0
475492,Oli Hammond,Midfielder,Nott'm Forest,17,Wales,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
