team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Swansea_80,2012-13,1950,Garry Monk,Swansea City,Defender,England,54.0,28.0,26.0,11.0,,,38.0,1.0,8.0,,1.0,,,,,,88.0,40.0,48.0,0.1852,0.2033,,0.1679,15.7056,145.0,,,,11.0,,,,,,,16.0,16.0,,34.0,12.0,22.0,,,,,2.0,2.0,19.0,1.0,,,108.0,,,,391.0,,,,,,,,,2.0,,,,18.0,,,109.0,,,,,,,,,2.0,,2.0,2.0,1.0,,10.0,0.0,,1.0,,,,2.0,1.0,1.0,30.0,41.0,323.0,334.0,2.0,11.0,,,,923.0,2.0,112.0,4.0,7.0,40.0,400.0,0.0,3.0,13.0,12.0,36.0,581.0,,,,,13.0,,8.0,14.0,28.0,0.0,0.0
Swansea_80,2012-13,39221,Dwight Tiendalli,Oxford United,Defender,Netherlands,25.0,16.0,9.0,14.0,,1.0,112.0,,2.0,,3.0,,,6.0,,,130.0,53.0,77.0,0.3367,0.9964,,1.8867,17.3123,188.0,,,,14.0,,,,,,1.0,16.0,15.0,1.0,105.0,37.0,68.0,,,,0.0,,5.0,31.0,5.0,,1.0,235.0,,1.0,3.0,551.0,,1.0,,,,,,,2.0,,,,59.0,,,25.0,,,,,,,,,,,2.0,5.0,4.0,1.0,11.0,0.0,,3.0,,7.0,7.0,7.0,1.0,2.0,12.0,249.0,234.0,464.0,12.0,32.0,,8.0,104.0,1012.0,14.0,34.0,16.0,17.0,144.0,560.0,0.0,6.0,44.0,10.0,84.0,896.0,,28.0,28.0,4.0,18.0,,12.0,32.0,72.0,2.0,3.0
Swansea_80,2012-13,42996,Angel Rangel,Queens Park Rangers,Defender,Spain,86.0,47.0,39.0,33.0,,1.0,293.0,6.0,10.0,,8.0,1.0,1.0,29.0,,,286.0,135.0,151.0,2.1649,2.312,,4.3661,40.5522,754.0,,,,33.0,,,1.0,,,3.0,39.0,35.0,4.0,200.0,88.0,112.0,3.0,,,2.0,7.0,19.0,87.0,23.0,,1.0,736.0,3.0,5.0,3.0,1822.0,,1.0,,,,,,,2.0,,,,160.0,,2.0,59.0,,,,,,,1.0,,7.0,3.0,5.0,19.0,16.0,5.0,30.0,0.0,,3.0,,19.0,19.0,13.0,9.0,20.0,95.0,822.0,740.0,1448.0,21.0,64.0,5.0,23.0,247.0,2750.0,32.0,144.0,33.0,14.0,455.0,1842.0,0.0,21.0,85.0,44.0,299.0,2695.0,1.0,73.0,72.0,19.0,25.0,1.0,55.0,80.0,244.0,4.0,7.0
Swansea_80,2012-13,59940,Kyle Bartley,West Bromwich Albion,Defender,England,6.0,3.0,3.0,2.0,,,7.0,,6.0,,,1.0,,,,,14.0,6.0,8.0,0.0127,,,,4.1377,28.0,,,,2.0,,,,,,,6.0,6.0,,8.0,3.0,5.0,,,,,,,1.0,1.0,,,27.0,,,,83.0,,,,,,,,,2.0,,,,4.0,,,22.0,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,1.0,,7.0,16.0,57.0,66.0,3.0,2.0,,,,147.0,2.0,16.0,,,14.0,84.0,0.0,,5.0,1.0,11.0,116.0,,,,,3.0,,3.0,1.0,8.0,0.0,0.0
Swansea_80,2012-13,73459,Jazz Richards,Cardiff City U21,Defender,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2012-13,115556,Ben Davies,Tottenham Hotspur,Defender,Wales,127.0,70.0,57.0,37.0,,0.0,252.0,4.0,12.0,,8.0,1.0,11.0,16.0,,,367.0,167.0,200.0,1.1256,0.6642,,1.0825,47.9693,544.0,,,,37.0,,,2.0,,,1.0,48.0,43.0,5.0,240.0,97.0,143.0,1.0,,,1.0,4.0,2.0,65.0,16.0,1.0,1.0,53.0,3.0,,1.0,1503.0,,3.0,,,,,,,4.0,,,,109.0,,,676.0,,,,,,,,,4.0,3.0,3.0,2.0,2.0,,33.0,0.0,3.0,4.0,1.0,21.0,20.0,19.0,13.0,5.0,73.0,604.0,684.0,1194.0,25.0,67.0,,49.0,250.0,3049.0,36.0,167.0,29.0,32.0,454.0,1525.0,0.0,5.0,92.0,26.0,258.0,2464.0,10.0,86.0,76.0,22.0,39.0,,58.0,83.0,200.0,0.0,5.0
Swansea_80,2012-13,76542,Ki Sung-Yueng,Seoul,Midfielder,South Korea,42.0,27.0,15.0,29.0,4.0,,269.0,11.0,9.0,,3.0,,26.0,12.0,,,179.0,96.0,83.0,2.5585,1.4909,0.2382,1.7352,27.7107,356.0,,,8.0,29.0,,,2.0,,,,27.0,25.0,2.0,137.0,69.0,68.0,,,1.0,,2.0,10.0,35.0,29.0,,,469.0,16.0,16.0,1.0,1592.0,,,,,,,,,2.0,,,,136.0,,,524.0,,,,,,,,,2.0,16.0,14.0,10.0,13.0,16.0,20.0,0.0,2.0,9.0,10.0,17.0,3.0,11.0,2.0,30.0,172.0,722.0,795.0,1328.0,9.0,24.0,7.0,,3.0,2037.0,33.0,37.0,26.0,24.0,193.0,1618.0,0.0,27.0,33.0,29.0,118.0,1932.0,15.0,25.0,3.0,9.0,5.0,1.0,23.0,26.0,95.0,0.0,3.0
Swansea_80,2012-13,15114,Leon Britton,Swansea City U23,Midfielder,England,19.0,13.0,6.0,33.0,,,268.0,5.0,17.0,,6.0,4.0,,3.0,,,193.0,99.0,94.0,0.7424,0.4638,,0.0448,38.9057,521.0,,,,33.0,,,,,,,36.0,32.0,4.0,174.0,86.0,88.0,,,,,3.0,2.0,66.0,9.0,,,420.0,5.0,,,1736.0,,2.0,,1.0,,,,,3.0,,,,205.0,,,559.0,,,,,,,,,3.0,5.0,5.0,2.0,1.0,,30.0,0.0,11.0,3.0,,1.0,1.0,12.0,,27.0,58.0,717.0,900.0,1558.0,6.0,39.0,5.0,1.0,2.0,2533.0,42.0,28.0,19.0,31.0,230.0,1768.0,0.0,6.0,45.0,7.0,152.0,2100.0,,2.0,2.0,11.0,7.0,,13.0,60.0,139.0,0.0,4.0
Swansea_80,2012-13,28690,Pablo Hernández,Leeds United U21,Midfielder,Spain,25.0,20.0,5.0,30.0,4.0,0.0,312.0,14.0,2.0,,2.0,,4.0,30.0,,,223.0,136.0,87.0,3.7864,2.6167,0.329,3.0239,36.9801,372.0,,,8.0,30.0,,,6.0,,,3.0,33.0,30.0,3.0,198.0,116.0,82.0,,,,3.0,14.0,9.0,40.0,49.0,,1.0,279.0,10.0,9.0,8.0,1289.0,,6.0,,,,,,,4.0,,,,117.0,,2.0,335.0,,,,,,,,,14.0,10.0,24.0,9.0,10.0,9.0,27.0,0.0,17.0,3.0,1.0,16.0,14.0,30.0,2.0,123.0,74.0,664.0,395.0,969.0,12.0,16.0,17.0,,12.0,2201.0,83.0,15.0,14.0,24.0,472.0,1298.0,0.0,34.0,28.0,111.0,255.0,1787.0,3.0,84.0,80.0,58.0,4.0,8.0,29.0,58.0,226.0,0.0,3.0
Swansea_80,2012-13,21083,Nathan Dyer,Swansea City,Midfielder,England,31.0,28.0,3.0,37.0,,3.0,436.0,9.0,2.0,,5.0,1.0,,19.0,,,339.0,193.0,146.0,2.2987,4.5032,,4.3529,30.9743,275.0,,,,37.0,,,4.0,,,3.0,31.0,27.0,4.0,308.0,165.0,143.0,2.0,,1.0,0.0,5.0,18.0,27.0,32.0,,1.0,330.0,12.0,12.0,2.0,1212.0,,13.0,,1.0,,,,,1.0,,,,160.0,1.0,2.0,176.0,,,,,,,,,5.0,12.0,25.0,18.0,17.0,12.0,25.0,0.0,10.0,12.0,,14.0,14.0,26.0,,121.0,15.0,708.0,362.0,1041.0,8.0,39.0,7.0,,9.0,2308.0,124.0,10.0,29.0,70.0,397.0,1217.0,1.0,42.0,47.0,75.0,161.0,1756.0,,42.0,42.0,69.0,1.0,7.0,10.0,47.0,151.0,0.0,3.0
Swansea_80,2012-13,18681,Roland Lamah,Swansea City,Midfielder,Belgium,4.0,1.0,3.0,5.0,,,27.0,2.0,1.0,,,,,1.0,,,23.0,13.0,10.0,0.1872,0.086,,,2.6526,8.0,,,,5.0,,,,,,,5.0,5.0,,19.0,12.0,7.0,,,,,4.0,,1.0,2.0,,,6.0,,,1.0,78.0,,,,,,,,,1.0,,,,8.0,,,37.0,,,,,,,,,4.0,,,,,,1.0,0.0,1.0,4.0,,,,2.0,1.0,10.0,1.0,38.0,29.0,66.0,,3.0,,,1.0,151.0,7.0,,3.0,2.0,24.0,78.0,0.0,,3.0,7.0,11.0,110.0,,2.0,1.0,4.0,,,1.0,4.0,10.0,0.0,0.0
Swansea_80,2012-13,11829,Wayne Routledge,Swansea City,Midfielder,England,40.0,31.0,9.0,36.0,,0.0,402.0,7.0,2.0,,3.0,,3.0,22.0,,,309.0,196.0,113.0,3.3402,4.348,,3.9768,38.9232,293.0,,,,36.0,,,4.0,,,5.0,40.0,35.0,5.0,269.0,165.0,104.0,3.0,,,5.0,12.0,17.0,14.0,52.0,,,118.0,1.0,4.0,8.0,1166.0,,16.0,,2.0,,,,,2.0,,,,146.0,,5.0,361.0,,,,,,,,,12.0,1.0,6.0,17.0,17.0,4.0,30.0,0.0,14.0,6.0,,19.0,19.0,30.0,3.0,128.0,54.0,598.0,365.0,890.0,10.0,28.0,9.0,1.0,12.0,2527.0,110.0,16.0,37.0,36.0,488.0,1174.0,0.0,23.0,38.0,86.0,230.0,1658.0,,61.0,61.0,63.0,2.0,6.0,17.0,50.0,213.0,2.0,0.0
Swansea_80,2012-13,39204,Jonathan de Guzmán,Eintracht Frankfurt,Midfielder,Netherlands,45.0,37.0,8.0,37.0,18.0,2.0,425.0,9.0,4.0,,4.0,,146.0,14.0,,,259.0,145.0,114.0,5.2507,3.6468,1.1978,4.5478,45.1806,494.0,,,36.0,37.0,,,6.0,,,5.0,43.0,38.0,5.0,214.0,108.0,106.0,,,1.0,3.0,2.0,10.0,48.0,53.0,,,584.0,17.0,16.0,1.0,1949.0,,3.0,1.0,,,,,,3.0,,,,160.0,,5.0,505.0,,,,,,,,1.0,2.0,17.0,29.0,10.0,16.0,16.0,33.0,0.0,11.0,4.0,49.0,76.0,21.0,15.0,2.0,64.0,164.0,1036.0,823.0,1619.0,6.0,39.0,6.0,1.0,3.0,2858.0,58.0,22.0,33.0,46.0,490.0,2008.0,0.0,45.0,45.0,37.0,225.0,2628.0,82.0,160.0,51.0,10.0,12.0,3.0,41.0,41.0,184.0,6.0,6.0
Swansea_80,2012-13,39217,Kemy Agustien,Kettering Town,Midfielder,Curacao,12.0,9.0,3.0,18.0,,,54.0,1.0,4.0,,1.0,,1.0,1.0,,,53.0,30.0,23.0,0.2562,0.0913,,0.1407,13.4809,145.0,,,,18.0,,,1.0,,,,12.0,12.0,,41.0,21.0,20.0,1.0,,,,2.0,,17.0,5.0,,,83.0,,2.0,2.0,348.0,,1.0,,1.0,,,,,3.0,,,,42.0,,,80.0,,,,,,,,,2.0,,1.0,,1.0,2.0,4.0,0.0,2.0,14.0,,1.0,1.0,3.0,5.0,11.0,41.0,142.0,143.0,243.0,4.0,8.0,2.0,,,562.0,9.0,15.0,10.0,5.0,101.0,362.0,0.0,2.0,12.0,1.0,78.0,451.0,1.0,2.0,,2.0,5.0,,19.0,15.0,59.0,0.0,2.0
Swansea_80,2012-13,1936,Mark Gower,Swansea City,Midfielder,England,,,,1.0,,,1.0,,,,,,1.0,,,,,,,0.0033,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,7.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,1.0,6.0,2.0,7.0,,,,,,6.0,,,,,2.0,8.0,0.0,,,,,10.0,,1.0,1.0,,,,,,,0.0,0.0
Swansea_80,2012-13,54322,Michu,Swansea City,Forward,Spain,238.0,122.0,116.0,35.0,,7.0,253.0,22.0,3.0,,6.0,,,13.0,,,438.0,233.0,205.0,3.1991,14.1058,,13.3962,44.8431,344.0,,,,35.0,,,2.0,,,18.0,40.0,35.0,5.0,200.0,111.0,89.0,1.0,6.0,5.0,11.0,17.0,23.0,30.0,32.0,,9.0,278.0,17.0,10.0,21.0,1113.0,,2.0,,,,,,,2.0,,,,100.0,,3.0,245.0,,,,,,,,,17.0,17.0,54.0,23.0,34.0,10.0,35.0,0.0,13.0,,,1.0,1.0,7.0,1.0,122.0,28.0,636.0,246.0,853.0,16.0,29.0,12.0,,2.0,3017.0,51.0,38.0,48.0,37.0,351.0,1120.0,0.0,88.0,45.0,143.0,239.0,1542.0,,9.0,9.0,21.0,1.0,15.0,3.0,40.0,236.0,6.0,6.0
Swansea_80,2012-13,74363,Itay Shechter,Hapoel Be'er Sheva,Forward,Israel,25.0,22.0,3.0,18.0,,1.0,82.0,6.0,,,,,,5.0,,,91.0,62.0,29.0,0.4551,0.9451,,0.9688,11.0153,15.0,,,,18.0,,,,,,1.0,12.0,11.0,1.0,66.0,40.0,26.0,3.0,,,0.0,8.0,2.0,6.0,11.0,,1.0,40.0,4.0,,17.0,186.0,,3.0,,,,,,,2.0,,,,14.0,,,49.0,,,,,,,,,8.0,4.0,2.0,2.0,2.0,,7.0,0.0,7.0,11.0,,2.0,2.0,5.0,,25.0,1.0,125.0,39.0,161.0,2.0,6.0,,,,621.0,20.0,5.0,14.0,13.0,67.0,186.0,0.0,4.0,8.0,31.0,24.0,285.0,,3.0,3.0,9.0,,8.0,,4.0,24.0,0.0,3.0
Swansea_80,2012-13,14166,Leroy Lita,Yeovil Town,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2012-13,15428,Luke Moore,Swansea City,Forward,England,43.0,32.0,11.0,17.0,,2.0,60.0,7.0,,,,,,5.0,,,77.0,55.0,22.0,0.9573,3.0853,,3.697,9.4279,44.0,,,,17.0,,,2.0,,,3.0,7.0,7.0,,34.0,23.0,11.0,2.0,1.0,1.0,1.0,5.0,13.0,2.0,7.0,,,34.0,7.0,1.0,7.0,173.0,,2.0,,,,,,,,,,,15.0,,2.0,36.0,,,,,,,,,5.0,7.0,4.0,13.0,10.0,1.0,4.0,0.0,3.0,13.0,,,,3.0,,27.0,1.0,93.0,46.0,138.0,2.0,,6.0,,1.0,526.0,13.0,5.0,11.0,6.0,59.0,174.0,0.0,14.0,2.0,27.0,35.0,243.0,,1.0,1.0,2.0,,3.0,2.0,2.0,33.0,2.0,0.0
Swansea_80,2012-13,89505,Rory Donnelly,Gillingham,Forward,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2013-14,39215,Michel Vorm,Tottenham Hotspur,Goalkeeper,Netherlands,9.0,3.0,6.0,26.0,,,,,,31.0,7.0,,,,1.0,4.0,17.0,7.0,10.0,0.0173,,,,32.009,455.0,,,,26.0,266.0,105.0,,211.0,,,32.0,25.0,7.0,8.0,4.0,4.0,,,,,,,,,,,79.0,,,,314.0,,,,,3.0,,,,3.0,13.0,2.0,,258.0,,,73.0,,62.0,8.0,36.0,26.0,15.0,,,,,,,,,26.0,1.0,,,,,,,44.0,,138.0,87.0,283.0,232.0,,,,,,2339.0,1.0,14.0,1.0,6.0,247.0,607.0,1.0,,,,237.0,894.0,,,,,104.0,,230.0,56.0,7.0,0.0,2.0
Swansea_80,2013-14,60084,David Cornell,Preston North End,Goalkeeper,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2013-14,5288,Gerhard Tremmel,Swansea City,Goalkeeper,Germany,4.0,,4.0,12.0,,,,,,9.0,1.0,,,,,1.0,7.0,2.0,5.0,0.0061,,,,19.0539,209.0,,,,12.0,122.0,40.0,,99.0,,,22.0,18.0,4.0,3.0,2.0,1.0,,,,,,,,,1.0,,43.0,,,,158.0,,,,,1.0,,,,1.0,7.0,1.0,,107.0,,,37.0,,33.0,1.0,19.0,14.0,5.0,,,,,,,,,12.0,0.0,,,,,,,28.0,,75.0,45.0,145.0,115.0,,1.0,,,,1080.0,,8.0,,1.0,101.0,289.0,0.0,,1.0,,99.0,405.0,,,,,48.0,,93.0,32.0,6.0,0.0,0.0
Swansea_80,2013-14,120385,Gregor Zabret,Swansea City U23,Goalkeeper,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2013-14,84933,Daniel Alfei,Yeovil Town,Defender,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2013-14,80789,Jordi Amat,Johor Darul Ta'zim,Defender,Indonesia,59.0,37.0,22.0,17.0,,,42.0,,9.0,,1.0,,,,,,137.0,72.0,65.0,0.0976,0.3213,,0.103,18.0915,249.0,9.0,,,17.0,,,,,,,21.0,17.0,4.0,78.0,35.0,43.0,,,,,,1.0,29.0,4.0,,,189.0,,,,658.0,,1.0,,,,,,,1.0,,18.0,5.0,58.0,,,197.0,,,,,,,,,,,3.0,1.0,1.0,,13.0,0.0,1.0,4.0,,,,4.0,8.0,2.0,63.0,166.0,405.0,508.0,9.0,23.0,,,1.0,1246.0,6.0,77.0,18.0,8.0,117.0,677.0,0.0,4.0,32.0,7.0,106.0,868.0,,,,,22.0,,35.0,44.0,71.0,0.0,3.0
Swansea_80,2013-14,47390,Neil Taylor,Middlesbrough,Defender,Wales,10.0,5.0,5.0,10.0,,,51.0,2.0,3.0,,1.0,,1.0,2.0,,,39.0,16.0,23.0,0.1349,0.0776,,,10.5078,97.0,2.0,,,10.0,,,1.0,,,,9.0,8.0,1.0,29.0,11.0,18.0,,,,,,,13.0,4.0,,,22.0,2.0,,,276.0,,1.0,,,,,,,,,9.0,3.0,32.0,,,113.0,,,,,,,,,,2.0,1.0,,,,6.0,0.0,1.0,4.0,,3.0,3.0,3.0,2.0,5.0,10.0,100.0,144.0,231.0,3.0,8.0,,5.0,45.0,590.0,5.0,18.0,5.0,4.0,63.0,283.0,0.0,1.0,11.0,5.0,42.0,423.0,1.0,6.0,5.0,1.0,8.0,1.0,9.0,19.0,33.0,0.0,1.0
Swansea_80,2013-14,53138,Chico Flores,Swansea City,Defender,Spain,164.0,77.0,87.0,31.0,,1.0,86.0,8.0,14.0,,8.0,,,5.0,,,356.0,162.0,194.0,0.315,2.0005,,1.3482,42.2644,758.0,15.0,,,31.0,,,,,,2.0,44.0,37.0,7.0,192.0,85.0,107.0,,1.0,1.0,1.0,8.0,4.0,94.0,5.0,2.0,,667.0,,2.0,,1768.0,1.0,,1.0,2.0,,,,,3.0,,39.0,18.0,159.0,1.0,,316.0,,,,,,,,,8.0,,9.0,4.0,8.0,2.0,30.0,1.0,,1.0,,1.0,1.0,16.0,19.0,2.0,117.0,506.0,1137.0,1525.0,21.0,57.0,,,3.0,2690.0,17.0,202.0,39.0,22.0,222.0,1827.0,2.0,17.0,78.0,34.0,185.0,2353.0,,8.0,8.0,7.0,46.0,,55.0,68.0,130.0,0.0,5.0
Swansea_80,2013-14,19159,Ashley Williams,Bristol City,Defender,Wales,201.0,84.0,117.0,34.0,,1.0,86.0,2.0,36.0,,7.0,3.0,,5.0,,,297.0,124.0,173.0,0.3549,1.6364,,0.8527,45.7967,693.0,7.0,,,34.0,,,1.0,,,1.0,48.0,37.0,11.0,96.0,40.0,56.0,,1.0,,0.0,1.0,1.0,80.0,4.0,2.0,,467.0,1.0,,5.0,1911.0,,,,,,,,,3.0,,28.0,17.0,146.0,,,690.0,,,,,,,,,1.0,1.0,9.0,1.0,2.0,,34.0,0.0,1.0,,,1.0,1.0,,17.0,,194.0,404.0,1270.0,1479.0,15.0,38.0,1.0,,5.0,3040.0,5.0,312.0,30.0,8.0,288.0,1936.0,0.0,11.0,53.0,25.0,263.0,2515.0,,,,,91.0,,130.0,91.0,133.0,0.0,5.0
Swansea_80,2013-14,39221,Dwight Tiendalli,Oxford United,Defender,Netherlands,17.0,12.0,5.0,10.0,,,75.0,2.0,3.0,,1.0,,,5.0,,,68.0,35.0,33.0,0.217,0.1408,,,11.041,141.0,4.0,,,10.0,,,,,,,12.0,9.0,3.0,51.0,23.0,28.0,,,,,1.0,,15.0,5.0,,,206.0,1.0,,2.0,445.0,,2.0,,,,,,,,,14.0,10.0,36.0,,,30.0,,,,,,,,,1.0,1.0,1.0,,,,9.0,0.0,3.0,1.0,,,,4.0,3.0,2.0,12.0,203.0,208.0,399.0,1.0,18.0,,9.0,77.0,751.0,9.0,20.0,11.0,5.0,91.0,452.0,0.0,1.0,19.0,6.0,41.0,661.0,,24.0,24.0,5.0,7.0,,3.0,9.0,38.0,0.0,0.0
Swansea_80,2013-14,42996,Angel Rangel,Queens Park Rangers,Defender,Spain,78.0,41.0,37.0,30.0,,,190.0,1.0,10.0,,7.0,1.0,,12.0,,,293.0,137.0,156.0,2.7312,0.3392,,0.2735,39.1174,734.0,12.0,,,30.0,1.0,,1.0,1.0,,,41.0,33.0,8.0,215.0,96.0,119.0,2.0,,,,,1.0,93.0,26.0,1.0,,913.0,1.0,2.0,1.0,1913.0,,3.0,,,,,,,4.0,,57.0,35.0,161.0,,,98.0,,1.0,,,,,,,,1.0,5.0,1.0,3.0,2.0,29.0,0.0,1.0,1.0,,19.0,19.0,14.0,15.0,17.0,118.0,911.0,749.0,1523.0,24.0,60.0,2.0,26.0,290.0,2632.0,22.0,86.0,41.0,23.0,435.0,1935.0,0.0,8.0,84.0,37.0,294.0,2782.0,,63.0,63.0,10.0,44.0,1.0,74.0,77.0,220.0,0.0,8.0
Swansea_80,2013-14,59940,Kyle Bartley,West Bromwich Albion,Defender,England,2.0,,2.0,2.0,,,3.0,,2.0,,,,,,,,9.0,4.0,5.0,0.0029,,,,0.5862,16.0,1.0,,,2.0,,,,,,,1.0,1.0,,7.0,4.0,3.0,,,,,,,2.0,,1.0,,9.0,,,,36.0,,,,,,,,,,,,,3.0,,,8.0,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,,,1.0,,3.0,10.0,24.0,31.0,1.0,2.0,,,,91.0,,10.0,4.0,,2.0,36.0,0.0,,3.0,,2.0,53.0,,,,,,,,2.0,2.0,0.0,0.0
Swansea_80,2013-14,73459,Jazz Richards,Cardiff City U21,Defender,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Swansea_80,2013-14,115556,Ben Davies,Tottenham Hotspur,Defender,Wales,139.0,83.0,56.0,34.0,,1.0,219.0,2.0,11.0,,6.0,,28.0,12.0,,,359.0,190.0,169.0,1.5914,0.8348,,0.7688,41.9205,646.0,10.0,,,34.0,,,1.0,,,2.0,46.0,36.0,10.0,220.0,107.0,113.0,,,,1.0,1.0,,63.0,30.0,,2.0,95.0,1.0,1.0,,1617.0,,,,,,,,,4.0,,55.0,27.0,157.0,,,693.0,,,,,,,,,1.0,1.0,4.0,,3.0,1.0,32.0,0.0,1.0,2.0,6.0,20.0,14.0,15.0,8.0,10.0,52.0,696.0,717.0,1341.0,17.0,59.0,1.0,35.0,249.0,2873.0,32.0,109.0,23.0,25.0,441.0,1653.0,0.0,7.0,76.0,29.0,260.0,2472.0,19.0,84.0,61.0,14.0,39.0,1.0,65.0,84.0,195.0,1.0,3.0
Swansea_80,2013-14,76542,Ki Sung-Yueng,Seoul,Midfielder,South Korea,28.0,11.0,17.0,28.0,1.0,3.0,217.0,10.0,5.0,,8.0,,11.0,7.0,,,190.0,82.0,108.0,0.0175,,,,0.9514,253.0,6.0,1.0,,28.0,,,1.0,,,3.0,42.0,37.0,5.0,162.0,71.0,91.0,,1.0,,0.0,,,21.0,27.0,,,315.0,,,2.0,1188.0,,,,,,,1.0,1.0,,,16.0,7.0,125.0,,2.0,430.0,,,,,,,1.0,,,,16.0,,14.0,,25.0,0.0,5.0,3.0,1.0,4.0,3.0,23.0,2.0,55.0,102.0,602.0,505.0,1001.0,6.0,36.0,3.0,,3.0,2198.0,37.0,22.0,17.0,27.0,194.0,1215.0,0.0,30.0,42.0,40.0,112.0,1504.0,8.0,25.0,15.0,3.0,6.0,2.0,13.0,32.0,99.0,0.0,3.0
