team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Brentford_94,2021-22,205836,Saman Ghoddos,Brentford,Forward,Iran,26.0,15.0,11.0,17.0,1.0,1.0,41.0,5.0,,,,,8.0,5.0,,,82.0,39.0,43.0,0.9754,0.5056,0.1112,0.6932,6.0218,20.0,67.0,9.0,1.0,1.0,17.0,,,1.0,,,1.0,4.0,3.0,1.0,56.0,24.0,32.0,,,,0.0,2.0,1.0,3.0,5.0,,,32.0,3.0,1.0,,179.0,,,,,,,,1.0,,10.0,2.0,36.0,,1.0,50.0,,,,,,,,,2.0,3.0,,1.0,3.0,1.0,4.0,0.0,4.0,13.0,,3.0,3.0,5.0,9.0,1.0,3.0,8.0,87.0,52.0,128.0,7.0,10.0,2.0,,4.0,528.0,6.0,10.0,12.0,10.0,93.0,190.0,0.0,3.0,17.0,20.0,54.0,318.0,8.0,18.0,7.0,2.0,4.0,1.0,14.0,12.0,40.0,0.0,2.0
Brentford_94,2021-22,144485,Ivan Toney,Brentford,Forward,England,263.0,116.0,147.0,33.0,,6.0,134.0,24.0,2.0,,8.0,1.0,,19.0,,,540.0,256.0,284.0,5.5575,11.503,,8.5024,41.6861,98.0,286.0,19.0,3.0,,33.0,,,5.0,,,12.0,47.0,35.0,12.0,277.0,140.0,137.0,2.0,2.0,2.0,6.0,21.0,17.0,14.0,38.0,,,121.0,3.0,1.0,25.0,728.0,,,,,,5.0,5.0,4.0,,42.0,14.0,105.0,,10.0,192.0,,,,,,,,,21.0,3.0,34.0,17.0,30.0,1.0,32.0,0.0,,1.0,,2.0,2.0,24.0,41.0,,36.0,12.0,324.0,110.0,420.0,12.0,21.0,16.0,6.0,6.0,2908.0,70.0,42.0,50.0,80.0,522.0,733.0,0.0,64.0,33.0,167.0,301.0,1349.0,,26.0,26.0,26.0,4.0,5.0,19.0,40.0,282.0,4.0,8.0
Brentford_94,2021-22,434662,Halil Dervisoglu,Galatasaray,Forward,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2021-22,460029,Nathan Young-Coombes,Brentford U21,Forward,England,,,,1.0,,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,3.0,,,1.0,,1.0,,0.0,,,,,1.0,,,,,,,,,,0.0,0.0
Brentford_94,2022-23,154561,David Raya,Arsenal,Goalkeeper,Spain,15.0,2.0,13.0,38.0,,,,,,51.0,12.0,,,1.0,2.0,2.0,23.0,4.0,19.0,0.1762,0.1115,,,48.8073,1.0,1047.0,,,,38.0,321.0,108.0,,269.0,2.0,,46.0,36.0,10.0,8.0,2.0,6.0,,,,,,,1.0,2.0,,,247.0,,,,904.0,,1.0,,2.0,,,,2.0,10.0,2.0,1.0,383.0,,,181.0,,154.0,9.0,90.0,64.0,40.0,,,,,1.0,,,,38.0,0.0,,,,,,1.0,,63.0,,410.0,292.0,604.0,486.0,,,,,1.0,3420.0,,20.0,,6.0,586.0,1475.0,0.0,1.0,,1.0,579.0,1883.0,,,,,145.0,,564.0,94.0,15.0,0.0,1.0
Brentford_94,2022-23,140200,Thomas Strakosha,AEK Athens,Goalkeeper,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,503300,Matthew Cox,Brentford,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,472713,Aaron Hickey,Brentford,Defender,Scotland,36.0,22.0,14.0,26.0,,,161.0,4.0,7.0,,1.0,,,8.0,,,189.0,85.0,104.0,0.5781,0.3867,,0.2083,27.1742,44.0,289.0,7.0,,,26.0,,,1.0,,,,30.0,22.0,8.0,153.0,63.0,90.0,2.0,,,,2.0,2.0,17.0,5.0,,,215.0,2.0,,1.0,716.0,1.0,,1.0,,,,,1.0,,28.0,11.0,111.0,,,62.0,,,,,,,,,2.0,2.0,5.0,2.0,2.0,,23.0,0.0,15.0,3.0,,4.0,4.0,17.0,18.0,,,27.0,277.0,343.0,589.0,12.0,26.0,2.0,7.0,75.0,1929.0,31.0,21.0,20.0,35.0,191.0,727.0,0.0,7.0,38.0,21.0,111.0,1088.0,,23.0,23.0,18.0,4.0,1.0,23.0,39.0,88.0,0.0,7.0
Brentford_94,2022-23,194010,Rico Henry,Brentford,Defender,Jamaica,96.0,56.0,40.0,37.0,,,251.0,11.0,8.0,,9.0,1.0,,11.0,,,328.0,167.0,161.0,2.8837,1.539,,1.0401,47.651,49.0,394.0,7.0,1.0,,37.0,,,2.0,,,,46.0,36.0,10.0,232.0,111.0,121.0,1.0,,,,2.0,3.0,30.0,21.0,,,71.0,9.0,1.0,2.0,972.0,10.0,,,,,,,2.0,,42.0,21.0,197.0,,,257.0,,,,,,,,,2.0,9.0,7.0,3.0,4.0,1.0,37.0,0.0,8.0,,,24.0,24.0,26.0,30.0,8.0,2.0,42.0,409.0,345.0,688.0,26.0,31.0,4.0,15.0,122.0,3242.0,61.0,69.0,32.0,38.0,448.0,973.0,0.0,11.0,57.0,33.0,243.0,1692.0,,63.0,63.0,17.0,35.0,,78.0,71.0,165.0,0.0,4.0
Brentford_94,2022-23,213687,Charlie Goode,Stevenage,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,231065,Ethan Pinnock,Brentford,Defender,Jamaica,159.0,54.0,105.0,30.0,,1.0,106.0,3.0,31.0,,10.0,,,4.0,,,242.0,72.0,170.0,1.1257,2.9929,,2.1796,38.6758,45.0,444.0,3.0,,,30.0,,,,,,3.0,34.0,28.0,6.0,83.0,18.0,65.0,1.0,,,2.0,2.0,6.0,35.0,8.0,2.0,3.0,226.0,1.0,,,1078.0,1.0,1.0,,,,,,2.0,,15.0,10.0,123.0,,,316.0,,,,,,,1.0,,2.0,1.0,3.0,6.0,9.0,,30.0,0.0,,,,3.0,3.0,3.0,28.0,12.0,1.0,48.0,216.0,663.0,828.0,24.0,28.0,,8.0,35.0,2700.0,8.0,214.0,6.0,10.0,250.0,1092.0,0.0,12.0,52.0,57.0,216.0,1581.0,,7.0,7.0,1.0,29.0,,79.0,73.0,137.0,1.0,0.0
Brentford_94,2022-23,48760,Zanka,FC København,Defender,Denmark,32.0,15.0,17.0,18.0,,,37.0,1.0,12.0,,4.0,,,1.0,,,78.0,41.0,37.0,0.1704,0.891,,0.1079,17.5766,15.0,199.0,5.0,,,18.0,4.0,,,4.0,,,15.0,13.0,2.0,46.0,26.0,20.0,,,,,1.0,1.0,16.0,3.0,,,137.0,,,2.0,434.0,,1.0,,,,,,1.0,,10.0,7.0,53.0,,,71.0,,,,,,,,,1.0,,3.0,1.0,1.0,,11.0,0.0,2.0,7.0,,,,,9.0,3.0,,13.0,129.0,231.0,347.0,8.0,8.0,,11.0,44.0,1098.0,2.0,39.0,9.0,4.0,104.0,444.0,0.0,4.0,16.0,12.0,84.0,620.0,,3.0,3.0,1.0,13.0,,31.0,28.0,53.0,0.0,2.0
Brentford_94,2022-23,51927,Ben Mee,Brentford,Defender,England,230.0,98.0,132.0,37.0,,0.0,124.0,3.0,42.0,,12.0,3.0,,4.0,,,334.0,131.0,203.0,0.7874,3.1975,,2.4981,43.5706,55.0,714.0,7.0,,,37.0,2.0,,2.0,2.0,,3.0,40.0,30.0,10.0,104.0,33.0,71.0,1.0,2.0,1.0,3.0,3.0,4.0,48.0,6.0,1.0,1.0,339.0,,,1.0,1618.0,,,,,,,,1.0,,32.0,12.0,199.0,,,481.0,,,,,,,,,3.0,,18.0,4.0,7.0,,37.0,0.0,3.0,,,1.0,1.0,12.0,36.0,6.0,,109.0,399.0,880.0,1169.0,21.0,24.0,,21.0,69.0,3272.0,3.0,116.0,14.0,15.0,434.0,1658.0,0.0,25.0,45.0,71.0,380.0,2163.0,,6.0,6.0,1.0,46.0,,147.0,125.0,233.0,1.0,2.0
Brentford_94,2022-23,61810,Pontus Jansson,Malmö FF,Defender,Sweden,36.0,12.0,24.0,12.0,,1.0,17.0,,9.0,,1.0,,,,,,49.0,17.0,32.0,0.1315,0.3197,,0.3218,11.9421,15.0,131.0,1.0,,,12.0,,,,,,1.0,14.0,10.0,4.0,13.0,5.0,8.0,,1.0,,0.0,,1.0,9.0,,,,117.0,,,1.0,309.0,,,,,,,,1.0,,7.0,4.0,25.0,,,50.0,,,,,,,,,,,2.0,1.0,2.0,,9.0,0.0,2.0,3.0,,,,2.0,7.0,1.0,,14.0,49.0,203.0,238.0,2.0,3.0,1.0,,5.0,725.0,1.0,38.0,2.0,1.0,67.0,315.0,0.0,4.0,5.0,8.0,63.0,402.0,,,,,6.0,,18.0,22.0,45.0,0.0,0.0
Brentford_94,2022-23,191866,Kristoffer Ajer,Brentford,Defender,Norway,26.0,11.0,15.0,9.0,,,42.0,,5.0,,2.0,,,2.0,,,71.0,35.0,36.0,0.0934,0.0357,,,13.5349,16.0,145.0,2.0,,,9.0,,,,,,,14.0,11.0,3.0,45.0,24.0,21.0,,,,,,,7.0,1.0,1.0,,84.0,,,,287.0,,,1.0,,,,,1.0,,9.0,1.0,36.0,,,23.0,,,,,,,,,,,1.0,,,,9.0,0.0,3.0,,,1.0,1.0,2.0,12.0,3.0,,18.0,88.0,137.0,206.0,3.0,8.0,,10.0,34.0,766.0,12.0,17.0,5.0,8.0,101.0,294.0,0.0,1.0,11.0,11.0,70.0,432.0,,5.0,5.0,4.0,12.0,,20.0,33.0,50.0,0.0,0.0
Brentford_94,2022-23,228044,Mads Bech,FC Midtjylland,Defender,Denmark,1.0,,1.0,4.0,,,1.0,,,,,,,,,,1.0,,1.0,0.0013,,,,0.0486,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.0,,4.0,,,,,2.0,1.0,,1.0,2.0,4.0,5.0,,,,3.0,1.0,19.0,,1.0,,,4.0,7.0,0.0,,,,1.0,14.0,,,,,,,,1.0,1.0,0.0,0.0
Brentford_94,2022-23,226956,Mads Roerslev,Brentford,Defender,Denmark,20.0,12.0,8.0,20.0,,,45.0,,5.0,,5.0,1.0,,3.0,,,82.0,46.0,36.0,0.8077,0.3001,,,16.7329,13.0,125.0,2.0,,,20.0,,,,,,,12.0,11.0,1.0,62.0,34.0,28.0,,,,,,1.0,9.0,8.0,,,84.0,,,,262.0,1.0,,,,,,,1.0,,30.0,9.0,48.0,,,9.0,,,,,,,,,,,2.0,1.0,1.0,,12.0,0.0,2.0,8.0,,5.0,5.0,3.0,9.0,5.0,1.0,11.0,86.0,89.0,159.0,10.0,12.0,2.0,1.0,19.0,1102.0,12.0,32.0,4.0,3.0,136.0,263.0,0.0,3.0,22.0,13.0,93.0,441.0,,15.0,15.0,3.0,15.0,1.0,24.0,27.0,69.0,0.0,0.0
Brentford_94,2022-23,592661,Tristan Crama,Millwall,Defender,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,450550,Fin Stevens,FC St. Pauli,Defender,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,508395,Yehor Yarmoliuk,Brentford,Midfielder,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,128295,Christian Nørgaard,Arsenal,Midfielder,Denmark,38.0,20.0,18.0,22.0,,1.0,101.0,4.0,9.0,,5.0,,,1.0,,,204.0,106.0,98.0,1.7669,1.5692,,1.2699,27.0536,63.0,286.0,28.0,1.0,,22.0,,,3.0,,,1.0,23.0,20.0,3.0,166.0,86.0,80.0,,,1.0,0.0,3.0,7.0,34.0,9.0,,,198.0,1.0,2.0,,776.0,1.0,,,,,,,1.0,,34.0,23.0,165.0,,1.0,208.0,,,,,,,,,3.0,1.0,5.0,7.0,10.0,2.0,21.0,0.0,9.0,1.0,,2.0,2.0,8.0,35.0,4.0,5.0,30.0,292.0,315.0,575.0,22.0,30.0,2.0,1.0,1.0,1770.0,20.0,40.0,35.0,20.0,239.0,793.0,0.0,15.0,52.0,47.0,188.0,1102.0,,9.0,9.0,10.0,22.0,,42.0,52.0,146.0,0.0,6.0
Brentford_94,2022-23,207283,Mathias Jensen,Brentford,Midfielder,Denmark,28.0,17.0,11.0,37.0,4.0,0.0,250.0,5.0,5.0,,3.0,,76.0,26.0,,,304.0,172.0,132.0,4.7062,2.0935,0.5192,1.1608,41.2696,54.0,428.0,21.0,,4.0,37.0,,,6.0,,,5.0,40.0,31.0,9.0,276.0,155.0,121.0,,1.0,1.0,5.0,2.0,,32.0,42.0,,1.0,193.0,3.0,2.0,1.0,1076.0,,,,,,,,1.0,,74.0,49.0,175.0,,3.0,346.0,,,,,,,2.0,,2.0,3.0,11.0,,7.0,2.0,37.0,0.0,27.0,,28.0,53.0,22.0,25.0,26.0,5.0,6.0,111.0,565.0,409.0,810.0,35.0,36.0,5.0,70.0,114.0,2829.0,60.0,23.0,32.0,25.0,593.0,1217.0,0.0,18.0,71.0,28.0,296.0,1980.0,34.0,105.0,60.0,28.0,22.0,,103.0,73.0,193.0,1.0,5.0
Brentford_94,2022-23,513418,Kevin Schade,Brentford,Midfielder,Germany,54.0,24.0,30.0,18.0,,,56.0,2.0,,,,,,13.0,,,131.0,69.0,62.0,0.7644,1.9943,,1.0098,7.9403,25.0,44.0,8.0,1.0,,18.0,,,1.0,,,,7.0,5.0,2.0,77.0,45.0,32.0,,,,,2.0,3.0,4.0,7.0,,,21.0,,1.0,6.0,156.0,6.0,,,,,,,,,18.0,7.0,33.0,,,35.0,,,,,,,1.0,,2.0,,6.0,3.0,4.0,1.0,7.0,0.0,6.0,11.0,,4.0,4.0,12.0,12.0,,1.0,,75.0,27.0,98.0,4.0,8.0,1.0,,1.0,728.0,27.0,4.0,13.0,8.0,128.0,156.0,0.0,10.0,12.0,59.0,58.0,319.0,,11.0,11.0,18.0,1.0,,2.0,6.0,56.0,0.0,2.0
Brentford_94,2022-23,183656,Josh Dasilva,Brentford,Midfielder,England,14.0,8.0,6.0,36.0,,2.0,132.0,7.0,6.0,,,,6.0,4.0,,,151.0,73.0,78.0,1.5655,1.5343,,2.3639,20.0289,23.0,150.0,3.0,,,36.0,,,2.0,,,4.0,17.0,13.0,4.0,137.0,65.0,72.0,1.0,,,2.0,1.0,2.0,5.0,10.0,,3.0,190.0,6.0,,,562.0,5.0,,,,,,,1.0,,33.0,16.0,66.0,,1.0,100.0,,,,,,,1.0,,1.0,6.0,5.0,2.0,6.0,,14.0,0.0,14.0,22.0,1.0,7.0,6.0,31.0,7.0,2.0,8.0,21.0,269.0,211.0,452.0,9.0,9.0,1.0,,11.0,1381.0,44.0,6.0,14.0,23.0,203.0,572.0,0.0,11.0,18.0,32.0,99.0,846.0,3.0,26.0,23.0,15.0,6.0,2.0,21.0,22.0,78.0,2.0,1.0
Brentford_94,2022-23,216646,Yoane Wissa,Newcastle United,Forward,DR Congo,50.0,26.0,24.0,38.0,,4.0,99.0,3.0,,,,,,6.0,,,181.0,94.0,87.0,1.0332,5.5166,,4.4254,20.6202,44.0,80.0,13.0,1.0,,38.0,,,3.0,,,7.0,17.0,13.0,4.0,131.0,68.0,63.0,1.0,3.0,1.0,3.0,3.0,5.0,6.0,10.0,,1.0,59.0,,3.0,19.0,322.0,1.0,,,,,,,1.0,,25.0,10.0,69.0,,3.0,89.0,,,,,,,,,3.0,,14.0,5.0,15.0,3.0,16.0,0.0,15.0,22.0,,,,20.0,16.0,1.0,8.0,9.0,159.0,77.0,227.0,5.0,12.0,4.0,,2.0,1599.0,40.0,14.0,21.0,26.0,188.0,327.0,0.0,29.0,17.0,65.0,91.0,580.0,,12.0,12.0,15.0,3.0,,14.0,20.0,77.0,1.0,3.0
Brentford_94,2022-23,428580,Frank Onyeka,Brentford,Midfielder,Nigeria,22.0,15.0,7.0,21.0,,,53.0,2.0,3.0,,,,,1.0,,,128.0,65.0,63.0,0.8032,0.9957,,0.5307,10.641,32.0,80.0,9.0,,,21.0,,,2.0,,,,11.0,10.0,1.0,106.0,50.0,56.0,,,,,1.0,2.0,10.0,5.0,,,61.0,1.0,2.0,2.0,253.0,1.0,,,,,,,1.0,,22.0,13.0,50.0,,,59.0,,,,,,,,,1.0,1.0,3.0,2.0,4.0,2.0,8.0,0.0,8.0,13.0,,,,11.0,18.0,1.0,4.0,7.0,122.0,70.0,185.0,5.0,14.0,,,1.0,843.0,21.0,16.0,15.0,26.0,97.0,253.0,0.0,7.0,19.0,22.0,61.0,425.0,,2.0,2.0,11.0,9.0,,14.0,19.0,47.0,0.0,0.0
Brentford_94,2022-23,446008,Bryan Mbeumo,Manchester United,Forward,Cameroon,99.0,64.0,35.0,38.0,1.0,4.0,244.0,12.0,1.0,,1.0,,71.0,28.0,,,342.0,213.0,129.0,5.5831,9.6283,0.1073,6.651,42.219,61.0,211.0,13.0,,1.0,38.0,,,8.0,,,9.0,39.0,30.0,9.0,243.0,149.0,94.0,1.0,,2.0,5.0,11.0,15.0,13.0,43.0,,9.0,255.0,1.0,9.0,6.0,768.0,7.0,,,,,1.0,1.0,1.0,,65.0,23.0,135.0,,,99.0,,,,,,,2.0,,11.0,1.0,26.0,15.0,33.0,9.0,36.0,0.0,26.0,2.0,18.0,41.0,15.0,45.0,14.0,,22.0,30.0,462.0,175.0,566.0,8.0,18.0,7.0,1.0,18.0,2929.0,91.0,17.0,27.0,23.0,506.0,809.0,0.0,59.0,26.0,132.0,213.0,1451.0,36.0,115.0,62.0,37.0,4.0,4.0,21.0,44.0,192.0,2.0,5.0
Brentford_94,2022-23,440089,Mikkel Damsgaard,Brentford,Midfielder,Denmark,19.0,9.0,10.0,26.0,,,72.0,3.0,2.0,,,,2.0,3.0,,,124.0,63.0,61.0,1.3306,2.6083,,1.3832,12.8823,32.0,154.0,6.0,,,26.0,,,,,,,14.0,12.0,2.0,105.0,54.0,51.0,1.0,,,,1.0,4.0,10.0,11.0,,,70.0,2.0,2.0,,364.0,,,,,,,,,,30.0,18.0,70.0,,,75.0,,,,,,,,,1.0,2.0,3.0,4.0,6.0,2.0,9.0,0.0,9.0,17.0,1.0,4.0,2.0,9.0,13.0,1.0,5.0,11.0,173.0,101.0,259.0,10.0,21.0,5.0,,1.0,981.0,15.0,10.0,13.0,11.0,162.0,371.0,0.0,9.0,31.0,27.0,101.0,564.0,1.0,25.0,21.0,9.0,4.0,,18.0,20.0,83.0,0.0,4.0
Brentford_94,2022-23,432160,Shandon Baptiste,Luton Town,Midfielder,Grenada,13.0,7.0,6.0,23.0,,,65.0,2.0,2.0,,,,2.0,3.0,,,77.0,38.0,39.0,0.5452,0.3452,,0.2231,6.4884,22.0,80.0,8.0,,,23.0,,,1.0,,,,6.0,3.0,3.0,64.0,31.0,33.0,1.0,,,,2.0,1.0,7.0,9.0,,,66.0,,,1.0,278.0,1.0,,,,,,,,,15.0,8.0,45.0,1.0,,68.0,,,,,,,,,2.0,,1.0,1.0,1.0,,4.0,0.0,4.0,19.0,1.0,4.0,3.0,6.0,9.0,,2.0,13.0,132.0,112.0,227.0,6.0,9.0,2.0,,3.0,603.0,11.0,10.0,11.0,12.0,76.0,279.0,1.0,2.0,15.0,9.0,39.0,395.0,1.0,7.0,6.0,3.0,2.0,,9.0,12.0,30.0,0.0,1.0
Brentford_94,2022-23,204580,Vitaly Janelt,Brentford,Midfielder,Germany,56.0,23.0,33.0,35.0,,0.0,160.0,3.0,9.0,,6.0,,1.0,7.0,,,213.0,97.0,116.0,1.514,2.3613,,2.2108,30.2447,41.0,301.0,8.0,,,35.0,,,1.0,,,3.0,28.0,20.0,8.0,157.0,74.0,83.0,3.0,1.0,,3.0,3.0,1.0,29.0,15.0,,2.0,207.0,,1.0,2.0,965.0,,,,,,,,1.0,,41.0,20.0,159.0,,,309.0,,,,,,,,,3.0,,6.0,1.0,5.0,1.0,24.0,0.0,11.0,11.0,,8.0,8.0,9.0,23.0,11.0,3.0,67.0,381.0,417.0,723.0,27.0,27.0,3.0,2.0,14.0,2207.0,25.0,23.0,22.0,21.0,251.0,977.0,0.0,11.0,54.0,40.0,187.0,1293.0,1.0,14.0,13.0,14.0,14.0,1.0,41.0,43.0,146.0,0.0,3.0
Brentford_94,2022-23,591357,Ryan Trevitt,Brentford,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,501284,Michael Olakigbe,Swindon Town,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Brentford_94,2022-23,174932,Sergi Canós,Valencia,Midfielder,Spain,1.0,1.0,,5.0,,,8.0,,1.0,,,,,1.0,,,15.0,8.0,7.0,0.0327,0.0475,,,1.3906,4.0,14.0,2.0,,,5.0,,,,,,,2.0,2.0,,14.0,7.0,7.0,1.0,,,,,,,1.0,,,10.0,,,,36.0,,,,,,,,,,2.0,2.0,6.0,,,5.0,,,,,,,,,,,1.0,,,,,0.0,,5.0,,,,4.0,1.0,,1.0,1.0,13.0,8.0,20.0,,,,,2.0,73.0,2.0,1.0,3.0,3.0,22.0,37.0,0.0,1.0,,2.0,16.0,62.0,,3.0,3.0,2.0,2.0,1.0,3.0,4.0,13.0,0.0,0.0
Brentford_94,2022-23,205836,Saman Ghoddos,Brentford,Forward,Iran,9.0,4.0,5.0,15.0,,,20.0,,1.0,,,,4.0,1.0,,,22.0,12.0,10.0,0.3,0.0462,,0.4002,2.977,6.0,22.0,,,,15.0,,,,,,,5.0,5.0,,13.0,8.0,5.0,,,,,,1.0,4.0,4.0,,,10.0,,,,66.0,,,,,,,,1.0,,5.0,4.0,24.0,,,17.0,,,,,,,,,,,,1.0,1.0,,,0.0,,15.0,2.0,3.0,,,1.0,1.0,1.0,2.0,36.0,21.0,52.0,1.0,1.0,1.0,1.0,2.0,126.0,3.0,2.0,3.0,3.0,26.0,69.0,0.0,1.0,2.0,3.0,15.0,105.0,2.0,4.0,2.0,2.0,4.0,,8.0,1.0,7.0,0.0,0.0
Brentford_94,2022-23,144485,Ivan Toney,Brentford,Forward,England,227.0,118.0,109.0,33.0,9.0,9.0,165.0,16.0,9.0,,7.0,1.0,1.0,29.0,,,482.0,259.0,223.0,3.4927,18.677,0.8753,17.5387,43.1193,95.0,279.0,22.0,3.0,9.0,33.0,,,4.0,,,20.0,42.0,34.0,8.0,255.0,141.0,114.0,1.0,2.0,4.0,11.0,11.0,16.0,14.0,23.0,,3.0,110.0,5.0,6.0,27.0,717.0,6.0,,,,,7.0,6.0,2.0,,46.0,15.0,103.0,,15.0,182.0,,,,,,,,2.0,11.0,5.0,36.0,16.0,42.0,6.0,33.0,0.0,4.0,,,5.0,5.0,17.0,53.0,,42.0,14.0,337.0,124.0,442.0,10.0,13.0,12.0,3.0,7.0,2953.0,76.0,35.0,52.0,74.0,501.0,736.0,0.0,78.0,23.0,167.0,280.0,1346.0,,29.0,29.0,29.0,2.0,12.0,19.0,44.0,261.0,6.0,9.0
