team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Leeds_2,2020-21,437495,Illan Meslier,Leeds United,Goalkeeper,France,21.0,1.0,20.0,35.0,,0.0,,,,22.0,11.0,,,,,2.0,28.0,4.0,24.0,0.0082,,,,47.8587,4.0,400.0,1.0,,,35.0,482.0,71.0,,,6.0,,52.0,48.0,4.0,7.0,3.0,4.0,,,,0.0,,,,1.0,,,295.0,,,,725.0,,,1.0,1.0,9.0,1.0,,,8.0,24.0,,,337.0,,,385.0,1.0,140.0,4.0,86.0,52.0,26.0,,,,,,,,,35.0,0.0,,,,,,,4.0,20.0,,167.0,26.0,807.0,666.0,,,,,,3150.0,1.0,41.0,1.0,8.0,263.0,1080.0,0.0,,,,247.0,1598.0,,,,,88.0,,232.0,114.0,15.0,0.0,0.0
Leeds_2,2020-21,39790,Kiko Casilla,Leeds United,Goalkeeper,Spain,2.0,,2.0,3.0,,0.0,,,,4.0,1.0,,,,,,2.0,,2.0,0.0005,,,,3.2444,,37.0,,,,3.0,45.0,6.0,,,,,2.0,1.0,1.0,,,,,,,0.0,,,,,,,26.0,,,,38.0,,,,,,,,,,4.0,,,31.0,,,15.0,,8.0,,4.0,4.0,2.0,,,,,,,,,3.0,0.0,,,,,,,,2.0,,11.0,4.0,64.0,57.0,,,,,,270.0,,4.0,,,11.0,78.0,0.0,,,,10.0,116.0,,,,,3.0,,9.0,7.0,1.0,0.0,0.0
Leeds_2,2020-21,463912,Elia Caprile,Cagliari,Goalkeeper,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Leeds_2,2020-21,66588,Luke Ayling,Middlesbrough,Defender,England,131.0,65.0,66.0,38.0,,0.0,208.0,10.0,36.0,,11.0,1.0,,23.0,,,439.0,171.0,268.0,3.1726,1.7039,,1.351,50.7876,127.0,990.0,19.0,,,38.0,,,,,,,54.0,49.0,5.0,308.0,106.0,202.0,,,,0.0,7.0,2.0,36.0,27.0,,,941.0,3.0,4.0,2.0,2325.0,,,,1.0,,,,,8.0,,63.0,17.0,279.0,,,242.0,,,,,,,1.0,,7.0,3.0,8.0,2.0,6.0,4.0,38.0,0.0,1.0,,,14.0,14.0,41.0,61.0,11.0,3.0,175.0,787.0,1108.0,1706.0,47.0,61.0,4.0,33.0,266.0,3401.0,39.0,77.0,29.0,54.0,705.0,2381.0,0.0,14.0,108.0,70.0,500.0,3352.0,,68.0,68.0,18.0,31.0,1.0,177.0,161.0,323.0,0.0,7.0
Leeds_2,2020-21,193645,Robin Koch,Eintracht Frankfurt,Defender,Germany,67.0,29.0,38.0,17.0,,0.0,37.0,5.0,12.0,,4.0,,,3.0,,,132.0,56.0,76.0,0.1237,0.6995,,0.0731,18.0348,38.0,262.0,11.0,,,17.0,,,,,,,21.0,18.0,3.0,65.0,27.0,38.0,1.0,,,0.0,4.0,1.0,27.0,4.0,,,246.0,1.0,,,754.0,,,,2.0,,,,,5.0,,8.0,6.0,76.0,,,224.0,,,,,,,,,4.0,1.0,3.0,1.0,1.0,,13.0,0.0,1.0,4.0,,,,4.0,19.0,6.0,,42.0,173.0,490.0,621.0,11.0,16.0,,,1.0,1131.0,2.0,31.0,17.0,8.0,116.0,769.0,0.0,4.0,27.0,11.0,106.0,928.0,,1.0,1.0,2.0,14.0,,44.0,44.0,62.0,0.0,1.0
Leeds_2,2020-21,55914,Liam Cooper,Sheffield Wednesday,Defender,Scotland,157.0,61.0,96.0,25.0,,1.0,113.0,,32.0,,6.0,,,3.0,,,300.0,108.0,192.0,0.6896,1.8459,,2.024,35.8199,62.0,540.0,14.0,,,25.0,,,,,,1.0,40.0,36.0,4.0,143.0,47.0,96.0,,1.0,,0.0,,8.0,61.0,,,,373.0,,,1.0,1604.0,,,,,,,,,4.0,,13.0,7.0,156.0,,,624.0,,,,,,,,,,,6.0,8.0,9.0,,25.0,1.0,1.0,,,,,3.0,38.0,11.0,,95.0,317.0,1095.0,1317.0,23.0,45.0,,,3.0,2187.0,2.0,67.0,23.0,27.0,256.0,1650.0,1.0,15.0,68.0,24.0,238.0,1991.0,,,,1.0,46.0,,123.0,88.0,115.0,0.0,4.0
Leeds_2,2020-21,149915,Diego Llorente,Real Betis,Defender,Spain,57.0,24.0,33.0,15.0,,0.0,53.0,3.0,13.0,,4.0,,,3.0,,,143.0,61.0,82.0,0.2881,0.8175,,0.6537,16.299,51.0,218.0,7.0,,,15.0,,,,,,1.0,12.0,12.0,,86.0,37.0,49.0,,1.0,,1.0,3.0,2.0,20.0,4.0,,,281.0,,,,703.0,,,,,,,,,1.0,,11.0,5.0,103.0,,,166.0,,,,,,,,,3.0,,2.0,2.0,3.0,,14.0,0.0,3.0,1.0,,,,6.0,23.0,6.0,,40.0,107.0,491.0,558.0,13.0,21.0,1.0,,,1205.0,9.0,38.0,15.0,9.0,143.0,718.0,0.0,5.0,34.0,9.0,120.0,898.0,,2.0,2.0,2.0,19.0,,41.0,57.0,79.0,0.0,1.0
Leeds_2,2020-21,222694,Pascal Struijk,Leeds United,Defender,Netherlands,94.0,48.0,46.0,27.0,,1.0,92.0,4.0,21.0,,7.0,,,1.0,,,200.0,94.0,106.0,0.2565,1.671,,1.5611,27.8326,85.0,420.0,17.0,,,27.0,,,,,,1.0,32.0,28.0,4.0,106.0,46.0,60.0,1.0,1.0,,0.0,3.0,3.0,47.0,4.0,,,357.0,1.0,,,1269.0,,,,1.0,,,,,6.0,,21.0,14.0,129.0,,,427.0,,,,,,,,,3.0,1.0,6.0,3.0,4.0,,22.0,0.0,4.0,5.0,,1.0,1.0,4.0,34.0,4.0,2.0,61.0,259.0,856.0,1053.0,19.0,30.0,,,3.0,2076.0,10.0,84.0,26.0,7.0,203.0,1296.0,0.0,10.0,49.0,20.0,182.0,1609.0,,,,1.0,23.0,,70.0,79.0,112.0,0.0,3.0
Leeds_2,2020-21,455084,Leif Davis,Ipswich Town,Defender,England,1.0,1.0,,2.0,,0.0,1.0,,,,,,,,,,6.0,6.0,,0.0055,,,,0.8308,1.0,9.0,1.0,,,2.0,,,,,,,,,,5.0,5.0,,,,,0.0,,,1.0,,,,4.0,,,,19.0,,,,,,,,,,,1.0,1.0,3.0,,,5.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,,1.0,,,1.0,4.0,13.0,16.0,,,,,,31.0,1.0,,1.0,,4.0,19.0,0.0,,,,2.0,26.0,,,,,,,1.0,1.0,1.0,0.0,0.0
Leeds_2,2020-21,38588,Gaetano Berardi,Leeds United,Defender,Switzerland,7.0,3.0,4.0,2.0,,0.0,5.0,1.0,1.0,,,,,,,,10.0,4.0,6.0,0.0161,0.1103,,,0.6267,2.0,26.0,1.0,,,2.0,,,,,,,,,,3.0,1.0,2.0,,,,0.0,1.0,,1.0,,,,19.0,,,,55.0,,,,,,,,,,,1.0,1.0,7.0,,,5.0,,,,,,,,,1.0,,,,,,1.0,0.0,1.0,1.0,,,,,2.0,1.0,,2.0,13.0,33.0,44.0,,2.0,,2.0,4.0,114.0,,2.0,1.0,,13.0,55.0,0.0,,2.0,1.0,9.0,72.0,,1.0,1.0,,2.0,,3.0,4.0,6.0,0.0,0.0
