team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Bolton_30,2009-10,1629,Andy O'Brien,Bolton Wanderers,Defender,Ireland,22.0,8.0,14.0,6.0,,,,1.0,4.0,,1.0,,,1.0,,,49.0,22.0,27.0,,,6.0,,,,,,,7.0,4.0,3.0,27.0,14.0,13.0,1.0,,,,13.0,,,,,,124.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,6.0,0.0,1.0,,,,,,5.0,,9.0,24.0,45.0,60.0,2.0,7.0,,,,514.0,,58.0,13.0,4.0,79.0,127.0,0.0,,9.0,3.0,58.0,226.0,,,,,15.0,,22.0,19.0,36.0,0.0,0.0
Bolton_30,2009-10,9765,Ivan Klasnic,Bolton Wanderers,Forward,Croatia,37.0,30.0,7.0,27.0,1.0,1.0,,7.0,1.0,,,,1.0,8.0,,,135.0,91.0,44.0,,,27.0,,,1.0,,,8.0,22.0,18.0,4.0,98.0,61.0,37.0,3.0,1.0,1.0,7.0,17.0,18.0,,7.0,,14.0,375.0,,,,,,,,,1.0,,35.0,,,,,,,,,,,,26.0,29.0,12.0,0.0,10.0,15.0,,1.0,1.0,12.0,1.0,57.0,14.0,210.0,63.0,258.0,4.0,7.0,9.0,1.0,1.0,1211.0,32.0,14.0,20.0,14.0,155.0,376.0,0.0,55.0,11.0,71.0,104.0,606.0,,8.0,8.0,4.0,4.0,12.0,7.0,18.0,97.0,6.0,5.0
Bolton_30,2009-10,1999,Gavin McCann,Bolton Wanderers,Midfielder,England,11.0,3.0,8.0,11.0,,,,2.0,4.0,,,2.0,10.0,3.0,,,62.0,30.0,32.0,,,11.0,,,,,,,11.0,9.0,2.0,51.0,27.0,24.0,,,,,16.0,6.0,,,,,202.0,,,,,,,,,,,23.0,,,,,,,,,,,,1.0,1.0,5.0,0.0,2.0,6.0,3.0,6.0,3.0,4.0,,7.0,18.0,94.0,55.0,125.0,8.0,8.0,4.0,1.0,3.0,531.0,10.0,21.0,11.0,4.0,114.0,212.0,0.0,2.0,16.0,8.0,69.0,343.0,6.0,19.0,11.0,2.0,7.0,,20.0,9.0,49.0,0.0,4.0
Bolton_30,2009-10,27696,Fabrice Muamba,Bolton Wanderers,Midfielder,England,49.0,31.0,18.0,36.0,,0.0,,15.0,4.0,,5.0,2.0,,7.0,,,359.0,163.0,196.0,,,36.0,,,,,,1.0,55.0,48.0,7.0,310.0,132.0,178.0,1.0,,,1.0,80.0,14.0,,,,,809.0,,,,,,,,,2.0,,153.0,,1.0,,,,,,,,,,20.0,6.0,35.0,0.0,12.0,1.0,,1.0,1.0,8.0,12.0,11.0,48.0,334.0,241.0,526.0,50.0,102.0,8.0,,3.0,2946.0,41.0,54.0,66.0,18.0,314.0,810.0,0.0,26.0,152.0,16.0,236.0,1273.0,,3.0,3.0,9.0,29.0,,34.0,57.0,202.0,0.0,11.0
Bolton_30,2009-10,3289,Matthew Taylor,Swindon Town,Midfielder,England,55.0,36.0,19.0,37.0,29.0,6.0,,32.0,8.0,,,1.0,74.0,37.0,,,247.0,151.0,96.0,,,37.0,,,1.0,,,8.0,51.0,44.0,7.0,192.0,115.0,77.0,2.0,1.0,2.0,2.0,48.0,50.0,,6.0,,2.0,790.0,,,,,,,3.0,3.0,1.0,,126.0,,1.0,,,,,,,,,2.0,44.0,33.0,29.0,0.0,8.0,8.0,16.0,57.0,23.0,12.0,9.0,29.0,51.0,427.0,138.0,457.0,11.0,22.0,7.0,3.0,16.0,2582.0,65.0,42.0,24.0,32.0,577.0,813.0,0.0,77.0,33.0,111.0,305.0,1531.0,54.0,171.0,84.0,14.0,33.0,3.0,69.0,70.0,236.0,2.0,2.0
Bolton_30,2009-10,1307,Ricardo Gardner,Bolton Wanderers,Midfielder,Jamaica,28.0,12.0,16.0,21.0,1.0,0.0,,5.0,4.0,,,1.0,5.0,6.0,,,164.0,84.0,80.0,,,21.0,,,1.0,,,1.0,26.0,24.0,2.0,136.0,72.0,64.0,1.0,,,1.0,30.0,13.0,,1.0,,4.0,450.0,,,,,,,,,,,62.0,,,,,,,,,,,,8.0,2.0,11.0,0.0,5.0,10.0,3.0,6.0,2.0,9.0,1.0,36.0,20.0,234.0,138.0,346.0,11.0,28.0,4.0,,5.0,1105.0,44.0,15.0,16.0,16.0,157.0,453.0,0.0,10.0,39.0,24.0,87.0,692.0,2.0,20.0,17.0,18.0,,2.0,8.0,22.0,79.0,0.0,1.0
Bolton_30,2009-10,19930,Mark Davies,Bolton Wanderers,Midfielder,England,7.0,6.0,1.0,17.0,,,,4.0,,,,,4.0,1.0,,,90.0,36.0,54.0,,,17.0,,,,,,,13.0,12.0,1.0,83.0,30.0,53.0,2.0,,1.0,,16.0,1.0,1.0,,,1.0,158.0,,,,,,,,,,,36.0,,,,,,,,,,,,3.0,2.0,5.0,0.0,4.0,12.0,,1.0,1.0,10.0,,4.0,13.0,86.0,49.0,121.0,6.0,21.0,,,,549.0,10.0,4.0,15.0,16.0,45.0,160.0,0.0,5.0,27.0,9.0,26.0,275.0,2.0,5.0,1.0,3.0,2.0,,5.0,7.0,21.0,0.0,1.0
Bolton_30,2009-10,18621,Tamir Cohen,Bolton Wanderers,Midfielder,Israel,57.0,22.0,35.0,27.0,4.0,2.0,,17.0,13.0,,3.0,,,7.0,,,251.0,117.0,134.0,,1.0,27.0,,,3.0,,,3.0,40.0,34.0,6.0,194.0,95.0,99.0,2.0,1.0,,1.0,52.0,13.0,,2.0,,,552.0,,,,,,,,,2.0,,65.0,1.0,,,,,,,,,,,32.0,12.0,26.0,0.0,11.0,1.0,,1.0,1.0,2.0,2.0,18.0,28.0,227.0,159.0,357.0,25.0,50.0,10.0,,3.0,2102.0,16.0,54.0,54.0,22.0,227.0,554.0,1.0,44.0,75.0,52.0,169.0,917.0,,8.0,8.0,7.0,13.0,1.0,25.0,39.0,144.0,0.0,6.0
Bolton_30,2009-10,19948,Stuart Holden,Bolton Wanderers,Midfielder,United States,2.0,2.0,,2.0,,,,,1.0,,1.0,,6.0,2.0,,,16.0,7.0,9.0,,,2.0,,,,,,,1.0,1.0,,14.0,5.0,9.0,,,,,2.0,2.0,,,,1.0,34.0,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,,1.0,1.0,2.0,,,1.0,2.0,4.0,19.0,12.0,25.0,1.0,6.0,,,,114.0,1.0,6.0,3.0,2.0,19.0,36.0,0.0,3.0,7.0,,7.0,71.0,4.0,9.0,3.0,,1.0,,1.0,3.0,6.0,0.0,0.0
Bolton_30,2009-10,1589,Sean Davis,Bolton Wanderers,Midfielder,England,3.0,3.0,,3.0,1.0,,,4.0,2.0,,,,7.0,2.0,,,33.0,17.0,16.0,,,3.0,,,,,,,3.0,2.0,1.0,30.0,14.0,16.0,,,,,3.0,4.0,,,,,88.0,,,,,,,,,,,16.0,1.0,,,,,,,,,,,,1.0,3.0,0.0,,,2.0,4.0,1.0,,,1.0,9.0,46.0,25.0,58.0,3.0,9.0,,,,234.0,5.0,,9.0,4.0,40.0,91.0,1.0,1.0,12.0,2.0,24.0,138.0,5.0,11.0,3.0,,3.0,,10.0,4.0,14.0,0.0,2.0
Bolton_30,2009-10,75773,Lee Chung-yong,Crystal Palace,Midfielder,South Korea,68.0,36.0,32.0,34.0,1.0,1.0,,4.0,1.0,,1.0,1.0,47.0,20.0,,,346.0,182.0,164.0,,1.0,34.0,,,3.0,,,4.0,50.0,44.0,6.0,278.0,146.0,132.0,1.0,,,3.0,67.0,53.0,1.0,3.0,,5.0,713.0,,,,,,,,,3.0,,142.0,,1.0,,,,,,,,,,11.0,11.0,27.0,0.0,13.0,7.0,18.0,49.0,26.0,41.0,3.0,20.0,12.0,390.0,148.0,477.0,14.0,36.0,18.0,3.0,8.0,2411.0,115.0,19.0,17.0,41.0,449.0,719.0,0.0,22.0,50.0,103.0,230.0,1327.0,24.0,91.0,55.0,62.0,23.0,5.0,28.0,62.0,202.0,4.0,4.0
Bolton_30,2009-10,54102,Jack Wilshere,Bournemouth,Midfielder,England,12.0,7.0,5.0,15.0,2.0,1.0,,5.0,,,,,15.0,6.0,,,179.0,90.0,89.0,,,15.0,,,1.0,,,1.0,18.0,16.0,2.0,167.0,83.0,84.0,2.0,,,0.0,31.0,19.0,,1.0,,,399.0,,,,,,,,,2.0,,84.0,,,,,,,,,,,,7.0,5.0,13.0,0.0,8.0,2.0,4.0,7.0,2.0,18.0,,11.0,14.0,209.0,96.0,284.0,11.0,21.0,9.0,,5.0,1093.0,42.0,4.0,27.0,34.0,192.0,401.0,0.0,12.0,32.0,19.0,103.0,684.0,11.0,43.0,21.0,19.0,4.0,3.0,15.0,17.0,88.0,2.0,4.0
Bolton_30,2009-10,59306,Vladimír Weiss,SK Slovan Bratislava,Midfielder,Slovakia,3.0,3.0,,13.0,1.0,,,1.0,1.0,,,,13.0,6.0,,,83.0,39.0,44.0,,,13.0,,,3.0,,,,9.0,8.0,1.0,80.0,36.0,44.0,,,,,8.0,4.0,,,,,98.0,,,,,,,,,1.0,,21.0,,,,,,,,,,,,2.0,1.0,3.0,0.0,3.0,10.0,4.0,9.0,5.0,13.0,,5.0,4.0,58.0,29.0,74.0,3.0,13.0,2.0,2.0,6.0,386.0,25.0,2.0,3.0,15.0,84.0,104.0,0.0,3.0,16.0,11.0,26.0,252.0,6.0,26.0,16.0,15.0,,,5.0,4.0,21.0,0.0,0.0
Bolton_30,2009-10,4739,Johan Elmander,Norwich City,Forward,Sweden,77.0,44.0,33.0,25.0,,2.0,,9.0,4.0,,2.0,,,12.0,,,227.0,139.0,88.0,,,25.0,,,1.0,,,3.0,22.0,21.0,1.0,150.0,95.0,55.0,,,1.0,1.0,33.0,21.0,,1.0,,5.0,399.0,,,,,,,,,2.0,,49.0,,2.0,,,,,,,,,,18.0,16.0,15.0,0.0,11.0,10.0,,7.0,7.0,7.0,1.0,37.0,14.0,219.0,50.0,248.0,5.0,23.0,3.0,1.0,,1353.0,47.0,18.0,27.0,20.0,220.0,399.0,0.0,34.0,28.0,79.0,137.0,704.0,,18.0,18.0,9.0,2.0,9.0,7.0,22.0,130.0,2.0,2.0
Bolton_30,2009-10,3630,Kevin Davies,Preston North End,Forward,England,443.0,220.0,223.0,37.0,2.0,1.0,,18.0,2.0,,4.0,,,28.0,,,870.0,485.0,385.0,,1.0,37.0,,,7.0,,,7.0,65.0,58.0,7.0,427.0,265.0,162.0,5.0,4.0,2.0,6.0,25.0,74.0,,2.0,,24.0,1412.0,,,1.0,1.0,,,1.0,1.0,3.0,,65.0,,1.0,,,,,,,,,,32.0,21.0,37.0,0.0,1.0,,,18.0,18.0,12.0,2.0,138.0,25.0,647.0,124.0,728.0,11.0,50.0,32.0,4.0,9.0,3316.0,136.0,49.0,121.0,89.0,893.0,1413.0,0.0,53.0,61.0,257.0,660.0,2148.0,,61.0,61.0,40.0,9.0,50.0,29.0,41.0,631.0,0.0,9.0
Bolton_30,2009-10,38157,Mustapha Riga,Bolton Wanderers,Forward,Ghana,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,1.0,0.0,,,,,1.0,,,,,,,,,,0.0,0.0
Bolton_30,2009-10,75826,Danny Ward,Huddersfield Town,Forward,England,2.0,2.0,,2.0,,,,1.0,,,,,,,,,3.0,3.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,1.0,,,3.0,,3.0,,,,,,16.0,,,,,4.0,7.0,0.0,,,2.0,4.0,9.0,,,,,,,,1.0,4.0,0.0,0.0
Bolton_30,2009-10,51929,Temitope Obadeyi,Hereford FC,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Bolton_30,2010-11,45175,Ádám Bogdán,Ferencváros,Goalkeeper,Hungary,3.0,1.0,2.0,4.0,,,,,,12.0,,,,1.0,1.0,,4.0,1.0,3.0,160.0,,4.0,38.0,23.0,,51.0,,,7.0,5.0,2.0,1.0,,1.0,,,,,,,,,5.0,,74.0,,,,,,,,,,2.0,55.0,,,1.0,,13.0,2.0,8.0,5.0,5.0,,,,,3.0,0.0,,1.0,,,,,46.0,,89.0,86.0,8.0,5.0,,,,,,321.0,,2.0,,1.0,73.0,166.0,0.0,,,,72.0,205.0,,,,,33.0,,70.0,7.0,2.0,0.0,0.0
Bolton_30,2010-11,1344,Jussi Jääskeläinen,Wigan Athletic,Goalkeeper,Finland,1.0,1.0,,35.0,,,,,,29.0,5.0,,,4.0,7.0,5.0,8.0,2.0,6.0,1153.0,,35.0,307.0,159.0,,340.0,,,49.0,43.0,6.0,7.0,1.0,6.0,,,,,2.0,1.0,,,39.0,,563.0,,,,,6.0,2.0,,,3.0,20.0,423.0,,,21.0,2.0,122.0,19.0,67.0,54.0,23.0,,,,,35.0,1.0,,,,,,1.0,315.0,,568.0,531.0,101.0,64.0,,,,,,3096.0,,32.0,,5.0,588.0,1213.0,1.0,,,,581.0,1540.0,,,,,313.0,,560.0,45.0,21.0,0.0,1.0
Bolton_30,2010-11,88731,Rob Lainton,Altrincham,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Bolton_30,2010-11,28491,Ali Al Habsi,West Bromwich Albion U23,Goalkeeper,Oman,,,,34.0,,,,,,42.0,7.0,,,2.0,3.0,3.0,5.0,,5.0,754.0,,34.0,295.0,186.0,1.0,315.0,3.0,,49.0,45.0,4.0,5.0,,5.0,,,,,,1.0,,,62.0,,358.0,,,,,6.0,1.0,,,4.0,24.0,363.0,,,67.0,1.0,114.0,17.0,75.0,38.0,23.0,,,,,34.0,0.0,,,,,,,76.0,,224.0,163.0,229.0,168.0,,,,,,3060.0,,36.0,,2.0,502.0,883.0,0.0,,,,491.0,1257.0,,,,,203.0,,479.0,50.0,12.0,0.0,0.0
Bolton_30,2010-11,28183,Grétar Steinsson,Bolton Wanderers,Defender,Iceland,41.0,15.0,26.0,23.0,,0.0,52.0,5.0,5.0,,2.0,1.0,1.0,12.0,,,171.0,62.0,109.0,367.0,,23.0,,1.0,,1.0,,1.0,37.0,31.0,6.0,130.0,47.0,83.0,,,,1.0,43.0,14.0,3.0,,111.0,,539.0,,3.0,,1.0,,,,,1.0,,81.0,,1.0,31.0,,,,,,,,,2.0,4.0,23.0,0.0,3.0,,,14.0,14.0,9.0,27.0,9.0,49.0,223.0,124.0,284.0,18.0,48.0,4.0,102.0,180.0,1990.0,11.0,121.0,26.0,8.0,399.0,561.0,0.0,6.0,66.0,8.0,228.0,1228.0,1.0,42.0,42.0,3.0,65.0,,93.0,39.0,135.0,0.0,6.0
Bolton_30,2010-11,82263,Marcos Alonso,Celta de Vigo,Defender,Spain,16.0,7.0,9.0,4.0,,,6.0,,3.0,,1.0,1.0,,1.0,,,58.0,21.0,37.0,96.0,,4.0,,,,,,,5.0,5.0,,42.0,14.0,28.0,,,,,8.0,4.0,,,12.0,,135.0,,,,,,,,,,,30.0,,,31.0,,,,,,,,,2.0,,4.0,0.0,,,,4.0,4.0,1.0,3.0,,5.0,62.0,27.0,80.0,7.0,10.0,1.0,16.0,43.0,360.0,5.0,21.0,4.0,10.0,89.0,145.0,0.0,2.0,17.0,,60.0,293.0,,5.0,5.0,4.0,19.0,,23.0,13.0,37.0,0.0,3.0
Bolton_30,2010-11,2004,Paul Robinson,Birmingham City,Defender,England,90.0,37.0,53.0,35.0,,,,1.0,18.0,,4.0,1.0,1.0,6.0,,,301.0,116.0,185.0,,,35.0,,,,,,,52.0,44.0,8.0,211.0,79.0,132.0,2.0,,,,54.0,13.0,,,,2.0,,,,,1.0,,,,,,,149.0,,,,,,,,,,,,,,35.0,0.0,,,1.0,11.0,10.0,10.0,28.0,23.0,87.0,590.0,482.0,974.0,30.0,65.0,1.0,43.0,304.0,3150.0,,137.0,36.0,27.0,,1399.0,0.0,,95.0,,338.0,2203.0,,28.0,28.0,3.0,73.0,,113.0,80.0,225.0,,7.0
Bolton_30,2010-11,19419,Gary Cahill,Bournemouth,Defender,England,229.0,85.0,144.0,36.0,,,,10.0,39.0,,5.0,1.0,,5.0,,,417.0,152.0,265.0,,,36.0,,,,,,3.0,51.0,45.0,6.0,188.0,67.0,121.0,,2.0,,,65.0,10.0,,1.0,,,,,,,,,,,,,,189.0,,,,,,,,,,,,18.0,14.0,36.0,1.0,,,,,,17.0,30.0,6.0,81.0,238.0,475.0,632.0,16.0,49.0,,,,3214.0,,386.0,36.0,39.0,,996.0,1.0,32.0,65.0,,283.0,1702.0,,6.0,6.0,3.0,78.0,1.0,91.0,90.0,192.0,,7.0
