team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Bolton_30,2009-10,1344,Jussi Jääskeläinen,Wigan Athletic,Goalkeeper,Finland,5.0,,5.0,38.0,,,,,,45.0,5.0,,,1.0,3.0,5.0,14.0,3.0,11.0,2.0,,38.0,276.0,220.0,,405.0,1.0,,67.0,59.0,8.0,9.0,3.0,6.0,,,,,1.0,2.0,,,,,505.0,,,,,5.0,2.0,,,3.0,19.0,447.0,,,,2.0,141.0,31.0,90.0,49.0,35.0,,,,,38.0,0.0,,,,,,2.0,257.0,,546.0,509.0,74.0,37.0,,,,,,3420.0,1.0,32.0,,3.0,734.0,1300.0,0.0,,,1.0,717.0,1643.0,,,,,351.0,,707.0,34.0,10.0,0.0,3.0
Bolton_30,2009-10,28491,Ali Al Habsi,West Bromwich Albion U23,Goalkeeper,Oman,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Bolton_30,2009-10,28183,Grétar Steinsson,Bolton Wanderers,Defender,Iceland,61.0,21.0,40.0,27.0,,,,7.0,9.0,,4.0,1.0,,12.0,,,209.0,79.0,130.0,,,27.0,,,2.0,,,,39.0,36.0,3.0,148.0,58.0,90.0,,,,,52.0,13.0,2.0,,,,644.0,,,,,,,,,2.0,,88.0,,,,,,,,,,,,9.0,,25.0,1.0,1.0,2.0,,12.0,12.0,8.0,28.0,4.0,42.0,244.0,165.0,355.0,23.0,44.0,5.0,136.0,200.0,2217.0,22.0,138.0,23.0,15.0,532.0,659.0,1.0,9.0,67.0,13.0,262.0,1455.0,,62.0,62.0,9.0,69.0,,84.0,68.0,178.0,0.0,4.0
Bolton_30,2009-10,3754,Jlloyd Samuel,Bolton Wanderers,Defender,Trinidad & Tobago,35.0,8.0,27.0,13.0,,,,1.0,9.0,,,,,5.0,,,112.0,48.0,64.0,,,13.0,,1.0,,,,,23.0,18.0,5.0,77.0,40.0,37.0,,,,,17.0,6.0,2.0,,,1.0,313.0,,,1.0,1.0,,,,,1.0,,55.0,,,,,,,,,,,,,,12.0,1.0,1.0,1.0,,5.0,5.0,5.0,11.0,2.0,39.0,137.0,85.0,178.0,7.0,14.0,,59.0,67.0,1028.0,19.0,66.0,13.0,11.0,237.0,325.0,1.0,,21.0,4.0,108.0,657.0,,20.0,20.0,12.0,38.0,,51.0,31.0,57.0,0.0,4.0
Bolton_30,2009-10,2004,Paul Robinson,Birmingham City,Defender,England,48.0,16.0,32.0,25.0,,,,,9.0,,4.0,,,6.0,,,224.0,85.0,139.0,,,25.0,,,2.0,,,,42.0,39.0,3.0,176.0,69.0,107.0,,,,,56.0,8.0,,,,,805.0,,,,2.0,,,,,2.0,,77.0,,,,,,,,,,,,,,24.0,0.0,2.0,1.0,,12.0,9.0,,35.0,4.0,83.0,369.0,255.0,529.0,18.0,58.0,1.0,74.0,215.0,2192.0,11.0,100.0,31.0,31.0,426.0,869.0,0.0,,76.0,2.0,257.0,1537.0,,29.0,24.0,1.0,55.0,,84.0,55.0,173.0,0.0,7.0
Bolton_30,2009-10,19419,Gary Cahill,Bournemouth,Defender,England,192.0,65.0,127.0,29.0,,2.0,,7.0,30.0,,1.0,1.0,,7.0,,,343.0,114.0,229.0,,,29.0,,,1.0,,,5.0,55.0,48.0,7.0,151.0,49.0,102.0,,3.0,2.0,3.0,50.0,3.0,3.0,2.0,,,608.0,,,,,,,,,1.0,,98.0,,,,,,,,,,,,18.0,14.0,29.0,0.0,,,,,,8.0,24.0,3.0,64.0,160.0,265.0,361.0,15.0,48.0,,,2.0,2610.0,12.0,340.0,28.0,31.0,365.0,621.0,0.0,32.0,63.0,82.0,196.0,1258.0,,,,2.0,42.0,1.0,72.0,65.0,124.0,2.0,3.0
Bolton_30,2009-10,1587,Zat Knight,Reading,Defender,England,123.0,37.0,86.0,35.0,,0.0,,3.0,23.0,,5.0,,,3.0,,,276.0,89.0,187.0,,,35.0,,,,,,1.0,62.0,56.0,6.0,153.0,52.0,101.0,1.0,,1.0,1.0,78.0,8.0,4.0,,,,708.0,,,1.0,,,,,,3.0,,114.0,,1.0,,,,,,,,,,15.0,3.0,35.0,0.0,,,,1.0,1.0,12.0,36.0,4.0,73.0,145.0,307.0,378.0,17.0,49.0,1.0,,1.0,3150.0,6.0,435.0,22.0,23.0,470.0,722.0,0.0,18.0,66.0,37.0,271.0,1440.0,,5.0,4.0,2.0,77.0,,120.0,60.0,151.0,2.0,1.0
Bolton_30,2009-10,7712,Sam Ricketts,Coventry City,Defender,Wales,67.0,33.0,34.0,27.0,,,,1.0,16.0,,4.0,,,10.0,,,203.0,91.0,112.0,,1.0,27.0,,,1.0,,,,43.0,38.0,5.0,136.0,58.0,78.0,,,,,36.0,15.0,2.0,,,1.0,548.0,,,1.0,1.0,,,,,2.0,,80.0,1.0,,,,,,,,,,,1.0,3.0,25.0,0.0,3.0,2.0,,17.0,17.0,15.0,21.0,4.0,47.0,203.0,165.0,304.0,9.0,34.0,1.0,114.0,99.0,2167.0,27.0,159.0,20.0,20.0,474.0,561.0,1.0,4.0,43.0,19.0,210.0,1212.0,,47.0,46.0,15.0,54.0,,74.0,53.0,136.0,0.0,1.0
Bolton_30,2009-10,5539,Danny Shittu,Millwall,Defender,Nigeria,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Bolton_30,2009-10,40386,Chris Basham,Sheffield United,Defender,England,3.0,1.0,2.0,8.0,,,,,2.0,,,,1.0,2.0,,,19.0,6.0,13.0,,,8.0,,,1.0,,,,3.0,3.0,,16.0,5.0,11.0,,,,,5.0,1.0,,,,,76.0,,,,,,,,,1.0,,6.0,,,,,,,,,,,,2.0,2.0,2.0,0.0,1.0,6.0,,1.0,1.0,1.0,3.0,1.0,9.0,35.0,19.0,44.0,3.0,5.0,,,3.0,236.0,1.0,8.0,1.0,2.0,31.0,78.0,0.0,4.0,8.0,1.0,25.0,120.0,,2.0,2.0,,3.0,1.0,9.0,9.0,16.0,0.0,0.0
