team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Birmingham_41,2009-10,1550,Maik Taylor,Birmingham City,Goalkeeper,Northern Ireland,1.0,,1.0,2.0,,,,,,6.0,1.0,,,,,1.0,1.0,,1.0,,,2.0,18.0,15.0,,25.0,,,5.0,5.0,,,,,,,,,,,,,,,29.0,,,,,1.0,,,,1.0,1.0,17.0,,,,,7.0,1.0,5.0,2.0,3.0,,,,2.0,0.0,,,,,,,11.0,,24.0,21.0,6.0,3.0,,,,,,180.0,,3.0,,,36.0,61.0,0.0,,,,34.0,86.0,,,,,16.0,,33.0,4.0,1.0,0.0,0.0
Birmingham_41,2009-10,18004,Colin Doyle,Bradford City,Goalkeeper,Ireland,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,15749,Joe Hart,Celtic,Goalkeeper,England,1.0,,1.0,36.0,,,,,,69.0,10.0,,,,2.0,2.0,8.0,1.0,7.0,1.0,,36.0,227.0,256.0,,398.0,1.0,,42.0,35.0,7.0,7.0,1.0,6.0,,,,,,4.0,,,,,500.0,,,,,2.0,,,,2.0,34.0,443.0,,,,,125.0,52.0,64.0,60.0,38.0,,,,36.0,0.0,,,,,,,179.0,,406.0,376.0,93.0,63.0,,,,,,3240.0,,44.0,2.0,5.0,886.0,1332.0,0.0,,,1.0,863.0,1692.0,,,,,419.0,,848.0,56.0,15.0,0.0,3.0
Birmingham_41,2009-10,1879,Stephen Carr,Birmingham City,Defender,Ireland,46.0,18.0,28.0,35.0,,,,4.0,22.0,,10.0,1.0,,7.0,,,233.0,98.0,135.0,,,35.0,,,2.0,,,,42.0,35.0,7.0,187.0,80.0,107.0,,,,,69.0,17.0,1.0,,,,1142.0,,,,,,,,,3.0,,158.0,,,,,1.0,,,,1.0,,2.0,1.0,35.0,0.0,2.0,,,8.0,8.0,16.0,29.0,4.0,61.0,459.0,372.0,762.0,17.0,49.0,7.0,89.0,294.0,3112.0,30.0,146.0,40.0,25.0,588.0,1179.0,0.0,3.0,66.0,19.0,356.0,2056.0,,39.0,39.0,19.0,90.0,1.0,115.0,88.0,241.0,0.0,10.0
Birmingham_41,2009-10,11269,David Murphy,Birmingham City,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,8358,Roger Johnson,Bromley,Defender,England,206.0,82.0,124.0,38.0,,,,5.0,51.0,,11.0,1.0,,9.0,,,372.0,122.0,250.0,,,38.0,,,1.0,,,,47.0,40.0,7.0,166.0,40.0,126.0,1.0,,1.0,,90.0,10.0,1.0,,,4.0,971.0,,,,1.0,,,,,3.0,,85.0,,,,,,,,,,,16.0,3.0,38.0,0.0,,,,1.0,1.0,6.0,38.0,2.0,69.0,252.0,349.0,531.0,16.0,39.0,2.0,,2.0,3420.0,5.0,441.0,23.0,65.0,593.0,993.0,0.0,19.0,55.0,59.0,393.0,1790.0,,2.0,2.0,3.0,122.0,3.0,139.0,106.0,254.0,0.0,8.0
Birmingham_41,2009-10,14278,Liam Ridgewell,Southend United,Defender,England,92.0,42.0,50.0,31.0,,0.0,,3.0,13.0,,8.0,,,7.0,,,274.0,115.0,159.0,,,31.0,,,1.0,,,3.0,41.0,34.0,7.0,182.0,73.0,109.0,2.0,,,3.0,40.0,17.0,,2.0,,6.0,839.0,1.0,,,,,,,,3.0,,93.0,,,,,,,,,,,7.0,7.0,30.0,0.0,,1.0,,11.0,11.0,5.0,15.0,10.0,35.0,260.0,307.0,521.0,14.0,55.0,5.0,104.0,237.0,2745.0,25.0,146.0,28.0,35.0,543.0,851.0,0.0,14.0,69.0,32.0,295.0,1674.0,,38.0,37.0,7.0,69.0,,85.0,93.0,210.0,0.0,4.0
Birmingham_41,2009-10,19188,Scott Dann,Reading,Defender,England,148.0,53.0,95.0,30.0,,,,2.0,30.0,,9.0,,,3.0,,,293.0,102.0,191.0,,,30.0,,,2.0,,,,39.0,32.0,7.0,145.0,49.0,96.0,,,1.0,,64.0,5.0,,,,,808.0,,,1.0,1.0,,,,,2.0,,89.0,,,,,,,,,,,12.0,1.0,30.0,0.0,,,,1.0,1.0,8.0,17.0,3.0,70.0,186.0,391.0,506.0,32.0,40.0,2.0,,,2700.0,5.0,322.0,25.0,16.0,418.0,824.0,0.0,13.0,72.0,35.0,248.0,1406.0,,2.0,2.0,2.0,69.0,,80.0,84.0,168.0,0.0,4.0
Birmingham_41,2009-10,6547,Franck Queudrue,Birmingham City,Defender,France,16.0,8.0,8.0,6.0,,,,1.0,6.0,,2.0,,,1.0,,,55.0,16.0,39.0,,,6.0,,,,,,,4.0,4.0,,39.0,8.0,31.0,,,,,14.0,1.0,1.0,,,,160.0,,,,,,,,,,,28.0,,,,,,,,,,,,1.0,6.0,0.0,1.0,,,,,2.0,5.0,,15.0,51.0,74.0,110.0,2.0,17.0,,3.0,5.0,495.0,1.0,47.0,4.0,10.0,83.0,183.0,0.0,1.0,19.0,1.0,58.0,299.0,,2.0,1.0,,22.0,,23.0,13.0,35.0,0.0,0.0
Birmingham_41,2009-10,7907,Stuart Parnaby,Hartlepool United,Defender,England,8.0,3.0,5.0,8.0,,,,,2.0,,2.0,,,2.0,,,41.0,20.0,21.0,,,8.0,,,,,,,4.0,4.0,,33.0,17.0,16.0,1.0,,,,9.0,7.0,1.0,,,,206.0,,,,,,,,,1.0,,23.0,,,,,,,,,,,2.0,1.0,6.0,0.0,2.0,2.0,,4.0,4.0,,5.0,2.0,7.0,88.0,67.0,144.0,6.0,7.0,,25.0,55.0,546.0,4.0,26.0,6.0,3.0,105.0,208.0,0.0,3.0,13.0,5.0,57.0,375.0,,9.0,9.0,4.0,13.0,,15.0,13.0,42.0,0.0,2.0
Birmingham_41,2009-10,7515,Grégory Vignal,Birmingham City,Defender,France,9.0,2.0,7.0,8.0,,,,,3.0,,,,,3.0,,,75.0,34.0,41.0,,,8.0,,,,,,,6.0,6.0,,66.0,32.0,34.0,1.0,,,,14.0,4.0,,,,,204.0,,,,,,,,,1.0,,39.0,,,,,,,,,,,1.0,,6.0,0.0,3.0,2.0,,8.0,8.0,4.0,5.0,3.0,8.0,64.0,82.0,130.0,3.0,13.0,1.0,17.0,46.0,501.0,11.0,19.0,12.0,14.0,127.0,210.0,0.0,1.0,16.0,2.0,72.0,389.0,,16.0,16.0,6.0,21.0,,26.0,16.0,46.0,0.0,3.0
Birmingham_41,2009-10,77815,Dan Preston,Hereford FC,Defender,England,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
