team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Birmingham_41,2009-10,153,Lee Bowyer,Birmingham City,Midfielder,England,47.0,34.0,13.0,35.0,,3.0,,10.0,15.0,,9.0,,2.0,15.0,,,339.0,156.0,183.0,,,35.0,,,2.0,,,5.0,42.0,35.0,7.0,292.0,122.0,170.0,4.0,,,2.0,67.0,27.0,,1.0,,2.0,1191.0,,,,,,,,,3.0,,151.0,,4.0,,,,,,,,,18.0,19.0,34.0,0.0,3.0,1.0,,8.0,8.0,8.0,5.0,91.0,93.0,503.0,405.0,807.0,30.0,68.0,21.0,,4.0,3011.0,43.0,36.0,51.0,64.0,397.0,1200.0,0.0,37.0,98.0,57.0,300.0,1707.0,2.0,28.0,25.0,8.0,35.0,6.0,74.0,59.0,226.0,6.0,8.0
Birmingham_41,2009-10,19057,Sebastian Larsson,Hull City,Midfielder,Sweden,58.0,38.0,20.0,33.0,15.0,4.0,,13.0,8.0,,6.0,1.0,77.0,24.0,,,263.0,146.0,117.0,,1.0,33.0,,,2.0,,,4.0,30.0,27.0,3.0,205.0,108.0,97.0,3.0,,,0.0,60.0,31.0,,,,3.0,824.0,,,,,,,,,1.0,,116.0,,4.0,,,,,,,,3.0,12.0,15.0,26.0,0.0,11.0,7.0,19.0,36.0,9.0,17.0,13.0,53.0,34.0,388.0,245.0,563.0,13.0,44.0,10.0,4.0,44.0,2380.0,48.0,29.0,38.0,23.0,469.0,845.0,0.0,27.0,57.0,40.0,248.0,1443.0,53.0,146.0,70.0,12.0,34.0,5.0,63.0,51.0,185.0,2.0,3.0
Birmingham_41,2009-10,28468,Craig Gardner,Birmingham City,Midfielder,England,25.0,11.0,14.0,14.0,2.0,0.0,,9.0,3.0,,1.0,,9.0,9.0,,,153.0,82.0,71.0,,,14.0,,,1.0,,,1.0,19.0,15.0,4.0,128.0,71.0,57.0,1.0,,,1.0,21.0,8.0,,1.0,,1.0,320.0,,,,,,,,,2.0,,48.0,,,,,,,,,,,5.0,6.0,10.0,0.0,3.0,4.0,5.0,12.0,5.0,6.0,3.0,11.0,9.0,135.0,86.0,200.0,11.0,28.0,6.0,2.0,18.0,904.0,37.0,14.0,24.0,12.0,209.0,327.0,0.0,11.0,39.0,16.0,118.0,594.0,3.0,43.0,39.0,19.0,12.0,3.0,19.0,24.0,99.0,0.0,4.0
Birmingham_41,2009-10,2324,Barry Ferguson,Birmingham City,Midfielder,Scotland,52.0,21.0,31.0,37.0,1.0,,,5.0,12.0,,10.0,,5.0,4.0,,,249.0,107.0,142.0,,,37.0,,1.0,,,,,45.0,38.0,7.0,197.0,86.0,111.0,5.0,,,,106.0,17.0,,,,1.0,2106.0,,,,,,,,,2.0,,267.0,1.0,,,,,,,,,,10.0,2.0,37.0,0.0,1.0,,1.0,3.0,2.0,9.0,8.0,60.0,190.0,915.0,821.0,1543.0,18.0,42.0,18.0,3.0,13.0,3328.0,26.0,80.0,42.0,42.0,533.0,2168.0,1.0,12.0,60.0,14.0,435.0,2618.0,4.0,18.0,13.0,2.0,53.0,2.0,91.0,84.0,344.0,0.0,7.0
Birmingham_41,2009-10,49438,Jordon Mutch,Crawley Town,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,4445,James McFadden,Everton,Midfielder,Scotland,130.0,78.0,52.0,36.0,7.0,2.0,,20.0,4.0,,5.0,,64.0,33.0,,,592.0,332.0,260.0,,,36.0,,,3.0,,,5.0,33.0,28.0,5.0,462.0,254.0,208.0,2.0,,1.0,3.0,73.0,40.0,,3.0,,9.0,813.0,,,,,,,3.0,2.0,2.0,,193.0,,2.0,,,,,,,,1.0,15.0,20.0,32.0,0.0,16.0,4.0,13.0,32.0,15.0,68.0,4.0,51.0,20.0,410.0,141.0,499.0,28.0,60.0,21.0,10.0,18.0,2653.0,173.0,25.0,47.0,52.0,654.0,835.0,0.0,35.0,88.0,58.0,316.0,1680.0,41.0,126.0,61.0,87.0,14.0,13.0,35.0,61.0,281.0,6.0,6.0
Birmingham_41,2009-10,18129,Keith Fahey,Birmingham City,Midfielder,Ireland,51.0,32.0,19.0,34.0,1.0,,,5.0,4.0,,4.0,,21.0,9.0,,,208.0,99.0,109.0,,1.0,34.0,,,2.0,,,,24.0,18.0,6.0,157.0,67.0,90.0,,,1.0,,59.0,15.0,,,,,678.0,,,,,,,,,2.0,,108.0,,,,,,,,,,,8.0,9.0,18.0,0.0,7.0,16.0,5.0,13.0,6.0,18.0,2.0,34.0,18.0,313.0,198.0,480.0,16.0,30.0,12.0,1.0,3.0,1694.0,44.0,30.0,8.0,26.0,295.0,682.0,0.0,17.0,46.0,34.0,184.0,1062.0,14.0,49.0,31.0,22.0,15.0,2.0,31.0,33.0,153.0,0.0,2.0
Birmingham_41,2009-10,3686,Gary McSheffrey,Grimsby Town,Forward,England,,,,5.0,,,,1.0,,,,,7.0,1.0,,,18.0,14.0,4.0,,,5.0,,,,,,,2.0,2.0,,18.0,14.0,4.0,,,,,1.0,4.0,,,,,23.0,,,,,,,,,,,6.0,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,4.0,4.0,6.0,2.0,1.0,,5.0,,16.0,11.0,21.0,,,,,2.0,99.0,8.0,4.0,4.0,3.0,21.0,24.0,0.0,2.0,,3.0,3.0,61.0,3.0,8.0,4.0,5.0,,,,2.0,3.0,0.0,1.0
Birmingham_41,2009-10,51860,Míchel,Qarabag,Midfielder,Spain,8.0,6.0,2.0,9.0,,,,,1.0,,,,,,,,71.0,33.0,38.0,,,9.0,,,1.0,,,,7.0,7.0,,63.0,27.0,36.0,,,,,11.0,2.0,,,,,191.0,,,,,,,,,,,25.0,,,,,,,,,,,1.0,1.0,3.0,0.0,3.0,6.0,,,,4.0,,7.0,23.0,80.0,80.0,137.0,8.0,18.0,1.0,,,305.0,9.0,6.0,10.0,6.0,48.0,192.0,0.0,2.0,26.0,2.0,32.0,271.0,,4.0,4.0,1.0,2.0,1.0,7.0,10.0,25.0,0.0,1.0
Birmingham_41,2009-10,83283,Nathan Redmond,Blackburn Rovers U21,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,1247,Lee Carsley,Birmingham City,Midfielder,Ireland,2.0,1.0,1.0,7.0,,,,,8.0,,,2.0,,,,,21.0,14.0,7.0,,,7.0,,,,,,,6.0,6.0,,19.0,13.0,6.0,,,,,14.0,,,,,,96.0,,,,1.0,,,,,1.0,,18.0,,,,,,,,,,,3.0,1.0,3.0,0.0,4.0,4.0,,,,,1.0,1.0,8.0,33.0,41.0,66.0,,4.0,,,,352.0,6.0,24.0,5.0,2.0,48.0,99.0,0.0,4.0,4.0,1.0,25.0,171.0,,1.0,1.0,,8.0,,8.0,5.0,17.0,0.0,1.0
Birmingham_41,2009-10,6278,Teemu Tainio,Sunderland,Midfielder,Finland,8.0,5.0,3.0,6.0,,,,2.0,2.0,,1.0,,,2.0,,,44.0,24.0,20.0,,,6.0,,,,,,,6.0,6.0,,36.0,19.0,17.0,,,,,24.0,4.0,,,,,159.0,,,,,,,,,,,23.0,,,,,,,,,,,2.0,,5.0,0.0,3.0,1.0,,1.0,1.0,1.0,2.0,5.0,11.0,69.0,58.0,115.0,3.0,7.0,3.0,9.0,17.0,361.0,7.0,17.0,3.0,6.0,62.0,161.0,0.0,2.0,10.0,3.0,35.0,275.0,,4.0,4.0,2.0,3.0,,9.0,2.0,26.0,0.0,0.0
Birmingham_41,2009-10,59282,Ashley Sammons,Stratford Town,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,1972,Kevin Phillips,Birmingham City,Forward,England,11.0,7.0,4.0,19.0,,0.0,,6.0,,,,,,6.0,,,43.0,24.0,19.0,,,19.0,,,,,,4.0,8.0,6.0,2.0,32.0,17.0,15.0,4.0,,,4.0,2.0,4.0,,,,5.0,145.0,1.0,,,,,,,,,,11.0,,3.0,,,,,,,,,6.0,7.0,2.0,0.0,1.0,17.0,,,,5.0,2.0,20.0,7.0,88.0,30.0,111.0,1.0,1.0,1.0,,,415.0,13.0,1.0,8.0,8.0,44.0,146.0,0.0,13.0,2.0,22.0,28.0,218.0,,3.0,3.0,,1.0,6.0,,4.0,28.0,2.0,0.0
Birmingham_41,2009-10,18804,Cameron Jerome,Bolton Wanderers,Forward,England,293.0,161.0,132.0,32.0,,6.0,,17.0,6.0,,6.0,,,27.0,,,540.0,320.0,220.0,,,32.0,,,3.0,,,11.0,33.0,28.0,5.0,247.0,159.0,88.0,2.0,1.0,,5.0,19.0,36.0,,,,19.0,779.0,1.0,,,,,,,,3.0,,97.0,,9.0,,,,,,,,,29.0,32.0,32.0,0.0,12.0,,,9.0,9.0,20.0,1.0,76.0,9.0,383.0,94.0,459.0,7.0,22.0,7.0,3.0,6.0,2684.0,101.0,30.0,47.0,39.0,463.0,779.0,0.0,61.0,29.0,120.0,311.0,1268.0,,27.0,27.0,38.0,9.0,25.0,14.0,37.0,297.0,6.0,5.0
Birmingham_41,2009-10,9111,Garry O'Connor,Birmingham City,Forward,Scotland,73.0,47.0,26.0,10.0,,1.0,,5.0,2.0,,1.0,,,5.0,,,115.0,77.0,38.0,,,10.0,,,,,,1.0,7.0,7.0,,42.0,30.0,12.0,,1.0,,0.0,8.0,9.0,,,,9.0,190.0,,,,,,,,,,,16.0,,,,,,,,,,,8.0,4.0,5.0,0.0,2.0,5.0,,2.0,2.0,1.0,,20.0,5.0,90.0,35.0,118.0,,6.0,2.0,,,554.0,21.0,5.0,4.0,5.0,94.0,190.0,0.0,12.0,6.0,29.0,67.0,294.0,,2.0,2.0,6.0,1.0,10.0,1.0,9.0,66.0,2.0,2.0
Birmingham_41,2009-10,37051,Christian Benitez,Birmingham City,Forward,Ecuador,48.0,40.0,8.0,30.0,,2.0,,16.0,1.0,,4.0,,1.0,21.0,,,299.0,201.0,98.0,,1.0,30.0,,,5.0,,,3.0,25.0,22.0,3.0,251.0,161.0,90.0,1.0,1.0,3.0,1.0,12.0,25.0,,,,39.0,469.0,1.0,,,,,,1.0,,1.0,,92.0,,1.0,,,,,,,,,14.0,24.0,21.0,0.0,9.0,9.0,,2.0,2.0,41.0,,70.0,6.0,284.0,85.0,361.0,1.0,9.0,5.0,,6.0,1934.0,131.0,3.0,21.0,39.0,248.0,471.0,0.0,38.0,10.0,109.0,104.0,859.0,,10.0,10.0,61.0,1.0,19.0,3.0,18.0,101.0,2.0,1.0
Birmingham_41,2009-10,80766,Jake Jervis,Hednesford Town,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,1450,Marcus Bent,Birmingham City,Forward,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2009-10,58745,Jay O'Shea,Bury,Midfielder,Ireland,,,,1.0,,,,,,,,,,,,,4.0,4.0,,,,1.0,,,,,,,,,,4.0,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,2.0,,2.0,,,,,,8.0,2.0,,,,3.0,2.0,0.0,,,,,5.0,,1.0,1.0,1.0,,,,,,0.0,0.0
Birmingham_41,2010-11,1550,Maik Taylor,Birmingham City,Goalkeeper,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Birmingham_41,2010-11,18004,Colin Doyle,Bradford City,Goalkeeper,Ireland,,,,1.0,,,,,,3.0,,,,,,,1.0,,1.0,16.0,,1.0,9.0,1.0,,5.0,1.0,,3.0,3.0,,1.0,,1.0,,,,,,,,,,,6.0,,,,,,,,,,,9.0,,,,,3.0,1.0,2.0,1.0,,,,,,0.0,,1.0,,,,,1.0,,5.0,5.0,,,,,,,,49.0,,,,,11.0,16.0,0.0,,,,11.0,28.0,,,,,6.0,,11.0,1.0,,0.0,0.0
Birmingham_41,2010-11,9089,Ben Foster,Wrexham,Goalkeeper,England,7.0,1.0,6.0,38.0,,,,,,61.0,9.0,,,7.0,3.0,7.0,27.0,7.0,20.0,1371.0,,38.0,280.0,270.0,,409.0,3.0,,55.0,44.0,11.0,20.0,6.0,14.0,,,,,,2.0,,,36.0,,589.0,,,,1.0,6.0,1.0,,,5.0,21.0,524.0,,,38.0,1.0,170.0,43.0,90.0,79.0,49.0,,,,38.0,0.0,1.0,,,,,4.0,215.0,,438.0,405.0,134.0,101.0,1.0,1.0,,,,3371.0,1.0,35.0,3.0,5.0,925.0,1445.0,0.0,,2.0,,906.0,1897.0,,,,,458.0,2.0,892.0,40.0,14.0,0.0,3.0
Birmingham_41,2010-11,1879,Stephen Carr,Birmingham City,Defender,Ireland,60.0,34.0,26.0,38.0,,,189.0,2.0,17.0,,9.0,1.0,,14.0,,,241.0,120.0,121.0,589.0,,38.0,,,,,,,57.0,47.0,10.0,181.0,86.0,95.0,,,,,74.0,14.0,,,515.0,2.0,1330.0,,3.0,1.0,1.0,,,,,5.0,,181.0,,,48.0,,,,,,,,4.0,,38.0,0.0,2.0,,,12.0,12.0,8.0,23.0,6.0,83.0,517.0,539.0,961.0,14.0,45.0,,77.0,336.0,3375.0,38.0,138.0,32.0,28.0,502.0,1341.0,0.0,4.0,59.0,19.0,297.0,2279.0,,57.0,57.0,18.0,77.0,1.0,85.0,81.0,212.0,0.0,4.0
Birmingham_41,2010-11,11269,David Murphy,Birmingham City,Defender,England,17.0,9.0,8.0,10.0,,,27.0,2.0,2.0,,,,,4.0,,,58.0,30.0,28.0,63.0,,10.0,,,,,,,8.0,6.0,2.0,41.0,21.0,20.0,1.0,,,,12.0,2.0,,,3.0,1.0,140.0,,,,,,,,,,,13.0,,,49.0,,,,,,,,1.0,,3.0,0.0,,7.0,,1.0,1.0,,3.0,2.0,7.0,48.0,50.0,90.0,7.0,10.0,,12.0,23.0,420.0,11.0,19.0,5.0,3.0,86.0,142.0,0.0,1.0,17.0,7.0,45.0,278.0,,14.0,14.0,5.0,14.0,,13.0,14.0,32.0,0.0,2.0
Birmingham_41,2010-11,8358,Roger Johnson,Bromley,Defender,England,237.0,94.0,143.0,38.0,,1.0,90.0,3.0,46.0,,9.0,2.0,,5.0,,,397.0,139.0,258.0,587.0,,38.0,,,1.0,,,2.0,58.0,47.0,11.0,160.0,45.0,115.0,1.0,,,1.0,71.0,6.0,3.0,,282.0,2.0,1093.0,,1.0,2.0,1.0,,,,,5.0,,108.0,,2.0,145.0,,,,,,,,24.0,9.0,38.0,0.0,1.0,,,1.0,1.0,5.0,41.0,2.0,107.0,212.0,535.0,639.0,19.0,33.0,1.0,,1.0,3375.0,3.0,417.0,25.0,58.0,385.0,1104.0,0.0,33.0,52.0,76.0,358.0,1857.0,,5.0,5.0,1.0,119.0,1.0,125.0,82.0,233.0,0.0,5.0
Birmingham_41,2010-11,14278,Liam Ridgewell,Southend United,Defender,England,95.0,35.0,60.0,36.0,,2.0,169.0,3.0,25.0,,9.0,3.0,,9.0,,,306.0,116.0,190.0,568.0,,36.0,,,,,,4.0,53.0,42.0,11.0,211.0,81.0,130.0,3.0,2.0,,2.0,46.0,10.0,,1.0,39.0,5.0,1136.0,,4.0,,1.0,,,,,4.0,,100.0,,1.0,376.0,,,,,,,,3.0,6.0,36.0,1.0,1.0,,,11.0,11.0,8.0,28.0,9.0,47.0,390.0,406.0,738.0,22.0,41.0,,57.0,237.0,3175.0,23.0,140.0,29.0,59.0,543.0,1152.0,1.0,9.0,63.0,40.0,367.0,1973.0,,62.0,62.0,8.0,108.0,1.0,113.0,85.0,254.0,2.0,6.0
