team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Blackburn_5,2009-10,76359,Phil Jones,Manchester United,Defender,England,34.0,15.0,19.0,9.0,,,,1.0,4.0,,3.0,,,1.0,,,73.0,24.0,49.0,,,9.0,,,,,,,6.0,5.0,1.0,39.0,9.0,30.0,1.0,,,,17.0,,1.0,,,,125.0,,,,,,,,,1.0,,19.0,,,,,,,,,,,,2.0,2.0,7.0,0.0,,2.0,,,,,8.0,,8.0,39.0,34.0,65.0,4.0,18.0,1.0,,,662.0,,91.0,5.0,8.0,90.0,125.0,0.0,4.0,22.0,10.0,52.0,294.0,,3.0,3.0,,21.0,,22.0,8.0,30.0,0.0,0.0
Blackburn_5,2009-10,8371,Gaël Givet,Blackburn Rovers,Defender,France,92.0,32.0,60.0,34.0,,1.0,,1.0,20.0,,10.0,2.0,,2.0,,,205.0,65.0,140.0,,,34.0,,,2.0,,,2.0,45.0,37.0,8.0,113.0,33.0,80.0,1.0,1.0,1.0,1.0,90.0,4.0,4.0,1.0,,,742.0,,,1.0,,,,,,2.0,,62.0,,,,,,,,,,,,4.0,4.0,33.0,0.0,5.0,1.0,,4.0,4.0,1.0,23.0,,18.0,220.0,242.0,440.0,15.0,40.0,,50.0,91.0,2799.0,4.0,249.0,19.0,24.0,482.0,745.0,0.0,8.0,55.0,11.0,287.0,1398.0,,14.0,14.0,1.0,90.0,1.0,64.0,71.0,223.0,0.0,3.0
Blackburn_5,2009-10,13396,Pascal Chimbonda,Blackburn Rovers,Defender,France,78.0,24.0,54.0,24.0,,0.0,,,11.0,,7.0,,,4.0,,,213.0,72.0,141.0,,,24.0,,,1.0,,,1.0,31.0,25.0,6.0,135.0,48.0,87.0,1.0,,,1.0,44.0,6.0,1.0,,,1.0,740.0,,,,,,,,,,,103.0,,1.0,,,,,,,,,,4.0,3.0,22.0,0.0,3.0,2.0,,6.0,6.0,13.0,16.0,7.0,23.0,265.0,282.0,518.0,12.0,31.0,2.0,35.0,142.0,1974.0,31.0,116.0,9.0,31.0,354.0,743.0,0.0,7.0,43.0,23.0,202.0,1308.0,,20.0,20.0,14.0,43.0,2.0,43.0,55.0,159.0,0.0,3.0
Blackburn_5,2009-10,4740,Brett Emerton,Blackburn Rovers,Midfielder,Australia,42.0,27.0,15.0,24.0,1.0,,,3.0,2.0,,4.0,,3.0,9.0,,,144.0,88.0,56.0,,,24.0,,,1.0,,,,24.0,19.0,5.0,102.0,61.0,41.0,4.0,,,,25.0,9.0,,,,4.0,540.0,,,,,,,,,1.0,,78.0,,,,,,,,,,,,8.0,7.0,17.0,0.0,7.0,7.0,1.0,10.0,7.0,11.0,,45.0,27.0,269.0,163.0,395.0,7.0,14.0,4.0,,12.0,1419.0,42.0,9.0,19.0,9.0,216.0,545.0,0.0,15.0,21.0,26.0,123.0,783.0,1.0,41.0,36.0,16.0,6.0,5.0,17.0,22.0,106.0,0.0,2.0
Blackburn_5,2009-10,1274,David Dunn,Oldham Athletic,Midfielder,England,24.0,15.0,9.0,23.0,3.0,3.0,,10.0,3.0,,3.0,,37.0,14.0,,,249.0,149.0,100.0,,,23.0,,,2.0,,,9.0,29.0,23.0,6.0,225.0,134.0,91.0,3.0,1.0,1.0,6.0,29.0,35.0,,1.0,,12.0,638.0,,,,,,,2.0,2.0,1.0,,91.0,,7.0,,,,,,,,,,12.0,17.0,20.0,0.0,9.0,3.0,14.0,31.0,9.0,28.0,8.0,29.0,41.0,347.0,123.0,398.0,11.0,13.0,14.0,,3.0,1720.0,84.0,4.0,33.0,39.0,355.0,649.0,0.0,29.0,24.0,54.0,210.0,1055.0,21.0,48.0,23.0,41.0,14.0,2.0,49.0,26.0,161.0,8.0,7.0
Blackburn_5,2009-10,13524,Vince Grella,Blackburn Rovers,Midfielder,Australia,15.0,7.0,8.0,15.0,,,,3.0,5.0,,3.0,,,,,,100.0,48.0,52.0,,,15.0,,,,,,,11.0,11.0,,85.0,41.0,44.0,,,,,35.0,7.0,,,,,475.0,,,,,,,,,,,65.0,1.0,,,,,,,,,,,4.0,,10.0,0.0,2.0,5.0,,3.0,3.0,4.0,4.0,16.0,44.0,198.0,123.0,274.0,9.0,19.0,3.0,,1.0,954.0,8.0,11.0,24.0,12.0,183.0,478.0,1.0,4.0,28.0,3.0,160.0,609.0,,2.0,2.0,,27.0,1.0,55.0,18.0,105.0,0.0,1.0
Blackburn_5,2009-10,16058,Morten Gamst Pedersen,Rosenborg,Midfielder,Norway,95.0,53.0,42.0,33.0,24.0,1.0,,17.0,2.0,,7.0,,91.0,40.0,,,342.0,198.0,144.0,,,33.0,,,7.0,,,3.0,41.0,32.0,9.0,247.0,145.0,102.0,2.0,,3.0,2.0,87.0,53.0,,2.0,,12.0,853.0,,,,,,,,,2.0,,123.0,,1.0,,,,,,,,,,26.0,18.0,27.0,0.0,6.0,6.0,20.0,44.0,16.0,4.0,11.0,44.0,42.0,378.0,193.0,485.0,11.0,50.0,12.0,162.0,78.0,2423.0,67.0,31.0,46.0,37.0,831.0,904.0,0.0,44.0,61.0,65.0,377.0,1809.0,70.0,185.0,77.0,17.0,45.0,4.0,86.0,52.0,291.0,0.0,5.0
Blackburn_5,2009-10,49323,Steven Nzonzi,Stoke City,Midfielder,France,346.0,145.0,201.0,33.0,,1.0,,12.0,10.0,,10.0,,,3.0,,,552.0,253.0,299.0,,,33.0,,,,,,2.0,47.0,37.0,10.0,206.0,108.0,98.0,1.0,1.0,1.0,1.0,63.0,18.0,,,,2.0,1345.0,,,,,,,,,2.0,,155.0,,1.0,,,,,,,,,,19.0,7.0,33.0,0.0,5.0,,,4.0,4.0,9.0,19.0,26.0,84.0,509.0,413.0,834.0,17.0,53.0,7.0,1.0,,2867.0,26.0,74.0,65.0,19.0,521.0,1346.0,0.0,26.0,70.0,75.0,428.0,1734.0,,6.0,6.0,5.0,36.0,8.0,53.0,98.0,375.0,0.0,6.0
Blackburn_5,2009-10,3332,Steven Reid,Burnley,Defender,Ireland,7.0,6.0,1.0,4.0,,,,,,,,,,1.0,,,18.0,13.0,5.0,,,4.0,,,,,,,1.0,1.0,,11.0,7.0,4.0,,,,,1.0,1.0,,,,,53.0,,,,,,,,,,,9.0,,,,,,,,,,,,1.0,,1.0,0.0,1.0,3.0,,,,1.0,,1.0,6.0,21.0,17.0,32.0,1.0,,,1.0,1.0,124.0,2.0,2.0,4.0,2.0,22.0,56.0,0.0,1.0,1.0,1.0,18.0,71.0,,,,1.0,3.0,,4.0,5.0,14.0,0.0,1.0
Blackburn_5,2009-10,7670,Keith Andrews,MK Dons,Midfielder,Ireland,52.0,25.0,27.0,32.0,3.0,1.0,,13.0,10.0,,4.0,1.0,2.0,2.0,,,244.0,124.0,120.0,,,32.0,,,,,,1.0,39.0,32.0,7.0,192.0,99.0,93.0,3.0,,1.0,0.0,56.0,19.0,1.0,,,,755.0,,,,,,,1.0,1.0,2.0,,90.0,,1.0,,,,,,,,,,14.0,8.0,22.0,0.0,5.0,10.0,1.0,6.0,5.0,8.0,9.0,25.0,48.0,303.0,230.0,479.0,16.0,52.0,4.0,,6.0,2112.0,26.0,48.0,39.0,17.0,331.0,783.0,0.0,22.0,68.0,43.0,256.0,1139.0,1.0,17.0,14.0,4.0,33.0,3.0,68.0,52.0,188.0,0.0,4.0
Blackburn_5,2009-10,5484,Yildiray Bastürk,Blackburn Rovers,Midfielder,Turkey,,,,1.0,,,,,,,,,,,,,5.0,3.0,2.0,,,1.0,,,,,,,,,,5.0,3.0,2.0,,,,,1.0,,,,,,18.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,1.0,1.0,,,1.0,1.0,12.0,2.0,12.0,,1.0,,,,45.0,1.0,,1.0,1.0,7.0,18.0,0.0,,1.0,1.0,5.0,25.0,,1.0,1.0,,3.0,,2.0,2.0,3.0,0.0,0.0
Blackburn_5,2009-10,49806,Junior Hoilett,Swindon Town,Forward,Canada,19.0,9.0,10.0,23.0,,,,6.0,,,2.0,,,10.0,,,162.0,102.0,60.0,,,23.0,,,,,,,15.0,11.0,4.0,143.0,93.0,50.0,1.0,,1.0,,29.0,12.0,,,,2.0,248.0,,,,,,,,,,,67.0,,,,,,,,,,,,11.0,8.0,8.0,0.0,5.0,15.0,,1.0,1.0,10.0,,8.0,1.0,120.0,67.0,185.0,6.0,21.0,8.0,,4.0,942.0,62.0,5.0,19.0,13.0,150.0,248.0,0.0,19.0,27.0,50.0,62.0,493.0,,21.0,21.0,41.0,7.0,1.0,9.0,7.0,53.0,0.0,0.0
Blackburn_5,2009-10,56996,Amine Linganzi,Salford City,Midfielder,Congo,2.0,,2.0,1.0,,,,,1.0,,,,,,,,4.0,2.0,2.0,,,1.0,,,,,,,,,,2.0,2.0,,,,,,3.0,,,,,,16.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,1.0,,5.0,5.0,10.0,,,,,,45.0,2.0,3.0,,,10.0,16.0,0.0,,,1.0,6.0,27.0,,,,,1.0,,,3.0,6.0,0.0,0.0
Blackburn_5,2009-10,6557,El Hadji Diouf,Blackburn Rovers,Midfielder,Senegal,62.0,35.0,27.0,26.0,1.0,0.0,,5.0,1.0,,3.0,,31.0,19.0,,,267.0,157.0,110.0,,,26.0,,,2.0,,,3.0,33.0,26.0,7.0,205.0,122.0,83.0,2.0,2.0,1.0,3.0,36.0,21.0,,,,9.0,676.0,,,,,,,,,1.0,,129.0,,1.0,,,,,,,,,,7.0,8.0,24.0,0.0,13.0,2.0,6.0,23.0,16.0,13.0,2.0,36.0,20.0,322.0,191.0,470.0,8.0,23.0,8.0,1.0,14.0,1945.0,80.0,17.0,29.0,39.0,386.0,684.0,0.0,15.0,31.0,45.0,194.0,1108.0,22.0,97.0,73.0,31.0,21.0,2.0,27.0,34.0,167.0,0.0,3.0
Blackburn_5,2009-10,50401,Nikola Kalinic,Atlético de Madrid,Forward,Croatia,38.0,29.0,9.0,26.0,,0.0,,8.0,1.0,,2.0,,,3.0,,,174.0,116.0,58.0,,,26.0,,,1.0,,,2.0,25.0,23.0,2.0,136.0,87.0,49.0,6.0,1.0,3.0,2.0,2.0,6.0,,,,21.0,229.0,,,,,,,,,2.0,,27.0,,1.0,,,,,,,,,,21.0,8.0,14.0,0.0,7.0,12.0,,,,6.0,,19.0,2.0,127.0,29.0,154.0,3.0,7.0,9.0,,,1448.0,46.0,2.0,44.0,33.0,127.0,229.0,0.0,29.0,10.0,70.0,73.0,450.0,,5.0,5.0,14.0,3.0,4.0,4.0,8.0,69.0,4.0,2.0
Blackburn_5,2009-10,49724,Franco Di Santo,FC Schalke 04,Forward,Argentina,90.0,53.0,37.0,22.0,,0.0,,4.0,1.0,,1.0,,,5.0,,,224.0,143.0,81.0,,,22.0,,,1.0,,,1.0,19.0,14.0,5.0,134.0,90.0,44.0,,1.0,,1.0,12.0,11.0,,,,19.0,266.0,,,,,,,,,,,21.0,,,,,,,,,,,,8.0,10.0,15.0,0.0,12.0,7.0,,2.0,2.0,6.0,,54.0,4.0,128.0,48.0,170.0,6.0,14.0,3.0,1.0,4.0,1159.0,50.0,,35.0,18.0,150.0,266.0,0.0,18.0,20.0,67.0,92.0,465.0,,5.0,5.0,23.0,1.0,15.0,3.0,14.0,89.0,0.0,3.0
Blackburn_5,2009-10,3118,Jason Roberts,Reading,Forward,Grenada,17.0,15.0,2.0,29.0,,0.0,,8.0,,,2.0,,,14.0,,,202.0,124.0,78.0,,,29.0,,,3.0,,,5.0,22.0,19.0,3.0,185.0,109.0,76.0,,,,5.0,4.0,13.0,,,,19.0,280.0,1.0,,,,,,,,,,35.0,,4.0,,,,,,,,,,10.0,13.0,15.0,0.0,9.0,14.0,,2.0,2.0,8.0,,35.0,3.0,163.0,38.0,196.0,4.0,13.0,3.0,2.0,,1548.0,74.0,3.0,32.0,51.0,173.0,280.0,0.0,23.0,17.0,108.0,81.0,547.0,,12.0,12.0,31.0,,7.0,2.0,5.0,79.0,2.0,1.0
Blackburn_5,2009-10,39316,Maceo Rigters,Blackburn Rovers,Forward,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Blackburn_5,2010-11,1801,Paul Robinson,Burnley,Goalkeeper,England,2.0,,2.0,36.0,,,,,,42.0,8.0,,,4.0,6.0,1.0,12.0,4.0,8.0,1112.0,,36.0,189.0,231.0,1.0,359.0,1.0,,55.0,50.0,5.0,10.0,4.0,6.0,,,,,,10.0,,,28.0,,377.0,,,,2.0,7.0,,,,6.0,23.0,308.0,,,15.0,,113.0,20.0,64.0,49.0,49.0,,,,,36.0,0.0,1.0,,,,,1.0,194.0,,375.0,358.0,59.0,42.0,1.0,1.0,,,,3195.0,,42.0,2.0,2.0,747.0,1155.0,0.0,,2.0,,738.0,1431.0,,,,,371.0,2.0,720.0,42.0,18.0,0.0,0.0
Blackburn_5,2010-11,10954,Mark Bunn,Aston Villa,Goalkeeper,England,,,,3.0,,,,,,7.0,,,,,,,,,,90.0,,3.0,16.0,23.0,,32.0,,,4.0,4.0,,,,,,,,,,,,,2.0,,23.0,,,,,1.0,,,,,3.0,35.0,,,1.0,,8.0,3.0,5.0,3.0,3.0,,,,,2.0,0.0,,1.0,,,,,4.0,,18.0,18.0,2.0,2.0,,,,,,225.0,,4.0,,,73.0,93.0,0.0,,,,73.0,119.0,,,,,30.0,,72.0,6.0,1.0,0.0,1.0
Blackburn_5,2010-11,42887,Frank Fielding,Stoke City,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Blackburn_5,2010-11,4142,Míchel Salgado,Blackburn Rovers,Defender,Spain,51.0,26.0,25.0,36.0,,,94.0,4.0,22.0,,5.0,3.0,,6.0,,,285.0,118.0,167.0,425.0,,36.0,,,2.0,,,,50.0,46.0,4.0,234.0,92.0,142.0,2.0,,1.0,,86.0,19.0,1.0,,230.0,1.0,786.0,,1.0,,2.0,,,,,6.0,,131.0,,,44.0,,,,,,,,,5.0,1.0,36.0,0.0,8.0,,,16.0,16.0,12.0,23.0,5.0,40.0,261.0,275.0,480.0,21.0,82.0,2.0,64.0,217.0,3032.0,20.0,127.0,43.0,27.0,415.0,793.0,0.0,6.0,103.0,8.0,273.0,1626.0,,35.0,34.0,6.0,68.0,5.0,79.0,64.0,194.0,0.0,10.0
Blackburn_5,2010-11,28654,Martin Olsson,Malmö FF,Defender,Sweden,86.0,45.0,41.0,29.0,1.0,0.0,77.0,7.0,8.0,,6.0,,3.0,16.0,,,273.0,136.0,137.0,322.0,,29.0,,,1.0,,,2.0,37.0,33.0,4.0,187.0,91.0,96.0,2.0,,2.0,2.0,35.0,13.0,,2.0,36.0,1.0,593.0,,5.0,,,,,,,6.0,,88.0,,,159.0,,,,,,,,,14.0,9.0,25.0,0.0,2.0,4.0,1.0,20.0,19.0,24.0,9.0,5.0,15.0,247.0,157.0,369.0,8.0,25.0,,35.0,132.0,2371.0,65.0,76.0,21.0,39.0,442.0,594.0,0.0,23.0,33.0,43.0,210.0,1279.0,2.0,87.0,84.0,40.0,50.0,,53.0,62.0,157.0,2.0,3.0
Blackburn_5,2010-11,20359,Christopher Samba,Aston Villa,Defender,Congo,176.0,56.0,120.0,33.0,2.0,2.0,91.0,7.0,38.0,,7.0,1.0,,7.0,,,304.0,110.0,194.0,340.0,1.0,33.0,,,,,,4.0,46.0,41.0,5.0,128.0,54.0,74.0,2.0,3.0,2.0,2.0,68.0,9.0,4.0,,179.0,3.0,699.0,,,,,,,,,5.0,,122.0,,1.0,91.0,,,,,,,,,27.0,14.0,33.0,1.0,2.0,,,,,4.0,20.0,2.0,53.0,150.0,299.0,396.0,13.0,37.0,,,,2880.0,9.0,359.0,41.0,20.0,275.0,701.0,1.0,41.0,50.0,106.0,252.0,1349.0,,2.0,2.0,2.0,89.0,,77.0,55.0,175.0,0.0,3.0
Blackburn_5,2010-11,83428,Grant Hanley,Hibernian,Defender,Scotland,24.0,13.0,11.0,7.0,,,16.0,1.0,9.0,,,,,1.0,,,48.0,25.0,23.0,53.0,,7.0,,,,,,,13.0,12.0,1.0,24.0,12.0,12.0,,,,,9.0,1.0,,,19.0,,92.0,,,1.0,1.0,,,,,2.0,,5.0,,,6.0,,,,,,,,,1.0,2.0,5.0,0.0,1.0,2.0,,,,,4.0,1.0,5.0,25.0,41.0,61.0,4.0,7.0,,1.0,,442.0,,30.0,9.0,1.0,30.0,94.0,0.0,3.0,11.0,3.0,28.0,169.0,,,,,7.0,,8.0,6.0,20.0,0.0,1.0
Blackburn_5,2010-11,19718,Ryan Nelsen,Tottenham Hotspur,Defender,New Zealand,104.0,48.0,56.0,28.0,,1.0,54.0,5.0,28.0,,5.0,,,3.0,,,205.0,81.0,124.0,409.0,,28.0,,,3.0,,,3.0,46.0,43.0,3.0,101.0,33.0,68.0,,,,2.0,85.0,3.0,2.0,1.0,121.0,,713.0,,,,1.0,,,,,3.0,,86.0,1.0,2.0,144.0,,,,,,,,,6.0,5.0,28.0,0.0,2.0,,,2.0,2.0,2.0,33.0,2.0,63.0,158.0,332.0,425.0,11.0,41.0,,,4.0,2414.0,3.0,279.0,18.0,14.0,256.0,728.0,1.0,11.0,52.0,31.0,240.0,1259.0,,4.0,4.0,,104.0,,100.0,46.0,140.0,0.0,3.0
