team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Blackburn_5,2009-10,1801,Paul Robinson,Burnley,Goalkeeper,England,3.0,1.0,2.0,35.0,,,,,,44.0,12.0,,,5.0,4.0,9.0,10.0,2.0,8.0,,,35.0,193.0,189.0,1.0,300.0,1.0,,50.0,41.0,9.0,7.0,1.0,6.0,,,,,1.0,8.0,,,,,430.0,,,,,2.0,,,,2.0,31.0,378.0,,,,,106.0,23.0,52.0,53.0,37.0,,,,,35.0,0.0,1.0,,,,,1.0,197.0,,366.0,357.0,40.0,31.0,1.0,,,,,3086.0,,52.0,,3.0,783.0,1156.0,0.0,,1.0,,759.0,1472.0,,,,,409.0,3.0,747.0,32.0,12.0,0.0,1.0
Blackburn_5,2009-10,10954,Mark Bunn,Aston Villa,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Blackburn_5,2009-10,8893,Jason Brown,Dartford,Goalkeeper,Wales,,,,4.0,,,,,,7.0,1.0,,,,1.0,1.0,1.0,1.0,,,,4.0,29.0,17.0,,38.0,,,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,30.0,,,,,,,,,,1.0,46.0,,,,,7.0,1.0,2.0,4.0,4.0,,,,,3.0,0.0,,1.0,,,,,17.0,,48.0,42.0,8.0,2.0,,,,,,334.0,1.0,1.0,,,61.0,110.0,0.0,,,,60.0,136.0,,,,,22.0,,60.0,1.0,,0.0,0.0
Blackburn_5,2009-10,9013,Zurab Khizanishvili,Blackburn Rovers,Defender,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Blackburn_5,2009-10,4142,Míchel Salgado,Blackburn Rovers,Defender,Spain,25.0,17.0,8.0,21.0,,,,2.0,7.0,,5.0,,,3.0,,,150.0,79.0,71.0,,,21.0,,,1.0,,,,20.0,19.0,1.0,125.0,62.0,63.0,2.0,,,,35.0,11.0,,,,,402.0,,,,,,,,,1.0,,70.0,,,,,,,,,,,,3.0,,16.0,0.0,4.0,5.0,,6.0,6.0,1.0,9.0,1.0,11.0,165.0,102.0,250.0,8.0,42.0,,28.0,72.0,1435.0,21.0,64.0,27.0,12.0,230.0,407.0,0.0,3.0,50.0,14.0,146.0,768.0,,9.0,9.0,12.0,45.0,1.0,39.0,31.0,107.0,0.0,3.0
Blackburn_5,2009-10,12207,Lars Jacobsen,Guingamp,Defender,Denmark,7.0,5.0,2.0,13.0,,,,1.0,3.0,,1.0,1.0,,3.0,,,40.0,20.0,20.0,,,13.0,,,,,,,26.0,19.0,7.0,33.0,15.0,18.0,,,,,16.0,6.0,,,,,302.0,,,,,,,,,1.0,,28.0,,,,,,,,,,,,,,11.0,0.0,2.0,2.0,,8.0,8.0,2.0,15.0,3.0,24.0,122.0,89.0,179.0,6.0,5.0,,36.0,89.0,1033.0,10.0,49.0,1.0,5.0,180.0,305.0,0.0,,11.0,7.0,102.0,570.0,,16.0,16.0,3.0,31.0,,36.0,21.0,66.0,0.0,0.0
Blackburn_5,2009-10,28654,Martin Olsson,Malmö FF,Defender,Sweden,61.0,25.0,36.0,21.0,,0.0,,8.0,5.0,,7.0,1.0,1.0,6.0,,,202.0,88.0,114.0,,1.0,21.0,,,,,,1.0,29.0,23.0,6.0,141.0,63.0,78.0,3.0,,1.0,1.0,28.0,12.0,1.0,1.0,,9.0,399.0,,,,,,,,,2.0,,65.0,,,,,,,,,,,,11.0,11.0,19.0,0.0,3.0,2.0,,13.0,13.0,14.0,14.0,4.0,17.0,194.0,85.0,249.0,5.0,22.0,4.0,25.0,40.0,1720.0,45.0,49.0,17.0,37.0,273.0,402.0,0.0,22.0,27.0,34.0,136.0,811.0,,35.0,34.0,26.0,34.0,,32.0,39.0,104.0,2.0,1.0
Blackburn_5,2009-10,20359,Christopher Samba,Aston Villa,Defender,Congo,176.0,46.0,130.0,30.0,,1.0,,8.0,25.0,,10.0,1.0,,13.0,,,342.0,117.0,225.0,,,30.0,,,,,,4.0,35.0,29.0,6.0,166.0,71.0,95.0,,2.0,2.0,3.0,51.0,15.0,3.0,,,3.0,686.0,,,,,,,,,,,107.0,1.0,2.0,,,,,,,,,,20.0,19.0,30.0,0.0,3.0,,,1.0,1.0,16.0,30.0,3.0,46.0,140.0,294.0,387.0,20.0,40.0,,,3.0,2597.0,13.0,346.0,45.0,19.0,422.0,687.0,1.0,39.0,60.0,117.0,254.0,1317.0,,5.0,5.0,3.0,103.0,4.0,82.0,46.0,172.0,4.0,4.0
Blackburn_5,2009-10,83428,Grant Hanley,Hibernian,Defender,Scotland,6.0,2.0,4.0,1.0,,,,,,,1.0,,,,,,11.0,4.0,7.0,,,1.0,,,,,,,,,,5.0,2.0,3.0,,,,,4.0,,,,,,15.0,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,0.0,,,,,,,1.0,,1.0,2.0,4.0,5.0,,1.0,,,,90.0,,7.0,2.0,2.0,10.0,15.0,0.0,1.0,1.0,2.0,9.0,31.0,,,,,4.0,,4.0,3.0,5.0,0.0,0.0
Blackburn_5,2009-10,19718,Ryan Nelsen,Tottenham Hotspur,Defender,New Zealand,139.0,46.0,93.0,28.0,,2.0,,5.0,21.0,,7.0,,1.0,9.0,,,249.0,90.0,159.0,,,28.0,,,1.0,,,4.0,38.0,32.0,6.0,110.0,44.0,66.0,,2.0,,2.0,50.0,10.0,1.0,1.0,,2.0,636.0,,,,2.0,,,,,2.0,,54.0,,1.0,,,,,,,,,,4.0,8.0,25.0,0.0,2.0,3.0,,1.0,1.0,4.0,30.0,,41.0,180.0,237.0,375.0,19.0,27.0,2.0,,5.0,2270.0,2.0,321.0,32.0,16.0,383.0,642.0,0.0,12.0,46.0,42.0,226.0,1160.0,,3.0,3.0,,90.0,,74.0,63.0,152.0,2.0,3.0
