team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,yellowCards
Huddersfield_38,2017-18,172246,Florent Hadërgjonaj,Kasimpasa,Defender,Kosovo,37.0,22.0,15.0,23.0,,102.0,4.0,10.0,,4.0,,4.0,12.0,,,135.0,74.0,61.0,1.3783,0.2517,,0.2609,23.4612,272.0,15.0,,,23.0,,,1.0,,,28.0,25.0,3.0,98.0,52.0,46.0,,,,,1.0,17.0,25.0,,216.0,4.0,1.0,4.0,608.0,,,,,,,,,,36.0,12.0,94.0,,,28.0,,,,,,,,,,4.0,2.0,1.0,2.0,1.0,19.0,0.0,3.0,4.0,2.0,22.0,20.0,16.0,14.0,3.0,44.0,269.0,166.0,369.0,5.0,16.0,2.0,44.0,160.0,1672.0,38.0,17.0,11.0,366.0,618.0,0.0,4.0,21.0,15.0,205.0,1120.0,2.0,76.0,73.0,12.0,47.0,,76.0,52.0,129.0,3.0
Huddersfield_38,2017-18,87856,Michael Hefele,Nottingham Forest,Defender,Germany,1.0,,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,0.0009,,,,1.207,3.0,2.0,,,2.0,,,,,,1.0,1.0,,2.0,2.0,,,,,,,1.0,,,4.0,,,,9.0,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,1.0,7.0,8.0,,,,,,32.0,5.0,2.0,,2.0,9.0,0.0,,,,1.0,16.0,,,,,,,,1.0,1.0,1.0
Huddersfield_38,2017-18,5589,Dean Whitehead,Huddersfield Town,Midfielder,England,1.0,,1.0,4.0,,6.0,,,,,,,,,,2.0,1.0,1.0,0.0041,,,,1.9655,14.0,,,,4.0,,,,,,3.0,3.0,,1.0,1.0,,,,,,,2.0,,,15.0,,,,49.0,,,,,,,,,,1.0,1.0,5.0,,,15.0,,,,,,,,,,,,,,,,0.0,,4.0,,,,,,,1.0,11.0,31.0,41.0,,,,,1.0,68.0,,,,8.0,50.0,0.0,,,,8.0,54.0,,,,,1.0,,2.0,5.0,6.0,0.0
Huddersfield_38,2017-18,79619,Jonathan Hogg,Huddersfield Town,Midfielder,England,65.0,30.0,35.0,30.0,,163.0,4.0,12.0,,6.0,1.0,,2.0,,,309.0,145.0,164.0,0.8773,0.4837,,0.1953,38.9086,436.0,22.0,,,30.0,,,,,,39.0,37.0,2.0,244.0,115.0,129.0,1.0,,,1.0,,69.0,9.0,,408.0,3.0,2.0,,1380.0,,,,,,,,,,56.0,39.0,209.0,1.0,,406.0,,,,,,,,,1.0,3.0,6.0,,2.0,2.0,29.0,0.0,11.0,1.0,,1.0,1.0,8.0,5.0,9.0,62.0,537.0,667.0,1141.0,29.0,64.0,2.0,,2.0,2406.0,45.0,32.0,30.0,264.0,1413.0,1.0,8.0,93.0,4.0,210.0,1815.0,,2.0,2.0,4.0,21.0,,52.0,69.0,158.0,8.0
Huddersfield_38,2017-18,168991,Philip Billing,Bournemouth,Midfielder,Denmark,37.0,12.0,25.0,16.0,,68.0,1.0,1.0,,2.0,,,3.0,,,109.0,49.0,60.0,0.3638,0.1967,,0.1421,10.8297,129.0,8.0,,,16.0,,,,,,11.0,8.0,3.0,72.0,37.0,35.0,,,,,,18.0,2.0,,86.0,1.0,2.0,1.0,365.0,,,1.0,,,,,,,24.0,16.0,73.0,,,88.0,,,,,,,,,,1.0,4.0,,2.0,2.0,8.0,0.0,4.0,8.0,,2.0,2.0,4.0,1.0,13.0,16.0,119.0,164.0,265.0,9.0,16.0,1.0,9.0,2.0,760.0,13.0,14.0,6.0,127.0,371.0,0.0,6.0,25.0,,90.0,520.0,,10.0,10.0,2.0,6.0,,24.0,27.0,66.0,3.0
Huddersfield_38,2017-18,74471,Aaron Mooy,Celtic,Midfielder,Australia,72.0,39.0,33.0,36.0,3.0,255.0,15.0,5.0,,9.0,1.0,78.0,16.0,,,326.0,160.0,166.0,4.0078,2.9693,0.1746,4.2713,47.473,718.0,19.0,,3.0,36.0,,,3.0,,4.0,52.0,46.0,6.0,254.0,121.0,133.0,2.0,,1.0,6.0,,38.0,47.0,2.0,453.0,9.0,3.0,2.0,1848.0,,,,,,1.0,1.0,,,94.0,34.0,266.0,,2.0,476.0,,,,,,,,,6.0,9.0,7.0,,7.0,3.0,34.0,0.0,5.0,2.0,16.0,37.0,11.0,16.0,8.0,38.0,102.0,1000.0,550.0,1411.0,42.0,60.0,4.0,,3.0,3071.0,48.0,26.0,16.0,652.0,1902.0,0.0,14.0,102.0,29.0,389.0,2539.0,47.0,148.0,67.0,9.0,34.0,,102.0,91.0,287.0,5.0
Huddersfield_38,2017-18,246878,Abdelhamid Sabiri,Fiorentina,Midfielder,Morocco,27.0,13.0,14.0,5.0,,19.0,3.0,,,,,,,,,50.0,26.0,24.0,0.134,0.262,,,3.4452,41.0,2.0,,,5.0,,,1.0,,,5.0,5.0,,23.0,13.0,10.0,,,,2.0,,1.0,2.0,,13.0,1.0,,1.0,94.0,,,,,,,,,,5.0,4.0,8.0,,,25.0,,,,,,,,,2.0,1.0,2.0,,,,2.0,0.0,2.0,3.0,,,,1.0,,3.0,2.0,47.0,19.0,64.0,1.0,4.0,,,,219.0,2.0,4.0,4.0,44.0,98.0,0.0,2.0,5.0,5.0,32.0,139.0,,1.0,1.0,3.0,1.0,,3.0,2.0,29.0,1.0
Huddersfield_38,2017-18,51344,Rajiv van La Parra,Beerschot,Forward,Netherlands,42.0,29.0,13.0,33.0,,177.0,17.0,1.0,,1.0,,5.0,27.0,,,371.0,203.0,168.0,1.2006,3.0701,,4.8896,33.009,167.0,21.0,,,33.0,,,,,3.0,36.0,33.0,3.0,329.0,174.0,155.0,,,1.0,10.0,7.0,21.0,14.0,,77.0,7.0,5.0,3.0,631.0,,,,,,1.0,1.0,,,72.0,26.0,152.0,,3.0,212.0,,,,,,,,,10.0,7.0,11.0,7.0,15.0,5.0,26.0,1.0,15.0,7.0,1.0,8.0,7.0,68.0,1.0,14.0,14.0,329.0,182.0,489.0,12.0,29.0,3.0,,6.0,2144.0,7.0,29.0,47.0,417.0,633.0,1.0,26.0,41.0,54.0,130.0,1244.0,4.0,76.0,71.0,61.0,4.0,1.0,13.0,34.0,117.0,3.0
Huddersfield_38,2017-18,80755,Danny Williams,Huddersfield Town,Midfielder,United States,30.0,21.0,9.0,20.0,,63.0,1.0,2.0,,,,,2.0,,,122.0,64.0,58.0,0.4116,0.4126,,0.4802,20.1763,127.0,10.0,,,20.0,,,,,,22.0,20.0,2.0,92.0,43.0,49.0,,,,1.0,,26.0,4.0,,115.0,,2.0,2.0,407.0,,,,,,,,,,21.0,10.0,84.0,,,109.0,,,,,,,,,1.0,,9.0,,2.0,2.0,11.0,0.0,2.0,9.0,,2.0,2.0,10.0,,6.0,18.0,141.0,180.0,301.0,9.0,14.0,3.0,1.0,1.0,1116.0,26.0,17.0,16.0,139.0,414.0,0.0,11.0,23.0,8.0,95.0,605.0,,6.0,6.0,3.0,14.0,,26.0,21.0,69.0,2.0
Huddersfield_38,2017-18,106450,Alex Pritchard,Birmingham City,Midfielder,England,21.0,19.0,2.0,14.0,3.0,82.0,11.0,1.0,,1.0,,23.0,7.0,,,123.0,66.0,57.0,1.2068,1.2487,0.1954,1.3326,14.4992,115.0,4.0,1.0,3.0,14.0,,,1.0,,1.0,12.0,11.0,1.0,102.0,47.0,55.0,,,,3.0,,5.0,20.0,1.0,69.0,8.0,3.0,1.0,316.0,,,,,,,,,,19.0,5.0,69.0,,,78.0,,,,,,,,,3.0,8.0,5.0,,4.0,3.0,12.0,0.0,6.0,2.0,7.0,13.0,3.0,14.0,1.0,10.0,12.0,197.0,62.0,234.0,10.0,8.0,1.0,,,1002.0,8.0,5.0,23.0,199.0,344.0,0.0,9.0,18.0,23.0,98.0,576.0,13.0,35.0,15.0,8.0,5.0,3.0,21.0,15.0,77.0,1.0
Huddersfield_38,2017-18,86176,Tom Ince,Watford,Midfielder,England,61.0,44.0,17.0,33.0,4.0,174.0,24.0,,,5.0,,36.0,18.0,,,258.0,144.0,114.0,1.2459,6.4373,0.2692,4.2491,32.8868,174.0,10.0,,4.0,33.0,,,,,2.0,39.0,35.0,4.0,197.0,100.0,97.0,1.0,,2.0,13.0,10.0,12.0,18.0,2.0,188.0,11.0,8.0,10.0,654.0,,,,,,,,,,48.0,20.0,136.0,,,149.0,,,,,,,,,13.0,11.0,26.0,10.0,20.0,8.0,27.0,0.0,10.0,6.0,7.0,15.0,8.0,27.0,1.0,19.0,17.0,353.0,207.0,528.0,8.0,27.0,2.0,3.0,12.0,2453.0,11.0,22.0,36.0,316.0,685.0,0.0,46.0,35.0,86.0,140.0,1133.0,24.0,44.0,19.0,30.0,11.0,3.0,34.0,38.0,106.0,0.0
Huddersfield_38,2017-18,87428,Elias Kachunga,Cambridge United,Forward,DR Congo,52.0,35.0,17.0,19.0,,99.0,3.0,1.0,,1.0,,,14.0,,,200.0,108.0,92.0,0.4962,1.935,,1.5776,19.3094,94.0,13.0,,,19.0,,,1.0,,1.0,23.0,21.0,2.0,148.0,73.0,75.0,1.0,,,3.0,4.0,2.0,9.0,,77.0,,,5.0,338.0,,,,,,,,,,46.0,13.0,79.0,,1.0,69.0,,,,,,,,,3.0,,4.0,4.0,5.0,,17.0,0.0,11.0,2.0,,1.0,1.0,13.0,,16.0,4.0,156.0,70.0,221.0,4.0,26.0,1.0,,5.0,1338.0,7.0,20.0,32.0,208.0,339.0,0.0,9.0,30.0,35.0,114.0,570.0,,23.0,23.0,13.0,6.0,2.0,10.0,18.0,104.0,1.0
Huddersfield_38,2017-18,147303,Laurent Depoitre,Gent,Forward,Belgium,271.0,144.0,127.0,33.0,,130.0,6.0,3.0,,3.0,,,5.0,,,408.0,240.0,168.0,0.4293,3.8169,,4.4,30.0823,146.0,16.0,1.0,,33.0,,,1.0,,6.0,34.0,30.0,4.0,137.0,96.0,41.0,1.0,2.0,1.0,5.0,5.0,11.0,13.0,1.0,90.0,1.0,1.0,6.0,451.0,,,,,,,,,,24.0,12.0,65.0,,3.0,116.0,,,,,,,,,5.0,1.0,7.0,5.0,12.0,1.0,18.0,0.0,3.0,15.0,,,,12.0,,27.0,5.0,171.0,104.0,270.0,6.0,8.0,1.0,,,1808.0,35.0,28.0,16.0,329.0,482.0,0.0,19.0,14.0,59.0,207.0,776.0,,3.0,3.0,14.0,1.0,12.0,3.0,31.0,204.0,1.0
Huddersfield_38,2017-18,84112,Collin Quaner,Huddersfield Town U21,Midfielder,Germany,41.0,26.0,15.0,26.0,,113.0,4.0,4.0,,1.0,,1.0,12.0,,,194.0,109.0,85.0,1.5035,1.2569,,0.23,21.9016,146.0,7.0,,,26.0,,,4.0,,,23.0,21.0,2.0,153.0,83.0,70.0,,,,3.0,3.0,11.0,13.0,,97.0,1.0,1.0,3.0,420.0,,,,,,,,,,39.0,20.0,91.0,,,66.0,,,,,,,,,3.0,1.0,8.0,3.0,4.0,1.0,13.0,0.0,5.0,13.0,,4.0,4.0,23.0,3.0,24.0,4.0,231.0,86.0,309.0,7.0,15.0,,1.0,2.0,1272.0,13.0,14.0,26.0,229.0,422.0,0.0,12.0,22.0,62.0,109.0,713.0,,18.0,18.0,19.0,13.0,4.0,16.0,23.0,93.0,4.0
Huddersfield_38,2017-18,169141,Steve Mounié,FC Augsburg,Forward,Benin,280.0,134.0,146.0,28.0,1.0,144.0,4.0,3.0,,3.0,1.0,,11.0,,,423.0,240.0,183.0,0.7402,5.1769,0.0644,6.4175,26.7391,149.0,7.0,,1.0,28.0,,,1.0,,7.0,32.0,28.0,4.0,143.0,106.0,37.0,3.0,3.0,3.0,2.0,9.0,7.0,16.0,1.0,91.0,2.0,6.0,23.0,503.0,1.0,,,,,,,,,29.0,20.0,63.0,,2.0,139.0,,,,,,,,,2.0,2.0,23.0,9.0,22.0,6.0,21.0,0.0,9.0,7.0,,,,13.0,1.0,37.0,8.0,215.0,109.0,316.0,3.0,8.0,2.0,1.0,1.0,1858.0,29.0,28.0,16.0,334.0,523.0,0.0,45.0,11.0,82.0,199.0,846.0,,9.0,9.0,6.0,1.0,13.0,2.0,28.0,197.0,2.0
Huddersfield_38,2018-19,57513,Jonas Lössl,FC Midtjylland,Goalkeeper,Denmark,19.0,4.0,15.0,31.0,,,,,23.0,4.0,,,,2.0,1.0,24.0,6.0,18.0,0.0791,,,,42.3609,765.0,,,,31.0,226.0,94.0,1.0,5.0,,54.0,50.0,4.0,5.0,2.0,3.0,,,,,,2.0,3.0,,157.0,,,,590.0,,,,5.0,1.0,,,4.0,19.0,1.0,1.0,266.0,,,84.0,1.0,88.0,4.0,61.0,26.0,25.0,,,,,,,,,30.0,0.0,,1.0,,,,1.0,129.0,,326.0,224.0,392.0,290.0,,,,,,2777.0,31.0,,3.0,396.0,1006.0,0.0,,,2.0,390.0,1269.0,,,,,203.0,,389.0,91.0,1.0,1.0
Huddersfield_38,2018-19,38038,Ben Hamer,Queens Park Rangers,Goalkeeper,England,3.0,,3.0,7.0,,,,,3.0,,,,,,2.0,6.0,3.0,3.0,0.009,,,,18.4918,167.0,,,,7.0,38.0,26.0,,1.0,,21.0,17.0,4.0,3.0,3.0,,,,,,,1.0,,,15.0,,,,91.0,,,,3.0,,,,3.0,1.0,,,56.0,,,9.0,,24.0,2.0,15.0,7.0,8.0,,,,,,,,,7.0,0.0,1.0,,,,,,26.0,,61.0,45.0,40.0,24.0,,,,,,553.0,4.0,,,108.0,191.0,0.0,,,,106.0,240.0,,,,,44.0,,106.0,21.0,,0.0
Huddersfield_38,2018-19,168977,Joel Coleman,Millwall,Goalkeeper,England,,,,1.0,,,,,1.0,,,,,,,,,,0.0013,,,,0.5282,31.0,,,,1.0,2.0,4.0,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,23.0,,,,,,,,,1.0,,,9.0,,,4.0,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.0,,,,,,,4.0,,7.0,5.0,9.0,7.0,,,,,,90.0,1.0,,,23.0,37.0,0.0,,,,23.0,42.0,,,,,15.0,,23.0,2.0,,0.0
Huddersfield_38,2018-19,241791,Ryan Schofield,Morecambe,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
Huddersfield_38,2018-19,104545,Tommy Smith,Middlesbrough,Defender,England,28.0,14.0,14.0,15.0,,99.0,2.0,4.0,,1.0,,,3.0,,,93.0,44.0,49.0,0.3154,0.0997,,,28.565,208.0,5.0,,,15.0,,,,,,35.0,28.0,7.0,65.0,30.0,35.0,,,,,,18.0,7.0,,161.0,2.0,,,481.0,,,,,,,,4.0,,23.0,8.0,65.0,,,19.0,,,,,,,,,,2.0,1.0,,,,13.0,1.0,1.0,2.0,,5.0,5.0,3.0,4.0,1.0,32.0,169.0,202.0,334.0,13.0,13.0,,17.0,98.0,1142.0,26.0,10.0,6.0,170.0,487.0,1.0,1.0,26.0,9.0,121.0,745.0,,19.0,19.0,2.0,30.0,,52.0,30.0,69.0,2.0
Huddersfield_38,2018-19,109434,Terence Kongolo,Fulham,Defender,Netherlands,90.0,36.0,54.0,32.0,,108.0,1.0,16.0,,3.0,1.0,,8.0,,,247.0,85.0,162.0,0.5969,1.3405,,0.845,50.6932,595.0,10.0,,,32.0,,,1.0,,1.0,65.0,56.0,9.0,157.0,49.0,108.0,2.0,1.0,,1.0,2.0,66.0,8.0,,107.0,,1.0,2.0,1116.0,,1.0,1.0,,,,,6.0,,39.0,26.0,121.0,,,338.0,,,,,,,,,1.0,,9.0,2.0,4.0,1.0,32.0,0.0,6.0,,,4.0,4.0,10.0,17.0,,70.0,336.0,562.0,824.0,28.0,46.0,1.0,15.0,78.0,2721.0,97.0,20.0,25.0,330.0,1148.0,0.0,13.0,74.0,30.0,254.0,1692.0,,24.0,24.0,8.0,55.0,,99.0,85.0,155.0,4.0
