team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Chelsea_8,2009-10,11334,Petr Cech,Chelsea PL2,Goalkeeper,Czech Republic,5.0,,5.0,34.0,,,,,,74.0,17.0,,,,9.0,5.0,11.0,1.0,10.0,,,,,,,,,,,34.0,311.0,126.0,1.0,240.0,,,24.0,23.0,1.0,6.0,1.0,5.0,,,,,,,2.0,5.0,,,,,,,456.0,,,1.0,1.0,3.0,1.0,,,2.0,27.0,,,401.0,,,,1.0,64.0,18.0,38.0,25.0,25.0,,,,,,,,,34.0,1.0,,,,,,3.0,,111.0,,254.0,203.0,276.0,225.0,,,,,,3021.0,,38.0,1.0,2.0,394.0,860.0,1.0,,,,381.0,1253.0,,,,,178.0,,374.0,31.0,7.0,0.0,0.0
Chelsea_8,2009-10,17694,Ross Turnbull,Leeds United,Goalkeeper,England,,,,2.0,,,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,2.0,17.0,7.0,,11.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,1.0,,,28.0,,,,,3.0,1.0,2.0,1.0,2.0,,,,,,,,,2.0,0.0,,,,,,,,5.0,,12.0,11.0,6.0,5.0,,,,,,180.0,,1.0,,,26.0,43.0,0.0,,,,26.0,64.0,,,,,10.0,,25.0,3.0,1.0,0.0,0.0
Chelsea_8,2009-10,49404,Rhys Taylor,Macclesfield Town,Goalkeeper,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Chelsea_8,2009-10,37634,Henrique Hilário,Chelsea,Goalkeeper,Portugal,1.0,,1.0,3.0,,,,,,4.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,,3.0,27.0,7.0,,23.0,,,6.0,6.0,,1.0,,1.0,,,,,,,,,,,,,,,21.0,,,,,2.0,,,,2.0,2.0,,,18.0,,,,,5.0,2.0,1.0,4.0,1.0,,,,,,,,,2.0,0.0,,1.0,,,,,,4.0,,15.0,14.0,21.0,20.0,,,,,,218.0,,2.0,,1.0,17.0,52.0,0.0,,,,17.0,75.0,,,,,8.0,,17.0,1.0,,0.0,0.0
Chelsea_8,2009-10,77770,Jan Sebek,Chelsea,Goalkeeper,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Chelsea_8,2009-10,41135,Branislav Ivanovic,West Bromwich Albion,Defender,Serbia,99.0,39.0,60.0,28.0,,1.0,,4.0,7.0,,11.0,,,10.0,,,315.0,130.0,185.0,,,,,,,,,1.0,,28.0,,,5.0,,,1.0,20.0,18.0,2.0,216.0,91.0,125.0,,,,0.0,,,53.0,25.0,3.0,,,,,,983.0,,,,,,,,,2.0,,,,115.0,,1.0,,,,,,,,,,,,10.0,,10.0,,25.0,0.0,3.0,3.0,,19.0,19.0,16.0,,8.0,2.0,53.0,442.0,395.0,765.0,21.0,55.0,2.0,29.0,166.0,2255.0,29.0,137.0,42.0,33.0,388.0,1002.0,0.0,20.0,76.0,57.0,184.0,1698.0,,61.0,61.0,14.0,32.0,,40.0,57.0,144.0,0.0,6.0
Chelsea_8,2009-10,3785,Ashley Cole,Derby County,Defender,England,44.0,31.0,13.0,27.0,,0.0,,6.0,6.0,,12.0,,1.0,14.0,,,243.0,101.0,142.0,,,,,,,,,1.0,,27.0,,,3.0,,,4.0,16.0,15.0,1.0,199.0,70.0,129.0,3.0,1.0,,4.0,,,61.0,26.0,1.0,3.0,,,,7.0,1006.0,,,,1.0,,,,,2.0,,,,129.0,,,,,,,,,,,,,,3.0,,8.0,,25.0,0.0,4.0,2.0,,11.0,11.0,24.0,,5.0,5.0,44.0,519.0,406.0,870.0,18.0,47.0,5.0,14.0,209.0,2155.0,44.0,77.0,16.0,40.0,257.0,1037.0,0.0,11.0,65.0,51.0,123.0,1702.0,,39.0,39.0,14.0,18.0,,14.0,34.0,109.0,4.0,4.0
Chelsea_8,2009-10,10917,Ricardo Carvalho,Monaco,Defender,Portugal,55.0,27.0,28.0,22.0,,,,3.0,18.0,,9.0,1.0,,3.0,,,140.0,67.0,73.0,,,,,,,,,,,22.0,,,1.0,,,,20.0,19.0,1.0,85.0,40.0,45.0,1.0,,1.0,,,,59.0,10.0,2.0,,,,,,1050.0,,,,1.0,,,,,2.0,,,,118.0,,,,,,,,,,,,,,8.0,,2.0,,22.0,0.0,5.0,,,5.0,5.0,5.0,,9.0,1.0,71.0,369.0,558.0,851.0,13.0,23.0,1.0,,1.0,1853.0,8.0,127.0,21.0,4.0,232.0,1069.0,0.0,10.0,36.0,26.0,147.0,1391.0,,19.0,19.0,5.0,39.0,,38.0,48.0,109.0,0.0,4.0
Chelsea_8,2009-10,11278,José Bosingwa,Trabzonspor,Defender,Portugal,17.0,4.0,13.0,8.0,,,,4.0,1.0,,1.0,,,11.0,,,85.0,34.0,51.0,,,,,,,,,,,8.0,,,1.0,,,,7.0,7.0,,68.0,30.0,38.0,1.0,,1.0,,,,15.0,12.0,,,,,,2.0,311.0,,,,,,,,,1.0,,,,47.0,,,,,,,,,,,,,,2.0,,2.0,,8.0,0.0,4.0,,,4.0,4.0,10.0,,2.0,1.0,18.0,164.0,117.0,259.0,7.0,11.0,4.0,7.0,51.0,649.0,15.0,21.0,14.0,10.0,119.0,320.0,0.0,4.0,18.0,13.0,43.0,542.0,,40.0,40.0,6.0,8.0,,7.0,19.0,36.0,0.0,0.0
Chelsea_8,2009-10,16734,Paulo Ferreira,Chelsea,Defender,Portugal,10.0,6.0,4.0,13.0,,,,,2.0,,4.0,,,5.0,,,77.0,33.0,44.0,,,,,,,,,,,13.0,,,,,,,7.0,6.0,1.0,67.0,27.0,40.0,,,,,,,12.0,14.0,,,,,,,439.0,,,,,,,,,1.0,,,,40.0,,,,,,,,,,,,,,1.0,,1.0,,11.0,0.0,3.0,2.0,,5.0,5.0,3.0,,3.0,2.0,21.0,210.0,195.0,379.0,6.0,20.0,1.0,11.0,91.0,950.0,12.0,33.0,8.0,11.0,117.0,449.0,0.0,2.0,26.0,7.0,49.0,711.0,,30.0,30.0,5.0,17.0,,12.0,17.0,37.0,0.0,2.0
