team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Sheffield_Utd_49,2019-20,87121,Kieron Freeman,Portsmouth,Defender,Wales,2.0,2.0,,2.0,,,,,,,,,,,,,3.0,3.0,,0.0028,,,,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,1.0,,1.0,,,,,,6.0,,,1.0,,,1.0,0.0,,,,,2.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2019-20,83427,Jack Robinson,Birmingham City,Defender,England,23.0,9.0,14.0,6.0,,,22.0,,5.0,,1.0,,,2.0,,,48.0,18.0,30.0,0.1359,,,,9.3197,,107.0,1.0,,,6.0,,,,,,,11.0,10.0,1.0,25.0,9.0,16.0,1.0,,,,,,8.0,2.0,,,43.0,,,1.0,241.0,,,,,,,,1.0,,12.0,7.0,30.0,,,77.0,,,,,,,,,,,,,,6.0,0.0,1.0,,,1.0,1.0,2.0,,3.0,,14.0,83.0,114.0,182.0,5.0,5.0,,13.0,6.0,505.0,1.0,22.0,4.0,4.0,77.0,249.0,0.0,,10.0,1.0,53.0,354.0,,5.0,5.0,,14.0,,27.0,20.0,26.0,0.0,0.0
Sheffield_Utd_49,2019-20,47247,John Fleck,Chesterfield,Midfielder,Scotland,39.0,25.0,14.0,30.0,,,169.0,12.0,3.0,,8.0,,80.0,20.0,,,237.0,122.0,115.0,3.3513,3.133,,4.3061,36.4875,,375.0,15.0,,,30.0,,,2.0,,,5.0,30.0,28.0,2.0,198.0,97.0,101.0,1.0,,,,7.0,2.0,24.0,37.0,,4.0,220.0,5.0,4.0,1.0,955.0,,,,,,,,1.0,,55.0,22.0,169.0,,1.0,235.0,,,,,,,,7.0,5.0,8.0,2.0,11.0,4.0,28.0,0.0,2.0,2.0,19.0,33.0,10.0,44.0,,2.0,19.0,38.0,591.0,244.0,764.0,11.0,25.0,3.0,,7.0,2517.0,33.0,21.0,25.0,22.0,409.0,999.0,0.0,19.0,36.0,40.0,197.0,1504.0,49.0,116.0,54.0,16.0,11.0,1.0,43.0,45.0,154.0,1.0,8.0
Sheffield_Utd_49,2019-20,153723,John Lundstram,Trabzonspor,Midfielder,England,57.0,33.0,24.0,34.0,,,298.0,10.0,4.0,,9.0,,3.0,11.0,,,235.0,136.0,99.0,2.2205,5.2771,,5.7985,33.2017,,300.0,16.0,,,34.0,,,3.0,,,5.0,29.0,27.0,2.0,178.0,103.0,75.0,1.0,,1.0,,7.0,4.0,33.0,18.0,,1.0,394.0,3.0,1.0,7.0,1157.0,,,,,,,,1.0,,31.0,14.0,157.0,,4.0,184.0,,,,,,,,7.0,3.0,23.0,4.0,10.0,1.0,26.0,0.0,5.0,8.0,1.0,10.0,9.0,18.0,,6.0,15.0,86.0,613.0,369.0,886.0,16.0,30.0,3.0,,5.0,2455.0,33.0,43.0,27.0,12.0,337.0,1176.0,0.0,33.0,46.0,51.0,204.0,1585.0,2.0,45.0,43.0,19.0,18.0,3.0,51.0,41.0,153.0,3.0,5.0
Sheffield_Utd_49,2019-20,207189,Sander Berge,Fulham,Midfielder,Norway,51.0,16.0,35.0,14.0,,,60.0,1.0,1.0,,1.0,,,5.0,,,127.0,50.0,77.0,0.9409,0.6062,,0.7601,11.4302,,114.0,8.0,,,14.0,,,1.0,,,1.0,11.0,11.0,,76.0,34.0,42.0,1.0,,,,1.0,,10.0,1.0,,,103.0,,1.0,1.0,362.0,,,,,,,,1.0,,21.0,14.0,56.0,,1.0,91.0,,,,,,,,1.0,,2.0,,2.0,1.0,12.0,0.0,7.0,2.0,,2.0,2.0,15.0,,2.0,3.0,13.0,209.0,87.0,281.0,7.0,15.0,,,2.0,949.0,12.0,13.0,18.0,5.0,122.0,368.0,0.0,4.0,22.0,20.0,74.0,534.0,,20.0,20.0,5.0,8.0,,12.0,14.0,62.0,0.0,0.0
Sheffield_Utd_49,2019-20,49083,Luke Freeman,Luton Town,Midfielder,England,10.0,6.0,4.0,11.0,,,35.0,2.0,,,,,7.0,3.0,,,58.0,35.0,23.0,0.6158,0.0792,,,4.5673,,45.0,3.0,,,11.0,,,,,,,5.0,5.0,,48.0,29.0,19.0,,,,,,,10.0,3.0,,,21.0,2.0,,,131.0,,,,,,,,,,7.0,1.0,20.0,,,32.0,,,,,,,,,2.0,1.0,,,,3.0,0.0,2.0,8.0,3.0,6.0,3.0,8.0,,,2.0,2.0,92.0,20.0,104.0,2.0,4.0,1.0,,,362.0,17.0,5.0,6.0,5.0,64.0,133.0,0.0,1.0,6.0,4.0,27.0,227.0,2.0,9.0,7.0,4.0,3.0,,7.0,2.0,20.0,0.0,2.0
Sheffield_Utd_49,2019-20,90518,Ravel Morrison,D.C. United,Midfielder,Jamaica,,,,1.0,,,1.0,,,,,,,,,,2.0,2.0,,0.0101,0.0489,,,,,3.0,1.0,,,1.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,0.0,,1.0,,,,,,,,,5.0,,5.0,,,,,,12.0,1.0,,1.0,,2.0,6.0,0.0,1.0,,1.0,1.0,8.0,,,,,,,,,1.0,0.0,0.0
Sheffield_Utd_49,2019-20,79934,Oliver Norwood,Stockport County,Midfielder,Northern Ireland,74.0,30.0,44.0,38.0,4.0,,215.0,5.0,12.0,,9.0,,119.0,22.0,,,269.0,134.0,135.0,4.6622,1.4936,0.3796,1.9125,42.9337,,698.0,27.0,,4.0,38.0,,,1.0,,,1.0,36.0,34.0,2.0,195.0,104.0,91.0,,,,,,,47.0,48.0,,,536.0,5.0,5.0,1.0,1925.0,,,1.0,,,1.0,1.0,1.0,,45.0,22.0,275.0,,1.0,558.0,,,,,,,1.0,,5.0,6.0,,6.0,5.0,37.0,0.0,12.0,1.0,31.0,53.0,15.0,9.0,,13.0,7.0,231.0,969.0,734.0,1419.0,29.0,37.0,1.0,,7.0,3100.0,4.0,39.0,32.0,16.0,536.0,2007.0,0.0,12.0,66.0,2.0,357.0,2518.0,78.0,145.0,45.0,,44.0,,167.0,76.0,190.0,0.0,8.0
Sheffield_Utd_49,2019-20,167878,Ben Osborn,Stockport County,Midfielder,England,15.0,9.0,6.0,13.0,,,36.0,1.0,1.0,,2.0,,3.0,3.0,,,66.0,35.0,31.0,0.6039,0.2546,,0.5133,5.929,,86.0,5.0,,,13.0,,,,,,,4.0,4.0,,51.0,26.0,25.0,,,,,1.0,1.0,6.0,7.0,,,51.0,,,1.0,228.0,,,,,,,,,,18.0,5.0,43.0,,,58.0,,,,,,,2.0,1.0,,1.0,1.0,1.0,,6.0,0.0,2.0,7.0,,3.0,3.0,4.0,,1.0,4.0,8.0,122.0,45.0,156.0,5.0,10.0,,,9.0,591.0,4.0,6.0,9.0,6.0,93.0,231.0,0.0,2.0,15.0,16.0,67.0,334.0,2.0,13.0,11.0,4.0,16.0,,23.0,17.0,44.0,0.0,0.0
Sheffield_Utd_49,2019-20,49384,Jack Rodwell,Sheffield United,Midfielder,England,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,0.0289,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,2.0,2.0,,,,,,15.0,,1.0,,,,2.0,0.0,,,,,3.0,,,,,,,,,,0.0,0.0
Sheffield_Utd_49,2019-20,169432,Oliver McBurnie,Hull City,Forward,Scotland,398.0,198.0,200.0,36.0,,,124.0,7.0,3.0,,,,,14.0,,,590.0,306.0,284.0,1.8485,7.7151,,6.2543,30.8722,,214.0,10.0,,,36.0,,,,,,6.0,25.0,23.0,2.0,192.0,108.0,84.0,,2.0,,,7.0,18.0,15.0,10.0,,,149.0,,1.0,5.0,617.0,,,,,,,,,,35.0,22.0,91.0,,4.0,130.0,,,,,,,,7.0,,18.0,18.0,25.0,1.0,24.0,0.0,17.0,12.0,,1.0,1.0,22.0,,1.0,27.0,9.0,276.0,98.0,364.0,15.0,22.0,1.0,,2.0,2116.0,56.0,40.0,28.0,28.0,358.0,617.0,0.0,43.0,37.0,111.0,244.0,1023.0,,8.0,8.0,22.0,4.0,8.0,8.0,35.0,236.0,2.0,4.0
Sheffield_Utd_49,2019-20,18867,Billy Sharp,Doncaster Rovers,Forward,England,59.0,40.0,19.0,25.0,,,53.0,3.0,,,,,,11.0,,,173.0,100.0,73.0,1.1241,3.8242,,4.5189,13.696,,49.0,7.0,,,25.0,,,2.0,,,3.0,10.0,9.0,1.0,114.0,60.0,54.0,1.0,1.0,1.0,,2.0,4.0,1.0,12.0,,1.0,57.0,1.0,,11.0,199.0,,,,,,,,,,12.0,2.0,45.0,,1.0,53.0,,,,,,,,2.0,1.0,6.0,4.0,7.0,,10.0,1.0,10.0,15.0,,1.0,1.0,16.0,,1.0,7.0,2.0,125.0,33.0,155.0,1.0,5.0,,,,1047.0,37.0,2.0,20.0,32.0,139.0,212.0,1.0,13.0,6.0,61.0,55.0,391.0,,10.0,10.0,6.0,2.0,4.0,2.0,10.0,53.0,1.0,1.0
Sheffield_Utd_49,2019-20,171975,Callum Robinson,Cardiff City,Forward,Ireland,23.0,19.0,4.0,16.0,,,49.0,3.0,,,,,,2.0,,,77.0,58.0,19.0,0.5629,1.564,,1.3724,8.794,,21.0,3.0,,,16.0,,,1.0,,,1.0,6.0,6.0,,54.0,39.0,15.0,2.0,,,,3.0,2.0,7.0,3.0,,,25.0,,1.0,1.0,127.0,,,,,,,,,,6.0,3.0,28.0,,1.0,43.0,,,,,,,,3.0,,5.0,2.0,4.0,1.0,9.0,0.0,7.0,7.0,,3.0,3.0,5.0,,,6.0,4.0,72.0,47.0,112.0,3.0,3.0,,,1.0,676.0,25.0,3.0,11.0,4.0,75.0,138.0,0.0,9.0,6.0,24.0,22.0,248.0,,12.0,12.0,8.0,2.0,,6.0,4.0,16.0,0.0,1.0
Sheffield_Utd_49,2019-20,178304,Lys Mousset,Sheffield United,Forward,France,93.0,70.0,23.0,30.0,,,92.0,14.0,,,,,,8.0,,,218.0,145.0,73.0,1.2246,5.5316,,4.9856,15.7577,,34.0,9.0,,,30.0,,,4.0,,,6.0,15.0,14.0,1.0,125.0,75.0,50.0,4.0,,1.0,,11.0,2.0,4.0,8.0,,2.0,62.0,3.0,1.0,16.0,227.0,,,,,,,,,,13.0,3.0,47.0,,4.0,52.0,,,,,,,,11.0,3.0,14.0,2.0,9.0,1.0,11.0,0.0,11.0,19.0,,1.0,1.0,28.0,,,11.0,2.0,117.0,52.0,166.0,4.0,5.0,1.0,,1.0,1232.0,51.0,2.0,24.0,14.0,183.0,240.0,0.0,23.0,9.0,79.0,72.0,502.0,,3.0,3.0,13.0,,2.0,1.0,10.0,71.0,2.0,1.0
Sheffield_Utd_49,2019-20,27436,David McGoldrick,Barnsley,Forward,Ireland,210.0,125.0,85.0,28.0,,,155.0,8.0,2.0,,2.0,1.0,,7.0,,,385.0,210.0,175.0,1.2848,7.9897,,5.1418,21.726,,172.0,13.0,,,28.0,,,2.0,,,2.0,18.0,18.0,,175.0,85.0,90.0,3.0,,,,5.0,11.0,3.0,15.0,,1.0,116.0,3.0,7.0,12.0,600.0,,,,,,,,,,20.0,12.0,77.0,,1.0,167.0,,,,,,,1.0,5.0,3.0,18.0,11.0,20.0,7.0,22.0,0.0,16.0,6.0,,3.0,3.0,31.0,,,19.0,18.0,311.0,149.0,439.0,15.0,26.0,2.0,,1.0,1822.0,44.0,23.0,30.0,18.0,282.0,610.0,0.0,38.0,41.0,66.0,153.0,973.0,,5.0,5.0,17.0,2.0,4.0,18.0,22.0,135.0,1.0,2.0
Sheffield_Utd_49,2019-20,18440,Leon Clarke,Hartlepool United,Forward,England,5.0,3.0,2.0,2.0,,,1.0,,,,,,,,,,5.0,3.0,2.0,0.001,0.4631,,,2.1179,,1.0,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,3.0,,,,6.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,0.0,,2.0,,,,,,,1.0,,2.0,2.0,4.0,,,,,,33.0,,2.0,,,3.0,6.0,0.0,1.0,,2.0,2.0,10.0,,,,,,,,,2.0,0.0,0.0
Sheffield_Utd_49,2019-20,147612,Richairo Zivkovic,FC Emmen,Forward,Curacao,12.0,12.0,,5.0,,,7.0,1.0,,,,,,,,,23.0,20.0,3.0,0.164,0.0698,,,2.368,,2.0,1.0,,,5.0,,,,,,,4.0,4.0,,11.0,8.0,3.0,,,,,1.0,,,2.0,,,6.0,,,,15.0,,,,,,,,1.0,,1.0,1.0,4.0,,,3.0,,,,,,,,1.0,,,,,,,0.0,,5.0,,1.0,1.0,,,,2.0,,12.0,5.0,16.0,,2.0,,,,107.0,6.0,,1.0,1.0,9.0,18.0,0.0,,2.0,3.0,2.0,33.0,,,,3.0,,,,,2.0,0.0,0.0
Sheffield_Utd_49,2020-21,225321,Aaron Ramsdale,Newcastle United,Goalkeeper,England,12.0,3.0,9.0,38.0,,0.0,,,,23.0,5.0,,,,2.0,10.0,20.0,4.0,16.0,0.1079,,,,56.2757,4.0,886.0,1.0,,,38.0,229.0,180.0,,,2.0,,63.0,50.0,13.0,8.0,1.0,7.0,,,,0.0,,,2.0,2.0,,,69.0,,,,479.0,,,1.0,4.0,,,,3.0,12.0,1.0,,350.0,,,64.0,,147.0,9.0,88.0,58.0,44.0,,,,,,,,38.0,0.0,,,,,,2.0,3.0,119.0,,281.0,237.0,205.0,161.0,,1.0,,,,3420.0,,34.0,1.0,5.0,586.0,1019.0,0.0,,1.0,2.0,577.0,1386.0,,,,,259.0,1.0,574.0,62.0,3.0,0.0,1.0
Sheffield_Utd_49,2020-21,82143,Wes Foderingham,West Ham United,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Sheffield_Utd_49,2020-21,82691,George Baldock,Panathinaikos,Defender,Greece,54.0,28.0,26.0,32.0,,0.0,241.0,8.0,7.0,,4.0,1.0,,21.0,,,250.0,139.0,111.0,1.8193,1.1522,,0.3843,47.3549,85.0,302.0,23.0,,,32.0,,,2.0,,,,51.0,40.0,11.0,196.0,111.0,85.0,,,,0.0,5.0,2.0,25.0,16.0,,,272.0,3.0,,10.0,893.0,,,,,,,,1.0,,66.0,19.0,127.0,,,82.0,,,,,,,,5.0,3.0,3.0,2.0,2.0,,32.0,0.0,2.0,,,10.0,10.0,17.0,36.0,5.0,3.0,21.0,447.0,265.0,681.0,13.0,34.0,1.0,16.0,176.0,2789.0,36.0,62.0,46.0,21.0,339.0,897.0,0.0,5.0,47.0,48.0,195.0,1502.0,,52.0,51.0,16.0,40.0,,61.0,55.0,134.0,0.0,7.0
Sheffield_Utd_49,2020-21,63426,Enda Stevens,Stoke City,Defender,Ireland,68.0,33.0,35.0,30.0,,0.0,193.0,3.0,12.0,,4.0,,,12.0,,,258.0,134.0,124.0,1.663,1.2742,,0.5907,46.7544,74.0,519.0,14.0,,,30.0,,,1.0,,,,54.0,43.0,11.0,190.0,101.0,89.0,1.0,,,0.0,2.0,3.0,22.0,16.0,,,95.0,1.0,1.0,3.0,1174.0,,,,,,,,2.0,,60.0,29.0,168.0,,,378.0,,,,,,,,2.0,1.0,9.0,3.0,4.0,1.0,30.0,0.0,,,,11.0,11.0,20.0,37.0,15.0,2.0,57.0,523.0,414.0,869.0,33.0,26.0,,24.0,171.0,2700.0,44.0,75.0,33.0,10.0,443.0,1185.0,0.0,13.0,59.0,45.0,259.0,1854.0,,53.0,53.0,15.0,34.0,,90.0,69.0,169.0,0.0,6.0
