team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Man_Utd_1,2009-10,4058,Edwin van der Sar,Manchester United,Goalkeeper,Netherlands,1.0,,1.0,21.0,,,,,,30.0,12.0,,,,,2.0,5.0,,5.0,,,,,,,,,,,21.0,246.0,78.0,,186.0,,,13.0,11.0,2.0,4.0,,4.0,,,,,,,,2.0,,,,,,,315.0,,,,,,,,,,9.0,,,240.0,,,,,57.0,26.0,26.0,31.0,9.0,,,,,,,,,21.0,0.0,,,,,,,,49.0,,172.0,124.0,231.0,183.0,,,,,,1890.0,,17.0,,4.0,237.0,583.0,0.0,,,,228.0,831.0,,,,,126.0,,221.0,29.0,7.0,0.0,0.0
Man_Utd_1,2009-10,9089,Ben Foster,Wrexham,Goalkeeper,England,1.0,1.0,,9.0,,,,,,14.0,4.0,,,,1.0,1.0,6.0,3.0,3.0,,,,,,,,,,,9.0,104.0,33.0,,64.0,1.0,,8.0,4.0,4.0,5.0,2.0,3.0,,,,,,,,,,,,,,,118.0,,,,,,,,,,4.0,,,111.0,,,,,23.0,7.0,7.0,16.0,6.0,,,,,,,,,9.0,0.0,,,,,,1.0,,22.0,,48.0,37.0,70.0,59.0,,,,,,810.0,2.0,6.0,,1.0,100.0,204.0,0.0,,,,97.0,326.0,,,,,60.0,,95.0,10.0,2.0,0.0,0.0
Man_Utd_1,2009-10,10135,Tomasz Kuszczak,Birmingham City,Goalkeeper,Poland,1.0,,1.0,8.0,,,,,,17.0,3.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,8.0,71.0,31.0,,51.0,,,7.0,6.0,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,101.0,,,,,2.0,,,,2.0,5.0,,,88.0,,,,,24.0,7.0,12.0,12.0,8.0,,,,,,,,,8.0,0.0,,,,,,,,17.0,,38.0,31.0,62.0,55.0,,,,,,720.0,,10.0,,1.0,88.0,178.0,0.0,,,,85.0,284.0,,,,,37.0,,83.0,11.0,2.0,0.0,0.0
Man_Utd_1,2009-10,51922,Ben Amos,Port Vale,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Man_Utd_1,2009-10,54772,Rafael,Botafogo,Defender,Brazil,14.0,6.0,8.0,8.0,,0.0,,1.0,1.0,,2.0,,,2.0,,,116.0,39.0,77.0,,,,,,,,,,,8.0,,,1.0,,,1.0,5.0,4.0,1.0,102.0,33.0,69.0,,,,1.0,,,19.0,5.0,1.0,1.0,,,,,362.0,,,,1.0,,,,,1.0,,,,32.0,,,,,,,,,,,,,,,,2.0,,8.0,0.0,2.0,,,6.0,6.0,9.0,,4.0,1.0,16.0,159.0,133.0,270.0,15.0,33.0,1.0,18.0,82.0,683.0,11.0,33.0,16.0,12.0,149.0,368.0,0.0,2.0,48.0,7.0,82.0,641.0,,23.0,23.0,3.0,15.0,,27.0,23.0,55.0,0.0,2.0
Man_Utd_1,2009-10,1807,Gary Neville,Manchester United,Defender,England,20.0,6.0,14.0,17.0,,,,,3.0,,8.0,,1.0,8.0,,,87.0,31.0,56.0,,,,,,,,,,,17.0,,,1.0,,,,8.0,7.0,1.0,67.0,25.0,42.0,,,,,,,25.0,12.0,,,,,,1.0,772.0,,,,,,,,,1.0,,,,46.0,,,,,,,,,,,,,,3.0,,1.0,,15.0,0.0,2.0,2.0,,19.0,19.0,2.0,,7.0,2.0,47.0,375.0,299.0,608.0,8.0,19.0,3.0,20.0,123.0,1355.0,4.0,43.0,16.0,13.0,233.0,796.0,0.0,4.0,27.0,9.0,141.0,1152.0,,42.0,42.0,,25.0,,49.0,27.0,92.0,0.0,3.0
Man_Utd_1,2009-10,14075,Patrice Evra,West Ham United,Defender,France,109.0,41.0,68.0,38.0,,,,10.0,16.0,,16.0,1.0,2.0,32.0,,,464.0,197.0,267.0,,,,,,,,,2.0,,38.0,,,3.0,,,,27.0,20.0,7.0,355.0,156.0,199.0,1.0,,,,,,73.0,31.0,2.0,,,,,6.0,1605.0,,,,,,,,,2.0,,,,187.0,,,,,,,,,,,,,,13.0,,8.0,,37.0,0.0,4.0,1.0,,19.0,19.0,49.0,,5.0,10.0,46.0,818.0,517.0,1270.0,27.0,75.0,6.0,37.0,316.0,3288.0,88.0,127.0,40.0,48.0,617.0,1643.0,0.0,21.0,102.0,67.0,327.0,2759.0,1.0,95.0,94.0,33.0,37.0,1.0,50.0,87.0,277.0,0.0,5.0
Man_Utd_1,2009-10,2034,Rio Ferdinand,Queens Park Rangers,Defender,England,43.0,20.0,23.0,13.0,,,,1.0,4.0,,6.0,,,1.0,,,72.0,25.0,47.0,,,,,,,,,,,13.0,,,,,,,10.0,8.0,2.0,29.0,5.0,24.0,,,,,,,25.0,1.0,2.0,,,,,,600.0,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,2.0,,1.0,,12.0,0.0,,1.0,,1.0,1.0,3.0,,13.0,2.0,54.0,132.0,357.0,434.0,1.0,11.0,,,2.0,1083.0,2.0,68.0,2.0,9.0,161.0,612.0,0.0,3.0,12.0,7.0,124.0,752.0,,1.0,1.0,,25.0,,42.0,34.0,82.0,0.0,0.0
Man_Utd_1,2009-10,37642,Jonny Evans,Manchester United,Defender,Northern Ireland,78.0,30.0,48.0,18.0,,,,1.0,8.0,,7.0,1.0,,1.0,,,165.0,62.0,103.0,,,,,,,,,,,18.0,,,,,,,12.0,9.0,3.0,87.0,32.0,55.0,,,1.0,,,,47.0,4.0,1.0,,,,,,827.0,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,6.0,,1.0,,18.0,0.0,2.0,,,,,4.0,,8.0,2.0,61.0,225.0,456.0,620.0,6.0,30.0,2.0,1.0,2.0,1587.0,4.0,144.0,20.0,15.0,251.0,843.0,0.0,7.0,36.0,17.0,162.0,1137.0,,1.0,1.0,1.0,42.0,,53.0,49.0,109.0,0.0,2.0
Man_Utd_1,2009-10,1841,Wes Brown,Blackburn Rovers U23,Defender,England,52.0,18.0,34.0,19.0,,,,1.0,9.0,,6.0,,,2.0,,,152.0,57.0,95.0,,,,,,,,,,,19.0,,,,,,,12.0,9.0,3.0,100.0,39.0,61.0,2.0,,,,,,38.0,5.0,3.0,,,,,,793.0,,,,,,,,,2.0,,,,69.0,,,,,,,,,,,,,,1.0,,1.0,,18.0,0.0,2.0,1.0,,1.0,1.0,3.0,,7.0,2.0,61.0,184.0,460.0,582.0,7.0,31.0,2.0,1.0,5.0,1570.0,6.0,95.0,25.0,20.0,226.0,808.0,0.0,2.0,38.0,13.0,165.0,1049.0,,1.0,1.0,,35.0,,54.0,56.0,111.0,0.0,2.0
