team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Arsenal_3,2009-10,14422,Manuel Almunia,Arsenal,Goalkeeper,Spain,2.0,,2.0,29.0,,,,,,51.0,10.0,,,1.0,8.0,6.0,12.0,1.0,11.0,,,,,,,1.0,,,,29.0,298.0,131.0,1.0,217.0,,,31.0,28.0,3.0,10.0,1.0,9.0,,,,,,,,,1.0,,,,,,420.0,,,,1.0,6.0,2.0,,,4.0,16.0,,,400.0,,,,2.0,67.0,20.0,35.0,30.0,11.0,,,,,,,,,29.0,0.0,,,,,,1.0,,80.0,,188.0,131.0,220.0,163.0,1.0,,,,,2610.0,,30.0,1.0,7.0,466.0,799.0,0.0,,1.0,,448.0,1184.0,,,,,247.0,,435.0,43.0,13.0,0.0,1.0
Arsenal_3,2009-10,59936,Wojciech Szczesny,Barcelona,Goalkeeper,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Arsenal_3,2009-10,37096,Lukasz Fabianski,West Ham United U21,Goalkeeper,Poland,3.0,,3.0,4.0,,,,,,7.0,2.0,,,,1.0,2.0,4.0,,4.0,,,,,,,,,,,4.0,49.0,17.0,,27.0,,,5.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,57.0,,,,,,,,,,6.0,,,56.0,,,,,9.0,4.0,3.0,6.0,2.0,,,,,,,,,4.0,0.0,,,,,,,,6.0,,21.0,12.0,33.0,24.0,,,,,,360.0,,8.0,1.0,1.0,61.0,104.0,0.0,,,,59.0,171.0,,,,,35.0,,56.0,6.0,3.0,0.0,1.0
Arsenal_3,2009-10,20487,Vito Mannone,Lille,Goalkeeper,Italy,,,,5.0,,,,,,7.0,2.0,,,,1.0,2.0,2.0,,2.0,,,,,,,,,,,5.0,42.0,21.0,,34.0,,,5.0,5.0,,2.0,,2.0,,,,,,,,,,,,,,,68.0,,,,,1.0,,,,1.0,2.0,,,49.0,,,,,18.0,3.0,9.0,9.0,6.0,,,,,,,,,5.0,0.0,,,,,,,,21.0,,43.0,30.0,43.0,30.0,,,,,,450.0,,4.0,,2.0,55.0,128.0,0.0,,,,55.0,191.0,,,,,31.0,,52.0,6.0,3.0,0.0,1.0
Arsenal_3,2009-10,37748,Bacary Sagna,Manchester City,Defender,France,90.0,34.0,56.0,35.0,,,,2.0,7.0,,10.0,,5.0,29.0,,,287.0,119.0,168.0,,,,,,,,,,,35.0,,,3.0,,,,36.0,32.0,4.0,197.0,85.0,112.0,,,,,,,78.0,26.0,1.0,,,,,,1577.0,,,,,,,,,5.0,,,,144.0,,,,,,,,,,,,,,6.0,,1.0,,31.0,0.0,4.0,4.0,,30.0,30.0,9.0,,5.0,3.0,39.0,840.0,560.0,1331.0,17.0,45.0,2.0,51.0,288.0,2760.0,52.0,135.0,24.0,41.0,541.0,1605.0,0.0,7.0,62.0,21.0,235.0,2569.0,3.0,139.0,135.0,15.0,52.0,,49.0,61.0,186.0,0.0,3.0
Arsenal_3,2009-10,15943,Thomas Vermaelen,Vissel Kobe,Defender,Belgium,173.0,72.0,101.0,33.0,8.0,2.0,,10.0,18.0,,10.0,,,1.0,,,321.0,115.0,206.0,,,,,,,,,,,33.0,,,1.0,,,7.0,34.0,31.0,3.0,148.0,43.0,105.0,2.0,2.0,,5.0,,,67.0,4.0,9.0,4.0,,,,3.0,1110.0,,,1.0,2.0,,,,,5.0,,,,144.0,,1.0,,,,,,,,,,,,15.0,,13.0,,33.0,1.0,2.0,,,1.0,1.0,9.0,,8.0,4.0,88.0,256.0,687.0,854.0,19.0,45.0,1.0,1.0,3.0,2799.0,10.0,234.0,28.0,32.0,313.0,1131.0,1.0,28.0,64.0,34.0,189.0,1652.0,,6.0,6.0,,50.0,,55.0,72.0,134.0,6.0,3.0
Arsenal_3,2009-10,16854,Philippe Senderos,Aston Villa,Defender,Switzerland,1.0,,1.0,2.0,,,,,,,1.0,,,,,,4.0,,4.0,,,,,,,,,,,2.0,,,,,,,,,,3.0,,3.0,,,,,,,5.0,,,,,,,,23.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,0.0,,1.0,,,,,,2.0,,3.0,7.0,9.0,13.0,,2.0,1.0,,,91.0,,11.0,,1.0,12.0,24.0,0.0,1.0,2.0,1.0,8.0,45.0,,,,,3.0,,4.0,1.0,4.0,0.0,0.0
Arsenal_3,2009-10,6254,William Gallas,Tottenham Hotspur,Defender,France,74.0,36.0,38.0,26.0,,2.0,,1.0,16.0,,9.0,,,1.0,,,171.0,79.0,92.0,,,,,,,,,,,26.0,,,,,,3.0,30.0,28.0,2.0,97.0,43.0,54.0,2.0,3.0,,1.0,,,49.0,3.0,4.0,,,,,7.0,1001.0,,,,,,,,,4.0,,,,160.0,,,,,,,,,,,,,,9.0,,7.0,,26.0,0.0,,,,1.0,1.0,4.0,,6.0,,53.0,264.0,647.0,857.0,6.0,32.0,2.0,,6.0,2340.0,20.0,204.0,14.0,12.0,235.0,1023.0,0.0,16.0,38.0,24.0,113.0,1424.0,,2.0,2.0,8.0,36.0,,36.0,37.0,77.0,0.0,2.0
Arsenal_3,2009-10,1851,Mikael Silvestre,Arsenal,Defender,France,26.0,15.0,11.0,12.0,,1.0,,,6.0,,4.0,,,1.0,,,70.0,36.0,34.0,,,,,,,,,,,12.0,,,,,,1.0,8.0,7.0,1.0,44.0,21.0,23.0,,1.0,,0.0,,,27.0,4.0,,,,,,,435.0,,,,1.0,,,,,1.0,,,,51.0,,,,,,,,,,,,,,4.0,,2.0,,9.0,0.0,1.0,3.0,,,,2.0,,3.0,1.0,40.0,119.0,243.0,322.0,4.0,11.0,,2.0,14.0,857.0,2.0,44.0,14.0,6.0,121.0,443.0,0.0,6.0,15.0,10.0,81.0,601.0,,14.0,14.0,,13.0,,21.0,33.0,60.0,0.0,2.0
Arsenal_3,2009-10,19160,Johan Djourou,Arsenal,Defender,Switzerland,,,,1.0,,,,,,,,,,,,,5.0,1.0,4.0,,,,,,,,,,,1.0,,,,,,,,,,5.0,1.0,4.0,,,,,,,1.0,,,,,,,,18.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,4.0,3.0,14.0,13.0,1.0,,,,,28.0,,1.0,1.0,3.0,2.0,19.0,0.0,,1.0,,2.0,25.0,,,,,,,,,2.0,0.0,0.0
