team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Nottm_Forest_17,2022-23,114241,Harry Toffolo,Nottingham Forest,Defender,England,27.0,14.0,13.0,19.0,,,33.0,1.0,8.0,,1.0,,2.0,7.0,,76.0,38.0,38.0,0.9374,0.2693,,0.1298,18.4593,23.0,158.0,5.0,,,19.0,,,,,,,17.0,12.0,5.0,49.0,24.0,25.0,1.0,,,,,2.0,10.0,5.0,1.0,,16.0,1.0,,,286.0,,1.0,,1.0,,,,,2.0,,20.0,8.0,54.0,,,84.0,,,,,,,,,,1.0,3.0,2.0,2.0,,9.0,0.0,3.0,10.0,1.0,6.0,5.0,3.0,13.0,2.0,,6.0,124.0,72.0,184.0,9.0,8.0,,19.0,46.0,935.0,11.0,30.0,10.0,5.0,167.0,291.0,0.0,5.0,17.0,13.0,101.0,516.0,1.0,23.0,22.0,5.0,18.0,,34.0,35.0,67.0,0.0,2.0
Nottm_Forest_17,2022-23,199170,Moussa Niakhaté,Lyon,Defender,Senegal,34.0,15.0,19.0,14.0,,,30.0,,8.0,,1.0,,,2.0,,85.0,42.0,43.0,0.1566,0.6144,,0.7752,21.5397,27.0,147.0,6.0,,,14.0,,,,,,,21.0,19.0,2.0,51.0,27.0,24.0,1.0,,,,,3.0,19.0,1.0,1.0,,46.0,,,,291.0,,,,1.0,,,,,2.0,,18.0,10.0,71.0,,,76.0,,,,,,,,,,,3.0,3.0,3.0,,14.0,0.0,3.0,,,,,,14.0,3.0,,16.0,66.0,162.0,212.0,9.0,9.0,,53.0,37.0,1162.0,5.0,54.0,12.0,6.0,136.0,299.0,0.0,6.0,18.0,7.0,71.0,542.0,,2.0,2.0,4.0,16.0,,31.0,32.0,40.0,0.0,1.0
Nottm_Forest_17,2022-23,80226,Sèrge Aurier,Nottingham Forest,Defender,Cote d’Ivoire,78.0,32.0,46.0,24.0,,0.0,104.0,1.0,11.0,,5.0,,,5.0,,235.0,89.0,146.0,0.9338,0.77,,0.5786,28.9183,43.0,365.0,14.0,,,24.0,,,,,,1.0,31.0,26.0,5.0,157.0,57.0,100.0,1.0,,,1.0,,2.0,29.0,10.0,,,240.0,1.0,,,718.0,,3.0,,,,,,,4.0,,51.0,23.0,126.0,,1.0,25.0,,,,,,,,,,1.0,5.0,2.0,3.0,,22.0,0.0,6.0,2.0,,8.0,8.0,17.0,20.0,3.0,,21.0,251.0,291.0,513.0,23.0,41.0,1.0,42.0,125.0,1949.0,29.0,65.0,18.0,19.0,343.0,734.0,0.0,8.0,64.0,14.0,200.0,1304.0,,32.0,32.0,11.0,10.0,,31.0,70.0,169.0,0.0,2.0
Nottm_Forest_17,2022-23,168281,Scott McKenna,Dinamo Zagreb,Defender,Scotland,60.0,23.0,37.0,20.0,,,55.0,,14.0,,5.0,,,,,94.0,37.0,57.0,0.433,0.0743,,,30.9208,19.0,299.0,3.0,,,20.0,,,,,,,32.0,20.0,12.0,34.0,14.0,20.0,1.0,,1.0,,,,12.0,8.0,,,114.0,,,,689.0,,,,1.0,,,,,2.0,,8.0,6.0,68.0,,,232.0,,,,,,,,,,,2.0,,,,19.0,0.0,3.0,1.0,,1.0,1.0,5.0,13.0,10.0,,37.0,153.0,403.0,518.0,5.0,7.0,,8.0,13.0,1573.0,3.0,83.0,8.0,4.0,163.0,700.0,0.0,2.0,12.0,22.0,145.0,891.0,,1.0,1.0,1.0,23.0,,63.0,37.0,82.0,0.0,4.0
Nottm_Forest_17,2022-23,90585,Willy Boly,Nottingham Forest,Defender,Cote d’Ivoire,24.0,9.0,15.0,11.0,,,22.0,1.0,4.0,,3.0,,,,,55.0,21.0,34.0,0.2718,0.0439,,0.0709,8.379,17.0,131.0,5.0,,,11.0,,,1.0,,,,10.0,9.0,1.0,31.0,12.0,19.0,,,,,,1.0,12.0,,,,41.0,1.0,,3.0,254.0,,,,,,,,,1.0,,12.0,9.0,40.0,,,63.0,,,,,,,,,,1.0,,1.0,1.0,,9.0,0.0,4.0,2.0,,,,2.0,14.0,2.0,,13.0,43.0,150.0,180.0,6.0,6.0,,,1.0,687.0,,45.0,5.0,5.0,66.0,257.0,0.0,1.0,12.0,9.0,64.0,364.0,,,,,9.0,,28.0,29.0,36.0,0.0,2.0
Nottm_Forest_17,2022-23,233420,Renan Lodi,Nottingham Forest,Defender,Brazil,37.0,19.0,18.0,28.0,2.0,,174.0,7.0,6.0,,3.0,1.0,15.0,15.0,,241.0,112.0,129.0,1.3184,0.9589,0.1302,,40.247,43.0,264.0,22.0,,2.0,28.0,,,1.0,,,,48.0,39.0,9.0,204.0,93.0,111.0,,,,,2.0,,33.0,12.0,,,25.0,5.0,,2.0,631.0,,1.0,,,,,,,3.0,,48.0,19.0,153.0,,,205.0,,,,,,,,,2.0,5.0,8.0,,,,26.0,0.0,10.0,2.0,2.0,12.0,9.0,17.0,20.0,7.0,1.0,38.0,184.0,304.0,438.0,13.0,39.0,,35.0,95.0,2221.0,27.0,60.0,29.0,42.0,340.0,668.0,0.0,8.0,52.0,21.0,192.0,1217.0,12.0,63.0,44.0,14.0,40.0,,91.0,83.0,101.0,0.0,7.0
Nottm_Forest_17,2022-23,116404,Felipe,Nottingham Forest,Defender,Brazil,82.0,30.0,52.0,16.0,,,34.0,5.0,13.0,,,1.0,,3.0,,188.0,69.0,119.0,0.8098,1.1376,,0.0912,29.9194,28.0,258.0,10.0,,,16.0,,,1.0,,,,32.0,29.0,3.0,106.0,39.0,67.0,,,,,5.0,1.0,36.0,6.0,1.0,,121.0,,,4.0,543.0,,,,,,,,,4.0,,32.0,21.0,108.0,,,143.0,,,,,,,,,5.0,,7.0,1.0,1.0,,15.0,0.0,2.0,1.0,,,,14.0,17.0,2.0,1.0,29.0,113.0,293.0,377.0,19.0,23.0,,2.0,5.0,1419.0,7.0,89.0,15.0,11.0,176.0,556.0,0.0,8.0,42.0,37.0,150.0,853.0,,2.0,2.0,3.0,20.0,,62.0,52.0,88.0,0.0,4.0
Nottm_Forest_17,2022-23,179519,Orel Mangala,Everton,Midfielder,Belgium,20.0,9.0,11.0,27.0,,1.0,94.0,2.0,7.0,,1.0,,,1.0,,150.0,69.0,81.0,0.4846,0.5905,,0.4608,25.3702,39.0,169.0,10.0,,,27.0,,,1.0,,,1.0,24.0,24.0,,130.0,60.0,70.0,,,1.0,0.0,,1.0,23.0,2.0,,,114.0,2.0,1.0,,502.0,,1.0,,,,,,,2.0,,25.0,14.0,88.0,,1.0,129.0,,,,,,,,,,2.0,4.0,1.0,3.0,1.0,20.0,0.0,15.0,7.0,,1.0,1.0,19.0,22.0,2.0,1.0,13.0,182.0,229.0,397.0,8.0,20.0,1.0,,,1555.0,21.0,14.0,22.0,23.0,136.0,506.0,0.0,7.0,28.0,8.0,96.0,708.0,,5.0,5.0,12.0,5.0,,16.0,31.0,80.0,0.0,3.0
Nottm_Forest_17,2022-23,50232,Jonjo Shelvey,Burnley,Midfielder,England,5.0,1.0,4.0,11.0,,,60.0,3.0,2.0,,,,,5.0,,36.0,24.0,12.0,0.0042,,,,1.3032,10.0,133.0,10.0,,,11.0,,,,,,,11.0,10.0,1.0,31.0,23.0,8.0,,,,,,,5.0,6.0,,,55.0,,,,289.0,,,,1.0,,,,,3.0,,7.0,6.0,36.0,,,66.0,,,,,,,,,,,3.0,,,,6.0,0.0,4.0,5.0,,4.0,2.0,4.0,4.0,1.0,6.0,39.0,114.0,125.0,196.0,2.0,1.0,3.0,,1.0,575.0,4.0,10.0,10.0,1.0,95.0,314.0,0.0,3.0,3.0,1.0,79.0,383.0,,9.0,3.0,,9.0,1.0,47.0,9.0,32.0,0.0,2.0
Nottm_Forest_17,2022-23,58771,Jack Colback,Queens Park Rangers,Midfielder,England,12.0,8.0,4.0,11.0,,,27.0,,,,,,,,,55.0,22.0,33.0,0.1546,,,,8.5999,8.0,47.0,3.0,,,11.0,,,,,,,11.0,8.0,3.0,43.0,14.0,29.0,,,,,,,3.0,2.0,,,33.0,,,,138.0,,,,,,,,,1.0,,6.0,3.0,24.0,,,34.0,,,,,,,,,,,,,,,4.0,0.0,2.0,7.0,,1.0,1.0,3.0,5.0,,1.0,5.0,63.0,55.0,112.0,5.0,13.0,,,1.0,494.0,1.0,7.0,9.0,8.0,30.0,141.0,0.0,,18.0,1.0,24.0,199.0,,,,,6.0,,7.0,11.0,17.0,0.0,0.0
Nottm_Forest_17,2022-23,222531,Morgan Gibbs-White,Nottingham Forest,Midfielder,England,174.0,115.0,59.0,37.0,3.0,1.0,208.0,17.0,4.0,,6.0,,98.0,20.0,,434.0,265.0,169.0,0.1799,0.8122,,0.0509,1.6675,99.0,368.0,14.0,,,37.0,,,8.0,,,5.0,61.0,48.0,13.0,260.0,150.0,110.0,1.0,,1.0,4.0,,,15.0,59.0,,,189.0,,1.0,6.0,938.0,,16.0,,,,,2.0,2.0,6.0,,53.0,21.0,161.0,,5.0,217.0,,,,,,,2.0,,,,22.0,,23.0,1.0,36.0,0.0,8.0,1.0,21.0,38.0,5.0,51.0,38.0,2.0,28.0,42.0,523.0,205.0,648.0,14.0,15.0,16.0,,6.0,3157.0,92.0,11.0,35.0,31.0,641.0,982.0,0.0,45.0,29.0,87.0,292.0,1700.0,70.0,131.0,36.0,47.0,18.0,6.0,48.0,69.0,244.0,0.0,6.0
Nottm_Forest_17,2022-23,109322,Jesse Lingard,Seoul,Midfielder,England,4.0,3.0,1.0,17.0,,,62.0,6.0,,,1.0,,,1.0,,51.0,31.0,20.0,0.478,1.0397,,0.2958,17.5332,26.0,72.0,4.0,,,17.0,,,,,,,17.0,10.0,7.0,47.0,28.0,19.0,,,,,4.0,,5.0,11.0,,,62.0,2.0,2.0,2.0,267.0,,1.0,,,,,,,1.0,,16.0,11.0,39.0,,,86.0,,,,,,,,,4.0,2.0,2.0,,2.0,2.0,12.0,0.0,10.0,5.0,,1.0,1.0,6.0,10.0,1.0,7.0,9.0,165.0,65.0,220.0,,4.0,1.0,2.0,6.0,927.0,14.0,4.0,8.0,9.0,92.0,282.0,0.0,4.0,4.0,16.0,53.0,395.0,,4.0,3.0,4.0,5.0,2.0,12.0,15.0,41.0,0.0,1.0
Nottm_Forest_17,2022-23,243345,Lewis O'Brien,Wrexham,Midfielder,England,8.0,6.0,2.0,13.0,,0.0,29.0,2.0,2.0,,1.0,,,1.0,,67.0,27.0,40.0,0.195,0.3368,,0.4159,15.7635,21.0,64.0,2.0,,,13.0,,,,,,1.0,14.0,6.0,8.0,59.0,21.0,38.0,,,,1.0,,,5.0,4.0,,,58.0,2.0,1.0,,203.0,,,,,,,,,,,15.0,11.0,51.0,,1.0,56.0,,,,,,,,,,2.0,3.0,,2.0,1.0,6.0,0.0,3.0,7.0,,,,7.0,8.0,,,2.0,99.0,64.0,161.0,7.0,9.0,,,3.0,580.0,10.0,8.0,5.0,15.0,70.0,207.0,0.0,5.0,16.0,3.0,44.0,318.0,,4.0,4.0,3.0,5.0,,10.0,6.0,34.0,0.0,2.0
Nottm_Forest_17,2022-23,166325,Cafú,Nottingham Forest,Midfielder,Portugal,,,,1.0,,,,,,,,,,,,,,,0.0024,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,6.0,,1.0,,,,2.0,0.0,,,,,3.0,,,,,,,,,,0.0,0.0
Nottm_Forest_17,2022-23,55037,Cheikhou Kouyaté,Nottingham Forest,Midfielder,Senegal,26.0,8.0,18.0,21.0,,0.0,42.0,1.0,2.0,,,,,2.0,,114.0,49.0,65.0,0.3304,0.3652,,0.8897,17.1047,24.0,97.0,14.0,,,21.0,,,,,,1.0,23.0,14.0,9.0,88.0,41.0,47.0,1.0,1.0,,1.0,,1.0,10.0,7.0,,,57.0,1.0,3.0,1.0,241.0,,1.0,,,,,,,3.0,,19.0,12.0,56.0,,,49.0,,,,,,,,,,1.0,,1.0,5.0,3.0,10.0,0.0,9.0,11.0,,,,6.0,13.0,,2.0,12.0,72.0,113.0,173.0,7.0,22.0,,,,878.0,10.0,23.0,22.0,12.0,87.0,245.0,0.0,5.0,29.0,14.0,60.0,394.0,,,,1.0,1.0,,6.0,17.0,54.0,0.0,3.0
Nottm_Forest_17,2022-23,204968,Ryan Yates,Nottingham Forest,Midfielder,England,52.0,21.0,31.0,26.0,,,152.0,7.0,8.0,,5.0,,,7.0,,220.0,96.0,124.0,0.4352,2.265,,1.5662,28.917,46.0,177.0,16.0,1.0,,26.0,,,2.0,,,,36.0,27.0,9.0,168.0,75.0,93.0,4.0,,,,5.0,1.0,10.0,5.0,,,119.0,2.0,4.0,1.0,518.0,,,,,,,,,2.0,,35.0,18.0,111.0,,,129.0,,,,,,,,,5.0,2.0,14.0,1.0,5.0,4.0,21.0,0.0,7.0,5.0,,1.0,1.0,4.0,29.0,7.0,2.0,25.0,193.0,259.0,426.0,19.0,19.0,,,3.0,1839.0,18.0,44.0,50.0,53.0,173.0,577.0,0.0,19.0,38.0,37.0,126.0,860.0,,7.0,7.0,3.0,16.0,,31.0,42.0,95.0,0.0,5.0
Nottm_Forest_17,2022-23,89076,Remo Freuler,Bologna,Midfielder,Switzerland,46.0,20.0,26.0,28.0,,,102.0,3.0,9.0,,6.0,,,1.0,,171.0,81.0,90.0,0.7155,0.4111,,0.0957,40.1059,52.0,307.0,12.0,,,28.0,,,,,,,47.0,40.0,7.0,125.0,61.0,64.0,1.0,,,,2.0,,29.0,12.0,,,216.0,1.0,1.0,,807.0,,,,,,,,,5.0,,44.0,27.0,137.0,,,203.0,,,,,,,,,2.0,1.0,4.0,,1.0,1.0,24.0,0.0,8.0,4.0,,3.0,3.0,9.0,30.0,7.0,3.0,22.0,287.0,375.0,637.0,20.0,23.0,,,2.0,2166.0,11.0,41.0,24.0,12.0,203.0,828.0,0.0,5.0,43.0,13.0,169.0,1097.0,,2.0,2.0,4.0,16.0,,37.0,66.0,132.0,0.0,4.0
Nottm_Forest_17,2022-23,513046,Danilo,Nottingham Forest,Midfielder,Brazil,18.0,14.0,4.0,13.0,,1.0,31.0,3.0,6.0,,,,,4.0,,89.0,50.0,39.0,0.5642,1.5358,,1.6445,17.8299,31.0,105.0,3.0,,,13.0,,,2.0,,,3.0,17.0,15.0,2.0,71.0,36.0,35.0,,,,2.0,1.0,,9.0,7.0,,2.0,42.0,2.0,1.0,2.0,222.0,,2.0,,,,,,,1.0,,38.0,20.0,60.0,,1.0,49.0,,,,,,,,,1.0,2.0,8.0,,4.0,1.0,12.0,0.0,7.0,1.0,,,,14.0,16.0,2.0,1.0,14.0,80.0,66.0,132.0,11.0,7.0,2.0,,2.0,979.0,12.0,18.0,4.0,3.0,121.0,227.0,0.0,12.0,18.0,21.0,81.0,409.0,,3.0,3.0,4.0,6.0,,19.0,25.0,62.0,2.0,1.0
Nottm_Forest_17,2022-23,185253,Gustavo Scarpa,Nottingham Forest,Midfielder,Brazil,3.0,2.0,1.0,6.0,,,6.0,4.0,,,,,2.0,1.0,,27.0,11.0,16.0,0.0459,0.251,,0.0211,1.5925,1.0,34.0,3.0,,,6.0,,,,,,,1.0,1.0,,24.0,9.0,15.0,,,,,,,,1.0,,,16.0,4.0,1.0,,69.0,,,,,,,,,,,9.0,4.0,12.0,,,15.0,,,,,,,,,,4.0,2.0,,1.0,1.0,2.0,0.0,2.0,4.0,1.0,,,2.0,,1.0,,8.0,30.0,18.0,40.0,3.0,2.0,1.0,,3.0,180.0,2.0,2.0,4.0,8.0,30.0,71.0,0.0,3.0,5.0,1.0,23.0,116.0,1.0,4.0,3.0,2.0,3.0,,8.0,8.0,15.0,0.0,1.0
Nottm_Forest_17,2022-23,475492,Oli Hammond,Oldham Athletic,Midfielder,Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
