team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Spurs_6,2009-10,11662,Ben Alnwick,Bolton Wanderers,Goalkeeper,England,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,,14.0,,,4.0,4.0,,,,,,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,1.0,,,12.0,,,,,3.0,,3.0,,1.0,,,,,,,,,1.0,0.0,,,,,,,,5.0,,14.0,11.0,12.0,9.0,,,,,,90.0,,1.0,,,10.0,33.0,0.0,,,,10.0,48.0,,,,,4.0,,10.0,1.0,,0.0,0.0
Spurs_6,2009-10,18656,Heurelho Gomes,Watford,Goalkeeper,Brazil,3.0,,3.0,31.0,,,,,,69.0,12.0,,,1.0,3.0,5.0,9.0,2.0,7.0,,,,,,,1.0,,,,31.0,330.0,147.0,,291.0,1.0,,26.0,24.0,2.0,6.0,2.0,4.0,,,,,,,1.0,,,,,,,,280.0,,,,2.0,9.0,3.0,,,6.0,42.0,,,385.0,,,,3.0,92.0,22.0,54.0,36.0,26.0,,,,,,,,,31.0,0.0,1.0,,,,,,,91.0,,274.0,234.0,149.0,109.0,,,,,,2717.0,,46.0,2.0,3.0,379.0,748.0,0.0,,,,365.0,1157.0,,,,,150.0,,351.0,33.0,14.0,0.0,2.0
Spurs_6,2009-10,1132,Jimmy Walker,Lincoln City,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Spurs_6,2009-10,1708,Carlo Cudicini,Tottenham Hotspur,Goalkeeper,Italy,2.0,,2.0,7.0,,,,,,15.0,1.0,,,,,1.0,5.0,1.0,4.0,,,,,,,,,,,7.0,81.0,39.0,,68.0,,,11.0,7.0,4.0,3.0,1.0,2.0,,,,,,,,1.0,,,,,,,68.0,,,,,,,,,,5.0,,,93.0,,,,,37.0,5.0,25.0,12.0,9.0,,,,,,,,,6.0,0.0,,1.0,,,,,,11.0,,48.0,36.0,43.0,31.0,,,,,,613.0,,8.0,,2.0,97.0,172.0,0.0,,,,93.0,291.0,,,,,42.0,,92.0,1.0,1.0,0.0,0.0
Spurs_6,2009-10,50093,David Button,Ipswich Town U21,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Spurs_6,2009-10,15405,Alan Hutton,Aston Villa,Defender,Scotland,26.0,12.0,14.0,19.0,,,,1.0,3.0,,2.0,,,9.0,,,141.0,59.0,82.0,,,,,,,,,,,19.0,,,1.0,,,,16.0,14.0,2.0,115.0,47.0,68.0,,,,,,,22.0,12.0,,,,,,1.0,448.0,,,,1.0,,,,,3.0,,,,50.0,,,,,,,,,,,,,,5.0,,2.0,,12.0,1.0,,7.0,,13.0,13.0,14.0,,13.0,1.0,21.0,227.0,113.0,306.0,9.0,27.0,,39.0,114.0,1178.0,18.0,53.0,16.0,18.0,256.0,461.0,1.0,7.0,36.0,19.0,134.0,870.0,,41.0,41.0,6.0,31.0,,35.0,21.0,99.0,0.0,3.0
Spurs_6,2009-10,58621,Kyle Walker,Burnley,Defender,England,5.0,3.0,2.0,2.0,,,,,,,1.0,,,1.0,,,32.0,10.0,22.0,,,,,,,,,,,2.0,,,,,,,3.0,3.0,,27.0,7.0,20.0,1.0,,,,,,1.0,3.0,,,,,,1.0,53.0,,,,1.0,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,3.0,,1.0,,3.0,20.0,19.0,36.0,1.0,10.0,,4.0,13.0,180.0,4.0,4.0,1.0,6.0,29.0,54.0,0.0,,11.0,4.0,15.0,107.0,,4.0,4.0,4.0,3.0,,2.0,8.0,13.0,0.0,0.0
Spurs_6,2009-10,38290,Danny Rose,Watford,Defender,England,2.0,1.0,1.0,1.0,,0.0,,,,,,,,,,,6.0,3.0,3.0,,,,,,,,,,,1.0,,,,,,1.0,,,,4.0,2.0,2.0,,,,1.0,,,2.0,,,1.0,,,,,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,3.0,3.0,6.0,1.0,,,1.0,,45.0,1.0,,,1.0,4.0,7.0,0.0,1.0,1.0,2.0,1.0,19.0,,1.0,1.0,1.0,,,,1.0,1.0,0.0,0.0
Spurs_6,2009-10,37742,Younes Kaboul,Watford,Defender,France,138.0,52.0,86.0,29.0,10.0,2.0,,10.0,14.0,,6.0,1.0,,16.0,,,335.0,143.0,192.0,,,,,,,,,,,29.0,,,,,,3.0,43.0,38.0,5.0,197.0,91.0,106.0,,2.0,1.0,1.0,,,82.0,16.0,2.0,,,,,1.0,837.0,,,1.0,,,,,,8.0,,,,113.0,1.0,1.0,,,,,,,,,,,,16.0,,11.0,,27.0,0.0,,2.0,,7.0,7.0,28.0,,21.0,2.0,73.0,272.0,301.0,493.0,18.0,39.0,1.0,15.0,67.0,2494.0,40.0,262.0,30.0,21.0,536.0,859.0,1.0,27.0,57.0,46.0,293.0,1589.0,,49.0,49.0,17.0,88.0,,126.0,58.0,167.0,0.0,5.0
Spurs_6,2009-10,49539,Kyle Naughton,Swansea City,Defender,England,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0
Spurs_6,2009-10,42744,Sebastien Bassong,Peterborough United,Defender,Cameroon,142.0,49.0,93.0,28.0,,0.0,,,12.0,,4.0,1.0,,,,,228.0,79.0,149.0,,,,,,,,,,,28.0,,,,,,1.0,30.0,25.0,5.0,86.0,30.0,56.0,,1.0,,1.0,,,48.0,5.0,3.0,,,,,,863.0,,,,1.0,,,,,4.0,,,,81.0,,,,,,,,,,,,,,11.0,,4.0,,25.0,0.0,3.0,3.0,,,,4.0,,20.0,1.0,59.0,227.0,488.0,656.0,9.0,23.0,1.0,,1.0,2294.0,6.0,251.0,18.0,20.0,298.0,889.0,0.0,15.0,32.0,20.0,174.0,1313.0,,2.0,2.0,3.0,47.0,,34.0,61.0,140.0,2.0,2.0
Spurs_6,2009-10,12679,Michael Dawson,Nottingham Forest,Defender,England,158.0,45.0,113.0,29.0,,2.0,,4.0,27.0,,10.0,1.0,,1.0,,,271.0,83.0,188.0,,,,,,,1.0,,,,29.0,,1.0,,1.0,,2.0,22.0,21.0,1.0,113.0,38.0,75.0,1.0,1.0,,0.0,,,95.0,8.0,2.0,,,,,,999.0,,,,,,,,,4.0,,,,90.0,,1.0,,,,,,,,,,,,6.0,,4.0,,25.0,0.0,1.0,4.0,,2.0,2.0,2.0,,74.0,,192.0,326.0,460.0,592.0,10.0,38.0,3.0,,4.0,2333.0,8.0,289.0,19.0,25.0,445.0,1069.0,0.0,10.0,48.0,26.0,285.0,1625.0,,4.0,4.0,1.0,118.0,,111.0,77.0,174.0,0.0,4.0
