team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,offsides,openPlayPasses,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Portsmouth_47,2009-10,1532,Hayden Mullins,Notts County,Midfielder,England,27.0,16.0,11.0,18.0,,,4.0,4.0,,1.0,1.0,,2.0,,,106.0,54.0,52.0,,18.0,,,,,,,30.0,25.0,5.0,79.0,38.0,41.0,,,,,20.0,9.0,,,,516.0,,,,,,,3.0,,62.0,,,,,,,,,,3.0,,15.0,0.0,3.0,3.0,,2.0,2.0,,4.0,26.0,21.0,244.0,193.0,414.0,7.0,25.0,2.0,7.0,41.0,1316.0,13.0,35.0,12.0,9.0,128.0,520.0,0.0,3.0,32.0,6.0,85.0,744.0,,9.0,9.0,3.0,9.0,2.0,15.0,28.0,70.0,0.0,3.0
Portsmouth_47,2009-10,11980,Papa Bouba Diop,Portsmouth,Midfielder,Senegal,42.0,17.0,25.0,12.0,,,1.0,,,1.0,,,,,,120.0,51.0,69.0,,12.0,,,,,,,11.0,9.0,2.0,78.0,34.0,44.0,,,,,18.0,3.0,,,1.0,258.0,,1.0,,,,,1.0,,39.0,,,,,,,,,,5.0,,9.0,0.0,6.0,3.0,,,,8.0,1.0,16.0,15.0,116.0,93.0,194.0,4.0,14.0,2.0,,,717.0,10.0,31.0,21.0,18.0,79.0,263.0,0.0,5.0,18.0,4.0,54.0,392.0,,1.0,1.0,3.0,5.0,1.0,6.0,16.0,48.0,0.0,1.0
Portsmouth_47,2009-10,1188,Michael Brown,Port Vale,Midfielder,England,13.0,9.0,4.0,26.0,,0.0,10.0,9.0,,7.0,,14.0,10.0,,,246.0,125.0,121.0,,26.0,,,4.0,,,2.0,33.0,30.0,3.0,233.0,116.0,117.0,1.0,,,2.0,50.0,20.0,,1.0,,895.0,,2.0,,,,,5.0,,118.0,1.0,1.0,,,,,,,,6.0,6.0,24.0,0.0,5.0,2.0,3.0,9.0,6.0,8.0,6.0,21.0,55.0,428.0,280.0,644.0,13.0,57.0,7.0,2.0,13.0,2083.0,31.0,36.0,55.0,39.0,302.0,918.0,1.0,12.0,70.0,17.0,219.0,1292.0,10.0,20.0,9.0,6.0,28.0,2.0,47.0,50.0,172.0,0.0,4.0
Portsmouth_47,2009-10,13000,John Utaka,Portsmouth,Midfielder,Nigeria,19.0,11.0,8.0,18.0,3.0,0.0,9.0,1.0,,1.0,,3.0,8.0,,,131.0,76.0,55.0,1.0,18.0,,,2.0,,,1.0,18.0,15.0,3.0,112.0,65.0,47.0,,,1.0,1.0,9.0,18.0,,1.0,10.0,272.0,,,,,,,1.0,,31.0,,,,,,,,,,18.0,6.0,10.0,0.0,2.0,8.0,,4.0,4.0,17.0,,27.0,8.0,160.0,62.0,210.0,,11.0,7.0,,4.0,1048.0,51.0,2.0,12.0,19.0,120.0,276.0,0.0,24.0,11.0,46.0,58.0,481.0,,10.0,10.0,25.0,2.0,7.0,2.0,18.0,56.0,2.0,1.0
Portsmouth_47,2009-10,3046,Richard Hughes,Portsmouth,Midfielder,Scotland,13.0,9.0,4.0,10.0,,,2.0,5.0,,,,,1.0,,,98.0,44.0,54.0,,10.0,,,,,,,22.0,19.0,3.0,85.0,35.0,50.0,,,,,20.0,1.0,,,,308.0,,,,,,,1.0,,36.0,,,,,,,,,,3.0,,9.0,0.0,4.0,1.0,,,,2.0,2.0,11.0,16.0,131.0,134.0,249.0,9.0,27.0,,,4.0,780.0,7.0,27.0,17.0,12.0,72.0,314.0,0.0,3.0,36.0,5.0,49.0,456.0,,3.0,2.0,1.0,8.0,,6.0,12.0,43.0,0.0,5.0
Portsmouth_47,2009-10,20360,Kevin-Prince Boateng,Besiktas,Forward,Ghana,54.0,35.0,19.0,22.0,2.0,0.0,22.0,3.0,,3.0,,9.0,23.0,,,328.0,198.0,130.0,,22.0,,,2.0,,,3.0,31.0,25.0,6.0,274.0,163.0,111.0,6.0,,,3.0,37.0,38.0,,,9.0,735.0,,,,,2.0,1.0,5.0,,124.0,,3.0,,,,,,,,29.0,23.0,20.0,0.0,4.0,2.0,1.0,10.0,9.0,23.0,1.0,76.0,23.0,430.0,173.0,570.0,12.0,29.0,19.0,7.0,28.0,1843.0,95.0,25.0,53.0,47.0,326.0,746.0,0.0,52.0,41.0,70.0,153.0,1293.0,7.0,56.0,41.0,35.0,1.0,7.0,17.0,23.0,136.0,0.0,7.0
Portsmouth_47,2009-10,82937,Nadir Ciftci,Plymouth Argyle,Forward,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Portsmouth_47,2009-10,37752,Hassan Yebda,Portsmouth,Midfielder,Algeria,58.0,37.0,21.0,18.0,1.0,2.0,5.0,,,3.0,,,7.0,,,204.0,128.0,76.0,,18.0,,,,,,2.0,19.0,18.0,1.0,146.0,91.0,55.0,,1.0,,0.0,21.0,9.0,,,2.0,512.0,,,,,1.0,1.0,3.0,,66.0,,1.0,,,,,,,,8.0,7.0,15.0,0.0,7.0,3.0,,3.0,3.0,5.0,1.0,31.0,22.0,259.0,146.0,380.0,8.0,27.0,,2.0,19.0,1277.0,49.0,21.0,29.0,15.0,205.0,516.0,0.0,15.0,35.0,21.0,114.0,778.0,,31.0,30.0,19.0,5.0,,12.0,25.0,102.0,4.0,2.0
Portsmouth_47,2009-10,6991,Angelos Basinas,Portsmouth,Midfielder,Greece,11.0,7.0,4.0,12.0,1.0,,1.0,2.0,,2.0,,24.0,1.0,,,68.0,40.0,28.0,,12.0,,,,,,,13.0,12.0,1.0,57.0,33.0,24.0,1.0,,,,21.0,13.0,,,,429.0,,,,,,,2.0,,49.0,,,,,,,,,,3.0,2.0,7.0,0.0,2.0,5.0,4.0,7.0,2.0,,3.0,25.0,31.0,172.0,202.0,336.0,4.0,17.0,,,4.0,770.0,10.0,15.0,7.0,3.0,122.0,448.0,0.0,5.0,21.0,1.0,81.0,584.0,17.0,22.0,4.0,,5.0,1.0,14.0,23.0,67.0,0.0,3.0
Portsmouth_47,2009-10,76593,Marlon Pack,Portsmouth,Midfielder,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Portsmouth_47,2009-10,10445,Frédéric Piquionne,West Ham United,Forward,France,264.0,131.0,133.0,34.0,1.0,2.0,10.0,5.0,,,,,25.0,,,459.0,263.0,196.0,2.0,34.0,,,2.0,,,5.0,48.0,42.0,6.0,195.0,132.0,63.0,4.0,,,3.0,12.0,28.0,,1.0,39.0,690.0,,1.0,,,,,6.0,,57.0,,4.0,,,,,,,,28.0,24.0,26.0,0.0,12.0,8.0,,4.0,4.0,21.0,,77.0,16.0,353.0,109.0,442.0,6.0,14.0,6.0,1.0,10.0,2280.0,93.0,37.0,36.0,22.0,401.0,692.0,0.0,52.0,20.0,153.0,234.0,1145.0,,45.0,45.0,44.0,2.0,28.0,15.0,14.0,219.0,0.0,2.0
Portsmouth_47,2009-10,8420,Danny Webber,Salford City,Forward,England,9.0,7.0,2.0,17.0,,0.0,3.0,,,,,,1.0,,,47.0,33.0,14.0,,17.0,,,1.0,,,1.0,13.0,11.0,2.0,38.0,26.0,12.0,,,,1.0,10.0,4.0,,1.0,7.0,198.0,,,,,,,,,23.0,,,,,,,,,,3.0,1.0,4.0,0.0,3.0,13.0,,3.0,3.0,6.0,,12.0,2.0,119.0,51.0,165.0,1.0,2.0,1.0,,1.0,460.0,21.0,3.0,3.0,3.0,70.0,198.0,0.0,4.0,3.0,25.0,31.0,292.0,,15.0,15.0,9.0,1.0,2.0,2.0,8.0,29.0,0.0,1.0
Portsmouth_47,2009-10,12744,David Nugent,Tranmere Rovers,Forward,England,137.0,88.0,49.0,33.0,,1.0,5.0,1.0,,,,4.0,9.0,,,303.0,196.0,107.0,1.0,33.0,,,2.0,,,6.0,46.0,39.0,7.0,166.0,108.0,58.0,,3.0,2.0,5.0,15.0,22.0,,1.0,15.0,507.0,,,,,,,3.0,,45.0,,2.0,,,,,,,,20.0,20.0,20.0,0.0,11.0,13.0,,3.0,3.0,12.0,,67.0,11.0,279.0,89.0,354.0,3.0,16.0,6.0,,4.0,1906.0,82.0,12.0,18.0,27.0,250.0,511.0,0.0,40.0,19.0,80.0,146.0,825.0,,18.0,18.0,33.0,1.0,10.0,10.0,13.0,136.0,2.0,0.0
Portsmouth_47,2009-10,2019,Tommy Smith,Brentford,Forward,England,32.0,19.0,13.0,16.0,,0.0,11.0,3.0,,1.0,2.0,5.0,18.0,,,98.0,59.0,39.0,,16.0,,,1.0,,,1.0,18.0,16.0,2.0,66.0,40.0,26.0,,,1.0,1.0,14.0,17.0,,,1.0,311.0,,,,,,,2.0,,47.0,,1.0,,,,,,,,11.0,5.0,12.0,0.0,9.0,4.0,1.0,8.0,7.0,8.0,,28.0,4.0,167.0,80.0,235.0,4.0,4.0,5.0,,8.0,1026.0,28.0,6.0,7.0,10.0,136.0,311.0,0.0,16.0,8.0,56.0,72.0,497.0,4.0,32.0,28.0,7.0,4.0,1.0,10.0,13.0,62.0,0.0,0.0
Portsmouth_47,2009-10,6362,Aruna Dindane,Portsmouth,Forward,Cote d’Ivoire,26.0,21.0,5.0,19.0,,2.0,9.0,1.0,,3.0,,2.0,12.0,,,243.0,139.0,104.0,1.0,19.0,,,2.0,,,8.0,22.0,22.0,,217.0,118.0,99.0,2.0,3.0,,6.0,15.0,17.0,,2.0,8.0,352.0,,,,,2.0,1.0,5.0,,65.0,,3.0,,,,,,,,16.0,22.0,18.0,0.0,6.0,1.0,1.0,5.0,4.0,25.0,,39.0,10.0,200.0,72.0,257.0,8.0,8.0,5.0,,2.0,1478.0,77.0,1.0,36.0,58.0,188.0,352.0,0.0,38.0,16.0,89.0,85.0,719.0,1.0,25.0,23.0,35.0,1.0,9.0,5.0,14.0,80.0,2.0,5.0
Portsmouth_47,2009-10,1648,Kanu,Portsmouth,Forward,Nigeria,12.0,6.0,6.0,23.0,,0.0,4.0,1.0,,1.0,,,4.0,,,91.0,51.0,40.0,1.0,23.0,,,2.0,,,2.0,18.0,16.0,2.0,79.0,45.0,34.0,,1.0,,2.0,5.0,14.0,,,7.0,309.0,,,,,,,1.0,,25.0,,1.0,,,,,,,,7.0,3.0,6.0,0.0,3.0,17.0,,1.0,1.0,7.0,,25.0,6.0,198.0,48.0,239.0,2.0,5.0,11.0,,1.0,818.0,27.0,12.0,10.0,20.0,103.0,309.0,0.0,10.0,7.0,31.0,64.0,444.0,,5.0,5.0,7.0,1.0,1.0,1.0,5.0,63.0,2.0,0.0
Portsmouth_47,2009-10,78828,Gael N'Lundulu,Portsmouth,Forward,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
