team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,offsides,openPlayPasses,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Portsmouth_47,2009-10,1590,David James,Portsmouth,Goalkeeper,England,3.0,,3.0,25.0,,,,,49.0,3.0,,,,3.0,3.0,8.0,2.0,6.0,,25.0,212.0,163.0,,272.0,1.0,,46.0,42.0,4.0,5.0,2.0,3.0,1.0,,,,,3.0,,,,306.0,,1.0,5.0,1.0,,,4.0,18.0,267.0,,,1.0,81.0,14.0,44.0,35.0,20.0,,,,25.0,0.0,2.0,,,,,1.0,112.0,,244.0,228.0,79.0,63.0,,,,,,2234.0,,28.0,2.0,1.0,441.0,727.0,0.0,,,,420.0,1008.0,,,,,196.0,,404.0,41.0,16.0,0.0,3.0
Portsmouth_47,2009-10,7718,Jamie Ashdown,Oxford United,Goalkeeper,England,1.0,,1.0,6.0,,,,,12.0,2.0,,,,,1.0,2.0,,2.0,,6.0,51.0,44.0,,83.0,,,6.0,4.0,2.0,1.0,,1.0,,,,,,,,,,42.0,,,,,,,,5.0,55.0,,,,26.0,3.0,15.0,11.0,6.0,,,,5.0,0.0,,1.0,,,,,20.0,,63.0,57.0,19.0,13.0,,,,,,451.0,,6.0,,1.0,100.0,175.0,0.0,,,,99.0,234.0,,,,,29.0,,93.0,12.0,6.0,0.0,0.0
Portsmouth_47,2009-10,82200,Liam O'Brien,Yeovil Town,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Portsmouth_47,2009-10,55494,Joel Ward,Crystal Palace,Defender,England,6.0,3.0,3.0,3.0,,,1.0,1.0,,1.0,,,1.0,,,15.0,5.0,10.0,,3.0,,,,,,,1.0,1.0,,9.0,2.0,7.0,,,,,,,,,,33.0,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,0.0,,2.0,,,,,3.0,,2.0,13.0,5.0,16.0,1.0,3.0,,1.0,5.0,145.0,1.0,20.0,1.0,3.0,34.0,34.0,0.0,1.0,4.0,4.0,16.0,73.0,,,,,4.0,,4.0,9.0,12.0,0.0,0.0
Portsmouth_47,2009-10,15268,Ricardo Rocha,Portsmouth,Defender,Portugal,19.0,9.0,10.0,10.0,,,,8.0,,1.0,,,1.0,,,54.0,22.0,32.0,,10.0,,,,,,,16.0,13.0,3.0,35.0,13.0,22.0,1.0,,,,22.0,,,,1.0,196.0,,1.0,,,,,,,15.0,1.0,,,,,,,,,1.0,,10.0,1.0,3.0,,,,,,6.0,,5.0,47.0,107.0,149.0,7.0,7.0,,3.0,6.0,723.0,4.0,76.0,5.0,8.0,80.0,200.0,2.0,1.0,14.0,2.0,46.0,353.0,,1.0,1.0,1.0,15.0,,16.0,15.0,30.0,0.0,0.0
Portsmouth_47,2009-10,3642,Hermann Hreidarsson,Portsmouth,Defender,Iceland,45.0,16.0,29.0,17.0,,0.0,2.0,5.0,,2.0,,,2.0,,,111.0,49.0,62.0,1.0,17.0,,,,,,1.0,32.0,29.0,3.0,66.0,33.0,33.0,,,,1.0,23.0,2.0,1.0,1.0,,459.0,,,,,,,4.0,,66.0,,,,,,,,,,3.0,1.0,17.0,0.0,3.0,,,2.0,2.0,7.0,12.0,1.0,34.0,139.0,147.0,250.0,1.0,18.0,1.0,35.0,48.0,1415.0,6.0,85.0,19.0,7.0,272.0,463.0,0.0,4.0,19.0,18.0,179.0,758.0,,7.0,7.0,1.0,53.0,,49.0,52.0,130.0,2.0,2.0
Portsmouth_47,2009-10,1553,Steve Finnan,Portsmouth,Defender,Ireland,35.0,14.0,21.0,21.0,,,1.0,7.0,,4.0,,1.0,7.0,,,136.0,55.0,81.0,,21.0,,,,,,,32.0,30.0,2.0,101.0,41.0,60.0,1.0,,,,40.0,13.0,1.0,,,661.0,,,,,,,3.0,,76.0,,,,,,,,,,,,20.0,0.0,4.0,1.0,,9.0,9.0,1.0,15.0,2.0,30.0,289.0,204.0,454.0,11.0,37.0,1.0,37.0,201.0,1808.0,20.0,106.0,13.0,11.0,346.0,677.0,0.0,,48.0,3.0,193.0,1235.0,,42.0,41.0,5.0,60.0,,66.0,47.0,127.0,0.0,2.0
Portsmouth_47,2009-10,18679,Anthony Henri Vanden Borre,Anderlecht,Defender,Belgium,15.0,9.0,6.0,19.0,,,5.0,5.0,,1.0,,,3.0,,,189.0,93.0,96.0,,19.0,,,2.0,,,,25.0,21.0,4.0,174.0,84.0,90.0,1.0,,1.0,,41.0,12.0,,,2.0,434.0,1.0,,,,,,2.0,,87.0,1.0,,,,,,,,,5.0,2.0,15.0,0.0,2.0,4.0,,3.0,3.0,19.0,5.0,7.0,9.0,195.0,133.0,316.0,13.0,41.0,3.0,24.0,97.0,1324.0,47.0,35.0,23.0,17.0,228.0,442.0,1.0,7.0,54.0,27.0,117.0,858.0,,17.0,17.0,20.0,13.0,1.0,33.0,28.0,84.0,0.0,1.0
Portsmouth_47,2009-10,16037,Tal Ben Haim,Maccabi Tel Aviv,Defender,Israel,42.0,15.0,27.0,22.0,,,4.0,13.0,,5.0,,,1.0,,,200.0,81.0,119.0,,22.0,,,,,,,37.0,30.0,7.0,158.0,66.0,92.0,,,,,49.0,6.0,2.0,,,615.0,,1.0,,,,,7.0,,83.0,,,,,,,,,,2.0,2.0,21.0,0.0,,1.0,,1.0,1.0,9.0,9.0,1.0,45.0,212.0,293.0,459.0,13.0,57.0,,23.0,77.0,1913.0,12.0,156.0,32.0,13.0,258.0,631.0,0.0,4.0,70.0,11.0,127.0,1112.0,,8.0,8.0,3.0,22.0,,25.0,34.0,102.0,0.0,4.0
Portsmouth_47,2009-10,34569,Nadir Belhadj,Portsmouth,Defender,Algeria,17.0,13.0,4.0,19.0,,1.0,2.0,3.0,,1.0,,13.0,9.0,,,137.0,65.0,72.0,,19.0,,,2.0,,,3.0,34.0,29.0,5.0,120.0,52.0,68.0,,,,2.0,31.0,27.0,3.0,2.0,,673.0,,1.0,,,,,4.0,,112.0,,1.0,,,,,,,,9.0,6.0,16.0,0.0,1.0,3.0,5.0,24.0,18.0,13.0,7.0,13.0,31.0,307.0,270.0,522.0,14.0,34.0,4.0,15.0,111.0,1467.0,30.0,24.0,7.0,7.0,275.0,689.0,0.0,15.0,48.0,17.0,136.0,1128.0,6.0,77.0,69.0,11.0,20.0,1.0,48.0,29.0,88.0,2.0,2.0
Portsmouth_47,2009-10,77817,Lennard Sowah,Portsmouth,Defender,Germany,5.0,3.0,2.0,5.0,,,,,,,,,2.0,,,49.0,25.0,24.0,,5.0,,,,,,,5.0,5.0,,44.0,22.0,22.0,1.0,,,,6.0,2.0,,,,92.0,,,,,,,,,17.0,,,,,,,,,,,,3.0,0.0,,2.0,,,,2.0,,1.0,3.0,34.0,27.0,58.0,4.0,13.0,,6.0,24.0,340.0,8.0,17.0,4.0,3.0,57.0,93.0,0.0,,17.0,1.0,32.0,189.0,,3.0,3.0,5.0,6.0,,10.0,10.0,22.0,0.0,0.0
Portsmouth_47,2009-10,12864,Aaron Mokoena,Portsmouth,Midfielder,South Africa,56.0,32.0,24.0,23.0,,,,10.0,,2.0,,,1.0,,,172.0,94.0,78.0,,23.0,,,,,,,34.0,32.0,2.0,116.0,62.0,54.0,1.0,,1.0,,43.0,10.0,2.0,,,647.0,,,,,,,4.0,,63.0,,,,,,,,,,8.0,1.0,21.0,0.0,9.0,2.0,,,,3.0,4.0,16.0,39.0,237.0,281.0,479.0,7.0,26.0,1.0,,1.0,1732.0,16.0,84.0,35.0,18.0,192.0,654.0,0.0,9.0,33.0,3.0,136.0,897.0,,1.0,1.0,2.0,16.0,3.0,35.0,31.0,101.0,0.0,7.0
Portsmouth_47,2009-10,28568,Jamie O'Hara,Billericay Town,Midfielder,England,41.0,23.0,18.0,28.0,15.0,1.0,27.0,7.0,,6.0,,103.0,32.0,,,261.0,147.0,114.0,,28.0,,,4.0,,,2.0,44.0,38.0,6.0,220.0,124.0,96.0,,,1.0,1.0,48.0,55.0,,2.0,2.0,1336.0,,,,,1.0,,7.0,,147.0,,,,,,,,,1.0,33.0,21.0,25.0,0.0,4.0,3.0,14.0,46.0,23.0,18.0,7.0,86.0,114.0,806.0,383.0,1029.0,16.0,31.0,13.0,1.0,24.0,2265.0,75.0,26.0,29.0,31.0,575.0,1423.0,0.0,54.0,47.0,41.0,280.0,2117.0,65.0,190.0,77.0,27.0,14.0,5.0,73.0,52.0,207.0,0.0,8.0
Portsmouth_47,2009-10,56983,Matt Ritchie,Reading,Midfielder,Scotland,1.0,,1.0,2.0,1.0,,,,,,,,,,,9.0,4.0,5.0,,2.0,,,,,,,,,,8.0,4.0,4.0,,,,,2.0,,,,,20.0,,,,,,,,,2.0,,,,,,,,,,3.0,,1.0,0.0,1.0,1.0,,1.0,1.0,,,,,10.0,7.0,16.0,,1.0,,,1.0,81.0,2.0,,,3.0,6.0,20.0,0.0,3.0,1.0,2.0,4.0,38.0,,,,,,1.0,,,4.0,0.0,0.0
Portsmouth_47,2009-10,32318,Marc Wilson,Bolton Wanderers,Midfielder,Ireland,86.0,41.0,45.0,28.0,3.0,,6.0,33.0,,5.0,1.0,,,,,213.0,102.0,111.0,,28.0,,,1.0,,,,48.0,43.0,5.0,127.0,61.0,66.0,,,1.0,,41.0,8.0,4.0,,,775.0,1.0,1.0,,,,,5.0,,92.0,,,,,,,,,,6.0,,28.0,0.0,3.0,,,1.0,1.0,4.0,19.0,4.0,81.0,178.0,384.0,480.0,13.0,31.0,1.0,5.0,20.0,2409.0,12.0,193.0,32.0,18.0,337.0,797.0,0.0,6.0,44.0,11.0,236.0,1230.0,,2.0,1.0,1.0,77.0,1.0,101.0,46.0,135.0,0.0,2.0
