team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,forwardPasses,foulAttemptedTackle,foulWonPenalty,freekickTotal,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,iboxBlocked,iboxTarget,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,oboxBlocked,oboxTarget,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,putthroughBlockedDistribution,putthroughBlockedDistributionWon,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsBlockedInBox,shotsBlockedOutsideBox,shotsOffTargetIncWoodwork,shotsOnTargetInBox,shotsOnTargetIncGoals,shotsOnTargetOutsideBox,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulFiftyFifty,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Wolves_39,2009-10,20066,Wayne Hennessey,Nottingham Forest,Goalkeeper,Wales,1.0,,1.0,13.0,,,,,,34.0,1.0,,,1.0,2.0,3.0,7.0,3.0,4.0,,,,,,,,,,,13.0,107.0,76.0,1.0,121.0,,,26.0,21.0,5.0,6.0,3.0,3.0,1.0,,,,,,,,,,,,,,221.0,,,,,3.0,,,,3.0,9.0,,,166.0,,,,,46.0,14.0,29.0,16.0,8.0,,,,,,,,,13.0,0.0,,,,,,,,77.0,,139.0,130.0,26.0,17.0,1.0,,,,,1170.0,,20.0,1.0,2.0,297.0,451.0,0.0,,1.0,,295.0,620.0,,,,,176.0,,290.0,14.0,5.0,0.0,0.0
Wolves_39,2009-10,5700,Marcus Hahnemann,Everton,Goalkeeper,United States,3.0,1.0,2.0,25.0,,,,,,77.0,7.0,,,5.0,6.0,4.0,10.0,1.0,9.0,,,,,,,1.0,,,,25.0,143.0,176.0,,272.0,1.0,,30.0,25.0,5.0,7.0,,7.0,,,,,,,,1.0,,,,,,,486.0,,,,,3.0,1.0,,,2.0,20.0,,,335.0,,,,1.0,110.0,33.0,65.0,44.0,27.0,,,,,,,,,25.0,0.0,,,,,,,,190.0,,341.0,329.0,45.0,33.0,,,,,,2250.0,,35.0,,6.0,686.0,1051.0,0.0,,,,677.0,1337.0,,,,,370.0,,662.0,35.0,15.0,0.0,3.0
Wolves_39,2009-10,17687,Carl Ikeme,Wolverhampton Wanderers,Goalkeeper,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wolves_39,2009-10,19084,George Elokobi,Maidstone United,Defender,Cameroon,47.0,17.0,30.0,22.0,,,,1.0,5.0,,3.0,,,6.0,,,160.0,68.0,92.0,,,,,,,,,,,22.0,,,,,,,28.0,24.0,4.0,113.0,51.0,62.0,,,,,,,41.0,10.0,,,,,,,745.0,,,1.0,,,,,,4.0,,,,85.0,,,,,,,,,,,,,,3.0,,1.0,,17.0,0.0,2.0,5.0,,9.0,6.0,6.0,,27.0,3.0,34.0,314.0,209.0,480.0,12.0,29.0,2.0,53.0,142.0,1642.0,19.0,143.0,18.0,15.0,419.0,763.0,0.0,4.0,41.0,8.0,249.0,1336.0,,40.0,39.0,9.0,79.0,1.0,72.0,42.0,177.0,0.0,2.0
Wolves_39,2009-10,18832,Richard Stearman,Derby County,Defender,England,27.0,12.0,15.0,16.0,,0.0,,2.0,5.0,,2.0,,1.0,2.0,,,132.0,57.0,75.0,,,,,,,,,,,16.0,,,,,,1.0,20.0,14.0,6.0,105.0,45.0,60.0,,,,1.0,,,19.0,3.0,1.0,,,,,2.0,328.0,,,,1.0,,,,,,,,,23.0,1.0,1.0,,,,,,,,,,,,3.0,,3.0,,12.0,0.0,1.0,4.0,,3.0,3.0,3.0,,11.0,4.0,21.0,120.0,103.0,199.0,7.0,26.0,,47.0,91.0,1125.0,22.0,64.0,16.0,24.0,224.0,335.0,1.0,6.0,33.0,17.0,115.0,701.0,,13.0,13.0,13.0,27.0,,18.0,21.0,97.0,0.0,4.0
Wolves_39,2009-10,1989,Jody Craddock,Wolverhampton Wanderers,Defender,England,149.0,62.0,87.0,33.0,,3.0,,3.0,28.0,,8.0,3.0,1.0,2.0,,,280.0,111.0,169.0,,,,,,,,,,,33.0,,,2.0,,,5.0,43.0,34.0,9.0,131.0,49.0,82.0,,2.0,,2.0,,,33.0,5.0,4.0,1.0,,,,,693.0,,,1.0,,,,,,1.0,,,,44.0,,2.0,,,,,,,,,,,,7.0,,7.0,,33.0,0.0,,,,2.0,2.0,,,36.0,7.0,62.0,133.0,314.0,383.0,10.0,54.0,,,,2970.0,3.0,313.0,36.0,18.0,396.0,706.0,0.0,14.0,64.0,33.0,261.0,1228.0,1.0,2.0,1.0,,89.0,,75.0,71.0,186.0,0.0,1.0
Wolves_39,2009-10,19008,Christophe Berra,Ipswich Town,Defender,Scotland,167.0,66.0,101.0,32.0,,,,4.0,23.0,,7.0,,,5.0,,,343.0,141.0,202.0,,,,,,,,,,,32.0,1.0,,3.0,,,,45.0,38.0,7.0,176.0,75.0,101.0,1.0,,,,,,43.0,10.0,6.0,,,,,1.0,741.0,,,,1.0,,,,,4.0,,,,53.0,,,,,,,,,,,,,,5.0,,5.0,,32.0,0.0,1.0,,,1.0,1.0,1.0,,19.0,5.0,32.0,119.0,341.0,427.0,13.0,52.0,,,3.0,2835.0,17.0,338.0,51.0,35.0,452.0,752.0,0.0,10.0,65.0,53.0,293.0,1339.0,,2.0,2.0,3.0,99.0,,74.0,82.0,219.0,0.0,6.0
Wolves_39,2009-10,28655,Daniel Jones,Cambridge United,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wolves_39,2009-10,28565,Michael Mancienne,Burton Albion,Defender,Seychelles,61.0,22.0,39.0,30.0,,,,2.0,14.0,,4.0,1.0,,2.0,,,175.0,74.0,101.0,,,,,,,,,,,30.0,,,,,,,33.0,26.0,7.0,114.0,52.0,62.0,2.0,,,,,,55.0,3.0,1.0,,,,,,667.0,,,1.0,1.0,,,,,5.0,,,,84.0,,,,,,,,,,,,,,6.0,,2.0,,22.0,0.0,6.0,8.0,,1.0,1.0,9.0,,13.0,8.0,51.0,236.0,248.0,432.0,14.0,29.0,1.0,3.0,3.0,1989.0,18.0,145.0,24.0,10.0,290.0,683.0,0.0,8.0,43.0,,200.0,1039.0,,3.0,3.0,6.0,49.0,,44.0,48.0,156.0,0.0,6.0
Wolves_39,2009-10,37847,Ronald Zubar,Wolverhampton Wanderers,Defender,Guadeloupe,87.0,35.0,52.0,23.0,,1.0,,4.0,4.0,,5.0,,1.0,8.0,,,253.0,100.0,153.0,,,,,,,,,,,23.0,,,2.0,,,1.0,31.0,26.0,5.0,166.0,65.0,101.0,2.0,,,0.0,,,56.0,10.0,2.0,,,,,,786.0,,,1.0,2.0,,,,,2.0,,,,76.0,,1.0,,,,,,,,,,,,9.0,,4.0,,23.0,0.0,1.0,,1.0,12.0,11.0,6.0,,22.0,7.0,57.0,328.0,239.0,498.0,12.0,58.0,2.0,43.0,199.0,2061.0,21.0,147.0,29.0,25.0,418.0,800.0,0.0,13.0,70.0,33.0,245.0,1513.0,,48.0,47.0,7.0,70.0,2.0,58.0,49.0,187.0,2.0,3.0
