team_dir,season,playerId,playerName,team,position,nationality,aerialDuels,aerialDuelsLost,aerialDuelsWon,appearances,attemptsFromSetPieces,awayGoals,backwardPasses,blockedShots,blocks,catches,cleanSheets,clearancesOffTheLine,cornersTakenInclShortCorners,cornersWon,crossesNotClaimed,drops,duels,duelsLost,duelsWon,forwardPasses,foulWonPenalty,gamesPlayed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,goalAssists,goalKicks,goalkeeperSmother,goals,goalsConceded,goalsConcededInsideBox,goalsConcededOutsideBox,groundDuels,groundDuelsLost,groundDuelsWon,handballsConceded,headedGoals,hitWoodwork,homeGoals,interceptions,keyPassesAttemptAssists,lastPlayerTackle,leftFootGoals,leftsidePasses,offsides,openPlayPasses,otherGoals,overruns,ownGoalScored,penaltiesConceded,penaltiesFaced,penaltiesSaved,penaltiesTaken,penaltyGoals,penaltyGoalsConceded,punches,recoveries,redCards2ndYellow,rightFootGoals,rightsidePasses,savesFromPenalty,savesMade,savesMadeCaught,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeParried,secondGoalAssists,setPiecesGoals,shotsOffTargetIncWoodwork,shotsOnTargetIncGoals,starts,straightRedCards,substituteOff,substituteOn,successfulCornersIntoBox,successfulCrossesAndCorners,successfulCrossesOpenPlay,successfulDribbles,successfulLaunches,successfulLayoffs,successfulLongPasses,successfulPassesOppositionHalf,successfulPassesOwnHalf,successfulShortPasses,tacklesLost,tacklesWon,throughBalls,throwInsToOppositionPlayer,throwInsToOwnPlayer,timePlayed,timesTackled,totalClearances,totalFoulsConceded,totalFoulsWon,totalLossesOfPossession,totalPasses,totalRedCards,totalShots,totalTackles,totalTouchesInOppositionBox,totalUnsuccessfulPassesExclCrossesAndCorners,touches,unsuccessfulCornersIntoBox,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,unsuccessfulDribbles,unsuccessfulLaunches,unsuccessfulLayoffs,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,unsuccessfulShortPasses,winningGoal,yellowCards
Wigan_111,2009-10,1688,Mario Melchiot,Wigan Athletic,Defender,Netherlands,66.0,24.0,42.0,32.0,,,,1.0,8.0,,7.0,,1.0,2.0,,,256.0,97.0,159.0,,,32.0,,,1.0,,,,66.0,60.0,6.0,190.0,73.0,117.0,2.0,,,,54.0,27.0,,,,1.0,1344.0,,,,2.0,,,,,6.0,,137.0,,,,,,,,,,,,,1.0,32.0,0.0,2.0,,,13.0,13.0,15.0,16.0,8.0,72.0,612.0,484.0,1011.0,19.0,47.0,5.0,64.0,278.0,2853.0,40.0,128.0,27.0,36.0,490.0,1372.0,0.0,1.0,66.0,8.0,289.0,2146.0,,24.0,23.0,15.0,52.0,,59.0,69.0,230.0,0.0,2.0
Wigan_111,2009-10,83325,Jordan Mustoe,Wigan Athletic,Defender,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wigan_111,2009-10,34285,Maynor Figueroa,Hull City,Defender,Honduras,58.0,20.0,38.0,35.0,2.0,1.0,,7.0,9.0,,8.0,1.0,,10.0,,,316.0,129.0,187.0,,,35.0,,,1.0,,,1.0,65.0,58.0,7.0,258.0,109.0,149.0,1.0,,,0.0,84.0,26.0,,1.0,,,1282.0,,,,,,,,,5.0,,158.0,,,,,,,,,,,1.0,10.0,3.0,35.0,0.0,1.0,,,15.0,15.0,22.0,12.0,2.0,89.0,581.0,362.0,839.0,23.0,63.0,10.0,106.0,261.0,3088.0,49.0,144.0,35.0,41.0,689.0,1322.0,0.0,13.0,86.0,13.0,394.0,2298.0,,67.0,64.0,12.0,106.0,,172.0,65.0,222.0,0.0,6.0
Wigan_111,2009-10,37105,Cho Won-Hee,Wigan Athletic,Midfielder,South Korea,2.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,1.0,,,11.0,5.0,6.0,,,4.0,,,,,,,9.0,8.0,1.0,9.0,4.0,5.0,,,,,2.0,1.0,,,,,52.0,,,,,,,,,1.0,,9.0,,,,,,,,,,,,1.0,,1.0,0.0,,3.0,,,,,,4.0,3.0,25.0,19.0,41.0,2.0,2.0,2.0,,,111.0,4.0,2.0,,1.0,14.0,52.0,0.0,1.0,4.0,2.0,8.0,74.0,,1.0,1.0,2.0,,,,4.0,8.0,0.0,0.0
Wigan_111,2009-10,50472,James McCarthy,Celtic,Midfielder,Ireland,23.0,12.0,11.0,20.0,,1.0,,8.0,4.0,,4.0,,29.0,11.0,,,196.0,98.0,98.0,,1.0,20.0,,,1.0,,,1.0,36.0,32.0,4.0,173.0,86.0,87.0,,,1.0,0.0,40.0,19.0,,,,,615.0,,,1.0,,,,,,4.0,,108.0,,1.0,,,,,,,,,,7.0,6.0,19.0,0.0,6.0,1.0,13.0,21.0,6.0,8.0,6.0,31.0,44.0,306.0,199.0,440.0,17.0,42.0,6.0,,4.0,1637.0,43.0,27.0,28.0,20.0,237.0,627.0,0.0,13.0,59.0,22.0,143.0,960.0,11.0,32.0,19.0,12.0,20.0,1.0,37.0,16.0,106.0,2.0,3.0
Wigan_111,2009-10,66583,Hendry Thomas,Wigan Athletic,Midfielder,Honduras,77.0,47.0,30.0,31.0,6.0,,,3.0,14.0,,3.0,,,2.0,,,372.0,169.0,203.0,,,31.0,,,,,,,49.0,43.0,6.0,295.0,122.0,173.0,2.0,,,,81.0,11.0,1.0,,,1.0,1160.0,,,,,,,,,4.0,,151.0,1.0,,,,,,,,,,,11.0,4.0,27.0,0.0,9.0,4.0,,1.0,1.0,1.0,3.0,30.0,128.0,463.0,490.0,824.0,34.0,108.0,5.0,1.0,4.0,2338.0,20.0,82.0,62.0,30.0,293.0,1184.0,1.0,15.0,142.0,3.0,232.0,1624.0,,2.0,1.0,,26.0,,63.0,61.0,169.0,0.0,7.0
Wigan_111,2009-10,16045,Ben Watson,Charlton Athletic,Midfielder,England,4.0,2.0,2.0,5.0,1.0,0.0,,2.0,,,,,12.0,2.0,,,34.0,18.0,16.0,,,5.0,,,,,,1.0,11.0,10.0,1.0,30.0,16.0,14.0,,,,1.0,7.0,7.0,,,,1.0,215.0,,,,,,,,,1.0,,18.0,,1.0,,,,,,,,,,,4.0,4.0,0.0,2.0,1.0,4.0,7.0,3.0,2.0,,15.0,21.0,132.0,57.0,161.0,5.0,7.0,2.0,,,335.0,7.0,5.0,4.0,,73.0,220.0,0.0,4.0,12.0,4.0,38.0,296.0,7.0,22.0,7.0,,2.0,,9.0,4.0,29.0,0.0,0.0
Wigan_111,2009-10,18737,Charles N'Zogbia,Aston Villa,Midfielder,France,63.0,44.0,19.0,36.0,9.0,2.0,,22.0,1.0,,6.0,1.0,63.0,40.0,,,614.0,376.0,238.0,,,36.0,,,6.0,,,5.0,73.0,67.0,6.0,551.0,332.0,219.0,1.0,,5.0,3.0,44.0,71.0,,5.0,,7.0,1036.0,,,,,,,,,7.0,,157.0,,,,,,,,,,,,22.0,27.0,35.0,0.0,8.0,1.0,19.0,44.0,17.0,95.0,7.0,52.0,32.0,650.0,180.0,754.0,16.0,44.0,25.0,7.0,41.0,3037.0,264.0,32.0,55.0,64.0,701.0,1059.0,0.0,49.0,60.0,107.0,273.0,2064.0,37.0,132.0,66.0,158.0,11.0,8.0,29.0,41.0,244.0,2.0,7.0
Wigan_111,2009-10,50023,Jordi Gómez,Omonia Nicosia,Midfielder,Spain,15.0,9.0,6.0,23.0,6.0,0.0,,16.0,5.0,,1.0,,25.0,15.0,,,173.0,86.0,87.0,,1.0,23.0,,,,,,1.0,31.0,28.0,3.0,158.0,77.0,81.0,,,1.0,1.0,23.0,23.0,,1.0,,2.0,586.0,,,,,,,,,2.0,,81.0,,,,,,,,,,,1.0,19.0,12.0,11.0,0.0,4.0,12.0,3.0,10.0,7.0,15.0,1.0,45.0,28.0,360.0,144.0,466.0,5.0,16.0,8.0,,4.0,1259.0,46.0,17.0,24.0,45.0,197.0,606.0,0.0,31.0,21.0,27.0,112.0,902.0,12.0,29.0,13.0,12.0,11.0,1.0,16.0,26.0,96.0,0.0,3.0
Wigan_111,2009-10,1235,Jason Koumas,Tranmere Rovers,Midfielder,Wales,7.0,4.0,3.0,8.0,,1.0,,2.0,1.0,,,,7.0,2.0,,,53.0,27.0,26.0,,,8.0,,,,,,1.0,7.0,6.0,1.0,46.0,23.0,23.0,,,,0.0,5.0,11.0,,,,2.0,133.0,,,,,,,,,,,14.0,,1.0,,,,,,,,,,2.0,3.0,6.0,0.0,6.0,2.0,3.0,6.0,1.0,6.0,,4.0,11.0,75.0,28.0,86.0,2.0,8.0,3.0,,,423.0,17.0,1.0,2.0,7.0,79.0,136.0,0.0,5.0,10.0,11.0,39.0,239.0,3.0,22.0,14.0,7.0,2.0,1.0,6.0,7.0,33.0,0.0,0.0
Wigan_111,2009-10,28147,Mohamed Diamé,Newcastle United,Midfielder,Senegal,87.0,44.0,43.0,34.0,,1.0,,12.0,7.0,,6.0,,,11.0,,,615.0,282.0,333.0,,,34.0,,,1.0,,,1.0,63.0,57.0,6.0,528.0,238.0,290.0,2.0,,,0.0,110.0,22.0,,,,,1279.0,,,,,,,,,6.0,,253.0,,1.0,,,,,,,,,,15.0,7.0,34.0,0.0,10.0,,,3.0,3.0,64.0,3.0,23.0,166.0,612.0,435.0,878.0,51.0,125.0,8.0,,1.0,2864.0,120.0,47.0,67.0,50.0,403.0,1291.0,0.0,22.0,176.0,26.0,247.0,2002.0,,9.0,9.0,42.0,9.0,1.0,52.0,61.0,195.0,0.0,6.0
Wigan_111,2009-10,37804,Tomasz Cywka,Blackpool,Midfielder,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wigan_111,2009-10,6290,Olivier Kapo,Wigan Athletic,Midfielder,France,1.0,1.0,,1.0,,,,2.0,,,,,,,,,7.0,7.0,,,,1.0,,,,,,,2.0,2.0,,6.0,6.0,,,,,,1.0,1.0,,,,,15.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,1.0,8.0,4.0,11.0,,,1.0,,,31.0,6.0,,,,10.0,15.0,0.0,,,2.0,3.0,25.0,,1.0,1.0,1.0,,,,1.0,3.0,0.0,0.0
Wigan_111,2009-10,18276,Daniel de Ridder,Wigan Athletic,Midfielder,Netherlands,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wigan_111,2009-10,49013,Victor Moses,Luton Town,Midfielder,Nigeria,16.0,10.0,6.0,14.0,,0.0,,3.0,,,,,9.0,8.0,,,90.0,55.0,35.0,,,14.0,,,3.0,,,1.0,11.0,9.0,2.0,74.0,45.0,29.0,,,,1.0,9.0,8.0,,,,2.0,139.0,,,,,,,,,1.0,,31.0,,1.0,,,,,,,,,,8.0,3.0,2.0,0.0,1.0,12.0,2.0,9.0,6.0,14.0,,4.0,9.0,91.0,29.0,102.0,1.0,2.0,1.0,1.0,2.0,431.0,42.0,1.0,3.0,12.0,91.0,140.0,0.0,11.0,3.0,29.0,29.0,298.0,6.0,19.0,11.0,23.0,2.0,1.0,3.0,8.0,26.0,0.0,0.0
Wigan_111,2009-10,19688,Scott Sinclair,Bristol Rovers,Midfielder,England,9.0,8.0,1.0,18.0,,1.0,,1.0,,,,,2.0,3.0,,,56.0,44.0,12.0,,,18.0,,,,,,1.0,15.0,13.0,2.0,47.0,36.0,11.0,,1.0,,0.0,8.0,4.0,,,,,92.0,,,,,,,,,2.0,,15.0,,,,,,,,,,,,5.0,3.0,1.0,0.0,,17.0,,2.0,2.0,7.0,,2.0,2.0,60.0,28.0,84.0,,,,,3.0,341.0,33.0,3.0,2.0,4.0,58.0,92.0,0.0,8.0,,15.0,6.0,193.0,2.0,17.0,15.0,20.0,,1.0,,2.0,6.0,0.0,0.0
Wigan_111,2009-10,18921,Jason Scotland,Wigan Athletic,Forward,Trinidad & Tobago,61.0,49.0,12.0,32.0,,1.0,,10.0,4.0,,,,,12.0,,,187.0,139.0,48.0,,,32.0,,,2.0,,,1.0,34.0,30.0,4.0,126.0,90.0,36.0,,,3.0,0.0,6.0,27.0,,1.0,,8.0,440.0,,,,,,,,,3.0,,40.0,,,,,,,,,,,,17.0,13.0,14.0,0.0,7.0,18.0,,2.0,2.0,11.0,1.0,41.0,4.0,281.0,72.0,347.0,3.0,8.0,16.0,,,1549.0,72.0,,16.0,14.0,170.0,440.0,0.0,30.0,11.0,68.0,89.0,661.0,,6.0,6.0,24.0,1.0,9.0,5.0,7.0,84.0,0.0,1.0
Wigan_111,2009-10,48824,Marcelo Moreno,Wigan Athletic,Forward,Bolivia,60.0,47.0,13.0,12.0,2.0,,,10.0,1.0,,1.0,,,8.0,,,128.0,94.0,34.0,,,12.0,,,1.0,,,,10.0,9.0,1.0,68.0,47.0,21.0,,,,,5.0,11.0,,,,4.0,193.0,,,,,,,,,,,17.0,,,,,,,,,,,,8.0,3.0,9.0,0.0,7.0,3.0,,,,2.0,,22.0,2.0,105.0,42.0,145.0,3.0,6.0,1.0,,1.0,727.0,33.0,9.0,9.0,10.0,96.0,193.0,0.0,11.0,9.0,27.0,46.0,336.0,,13.0,13.0,6.0,,6.0,3.0,6.0,43.0,0.0,0.0
Wigan_111,2009-10,37334,Hugo Rodallega,Fulham,Forward,Colombia,133.0,90.0,43.0,38.0,15.0,4.0,,43.0,4.0,,5.0,,33.0,38.0,,,414.0,280.0,134.0,,1.0,38.0,,,4.0,,,10.0,73.0,65.0,8.0,281.0,190.0,91.0,2.0,2.0,2.0,6.0,40.0,57.0,,3.0,,17.0,864.0,1.0,,,,,,3.0,1.0,5.0,,115.0,,4.0,,,,,,,,,,48.0,51.0,38.0,0.0,10.0,,7.0,17.0,9.0,32.0,3.0,51.0,38.0,542.0,134.0,621.0,3.0,18.0,16.0,2.0,13.0,3322.0,131.0,14.0,51.0,38.0,435.0,879.0,0.0,99.0,21.0,132.0,220.0,1537.0,17.0,70.0,39.0,52.0,17.0,14.0,34.0,41.0,186.0,14.0,6.0
Wigan_111,2009-10,39267,Rachid Bouaouzan,Wigan Athletic,Forward,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wigan_111,2010-11,5543,Chris Kirkland,Bury,Goalkeeper,England,,,,4.0,,,,,,4.0,,,,,2.0,,,,,85.0,,4.0,25.0,23.0,,34.0,,,12.0,10.0,2.0,,,,,,,,,,,,5.0,,44.0,,,,,,,,,,,42.0,,,8.0,,5.0,,5.0,,1.0,,,,,4.0,0.0,1.0,,,,,,7.0,,19.0,15.0,24.0,20.0,,,,,,332.0,,3.0,,,62.0,98.0,0.0,,,,59.0,126.0,,,,,21.0,,58.0,2.0,1.0,0.0,0.0
Wigan_111,2010-11,2521,Mike Pollitt,Wigan Athletic,Goalkeeper,England,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,1.0,9.0,,1.0,3.0,4.0,,6.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,3.0,,,,,4.0,,4.0,,2.0,,,,,,0.0,,1.0,,,,,,,2.0,2.0,,,,,,,,28.0,,1.0,,,7.0,9.0,0.0,,,,7.0,16.0,,,,,2.0,,7.0,,,0.0,0.0
Wigan_111,2010-11,80282,Lee Nicholls,Huddersfield Town,Goalkeeper,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0
Wigan_111,2010-11,28491,Ali Al Habsi,West Bromwich Albion U23,Goalkeeper,Oman,,,,34.0,,,,,,42.0,7.0,,,2.0,3.0,3.0,5.0,,5.0,754.0,,34.0,295.0,186.0,1.0,315.0,3.0,,49.0,45.0,4.0,5.0,,5.0,,,,,,1.0,,,62.0,,358.0,,,,,6.0,1.0,,,4.0,24.0,363.0,,,67.0,1.0,114.0,17.0,75.0,38.0,23.0,,,,,34.0,0.0,,,,,,,76.0,,224.0,163.0,229.0,168.0,,,,,,3060.0,,36.0,,2.0,502.0,883.0,0.0,,,,491.0,1257.0,,,,,203.0,,479.0,50.0,12.0,0.0,0.0
Wigan_111,2010-11,15498,Steve Gohouri,Wigan Athletic,Defender,Cote d’Ivoire,101.0,32.0,69.0,27.0,,1.0,78.0,1.0,12.0,,5.0,,,1.0,,,333.0,128.0,205.0,468.0,,27.0,,,1.0,,,1.0,48.0,43.0,5.0,232.0,96.0,136.0,,,,0.0,62.0,9.0,5.0,,225.0,3.0,900.0,,4.0,,,,,,,3.0,,130.0,,1.0,147.0,,,,,,,,,6.0,1.0,26.0,0.0,,1.0,,3.0,3.0,34.0,11.0,7.0,45.0,291.0,399.0,642.0,19.0,62.0,4.0,31.0,110.0,2361.0,39.0,203.0,36.0,21.0,331.0,918.0,0.0,7.0,81.0,12.0,231.0,1594.0,,14.0,14.0,16.0,57.0,,58.0,74.0,173.0,0.0,9.0
Wigan_111,2010-11,43035,Antolin Alcaraz,Everton,Defender,Paraguay,171.0,67.0,104.0,34.0,,0.0,84.0,5.0,24.0,,7.0,,,6.0,,,406.0,131.0,275.0,741.0,,34.0,,,1.0,,,1.0,50.0,44.0,6.0,235.0,64.0,171.0,1.0,1.0,1.0,1.0,118.0,6.0,4.0,,220.0,,1403.0,,4.0,,1.0,,,,,3.0,,179.0,1.0,,396.0,,,,,,,,,6.0,3.0,34.0,0.0,,,,2.0,2.0,13.0,29.0,3.0,148.0,332.0,795.0,977.0,42.0,87.0,4.0,2.0,5.0,3029.0,15.0,283.0,25.0,29.0,355.0,1441.0,1.0,9.0,129.0,29.0,316.0,2124.0,,3.0,3.0,3.0,74.0,,87.0,120.0,229.0,0.0,6.0
Wigan_111,2010-11,11911,Gary Caldwell,Wigan Athletic,Defender,Scotland,67.0,27.0,40.0,23.0,,,47.0,,20.0,,2.0,2.0,,3.0,,,159.0,77.0,82.0,455.0,,23.0,,,1.0,,,,32.0,30.0,2.0,92.0,50.0,42.0,,,1.0,,49.0,13.0,2.0,,340.0,,882.0,,,,1.0,,,,,2.0,,95.0,,,95.0,,,,,,,,,5.0,1.0,23.0,1.0,1.0,,,1.0,1.0,1.0,26.0,1.0,111.0,226.0,485.0,599.0,8.0,20.0,1.0,1.0,1.0,1977.0,3.0,125.0,37.0,13.0,238.0,937.0,1.0,6.0,28.0,11.0,227.0,1204.0,,4.0,4.0,,89.0,,108.0,66.0,119.0,0.0,7.0
Wigan_111,2010-11,7545,Steven Caldwell,Wigan Athletic,Defender,Scotland,22.0,7.0,15.0,10.0,,,19.0,,5.0,,1.0,,,,,,65.0,25.0,40.0,160.0,,10.0,,,,,,,16.0,15.0,1.0,43.0,18.0,25.0,1.0,,,,16.0,,2.0,,80.0,,320.0,,,,,,,,,1.0,,21.0,,,72.0,,,,,,,,,2.0,,8.0,0.0,,2.0,,,,,5.0,,29.0,65.0,193.0,229.0,5.0,11.0,,,1.0,812.0,2.0,67.0,13.0,9.0,80.0,331.0,0.0,2.0,16.0,2.0,73.0,461.0,,,,,24.0,,33.0,22.0,40.0,0.0,2.0
