season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243414,2,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,4.0,9.0,37.0,46.0,3.0,6.0,5.0,1.0,,,,,,,4.0,7.0,,,1.0,,,,,1.0,1.0,90.0,,1.0,,,,,9.0,,7.4,,,,,6.0,,,,10.0,,14.0,40.0,54.0,0,1.0,66.0,,,,1.0
2019-20,8243426,3,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,2.0,10.0,20.0,30.0,2.0,,5.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,2.0,,90.0,,1.0,,,,,16.0,,6.1,,,1.0,,2.0,,1.0,,7.0,,13.0,28.0,40.0,1,,63.0,2.0,1.0,,
2019-20,8243426,3,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,,,5.0,11.0,35.0,46.0,1.0,2.0,2.0,,,,2.0,,,,4.0,2.0,,,1.0,,,,,1.0,,90.0,,3.0,1.0,,,,6.0,,6.2,,,1.0,,8.0,,,,9.0,,13.0,38.0,51.0,1,,66.0,,,,
2019-20,8243426,3,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,1.0,,,17.0,26.0,42.0,,3.0,1.0,,,,1.0,,,3.0,5.0,6.0,,,,,,,,,,90.0,,1.0,,,,,21.0,,6.0,,,,,5.0,2.0,2.0,,5.0,,24.0,34.0,56.0,0,2.0,85.0,2.0,,1.0,2.0
2019-20,8243426,3,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,6.0,5.0,53.0,58.0,1.0,3.0,2.0,,,,,,,,1.0,5.0,,,,,,,,2.0,,90.0,,3.0,,,,,4.0,,7.2,,,,,3.0,,,,7.0,,7.0,54.0,61.0,0,2.0,73.0,,,,1.0
2019-20,8243427,4,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,3.0,12.0,22.0,34.0,2.0,1.0,8.0,,,,,,,,2.0,4.0,,,,,,,,2.0,,90.0,,,,,,,9.0,,6.8,,,,,2.0,,,,8.0,,17.0,24.0,41.0,0,3.0,51.0,1.0,,,2.0
2019-20,8243427,4,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,2.0,,1.0,32.0,16.0,46.0,1.0,1.0,6.0,,,,,,,1.0,2.0,4.0,,,,,,,,,2.0,90.0,,,,,,,9.0,,6.9,,,1.0,,1.0,1.0,3.0,,1.0,2.0,36.0,17.0,50.0,1,2.0,65.0,2.0,,1.0,1.0
2019-20,8243427,4,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243427,4,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,2.0,,2.0,20.0,20.0,38.0,1.0,,4.0,,,1.0,1.0,,,,2.0,3.0,,,,,,,,3.0,3.0,90.0,,1.0,,,,,10.0,,7.1,,,,,1.0,1.0,3.0,,3.0,,26.0,22.0,45.0,1,2.0,67.0,1.0,,1.0,
2019-20,8243427,4,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,,5.0,17.0,22.0,2.0,2.0,5.0,,,,,,,1.0,3.0,6.0,,,,,,,,,,90.0,,,,,,,7.0,,6.4,,,,,1.0,,,,2.0,,10.0,17.0,27.0,0,3.0,38.0,1.0,1.0,,3.0
2019-20,8243453,5,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,,,2.0,9.0,29.0,38.0,,,5.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,3.0,,90.0,,1.0,1.0,,,,7.0,,6.2,,,,,6.0,,,,8.0,,14.0,31.0,45.0,0,,56.0,,1.0,,
2019-20,8243453,5,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,1.0,20.0,18.0,38.0,,1.0,3.0,,,,1.0,,,,3.0,2.0,,,2.0,1.0,,,,,2.0,90.0,,1.0,,,,,5.0,,6.7,,,,,3.0,,1.0,,1.0,,24.0,19.0,42.0,0,,53.0,,1.0,,
2019-20,8243453,5,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243453,5,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,,,1.0,19.0,17.0,36.0,,,6.0,1.0,,,3.0,,,2.0,6.0,6.0,,,,1.0,,,,2.0,1.0,90.0,,,,,,,19.0,,6.5,,,,,1.0,3.0,,,3.0,,24.0,23.0,47.0,0,2.0,74.0,3.0,2.0,2.0,1.0
2019-20,8243453,5,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,2.0,6.0,27.0,33.0,1.0,1.0,,,,,,,,,1.0,3.0,1.0,,,,,,,,,90.0,,1.0,,,,,5.0,,5.9,,,,,3.0,,,,6.0,,10.0,28.0,38.0,0,2.0,44.0,,,,1.0
2019-20,8243449,6,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,9.0,16.0,34.0,50.0,,1.0,2.0,,,,,,,1.0,1.0,4.0,,,,,,,,,,90.0,1.0,,,,,,6.0,,7.2,,,1.0,,6.0,2.0,,,11.0,,18.0,36.0,54.0,2,1.0,67.0,1.0,,2.0,
2019-20,8243449,6,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,,15.0,14.0,29.0,,,6.0,,,,3.0,,,,3.0,5.0,,,,,,,,1.0,1.0,90.0,,,,,,,7.0,,6.8,,,,,3.0,1.0,3.0,,,1.0,22.0,14.0,33.0,0,4.0,49.0,,,1.0,3.0
2019-20,8243449,6,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,7.0,11.0,18.0,1.0,1.0,2.0,,,1.0,,,,,3.0,4.0,,,1.0,,1.0,,,1.0,1.0,45.0,1.0,,,,,,9.0,,7.2,,,,,3.0,3.0,1.0,,1.0,,13.0,11.0,23.0,2,1.0,37.0,2.0,,2.0,
2019-20,8243449,6,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,,,,13.0,4.0,17.0,,,1.0,,1.0,,,,,1.0,3.0,,,,2.0,,,,,1.0,1.0,41.0,,,,,,,5.0,,5.0,,,1.0,,,,,,,,15.0,4.0,19.0,1,,31.0,,,,
2019-20,8243449,6,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,1.0,6.0,29.0,35.0,,5.0,7.0,1.0,,,,,,1.0,2.0,8.0,,,1.0,,,,,2.0,1.0,90.0,,1.0,,,,,10.0,,6.9,,,1.0,,5.0,,,,5.0,,14.0,30.0,44.0,1,,60.0,,4.0,,
2019-20,8243468,7,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,1.0,,5.0,11.0,16.0,26.0,1.0,2.0,6.0,,,1.0,1.0,,,,4.0,3.0,,,1.0,,,,,2.0,,90.0,,3.0,,,,,12.0,,6.9,,,,,6.0,1.0,2.0,,11.0,,17.0,20.0,35.0,1,,54.0,1.0,1.0,,
2019-20,8243468,7,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,1.0,17.0,19.0,36.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,90.0,,1.0,,,,,9.0,,6.7,,,,,1.0,,,,3.0,1.0,22.0,23.0,45.0,0,,63.0,,,,
2019-20,8243468,7,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,,17.0,10.0,27.0,2.0,3.0,5.0,1.0,,,,,,,4.0,6.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,,20.0,,6.8,,,,,,1.0,5.0,,1.0,,29.0,13.0,37.0,0,2.0,63.0,2.0,,1.0,
2019-20,8243468,7,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243468,7,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243468,7,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,2.0,4.0,18.0,22.0,,2.0,,,,,,,,,,3.0,,,,,,,,,,90.0,,2.0,,,,,4.0,,6.8,,,,,1.0,,,,4.0,,6.0,19.0,25.0,0,,32.0,1.0,1.0,,
2019-20,8243471,8,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,7.0,5.0,27.0,32.0,,1.0,3.0,,,,1.0,,,,1.0,3.0,,,,,1.0,,,3.0,,90.0,1.0,,,,,,12.0,,7.7,,,,,1.0,,,,14.0,,14.0,29.0,43.0,1,1.0,51.0,1.0,1.0,,1.0
2019-20,8243471,8,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,1.0,17.0,20.0,37.0,1.0,3.0,7.0,,,,1.0,,,,4.0,9.0,,,2.0,,,,,,,90.0,,,,,,,11.0,,7.1,,,,,,1.0,3.0,,3.0,,27.0,21.0,45.0,0,3.0,61.0,,2.0,1.0,1.0
2019-20,8243471,8,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,,14.0,13.0,27.0,4.0,1.0,6.0,1.0,,1.0,3.0,,,1.0,9.0,6.0,,,1.0,,,,,2.0,1.0,90.0,,,,,,,24.0,,7.1,,,2.0,,5.0,1.0,4.0,,5.0,,29.0,17.0,42.0,3,4.0,91.0,2.0,,1.0,3.0
2019-20,8243471,8,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243471,8,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243471,8,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243471,8,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,7.0,11.0,25.0,36.0,1.0,2.0,4.0,,,,2.0,,,,3.0,4.0,,,,,,,,3.0,,90.0,,1.0,,,,,13.0,,7.0,,,,,3.0,,,,16.0,,20.0,29.0,49.0,0,2.0,63.0,,,,
2019-20,8243488,9,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,,,5.0,13.0,45.0,58.0,3.0,2.0,8.0,,,,,,,1.0,4.0,3.0,,,,,,,,1.0,,90.0,,1.0,,,,,9.0,,6.8,,,,,2.0,,,,9.0,,19.0,47.0,66.0,0,,76.0,,1.0,,
2019-20,8243488,9,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,2.0,,2.0,29.0,22.0,49.0,,1.0,6.0,1.0,,,,,,,1.0,7.0,,,,,,,,,2.0,90.0,,,,,,,14.0,,7.4,,,1.0,,1.0,3.0,3.0,,5.0,,34.0,26.0,57.0,1,3.0,81.0,1.0,1.0,2.0,1.0
2019-20,8243488,9,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,False,1.0,,3.0,34.0,26.0,59.0,3.0,2.0,7.0,,,1.0,,,,3.0,9.0,5.0,,,2.0,,,,,3.0,2.0,90.0,,,,,,,28.0,,6.8,,,,,3.0,1.0,8.0,,7.0,,48.0,33.0,73.0,1,3.0,118.0,3.0,,,1.0
2019-20,8243488,9,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243488,9,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243488,9,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,5.0,15.0,46.0,61.0,7.0,5.0,6.0,,,,,,,,10.0,6.0,,,3.0,,,,,,,90.0,,,,,,,8.0,,6.5,,,,,2.0,,,,8.0,1.0,15.0,53.0,68.0,0,1.0,76.0,1.0,,,1.0
2019-20,8243492,10,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,5.0,14.0,31.0,45.0,4.0,1.0,6.0,,,,,,,,7.0,3.0,,,3.0,,1.0,,,1.0,,90.0,2.0,2.0,,,,,7.0,,7.5,,,,,3.0,1.0,,,8.0,,20.0,32.0,52.0,2,1.0,64.0,,,1.0,1.0
2019-20,8243492,10,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,4.0,1.0,5.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,15.0,,,,,,,2.0,,6.5,,,,,,,,,1.0,,5.0,2.0,7.0,0,,9.0,,1.0,,
2019-20,8243492,10,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243492,10,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,1.0,,1.0,21.0,26.0,46.0,2.0,3.0,7.0,,,,1.0,,,,8.0,6.0,,,3.0,,,,,,,90.0,,,1.0,,,,18.0,,6.2,,,1.0,,3.0,2.0,7.0,,4.0,,32.0,31.0,56.0,1,3.0,82.0,,,,1.0
2019-20,8243492,10,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,2.0,12.0,14.0,25.0,2.0,,5.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,,1.0,75.0,,1.0,,,,,14.0,,6.8,,,1.0,,2.0,2.0,4.0,,6.0,,21.0,17.0,34.0,1,1.0,60.0,1.0,,2.0,
2019-20,8243492,10,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243492,10,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,2.0,10.0,40.0,50.0,1.0,4.0,5.0,,,,1.0,,,1.0,5.0,7.0,,,2.0,,1.0,,,2.0,,90.0,1.0,1.0,,,,,7.0,,7.4,,,,,8.0,,,,5.0,,14.0,41.0,55.0,1,2.0,74.0,,1.0,,1.0
2019-20,8243502,11,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,1.0,,3.0,7.0,28.0,34.0,2.0,,3.0,,,,1.0,,,,4.0,1.0,,,1.0,,,,,,,90.0,,3.0,,,,,8.0,,6.7,,,,,3.0,,1.0,,10.0,,12.0,31.0,42.0,0,,50.0,,1.0,,
2019-20,8243502,11,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,1.0,2.0,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,8.0,,,,,,,1.0,,6.7,,,,,,,1.0,,,,2.0,2.0,3.0,0,1.0,6.0,,,,1.0
2019-20,8243502,11,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243502,11,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,2.0,,,27.0,27.0,52.0,4.0,2.0,6.0,,,,,,,5.0,12.0,7.0,,,2.0,,,,,1.0,,90.0,,1.0,,,,,22.0,,6.9,,,1.0,,4.0,3.0,4.0,,2.0,,36.0,30.0,62.0,1,1.0,101.0,,2.0,2.0,
2019-20,8243502,11,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,1.0,17.0,15.0,32.0,1.0,2.0,7.0,,,,1.0,,,,2.0,5.0,,,,,,,,2.0,,87.0,,,,,,,13.0,,6.9,,,,,3.0,1.0,4.0,,3.0,,24.0,19.0,39.0,0,2.0,66.0,,,1.0,1.0
2019-20,8243502,11,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,1.0,15.0,28.0,43.0,2.0,1.0,3.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,,,90.0,,6.0,,,,,6.0,,7.4,,,1.0,,5.0,,,,5.0,,19.0,30.0,49.0,1,1.0,67.0,,2.0,,1.0
2019-20,8243512,12,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,,,4.0,6.0,33.0,39.0,2.0,,9.0,,,,,,,,4.0,1.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,9.0,,6.8,,,1.0,,2.0,1.0,,,7.0,,11.0,35.0,46.0,1,1.0,54.0,1.0,,,1.0
2019-20,8243512,12,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,,11.0,30.0,41.0,,1.0,7.0,,,1.0,,,,2.0,2.0,4.0,,,,,,,,1.0,,90.0,,,,,,,15.0,,6.6,,,,,2.0,,1.0,,3.0,,17.0,35.0,51.0,1,3.0,74.0,1.0,,,2.0
2019-20,8243512,12,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,,24.0,15.0,39.0,1.0,,1.0,,,,,,,,2.0,2.0,,1.0,,,,,,,1.0,90.0,,1.0,,,,,16.0,,6.4,,,1.0,,1.0,1.0,5.0,,,,32.0,18.0,45.0,1,2.0,74.0,1.0,,,2.0
2019-20,8243512,12,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,4.0,14.0,28.0,42.0,2.0,2.0,7.0,,,,1.0,,,,3.0,4.0,,,1.0,,,,,,,90.0,,1.0,,,,,13.0,,6.6,,,,,6.0,,1.0,,9.0,,18.0,35.0,52.0,0,2.0,66.0,2.0,,,1.0
2019-20,8243512,12,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243512,12,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,False,,,4.0,10.0,29.0,39.0,1.0,,6.0,,,,1.0,,,,5.0,3.0,,,1.0,,,,,3.0,,77.0,,,,,,,12.0,,6.2,,,,,,3.0,,,9.0,,16.0,32.0,48.0,0,1.0,59.0,1.0,1.0,1.0,1.0
2019-20,8243512,12,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243522,13,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,3.0,18.0,32.0,50.0,,3.0,7.0,,,,1.0,,,,2.0,9.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,7.0,,7.1,,,1.0,,4.0,1.0,,,6.0,,23.0,33.0,56.0,1,4.0,73.0,1.0,1.0,1.0,3.0
2019-20,8243522,13,3,Arsenal,Home,89894,69140,Shkodran Mustafi,shkodran-mustafi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243522,13,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,False,1.0,,,15.0,16.0,30.0,,2.0,4.0,,,,3.0,,,3.0,7.0,8.0,,,,,,,,1.0,,83.0,,,,,,,18.0,,6.3,,,,,,3.0,4.0,,2.0,,23.0,21.0,40.0,0,3.0,70.0,1.0,1.0,2.0,2.0
2019-20,8243522,13,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,5.0,17.0,25.0,42.0,,3.0,2.0,,,,,,,,1.0,4.0,,,1.0,,,,,,,45.0,,,,,,,5.0,,6.7,,,,,1.0,,,,6.0,,20.0,27.0,47.0,0,1.0,49.0,,,,
2019-20,8243522,13,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243522,13,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,3.0,,2.0,20.0,14.0,31.0,1.0,,10.0,,,1.0,,,,1.0,4.0,4.0,,1.0,2.0,,,,,1.0,2.0,90.0,,1.0,1.0,,,,20.0,,6.5,,,,,4.0,1.0,10.0,,3.0,,33.0,15.0,38.0,1,1.0,75.0,3.0,2.0,1.0,1.0
2019-20,8243522,13,3,Arsenal,Home,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,3.0,16.0,28.0,44.0,1.0,2.0,4.0,,,2.0,2.0,,,,4.0,6.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,9.0,,6.5,,,,,2.0,2.0,,,9.0,,18.0,33.0,51.0,2,2.0,64.0,1.0,,2.0,2.0
2019-20,8243540,14,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,False,1.0,,6.0,17.0,36.0,52.0,1.0,1.0,4.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,90.0,,2.0,,,,,5.0,,6.8,,,,,1.0,,1.0,,10.0,,22.0,36.0,57.0,1,,64.0,,,,
