season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243392,1,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,1.0,34.0,40.0,74.0,3.0,2.0,7.0,1.0,,,1.0,,,,7.0,3.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,8.0,,6.8,,,,,2.0,2.0,1.0,,1.0,,38.0,41.0,78.0,0,1.0,101.0,,,,1.0
2019-20,8243392,1,3,Arsenal,Away,21300,41270,David Luiz,david-luiz,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243392,1,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,False,,,3.0,10.0,43.0,53.0,3.0,,8.0,,,,,,,,3.0,1.0,,,,,,,,,,90.0,,1.0,,,,,9.0,,6.9,,,,,3.0,,,,9.0,,15.0,45.0,60.0,0,1.0,68.0,1.0,,,
2019-20,8243392,1,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,,,1.0,20.0,28.0,48.0,1.0,,5.0,1.0,,,2.0,,,2.0,8.0,10.0,,,1.0,1.0,,,,3.0,1.0,90.0,,,,,,,14.0,,7.5,,,,,3.0,6.0,,,2.0,,26.0,28.0,54.0,0,4.0,94.0,2.0,2.0,4.0,1.0
2019-20,8243392,1,3,Arsenal,Away,2322979,39476,Sokratis Papastathopoulos,sokratis-papastathopoulos,D,False,,,5.0,6.0,61.0,67.0,2.0,4.0,7.0,,,,1.0,,,,3.0,4.0,,,,,,,,,,90.0,,,,,,,6.0,,7.0,,,,,5.0,,,,7.0,,7.0,66.0,73.0,0,,81.0,,,,
2019-20,8243414,2,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,1.0,22.0,29.0,51.0,3.0,5.0,2.0,,,,,,,,3.0,7.0,,,,,,,,,2.0,90.0,,,,,,,12.0,,7.3,,,,,6.0,2.0,2.0,,1.0,2.0,27.0,34.0,59.0,0,,76.0,1.0,,2.0,
2019-20,8243414,2,3,Arsenal,Home,21300,41270,David Luiz,david-luiz,D,False,,,3.0,7.0,41.0,48.0,,2.0,6.0,,,,,,,,1.0,3.0,,,1.0,,,,,1.0,,90.0,,2.0,,,,,15.0,,7.0,,,,,8.0,,,,9.0,,15.0,46.0,61.0,0,1.0,76.0,1.0,,,
2019-20,8243414,2,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,1.0,3.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,19.0,,,,,,,1.0,,6.6,,,,,1.0,,,,,1.0,1.0,3.0,4.0,0,,7.0,1.0,1.0,,
2019-20,8243414,2,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243414,2,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,1.0,,1.0,15.0,24.0,38.0,1.0,4.0,4.0,,,,,,,,6.0,8.0,,,3.0,,,,,2.0,1.0,90.0,,,,,,,20.0,,6.7,,,1.0,,3.0,3.0,2.0,,5.0,,22.0,28.0,48.0,1,2.0,86.0,2.0,1.0,1.0,2.0
