season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,10.0,7.0,17.0,1.0,2.0,,4.0,,,,1.0,,,,4.0,5.0,,,0.00890589,0.0121,,2.0,0.0,,,,,1.0,1.0,,0.64,3.77,1.34,0.27,2.11,71.0,,1.0,,,6.0,,,7.2,,,1.0,,,4.0,1.0,1.0,,3.0,,14.0,7.0,21.0,,,1,2.0,40.0,,,1.0,1.0
2025-26,14025056,1,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,5.0,14.0,19.0,3.0,3.0,,1.0,,,,1.0,,,,5.0,6.0,,,0.00067323,,,1.0,0.0,,,,,,,,0.48,4.98,1.35,0.15,2.86,90.0,,3.0,,,10.0,,,7.0,,,,,,3.0,1.0,,,5.0,,11.0,16.0,27.0,,,0,1.0,40.0,1.0,2.0,,1.0
2025-26,14025056,1,3,Arsenal,Away,941168,462424,William Saliba,william-saliba,D,False,,,2.0,4.0,18.0,22.0,2.0,3.0,,3.0,,,,1.0,,,,5.0,8.0,,,0.00102967,,,2.0,0.0,,,,,1.0,,,0.72,4.54,1.26,0.3,3.08,90.0,,2.0,,,5.0,,,7.5,,,,,,7.0,1.0,,,3.0,,7.0,19.0,26.0,,,0,4.0,47.0,1.0,,1.0,1.0
2025-26,14025056,1,3,Arsenal,Away,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,,,1.0,9.0,10.0,19.0,,2.0,,5.0,,,,1.0,,,,3.0,3.0,,,0.00705691,0.9079,0.9952,2.0,0.0,1.0,,,,,,,0.67,4.06,1.48,0.22,2.06,72.0,1.0,,,,4.0,,,8.1,,,,,,3.0,,1.0,,2.0,1.0,10.0,11.0,21.0,,,1,1.0,35.0,,,,1.0
2025-26,14025056,1,3,Arsenal,Away,958959,445122,Jurriën Timber,jurrien-timber,D,True,,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,6.0,3.0,,,0.00118907,,,2.0,0.0,,,,,,,,0.2,1.13,0.3,0.05,0.83,19.0,,,,,10.0,,,6.5,,,,,,1.0,4.0,,,1.0,,3.0,1.0,4.0,,,0,2.0,18.0,1.0,1.0,,1.0
2025-26,14025056,1,3,Arsenal,Away,1144630,500040,Cristhian Mosquera,cristhian-mosquera,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,3,Arsenal,Away,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,3.07e-06,,,1.0,0.0,,,,,,,,0.08,1.23,0.39,0.0,0.81,18.0,,,,,2.0,,,6.6,,,,,,1.0,,,,,,1.0,1.0,2.0,,,0,,5.0,,,,
2025-26,14025065,2,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,4.0,30.0,64.0,94.0,1.0,3.0,,4.0,,,,,,,,1.0,4.0,,,0.0146632,0.0402,,,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,10.0,,,7.4,,,1.0,,,1.0,,,,6.0,,36.0,67.0,103.0,,,1,,113.0,1.0,1.0,,
2025-26,14025065,2,3,Arsenal,Home,941168,462424,William Saliba,william-saliba,D,False,,,5.0,24.0,94.0,118.0,,2.0,,4.0,,,,,,,,1.0,3.0,,,0.0142536,,,1.0,0.0,,,,,1.0,,,,,,,,90.0,,,,,5.0,,,7.5,,,,,,4.0,,,,7.0,,28.0,95.0,123.0,,,0,,130.0,,1.0,,
2025-26,14025065,2,3,Arsenal,Home,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,,,2.0,10.0,10.0,20.0,,,,1.0,,,2.0,1.0,,,,2.0,2.0,,,0.0102307,0.3919,,1.0,2.0,,,,,,2.0,,,,,,,64.0,,1.0,,,9.0,,,7.3,,,1.0,,,,2.0,3.0,,2.0,,13.0,10.0,23.0,,,3,,45.0,1.0,,2.0,
